Año;Mes;Fecha;Convocatoria(Pdf)
2013;Enero;31-01-2013;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20130131.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273870973711&ssbinary=true
2013;Enero;25-01-2013;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20130125.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273869515001&ssbinary=true
2013;Enero;24-01-2013;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20130124.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273869515085&ssbinary=true
2013;Enero;17-01-2013;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20130117.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273867778897&ssbinary=true
2013;Enero;11-01-2013;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20130111.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273866135100&ssbinary=true
2013;Enero;10-01-2013;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20130110.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273866135163&ssbinary=true
2013;Febrero;28-02-2013;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20130228.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273880199715&ssbinary=true
2013;Febrero;21-02-2013;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20130221.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273877002327&ssbinary=true
2013;Febrero;14-02-2013;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20130214.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273877002349&ssbinary=true
2013;Febrero;07-02-2013;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20130207.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273873017603&ssbinary=true
