Año;Mes;Fecha;Convocatoria(Pdf)
2014;Enero;30-01-2014;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20140130.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273944741540&ssbinary=true
2014;Enero;23-01-2014;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20140123.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273943195700&ssbinary=true
2014;Enero;09-01-2014;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20140109.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273940825258&ssbinary=true
2014;Febrero;27-02-2014;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20140227.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273949838306&ssbinary=true
2014;Febrero;20-02-2014;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20140220.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273949155168&ssbinary=true
2014;Febrero;13-02-2014;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20140213.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273947569535&ssbinary=true
2014;Febrero;06-02-2014;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20140206.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273947569505&ssbinary=true
2014;Marzo;27-03-2014;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20140327.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273956054352&ssbinary=true
2014;Marzo;20-03-2014;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20140320.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273954523511&ssbinary=true
2014;Marzo;13-03-2014;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20140313.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1273953134579&ssbinary=true
