Año;Mes;Fecha;Convocatoria(Pdf)
2016;Enero;26-01-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160126.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274094512635&ssbinary=true
2016;Enero;19-01-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160119.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274093784136&ssbinary=true
2016;Enero;12-01-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160112.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274092735065&ssbinary=true
2016;Febrero;23-02-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160223.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274098883567&ssbinary=true
2016;Febrero;16-02-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160216.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274097647384&ssbinary=true
2016;Febrero;09-02-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160209.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274096853430&ssbinary=true
2016;Marzo;22-03-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160322.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274102354975&ssbinary=true
2016;Marzo;15-03-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160315.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274101438487&ssbinary=true
2016;Marzo;08-03-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160308.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274100786208&ssbinary=true
2016;Marzo;01-03-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160301.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274099703384&ssbinary=true
2016;Abril;26-04-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160426.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274108330944&ssbinary=true
2016;Abril;19-04-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160419.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274107084778&ssbinary=true
2016;Abril;12-04-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160412.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274105746035&ssbinary=true
2016;Abril;05-04-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160405.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274104482489&ssbinary=true
2016;Mayo;31-05-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160531.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274112067092&ssbinary=true
2016;Mayo;24-05-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160524.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274111221708&ssbinary=true
2016;Mayo;17-05-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160517.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274110501171&ssbinary=true
2016;Mayo;10-05-2016;http://www.bilbao.eus/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-disposition&blobheadername2=pragma&blobheadervalue1=attachment%3B+filename%3Dconvocatoria_20160510.pdf&blobheadervalue2=public&blobkey=id&blobtable=MungoBlobs&blobwhere=1274109751849&ssbinary=true
