Aplicació pressupost;Descripció;Pressupost Inicial;Modificacions;Pressupost final;Obligacions reconegudes;Pagaments;Pendent pagaments;Estat execució
480/1552A/20800;Arrendaments d'altre immobilitzat material;10,00;0,00;10,00;0,00;0,00;0,00;10,00
480/1552A/21300;Manteniment de maquinària, instal·lacions i utillatge;500,00;0,00;500,00;181,86;181,86;0,00;318,14
480/1552A/21400;Elements de transport;74.000,00;0,00;74.000,00;70.220,94;61.510,02;8.710,92;3.779,06
480/1552A/21401;Manteniment i conservació del material de transport;500,00;0,00;500,00;348,48;348,48;0,00;151,52
480/1552A/21900;Altre immobilitzat material;79.000,00;0,00;79.000,00;80.035,88;77.787,19;2.248,69;-1.035,88
480/1552A/22103;Combustibles i carburants;157.000,00;598,23;157.598,23;143.917,22;133.751,14;10.166,08;13.681,01
480/1552A/22104;Vestuari;6.000,00;0,00;6.000,00;11.056,20;9.976,58;1.079,62;-5.056,20
480/1552A/22111;Subministraments recanvis maq., utillatge i elements transp.;4.000,00;0,00;4.000,00;600,52;600,52;0,00;3.399,48
480/1552A/22400;Primes d’assegurances;80.000,00;-6.700,00;73.300,00;58.342,10;58.342,10;0,00;14.957,90
480/1552A/22699;Altres despeses diverses;1.000,00;0,00;1.000,00;9.941,79;575,83;9.365,96;-8.941,79
480/1552A/22799;Altres treballs realitzats per altres empreses i prof.;5.000,00;0,00;5.000,00;522,21;0,00;522,21;4.477,79
480/1552A/62500;Mobiliari;0,00;20.000,00;20.000,00;19.986,78;0,00;19.986,78;13,22
480/9240A/11000;Retribucions bàsiques;14.952,13;0,00;14.952,13;17.064,27;17.064,27;0,00;-2.112,14
480/9240A/11001;Retribucions complementàries;65.593,50;0,00;65.593,50;77.812,37;77.812,37;0,00;-12.218,87
480/9240A/12000;Salaris del Grup A1;19.113,52;0,00;19.113,52;27.121,50;27.121,50;0,00;-8.007,98
480/9240A/12001;Salaris del Grup A2;34.184,26;0,00;34.184,26;29.516,11;29.516,11;0,00;4.668,15
480/9240A/12003;Salaris del Grup C1;68.961,44;0,00;68.961,44;60.127,01;60.127,01;0,00;8.834,43
480/9240A/12004;Salaris del Grup C2;136.586,38;0,00;136.586,38;131.965,06;131.965,06;0,00;4.621,32
480/9240A/12006;Triennis;33.207,37;0,00;33.207,37;31.100,65;31.100,65;0,00;2.106,72
480/9240A/12100;Complement de destí;117.009,29;0,00;117.009,29;109.471,79;109.471,79;0,00;7.537,50
480/9240A/12101;Complement  específic;215.423,53;0,00;215.423,53;204.467,73;204.467,73;0,00;10.955,80
480/9240A/12103;Altres complements;94.288,13;0,00;94.288,13;114.681,15;114.681,15;0,00;-20.393,02
480/9240A/13000;Retribucions bàsiques;75.980,24;0,00;75.980,24;76.985,78;76.985,78;0,00;-1.005,54
480/9240A/13100;Laboral temporal;36.150,97;0,00;36.150,97;36.652,56;36.652,56;0,00;-501,59
480/9240A/15000;Productivitat;2.207,94;0,00;2.207,94;1.970,25;1.970,25;0,00;237,69
480/9240A/16000;Seguretat social;251.702,85;0,00;251.702,85;238.819,19;238.819,19;0,00;12.883,66
480/9240A/22201;Comunicacions postals;500,00;0,00;500,00;398,19;375,92;22,27;101,81
480/9240A/22601;Atencions protocol·làries i representatives;500,00;0,00;500,00;574,31;574,31;0,00;-74,31
480/9240A/22602;Publicitat;2.450,00;0,00;2.450,00;3.146,00;3.146,00;0,00;-696,00
480/9240A/2260200;Difusió d´activitats;2.000,00;0,00;2.000,00;6.620,26;4.197,49;2.422,77;-4.620,26
480/9240A/22699;Altres despeses diverses;10,00;0,00;10,00;1.569,02;0,00;1.569,02;-1.559,02
480/9240A/2270001;Contractes de neteja;66.304,84;0,00;66.304,84;141.144,87;141.144,87;0,00;-74.840,03
480/9240A/22706;Estudis i treballs tècnics;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00
480/9240A/22799;Altres treballs realitzats per altres empreses i prof.;3.651,20;-520,00;3.131,20;992,78;396,00;596,78;2.138,42
480/9240A/23020;Dietes personal no directiu;800,00;0,00;800,00;1.858,18;1.453,32;404,86;-1.058,18
480/9240A/48300;Subvencions i aportacions institucionals;24.665,39;0,00;24.665,39;23.047,48;23.047,48;0,00;1.617,91
481/1515A/12000;Salaris del Grup A1;44.031,96;0,00;44.031,96;34.159,18;34.159,18;0,00;9.872,78
481/1515A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;15.282,55;15.282,55;0,00;-2.376,03
481/1515A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.066,68;10.066,68;0,00;-181,84
481/1515A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;8.626,80;8.626,80;0,00;-248,22
481/1515A/12006;Triennis;13.438,39;0,00;13.438,39;9.783,55;9.783,55;0,00;3.654,84
481/1515A/12100;Complement de destí;39.541,44;0,00;39.541,44;34.336,02;34.336,02;0,00;5.205,42
481/1515A/12101;Complement  específic;70.186,68;0,00;70.186,68;62.391,38;62.391,38;0,00;7.795,30
481/1515A/12103;Altres complements;27.629,68;0,00;27.629,68;24.739,12;24.739,12;0,00;2.890,56
481/1515A/15000;Productivitat;11.496,90;0,00;11.496,90;4.401,48;4.401,48;0,00;7.095,42
481/1515A/16000;Seguretat social;52.550,87;0,00;52.550,87;48.140,54;48.140,54;0,00;4.410,33
481/1515A/22201;Comunicacions postals;300,00;-295,80;4,20;4,20;4,20;0,00;0,00
481/1515A/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
481/1515A/61900;Altres inv.de rep. en infrast.i béns destin. d’ús general;0,00;649.000,17;649.000,17;509.207,76;508.542,26;665,50;139.792,41
481/1515B/22706;Estudis i treballs tècnics;0,00;0,00;0,00;0,00;0,00;0,00;0,00
481/1710A/12001;Salaris del Grup A2;51.210,52;0,00;51.210,52;45.427,88;45.427,88;0,00;5.782,64
481/1710A/12003;Salaris del Grup C1;0,00;10,00;10,00;1.368,04;1.368,04;0,00;-1.358,04
481/1710A/12004;Salaris del Grup C2;16.377,64;0,00;16.377,64;18.518,99;18.518,99;0,00;-2.141,35
481/1710A/12006;Triennis;11.471,11;0,00;11.471,11;8.921,15;8.921,15;0,00;2.549,96
481/1710A/12100;Complement de destí;29.512,17;0,00;29.512,17;27.666,16;27.666,16;0,00;1.846,01
481/1710A/12101;Complement  específic;48.743,41;0,00;48.743,41;46.283,39;46.283,39;0,00;2.460,02
481/1710A/12103;Altres complements;18.205,71;0,00;18.205,71;42.303,14;42.303,14;0,00;-24.097,43
481/1710A/13000;Retribucions bàsiques;0,00;10,00;10,00;18.934,28;18.934,28;0,00;-18.924,28
481/1710A/15000;Productivitat;4.615,29;0,00;4.615,29;4.280,94;4.280,94;0,00;334,35
481/1710A/16000;Seguretat social;49.808,28;0,00;49.808,28;62.176,72;62.176,72;0,00;-12.368,44
481/1710A/20300;Lloguers de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
481/1710A/21000;Manteniment d'infrastructura i béns naturals;1.703.027,53;0,00;1.703.027,53;1.703.024,68;1.406.324,66;296.700,02;2,85
481/1710A/21300;Manteniment de maquinària, instal·lacions i utillatge;102.453,14;0,00;102.453,14;102.452,76;89.544,54;12.908,22;0,38
481/1710A/21901;Compra de material per jardineria;10,00;0,00;10,00;0,00;0,00;0,00;10,00
481/1710A/22001;Premsa, revistes, llibres i altres publicacions;166,00;-166,00;0,00;0,00;0,00;0,00;0,00
481/1710A/22100;Energia elèctrica;21.929,14;0,00;21.929,14;19.555,71;11.526,83;8.028,88;2.373,43
481/1710A/22101;Aigua;1.610,71;0,00;1.610,71;174.898,41;174.898,41;0,00;-173.287,70
481/1711A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.413,52;13.413,52;0,00;-507,00
481/1711A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.271,27;10.271,27;0,00;-386,43
481/1711A/12004;Salaris del Grup C2;41.673,18;0,00;41.673,18;37.296,60;37.296,60;0,00;4.376,58
481/1711A/12005;Salaris del Grup E;76.730,95;0,00;76.730,95;76.987,69;76.987,69;0,00;-256,74
481/1711A/12006;Triennis;31.144,33;0,00;31.144,33;25.395,95;25.395,95;0,00;5.748,38
481/1711A/12100;Complement de destí;62.980,05;0,00;62.980,05;58.980,33;58.980,33;0,00;3.999,72
481/1711A/12101;Complement  específic;129.550,44;0,00;129.550,44;122.075,08;122.075,08;0,00;7.475,36
481/1711A/12103;Altres complements;67.534,66;0,00;67.534,66;89.973,22;89.973,22;0,00;-22.438,56
481/1711A/13000;Retribucions bàsiques;62.314,10;0,00;62.314,10;41.097,24;41.097,24;0,00;21.216,86
481/1711A/13100;Laboral temporal;121.231,55;0,00;121.231,55;122.732,83;122.732,83;0,00;-1.501,28
481/1711A/15000;Productivitat;7.494,58;0,00;7.494,58;6.271,29;6.271,29;0,00;1.223,29
481/1711A/16000;Seguretat social;191.307,41;0,00;191.307,41;171.670,68;171.670,68;0,00;19.636,73
481/1711A/20300;Lloguers de maquinària, instal·lacions i utillatge;1.000,00;0,00;1.000,00;968,00;968,00;0,00;32,00
481/1711A/21000;Manteniment d'infrastructura i béns naturals;40.000,00;-2.562,56;37.437,44;36.719,59;36.172,43;547,16;717,85
481/1711A/21300;Manteniment de maquinària, instal·lacions i utillatge;1.000,00;0,00;1.000,00;8.625,73;8.078,64;547,09;-7.625,73
481/1711A/21900;Altre immobilitzat material;40.000,00;0,00;40.000,00;29.495,69;23.537,07;5.958,62;10.504,31
481/1711A/22100;Energia elèctrica;96.837,49;0,00;96.837,49;76.934,89;37.277,11;39.657,78;19.902,60
481/1711A/22101;Aigua;11.241,31;0,00;11.241,31;22.128,97;22.128,97;0,00;-10.887,66
481/1711A/22113;Manutenció d'animals;1.500,00;0,00;1.500,00;940,76;0,00;940,76;559,24
481/1711A/22602;Publicitat i propaganda;10,00;0,00;10,00;0,00;0,00;0,00;10,00
481/1711A/22699;Altres despeses diverses;10,00;0,00;10,00;0,00;0,00;0,00;10,00
481/1711A/2270001;Contractes de neteja;17.620,61;0,00;17.620,61;4.623,79;4.623,79;0,00;12.996,82
482/1513B/12001;Salaris del Grup A2;38.719,56;0,00;38.719,56;41.143,29;41.143,29;0,00;-2.423,73
482/1513B/12003;Salaris del Grup C1;18.977,66;0,00;18.977,66;24.989,13;24.989,13;0,00;-6.011,47
482/1513B/12004;Salaris del Grup C2;83.106,66;0,00;83.106,66;90.896,31;90.896,31;0,00;-7.789,65
482/1513B/12005;Salaris del Grup E;28.508,21;0,00;28.508,21;23.316,65;23.316,65;0,00;5.191,56
482/1513B/12006;Triennis;34.433,92;0,00;34.433,92;31.532,76;31.532,76;0,00;2.901,16
482/1513B/12100;Complement de destí;81.177,86;0,00;81.177,86;81.154,16;81.154,16;0,00;23,70
482/1513B/12101;Complement  específic;141.797,94;0,00;141.797,94;147.105,59;147.105,59;0,00;-5.307,65
482/1513B/12103;Altres complements;48.113,55;0,00;48.113,55;70.568,79;70.568,79;0,00;-22.455,24
482/1513B/13000;Retribucions bàsiques;1.410,59;0,00;1.410,59;5.838,93;5.838,93;0,00;-4.428,34
482/1513B/13100;Laboral temporal;57.771,61;0,00;57.771,61;63.551,75;63.551,75;0,00;-5.780,14
482/1513B/14300;Altre personal;29.617,95;0,00;29.617,95;29.787,44;29.787,44;0,00;-169,49
482/1513B/15000;Productivitat;10.770,80;0,00;10.770,80;8.454,35;8.454,35;0,00;2.316,45
482/1513B/15300;Complement de dedicació especial;1.984,00;0,00;1.984,00;1.190,40;1.190,40;0,00;793,60
482/1513B/16000;Seguretat social;178.906,67;0,00;178.906,67;184.309,31;184.309,31;0,00;-5.402,64
482/1513B/20300;Lloguers de maquinària, instal·lacions i utillatge;5.000,00;0,00;5.000,00;4.999,99;3.778,32;1.221,67;0,01
482/1513B/20400;Lloguer de material de transport;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1513B/21200;Manteniment d’edificis i altres construccions;726.530,28;16.313,08;742.843,36;553.604,20;391.229,77;162.374,43;189.239,16
482/1513B/21201;Reparacions d’edificis i altres construccions;10.000,00;71.800,00;81.800,00;3.505,59;1.356,86;2.148,73;78.294,41
482/1513B/21300;Manteniment de maquinària, instal·lacions i utillatge;593.000,00;0,00;593.000,00;806.622,77;632.005,07;174.617,70;-213.622,77
482/1513B/22100;Energia elèctrica;306.673,06;0,00;306.673,06;198.877,78;116.631,27;82.246,51;107.795,28
482/1513B/22101;Aigua;236.702,14;149.116,95;385.819,09;216.044,78;66.927,83;149.116,95;169.774,31
482/1513B/22102;Gas;27.933,51;0,00;27.933,51;35.527,76;35.527,76;0,00;-7.594,25
482/1513B/22103;Combustibles i carburants;5.000,00;0,00;5.000,00;2.940,00;2.940,00;0,00;2.060,00
482/1513B/22200;Serveis de Telecomunicacions;427.882,40;0,00;427.882,40;291.280,72;254.642,50;36.638,22;136.601,68
482/1513B/62300;Inv. nova en maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1513B/63200;Inv. rep. en edificis i altres construccions;499.990,00;7.445,40;507.435,40;16.519,05;0,00;16.519,05;490.916,35
482/1550A/12001;Salaris del Grup A2;0,00;0,00;0,00;0,00;0,00;0,00;0,00
482/1550A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;8.414,04;8.414,04;0,00;-35,46
482/1550A/12006;Triennis;232,36;0,00;232,36;196,90;196,90;0,00;35,46
482/1550A/12100;Complement de destí;3.660,12;0,00;3.660,12;3.660,12;3.660,12;0,00;0,00
482/1550A/12101;Complement  específic;6.899,16;0,00;6.899,16;6.899,16;6.899,16;0,00;0,00
482/1550A/12103;Altres complements;1.754,93;0,00;1.754,93;2.315,19;2.315,19;0,00;-560,26
482/1550A/13000;Retribucions bàsiques;56.528,45;0,00;56.528,45;51.077,26;51.077,26;0,00;5.451,19
482/1550A/16000;Seguretat social;18.863,14;0,00;18.863,14;17.775,61;17.775,61;0,00;1.087,53
482/1550A/22001;Premsa, revistes, llibres i altres publicacions;216,00;0,00;216,00;182,90;182,90;0,00;33,10
482/1550A/22201;Comunicacions postals;300,00;0,00;300,00;226,99;219,48;7,51;73,01
482/1550A/22400;Primes d’assegurances;225.000,00;-12.000,00;213.000,00;208.096,86;203.498,77;4.598,09;4.903,14
482/1550A/22602;Publicitat i propaganda;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1550A/22699;Altres despeses diverses;40.000,00;-12.225,27;27.774,73;23.003,48;14.761,56;8.241,92;4.771,25
482/1550A/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1550A/22799;Altres treballs realitzats per altres empreses i prof.;10.000,00;2.700,00;12.700,00;16.644,66;6.682,97;9.961,69;-3.944,66
482/1550A/63200;Inv. rep. en edificis i altres construccions;0,00;22.165,58;22.165,58;22.165,58;7.756,14;14.409,44;0,00
482/1551A/12001;Salaris del Grup A2;51.306,42;0,00;51.306,42;48.851,59;48.851,59;0,00;2.454,83
482/1551A/12003;Salaris del Grup C1;17.792,76;0,00;17.792,76;16.561,00;16.561,00;0,00;1.231,76
482/1551A/12006;Triennis;13.110,57;0,00;13.110,57;10.228,65;10.228,65;0,00;2.881,92
482/1551A/12100;Complement de destí;29.550,86;0,00;29.550,86;27.151,61;27.151,61;0,00;2.399,25
482/1551A/12101;Complement  específic;54.506,28;0,00;54.506,28;50.393,94;50.393,94;0,00;4.112,34
482/1551A/12103;Altres complements;26.695,74;0,00;26.695,74;41.088,20;41.088,20;0,00;-14.392,46
482/1551A/15000;Productivitat;4.717,00;0,00;4.717,00;3.109,87;3.109,87;0,00;1.607,13
482/1551A/16000;Seguretat social;55.762,73;0,00;55.762,73;50.218,80;50.218,80;0,00;5.543,93
482/1551A/21000;Manteniment d'infrastructura i béns naturals;10,00;52.250,00;52.260,00;67.110,81;52.237,94;14.872,87;-14.850,81
482/1551A/21300;Manteniment de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1551A/22200;Serveis de Telecomunicacions;3.661,69;0,00;3.661,69;2.957,11;2.496,08;461,03;704,58
482/1551A/60900;Altre invers. nova en infrast. i béns destinats ús general;0,00;472,00;472,00;0,00;0,00;0,00;472,00
482/1551A/61900;Altres inv.de rep. en infrast.i béns destin. d’ús general;1.336.789,02;1.918.444,04;3.255.233,06;338.444,02;37.620,23;300.823,79;2.916.789,04
482/1551B/21000;Manteniment d'infrastructura i béns naturals;10,00;97.326,53;97.336,53;83.128,58;66.703,53;16.425,05;14.207,95
482/1611A/21300;Manteniment de maquinària, instal·lacions i utillatge;50.000,00;0,00;50.000,00;46.409,67;36.409,67;10.000,00;3.590,33
482/1611A/22706;Estudis i treballs tècnics;10.000,00;0,00;10.000,00;9.407,76;0,00;9.407,76;592,24
482/1611A/61900;Altres inv.de rep. en infrast.i béns destin. d’ús general;0,00;1.352.069,58;1.352.069,58;23.943,95;0,00;23.943,95;1.328.125,63
482/1650A/12001;Salaris del Grup A2;23.052,68;0,00;23.052,68;18.021,62;18.021,62;0,00;5.031,06
482/1650A/12003;Salaris del Grup C1;19.769,68;0,00;19.769,68;20.537,46;20.537,46;0,00;-767,78
482/1650A/12004;Salaris del Grup C2;0,00;10,00;10,00;399,50;399,50;0,00;-389,50
482/1650A/12006;Triennis;11.508,14;0,00;11.508,14;9.313,91;9.313,91;0,00;2.194,23
482/1650A/12100;Complement de destí;20.521,55;0,00;20.521,55;18.107,77;18.107,77;0,00;2.413,78
482/1650A/12101;Complement  específic;32.014,22;0,00;32.014,22;28.131,01;28.131,01;0,00;3.883,21
482/1650A/12103;Altres complements;14.761,85;0,00;14.761,85;20.817,03;20.817,03;0,00;-6.055,18
482/1650A/13000;Retribucions bàsiques;52.628,34;0,00;52.628,34;53.700,25;53.700,25;0,00;-1.071,91
482/1650A/15000;Productivitat;109,32;0,00;109,32;108,10;108,10;0,00;1,22
482/1650A/16000;Seguretat social;50.946,99;0,00;50.946,99;48.435,47;48.435,47;0,00;2.511,52
482/1650A/21300;Manteniment de maquinària, instal·lacions i utillatge;890.000,00;14.078,66;904.078,66;878.285,34;674.629,23;203.656,11;25.793,32
482/1650A/22100;Energia elèctrica;2.188.879,36;0,00;2.188.879,36;1.886.677,21;1.568.258,19;318.419,02;302.202,15
483/1330A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;15.986,26;15.986,26;0,00;-3.079,74
483/1330A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.066,68;10.066,68;0,00;-181,84
483/1330A/12004;Salaris del Grup C2;9.282,82;0,00;9.282,82;11.151,49;11.151,49;0,00;-1.868,67
483/1330A/12006;Triennis;3.935,15;0,00;3.935,15;4.054,84;4.054,84;0,00;-119,69
483/1330A/12100;Complement de destí;16.597,86;0,00;16.597,86;19.152,12;19.152,12;0,00;-2.554,26
483/1330A/12101;Complement  específic;34.690,70;0,00;34.690,70;39.287,84;39.287,84;0,00;-4.597,14
483/1330A/12103;Altres complements;17.807,21;0,00;17.807,21;20.922,13;20.922,13;0,00;-3.114,92
483/1330A/15000;Productivitat;2.427,19;0,00;2.427,19;1.792,12;1.792,12;0,00;635,07
483/1330A/16000;Seguretat social;23.624,33;0,00;23.624,33;27.433,81;27.433,81;0,00;-3.809,48
483/1330A/22201;Comunicacions postals;300,00;0,00;300,00;249,89;242,38;7,51;50,11
483/1330A/22699;Altres despeses diverses;1.460,55;0,00;1.460,55;2.509,41;1.682,57;826,84;-1.048,86
483/1330A/22799;Altres treballs realitzats per altres empreses i prof.;1.500,00;0,00;1.500,00;0,00;0,00;0,00;1.500,00
483/1330A/48300;Subvencions i aportacions institucionals;650,00;0,00;650,00;0,00;0,00;0,00;650,00
483/1331A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;14.993,04;14.993,04;0,00;-315,72
483/1331A/12001;Salaris del Grup A2;25.813,04;0,00;25.813,04;26.187,22;26.187,22;0,00;-374,18
483/1331A/12003;Salaris del Grup C1;19.673,68;0,00;19.673,68;20.469,27;20.469,27;0,00;-795,59
483/1331A/12004;Salaris del Grup C2;40.934,11;0,00;40.934,11;39.388,58;39.388,58;0,00;1.545,53
483/1331A/12006;Triennis;18.042,96;0,00;18.042,96;14.776,69;14.776,69;0,00;3.266,27
483/1331A/12100;Complement de destí;47.513,94;0,00;47.513,94;45.875,84;45.875,84;0,00;1.638,10
483/1331A/12101;Complement  específic;86.057,26;0,00;86.057,26;83.240,10;83.240,10;0,00;2.817,16
483/1331A/12103;Altres complements;34.180,25;0,00;34.180,25;57.042,62;57.042,62;0,00;-22.862,37
483/1331A/15000;Productivitat;2.186,14;0,00;2.186,14;1.908,08;1.908,08;0,00;278,06
483/1331A/16000;Seguretat social;79.377,64;0,00;79.377,64;67.359,58;67.359,58;0,00;12.018,06
483/1331A/22699;Altres despeses diverses;700.000,00;-52.300,00;647.700,00;615.421,73;523.649,65;91.772,08;32.278,27
483/1331A/22706;Estudis i treballs tècnics;10,00;0,00;10,00;6.280,02;0,00;6.280,02;-6.270,02
483/1331A/22799;Altres treballs realitzats per altres empreses i prof.;10,00;0,00;10,00;22.933,31;22.434,00;499,31;-22.923,31
483/1331A/77000;Transferències de capital a empreses privades;50.000,00;-14.078,66;35.921,34;35.892,44;26.134,66;9.757,78;28,90
483/1331B/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;18.504,36;18.504,36;0,00;-3.827,04
483/1331B/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;9.515,89;9.515,89;0,00;3.390,63
483/1331B/12006;Triennis;7.498,30;0,00;7.498,30;6.245,15;6.245,15;0,00;1.253,15
483/1331B/12100;Complement de destí;16.107,12;0,00;16.107,12;15.560,28;15.560,28;0,00;546,84
483/1331B/12101;Complement  específic;28.138,08;0,00;28.138,08;26.885,89;26.885,89;0,00;1.252,19
483/1331B/12103;Altres complements;18.164,85;0,00;18.164,85;20.939,36;20.939,36;0,00;-2.774,51
483/1331B/16000;Seguretat social;23.288,37;0,00;23.288,37;22.757,92;22.757,92;0,00;530,45
483/1331B/21000;Manteniment d'infrastructura i béns naturals;150.000,00;-7.500,00;142.500,00;135.158,17;78.322,32;56.835,85;7.341,83
483/1331B/21300;Manteniment de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
483/1331B/62300;Inv. nova en maquinària, instal·lacions i utillatge;50.000,00;0,00;50.000,00;49.934,45;0,00;49.934,45;65,55
483/1331C/21300;Manteniment de maquinària, instal·lacions i utillatge;328.500,00;0,00;328.500,00;335.370,80;238.256,85;97.113,95;-6.870,80
483/1331C/22100;Energia elèctrica;270.203,70;0,00;270.203,70;244.618,38;161.346,05;83.272,33;25.585,32
483/4410A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.248,54;10.248,54;0,00;-363,70
483/4410A/12006;Triennis;2.853,85;0,00;2.853,85;2.525,76;2.525,76;0,00;328,09
483/4410A/12100;Complement de destí;5.007,00;0,00;5.007,00;5.007,00;5.007,00;0,00;0,00
483/4410A/12101;Complement  específic;7.705,08;0,00;7.705,08;7.705,08;7.705,08;0,00;0,00
483/4410A/12103;Altres complements;4.496,48;0,00;4.496,48;4.808,86;4.808,86;0,00;-312,38
483/4410A/16000;Seguretat social;9.646,93;0,00;9.646,93;9.655,23;9.655,23;0,00;-8,30
483/4410A/22100;Energia elèctrica;7.214,80;0,00;7.214,80;31.646,04;31.646,04;0,00;-24.431,24
483/4410A/22101;Aigua;21.221,07;0,00;21.221,07;196,98;196,98;0,00;21.024,09
483/4410A/47900;Transferències corrents a empreses privades;4.402.863,50;0,00;4.402.863,50;3.984.083,42;2.112.000,00;1.872.083,42;418.780,08
483/4410A/77000;Transferències de capital a empreses privades;880.000,00;0,00;880.000,00;880.000,00;374.013,67;505.986,33;0,00
484/1620A/12003;Salaris del Grup C1;0,00;10,00;10,00;2.160,06;2.160,06;0,00;-2.150,06
484/1620A/12004;Salaris del Grup C2;7.299,93;0,00;7.299,93;6.140,92;6.140,92;0,00;1.159,01
484/1620A/12006;Triennis;1.962,48;0,00;1.962,48;2.350,93;2.350,93;0,00;-388,45
484/1620A/12100;Complement de destí;3.339,89;0,00;3.339,89;3.582,00;3.582,00;0,00;-242,11
484/1620A/12101;Complement  específic;5.864,29;0,00;5.864,29;6.240,97;6.240,97;0,00;-376,68
484/1620A/12103;Altres complements;5.887,68;0,00;5.887,68;12.223,82;12.223,82;0,00;-6.336,14
484/1620A/15000;Productivitat;0,00;0,00;0,00;0,00;0,00;0,00;0,00
484/1620A/16000;Seguretat social;7.851,95;0,00;7.851,95;10.345,87;10.345,87;0,00;-2.493,92
484/1620A/22201;Comunicacions postals;100,00;0,00;100,00;11,70;9,56;2,14;88,30
484/1620A/22699;Altres despeses diverses;10,00;0,00;10,00;4.384,05;4.301,43;82,62;-4.374,05
484/1620A/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
484/1620A/48300;Subvencions i aportacions institucionals;22.457,34;0,00;22.457,34;22.699,40;0,00;22.699,40;-242,06
484/1620A/60900;Altre invers. nova en infrast. i béns destinats ús general;0,00;510.639,17;510.639,17;480.729,59;480.729,59;0,00;29.909,58
484/1620A/62300;Inv. nova en maquinària, instal·lacions i utillatge;0,00;30,00;30,00;0,00;0,00;0,00;30,00
484/1620A/63200;Inv. rep. en edificis i altres construccions;0,00;20,00;20,00;0,00;0,00;0,00;20,00
484/1620B/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;10.552,52;10.552,52;0,00;4.124,80
484/1620B/12001;Salaris del Grup A2;25.813,04;0,00;25.813,04;29.298,38;29.298,38;0,00;-3.485,34
484/1620B/12006;Triennis;6.180,35;0,00;6.180,35;6.227,28;6.227,28;0,00;-46,93
484/1620B/12100;Complement de destí;19.670,04;0,00;19.670,04;19.169,70;19.169,70;0,00;500,34
484/1620B/12101;Complement  específic;37.652,16;0,00;37.652,16;36.883,19;36.883,19;0,00;768,97
484/1620B/12103;Altres complements;13.034,91;0,00;13.034,91;15.674,84;15.674,84;0,00;-2.639,93
484/1620B/15000;Productivitat;0,00;0,00;0,00;0,00;0,00;0,00;0,00
484/1620B/16000;Seguretat social;32.940,45;0,00;32.940,45;33.477,25;33.477,25;0,00;-536,80
484/1620B/21000;Manteniment d'infrastructura i béns naturals;150,00;0,00;150,00;0,00;0,00;0,00;150,00
484/1620B/21300;Manteniment de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
484/1620B/21900;Compra de material per reparacions i manteniments;10,00;0,00;10,00;0,00;0,00;0,00;10,00
484/1620B/22100;Energia elèctrica;108.114,46;0,00;108.114,46;78.664,72;31.935,83;46.728,89;29.449,74
484/1620B/22101;Aigua;1.367,73;0,00;1.367,73;1.364,01;1.364,01;0,00;3,72
484/1620B/2270000;Neteja;8.785.864,53;0,00;8.785.864,53;9.943.248,05;9.901.044,77;42.203,28;-1.157.383,52
484/1620B/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
484/1620C/21000;Manteniment d'infraestructura i béns naturals;10,00;0,00;10,00;0,00;0,00;0,00;10,00
484/1620C/21300;Manteniment de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
484/1620C/21900;Altre immobilitzat material;10,00;0,00;10,00;0,00;0,00;0,00;10,00
484/1620C/2270000;Neteja;3.481.895,97;281.000,00;3.762.895,97;3.782.791,57;3.427.184,71;355.606,86;-19.895,60
484/1630A/21000;Manteniment d'infrastructura i béns naturals;10,00;0,00;10,00;0,00;0,00;0,00;10,00
484/1630A/21300;Manteniment de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
