Districte;Sexe;Municipi_Naixement;Provincia_Naixement;Pais_Naixement;Total;
"2";"D";"PUEBLA DE DON FADRIQUE";"GRANADA";"ESPANYA";"1";
"2";"D";"PUEBLA DE SANABRIA";"ZAMORA";"ESPANYA";"1";
"2";"D";"PUENTE DE MONTAÑANA";"HUESCA";"ESPANYA";"1";
"2";"D";"PUENTE GENIL";"CÓRDOBA";"ESPANYA";"3";
"2";"D";"PUENTE LA REINA DE JACA";"HUESCA";"ESPANYA";"1";
"2";"D";"PUERTO DE SANTA MARÍA,EL";"CÁDIZ";"ESPANYA";"1";
"2";"D";"PUERTO DEL ROSARIO";"PALMAS,LAS";"ESPANYA";"1";
"2";"D";"PUERTO LUMBRERAS";"MURCIA";"ESPANYA";"3";
"2";"D";"PUERTO REAL";"CÁDIZ";"ESPANYA";"1";
"2";"D";"PUERTOLLANO";"CIUDAD REAL";"ESPANYA";"1";
"2";"D";"PUIG-REIG";"BARCELONA";"ESPANYA";"8";
"2";"D";"PUIGCERDÀ";"GIRONA";"ESPANYA";"1";
"2";"D";"PUIGVERD DE LLEIDA";"LLEIDA";"ESPANYA";"1";
"2";"D";"PUJALT";"BARCELONA";"ESPANYA";"1";
"2";"D";"PULGAR";"TOLEDO";"ESPANYA";"1";
"2";"D";"QUATRETONDA";"VALÈNCIA";"ESPANYA";"1";
"2";"D";"QUESADA";"JAÉN";"ESPANYA";"1";
"2";"D";"QUINTANAR DE LA SIERRA";"BURGOS";"ESPANYA";"4";
"2";"D";"QUINTANAR DEL REY";"CUENCA";"ESPANYA";"1";
"2";"D";"QUINTO";"ZARAGOZA";"ESPANYA";"1";
"2";"D";"RABANERA";"RIOJA,LA";"ESPANYA";"1";
"2";"D";"RABÉ DE LAS CALZADAS";"BURGOS";"ESPANYA";"1";
"2";"D";"RAMBLA,LA";"CÓRDOBA";"ESPANYA";"2";
"2";"D";"REAL DE LA JARA,EL";"SEVILLA";"ESPANYA";"1";
"2";"D";"RECUENCO,EL";"GUADALAJARA";"ESPANYA";"1";
"2";"D";"REDONDELA";"PONTEVEDRA";"ESPANYA";"1";
"2";"D";"REQUEJO";"ZAMORA";"ESPANYA";"1";
"2";"D";"REUS";"TARRAGONA";"ESPANYA";"14";
"2";"D";"REZNOS";"SORIA";"ESPANYA";"1";
"2";"D";"RIBA,LA";"TARRAGONA";"ESPANYA";"3";
"2";"D";"RIBA-ROJA D'EBRE";"TARRAGONA";"ESPANYA";"1";
"2";"D";"RIBADAVIA";"OURENSE";"ESPANYA";"1";
"2";"D";"RIBERA DEL FRESNO";"BADAJOZ";"ESPANYA";"1";
"2";"D";"RIELLS I VIABREA";"GIRONA";"ESPANYA";"1";
"2";"D";"RIÓPAR";"ALBACETE";"ESPANYA";"1";
"2";"D";"RIPOLL";"GIRONA";"ESPANYA";"4";
"2";"D";"RIPOLLET";"BARCELONA";"ESPANYA";"13";
"2";"D";"RIUDOMS";"TARRAGONA";"ESPANYA";"1";
"2";"D";"ROCA DEL VALLÈS,LA";"BARCELONA";"ESPANYA";"1";
"2";"D";"RODA DE ANDALUCÍA,LA";"SEVILLA";"ESPANYA";"1";
"2";"D";"ROJALES";"ALACANT";"ESPANYA";"1";
"2";"D";"RONDA";"MÁLAGA";"ESPANYA";"3";
"2";"D";"RONQUILLO,EL";"SEVILLA";"ESPANYA";"2";
"2";"D";"ROQUETES";"TARRAGONA";"ESPANYA";"3";
"2";"D";"RÚA,A";"OURENSE";"ESPANYA";"1";
"2";"D";"RUBÍ";"BARCELONA";"ESPANYA";"10";
"2";"D";"RUBIO,EL";"SEVILLA";"ESPANYA";"4";
"2";"D";"RUEDA";"VALLADOLID";"ESPANYA";"1";
"2";"D";"RUPIT I PRUIT";"BARCELONA";"ESPANYA";"1";
"2";"D";"RUTE";"CÓRDOBA";"ESPANYA";"2";
"2";"D";"SABADELL";"BARCELONA";"ESPANYA";"6231";
"2";"D";"SABIÑÁNIGO";"HUESCA";"ESPANYA";"1";
"2";"D";"SADA";"CORUÑA,A";"ESPANYA";"1";
"2";"D";"SALAMANCA";"SALAMANCA";"ESPANYA";"4";
"2";"D";"SALAR";"GRANADA";"ESPANYA";"2";
"2";"D";"SALILLAS";"HUESCA";"ESPANYA";"1";
"2";"D";"SALLENT";"BARCELONA";"ESPANYA";"6";
"2";"D";"SALOBRE";"ALBACETE";"ESPANYA";"1";
"2";"D";"SALTERAS";"SEVILLA";"ESPANYA";"1";
"2";"D";"SAMPER DE CALANDA";"TERUEL";"ESPANYA";"2";
"2";"D";"SAN ANDRÉS DEL RABANEDO";"LEÓN";"ESPANYA";"1";
"2";"D";"SAN CARLOS DEL VALLE";"CIUDAD REAL";"ESPANYA";"1";
"2";"D";"SAN CLEMENTE";"CUENCA";"ESPANYA";"1";
"2";"D";"SAN CRISTÓBAL DE LA LAGUNA";"SANTA CRUZ DE TENERIFE";"ESPANYA";"1";
"2";"D";"SAN FERNANDO";"CÁDIZ";"ESPANYA";"3";
"2";"D";"SAN JUSTO DE LA VEGA";"LEÓN";"ESPANYA";"1";
"2";"D";"SAN LORENZO DE EL ESCORIAL";"MADRID";"ESPANYA";"1";
"2";"D";"SAN MILLÁN DE LA COGOLLA";"RIOJA,LA";"ESPANYA";"1";
"2";"D";"SAN ROQUE";"CÁDIZ";"ESPANYA";"1";
"2";"D";"SAN SEBASTIÁN DE LOS BALLESTEROS";"CÓRDOBA";"ESPANYA";"7";
"2";"D";"SAN VICENTE DE ALCÁNTARA";"BADAJOZ";"ESPANYA";"1";
"2";"D";"SANCHONUÑO";"SEGOVIA";"ESPANYA";"1";
"2";"D";"SANT ADRIÀ DE BESÒS";"BARCELONA";"ESPANYA";"3";
"2";"D";"SANT ANDREU DE LA BARCA";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANT ANDREU DE LLAVANERES";"BARCELONA";"ESPANYA";"3";
"2";"D";"SANT BOI DE LLOBREGAT";"BARCELONA";"ESPANYA";"5";
"2";"D";"SANT CELONI";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANT CLIMENT SESCEBES";"GIRONA";"ESPANYA";"1";
"2";"D";"SANT CUGAT DEL VALLÈS";"BARCELONA";"ESPANYA";"97";
"2";"D";"SANT FELIU DE CODINES";"BARCELONA";"ESPANYA";"6";
"2";"D";"SANT FELIU DE GUÍXOLS";"GIRONA";"ESPANYA";"3";
"2";"D";"SANT FELIU DE LLOBREGAT";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANT FRUITÓS DE BAGES";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANT GREGORI";"GIRONA";"ESPANYA";"5";
"2";"D";"SANT HILARI SACALM";"GIRONA";"ESPANYA";"1";
"2";"D";"SANT HIPÒLIT DE VOLTREGÀ";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANT JOAN DE LES ABADESSES";"GIRONA";"ESPANYA";"7";
"2";"D";"SANT JULIÀ DE VILATORTA";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANT JUST DESVERN";"BARCELONA";"ESPANYA";"2";
"2";"D";"SANT LLORENÇ SAVALL";"BARCELONA";"ESPANYA";"18";
"2";"D";"SANT MARTÍ DE RIUCORB";"LLEIDA";"ESPANYA";"3";
"2";"D";"SANT MARTÍ SESGUEIOLES";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANT MATEU DE BAGES";"BARCELONA";"ESPANYA";"3";
"2";"D";"SANT PERE PESCADOR";"GIRONA";"ESPANYA";"1";
"2";"D";"SANT QUINTÍ DE MEDIONA";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANT QUIRZE DE BESORA";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANT QUIRZE DEL VALLÈS";"BARCELONA";"ESPANYA";"22";
"2";"D";"SANT QUIRZE SAFAJA";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANT SADURNÍ D'ANOIA";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANT VICENÇ DE CASTELLET";"BARCELONA";"ESPANYA";"3";
"2";"D";"SANTA BÀRBARA";"TARRAGONA";"ESPANYA";"1";
"2";"D";"SANTA COLOMA DE FARNERS";"GIRONA";"ESPANYA";"1";
"2";"D";"SANTA COLOMA DE GRAMENET";"BARCELONA";"ESPANYA";"18";
"2";"D";"SANTA COLOMA DE QUERALT";"TARRAGONA";"ESPANYA";"1";
"2";"D";"SANTA CRUZ DE LA PALMA";"SANTA CRUZ DE TENERIFE";"ESPANYA";"2";
"2";"D";"SANTA CRUZ DE MUDELA";"CIUDAD REAL";"ESPANYA";"1";
"2";"D";"SANTA CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";"ESPANYA";"2";
"2";"D";"SANTA ELENA DE JAMUZ";"LEÓN";"ESPANYA";"1";
"2";"D";"SANTA EUFEMIA";"CÓRDOBA";"ESPANYA";"3";
"2";"D";"SANTA EULÀLIA DE RONÇANA";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANTA FE DE MONDÚJAR";"ALMERÍA";"ESPANYA";"1";
"2";"D";"SANTA MARIA D'OLÓ";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANTA MARIA DE PALAUTORDERA";"BARCELONA";"ESPANYA";"1";
"2";"D";"SANTA MARTA";"BADAJOZ";"ESPANYA";"10";
"2";"D";"SANTA OLALLA DEL CALA";"HUELVA";"ESPANYA";"1";
"2";"D";"SANTA PERPÈTUA DE MOGODA";"BARCELONA";"ESPANYA";"21";
"2";"D";"SANTACARA";"NAVARRA";"ESPANYA";"1";
"2";"D";"SANTANDER";"CANTABRIA";"ESPANYA";"6";
"2";"D";"SANTIAGO DE CALATRAVA";"JAÉN";"ESPANYA";"1";
"2";"D";"SANTIAGO DE COMPOSTELA";"CORUÑA,A";"ESPANYA";"1";
"2";"D";"SANTIAGO-PONTONES";"JAÉN";"ESPANYA";"3";
"2";"D";"SANTIBÁÑEZ DE TERA";"ZAMORA";"ESPANYA";"1";
"2";"D";"SANTISTEBAN DEL PUERTO";"JAÉN";"ESPANYA";"4";
"2";"D";"SANTO DOMINGO DE LA CALZADA";"RIOJA,LA";"ESPANYA";"4";
"2";"D";"SANTO TOMÉ";"JAÉN";"ESPANYA";"5";
"2";"D";"SANTOMERA";"MURCIA";"ESPANYA";"7";
"2";"D";"SANTOÑA";"CANTABRIA";"ESPANYA";"4";
"2";"D";"SANTOS,LOS";"SALAMANCA";"ESPANYA";"1";
"2";"D";"SANTPEDOR";"BARCELONA";"ESPANYA";"2";
"2";"D";"SARDÓN DE DUERO";"VALLADOLID";"ESPANYA";"3";
"2";"D";"SARIÑENA";"HUESCA";"ESPANYA";"1";
"2";"D";"SARROCA DE BELLERA";"LLEIDA";"ESPANYA";"1";
"2";"D";"SARROCA DE LLEIDA";"LLEIDA";"ESPANYA";"1";
"2";"D";"SAUCEJO,EL";"SEVILLA";"ESPANYA";"4";
"2";"D";"SEGOVIA";"SEGOVIA";"ESPANYA";"2";
"2";"D";"SEGURA DE LEÓN";"BADAJOZ";"ESPANYA";"7";
"2";"D";"SEIRA";"HUESCA";"ESPANYA";"1";
"2";"D";"SENTMENAT";"BARCELONA";"ESPANYA";"12";
"2";"D";"SEPÚLVEDA";"SEGOVIA";"ESPANYA";"1";
"2";"D";"SERÓN";"ALMERÍA";"ESPANYA";"30";
"2";"D";"SERÓN DE NÁGIMA";"SORIA";"ESPANYA";"2";
"2";"D";"SERÒS";"LLEIDA";"ESPANYA";"1";
"2";"D";"SERRADILLA";"CÁCERES";"ESPANYA";"1";
"2";"D";"SERRADILLA DEL LLANO";"SALAMANCA";"ESPANYA";"3";
"2";"D";"SETILES";"GUADALAJARA";"ESPANYA";"6";
"2";"D";"SEU D'URGELL,LA";"LLEIDA";"ESPANYA";"1";
"2";"D";"SEVILLA";"SEVILLA";"ESPANYA";"23";
"2";"D";"SIERRA DE YEGUAS";"MÁLAGA";"ESPANYA";"8";
"2";"D";"SIERRO";"ALMERÍA";"ESPANYA";"1";
"2";"D";"SILES";"JAÉN";"ESPANYA";"1";
"2";"D";"SILLEDA";"PONTEVEDRA";"ESPANYA";"1";
"2";"D";"SITGES";"BARCELONA";"ESPANYA";"3";
"2";"D";"SOBRADO";"LEÓN";"ESPANYA";"1";
"2";"D";"SOCOVOS";"ALBACETE";"ESPANYA";"1";
"2";"D";"SOCUÉLLAMOS";"CIUDAD REAL";"ESPANYA";"1";
"2";"D";"SOLANA DEL PINO";"CIUDAD REAL";"ESPANYA";"1";
"2";"D";"SOLANA,LA";"CIUDAD REAL";"ESPANYA";"4";
"2";"D";"SOLERÀS,EL";"LLEIDA";"ESPANYA";"1";
"2";"D";"SOLIVELLA";"TARRAGONA";"ESPANYA";"1";
"2";"D";"SOLSONA";"LLEIDA";"ESPANYA";"3";
"2";"D";"SORBAS";"ALMERÍA";"ESPANYA";"1";
"2";"D";"SORIA";"SORIA";"ESPANYA";"4";
"2";"D";"SUANCES";"CANTABRIA";"ESPANYA";"1";
"2";"D";"SUDANELL";"LLEIDA";"ESPANYA";"1";
"2";"D";"SUECA";"VALÈNCIA";"ESPANYA";"1";
"2";"D";"SÚRIA";"BARCELONA";"ESPANYA";"5";
"2";"D";"TABERNAS";"ALMERÍA";"ESPANYA";"8";
"2";"D";"TABERNO";"ALMERÍA";"ESPANYA";"6";
"2";"D";"TABOADA";"LUGO";"ESPANYA";"1";
"2";"D";"TALAVERA DE LA REINA";"TOLEDO";"ESPANYA";"1";
"2";"D";"TALES";"CASTELLÓ";"ESPANYA";"1";
"2";"D";"TÁLIGA";"BADAJOZ";"ESPANYA";"1";
"2";"D";"TAMARITE DE LITERA";"HUESCA";"ESPANYA";"1";
"2";"D";"TARAZONA";"ZARAGOZA";"ESPANYA";"1";
"2";"D";"TARRAGONA";"TARRAGONA";"ESPANYA";"18";
"2";"D";"TÀRREGA";"LLEIDA";"ESPANYA";"6";
"2";"D";"TARTANEDO";"GUADALAJARA";"ESPANYA";"1";
"2";"D";"TAVERNES DE LA VALLDIGNA";"VALÈNCIA";"ESPANYA";"2";
"2";"D";"TERRASSA";"BARCELONA";"ESPANYA";"127";
"2";"D";"TERUEL";"TERUEL";"ESPANYA";"2";
"2";"D";"TIANA";"BARCELONA";"ESPANYA";"3";
"2";"D";"TIVENYS";"TARRAGONA";"ESPANYA";"2";
"2";"D";"TIVISSA";"TARRAGONA";"ESPANYA";"1";
"2";"D";"TOBARRA";"ALBACETE";"ESPANYA";"3";
"2";"D";"TOLEDO";"TOLEDO";"ESPANYA";"1";
"2";"D";"TOLOX";"MÁLAGA";"ESPANYA";"1";
"2";"D";"TOMELLOSO";"CIUDAD REAL";"ESPANYA";"1";
"2";"D";"TORÀ";"LLEIDA";"ESPANYA";"1";
"2";"D";"TORDILLOS";"SALAMANCA";"ESPANYA";"1";
"2";"D";"TORNABOUS";"LLEIDA";"ESPANYA";"3";
"2";"D";"TORNAVACAS";"CÁCERES";"ESPANYA";"1";
"2";"D";"TORNOS";"TERUEL";"ESPANYA";"2";
"2";"D";"TORQUEMADA";"PALENCIA";"ESPANYA";"2";
"2";"D";"TORRE DE ARCAS";"TERUEL";"ESPANYA";"1";
"2";"D";"TORRE DE JUAN ABAD";"CIUDAD REAL";"ESPANYA";"9";
"2";"D";"TORRE DEL CAMPO";"JAÉN";"ESPANYA";"1";
"2";"D";"TORRE-CARDELA";"GRANADA";"ESPANYA";"8";
"2";"D";"TORRE-PACHECO";"MURCIA";"ESPANYA";"1";
"2";"D";"TORREBLASCOPEDRO";"JAÉN";"ESPANYA";"1";
"2";"D";"TORREDONJIMENO";"JAÉN";"ESPANYA";"3";
"2";"D";"TORREGAMONES";"ZAMORA";"ESPANYA";"1";
"2";"D";"TORRELAMEU";"LLEIDA";"ESPANYA";"2";
"2";"D";"TORRELLES DE FOIX";"BARCELONA";"ESPANYA";"1";
"2";"D";"TORRELLES DE LLOBREGAT";"BARCELONA";"ESPANYA";"1";
"2";"D";"TORRENT";"VALÈNCIA";"ESPANYA";"1";
"2";"D";"TORRENTE DE CINCA";"HUESCA";"ESPANYA";"1";
"2";"D";"TORRES DE COTILLAS,LAS";"MURCIA";"ESPANYA";"1";
"2";"D";"TORRES DE SEGRE";"LLEIDA";"ESPANYA";"2";
"2";"D";"TORRIJOS";"TOLEDO";"ESPANYA";"1";
"2";"D";"TORROELLA DE MONTGRÍ";"GIRONA";"ESPANYA";"1";
"2";"D";"TORROX";"MÁLAGA";"ESPANYA";"1";
"2";"D";"TORTOSA";"TARRAGONA";"ESPANYA";"10";
"2";"D";"TORVIZCÓN";"GRANADA";"ESPANYA";"1";
"2";"D";"TRAÍD";"GUADALAJARA";"ESPANYA";"1";
"2";"D";"TREMP";"LLEIDA";"ESPANYA";"1";
"2";"D";"TRUJILLO";"CÁCERES";"ESPANYA";"1";
"2";"D";"TUDELA";"NAVARRA";"ESPANYA";"4";
"2";"D";"TUDELA DE DUERO";"VALLADOLID";"ESPANYA";"1";
"2";"D";"TURÍS";"VALÈNCIA";"ESPANYA";"1";
"2";"D";"ÚBEDA";"JAÉN";"ESPANYA";"5";
"2";"D";"UBRIQUE";"CÁDIZ";"ESPANYA";"1";
"2";"D";"UGÍJAR";"GRANADA";"ESPANYA";"1";
"2";"D";"ULLDEMOLINS";"TARRAGONA";"ESPANYA";"1";
"2";"D";"UNIÓN,LA";"MURCIA";"ESPANYA";"5";
"2";"D";"USAGRE";"BADAJOZ";"ESPANYA";"1";
"2";"D";"UTRERA";"SEVILLA";"ESPANYA";"2";
"2";"D";"UTRILLAS";"TERUEL";"ESPANYA";"1";
"2";"D";"VALDEFRESNO";"LEÓN";"ESPANYA";"1";
"2";"D";"VALDELACASA DE TAJO";"CÁCERES";"ESPANYA";"1";
"2";"D";"VALDELINARES";"TERUEL";"ESPANYA";"1";
"2";"D";"VALDEPOLO";"LEÓN";"ESPANYA";"1";
"2";"D";"VALDEVERDEJA";"TOLEDO";"ESPANYA";"2";
"2";"D";"VALÈNCIA";"VALÈNCIA";"ESPANYA";"23";
"2";"D";"VALENCIA DE ALCÁNTARA";"CÁCERES";"ESPANYA";"1";
"2";"D";"VALHERMOSO DE LA FUENTE";"CUENCA";"ESPANYA";"1";
"2";"D";"VALLADOLID";"VALLADOLID";"ESPANYA";"8";
"2";"D";"VALLBONA DE LES MONGES";"LLEIDA";"ESPANYA";"1";
"2";"D";"VALLE DE MENA";"BURGOS";"ESPANYA";"1";
"2";"D";"VALLE DE SANTA ANA";"BADAJOZ";"ESPANYA";"1";
"2";"D";"VALLE DEL ZALABÍ";"GRANADA";"ESPANYA";"2";
"2";"D";"VALLFOGONA DE RIUCORB";"TARRAGONA";"ESPANYA";"3";
"2";"D";"VALLIBONA";"CASTELLÓ";"ESPANYA";"1";
"2";"D";"VALLS";"TARRAGONA";"ESPANYA";"2";
"2";"D";"VALLS D'AGUILAR,LES";"LLEIDA";"ESPANYA";"1";
"2";"D";"VALTIERRA";"NAVARRA";"ESPANYA";"1";
"2";"D";"VALVERDE DE LEGANÉS";"BADAJOZ";"ESPANYA";"6";
"2";"D";"VALVERDE DEL FRESNO";"CÁCERES";"ESPANYA";"2";
"2";"D";"VEGA DE SAN MATEO";"PALMAS,LAS";"ESPANYA";"1";
"2";"D";"VEGA DE VALCARCE";"LEÓN";"ESPANYA";"3";
"2";"D";"VÉLEZ DE BENAUDALLA";"GRANADA";"ESPANYA";"2";
"2";"D";"VÉLEZ-BLANCO";"ALMERÍA";"ESPANYA";"1";
"2";"D";"VÉLEZ-MÁLAGA";"MÁLAGA";"ESPANYA";"6";
"2";"D";"VENTAS DE HUELMA";"GRANADA";"ESPANYA";"2";
"2";"D";"VERÍN";"OURENSE";"ESPANYA";"1";
"2";"D";"VIANA DO BOLO";"OURENSE";"ESPANYA";"1";
"2";"D";"VIANDAR DE LA VERA";"CÁCERES";"ESPANYA";"1";
"2";"D";"VIATOR";"ALMERÍA";"ESPANYA";"1";
"2";"D";"VIC";"BARCELONA";"ESPANYA";"11";
"2";"D";"VIDRERES";"GIRONA";"ESPANYA";"1";
"2";"D";"VIGO";"PONTEVEDRA";"ESPANYA";"1";
"2";"D";"VILADECANS";"BARCELONA";"ESPANYA";"4";
"2";"D";"VILADEMULS";"GIRONA";"ESPANYA";"2";
"2";"D";"VILADRAU";"GIRONA";"ESPANYA";"2";
"2";"D";"VILAFRANCA DEL PENEDÈS";"BARCELONA";"ESPANYA";"6";
"2";"D";"VILAGARCÍA DE AROUSA";"PONTEVEDRA";"ESPANYA";"2";
"2";"D";"VILALBA";"LUGO";"ESPANYA";"1";
"2";"D";"VILANOVA DE MEIÀ";"LLEIDA";"ESPANYA";"2";
"2";"D";"VILANOVA I LA GELTRÚ";"BARCELONA";"ESPANYA";"6";
"2";"D";"VILAR DE BARRIO";"OURENSE";"ESPANYA";"1";
"2";"D";"VILASSAR DE MAR";"BARCELONA";"ESPANYA";"2";
"2";"D";"VILCHES";"JAÉN";"ESPANYA";"1";
"2";"D";"VILLA DEL REY";"CÁCERES";"ESPANYA";"1";
"2";"D";"VILLA DEL RÍO";"CÓRDOBA";"ESPANYA";"2";
"2";"D";"VILLACARRILLO";"JAÉN";"ESPANYA";"6";
"2";"D";"VILLAFRANCA DE CÓRDOBA";"CÓRDOBA";"ESPANYA";"1";
"2";"D";"VILLAFRANCA DE LOS BARROS";"BADAJOZ";"ESPANYA";"1";
"2";"D";"VILLAFRANCA MONTES DE OCA";"BURGOS";"ESPANYA";"1";
"2";"D";"VILLAGONZALO";"BADAJOZ";"ESPANYA";"1";
"2";"D";"VILLAHERMOSA";"CIUDAD REAL";"ESPANYA";"4";
"2";"D";"VILLAHERMOSA DEL RÍO";"CASTELLÓ";"ESPANYA";"1";
"2";"D";"VILLALBA DE DUERO";"BURGOS";"ESPANYA";"1";
"2";"D";"VILLAMENA";"GRANADA";"ESPANYA";"1";
"2";"D";"VILLANUEVA DE ALGAIDAS";"MÁLAGA";"ESPANYA";"47";
"2";"D";"VILLANUEVA DE GUMIEL";"BURGOS";"ESPANYA";"1";
"2";"D";"VILLANUEVA DE LA JARA";"CUENCA";"ESPANYA";"2";
"2";"D";"VILLANUEVA DE LA REINA";"JAÉN";"ESPANYA";"1";
"2";"D";"VILLANUEVA DE LA SERENA";"BADAJOZ";"ESPANYA";"1";
"2";"D";"VILLANUEVA DE LA VERA";"CÁCERES";"ESPANYA";"2";
"2";"D";"VILLANUEVA DE LAS TORRES";"GRANADA";"ESPANYA";"5";
"2";"D";"VILLANUEVA DE LOS CASTILLEJOS";"HUELVA";"ESPANYA";"1";
"2";"D";"VILLANUEVA DE LOS INFANTES";"CIUDAD REAL";"ESPANYA";"3";
"2";"D";"VILLANUEVA DE SAN JUAN";"SEVILLA";"ESPANYA";"2";
"2";"D";"VILLANUEVA DE SIGENA";"HUESCA";"ESPANYA";"2";
"2";"D";"VILLANUEVA DE TAPIA";"MÁLAGA";"ESPANYA";"4";
"2";"D";"VILLANUEVA DEL ARZOBISPO";"JAÉN";"ESPANYA";"3";
"2";"D";"VILLANUEVA DEL FRESNO";"BADAJOZ";"ESPANYA";"1";
"2";"D";"VILLANUEVA DEL REY";"CÓRDOBA";"ESPANYA";"2";
"2";"D";"VILLANUEVA DEL RÍO Y MINAS";"SEVILLA";"ESPANYA";"2";
"2";"D";"VILLANUEVA DEL ROSARIO";"MÁLAGA";"ESPANYA";"4";
"2";"D";"VILLANUEVA DEL TRABUCO";"MÁLAGA";"ESPANYA";"1";
"2";"D";"VILLAR DE OLALLA";"CUENCA";"ESPANYA";"1";
"2";"D";"VILLAR DE PERALONSO";"SALAMANCA";"ESPANYA";"1";
"2";"D";"VILLAR DEL RÍO";"SORIA";"ESPANYA";"1";
"2";"D";"VILLARROBLEDO";"ALBACETE";"ESPANYA";"1";
"2";"D";"VILLAVICIOSA DE CÓRDOBA";"CÓRDOBA";"ESPANYA";"1";
"2";"D";"VILLAZANZO DE VALDERADUEY";"LEÓN";"ESPANYA";"1";
"2";"D";"VILOSELL,EL";"LLEIDA";"ESPANYA";"1";
"2";"D";"VINARÒS";"CASTELLÓ";"ESPANYA";"1";
"2";"D";"VIÑUELA";"MÁLAGA";"ESPANYA";"1";
"2";"D";"VITORIA-GASTEIZ";"ÁLAVA";"ESPANYA";"3";
"2";"D";"VOZMEDIANO";"SORIA";"ESPANYA";"1";
"2";"D";"XÀTIVA";"VALÈNCIA";"ESPANYA";"1";
"2";"D";"XERTA";"TARRAGONA";"ESPANYA";"2";
"2";"D";"ZAGRA";"GRANADA";"ESPANYA";"1";
"2";"D";"ZAMORA";"ZAMORA";"ESPANYA";"1";
"2";"D";"ZAOREJAS";"GUADALAJARA";"ESPANYA";"1";
"2";"D";"ZARAGOZA";"ZARAGOZA";"ESPANYA";"19";
"2";"D";"ZARZA DE MONTÁNCHEZ";"CÁCERES";"ESPANYA";"1";
"2";"D";"ZARZA,LA";"BADAJOZ";"ESPANYA";"1";
"2";"D";"ZARZA,LA";"VALLADOLID";"ESPANYA";"1";
"2";"D";"ZORITA DEL MAESTRAZGO";"CASTELLÓ";"ESPANYA";"1";
"2";"D";"ZOTES DEL PÁRAMO";"LEÓN";"ESPANYA";"1";
"2";"D";"ZUBIA,LA";"GRANADA";"ESPANYA";"1";
"2";"D";"ZÚJAR";"GRANADA";"ESPANYA";"7";
"2";"H";"";"";"AFGANISTAN";"6";
"2";"H";"";"";"ALEMANYA";"11";
"2";"H";"";"";"ALGÈRIA";"5";
"2";"H";"";"";"ANDORRA";"4";
"2";"H";"";"";"ARGENTINA";"62";
"2";"H";"";"";"ARMÈNIA";"4";
"2";"H";"";"";"AUSTRÀLIA";"1";
"2";"H";"";"";"ÀUSTRIA";"2";
"2";"H";"";"";"BANGLA DESH";"3";
"2";"H";"";"";"BÈLGICA";"2";
"2";"H";"";"";"BIELORÚSSIA";"2";
"2";"H";"";"";"BOLÍVIA";"165";
"2";"H";"";"";"BRASIL";"31";
"2";"H";"";"";"BULGÀRIA";"8";
"2";"H";"";"";"BURKINA FASO";"3";
"2";"H";"";"";"CAMERUN";"1";
"2";"H";"";"";"CANADÀ";"2";
"2";"H";"";"";"COLÒMBIA";"67";
"2";"H";"";"";"CONGO";"2";
"2";"H";"";"";"COSTA D'IVORI";"9";
"2";"H";"";"";"CUBA";"21";
"2";"H";"";"";"EGIPTE";"5";
"2";"H";"";"";"EL SALVADOR";"4";
"2";"H";"";"";"EQUADOR";"174";
"2";"H";"";"";"ESTATS UNITS D'AMÈRICA";"7";
"2";"H";"";"";"ETIÒPIA";"5";
"2";"H";"";"";"FRANÇA";"47";
"2";"H";"";"";"GÀMBIA";"21";
"2";"H";"";"";"GEÒRGIA";"8";
"2";"H";"";"";"GHANA";"9";
"2";"H";"";"";"GRÈCIA";"2";
"2";"H";"";"";"GUATEMALA";"2";
"2";"H";"";"";"GUINEA";"35";
"2";"H";"";"";"GUINEA BISSAU";"3";
"2";"H";"";"";"GUINEA EQUATORIAL";"1";
"2";"H";"";"";"HAITÍ";"1";
"2";"H";"";"";"HONDURES";"21";
"2";"H";"";"";"HONGRIA";"1";
"2";"H";"";"";"ÍNDIA";"7";
"2";"H";"";"";"IRAN";"1";
"2";"H";"";"";"IRAQ";"1";
"2";"H";"";"";"ISRAEL";"1";
"2";"H";"";"";"ITÀLIA";"16";
"2";"H";"";"";"JAPÓ";"1";
"2";"H";"";"";"KAZAKHSTAN";"1";
"2";"H";"";"";"MALI";"28";
"2";"H";"";"";"MARROC";"484";
"2";"H";"";"";"MAURICI";"1";
"2";"H";"";"";"MAURITÀNIA";"18";
"2";"H";"";"";"MÈXIC";"14";
"2";"H";"";"";"MOLDÀVIA";"4";
"2";"H";"";"";"NEPAL";"2";
"2";"H";"";"";"NICARAGUA";"2";
"2";"H";"";"";"NÍGER";"2";
"2";"H";"";"";"NIGÈRIA";"6";
