Districte;Sexe;Municipi_Naixement;Provincia_Naixement;Pais_Naixement;Total;
"1";"D";"";"";"ALEMANYA";"45";
"1";"D";"";"";"ALGÈRIA";"6";
"1";"D";"";"";"ANDORRA";"14";
"1";"D";"";"";"ARGENTINA";"153";
"1";"D";"";"";"ARMÈNIA";"6";
"1";"D";"";"";"AUSTRÀLIA";"5";
"1";"D";"";"";"ÀUSTRIA";"4";
"1";"D";"";"";"BANGLA DESH";"1";
"1";"D";"";"";"BÈLGICA";"9";
"1";"D";"";"";"BENÍN";"1";
"1";"D";"";"";"BIELORÚSSIA";"3";
"1";"D";"";"";"BOLÍVIA";"254";
"1";"D";"";"";"BÒSNIA I HERCEGOVINA";"2";
"1";"D";"";"";"BRASIL";"80";
"1";"D";"";"";"BULGÀRIA";"14";
"1";"D";"";"";"BURKINA FASO";"2";
"1";"D";"";"";"CAMERUN";"3";
"1";"D";"";"";"CANADÀ";"2";
"1";"D";"";"";"COLÒMBIA";"156";
"1";"D";"";"";"COREA";"2";
"1";"D";"";"";"COSTA RICA";"2";
"1";"D";"";"";"CROÀCIA";"1";
"1";"D";"";"";"CUBA";"66";
"1";"D";"";"";"DINAMARCA";"3";
"1";"D";"";"";"EGIPTE";"1";
"1";"D";"";"";"EL SALVADOR";"4";
"1";"D";"";"";"EQUADOR";"238";
"1";"D";"";"";"ESLOVÀQUIA";"1";
"1";"D";"";"";"ESTATS UNITS D'AMÈRICA";"16";
"1";"D";"";"";"ESTÒNIA";"1";
"1";"D";"";"";"ETIÒPIA";"2";
"1";"D";"";"";"FILIPINES";"6";
"1";"D";"";"";"FINLÀNDIA";"4";
"1";"D";"";"";"FRANÇA";"89";
"1";"D";"";"";"GÀMBIA";"19";
"1";"D";"";"";"GEÒRGIA";"8";
"1";"D";"";"";"GHANA";"4";
"1";"D";"";"";"GRÈCIA";"3";
"1";"D";"";"";"GUATEMALA";"2";
"1";"D";"";"";"GUINEA";"8";
"1";"D";"";"";"GUINEA EQUATORIAL";"7";
"1";"D";"";"";"HONDURES";"52";
"1";"D";"";"";"HONGRIA";"2";
"1";"D";"";"";"ÍNDIA";"7";
"1";"D";"";"";"IRAN";"2";
"1";"D";"";"";"IRAQ";"3";
"1";"D";"";"";"IRLANDA";"3";
"1";"D";"";"";"ISLÀNDIA";"1";
"1";"D";"";"";"ITÀLIA";"23";
"1";"D";"";"";"JAPÓ";"4";
"1";"D";"";"";"KAZAKHSTAN";"2";
"1";"D";"";"";"KIRGUIZISTAN";"1";
"1";"D";"";"";"LITUÀNIA";"2";
"1";"D";"";"";"MALI";"4";
"1";"D";"";"";"MARROC";"171";
"1";"D";"";"";"MAURITÀNIA";"1";
"1";"D";"";"";"MÈXIC";"50";
"1";"D";"";"";"MOÇAMBIC";"2";
"1";"D";"";"";"MOLDÀVIA";"6";
"1";"D";"";"";"NEPAL";"4";
"1";"D";"";"";"NICARAGUA";"7";
"1";"D";"";"";"NIGÈRIA";"5";
"1";"D";"";"";"NOVA ZELANDA";"1";
"1";"D";"";"";"PAÏSOS BAIXOS";"10";
"1";"D";"";"";"PAKISTAN";"5";
"1";"D";"";"";"PANAMÀ";"3";
"1";"D";"";"";"PARAGUAI";"172";
"1";"D";"";"";"PERÚ";"125";
"1";"D";"";"";"POLÒNIA";"16";
"1";"D";"";"";"PORTUGAL";"21";
"1";"D";"";"";"REGNE UNIT";"14";
"1";"D";"";"";"REPÚBLICA DE SUD-ÀFRICA";"1";
"1";"D";"";"";"REPÚBLICA DOMINICANA";"79";
"1";"D";"";"";"REPÚBLICA TXECA";"2";
"1";"D";"";"";"ROMANIA";"145";
"1";"D";"";"";"RÚSSIA";"84";
"1";"D";"";"";"SENEGAL";"6";
"1";"D";"";"";"SÈRBIA";"1";
"1";"D";"";"";"SIERRA LEONE";"1";
"1";"D";"";"";"SÍRIA";"2";
"1";"D";"";"";"SUÈCIA";"5";
"1";"D";"";"";"SUÏSSA";"11";
"1";"D";"";"";"TAILÀNDIA";"2";
"1";"D";"";"";"TAIWAN";"2";
"1";"D";"";"";"TRINITAT I TOBAGO";"1";
"1";"D";"";"";"TURQUIA";"3";
"1";"D";"";"";"UCRAÏNA";"40";
"1";"D";"";"";"UGANDA";"2";
"1";"D";"";"";"URUGUAI";"49";
"1";"D";"";"";"VENEÇUELA";"72";
"1";"D";"";"";"XILE";"52";
"1";"D";"";"";"XINA";"148";
"1";"D";"";"";"XIPRE";"1";
"1";"D";"";"";"ZIMBABWE";"1";
"1";"D";"ABADÍN";"LUGO";"ESPANYA";"1";
"1";"D";"ABANTO Y CIÉRVANA-ABANTO ZIERBENA";"VIZCAYA";"ESPANYA";"1";
"1";"D";"ABEJUELA";"TERUEL";"ESPANYA";"1";
"1";"D";"ABELLA DE LA CONCA";"LLEIDA";"ESPANYA";"1";
"1";"D";"ABIEGO";"HUESCA";"ESPANYA";"2";
"1";"D";"ABLA";"ALMERÍA";"ESPANYA";"1";
"1";"D";"ABRERA";"BARCELONA";"ESPANYA";"1";
"1";"D";"ABRUCENA";"ALMERÍA";"ESPANYA";"2";
"1";"D";"ACEUCHAL";"BADAJOZ";"ESPANYA";"11";
"1";"D";"ADEMUZ";"VALÈNCIA";"ESPANYA";"2";
"1";"D";"ADRA";"ALMERÍA";"ESPANYA";"2";
"1";"D";"ADRADA DE HAZA";"BURGOS";"ESPANYA";"1";
"1";"D";"AGOLADA";"PONTEVEDRA";"ESPANYA";"1";
"1";"D";"AGRAMUNT";"LLEIDA";"ESPANYA";"5";
"1";"D";"AGUDO";"CIUDAD REAL";"ESPANYA";"1";
"1";"D";"AGUILAR DE LA FRONTERA";"CÓRDOBA";"ESPANYA";"5";
"1";"D";"AGUILAR DE SEGARRA";"BARCELONA";"ESPANYA";"3";
"1";"D";"ÁGUILAS";"MURCIA";"ESPANYA";"11";
"1";"D";"AIGUAFREDA";"BARCELONA";"ESPANYA";"1";
"1";"D";"AIGUAMÚRCIA";"TARRAGONA";"ESPANYA";"3";
"1";"D";"AÍNSA-SOBRARBE";"HUESCA";"ESPANYA";"1";
"1";"D";"AITONA";"LLEIDA";"ESPANYA";"8";
"1";"D";"ALAEJOS";"VALLADOLID";"ESPANYA";"1";
"1";"D";"ALAGÓN";"ZARAGOZA";"ESPANYA";"3";
"1";"D";"ALAMEDA";"MÁLAGA";"ESPANYA";"10";
"1";"D";"ALAMEDILLA";"GRANADA";"ESPANYA";"2";
"1";"D";"ALÀS I CERC";"LLEIDA";"ESPANYA";"1";
"1";"D";"ALBA DE TORMES";"SALAMANCA";"ESPANYA";"1";
"1";"D";"ALBACETE";"ALBACETE";"ESPANYA";"6";
"1";"D";"ALBALÁ";"CÁCERES";"ESPANYA";"1";
"1";"D";"ALBALAT DE LA RIBERA";"VALÈNCIA";"ESPANYA";"1";
"1";"D";"ALBALATE DE CINCA";"HUESCA";"ESPANYA";"1";
"1";"D";"ALBALATE DEL ARZOBISPO";"TERUEL";"ESPANYA";"1";
"1";"D";"ALBARRACÍN";"TERUEL";"ESPANYA";"1";
"1";"D";"ALBELDA";"HUESCA";"ESPANYA";"1";
"1";"D";"ALBERCA DE ZÁNCARA,LA";"CUENCA";"ESPANYA";"2";
"1";"D";"ALBERCA,LA";"SALAMANCA";"ESPANYA";"2";
"1";"D";"ALBESA";"LLEIDA";"ESPANYA";"6";
"1";"D";"ALBIZTUR";"GUIPÚZCOA";"ESPANYA";"1";
"1";"D";"ALBOX";"ALMERÍA";"ESPANYA";"28";
"1";"D";"ALBUÑÁN";"GRANADA";"ESPANYA";"1";
"1";"D";"ALBURQUERQUE";"BADAJOZ";"ESPANYA";"2";
"1";"D";"ALCALÁ DE GUADAÍRA";"SEVILLA";"ESPANYA";"1";
"1";"D";"ALCALÁ DEL OBISPO";"HUESCA";"ESPANYA";"1";
"1";"D";"ALCALÁ LA REAL";"JAÉN";"ESPANYA";"5";
"1";"D";"ALCAMPELL";"HUESCA";"ESPANYA";"1";
"1";"D";"ALCAÑIZ";"TERUEL";"ESPANYA";"5";
"1";"D";"ALCÁNTARA";"CÁCERES";"ESPANYA";"1";
"1";"D";"ALCANTARILLA";"MURCIA";"ESPANYA";"3";
"1";"D";"ALCARRÀS";"LLEIDA";"ESPANYA";"2";
"1";"D";"ALCAUCÍN";"MÁLAGA";"ESPANYA";"2";
"1";"D";"ALCAUDETE";"JAÉN";"ESPANYA";"1";
"1";"D";"ALCÁZAR DE SAN JUAN";"CIUDAD REAL";"ESPANYA";"5";
"1";"D";"ALCOLEA DE CALATRAVA";"CIUDAD REAL";"ESPANYA";"1";
"1";"D";"ALCOLEA DE CINCA";"HUESCA";"ESPANYA";"8";
"1";"D";"ALCOLEA DEL RÍO";"SEVILLA";"ESPANYA";"1";
"1";"D";"ALCOLETGE";"LLEIDA";"ESPANYA";"5";
"1";"D";"ALCÓNTAR";"ALMERÍA";"ESPANYA";"3";
"1";"D";"ALCORA,L'";"CASTELLÓ";"ESPANYA";"1";
"1";"D";"ALCORISA";"TERUEL";"ESPANYA";"2";
"1";"D";"ALCOROCHES";"GUADALAJARA";"ESPANYA";"2";
"1";"D";"ALCOVER";"TARRAGONA";"ESPANYA";"1";
"1";"D";"ALCOY/ALCOI";"ALACANT";"ESPANYA";"12";
"1";"D";"ALCUBILLAS";"CIUDAD REAL";"ESPANYA";"32";
"1";"D";"ALDEA DEL REY";"CIUDAD REAL";"ESPANYA";"1";
"1";"D";"ALDEHUELA DE YELTES";"SALAMANCA";"ESPANYA";"1";
"1";"D";"ALDEIRE";"GRANADA";"ESPANYA";"2";
"1";"D";"ALEDO";"MURCIA";"ESPANYA";"1";
"1";"D";"ALFAMBRA";"TERUEL";"ESPANYA";"1";
"1";"D";"ALFAMÉN";"ZARAGOZA";"ESPANYA";"1";
"1";"D";"ALFÁNTEGA";"HUESCA";"ESPANYA";"1";
"1";"D";"ALFARA DE CARLES";"TARRAGONA";"ESPANYA";"1";
"1";"D";"ALFARAZ DE SAYAGO";"ZAMORA";"ESPANYA";"1";
"1";"D";"ALFARNATE";"MÁLAGA";"ESPANYA";"1";
"1";"D";"ALFARO";"RIOJA,LA";"ESPANYA";"4";
"1";"D";"ALFORJA";"TARRAGONA";"ESPANYA";"1";
"1";"D";"ALGARINEJO";"GRANADA";"ESPANYA";"1";
"1";"D";"ALGEMESÍ";"VALÈNCIA";"ESPANYA";"2";
"1";"D";"ALGUAIRE";"LLEIDA";"ESPANYA";"7";
"1";"D";"ALGUAZAS";"MURCIA";"ESPANYA";"3";
"1";"D";"ALHAMA DE ALMERÍA";"ALMERÍA";"ESPANYA";"2";
"1";"D";"ALHAMA DE GRANADA";"GRANADA";"ESPANYA";"9";
"1";"D";"ALHAMA DE MURCIA";"MURCIA";"ESPANYA";"3";
"1";"D";"ALHAMBRA";"CIUDAD REAL";"ESPANYA";"2";
"1";"D";"ALHAURÍN DE LA TORRE";"MÁLAGA";"ESPANYA";"2";
"1";"D";"ALHENDÍN";"GRANADA";"ESPANYA";"1";
"1";"D";"ALIAGA";"TERUEL";"ESPANYA";"1";
"1";"D";"ALICANTE/ALACANT";"ALACANT";"ESPANYA";"22";
"1";"D";"ALICÚN";"ALMERÍA";"ESPANYA";"1";
"1";"D";"ALICÚN DE ORTEGA";"GRANADA";"ESPANYA";"1";
"1";"D";"ALLANDE";"ASTURIAS";"ESPANYA";"2";
"1";"D";"ALLARIZ";"OURENSE";"ESPANYA";"2";
"1";"D";"ALMACELLES";"LLEIDA";"ESPANYA";"4";
"1";"D";"ALMADÉN";"CIUDAD REAL";"ESPANYA";"3";
"1";"D";"ALMANSA";"ALBACETE";"ESPANYA";"1";
"1";"D";"ALMANZA";"LEÓN";"ESPANYA";"1";
"1";"D";"ALMARGEN";"MÁLAGA";"ESPANYA";"1";
"1";"D";"ALMAZORA/ALMASSORA";"CASTELLÓ";"ESPANYA";"1";
"1";"D";"ALMEDINILLA";"CÓRDOBA";"ESPANYA";"1";
"1";"D";"ALMENAR";"LLEIDA";"ESPANYA";"5";
"1";"D";"ALMENARA";"CASTELLÓ";"ESPANYA";"2";
"1";"D";"ALMENDRAL";"BADAJOZ";"ESPANYA";"8";
"1";"D";"ALMENDRALEJO";"BADAJOZ";"ESPANYA";"4";
"1";"D";"ALMENDROS";"CUENCA";"ESPANYA";"1";
"1";"D";"ALMERÍA";"ALMERÍA";"ESPANYA";"73";
"1";"D";"ALMODÓVAR DEL CAMPO";"CIUDAD REAL";"ESPANYA";"1";
"1";"D";"ALMODÓVAR DEL RÍO";"CÓRDOBA";"ESPANYA";"2";
"1";"D";"ALMUÑÉCAR";"GRANADA";"ESPANYA";"1";
"1";"D";"ALMUNIA DE DOÑA GODINA,LA";"ZARAGOZA";"ESPANYA";"1";
"1";"D";"ALMUNIA DE SAN JUAN";"HUESCA";"ESPANYA";"5";
"1";"D";"ALMURADIEL";"CIUDAD REAL";"ESPANYA";"1";
"1";"D";"ÁLORA";"MÁLAGA";"ESPANYA";"1";
"1";"D";"ALP";"GIRONA";"ESPANYA";"3";
"1";"D";"ALPUJARRA DE LA SIERRA";"GRANADA";"ESPANYA";"3";
"1";"D";"ALT ÀNEU";"LLEIDA";"ESPANYA";"1";
"1";"D";"ALTAREJOS";"CUENCA";"ESPANYA";"1";
"1";"D";"ALZIRA";"VALÈNCIA";"ESPANYA";"1";
"1";"D";"AMER";"GIRONA";"ESPANYA";"1";
"1";"D";"AMETLLA DEL VALLÈS,L'";"BARCELONA";"ESPANYA";"5";
"1";"D";"AMEYUGO";"BURGOS";"ESPANYA";"1";
"1";"D";"AMOEIRO";"OURENSE";"ESPANYA";"1";
"1";"D";"AMPOSTA";"TARRAGONA";"ESPANYA";"4";
"1";"D";"ANDORRA";"TERUEL";"ESPANYA";"3";
"1";"D";"ANDOSILLA";"NAVARRA";"ESPANYA";"2";
"1";"D";"ANDÚJAR";"JAÉN";"ESPANYA";"7";
"1";"D";"ANGLÈS";"GIRONA";"ESPANYA";"3";
"1";"D";"ANGLESOLA";"LLEIDA";"ESPANYA";"7";
"1";"D";"AÑORA";"CÓRDOBA";"ESPANYA";"1";
"1";"D";"ANTEQUERA";"MÁLAGA";"ESPANYA";"69";
"1";"D";"ARACENA";"HUELVA";"ESPANYA";"1";
"1";"D";"ARAHAL";"SEVILLA";"ESPANYA";"2";
"1";"D";"ARANDA DE DUERO";"BURGOS";"ESPANYA";"2";
"1";"D";"ARANJUEZ";"MADRID";"ESPANYA";"1";
"1";"D";"ARBANCÓN";"GUADALAJARA";"ESPANYA";"1";
"1";"D";"ARBECA";"LLEIDA";"ESPANYA";"1";
"1";"D";"ARBOÇ,L'";"TARRAGONA";"ESPANYA";"1";
"1";"D";"ARBÚCIES";"GIRONA";"ESPANYA";"4";
"1";"D";"ARCHENA";"MURCIA";"ESPANYA";"7";
"1";"D";"ÁRCHEZ";"MÁLAGA";"ESPANYA";"1";
"1";"D";"ARCHIDONA";"MÁLAGA";"ESPANYA";"15";
"1";"D";"ARCOS DE JALÓN";"SORIA";"ESPANYA";"1";
"1";"D";"ARCOS DE LA FRONTERA";"CÁDIZ";"ESPANYA";"2";
"1";"D";"ARDALES";"MÁLAGA";"ESPANYA";"2";
"1";"D";"ARELLANO";"NAVARRA";"ESPANYA";"1";
"1";"D";"ARÉN";"HUESCA";"ESPANYA";"1";
"1";"D";"ARENAS DEL REY";"GRANADA";"ESPANYA";"2";
"1";"D";"ARENILLAS DE RIOPISUERGA";"BURGOS";"ESPANYA";"1";
"1";"D";"ARENYS DE MAR";"BARCELONA";"ESPANYA";"3";
"1";"D";"ARENYS DE MUNT";"BARCELONA";"ESPANYA";"2";
"1";"D";"ARGAMASILLA DE ALBA";"CIUDAD REAL";"ESPANYA";"2";
"1";"D";"ARGENÇOLA";"BARCELONA";"ESPANYA";"2";
"1";"D";"ARGENTE";"TERUEL";"ESPANYA";"1";
"1";"D";"ARGENTONA";"BARCELONA";"ESPANYA";"2";
"1";"D";"ARIANY";"BALEARS";"ESPANYA";"1";
"1";"D";"ARIÑO";"TERUEL";"ESPANYA";"1";
"1";"D";"ARJONA";"JAÉN";"ESPANYA";"10";
"1";"D";"ARJONILLA";"JAÉN";"ESPANYA";"4";
"1";"D";"ARMENTERA,L'";"GIRONA";"ESPANYA";"1";
"1";"D";"ARMILLA";"GRANADA";"ESPANYA";"1";
"1";"D";"ARNEDO";"RIOJA,LA";"ESPANYA";"1";
"1";"D";"ARONA";"SANTA CRUZ DE TENERIFE";"ESPANYA";"1";
"1";"D";"ARQUILLOS";"JAÉN";"ESPANYA";"1";
"1";"D";"ARRECIFE";"PALMAS,LAS";"ESPANYA";"3";
"1";"D";"ARROYO DE LA LUZ";"CÁCERES";"ESPANYA";"1";
"1";"D";"ARROYOMOLINOS";"CÁCERES";"ESPANYA";"1";
"1";"D";"ARTÉS";"BARCELONA";"ESPANYA";"6";
"1";"D";"ARTESA DE SEGRE";"LLEIDA";"ESPANYA";"1";
"1";"D";"ASCÓ";"TARRAGONA";"ESPANYA";"2";
"1";"D";"ASTORGA";"LEÓN";"ESPANYA";"2";
"1";"D";"ASTUDILLO";"PALENCIA";"ESPANYA";"1";
"1";"D";"ATALAYA";"BADAJOZ";"ESPANYA";"1";
"1";"D";"ATAQUINES";"VALLADOLID";"ESPANYA";"1";
"1";"D";"AVIÀ";"BARCELONA";"ESPANYA";"9";
"1";"D";"AVILÉS";"ASTURIAS";"ESPANYA";"4";
"1";"D";"AVINYÓ";"BARCELONA";"ESPANYA";"1";
"1";"D";"AYAMONTE";"HUELVA";"ESPANYA";"2";
"1";"D";"AYLLÓN";"SEGOVIA";"ESPANYA";"1";
"1";"D";"AYNA";"ALBACETE";"ESPANYA";"1";
"1";"D";"AZARA";"HUESCA";"ESPANYA";"2";
"1";"D";"AZKOITIA";"GUIPÚZCOA";"ESPANYA";"2";
"1";"D";"AZLOR";"HUESCA";"ESPANYA";"1";
"1";"D";"AZNALCÁZAR";"SEVILLA";"ESPANYA";"1";
"1";"D";"AZUAGA";"BADAJOZ";"ESPANYA";"2";
"1";"D";"BACARES";"ALMERÍA";"ESPANYA";"9";
"1";"D";"BADAJOZ";"BADAJOZ";"ESPANYA";"34";
"1";"D";"BADALONA";"BARCELONA";"ESPANYA";"98";
"1";"D";"BADARÁN";"RIOJA,LA";"ESPANYA";"1";
"1";"D";"BADIA DEL VALLÈS";"BARCELONA";"ESPANYA";"10";
"1";"D";"BADOLATOSA";"SEVILLA";"ESPANYA";"1";
"1";"D";"BAENA";"CÓRDOBA";"ESPANYA";"4";
"1";"D";"BAEZA";"JAÉN";"ESPANYA";"8";
"1";"D";"BAGÀ";"BARCELONA";"ESPANYA";"8";
"1";"D";"BÁGUENA";"TERUEL";"ESPANYA";"2";
"1";"D";"BAILÉN";"JAÉN";"ESPANYA";"4";
"1";"D";"BALAGUER";"LLEIDA";"ESPANYA";"12";
"1";"D";"BALBOA";"LEÓN";"ESPANYA";"1";
"1";"D";"BALDELLOU";"HUESCA";"ESPANYA";"1";
"1";"D";"BALENYÀ";"BARCELONA";"ESPANYA";"4";
"1";"D";"BALMASEDA";"VIZCAYA";"ESPANYA";"1";
"1";"D";"BALSARENY";"BARCELONA";"ESPANYA";"6";
"1";"D";"BAÑA,A";"CORUÑA,A";"ESPANYA";"1";
"1";"D";"BAÑOS DE MOLGAS";"OURENSE";"ESPANYA";"1";
"1";"D";"BAÑOS DE MONTEMAYOR";"CÁCERES";"ESPANYA";"4";
"1";"D";"BANYOLES";"GIRONA";"ESPANYA";"3";
"1";"D";"BARAKALDO";"VIZCAYA";"ESPANYA";"5";
"1";"D";"BARAONA";"SORIA";"ESPANYA";"3";
"1";"D";"BARBASTRO";"HUESCA";"ESPANYA";"11";
"1";"D";"BARBATE";"CÁDIZ";"ESPANYA";"1";
"1";"D";"BARBENS";"LLEIDA";"ESPANYA";"3";
"1";"D";"BARBERÀ DE LA CONCA";"TARRAGONA";"ESPANYA";"1";
"1";"D";"BARBERÀ DEL VALLÈS";"BARCELONA";"ESPANYA";"198";
"1";"D";"BARBUÑALES";"HUESCA";"ESPANYA";"2";
"1";"D";"BARCA";"SORIA";"ESPANYA";"1";
"1";"D";"BARCARROTA";"BADAJOZ";"ESPANYA";"7";
"1";"D";"BARCELONA";"BARCELONA";"ESPANYA";"2958";
"1";"D";"BÁRCENA DE CICERO";"CANTABRIA";"ESPANYA";"1";
"1";"D";"BARCO DE ÁVILA,EL";"ÁVILA";"ESPANYA";"1";
"1";"D";"BARCO DE VALDEORRAS,O";"OURENSE";"ESPANYA";"2";
"1";"D";"BARJAS";"LEÓN";"ESPANYA";"1";
"1";"D";"BAZA";"GRANADA";"ESPANYA";"23";
"1";"D";"BAZTAN";"NAVARRA";"ESPANYA";"1";
"1";"D";"BEAS DE SEGURA";"JAÉN";"ESPANYA";"5";
"1";"D";"BECERREÁ";"LUGO";"ESPANYA";"1";
"1";"D";"BECILLA DE VALDERADUEY";"VALLADOLID";"ESPANYA";"1";
"1";"D";"BÉDAR";"ALMERÍA";"ESPANYA";"2";
"1";"D";"BEDMAR Y GARCÍEZ";"JAÉN";"ESPANYA";"5";
"1";"D";"BEGÍJAR";"JAÉN";"ESPANYA";"3";
"1";"D";"BEIRE";"NAVARRA";"ESPANYA";"1";
"1";"D";"BÉJAR";"SALAMANCA";"ESPANYA";"12";
"1";"D";"BELALCÁZAR";"CÓRDOBA";"ESPANYA";"4";
"1";"D";"BELL-LLOC D'URGELL";"LLEIDA";"ESPANYA";"3";
"1";"D";"BELLCAIRE D'URGELL";"LLEIDA";"ESPANYA";"5";
"1";"D";"BELLPUIG";"LLEIDA";"ESPANYA";"8";
"1";"D";"BELLVER DE CERDANYA";"LLEIDA";"ESPANYA";"2";
"1";"D";"BELLVÍS";"LLEIDA";"ESPANYA";"7";
"1";"D";"BELMEZ";"CÓRDOBA";"ESPANYA";"5";
"1";"D";"BELORADO";"BURGOS";"ESPANYA";"2";
"1";"D";"BELVER DE CINCA";"HUESCA";"ESPANYA";"18";
"1";"D";"BENABARRE";"HUESCA";"ESPANYA";"4";
"1";"D";"BENACAZÓN";"SEVILLA";"ESPANYA";"1";
"1";"D";"BENAHADUX";"ALMERÍA";"ESPANYA";"2";
"1";"D";"BENALMÁDENA";"MÁLAGA";"ESPANYA";"1";
"1";"D";"BENALÚA";"GRANADA";"ESPANYA";"2";
"1";"D";"BENALÚA DE LAS VILLAS";"GRANADA";"ESPANYA";"1";
"1";"D";"BENAMARGOSA";"MÁLAGA";"ESPANYA";"1";
"1";"D";"BENAMAUREL";"GRANADA";"ESPANYA";"6";
"1";"D";"BENAMEJÍ";"CÓRDOBA";"ESPANYA";"2";
"1";"D";"BENASAL";"CASTELLÓ";"ESPANYA";"2";
"1";"D";"BENAVENT DE SEGRIÀ";"LLEIDA";"ESPANYA";"1";
"1";"D";"BENAVENTE";"ZAMORA";"ESPANYA";"2";
"1";"D";"BENAVIDES";"LEÓN";"ESPANYA";"1";
"1";"D";"BENICARLÓ";"CASTELLÓ";"ESPANYA";"5";
"1";"D";"BENIEL";"MURCIA";"ESPANYA";"3";
"1";"D";"BENIFAIRÓ DE LA VALLDIGNA";"VALÈNCIA";"ESPANYA";"2";
"1";"D";"BENISSANET";"TARRAGONA";"ESPANYA";"1";
"1";"D";"BENTARIQUE";"ALMERÍA";"ESPANYA";"2";
"1";"D";"BÉRCHULES";"GRANADA";"ESPANYA";"2";
"1";"D";"BERCIANOS DEL PÁRAMO";"LEÓN";"ESPANYA";"1";
"1";"D";"BERGA";"BARCELONA";"ESPANYA";"19";
"1";"D";"BERGONDO";"CORUÑA,A";"ESPANYA";"1";
"1";"D";"BERJA";"ALMERÍA";"ESPANYA";"5";
"1";"D";"BERLANGA";"BADAJOZ";"ESPANYA";"2";
"1";"D";"BERLANGA DE DUERO";"SORIA";"ESPANYA";"3";
"1";"D";"BERMEO";"VIZCAYA";"ESPANYA";"1";
"1";"D";"BERROCALEJO";"CÁCERES";"ESPANYA";"1";
"1";"D";"BESALÚ";"GIRONA";"ESPANYA";"2";
"1";"D";"BESCANÓ";"GIRONA";"ESPANYA";"1";
"1";"D";"BETANZOS";"CORUÑA,A";"ESPANYA";"3";
"1";"D";"BÉTERA";"VALÈNCIA";"ESPANYA";"1";
"1";"D";"BICORP";"VALÈNCIA";"ESPANYA";"1";
"1";"D";"BIENVENIDA";"BADAJOZ";"ESPANYA";"21";
"1";"D";"BIERGE";"HUESCA";"ESPANYA";"4";
"1";"D";"BIESCAS";"HUESCA";"ESPANYA";"1";
"1";"D";"BIGUES I RIELLS";"BARCELONA";"ESPANYA";"1";
"1";"D";"BILBAO";"VIZCAYA";"ESPANYA";"16";
"1";"D";"BINÉFAR";"HUESCA";"ESPANYA";"1";
"1";"D";"BIOSCA";"LLEIDA";"ESPANYA";"1";
"1";"D";"BISAURRI";"HUESCA";"ESPANYA";"1";
"1";"D";"BISBAL D'EMPORDÀ,LA";"GIRONA";"ESPANYA";"2";
"1";"D";"BISBAL DE FALSET,LA";"TARRAGONA";"ESPANYA";"5";
"1";"D";"BISCARRUÉS";"HUESCA";"ESPANYA";"1";
"1";"D";"BLANES";"GIRONA";"ESPANYA";"10";
"1";"D";"BLÁZQUEZ,LOS";"CÓRDOBA";"ESPANYA";"1";
"1";"D";"BLIECOS";"SORIA";"ESPANYA";"1";
"1";"D";"BODONAL DE LA SIERRA";"BADAJOZ";"ESPANYA";"1";
"1";"D";"BOGARRA";"ALBACETE";"ESPANYA";"1";
"1";"D";"BOIRO";"CORUÑA,A";"ESPANYA";"1";
"1";"D";"BOLVIR";"GIRONA";"ESPANYA";"1";
"1";"D";"BONASTRE";"TARRAGONA";"ESPANYA";"3";
"1";"D";"BORDILS";"GIRONA";"ESPANYA";"1";
"1";"D";"BORGES BLANQUES,LES";"LLEIDA";"ESPANYA";"3";
"1";"D";"BORJA";"ZARAGOZA";"ESPANYA";"1";
"1";"D";"BOROBIA";"SORIA";"ESPANYA";"2";
"1";"D";"BORREDÀ";"BARCELONA";"ESPANYA";"2";
"1";"D";"BORRIANA/BURRIANA";"CASTELLÓ";"ESPANYA";"2";
"1";"D";"BOVERA";"LLEIDA";"ESPANYA";"3";
"1";"D";"BRAÑOSERA";"PALENCIA";"ESPANYA";"1";
"1";"D";"BRAZACORTA";"BURGOS";"ESPANYA";"1";
"1";"D";"BRAZATORTAS";"CIUDAD REAL";"ESPANYA";"1";
"1";"D";"BRAZUELO";"LEÓN";"ESPANYA";"1";
"1";"D";"BREDA";"GIRONA";"ESPANYA";"1";
"1";"D";"BRUC,EL";"BARCELONA";"ESPANYA";"2";
"1";"D";"BUBEROS";"SORIA";"ESPANYA";"1";
"1";"D";"BUJALANCE";"CÓRDOBA";"ESPANYA";"7";
"1";"D";"BUÑUEL";"NAVARRA";"ESPANYA";"1";
"1";"D";"BURGO DE OSMA-CIUDAD DE OSMA";"SORIA";"ESPANYA";"2";
"1";"D";"BURGO RANERO,EL";"LEÓN";"ESPANYA";"1";
"1";"D";"BURGOS";"BURGOS";"ESPANYA";"18";
"1";"D";"CABANABONA";"LLEIDA";"ESPANYA";"1";
"1";"D";"CABEZA DEL BUEY";"BADAJOZ";"ESPANYA";"1";
"1";"D";"CABEZAS DE SAN JUAN,LAS";"SEVILLA";"ESPANYA";"2";
"1";"D";"CABRA";"CÓRDOBA";"ESPANYA";"5";
"1";"D";"CABRA DEL SANTO CRISTO";"JAÉN";"ESPANYA";"2";
"1";"D";"CABRILS";"BARCELONA";"ESPANYA";"1";
"1";"D";"CACABELOS";"LEÓN";"ESPANYA";"1";
"1";"D";"CÁCERES";"CÁCERES";"ESPANYA";"20";
"1";"D";"CADAQUÉS";"GIRONA";"ESPANYA";"1";
"1";"D";"CÁDIAR";"GRANADA";"ESPANYA";"2";
