IdNom;Sigles;Particules;NomVia;NomViaComposat;
"958";"pl.";"dels";"Mèdici";"pl. dels Mèdici";
"959";"pl.";"de les";"Medes";"pl. de les Medes";
"960";"c.";"de";"Medellín";"c. de Medellín";
"961";"c.";"de";"Mauritània";"c. de Mauritània";
"962";"c.";"de";"Mauberme";"c. de Mauberme";
"963";"c.";"de";"Maty Mont";"c. de Maty Mont";
"964";"ctra.";"de";"Matadepera";"ctra. de Matadepera";
"965";"avda.";"de";"Matadepera";"avda. de Matadepera";
"966";"via";"de";"Massagué";"via de Massagué";
"967";"ptge.";"de la";"Masia de Can Borgonyó";"ptge. de la Masia de Can Borgonyó";
"968";"c.";"del";"Mas Ferriol";"c. del Mas Ferriol";
"969";"c.";"del";"Mas Carbó";"c. del Mas Carbó";
"970";"c.";"del";"Mas Canals";"c. del Mas Canals";
"971";"c.";"del";"Mas Baiona";"c. del Mas Baiona";
"972";"c.";"del";"Mas Amada";"c. del Mas Amada";
"973";"c.";"de";"Martínez de la Rosa";"c. de Martínez de la Rosa";
"974";"c.";"de";"Martinet";"c. de Martinet";
"975";"c.";"de";"Martí l'Humà";"c. de Martí l'Humà";
"976";"c.";"de";"Mart";"c. de Mart";
"977";"c.";"de";"Marsella";"c. de Marsella";
"978";"pl.";"de";"Marquilles";"pl. de Marquilles";
"979";"c.";"del";"Marquès de Comillas";"c. del Marquès de Comillas";
"980";"c.";"del";"Marquès de Ciutadilla";"c. del Marquès de Ciutadilla";
"981";"c.";"de";"Marie Curie";"c. de Marie Curie";
"982";"c.";"de";"Marian Burguès";"c. de Marian Burguès";
"983";"jardí";"de";"Maria Montessori";"jardí de Maria Montessori";
"893";"c.";"de";"Narcisa Freixas";"c. de Narcisa Freixas";
"894";"c.";"de";"Nàpols";"c. de Nàpols";
"895";"c.";"de";"Nadal";"c. de Nadal";
"896";"c.";"de";"Muntaner";"c. de Muntaner";
"897";"c.";"de";"Mulleres";"c. de Mulleres";
"898";"c.";"del";"Mulhacén";"c. del Mulhacén";
"899";"c.";"dels";"Muixins";"c. dels Muixins";
"900";"c.";"de la";"Muga";"c. de la Muga";
"901";"ptge.";"de";"Mozart";"ptge. de Mozart";
"902";"pl.";"de";"Mossèn Geis";"pl. de Mossèn Geis";
"903";"c.";"de";"Mossèn Gaietà";"c. de Mossèn Gaietà";
"904";"ptge.";"de";"Mossèn Carles Cardó";"ptge. de Mossèn Carles Cardó";
"905";"ptge.";"de les";"Moreres";"ptge. de les Moreres";
"906";"c.";"de";"Mostar";"c. de Mostar";
"907";"ptge.";"de";"Morella";"ptge. de Morella";
"908";"ptge.";"de";"Moratín";"ptge. de Moratín";
"909";"c.";"de";"Moratín";"c. de Moratín";
"910";"c.";"de";"Moragas i Barret";"c. de Moragas i Barret";
"911";"pl.";"de";"Montserrat Roig";"pl. de Montserrat Roig";
"912";"c.";"de";"Montserrat";"c. de Montserrat";
"913";"c.";"del";"Montseny";"c. del Montseny";
"914";"c.";"del";"Montnegre";"c. del Montnegre";
"915";"c.";"de";"Montllor i Pujal";"c. de Montllor i Pujal";
"916";"pl.";"de";"Montevideo";"pl. de Montevideo";
"917";"c.";"de";"Monterols";"c. de Monterols";
"918";"pl.";"de";"Montellà";"pl. de Montellà";
"919";"c.";"de";"Monteixo";"c. de Monteixo";
"920";"c.";"del";"Montcau";"c. del Montcau";
"921";"c.";"dels";"Montcada";"c. dels Montcada";
"922";"c.";"del";"Mont Blanc";"c. del Mont Blanc";
"923";"c.";"de";"Montañès";"c. de Montañès";
"924";"c.";"de";"Monestero";"c. de Monestero";
"925";"c.";"del";"Moncayo";"c. del Moncayo";
"926";"ctra.";"de";"Mollet";"ctra. de Mollet";
"927";"ctra.";"de";"Molins de Rei";"ctra. de Molins de Rei";
"928";"c.";"de la";"Molina";"c. de la Molina";
"929";"camí";"del";"Molí d'en Torrella";"camí del Molí d'en Torrella";
"930";"c.";"de la";"Mola";"c. de la Mola";
"931";"c.";"del";"Moianès";"c. del Moianès";
"932";"mirador";"de l'";"Amical de Mauthausen";"mirador de l' Amical de Mauthausen";
"933";"c.";"del";"Mirador";"c. del Mirador";
"934";"c.";"del";"Miracle";"c. del Miracle";
"935";"c.";"de";"Miquel Servet";"c. de Miquel Servet";
"936";"pl.";"de";"M. Crusafont i Pairó";"pl. de M. Crusafont i Pairó";
"937";"ptge.";"de";"Miquel Carreras";"ptge. de Miquel Carreras";
"938";"c.";"de";"Miquel Àngel";"c. de Miquel Àngel";
"847";"c.";"de";"Palestrina";"c. de Palestrina";
"848";"c.";"de la";"Palanca";"c. de la Palanca";
"849";"c.";"de";"Pajares";"c. de Pajares";
"850";"ptge.";"de";"Paderna";"ptge. de Paderna";
"851";"c.";"de";"Paco Mutlló";"c. de Paco Mutlló";
"852";"avda.";"de";"Pablo Iglesias";"avda. de Pablo Iglesias";
"853";"c.";"d'";"Ovidi";"c. d' Ovidi";
"854";"c.";"d'";"Osona";"c. d' Osona";
"855";"pl.";"d'";"Oscar Arnulfo Romero";"pl. d' Oscar Arnulfo Romero";
"856";"c.";"d'";"Oslo";"c. d' Oslo";
"857";"c.";"d'";"Osca";"c. d' Osca";
"858";"c.";"d'";"Osaka";"c. d' Osaka";
"859";"c.";"de l'";"Orquestra Ricart";"c. de l' Orquestra Ricart";
"860";"c.";"d'";"Orlando Enamorat";"c. d' Orlando Enamorat";
"861";"rda.";"d'";"Orient";"rda. d' Orient";
"862";"c.";"d'";"Oretana";"c. d' Oretana";
"863";"pl.";"de les";"Tres Torres";"pl. de les Tres Torres";
"864";"c.";"d'";"Ordesa";"c. d' Ordesa";
"865";"avda.";"de l'";"Onze de Setembre";"avda. de l' Onze de Setembre";
"866";"c.";"de l'";"Onyar";"c. de l' Onyar";
"867";"c.";"d'";"Olzinelles";"c. d' Olzinelles";
"868";"c.";"d'";"Olot";"c. d' Olot";
"869";"c.";"d'";"Olof Palme";"c. d' Olof Palme";
"870";"c.";"d'";"Oliver";"c. d' Oliver";
"871";"pl.";"d'";"Olímpia";"pl. d' Olímpia";
"872";"rda.";"d'";"Oliana";"rda. d' Oliana";
"873";"parc";"d'";"Odessa";"parc d' Odessa";
"874";"c.";"de";"Núria";"c. de Núria";
"875";"c.";"de";"Numància";"c. de Numància";
"876";"pl.";"de la";"Nova Creu";"pl. de la Nova Creu";
"877";"c.";"de";"Noufonts";"c. de Noufonts";
"878";"c.";"";"Nou";"c.  Nou";
"879";"ptge.";"del";"Notari Herrán";"ptge. del Notari Herrán";
"880";"c.";"de";"Norrköping";"c. de Norrköping";
"881";"c.";"del";"Nord";"c. del Nord";
"882";"c.";"de la";"Noguera Ribagorçana";"c. de la Noguera Ribagorçana";
"883";"c.";"de la";"Noguera Pallaresa";"c. de la Noguera Pallaresa";
"884";"illa";" ";"Noble";"illa   Noble";
"885";"c.";"del";"Nerbion";"c. del Nerbion";
"886";"rda.";"de";"Navacerrada";"rda. de Navacerrada";
"887";"pl.";"de";"Navacerrada";"pl. de Navacerrada";
"889";"c.";"de";"Narcís Nonell";"c. de Narcís Nonell";
"890";"c.";"de";"Narcís Monturiol";"c. de Narcís Monturiol";
"891";"c.";"de";"Narcís Giralt";"c. de Narcís Giralt";
"892";"c.";"de";"Narcís Casanoves";"c. de Narcís Casanoves";
"801";"ptge.";"de";"Pere Santfeliu";"ptge. de Pere Santfeliu";
"802";"c.";"de";"Pere Monistrol";"c. de Pere Monistrol";
"803";"pl.";"de";"Pere Gomar";"pl. de Pere Gomar";
"804";"c.";"de";"Pere d'Om";"c. de Pere d'Om";
"805";"pl.";"de";"Sant Julià";"pl. de Sant Julià";
"806";"c.";"de";"Pereda";"c. de Pereda";
"807";"c.";"de la";"Pera";"c. de la Pera";
"808";"pl.";"de";"Pep Ventura";"pl. de Pep Ventura";
"809";"c.";"de";"Peñalara";"c. de Peñalara";
"810";"c.";"del";"Penya-segat";"c. del Penya-segat";
"811";"c.";"del";"Penedès";"c. del Penedès";
"812";"c.";"de";"Pelai Briz";"c. de Pelai Briz";
"813";"c.";"de";"Peguera";"c. de Peguera";
"814";"pl.";"del";"Pedregar";"pl. del Pedregar";
"815";"c.";"del";"Pedregar";"c. del Pedregar";
"816";"c.";"del";"Pedraforca";"c. del Pedraforca";
"817";"c.";"de les";"Paus";"c. de les Paus";
"818";"rda.";"de";"Pau Vila";"rda. de Pau Vila";
"819";"pl.";"de";"Pau Trullà";"pl. de Pau Trullà";
"820";"c.";"de";"Pau Rigalt";"c. de Pau Rigalt";
"821";"c.";"de";"Pau Colomer";"c. de Pau Colomer";
"822";"c.";"de";"Pau Claris";"c. de Pau Claris";
"823";"c.";"de";"Pau Abad";"c. de Pau Abad";
"824";"pl.";"de la";"Pau";"pl. de la Pau";
"825";"avda.";"de la";"Pau";"avda. de la Pau";
"826";"pl.";"de";"Patro Agulló";"pl. de Patro Agulló";
"827";"c.";"del";"Pasteral";"c. del Pasteral";
"828";"c.";"de";"Parmènides";"c. de Parmènides";
"829";"c.";"de";"Parma";"c. de Parma";
"830";"c.";"de";"París";"c. de París";
"831";"c.";"del";"Pare Sallarès";"c. del Pare Sallarès";
"832";"ptge.";"del";"Pare Rodés";"ptge. del Pare Rodés";
"833";"c.";"del";"Pare Rodés";"c. del Pare Rodés";
"834";"c.";"del";"Pare Rodamilans";"c. del Pare Rodamilans";
"835";"c.";"de";"Parellada";"c. de Parellada";
"836";"c.";"del";"Pare Fita";"c. del Pare Fita";
"837";"c.";"del";"Pare Clerch";"c. del Pare Clerch";
"838";"c.";"de";"Pardo Bazán";"c. de Pardo Bazán";
"839";"avda.";"dels";"Paraires";"avda. dels Paraires";
"840";"pl.";"del";"Paraire Deganet";"pl. del Paraire Deganet";
"841";"c.";"del";"Papa Pius XI";"c. del Papa Pius XI";
"842";"avda.";"de";"Josep Tarradellas";"avda. de Josep Tarradellas";
"843";"c.";"de";"Panissars";"c. de Panissars";
"844";"c.";"de";"Pàndols";"c. de Pàndols";
"845";"c.";"de les";"Palmeres";"c. de les Palmeres";
"846";"c.";"del";"Pallars";"c. del Pallars";
"755";"c.";"de la";"Previsió";"c. de la Previsió";
"756";"ctra.";"de";"Prats de Lluçanès";"ctra. de Prats de Lluçanès";
"757";"c.";"de";"Prat de la Riba";"c. de Prat de la Riba";
"758";"c.";"del";"Prat";"c. del Prat";
"759";"c.";"de";"Praga";"c. de Praga";
"760";"c.";"de la";"Prada";"c. de la Prada";
"761";"pl.";"del";"Pou";"pl. del Pou";
"762";"ptge.";"del";"Pou";"ptge. del Pou";
"763";"c.";"de";"Posets";"c. de Posets";
"764";"c.";"de";"Portugal";"c. de Portugal";
"765";"c.";"del";"Portal de la Floresta";"c. del Portal de la Floresta";
"766";"c.";"del";"Pont";"c. del Pont";
"767";"rda.";"de";"Ponent";"rda. de Ponent";
"768";"pl.";"de";"Pompeu Fabra";"pl. de Pompeu Fabra";
"769";"pl.";"dels";"Pollancres";"pl. dels Pollancres";
"770";"avda.";"de";"Polinyà";"avda. de Polinyà";
"771";"c.";"del";"Poeta Folguera";"c. del Poeta Folguera";
"772";"c.";"de";"Poblet";"c. de Poblet";
"773";"c.";"de";"Plutarc";"c. de Plutarc";
"774";"c.";"de";"Plini el Vell";"c. de Plini el Vell";
"775";"c.";"de";"Plaute";"c. de Plaute";
"776";"c.";"de";"Plató";"c. de Plató";
"777";"pl.";"dels";"Plàtans";"pl. dels Plàtans";
"778";"c.";"de";"Joan Plans";"c. de Joan Plans";
"779";"c.";"de les";"Planes";"c. de les Planes";
"780";"pg.";"de la";"Plaça Major";"pg. de la Plaça Major";
"781";"c.";"de";"Pizarro";"c. de Pizarro";
"782";"pl.";"de les";"Pitiüses";"pl. de les Pitiüses";
"783";"c.";"dels";"Pirineus";"c. dels Pirineus";
"784";"c.";"del";"Pintor Pradilla";"c. del Pintor Pradilla";
"785";"c.";"del";"Pintor Borrassà";"c. del Pintor Borrassà";
"786";"c.";"dels";"Pins";"c. dels Pins";
"787";"ptge.";"de";"Pineta";"ptge. de Pineta";
"788";"c.";"de";"Piferrer";"c. de Piferrer";
"789";"pl.";"de";"Picasso";"pl. de Picasso";
"790";"c.";"de";"Picañol";"c. de Picañol";
"792";"c.";"de";"Pi i Margall";"c. de Pi i Margall";
"793";"pl.";"del";"Pi";"pl. del Pi";
"794";"c.";"de";"Petrarca";"c. de Petrarca";
"795";"pl.";"del";"Perú";"pl. del Perú";
"796";"c.";"de";"Persi";"c. de Persi";
"797";"c.";"de";"Permanyer";"c. de Permanyer";
"798";"c.";"de";"Pérez Moya";"c. de Pérez Moya";
"799";"ptge.";"de";"Pere Serra";"ptge. de Pere Serra";
"800";"c.";"de";"Pere Serafí";"c. de Pere Serafí";
"710";"c.";"de";"Rialb";"c. de Rialb";
"711";"pg.";"de la";"Revolució";"pg. de la Revolució";
"712";"c.";"de";"Renall";"c. de Renall";
"713";"c.";"del";"Remei";"c. del Remei";
"714";"c.";"dels";"Reis Catòlics";"c. dels Reis Catòlics";
"715";"c.";"de la";"Reina Elionor";"c. de la Reina Elionor";
"716";"c.";"de";"Regàs";"c. de Regàs";
"717";"c.";"del";"Rector Centena";"c. del Rector Centena";
"718";"c.";"de";"Ramon Sibiuda";"c. de Ramon Sibiuda";
"719";"pl.";"de";"Ramon Llull";"pl. de Ramon Llull";
"720";"c.";"de";"Ramon Llull";"c. de Ramon Llull";
"721";"c.";"de";"Ramon Jové";"c. de Ramon Jové";
"722";"c.";"de";"Ramon Amadeu";"c. de Ramon Amadeu";
"723";"c.";"de";"Ramon Albó";"c. de Ramon Albó";
"724";" ";"";"Rambla";"Rambla";
"725";"c.";"de";"Raimon Casellas";"c. de Raimon Casellas";
"726";"c.";"de";"Rafael Durancamps";"c. de Rafael Durancamps";
"727";"avda.";"de";"Rafael Casanova";"avda. de Rafael Casanova";
"728";"c.";"de";"Rafael";"c. de Rafael";
"729";" ";"";"Racó del Campanar";"Racó del Campanar";
"730";"c.";"del";"Quixot";"c. del Quixot";
"731";"c.";"de";"Quintana";"c. de Quintana";
"732";"c.";"de";"Quevedo";"c. de Quevedo";
"733";"c.";"de";"Queralt";"c. de Queralt";
"734";"c.";"del";"Quebec";"c. del Quebec";
"735";"c.";"del";"Puigmal";"c. del Puigmal";
"736";"c.";"del";"Puig Major";"c. del Puig Major";
"737";"ptge.";"de";"Puig i Pujol";"ptge. de Puig i Pujol";
"738";"c.";"de";"Puig i Cadafalch";"c. de Puig i Cadafalch";
"739";"c.";"del";"Puig de la Creu";"c. del Puig de la Creu";
"740";"ptge.";"de";"Puigcerdà";"ptge. de Puigcerdà";
"741";"c.";"de";"Puigcerdà";"c. de Puigcerdà";
"742";"c.";"de";"Puig Antich";"c. de Puig Antich";
"743";"c.";"de";"Prullans";"c. de Prullans";
"744";"c.";"de";"Prudenci Bertrana";"c. de Prudenci Bertrana";
"745";"c.";"de";"Prudenci";"c. de Prudenci";
"746";"pl.";"de la";"Providència";"pl. de la Providència";
"747";"c.";"de";"Pròsper de Bofarull";"c. de Pròsper de Bofarull";
"749";"ptge.";"del";"Progrés";"ptge. del Progrés";
"750";"c.";"del";"Priorat";"c. del Priorat";
"751";"pl.";"del";"Principat";"pl. del Principat";
"752";"c.";"del";"Príncep de Viana";"c. del Príncep de Viana";
"753";"pl.";"del";"Primer de Maig";"pl. del Primer de Maig";
"754";"pl.";"de la";"Primavera";"pl. de la Primavera";
"665";"c.";"de";"Saboredo";"c. de Saboredo";
"666";"c.";"de la";"Saboneria";"c. de la Saboneria";
"667";"avda.";"de";"Don Bosco";"avda. de Don Bosco";
"668";"c.";"de";"Ruiz Villalba";"c. de Ruiz Villalba";
"669";"pg.";"de";"Rubió i Ors";"pg. de Rubió i Ors";
"670";"ptge.";"de";"Rovira i Virgili";"ptge. de Rovira i Virgili";
"671";"pl.";"dels";"Roures";"pl. dels Roures";
"672";"rda.";"de la";"Roureda";"rda. de la Roureda";
"673";"c.";"de";"Roubaix";"c. de Roubaix";
"674";"c.";"del";"Rosselló";"c. del Rosselló";
"675";"pl.";"de";"Rosalía de Castro";"pl. de Rosalía de Castro";
"676";"c.";"de";"Rosales";"c. de Rosales";
"677";"jardí";"de";"Rosa Luxemburg";"jardí de Rosa Luxemburg";
"678";"jardí";"de";"Rosa Leveroni";"jardí de Rosa Leveroni";
"679";"c.";"de la";"Rosa";"c. de la Rosa";
"680";"pl.";"de";"Ròmul";"pl. de Ròmul";
"681";"c.";"de";"Romeu";"c. de Romeu";
"682";"c.";"del";"Romaní";"c. del Romaní";
"683";"c.";"de";"Roma";"c. de Roma";
"684";"jardí";"de";"Salvador Sarrà";"jardí de Salvador Sarrà";
"685";"c.";"de";"Roís de Corella";"c. de Roís de Corella";
"686";"c.";"de";"Roger de Flor";"c. de Roger de Flor";
"687";"pl.";"de";"Rogelio Soto";"pl. de Rogelio Soto";
"688";"ptge.";"de";"Rodoreda";"ptge. de Rodoreda";
"689";"c.";"de";"Rodes";"c. de Rodes";
"690";"c.";"de";"Rocafort";"c. de Rocafort";
"691";"c.";"de";"Roca";"c. de Roca";
"692";"ptge.";"del";"Riu Tort";"ptge. del Riu Tort";
"693";"c.";"de";"Riu-sec";"c. de Riu-sec";
"694";"c.";"del";"Ripollès";"c. del Ripollès";
"695";"c.";"del";"Ripoll";"c. del Ripoll";
"696";"c.";"de la";"Rioja";"c. de la Rioja";
"697";"c.";"del";"Rigard";"c. del Rigard";
"698";"ptge.";"dels";"Rifós";"ptge. dels Rifós";
"699";"c.";"del";"Rif";"c. del Rif";
"700";"ptge.";"de la";"Riereta";"ptge. de la Riereta";
"701";"c.";"de";"Riera Villaret";"c. de Riera Villaret";
"702";"c.";"de la";"Riera Baixa";"c. de la Riera Baixa";
"703";"c.";"de la";"Riera Alta";"c. de la Riera Alta";
"704";"c.";"de";"Riego";"c. de Riego";
"705";"pl.";"de";"Ricard Simó Bach";"pl. de Ricard Simó Bach";
"706";"c.";"de";"Ricard Marlet";"c. de Ricard Marlet";
"707";"c.";"de";"Ribot i Serra";"c. de Ribot i Serra";
"708";"pl.";"de la";"Participació Ciutadana";"pl. de la Participació Ciutadana";
"709";"ptge.";"de";"Ribatallada";"ptge. de Ribatallada";
"621";"c.";"de";"Sant Isidor";"c. de Sant Isidor";
"622";"c.";"de";"Santiga";"c. de Santiga";
"623";"c.";"de";"Santiago Segura";"c. de Santiago Segura";
"624";"c.";"de";"Santiago Rusiñol";"c. de Santiago Rusiñol";
"625";"c.";"de";"Santiago de Compostel·la";"c. de Santiago de Compostel·la";
"626";"c.";"de";"Sant Honorat";"c. de Sant Honorat";
"627";"c.";"de";"Sant Francesc";"c. de Sant Francesc";
"628";"c.";"de";"Sant Ferran";"c. de Sant Ferran";
"629";"c.";"de";"Sant Feliu";"c. de Sant Feliu";
"630";"c.";"de";"Sant Domènec";"c. de Sant Domènec";
"631";"c.";"de";"Sant Cugat";"c. de Sant Cugat";
"632";"c.";"de";"Sant Cristòfol";"c. de Sant Cristòfol";
"633";"pg.";"de";"Sant Bernat";"pg. de Sant Bernat";
"634";"c.";"de";"Sant Baldomer";"c. de Sant Baldomer";
"635";"c.";"de";"Santa Teresa";"c. de Santa Teresa";
"636";"ptge.";"de";"Santa Perpètua";"ptge. de Santa Perpètua";
"637";"c.";"de";"Sant Antoni Maria Claret";"c. de Sant Antoni Maria Claret";
"638";"c.";"de";"Sant Antoni";"c. de Sant Antoni";
"639";"c.";"de";"Santanac";"c. de Santanac";
"640";"ptge.";"de";"Santa Maria de l'Estany";"ptge. de Santa Maria de l'Estany";
"641";"rda.";"de";"Santa Maria";"rda. de Santa Maria";
"642";"ptge.";"de";"Santa Isabel";"ptge. de Santa Isabel";
"643";"pl.";"de";"Sant Agustí";"pl. de Sant Agustí";
"644";"c.";"de";"Santa Eulàlia";"c. de Santa Eulàlia";
"645";"c.";"de";"Santa Cecília";"c. de Santa Cecília";
"646";"c.";"de";"Sanaüja";"c. de Sanaüja";
"647";"c.";"de";"Samuntada";"c. de Samuntada";
"649";"c.";"dels";"Salzes";"c. dels Salzes";
"650";"c.";"de";"Salzburg";"c. de Salzburg";
"651";"c.";"de";"Salvat Papasseit";"c. de Salvat Papasseit";
"652";"c.";"de";"Salvany";"c. de Salvany";
"653";"c.";"de";"Salvador Seguí, el Noi del Sucre";"c. de Salvador Seguí, el Noi del Sucre";
"654";"c.";"de";"Salvador Espriu";"c. de Salvador Espriu";
"655";"pl.";"de";"Salvador Allende";"pl. de Salvador Allende";
"656";"pda.";"de la";"Salut";"pda. de la Salut";
"657";"c.";"de la";"Salut";"c. de la Salut";
"658";"c.";"de";"Sal·lusti";"c. de Sal·lusti";
"659";"c.";"de";"Sallarès i Pla";"c. de Sallarès i Pla";
"660";"c.";"de";"Sallarès i Marra";"c. de Sallarès i Marra";
"661";"c.";"de";"Sallarès Castells";"c. de Sallarès Castells";
"662";"c.";"de les";"Salenques";"c. de les Salenques";
"663";"c.";"de";"Sagunt";"c. de Sagunt";
"664";"illa";" ";"Sacra";"illa   Sacra";
"575";"c.";"de";"Simone de Beauvoir";"c. de Simone de Beauvoir";
"576";"c.";"de";"Sierra Nevada";"c. de Sierra Nevada";
"577";"c.";"de";"Sicília";"c. de Sicília";
"578";"c.";"de la";"Serralada";"c. de la Serralada";
"579";"c.";"de la";"Serra d'en Camaró";"c. de la Serra d'en Camaró";
"580";"c.";"dels";"Sentmenat";"c. dels Sentmenat";
"581";"c.";"de la";"Sènia";"c. de la Sènia";
"582";"c.";"de";"Sèneca";"c. de Sèneca";
"583";"c.";"de la";"Selva";"c. de la Selva";
"584";"c.";"del";"Segre";"c. del Segre";
"585";"c.";"de la";"Segarra";"c. de la Segarra";
"586";"c.";"de";"Schweitzer";"c. de Schweitzer";
"587";"c.";"de";"Schubert";"c. de Schubert";
"588";"c.";"de";"Sau";"c. de Sau";
"589";"c.";"de";"Saturn";"c. de Saturn";
"590";"pl.";"del";"Sastre";"pl. del Sastre";
"591";"c.";"de";"Sarret";"c. de Sarret";
"592";"pl.";"de";"Sardà i Salvany";"pl. de Sardà i Salvany";
"593";"c.";"de";"Sardà";"c. de Sardà";
"594";"c.";"de";"Sarasate";"c. de Sarasate";
"595";"c.";"de";"Sarajevo";"c. de Sarajevo";
"596";"c.";"de";"Sao Paulo";"c. de Sao Paulo";
"597";"c.";"de";"Sant Vicenç de Paül";"c. de Sant Vicenç de Paül";
"598";"c.";"de";"Sant Vicenç";"c. de Sant Vicenç";
"599";"c.";"de";"Sant Sebastià";"c. de Sant Sebastià";
"600";"pl.";"de";"Sant Salvador";"pl. de Sant Salvador";
"601";"pl.";"de";"Sant Roc";"pl. de Sant Roc";
"602";"c.";"de";"Sant Ramon de Penyafort";"c. de Sant Ramon de Penyafort";
"603";"c.";"de";"Sant Quirze";"c. de Sant Quirze";
"604";"pl.";"de";"Sant Pius X";"pl. de Sant Pius X";
"605";"c.";"de";"Sant Pere";"c. de Sant Pere";
"606";"c.";"de";"Sant Pau";"c. de Sant Pau";
"607";"pg.";"de";"Sant Oleguer";"pg. de Sant Oleguer";
"608";"c.";"de";"Sant Oleguer";"c. de Sant Oleguer";
"609";"c.";"de";"Sant Miquel";"c. de Sant Miquel";
"610";"c.";"de";"Sant Maurici";"c. de Sant Maurici";
"611";"c.";"de";"Sant Maties";"c. de Sant Maties";
"612";"c.";"de";"Sant Llorenç";"c. de Sant Llorenç";
"613";"c.";"de";"Sant Llop";"c. de Sant Llop";
"614";"c.";"de";"Sant Josep";"c. de Sant Josep";
"615";"c.";"de";"Sant Jordi";"c. de Sant Jordi";
"616";"pl.";"de";"Sant Joan";"pl. de Sant Joan";
"617";"c.";"de";"Sant Joan";"c. de Sant Joan";
"618";"pl.";"de";"Sant Jaume";"pl. de Sant Jaume";
"619";"c.";"de";"Sant Jaume";"c. de Sant Jaume";
"620";"c.";"de";"Sant Isidre";"c. de Sant Isidre";
"528";"c.";"de";"Torras i Bages";"c. de Torras i Bages";
"529";"avda.";"de";"Toronto";"avda. de Toronto";
"530";"c.";"dels";"Torners";"c. dels Torners";
"531";"c.";"de la";"Tordera";"c. de la Tordera";
"532";"c.";"de";"Tolstoi";"c. de Tolstoi";
"533";"c.";"de";"Tolosa";"c. de Tolosa";
"534";"ptge.";"de";"Togores";"ptge. de Togores";
"535";"c.";"de";"Titus Livi";"c. de Titus Livi";
"536";"pg.";"de";"Tirso de Molina";"pg. de Tirso de Molina";
"537";"c.";"del";"Tirant lo Blanc";"c. del Tirant lo Blanc";
"538";"c.";"dels";"Tintorers";"c. dels Tintorers";
"539";"c.";"de";"Tirana";"c. de Tirana";
"540";"c.";"de";"Tilburg";"c. de Tilburg";
"541";"c.";"de";"Tetuan";"c. de Tetuan";
"542";"ctra.";"de";"Terrassa";"ctra. de Terrassa";
"543";"c.";"de";"Terradets";"c. de Terradets";
"544";"pl.";"de les";"Termes";"pl. de les Termes";
"545";"c.";"de";"Teresa Claramunt";"c. de Teresa Claramunt";
"546";"c.";"del";"Ter";"c. del Ter";
"547";"c.";"dels";"Teòrics";"c. dels Teòrics";
"548";"ptge.";"de";"Teodor Llorente";"ptge. de Teodor Llorente";
"549";"c.";"de";"Tenerife";"c. de Tenerife";
"550";"c.";"dels";"Teixidors";"c. dels Teixidors";
"551";"c.";"del";"Teide";"c. del Teide";
"552";"pl.";"del";"Taulí";"pl. del Taulí";
"553";"parc";"del";"Taulí";"parc del Taulí";
"554";"c.";"del";"Taulí";"c. del Taulí";
"555";"c.";"de";"Tarragona";"c. de Tarragona";
"556";"c.";"de";"Tampere";"c. de Tampere";
"557";"c.";"de";"Tamarit";"c. de Tamarit";
"558";"pl.";"dels";"Tallarets";"pl. dels Tallarets";
"559";"ptge.";"de";"Tàcit";"ptge. de Tàcit";
"560";"c.";"de";"Tàcit";"c. de Tàcit";
"561";"c.";"de";"Sydney";"c. de Sydney";
"562";"pl.";"del";"Submarí Nautilus";"pl. del Submarí Nautilus";
"563";"c.";"de";"Somport";"c. de Somport";
"564";"ptge.";"de";"Somosierra";"ptge. de Somosierra";
"565";"c.";"de";"Somosierra";"c. de Somosierra";
"566";"pl.";"del";"Solsonès";"pl. del Solsonès";
"567";"c.";"de la";"Solidaritat";"c. de la Solidaritat";
"568";"c.";"de la";"Soledat";"c. de la Soledat";
"569";"c.";"de";"Sol i Padrís";"c. de Sol i Padrís";
"570";"pl.";"del";"Sol";"pl. del Sol";
"571";"c.";"del";"Sol";"c. del Sol";
"572";"c.";"de";"Sòcrates";"c. de Sòcrates";
"573";"c.";"de";"Sobarber";"c. de Sobarber";
"574";"c.";"de";"Simone Weil";"c. de Simone Weil";
"482";"pl.";"de";"Veneçuela";"pl. de Veneçuela";
"483";"c.";"de";"Venècia";"c. de Venècia";
"484";"c.";"de";"Velázquez";"c. de Velázquez";
"485";"c.";"de";"Velarde";"c. de Velarde";
"486";"c.";"de";"Vázquez de Mella";"c. de Vázquez de Mella";
"487";"c.";"de";"Vasco da Gama";"c. de Vasco da Gama";
"488";"c.";"de";"Varsòvia";"c. de Varsòvia";
"489";"pl.";"de les";"Vaques";"pl. de les Vaques";
"490";"c.";"del";"Vapor";"c. del Vapor";
"491";"c.";"de les";"Valls";"c. de les Valls";
"492";"c.";"de";"Vallmitjana";"c. de Vallmitjana";
"493";"c.";"de";"Vallmanya";"c. de Vallmanya";
"494";"c.";"de";"Vallirana";"c. de Vallirana";
"495";"c.";"del";"Vallespir";"c. del Vallespir";
"496";"pl.";"del";"Vallès";"pl. del Vallès";
"497";"ptge.";"del";"Vallès";"ptge. del Vallès";
"498";"c.";"del";"Vallès";"c. del Vallès";
"499";"c.";"de";"Valldemossa";"c. de Valldemossa";
"500";"c.";"de";"Valldaura";"c. de Valldaura";
"501";"pl.";"de la";"Vall d'Aran";"pl. de la Vall d'Aran";
