parada_punt_id;linia_id;trajecte_id;direccio_id;sequencia_id;
"670";"1805";"102";"2";"24";
"645";"1805";"102";"2";"25";
"646";"1805";"102";"2";"26";
"647";"1805";"102";"2";"27";
"667";"1805";"102";"2";"28";
"28";"1810";"1";"2";"1";
"29";"1810";"1";"2";"2";
"311";"1810";"1";"2";"3";
"312";"1810";"1";"2";"4";
"341";"1810";"1";"2";"5";
"342";"1810";"1";"2";"6";
"343";"1810";"1";"2";"7";
"344";"1810";"1";"2";"8";
"332";"1810";"1";"2";"9";
"130";"1810";"1";"2";"10";
"131";"1810";"1";"2";"11";
"132";"1810";"1";"2";"12";
"46";"1810";"1";"2";"13";
"251";"1810";"1";"2";"14";
"252";"1810";"1";"2";"15";
"640";"1810";"1";"2";"16";
"253";"1810";"1";"2";"17";
"254";"1810";"1";"2";"18";
"255";"1810";"1";"2";"19";
"348";"1810";"1";"2";"20";
"84";"1810";"1";"2";"21";
"85";"1810";"1";"2";"22";
"86";"1810";"1";"2";"23";
"654";"1810";"1";"2";"24";
"53";"1810";"1";"2";"25";
"54";"1810";"1";"2";"26";
"55";"1810";"1";"2";"27";
"56";"1810";"1";"2";"28";
"395";"1810";"1";"2";"29";
"395";"1810";"2";"1";"1";
"7";"1810";"2";"1";"2";
"8";"1810";"2";"1";"3";
"9";"1810";"2";"1";"4";
"68";"1810";"2";"1";"5";
"12";"1810";"2";"1";"6";
"69";"1810";"2";"1";"7";
"276";"1810";"2";"1";"8";
"277";"1810";"2";"1";"9";
"278";"1810";"2";"1";"10";
"279";"1810";"2";"1";"11";
"16";"1810";"2";"1";"12";
"179";"1810";"2";"1";"13";
"180";"1810";"2";"1";"14";
"396";"1810";"2";"1";"15";
"357";"1810";"2";"1";"16";
"358";"1810";"2";"1";"17";
"359";"1810";"2";"1";"18";
"360";"1810";"2";"1";"19";
"322";"1810";"2";"1";"20";
"323";"1810";"2";"1";"21";
"35";"1810";"2";"1";"22";
"36";"1810";"2";"1";"23";
"679";"1811";"1";"2";"1";
"680";"1811";"1";"2";"2";
"678";"1811";"1";"2";"3";
"676";"1811";"1";"2";"4";
"317";"1811";"1";"2";"5";
"320";"1811";"1";"2";"6";
"322";"1811";"1";"2";"7";
"660";"1811";"1";"2";"8";
"661";"1811";"1";"2";"9";
"393";"1811";"1";"2";"10";
"392";"1811";"1";"2";"11";
"42";"1811";"1";"2";"12";
"43";"1811";"1";"2";"13";
"401";"1811";"1";"2";"14";
"134";"1811";"1";"2";"15";
"345";"1811";"1";"2";"16";
"346";"1811";"1";"2";"17";
"347";"1811";"1";"2";"18";
"640";"1811";"1";"2";"19";
"253";"1811";"1";"2";"20";
"254";"1811";"1";"2";"21";
"255";"1811";"1";"2";"22";
"256";"1811";"1";"2";"23";
"51";"1811";"1";"2";"24";
"52";"1811";"1";"2";"25";
"652";"1811";"1";"2";"26";
"626";"1811";"1";"2";"27";
"641";"1811";"1";"2";"28";
"147";"1811";"1";"2";"29";
"148";"1811";"1";"2";"30";
"211";"1811";"1";"2";"31";
"668";"1811";"1";"2";"32";
"667";"1811";"2";"1";"1";
"664";"1811";"2";"1";"2";
"648";"1811";"2";"1";"3";
"649";"1811";"2";"1";"4";
"650";"1811";"2";"1";"5";
"621";"1811";"2";"1";"6";
"651";"1811";"2";"1";"7";
"634";"1811";"2";"1";"8";
"10";"1811";"2";"1";"9";
"11";"1811";"2";"1";"10";
"275";"1811";"2";"1";"11";
"276";"1811";"2";"1";"12";
"277";"1811";"2";"1";"13";
"278";"1811";"2";"1";"14";
"354";"1811";"2";"1";"15";
"355";"1811";"2";"1";"16";
"356";"1811";"2";"1";"17";
"398";"1811";"2";"1";"18";
"19";"1811";"2";"1";"19";
"20";"1811";"2";"1";"20";
"600";"1811";"2";"1";"21";
"397";"1811";"2";"1";"22";
"662";"1811";"2";"1";"23";
"663";"1811";"2";"1";"24";
"312";"1811";"2";"1";"25";
"313";"1811";"2";"1";"26";
"316";"1811";"2";"1";"27";
"675";"1811";"2";"1";"28";
"677";"1811";"2";"1";"29";
"681";"1811";"2";"1";"30";
"679";"1811";"2";"1";"31";
"10";"1812";"1";"1";"1";
"11";"1812";"1";"1";"2";
"275";"1812";"1";"1";"3";
"276";"1812";"1";"1";"4";
"277";"1812";"1";"1";"5";
"278";"1812";"1";"1";"6";
"605";"1812";"1";"1";"7";
"606";"1812";"1";"1";"8";
"607";"1812";"1";"1";"9";
"608";"1812";"1";"1";"10";
"609";"1812";"1";"1";"11";
"157";"1812";"1";"1";"12";
"158";"1812";"1";"1";"13";
"163";"1812";"1";"1";"14";
"164";"1812";"1";"1";"15";
"165";"1812";"1";"1";"16";
"166";"1812";"1";"1";"17";
"167";"1812";"1";"1";"18";
"168";"1812";"1";"1";"19";
"142";"1812";"1";"1";"20";
"143";"1812";"1";"1";"21";
"673";"1812";"1";"1";"22";
"150";"1812";"1";"1";"23";
"150";"1812";"2";"2";"1";
"151";"1812";"2";"2";"2";
"152";"1812";"2";"2";"3";
"153";"1812";"2";"2";"4";
"154";"1812";"2";"2";"5";
"155";"1812";"2";"2";"6";
"156";"1812";"2";"2";"7";
"157";"1812";"2";"2";"8";
"158";"1812";"2";"2";"9";
"163";"1812";"2";"2";"10";
"164";"1812";"2";"2";"11";
"601";"1812";"2";"2";"12";
"602";"1812";"2";"2";"13";
"603";"1812";"2";"2";"14";
"604";"1812";"2";"2";"15";
"640";"1812";"2";"2";"16";
"253";"1812";"2";"2";"17";
"254";"1812";"2";"2";"18";
"255";"1812";"2";"2";"19";
"256";"1812";"2";"2";"20";
"51";"1812";"2";"2";"21";
"52";"1812";"2";"2";"22";
"170";"1812";"3";"2";"1";
"171";"1812";"3";"2";"2";
"172";"1812";"3";"2";"3";
"152";"1812";"3";"2";"4";
"153";"1812";"3";"2";"5";
"154";"1812";"3";"2";"6";
"155";"1812";"3";"2";"7";
"156";"1812";"3";"2";"8";
"157";"1812";"3";"2";"9";
"158";"1812";"3";"2";"10";
"163";"1812";"3";"2";"11";
"164";"1812";"3";"2";"12";
"601";"1812";"3";"2";"13";
"602";"1812";"3";"2";"14";
"603";"1812";"3";"2";"15";
"604";"1812";"3";"2";"16";
"640";"1812";"3";"2";"17";
"253";"1812";"3";"2";"18";
"254";"1812";"3";"2";"19";
"255";"1812";"3";"2";"20";
"256";"1812";"3";"2";"21";
"51";"1812";"3";"2";"22";
"52";"1812";"3";"2";"23";
"10";"1812";"4";"1";"1";
"11";"1812";"4";"1";"2";
"275";"1812";"4";"1";"3";
"276";"1812";"4";"1";"4";
"277";"1812";"4";"1";"5";
"278";"1812";"4";"1";"6";
"605";"1812";"4";"1";"7";
"606";"1812";"4";"1";"8";
"607";"1812";"4";"1";"9";
"608";"1812";"4";"1";"10";
"609";"1812";"4";"1";"11";
"157";"1812";"4";"1";"12";
"158";"1812";"4";"1";"13";
"167";"1812";"5";"1";"1";
"168";"1812";"5";"1";"2";
"142";"1812";"5";"1";"3";
"143";"1812";"5";"1";"4";
"673";"1812";"5";"1";"5";
"673";"1812";"6";"2";"1";
"150";"1812";"6";"2";"2";
"151";"1812";"6";"2";"3";
"152";"1812";"6";"2";"4";
"153";"1812";"6";"2";"5";
"154";"1812";"6";"2";"6";
"167";"1812";"6";"2";"7";
"394";"1812";"7";"1";"1";
"202";"1812";"7";"1";"2";
"203";"1812";"7";"1";"3";
"285";"1812";"7";"1";"4";
"286";"1812";"7";"1";"5";
"287";"1812";"7";"1";"6";
"288";"1812";"7";"1";"7";
"10";"1812";"7";"1";"8";
"11";"1812";"7";"1";"9";
"275";"1812";"7";"1";"10";
"276";"1812";"7";"1";"11";
"277";"1812";"7";"1";"12";
"278";"1812";"7";"1";"13";
"640";"1812";"7";"1";"14";
"253";"1812";"7";"1";"15";
"253";"1812";"8";"2";"1";
"254";"1812";"8";"2";"2";
"255";"1812";"8";"2";"3";
"256";"1812";"8";"2";"4";
"51";"1812";"8";"2";"5";
"52";"1812";"8";"2";"6";
"243";"1812";"8";"2";"7";
"244";"1812";"8";"2";"8";
"640";"1802";"102";"2";"20";
"253";"1802";"102";"2";"21";
"254";"1802";"102";"2";"22";
"255";"1802";"102";"2";"23";
"348";"1802";"102";"2";"24";
"84";"1802";"102";"2";"25";
"85";"1802";"102";"2";"26";
"86";"1802";"102";"2";"27";
"654";"1802";"102";"2";"28";
"53";"1802";"102";"2";"29";
"54";"1802";"102";"2";"30";
"55";"1802";"102";"2";"31";
"56";"1802";"102";"2";"32";
"386";"1802";"102";"2";"33";
"387";"1802";"102";"2";"34";
"614";"1803";"101";"1";"1";
"3";"1803";"101";"1";"2";
"4";"1803";"101";"1";"3";
"5";"1803";"101";"1";"4";
"6";"1803";"101";"1";"5";
"267";"1803";"101";"1";"6";
"268";"1803";"101";"1";"7";
"269";"1803";"101";"1";"8";
"270";"1803";"101";"1";"9";
"637";"1803";"101";"1";"10";
"271";"1803";"101";"1";"11";
"366";"1803";"101";"1";"12";
"367";"1803";"101";"1";"13";
"674";"1803";"101";"1";"14";
"368";"1803";"101";"1";"15";
"277";"1803";"101";"1";"16";
"278";"1803";"101";"1";"17";
"279";"1803";"101";"1";"18";
"391";"1803";"101";"1";"19";
"180";"1803";"101";"1";"20";
"181";"1803";"101";"1";"21";
"250";"1803";"101";"1";"22";
"303";"1803";"101";"1";"23";
"357";"1803";"101";"1";"24";
"358";"1803";"101";"1";"25";
"359";"1803";"101";"1";"26";
"360";"1803";"101";"1";"27";
"322";"1803";"101";"1";"28";
"323";"1803";"101";"1";"29";
"35";"1803";"101";"1";"30";
"36";"1803";"101";"1";"31";
"37";"1803";"101";"1";"32";
"374";"1803";"101";"1";"33";
"218";"1803";"101";"1";"34";
"96";"1803";"101";"1";"35";
"97";"1803";"101";"1";"36";
"98";"1803";"101";"1";"37";
"99";"1803";"101";"1";"38";
"99";"1803";"102";"2";"1";
"104";"1803";"102";"2";"2";
"105";"1803";"102";"2";"3";
"106";"1803";"102";"2";"4";
"107";"1803";"102";"2";"5";
"26";"1803";"102";"2";"6";
"27";"1803";"102";"2";"7";
"28";"1803";"102";"2";"8";
"29";"1803";"102";"2";"9";
"311";"1803";"102";"2";"10";
"312";"1803";"102";"2";"11";
"341";"1803";"102";"2";"12";
"342";"1803";"102";"2";"13";
"343";"1803";"102";"2";"14";
"344";"1803";"102";"2";"15";
"332";"1803";"102";"2";"16";
"130";"1803";"102";"2";"17";
"131";"1803";"102";"2";"18";
"390";"1803";"102";"2";"19";
"251";"1803";"102";"2";"20";
"252";"1803";"102";"2";"21";
"640";"1803";"102";"2";"22";
"253";"1803";"102";"2";"23";
"254";"1803";"102";"2";"24";
"380";"1803";"102";"2";"25";
"381";"1803";"102";"2";"26";
"382";"1803";"102";"2";"27";
"383";"1803";"102";"2";"28";
"635";"1803";"102";"2";"29";
"263";"1803";"102";"2";"30";
"259";"1803";"102";"2";"31";
"260";"1803";"102";"2";"32";
"384";"1803";"102";"2";"33";
"385";"1803";"102";"2";"34";
"395";"1803";"102";"2";"35";
"57";"1803";"102";"2";"36";
"58";"1803";"102";"2";"37";
"614";"1803";"102";"2";"38";
"158";"1804";"101";"2";"1";
"163";"1804";"101";"2";"2";
"164";"1804";"101";"2";"3";
"165";"1804";"101";"2";"4";
"166";"1804";"101";"2";"5";
"167";"1804";"101";"2";"6";
"168";"1804";"101";"2";"7";
"169";"1804";"101";"2";"8";
"170";"1804";"101";"2";"9";
"171";"1804";"101";"2";"10";
"172";"1804";"101";"2";"11";
"173";"1804";"101";"2";"12";
"174";"1804";"101";"2";"13";
"175";"1804";"101";"2";"14";
"176";"1804";"101";"2";"15";
"177";"1804";"101";"2";"16";
"178";"1804";"101";"2";"17";
"391";"1804";"101";"2";"18";
"180";"1804";"101";"2";"19";
"181";"1804";"101";"2";"20";
"182";"1804";"101";"2";"21";
"403";"1804";"101";"2";"22";
"404";"1804";"101";"2";"23";
"187";"1804";"101";"2";"24";
"188";"1804";"101";"2";"25";
"189";"1804";"101";"2";"26";
"282";"1804";"101";"2";"27";
"200";"1804";"101";"2";"28";
"201";"1804";"101";"2";"29";
"202";"1804";"101";"2";"30";
"672";"1804";"101";"2";"31";
"235";"1804";"101";"2";"32";
"236";"1804";"101";"2";"33";
"236";"1804";"102";"1";"1";
"237";"1804";"102";"1";"2";
"113";"1804";"102";"1";"3";
"119";"1804";"102";"1";"4";
"120";"1804";"102";"1";"5";
"247";"1804";"102";"1";"6";
"671";"1804";"102";"1";"7";
"122";"1804";"102";"1";"8";
"123";"1804";"102";"1";"9";
"124";"1804";"102";"1";"10";
"126";"1804";"102";"1";"11";
"127";"1804";"102";"1";"12";
"128";"1804";"102";"1";"13";
"129";"1804";"102";"1";"14";
"130";"1804";"102";"1";"15";
"131";"1804";"102";"1";"16";
"390";"1804";"102";"1";"17";
"251";"1804";"102";"1";"18";
"252";"1804";"102";"1";"19";
"354";"1804";"102";"1";"20";
"30";"1798";"3";"2";"5";
"324";"1798";"3";"2";"6";
"325";"1798";"3";"2";"7";
"39";"1798";"3";"2";"8";
"326";"1798";"3";"2";"9";
"327";"1798";"3";"2";"10";
"328";"1798";"3";"2";"11";
"329";"1798";"3";"2";"12";
"332";"1798";"3";"2";"13";
"333";"1798";"3";"2";"14";
"334";"1798";"3";"2";"15";
"231";"1798";"3";"2";"16";
"49";"1798";"3";"2";"17";
"50";"1798";"3";"2";"18";
"51";"1798";"3";"2";"19";
"52";"1798";"3";"2";"20";
"53";"1798";"3";"2";"21";
"54";"1798";"3";"2";"22";
"55";"1798";"3";"2";"23";
"300";"1798";"3";"2";"24";
"300";"1798";"4";"1";"1";
"7";"1798";"4";"1";"2";
"8";"1798";"4";"1";"3";
"9";"1798";"4";"1";"4";
"10";"1798";"4";"1";"5";
"11";"1798";"4";"1";"6";
"12";"1798";"4";"1";"7";
"13";"1798";"4";"1";"8";
"208";"1798";"4";"1";"9";
"301";"1798";"4";"1";"10";
"302";"1798";"4";"1";"11";
"182";"1798";"4";"1";"12";
"183";"1798";"4";"1";"13";
"303";"1798";"4";"1";"14";
"304";"1798";"4";"1";"15";
"305";"1798";"4";"1";"16";
"306";"1798";"4";"1";"17";
"307";"1798";"4";"1";"18";
"308";"1798";"4";"1";"19";
"309";"1798";"4";"1";"20";
"310";"1798";"4";"1";"21";
"311";"1798";"4";"1";"22";
"312";"1798";"4";"1";"23";
"313";"1798";"4";"1";"24";
"316";"1798";"4";"1";"25";
"317";"1798";"4";"1";"26";
"36";"1800";"1";"2";"1";
"37";"1800";"1";"2";"2";
"374";"1800";"1";"2";"3";
"82";"1800";"1";"2";"4";
"377";"1800";"1";"2";"5";
"378";"1800";"1";"2";"6";
"225";"1800";"1";"2";"7";
"226";"1800";"1";"2";"8";
"379";"1800";"1";"2";"9";
"41";"1800";"1";"2";"10";
"42";"1800";"1";"2";"11";
"43";"1800";"1";"2";"12";
"401";"1800";"1";"2";"13";
"134";"1800";"1";"2";"14";
"345";"1800";"1";"2";"15";
"346";"1800";"1";"2";"16";
"347";"1800";"1";"2";"17";
"640";"1800";"1";"2";"18";
"253";"1800";"1";"2";"19";
"254";"1800";"1";"2";"20";
"380";"1800";"1";"2";"21";
"381";"1800";"1";"2";"22";
"382";"1800";"1";"2";"23";
"383";"1800";"1";"2";"24";
"635";"1800";"1";"2";"25";
"263";"1800";"1";"2";"26";
"259";"1800";"1";"2";"27";
"260";"1800";"1";"2";"28";
"384";"1800";"1";"2";"29";
"385";"1800";"1";"2";"30";
"386";"1800";"1";"2";"31";
"387";"1800";"1";"2";"32";
"388";"1800";"1";"2";"33";
"59";"1800";"1";"2";"34";
"3";"1800";"1";"2";"35";
"3";"1800";"2";"1";"1";
"4";"1800";"2";"1";"2";
"5";"1800";"2";"1";"3";
"6";"1800";"2";"1";"4";
"267";"1800";"2";"1";"5";
"268";"1800";"2";"1";"6";
"269";"1800";"2";"1";"7";
"270";"1800";"2";"1";"8";
"637";"1800";"2";"1";"9";
"271";"1800";"2";"1";"10";
"366";"1800";"2";"1";"11";
"367";"1800";"2";"1";"12";
"674";"1800";"2";"1";"13";
"368";"1800";"2";"1";"14";
"277";"1800";"2";"1";"15";
"278";"1800";"2";"1";"16";
"354";"1800";"2";"1";"17";
"355";"1800";"2";"1";"18";
"356";"1800";"2";"1";"19";
"398";"1800";"2";"1";"20";
"19";"1800";"2";"1";"21";
"20";"1800";"2";"1";"22";
"21";"1800";"2";"1";"23";
"369";"1800";"2";"1";"24";
"370";"1800";"2";"1";"25";
"215";"1800";"2";"1";"26";
"216";"1800";"2";"1";"27";
"217";"1800";"2";"1";"28";
"24";"1800";"2";"1";"29";
"25";"1800";"2";"1";"30";
"26";"1800";"2";"1";"31";
"27";"1800";"2";"1";"32";
"28";"1800";"2";"1";"33";
"1";"1801";"101";"1";"1";
"2";"1801";"101";"1";"2";
"64";"1801";"101";"1";"3";
"65";"1801";"101";"1";"4";
"66";"1801";"101";"1";"5";
"67";"1801";"101";"1";"6";
"7";"1801";"101";"1";"7";
"8";"1801";"101";"1";"8";
"9";"1801";"101";"1";"9";
"10";"1801";"101";"1";"10";
"11";"1801";"101";"1";"11";
"12";"1801";"101";"1";"12";
"13";"1801";"101";"1";"13";
"14";"1801";"101";"1";"14";
"15";"1801";"101";"1";"15";
"391";"1801";"101";"1";"16";
"180";"1801";"101";"1";"17";
"181";"1801";"101";"1";"18";
"250";"1801";"101";"1";"19";
"303";"1801";"101";"1";"20";
"304";"1801";"101";"1";"21";
"305";"1801";"101";"1";"22";
"393";"1801";"101";"1";"23";
"21";"1801";"101";"1";"24";
"22";"1801";"101";"1";"25";
"23";"1801";"101";"1";"26";
"24";"1801";"101";"1";"27";
"25";"1801";"101";"1";"28";
"26";"1801";"101";"1";"29";
"27";"1801";"101";"1";"30";
"28";"1801";"101";"1";"31";
"29";"1801";"101";"1";"32";
"30";"1801";"101";"1";"33";
"30";"1801";"102";"2";"1";
"35";"1801";"102";"2";"2";
"36";"1801";"102";"2";"3";
"37";"1801";"102";"2";"4";
"374";"1801";"102";"2";"5";
"82";"1801";"102";"2";"6";
"83";"1801";"102";"2";"7";
"40";"1801";"102";"2";"8";
"41";"1801";"102";"2";"9";
"600";"1801";"102";"2";"10";
"328";"1801";"102";"2";"11";
"329";"1801";"102";"2";"12";
"332";"1801";"102";"2";"13";
"130";"1801";"102";"2";"14";
"131";"1801";"102";"2";"15";
"390";"1801";"102";"2";"16";
"47";"1801";"102";"2";"17";
"48";"1801";"102";"2";"18";
"49";"1801";"102";"2";"19";
"50";"1801";"102";"2";"20";
"51";"1801";"102";"2";"21";
"52";"1801";"102";"2";"22";
"53";"1801";"102";"2";"23";
"54";"1801";"102";"2";"24";
"55";"1801";"102";"2";"25";
"56";"1801";"102";"2";"26";
"87";"1801";"102";"2";"27";
"407";"1801";"102";"2";"28";
"89";"1801";"102";"2";"29";
"90";"1801";"102";"2";"30";
"91";"1801";"102";"2";"31";
"1";"1801";"102";"2";"32";
"407";"1801";"103";"1";"1";
"89";"1801";"103";"1";"2";
"90";"1801";"103";"1";"3";
"91";"1801";"103";"1";"4";
"1";"1801";"103";"1";"5";
"2";"1801";"103";"1";"6";
"64";"1801";"103";"1";"7";
"65";"1801";"103";"1";"8";
"66";"1801";"103";"1";"9";
"67";"1801";"103";"1";"10";
"7";"1801";"103";"1";"11";
"8";"1801";"103";"1";"12";
"9";"1801";"103";"1";"13";
"10";"1801";"103";"1";"14";
"11";"1801";"103";"1";"15";
"12";"1801";"103";"1";"16";
"13";"1801";"103";"1";"17";
"14";"1801";"103";"1";"18";
"15";"1801";"103";"1";"19";
"391";"1801";"103";"1";"20";
"180";"1801";"103";"1";"21";
"181";"1801";"103";"1";"22";
"250";"1801";"103";"1";"23";
"303";"1801";"103";"1";"24";
"304";"1801";"103";"1";"25";
"305";"1801";"103";"1";"26";
"393";"1801";"103";"1";"27";
"21";"1801";"103";"1";"28";
"22";"1801";"103";"1";"29";
"23";"1801";"103";"1";"30";
"24";"1801";"103";"1";"31";
"25";"1801";"103";"1";"32";
"26";"1801";"103";"1";"33";
"27";"1801";"103";"1";"34";
"28";"1801";"103";"1";"35";
"29";"1801";"103";"1";"36";
"30";"1801";"103";"1";"37";
"387";"1802";"101";"1";"1";
"67";"1802";"101";"1";"2";
"7";"1802";"101";"1";"3";
"8";"1802";"101";"1";"4";
"9";"1802";"101";"1";"5";
"68";"1802";"101";"1";"6";
"12";"1802";"101";"1";"7";
"69";"1802";"101";"1";"8";
"276";"1802";"101";"1";"9";
"277";"1802";"101";"1";"10";
"278";"1802";"101";"1";"11";
"279";"1802";"101";"1";"12";
"391";"1802";"101";"1";"13";
"180";"1802";"101";"1";"14";
"181";"1802";"101";"1";"15";
"250";"1802";"101";"1";"16";
"303";"1802";"101";"1";"17";
"304";"1802";"101";"1";"18";
"305";"1802";"101";"1";"19";
"393";"1802";"101";"1";"20";
"21";"1802";"101";"1";"21";
"22";"1802";"101";"1";"22";
"23";"1802";"101";"1";"23";
"24";"1802";"101";"1";"24";
"25";"1802";"101";"1";"25";
"71";"1802";"101";"1";"26";
"72";"1802";"101";"1";"27";
"73";"1802";"101";"1";"28";
"74";"1802";"101";"1";"29";
"658";"1802";"101";"1";"30";
"657";"1802";"101";"1";"31";
"657";"1802";"102";"2";"1";
"77";"1802";"102";"2";"2";
"78";"1802";"102";"2";"3";
"79";"1802";"102";"2";"4";
"80";"1802";"102";"2";"5";
"81";"1802";"102";"2";"6";
"82";"1802";"102";"2";"7";
"83";"1802";"102";"2";"8";
"40";"1802";"102";"2";"9";
"41";"1802";"102";"2";"10";
"600";"1802";"102";"2";"11";
"328";"1802";"102";"2";"12";
"329";"1802";"102";"2";"13";
"332";"1802";"102";"2";"14";
"130";"1802";"102";"2";"15";
"131";"1802";"102";"2";"16";
"390";"1802";"102";"2";"17";
"251";"1802";"102";"2";"18";
"252";"1802";"102";"2";"19";
"355";"1804";"102";"1";"21";
"135";"1804";"102";"1";"22";
"136";"1804";"102";"1";"23";
"137";"1804";"102";"1";"24";
"138";"1804";"102";"1";"25";
"139";"1804";"102";"1";"26";
"140";"1804";"102";"1";"27";
"141";"1804";"102";"1";"28";
"152";"1804";"102";"1";"29";
"153";"1804";"102";"1";"30";
"154";"1804";"102";"1";"31";
"155";"1804";"102";"1";"32";
"156";"1804";"102";"1";"33";
"157";"1804";"102";"1";"34";
"158";"1804";"102";"1";"35";
"158";"1804";"111";"2";"1";
"163";"1804";"111";"2";"2";
"164";"1804";"111";"2";"3";
"165";"1804";"111";"2";"4";
"166";"1804";"111";"2";"5";
"167";"1804";"111";"2";"6";
"168";"1804";"111";"2";"7";
"142";"1804";"111";"2";"8";
"143";"1804";"111";"2";"9";
"683";"1804";"111";"2";"10";
"145";"1804";"111";"2";"11";
"150";"1804";"111";"2";"12";
"151";"1804";"111";"2";"13";
"169";"1804";"111";"2";"14";
"170";"1804";"111";"2";"15";
"171";"1804";"111";"2";"16";
"172";"1804";"111";"2";"17";
"173";"1804";"111";"2";"18";
"174";"1804";"111";"2";"19";
"175";"1804";"111";"2";"20";
"176";"1804";"111";"2";"21";
"177";"1804";"111";"2";"22";
"178";"1804";"111";"2";"23";
"391";"1804";"111";"2";"24";
"180";"1804";"111";"2";"25";
"181";"1804";"111";"2";"26";
"182";"1804";"111";"2";"27";
"403";"1804";"111";"2";"28";
"404";"1804";"111";"2";"29";
"187";"1804";"111";"2";"30";
"188";"1804";"111";"2";"31";
"189";"1804";"111";"2";"32";
"282";"1804";"111";"2";"33";
"200";"1804";"111";"2";"34";
"201";"1804";"111";"2";"35";
"202";"1804";"111";"2";"36";
"672";"1804";"111";"2";"37";
"235";"1804";"111";"2";"38";
"236";"1804";"111";"2";"39";
"236";"1804";"112";"1";"1";
"237";"1804";"112";"1";"2";
"113";"1804";"112";"1";"3";
"119";"1804";"112";"1";"4";
"120";"1804";"112";"1";"5";
"247";"1804";"112";"1";"6";
"671";"1804";"112";"1";"7";
"122";"1804";"112";"1";"8";
"123";"1804";"112";"1";"9";
"124";"1804";"112";"1";"10";
"126";"1804";"112";"1";"11";
"127";"1804";"112";"1";"12";
"128";"1804";"112";"1";"13";
"129";"1804";"112";"1";"14";
"130";"1804";"112";"1";"15";
"131";"1804";"112";"1";"16";
"390";"1804";"112";"1";"17";
"251";"1804";"112";"1";"18";
"252";"1804";"112";"1";"19";
"354";"1804";"112";"1";"20";
"355";"1804";"112";"1";"21";
"135";"1804";"112";"1";"22";
"136";"1804";"112";"1";"23";
"137";"1804";"112";"1";"24";
"138";"1804";"112";"1";"25";
"139";"1804";"112";"1";"26";
"140";"1804";"112";"1";"27";
"141";"1804";"112";"1";"28";
"142";"1804";"112";"1";"29";
"143";"1804";"112";"1";"30";
"683";"1804";"112";"1";"31";
"145";"1804";"112";"1";"32";
"150";"1804";"112";"1";"33";
"151";"1804";"112";"1";"34";
"152";"1804";"112";"1";"35";
"153";"1804";"112";"1";"36";
"154";"1804";"112";"1";"37";
"155";"1804";"112";"1";"38";
"156";"1804";"112";"1";"39";
"157";"1804";"112";"1";"40";
"158";"1804";"112";"1";"41";
"667";"1805";"101";"1";"1";
"664";"1805";"101";"1";"2";
"648";"1805";"101";"1";"3";
"649";"1805";"101";"1";"4";
"650";"1805";"101";"1";"5";
"621";"1805";"101";"1";"6";
"651";"1805";"101";"1";"7";
"634";"1805";"101";"1";"8";
"243";"1805";"101";"1";"9";
"244";"1805";"101";"1";"10";
"245";"1805";"101";"1";"11";
"246";"1805";"101";"1";"12";
"203";"1805";"101";"1";"13";
"204";"1805";"101";"1";"14";
"205";"1805";"101";"1";"15";
"206";"1805";"101";"1";"16";
"207";"1805";"101";"1";"17";
"13";"1805";"101";"1";"18";
"208";"1805";"101";"1";"19";
"209";"1805";"101";"1";"20";
"210";"1805";"101";"1";"21";
"390";"1805";"101";"1";"22";
"251";"1805";"101";"1";"23";
"252";"1805";"101";"1";"24";
"354";"1805";"101";"1";"25";
"355";"1805";"101";"1";"26";
"356";"1805";"101";"1";"27";
