parada_punt_id;linia_id;trajecte_id;direccio_id;sequencia_id;
"177";"1814";"1";"2";"16";
"178";"1814";"1";"2";"17";
"179";"1814";"1";"2";"18";
"180";"1814";"1";"2";"19";
"181";"1814";"1";"2";"20";
"182";"1814";"1";"2";"21";
"403";"1814";"1";"2";"22";
"404";"1814";"1";"2";"23";
"187";"1814";"1";"2";"24";
"188";"1814";"1";"2";"25";
"189";"1814";"1";"2";"26";
"190";"1814";"1";"2";"27";
"191";"1814";"1";"2";"28";
"192";"1814";"1";"2";"29";
"284";"1814";"1";"2";"30";
"394";"1814";"1";"2";"31";
"394";"1814";"2";"1";"1";
"113";"1814";"2";"1";"2";
"119";"1814";"2";"1";"3";
"120";"1814";"2";"1";"4";
"121";"1814";"2";"1";"5";
"122";"1814";"2";"1";"6";
"123";"1814";"2";"1";"7";
"124";"1814";"2";"1";"8";
"126";"1814";"2";"1";"9";
"127";"1814";"2";"1";"10";
"128";"1814";"2";"1";"11";
"129";"1814";"2";"1";"12";
"130";"1814";"2";"1";"13";
"131";"1814";"2";"1";"14";
"132";"1814";"2";"1";"15";
"17";"1814";"2";"1";"16";
"18";"1814";"2";"1";"17";
"401";"1814";"2";"1";"18";
"134";"1814";"2";"1";"19";
"135";"1814";"2";"1";"20";
"136";"1814";"2";"1";"21";
"137";"1814";"2";"1";"22";
"138";"1814";"2";"1";"23";
"139";"1814";"2";"1";"24";
"140";"1814";"2";"1";"25";
"141";"1814";"2";"1";"26";
"152";"1814";"2";"1";"27";
"153";"1814";"2";"1";"28";
"154";"1814";"2";"1";"29";
"155";"1814";"2";"1";"30";
"156";"1814";"2";"1";"31";
"157";"1814";"2";"1";"32";
"158";"1814";"2";"1";"33";
"643";"1815";"1";"1";"1";
"644";"1815";"1";"1";"2";
"650";"1815";"1";"1";"3";
"621";"1815";"1";"1";"4";
"622";"1815";"1";"1";"5";
"246";"1815";"1";"1";"6";
"203";"1815";"1";"1";"7";
"204";"1815";"1";"1";"8";
"205";"1815";"1";"1";"9";
"206";"1815";"1";"1";"10";
"207";"1815";"1";"1";"11";
"13";"1815";"1";"1";"12";
"208";"1815";"1";"1";"13";
"209";"1815";"1";"1";"14";
"210";"1815";"1";"1";"15";
"131";"1815";"1";"1";"16";
"132";"1815";"1";"1";"17";
"17";"1815";"1";"1";"18";
"18";"1815";"1";"1";"19";
"401";"1815";"1";"1";"20";
"134";"1815";"1";"1";"21";
"212";"1815";"1";"1";"22";
"213";"1815";"1";"1";"23";
"214";"1815";"1";"1";"24";
"215";"1815";"1";"1";"25";
"216";"1815";"1";"1";"26";
"217";"1815";"1";"1";"27";
"24";"1815";"1";"1";"28";
"218";"1815";"1";"1";"29";
"218";"1815";"2";"2";"1";
"96";"1815";"2";"2";"2";
"224";"1815";"2";"2";"3";
"225";"1815";"2";"2";"4";
"226";"1815";"2";"2";"5";
"227";"1815";"2";"2";"6";
"228";"1815";"2";"2";"7";
"176";"1815";"2";"2";"8";
"177";"1815";"2";"2";"9";
"178";"1815";"2";"2";"10";
"179";"1815";"2";"2";"11";
"180";"1815";"2";"2";"12";
"230";"1815";"2";"2";"13";
"231";"1815";"2";"2";"14";
"49";"1815";"2";"2";"15";
"232";"1815";"2";"2";"16";
"233";"1815";"2";"2";"17";
"234";"1815";"2";"2";"18";
"285";"1815";"2";"2";"19";
"623";"1815";"2";"2";"20";
"624";"1815";"2";"2";"21";
"625";"1815";"2";"2";"22";
"641";"1815";"2";"2";"23";
"642";"1815";"2";"2";"24";
"643";"1815";"2";"2";"25";
"213";"1805";"101";"1";"28";
"214";"1805";"101";"1";"29";
"215";"1805";"101";"1";"30";
"216";"1805";"101";"1";"31";
"217";"1805";"101";"1";"32";
"24";"1805";"101";"1";"33";
"218";"1805";"101";"1";"34";
"218";"1805";"102";"2";"1";
"96";"1805";"102";"2";"2";
"224";"1805";"102";"2";"3";
"225";"1805";"102";"2";"4";
"226";"1805";"102";"2";"5";
"227";"1805";"102";"2";"6";
"228";"1805";"102";"2";"7";
"176";"1805";"102";"2";"8";
"177";"1805";"102";"2";"9";
"178";"1805";"102";"2";"10";
"391";"1805";"102";"2";"11";
"230";"1805";"102";"2";"12";
"231";"1805";"102";"2";"13";
"49";"1805";"102";"2";"14";
"232";"1805";"102";"2";"15";
"233";"1805";"102";"2";"16";
"234";"1805";"102";"2";"17";
"285";"1805";"102";"2";"18";
"623";"1805";"102";"2";"19";
"624";"1805";"102";"2";"20";
"625";"1805";"102";"2";"21";
"641";"1805";"102";"2";"22";
"147";"1805";"102";"2";"23";
