IdNp;IdNom;Numero;Bis;Districte;Seccio;IdSector;CoordenadaX;CoordenadaY;
"8753";"1688";"0014";" ";"4";"419";"55";"423360.232025999980";"4600227.988227999800";
"8757";"1310";"0004";" ";"4";"419";"55";"423333.658249999980";"4600254.794990000300";
"8761";"1688";"0001";" ";"4";"419";"55";"423329.096567999980";"4600206.971401000400";
"8764";"542";"0446";" ";"4";"419";"55";"423308.501773000000";"4600203.317660000200";
"8765";"542";"0450";" ";"4";"419";"55";"423284.948345999990";"4600223.965688000400";
"8768";"1688";"0011";" ";"4";"419";"55";"423381.519947999970";"4600290.134941999800";
"8772";"1310";"0005";" ";"4";"419";"55";"423324.821622000020";"4600271.925363999800";
"8776";"457";"0044";" ";"4";"419";"55";"423396.143444999990";"4600240.805927000000";
"8779";"1688";"0020";" ";"4";"419";"55";"423375.753525000010";"4600253.145383999700";
"8780";"457";"0050";" ";"4";"419";"55";"423376.355356000010";"4600251.464944000400";
"8783";"1688";"0026";" ";"4";"419";"55";"423385.762265000030";"4600268.963758000200";
"8787";"1548";"0009";" ";"5";"513";"53";"423402.666227000010";"4600100.897377000200";
"8791";"1548";"0017";" ";"5";"513";"53";"423386.773561000010";"4600091.996957000300";
"8796";"1548";"0029";" ";"5";"513";"53";"423345.924270000020";"4600069.303429000100";
"8799";"1548";"0035";" ";"5";"513";"53";"423326.900443000020";"4600058.668755000500";
"8800";"1548";"0037";" ";"5";"513";"53";"423322.522484000020";"4600056.223720000100";
"8803";"1548";"0002";" ";"5";"513";"53";"423396.719232000000";"4600112.524345999600";
"8807";"1548";"0010";" ";"5";"513";"53";"423376.448143000020";"4600101.083259000400";
"8811";"1548";"0018";" ";"5";"513";"53";"423359.140773000020";"4600091.317239000500";
"8814";"1548";"0024";" ";"5";"513";"53";"423346.674821000020";"4600084.320001999800";
"8815";"1548";"0026";" ";"5";"513";"53";"423343.045555000020";"4600082.155779000400";
"8818";"1548";"0032";" ";"5";"513";"53";"423324.990781000000";"4600072.024966999900";
"8822";"1548";"0040";" ";"5";"513";"53";"423304.776840000010";"4600060.535384000300";
"8826";"878";"0006";" ";"5";"513";"53";"423075.481765999980";"4600216.210765000400";
"8829";"892";"0014";" ";"5";"513";"53";"423042.463111000020";"4600206.811346000100";
"8833";"878";"0007";" ";"5";"513";"53";"423080.301091999980";"4600203.847141000400";
"8837";"892";"0002";" ";"5";"513";"53";"423062.178143000000";"4600176.806819000300";
"8841";"878";"0042";" ";"5";"513";"53";"422976.815715999980";"4600151.234507000100";
"8844";"878";"0036";" ";"5";"513";"53";"422992.958205999980";"4600161.895792000000";
"8845";"878";"0034";" ";"5";"513";"53";"422996.977449000000";"4600164.548233999900";
"8848";"878";"0028";" ";"5";"513";"53";"423009.673423999980";"4600172.925615999800";
"8849";"878";"0026";" ";"5";"513";"53";"423013.891117000020";"4600175.704762999900";
"8852";"878";"0020";" ";"5";"513";"53";"423026.328753000010";"4600183.917944000100";
"8856";"878";"0035";" ";"5";"513";"53";"422980.762464999980";"4600138.208792000100";
"8860";"878";"0027";" ";"5";"513";"53";"423003.738970000010";"4600153.385297999700";
"8863";"878";"0021";" ";"5";"513";"53";"423026.940010000020";"4600168.708224000400";
"8864";"878";"0019";" ";"5";"513";"53";"423035.614308000020";"4600175.346828999900";
"8867";"587";"0050";" ";"4";"418";"55";"423400.607643000020";"4600356.925277999600";
"8871";"1127";"0003";" ";"4";"419";"55";"423376.115057000020";"4600333.140464999700";
"8875";"594";"0012";" ";"4";"419";"55";"423311.079721999990";"4600320.851785999700";
"8878";"1091";"0005";" ";"4";"420";"55";"423395.868181000000";"4600387.214216000400";
"8879";"1091";"0003";" ";"4";"420";"55";"423390.477095999990";"4600372.021417000300";
"8882";"594";"0022";" ";"4";"420";"55";"423336.917175000010";"4600392.582341000400";
"8886";"594";"0028";" ";"4";"420";"55";"423355.611873999990";"4600444.053745999900";
"8890";"1558";"0012";" ";"4";"428";"56";"422912.862113000010";"4600967.650907999800";
"8894";"1111";"0021";" ";"4";"428";"56";"422952.230822000010";"4601051.784473000100";
"8897";"1111";"0013";" ";"4";"428";"56";"422985.344449999980";"4601024.711356000000";
"8901";"1111";"0020";" ";"4";"428";"56";"422936.146944999990";"4601077.745660999800";
"8908";"1648";"0017";" ";"4";"428";"56";"422965.350258999970";"4601138.727745000300";
"8909";"1648";"0009";" ";"4";"428";"56";"422982.351804999980";"4601115.358203999700";
"8912";"1648";"0012";" ";"4";"428";"56";"422993.483517999990";"4601078.413457999900";
"8916";"1648";"0028";" ";"4";"428";"56";"422983.891470999980";"4601145.401571000000";
"8920";"1648";"0044";" ";"4";"428";"56";"422947.869100000010";"4601210.631121000300";
"8923";"1024";"0072";" ";"4";"428";"56";"422933.663944000030";"4601273.004534999800";
"8924";"1024";"0068";" ";"4";"428";"56";"422965.168521000010";"4601286.118456999800";
"8927";"1024";"0056";" ";"4";"428";"56";"422998.438767999990";"4601248.080575999800";
"8931";"1024";"0040";" ";"4";"428";"56";"423038.368288000000";"4601176.670792000400";
"8935";"1024";"0024";" ";"4";"428";"56";"423057.623896999980";"4601107.409599999900";
"8938";"1024";"0012";" ";"4";"428";"56";"423054.076033000020";"4601045.621460000100";
"8939";"1024";"0008";" ";"4";"428";"56";"423049.590547000000";"4601025.621647000300";
"8942";"1558";"0007";" ";"4";"428";"56";"423002.884046000020";"4600968.882407999600";
"8954";"845";"0001";" ";"3";"326";"42";"423366.276828999980";"4602791.910082000300";
"8957";"1003";"0002";" ";"3";"326";"42";"423336.288283000000";"4602820.251590000500";
"8958";"1003";"0024";" ";"3";"326";"42";"423382.190401999980";"4602858.944407000200";
"8961";"1219";"0002";" ";"3";"326";"42";"423302.389927999990";"4602857.002426999600";
"8965";"1693";"0004";" ";"3";"326";"42";"423289.124599999980";"4602878.577482000000";
"8968";"1693";"0016";" ";"3";"326";"42";"423316.384648000010";"4602901.485148999800";
"8969";"1693";"0020";" ";"3";"326";"42";"423325.446525999990";"4602909.082375000200";
"8972";"1693";"0006";" ";"3";"326";"42";"423292.715274000020";"4602881.602273999700";
"8973";"744";"0004";" ";"3";"326";"42";"423272.794469000010";"4602897.508379999500";
"8976";"744";"0010";" ";"3";"326";"42";"423285.069101999980";"4602907.852040999600";
"8980";"744";"0018";" ";"3";"326";"42";"423303.632332000010";"4602923.495013000400";
"8984";"1097";"0002";" ";"3";"326";"42";"423249.115868999970";"4602910.186103999600";
"8987";"1097";"0014";" ";"3";"326";"42";"423276.055182999990";"4602932.893296999900";
"8991";"1097";"0004";" ";"3";"326";"42";"423254.869224000020";"4602915.039521999700";
"8995";"1097";"0036";" ";"3";"326";"42";"423334.675915999980";"4602978.806210000100";
"8999";"1097";"0052";" ";"3";"326";"42";"423373.682185999990";"4603006.005904000300";
"9002";"1097";"0044";" ";"3";"326";"42";"423354.319759999980";"4602992.481174999800";
"9006";"744";"0034";" ";"3";"326";"42";"423371.500046000000";"4602974.067365000000";
"9010";"1620";"0093";" ";"3";"326";"42";"423398.309167000000";"4602988.609717000300";
"9014";"1693";"0030";" ";"3";"326";"42";"423355.108728000020";"4602932.243975999800";
"9017";"1693";"0040";" ";"3";"326";"42";"423379.670233000010";"4602949.303198000400";
"9018";"1693";"0044";" ";"3";"326";"42";"423389.367343000020";"4602956.064020000400";
"9021";"1003";"0026";" ";"3";"326";"42";"423393.357999000000";"4602867.474407000500";
"9025";"949";"0069";" ";"5";"511";"53";"423861.754041999990";"4599563.595044000100";
"9029";"949";"0062";" ";"5";"511";"53";"423873.991442999980";"4599621.100083000000";
"9032";"949";"0076";" ";"5";"511";"53";"423901.068006000020";"4599562.269438000400";
"9033";"949";"0078";" ";"5";"511";"53";"423902.279059999970";"4599524.245877999800";
"9036";"949";"0089";" ";"5";"511";"53";"423900.171016999990";"4599458.694329000100";
"9040";"1181";"0023";" ";"5";"512";"53";"423881.946209000020";"4599788.268873999800";
"9044";"1011";"0049";" ";"5";"513";"53";"423880.940733000000";"4599694.384262000200";
"9047";"1011";"0043";" ";"5";"513";"53";"423898.751729000010";"4599704.384479999500";
"9048";"1011";"0041";" ";"5";"513";"53";"423903.736091000030";"4599707.211713000200";
"9051";"1076";"0049";" ";"5";"513";"53";"423874.194711000020";"4599660.505900999500";
"9052";"1076";"0047";" ";"5";"513";"53";"423860.909901999980";"4599672.655244999600";
"9055";"1188";"0001";" ";"5";"513";"53";"423808.144359999980";"4599614.061321999900";
"9059";"1009";"0135";" ";"5";"513";"53";"423743.454405999980";"4599696.155093000300";
"9062";"1009";"0129";" ";"5";"513";"53";"423735.847014000000";"4599707.615670000200";
"9063";"1009";"0127";" ";"5";"513";"53";"423731.267859000010";"4599714.551200999900";
"9066";"1009";"0121";" ";"5";"513";"53";"423723.647173999980";"4599726.079025999600";
"9067";"1076";"0032";" ";"5";"513";"53";"423774.473724999990";"4599753.083426999900";
"9070";"1076";"0038";" ";"5";"513";"53";"423786.772759000010";"4599734.483273999800";
"9074";"1076";"0052";" ";"5";"513";"53";"423814.219795999990";"4599693.067417999700";
"9077";"1076";"0035";" ";"5";"513";"53";"423828.423830999990";"4599713.052784999800";
"9081";"956";"0033";" ";"5";"513";"53";"423851.455462999990";"4599739.265998000300";
"9092";"1011";"0036";" ";"5";"513";"53";"423881.589414999990";"4599707.445422999600";
"9093";"1011";"0038";" ";"5";"513";"53";"423875.558276000030";"4599704.057102999600";
"9096";"1011";"0042";" ";"5";"513";"53";"423862.860639000020";"4599696.910573000100";
"9100";"1076";"0021";" ";"5";"513";"53";"423794.574488000010";"4599764.198284000200";
"9104";"1331";"0039";" ";"5";"513";"53";"423824.201743000010";"4599786.073555000100";
"9108";"1181";"0026";" ";"5";"513";"53";"423869.286988999990";"4599784.036171000500";
"9111";"956";"0034";" ";"5";"513";"53";"423868.275873999980";"4599761.506807000400";
"9115";"956";"0042";" ";"5";"513";"53";"423845.774301000000";"4599748.817195000100";
"9123";"1076";"0023";" ";"5";"513";"53";"423798.661789999980";"4599757.990349000300";
"9126";"1331";"0042";" ";"5";"513";"53";"423792.544309000020";"4599785.506438000100";
"9130";"1188";"0004";" ";"5";"513";"53";"423801.858370999980";"4599653.718627000200";
"9134";"542";"0376";" ";"4";"416";"55";"423832.463162000000";"4600013.465468999900";
"9138";"938";"0012";" ";"4";"416";"55";"423861.551313999980";"4600023.580640000300";
"9141";"938";"0016";" ";"4";"416";"55";"423881.621697000000";"4600025.357998999800";
"9142";"1115";"0005";" ";"4";"416";"55";"423873.347781999970";"4600003.984828000000";
"9145";"1115";"0001";" ";"4";"416";"55";"423869.609498000010";"4599994.905727000000";
"9146";"1115";"0003";" ";"4";"416";"55";"423872.109162000010";"4600000.880866999700";
"9149";"938";"0010";" ";"4";"416";"55";"423857.171885999970";"4600022.928457000300";
"9153";"1635";"0052";" ";"4";"416";"55";"423817.953745000010";"4600144.604094999800";
"9156";"1635";"0058";" ";"4";"416";"55";"423836.228141000030";"4600147.442121000000";
"9157";"1635";"0060";" ";"4";"416";"55";"423840.926754000010";"4600148.169156000000";
"9160";"1635";"0068";" ";"4";"416";"55";"423865.844243000030";"4600152.042120000300";
"9161";"1115";"0037";" ";"4";"416";"55";"423870.040543999990";"4600139.660643000200";
"9164";"1115";"0031";" ";"4";"416";"55";"423874.080147999980";"4600113.722423999600";
"9171";"1115";"0013";" ";"4";"416";"55";"423881.828023999990";"4600063.918131000400";
"9175";"938";"0017";" ";"4";"416";"55";"423863.291924000020";"4600039.148587999900";
"9176";"938";"0013";" ";"4";"416";"55";"423850.041099000020";"4600037.045614000400";
"9179";"1093";"0030";" ";"4";"416";"55";"423817.027479999990";"4600108.426529999800";
"9183";"1093";"0064";" ";"4";"416";"55";"423794.826538000020";"4600254.787407999900";
"9186";"1165";"0033";" ";"4";"416";"55";"423812.659581999990";"4600266.898915000300";
"9190";"1115";"0059";" ";"4";"416";"55";"423854.492180000000";"4600241.950446000300";
"9191";"1115";"0057";" ";"4";"416";"55";"423855.639487000010";"4600234.349607000100";
"9194";"1115";"0049";" ";"4";"416";"55";"423860.055727000000";"4600205.331431999800";
"9198";"1115";"0041";" ";"4";"416";"55";"423864.220582999990";"4600177.679947000000";
"9201";"1635";"0079";" ";"4";"416";"55";"423857.157674000020";"4600163.964925000400";
"9205";"1635";"0071";" ";"4";"416";"55";"423828.415999999970";"4600159.395983000300";
"9206";"1635";"0069";" ";"4";"416";"55";"423821.308666000030";"4600158.264488000400";
"9220";"1165";"0012";" ";"4";"416";"55";"423895.817431000000";"4600259.708042999700";
"9221";"1165";"0010";" ";"4";"416";"55";"423901.829035000000";"4600258.089537000300";
"9224";"542";"0366";" ";"4";"416";"55";"423891.125789000010";"4599986.406468999600";
"9228";"1115";"0006";" ";"4";"416";"55";"423887.517378000020";"4600004.518069000000";
"9232";"1115";"0040";" ";"4";"416";"55";"423882.172208999980";"4600147.691829999900";
"9235";"1635";"0074";" ";"4";"416";"55";"423897.430525999980";"4600157.035853999700";
"9236";"1635";"0076";" ";"4";"416";"55";"423900.803573000010";"4600157.578033000200";
"9243";"1115";"0026";" ";"4";"416";"55";"423890.331914999990";"4600094.165497999600";
"9247";"1115";"0036";" ";"4";"416";"55";"423886.018907999970";"4600122.474260999800";
"9250";"1165";"0015";" ";"4";"416";"55";"423889.978346999970";"4600245.502438999700";
"9251";"1165";"0019";" ";"4";"416";"55";"423872.531383999970";"4600250.256683000400";
"9254";"1635";"0087";" ";"4";"416";"55";"423901.491822000010";"4600170.809527000400";
"9265";"1635";"0046";" ";"4";"417";"55";"423785.874131000020";"4600139.633604999600";
"9284";"1074";"0004";" ";"4";"417";"55";"423755.861264000010";"4600044.638736000300";
"9288";"1074";"0008";" ";"4";"417";"55";"423753.686333999970";"4600058.746097999600";
"9292";"1074";"0016";" ";"4";"417";"55";"423749.913974000020";"4600083.293414000400";
"9295";"1074";"0024";" ";"4";"417";"55";"423746.047591999990";"4600108.447510999600";
"9300";"1635";"0004";" ";"4";"417";"55";"423619.554497000000";"4600113.772985000200";
"9303";"1635";"0010";" ";"4";"417";"55";"423638.201892999990";"4600116.669614000200";
"9307";"1635";"0020";" ";"4";"417";"55";"423672.713440000020";"4600122.021482000100";
"9310";"1635";"0026";" ";"4";"417";"55";"423704.926863000030";"4600127.024690999600";
"9311";"1635";"0028";" ";"4";"417";"55";"423722.740707000020";"4600129.792879000300";
"9314";"1074";"0023";" ";"4";"417";"55";"423734.165535999990";"4600100.127508999800";
"9318";"1074";"0013";" ";"4";"417";"55";"423738.282775999980";"4600073.295029999700";
"9322";"1074";"0005";" ";"4";"417";"55";"423741.282306000010";"4600053.729066999600";
"9325";"542";"0380";" ";"4";"417";"55";"423728.156229000010";"4600046.512005000400";
"9326";"542";"0382";" ";"4";"417";"55";"423713.215114000020";"4600052.035725999600";
"9329";"542";"0392";" ";"4";"417";"55";"423670.334208999990";"4600067.889550000400";
"9330";"542";"0398";" ";"4";"417";"55";"423644.334243000020";"4600077.504889000200";
"9344";"451";"0039";" ";"4";"417";"55";"423635.545091999990";"4600236.312598999600";
"9345";"451";"0037";" ";"4";"417";"55";"423636.654725000030";"4600228.873146999600";
"9348";"451";"0031";" ";"4";"417";"55";"423640.411207000030";"4600204.541090000400";
"9359";"1635";"0019";" ";"4";"417";"55";"423614.406494000000";"4600126.247797000200";
"9360";"1635";"0017";" ";"4";"417";"55";"423608.739516999980";"4600125.370089000100";
"9363";"516";"0010";" ";"4";"417";"55";"423593.459817999970";"4600132.006563000400";
"9367";"516";"0018";" ";"4";"417";"55";"423589.255308000020";"4600159.920226999600";
"9371";"516";"0024";" ";"4";"417";"55";"423586.521292999970";"4600178.098748999600";
"9374";"516";"0034";" ";"4";"417";"55";"423580.782704000010";"4600216.178917000100";
"9378";"451";"0045";" ";"4";"417";"55";"423629.583828000000";"4600276.483164999600";
"9389";"516";"0050";" ";"4";"417";"55";"423570.045703999990";"4600285.241911999900";
"9393";"475";"0003";" ";"4";"417";"55";"423664.142809999990";"4600283.212197000200";
"9394";"475";"0001";" ";"4";"417";"55";"423666.210751999980";"4600269.163312999500";
"9401";"1209";"0015";" ";"4";"417";"55";"423730.935957000010";"4600264.169010000300";
"9404";"1209";"0009";" ";"4";"417";"55";"423746.083350999980";"4600266.444636000300";
"9408";"1093";"0067";" ";"4";"417";"55";"423782.881250999980";"4600248.405469999600";
"9409";"1093";"0065";" ";"4";"417";"55";"423783.895062000030";"4600241.817572000400";
"9412";"1093";"0059";" ";"4";"417";"55";"423786.031115000020";"4600227.924115999600";
"9416";"1093";"0047";" ";"4";"417";"55";"423792.064681000020";"4600187.213968000400";
"9419";"1635";"0061";" ";"4";"417";"55";"423786.863941000020";"4600152.881009000400";
"9420";"1635";"0059";" ";"4";"417";"55";"423780.031126999990";"4600151.824629999700";
"9423";"1635";"0053";" ";"4";"417";"55";"423761.539309000010";"4600148.977699000400";
"9424";"1635";"0051";" ";"4";"417";"55";"423755.142200000000";"4600147.994212999900";
"9431";"1074";"0038";" ";"4";"417";"55";"423733.693497999980";"4600189.431305999900";
"9434";"1074";"0044";" ";"4";"417";"55";"423730.514825999970";"4600210.018242999900";
"9438";"1093";"0043";" ";"4";"417";"55";"423793.884607999990";"4600174.695357999800";
"9439";"1093";"0041";" ";"4";"417";"55";"423795.366358999980";"4600164.481878999600";
"9442";"451";"0042";" ";"4";"417";"55";"423649.092638999980";"4600230.993417000400";
"9446";"1209";"0025";" ";"4";"417";"55";"423675.494993000000";"4600255.434794999700";
"9449";"1209";"0019";" ";"4";"417";"55";"423701.282292000020";"4600259.340936999800";
"9453";"1074";"0057";" ";"4";"417";"55";"423713.660303000010";"4600232.504696000400";
"9454";"1074";"0055";" ";"4";"417";"55";"423714.980846000020";"4600224.440639999700";
"9457";"1074";"0051";" ";"4";"417";"55";"423717.028402000030";"4600211.996519999600";
"9461";"1074";"0041";" ";"4";"417";"55";"423722.514039000030";"4600175.861855000300";
"9468";"1635";"0033";" ";"4";"417";"55";"423675.981832000020";"4600135.707822999900";
"9491";"457";"0021";" ";"4";"418";"55";"423450.540699000000";"4600192.297725000400";
"9495";"542";"0426";" ";"4";"418";"55";"423414.681305999980";"4600164.350603999600";
"9499";"457";"0032";" ";"4";"418";"55";"423429.199903000030";"4600219.554363000200";
"9503";"1443";"0016";" ";"4";"418";"55";"423457.233636999970";"4600255.877218999900";
"9506";"1443";"0022";" ";"4";"418";"55";"423467.519787999980";"4600240.119343999800";
"9510";"1581";"0011";" ";"4";"418";"55";"423486.555040000010";"4600225.451934999800";
"9513";"1581";"0007";" ";"4";"418";"55";"423477.606197000020";"4600213.307772999600";
"9514";"1581";"0005";" ";"4";"418";"55";"423472.598796000010";"4600206.504896000000";
"9517";"457";"0018";" ";"4";"418";"55";"423458.177965999990";"4600197.735619000200";
"9518";"457";"0020";" ";"4";"418";"55";"423454.189105000000";"4600200.738676999700";
"9521";"457";"0026";" ";"4";"418";"55";"423441.411673000020";"4600210.355774000300";
"9528";"1581";"0027";" ";"4";"418";"55";"423520.722015000010";"4600272.200178000100";
"9536";"1443";"0031";" ";"4";"418";"55";"423489.991173000020";"4600242.837515000300";
"9537";"1443";"0029";" ";"4";"418";"55";"423485.406942999980";"4600246.171596000000";
"9540";"1443";"0023";" ";"4";"418";"55";"423478.006944000020";"4600260.328514000400";
"9543";"1443";"0015";" ";"4";"418";"55";"423455.585085999980";"4600268.869861000200";
"9547";"1123";"0034";" ";"4";"418";"55";"423463.680532000030";"4600285.146484999900";
"9551";"1581";"0012";" ";"4";"418";"55";"423513.113941000020";"4600242.779412000400";
"9552";"1581";"0014";" ";"4";"418";"55";"423518.926533999970";"4600250.846648000200";
"9555";"516";"0043";" ";"4";"418";"55";"423557.765735000020";"4600279.973865999800";
"9558";"516";"0037";" ";"4";"418";"55";"423561.186798000010";"4600257.588364999700";
"9566";"1443";"0051";" ";"4";"418";"55";"423543.518844000010";"4600205.488419000100";
"9570";"1443";"0045";" ";"4";"418";"55";"423532.328987999990";"4600211.763333999600";
"9577";"1443";"0036";" ";"4";"418";"55";"423507.619425999990";"4600218.427279000200";
"9581";"1443";"0044";" ";"4";"418";"55";"423530.396515000030";"4600201.526434999900";
"9582";"1443";"0046";" ";"4";"418";"55";"423535.488801000000";"4600197.743869000100";
"9592";"457";"0006";" ";"4";"418";"55";"423491.428393999990";"4600172.287269000000";
"9596";"1581";"0006";" ";"4";"418";"55";"423475.590874999990";"4600192.434384999800";
"9597";"1581";"0008";" ";"4";"418";"55";"423482.300944000020";"4600201.388605000500";
"9607";"847";"0005";" ";"4";"418";"55";"423492.380468000020";"4600150.193679000300";
"9611";"847";"0001";" ";"4";"418";"55";"423481.691045999990";"4600141.429312000100";
"9612";"542";"0416";" ";"4";"418";"55";"423467.055804000000";"4600144.547784999900";
"9615";"1123";"0035";" ";"4";"419";"55";"423450.477283000010";"4600288.224914000400";
"9619";"1443";"0009";" ";"4";"419";"55";"423429.609377000020";"4600285.806176000300";
"9622";"1443";"0003";" ";"4";"419";"55";"423416.540906000010";"4600292.860201000200";
"9626";"1123";"0023";" ";"4";"419";"55";"423423.977818000010";"4600238.576527999700";
"9630";"1181";"0019";" ";"5";"512";"53";"423874.126363000020";"4599802.073877000200";
"9631";"1331";"0025";" ";"5";"512";"53";"423878.812471000010";"4599816.849212000100";
"9634";"1331";"0015";" ";"5";"512";"53";"423905.560042000030";"4599831.993696999700";
"9637";"1276";"0013";" ";"5";"512";"53";"423859.256876999980";"4599880.428499000100";
"9645";"1267";"0023";" ";"5";"512";"53";"423902.497526000020";"4599889.299335000100";
"9646";"1331";"0008";" ";"5";"512";"53";"423904.285951000000";"4599848.591319000300";
"9649";"1331";"0014";" ";"5";"512";"53";"423886.423010000030";"4599838.503974000000";
"9652";"1331";"0020";" ";"5";"512";"53";"423868.210979000020";"4599828.280853999800";
"9656";"1245";"0015";" ";"5";"512";"53";"423831.250544000010";"4599910.610914000300";
"9660";"1245";"0011";" ";"5";"512";"53";"423837.725619999980";"4599914.229937000200";
"9661";"1276";"0010";" ";"5";"512";"53";"423855.442946000020";"4599892.514925999600";
"9664";"1245";"0005";" ";"5";"512";"53";"423849.324152000020";"4599920.717916999900";
"9667";"1276";"0006";" ";"5";"512";"53";"423864.362581000020";"4599897.350178999800";
"9671";"1267";"0018";" ";"5";"512";"53";"423872.933319000000";"4599916.097729000300";
"9675";"1276";"0018";" ";"5";"512";"53";"423841.640799999990";"4599885.031062999700";
"9676";"1267";"0019";" ";"5";"512";"53";"423875.804141999980";"4599913.511156000200";
"9679";"1076";"0001";" ";"5";"512";"53";"423750.694039000020";"4599997.111518999600";
"9682";"542";"0369";" ";"5";"512";"53";"423768.206004999990";"4599998.615522000000";
