IdNp;IdNom;Numero;Bis;Districte;Seccio;IdSector;CoordenadaX;CoordenadaY;
"8849";"878";"0026";" ";"5";"513";"53";"423107.878863000020";"4600379.969510000200";
"8852";"878";"0020";" ";"5";"513";"53";"423120.316417000020";"4600388.182772999600";
"8856";"878";"0035";" ";"5";"513";"53";"423074.750546999970";"4600342.473345999600";
"8860";"878";"0027";" ";"5";"513";"53";"423097.726901000020";"4600357.650003000200";
"8863";"878";"0021";" ";"5";"513";"53";"423120.927788999980";"4600372.973081000100";
"8864";"878";"0019";" ";"5";"513";"53";"423129.602023000010";"4600379.611740999900";
"8867";"587";"0050";" ";"4";"418";"55";"423494.593414000000";"4600561.192677999800";
"8871";"1127";"0003";" ";"4";"419";"55";"423470.101046999970";"4600537.407716000500";
"8875";"594";"0012";" ";"4";"419";"55";"423405.065905999970";"4600525.118563000100";
"8878";"1091";"0005";" ";"4";"420";"55";"423489.853729999970";"4600591.481533000200";
"8879";"1091";"0003";" ";"4";"420";"55";"423484.462767999970";"4600576.288716999800";
"8882";"594";"0022";" ";"4";"420";"55";"423430.902774000020";"4600596.849202999800";
"8886";"594";"0028";" ";"4";"420";"55";"423449.597054000010";"4600648.320670000300";
"8890";"1558";"0012";" ";"4";"428";"56";"423006.844005999970";"4601171.913661000300";
"8894";"1111";"0021";" ";"4";"428";"56";"423046.212016000000";"4601256.047394000000";
"8897";"1111";"0013";" ";"4";"428";"56";"423079.325797999980";"4601228.974569999600";
"8901";"1111";"0020";" ";"4";"428";"56";"423030.127967000010";"4601282.008419999900";
"8908";"1648";"0017";" ";"4";"428";"56";"423059.330773000020";"4601342.990631000100";
"8909";"1648";"0009";" ";"4";"428";"56";"423076.332470000020";"4601319.621255000100";
"8912";"1648";"0012";" ";"4";"428";"56";"423087.464446000000";"4601282.676651000000";
"8916";"1648";"0028";" ";"4";"428";"56";"423077.871906000010";"4601349.664587000400";
"8920";"1648";"0044";" ";"4";"428";"56";"423041.849096000020";"4601414.893763000100";
"8923";"1024";"0072";" ";"4";"428";"56";"423027.643488000030";"4601477.266971999800";
"8924";"1024";"0068";" ";"4";"428";"56";"423059.147916999990";"4601490.381113000200";
"8927";"1024";"0056";" ";"4";"428";"56";"423092.418400999970";"4601452.343543999800";
"8931";"1024";"0040";" ";"4";"428";"56";"423132.348401000020";"4601380.934173000000";
"8935";"1024";"0024";" ";"4";"428";"56";"423151.604506000000";"4601311.673235000100";
"8938";"1024";"0012";" ";"4";"428";"56";"423148.057115999980";"4601249.885164000100";
"8939";"1024";"0008";" ";"4";"428";"56";"423143.571789000010";"4601229.885347999600";
"8942";"1558";"0007";" ";"4";"428";"56";"423096.865791000020";"4601173.145841999900";
"8954";"845";"0001";" ";"3";"326";"42";"423460.244178000020";"4602996.173448000100";
"8957";"1003";"0002";" ";"3";"326";"42";"423430.255462999980";"4603024.514684000100";
"8958";"1003";"0024";" ";"3";"326";"42";"423476.157217999980";"4603063.207789000100";
"8961";"1219";"0002";" ";"3";"326";"42";"423396.356881999990";"4603061.265207000100";
"8965";"1693";"0004";" ";"3";"326";"42";"423383.091411000000";"4603082.840127999900";
"8968";"1693";"0016";" ";"3";"326";"42";"423410.351243000010";"4603105.747965999900";
"8969";"1693";"0020";" ";"3";"326";"42";"423419.413049000020";"4603113.345249000000";
"8972";"1693";"0006";" ";"3";"326";"42";"423386.682057000000";"4603085.864942000200";
"8973";"744";"0004";" ";"3";"326";"42";"423366.761162000010";"4603101.770872999900";
"8976";"744";"0010";" ";"3";"326";"42";"423379.035696999980";"4603112.114610999800";
"8980";"744";"0018";" ";"3";"326";"42";"423397.598780000000";"4603127.757698999700";
"8984";"1097";"0002";" ";"3";"326";"42";"423343.082501999980";"4603114.448397000300";
"8987";"1097";"0014";" ";"3";"326";"42";"423370.021601999990";"4603137.155759000200";
"8991";"1097";"0004";" ";"3";"326";"42";"423348.835810999970";"4603119.301850999700";
"8995";"1097";"0036";" ";"3";"326";"42";"423428.641896000020";"4603183.069046000000";
"8999";"1097";"0052";" ";"3";"326";"42";"423467.647898999970";"4603210.268993999800";
"9002";"1097";"0044";" ";"3";"326";"42";"423448.285605999990";"4603196.744138999800";
"9006";"744";"0034";" ";"3";"326";"42";"423465.466004999990";"4603178.330488000100";
"9010";"1620";"0093";" ";"3";"326";"42";"423492.274974000000";"4603192.873021000100";
"9014";"1693";"0030";" ";"3";"326";"42";"423449.075030000010";"4603136.507039000300";
"9017";"1693";"0040";" ";"3";"326";"42";"423473.636367000000";"4603153.566421000300";
"9018";"1693";"0044";" ";"3";"326";"42";"423483.333410999970";"4603160.327305999600";
"9021";"1003";"0026";" ";"3";"326";"42";"423487.324733000020";"4603071.737861000000";
"9025";"949";"0069";" ";"5";"511";"53";"423955.745118000020";"4599767.867173000200";
"9029";"949";"0062";" ";"5";"511";"53";"423967.982063999980";"4599825.372216000200";
"9032";"949";"0076";" ";"5";"511";"53";"423995.059031000010";"4599766.541867000100";
"9033";"949";"0078";" ";"5";"511";"53";"423996.270372000000";"4599728.518375000000";
"9036";"949";"0089";" ";"5";"511";"53";"423994.162828999980";"4599662.966912000400";
"9040";"1181";"0023";" ";"5";"512";"53";"423975.935548999990";"4599992.540807999700";
"9044";"1011";"0049";" ";"5";"513";"53";"423974.930786999990";"4599898.656333999700";
"9047";"1011";"0043";" ";"5";"513";"53";"423992.741678999970";"4599908.656670999700";
"9048";"1011";"0041";" ";"5";"513";"53";"423997.726012000000";"4599911.483938000200";
"9051";"1076";"0049";" ";"5";"513";"53";"423968.185032000010";"4599864.777974000200";
"9052";"1076";"0047";" ";"5";"513";"53";"423954.900152000020";"4599876.927198999600";
"9055";"1188";"0001";" ";"5";"513";"53";"423902.135136000000";"4599818.332965999800";
"9059";"1009";"0135";" ";"5";"513";"53";"423837.444659000030";"4599900.426118999700";
"9062";"1009";"0129";" ";"5";"513";"53";"423829.837192000010";"4599911.886620000000";
"9063";"1009";"0127";" ";"5";"513";"53";"423825.257991999970";"4599918.822106000000";
"9066";"1009";"0121";" ";"5";"513";"53";"423817.637231000000";"4599930.349855000200";
"9067";"1076";"0032";" ";"5";"513";"53";"423868.463498000000";"4599957.354600000200";
"9070";"1076";"0038";" ";"5";"513";"53";"423880.762654000020";"4599938.754568999600";
"9074";"1076";"0052";" ";"5";"513";"53";"423908.209963000030";"4599897.338986000000";
"9077";"1076";"0035";" ";"5";"513";"53";"423922.413823999990";"4599917.324428999800";
"9081";"956";"0033";" ";"5";"513";"53";"423945.445222000010";"4599943.537777000100";
"9092";"1011";"0036";" ";"5";"513";"53";"423975.579368999980";"4599911.717480000100";
"9093";"1011";"0038";" ";"5";"513";"53";"423969.548264999990";"4599908.329118999700";
"9096";"1011";"0042";" ";"5";"513";"53";"423956.850702000030";"4599901.182504000100";
"9100";"1076";"0021";" ";"5";"513";"53";"423888.564146000020";"4599968.469592000400";
"9104";"1331";"0039";" ";"5";"513";"53";"423918.191188999980";"4599990.345053999700";
"9108";"1181";"0026";" ";"5";"513";"53";"423963.276381000000";"4599988.308015000100";
"9111";"956";"0034";" ";"5";"513";"53";"423962.265437999970";"4599965.778679000200";
"9115";"956";"0042";" ";"5";"513";"53";"423939.763995999990";"4599953.088916000000";
"9123";"1076";"0023";" ";"5";"513";"53";"423892.651489000010";"4599962.261698000100";
"9126";"1331";"0042";" ";"5";"513";"53";"423886.533807999980";"4599989.777698000000";
"9130";"1188";"0004";" ";"5";"513";"53";"423895.848856000000";"4599857.990162000100";
"9134";"542";"0376";" ";"4";"416";"55";"423926.450870000000";"4600217.736677999600";
"9138";"938";"0012";" ";"4";"416";"55";"423955.538899999990";"4600227.852053999900";
"9141";"938";"0016";" ";"4";"416";"55";"423975.609238000000";"4600229.629563000100";
"9142";"1115";"0005";" ";"4";"416";"55";"423967.335498000030";"4600208.256361999500";
"9145";"1115";"0001";" ";"4";"416";"55";"423963.597289000000";"4600199.177246999900";
"9146";"1115";"0003";" ";"4";"416";"55";"423966.096903999980";"4600205.152397000200";
"9149";"938";"0010";" ";"4";"416";"55";"423951.159484000000";"4600227.199838999700";
"9153";"1635";"0052";" ";"4";"416";"55";"423911.940479999990";"4600348.874990999700";
"9156";"1635";"0058";" ";"4";"416";"55";"423930.214825999980";"4600351.713151000400";
"9157";"1635";"0060";" ";"4";"416";"55";"423934.913426999990";"4600352.440221000500";
"9160";"1635";"0068";" ";"4";"416";"55";"423959.830848000010";"4600356.313368000100";
"9161";"1115";"0037";" ";"4";"416";"55";"423964.027235999990";"4600343.931942000100";
"9164";"1115";"0031";" ";"4";"416";"55";"423968.067030999980";"4600317.993793999800";
"9171";"1115";"0013";" ";"4";"416";"55";"423975.815271999980";"4600268.189636999700";
"9175";"938";"0017";" ";"4";"416";"55";"423957.279389000030";"4600243.419991999900";
"9176";"938";"0013";" ";"4";"416";"55";"423944.028600999970";"4600241.316920000100";
"9179";"1093";"0030";" ";"4";"416";"55";"423911.014490999980";"4600312.697475000300";
"9183";"1093";"0064";" ";"4";"416";"55";"423888.812473000030";"4600459.057958000300";
"9186";"1165";"0033";" ";"4";"416";"55";"423906.645398000020";"4600471.169580999800";
"9190";"1115";"0059";" ";"4";"416";"55";"423948.478119999990";"4600446.221467999700";
"9191";"1115";"0057";" ";"4";"416";"55";"423949.625483000010";"4600438.620649999900";
"9194";"1115";"0049";" ";"4";"416";"55";"423954.041935999990";"4600409.602552999700";
"9198";"1115";"0041";" ";"4";"416";"55";"423958.206996000020";"4600381.951143000300";
"9201";"1635";"0079";" ";"4";"416";"55";"423951.144202000000";"4600368.236088999500";
"9205";"1635";"0071";" ";"4";"416";"55";"423922.402607000030";"4600363.666935999900";
"9206";"1635";"0069";" ";"4";"416";"55";"423915.295292000000";"4600362.535388000300";
"9220";"1165";"0012";" ";"4";"416";"55";"423989.803171999990";"4600463.979350999900";
"9221";"1165";"0010";" ";"4";"416";"55";"423995.814779000010";"4600462.360894000200";
"9224";"542";"0366";" ";"4";"416";"55";"423985.113611000010";"4600190.678164999900";
"9228";"1115";"0006";" ";"4";"416";"55";"423981.505068000000";"4600208.789710000200";
"9232";"1115";"0040";" ";"4";"416";"55";"423976.158821000020";"4600351.963209000400";
"9235";"1635";"0074";" ";"4";"416";"55";"423991.417044000000";"4600361.307334000200";
"9236";"1635";"0076";" ";"4";"416";"55";"423994.790081000010";"4600361.849538000300";
"9243";"1115";"0026";" ";"4";"416";"55";"423984.318921000000";"4600298.437021000300";
"9247";"1115";"0036";" ";"4";"416";"55";"423980.005706000030";"4600326.745707999900";
"9250";"1165";"0015";" ";"4";"416";"55";"423983.964204999970";"4600449.773725000200";
"9251";"1165";"0019";" ";"4";"416";"55";"423966.517233000020";"4600454.527828999800";
"9254";"1635";"0087";" ";"4";"416";"55";"423995.478229000000";"4600375.081016000400";
"9265";"1635";"0046";" ";"4";"417";"55";"423879.860954000030";"4600343.904264999600";
"9284";"1074";"0004";" ";"4";"417";"55";"423849.848853999980";"4600248.909315999600";
"9288";"1074";"0008";" ";"4";"417";"55";"423847.673820000030";"4600263.016640000000";
"9292";"1074";"0016";" ";"4";"417";"55";"423843.901279999990";"4600287.563888999600";
"9295";"1074";"0024";" ";"4";"417";"55";"423840.034713000000";"4600312.717918000200";
"9300";"1635";"0004";" ";"4";"417";"55";"423713.541773999980";"4600318.042423999900";
"9303";"1635";"0010";" ";"4";"417";"55";"423732.189118999990";"4600320.939190000300";
"9307";"1635";"0020";" ";"4";"417";"55";"423766.700572000000";"4600326.291310999500";
"9310";"1635";"0026";" ";"4";"417";"55";"423798.913906999980";"4600331.294757000200";
"9311";"1635";"0028";" ";"4";"417";"55";"423816.727702000000";"4600334.063075999700";
"9314";"1074";"0023";" ";"4";"417";"55";"423828.152738999980";"4600304.397838000200";
"9318";"1074";"0013";" ";"4";"417";"55";"423832.270176000020";"4600277.565432000000";
"9322";"1074";"0005";" ";"4";"417";"55";"423835.269849999980";"4600257.999521999600";
"9325";"542";"0380";" ";"4";"417";"55";"423822.143847999980";"4600250.782371999700";
"9326";"542";"0382";" ";"4";"417";"55";"423807.202714000010";"4600256.305971000300";
"9329";"542";"0392";" ";"4";"417";"55";"423764.321754999980";"4600272.159444999900";
"9330";"542";"0398";" ";"4";"417";"55";"423738.321757000000";"4600281.774571999900";
"9344";"451";"0039";" ";"4";"417";"55";"423729.531413999970";"4600440.581969000400";
"9345";"451";"0037";" ";"4";"417";"55";"423730.641102000020";"4600433.142536999700";
"9348";"451";"0031";" ";"4";"417";"55";"423734.397762999990";"4600408.810545999600";
"9359";"1635";"0019";" ";"4";"417";"55";"423708.393684000010";"4600330.517176999700";
"9360";"1635";"0017";" ";"4";"417";"55";"423702.726723000000";"4600329.639426999700";
"9363";"516";"0010";" ";"4";"417";"55";"423687.446997000020";"4600336.275775000500";
"9367";"516";"0018";" ";"4";"417";"55";"423683.242282000020";"4600364.189364000200";
"9371";"516";"0024";" ";"4";"417";"55";"423680.508133000000";"4600382.367836999700";
"9374";"516";"0034";" ";"4";"417";"55";"423674.769264000000";"4600420.447902999800";
"9378";"451";"0045";" ";"4";"417";"55";"423723.569855000010";"4600480.752426999600";
"9389";"516";"0050";" ";"4";"417";"55";"423664.031756000010";"4600489.510708999800";
"9393";"475";"0003";" ";"4";"417";"55";"423758.128732000010";"4600487.481711000200";
"9394";"475";"0001";" ";"4";"417";"55";"423760.196776999980";"4600473.432865000300";
"9401";"1209";"0015";" ";"4";"417";"55";"423824.921919999990";"4600468.439059999800";
"9404";"1209";"0009";" ";"4";"417";"55";"423840.069273000000";"4600470.714797999700";
"9408";"1093";"0067";" ";"4";"417";"55";"423876.867252999970";"4600452.675939000200";
"9409";"1093";"0065";" ";"4";"417";"55";"423877.881111999970";"4600446.088058999700";
"9412";"1093";"0059";" ";"4";"417";"55";"423880.017268000000";"4600432.194640999700";
"9416";"1093";"0047";" ";"4";"417";"55";"423886.051133000000";"4600391.484601999600";
"9419";"1635";"0061";" ";"4";"417";"55";"423880.850662000010";"4600357.151655999900";
"9420";"1635";"0059";" ";"4";"417";"55";"423874.017866000010";"4600356.095227000300";
"9423";"1635";"0053";" ";"4";"417";"55";"423855.526099000010";"4600353.248160000000";
"9424";"1635";"0051";" ";"4";"417";"55";"423849.129007000010";"4600352.264627000300";
"9431";"1074";"0038";" ";"4";"417";"55";"423827.680024000000";"4600393.701492999700";
"9434";"1074";"0044";" ";"4";"417";"55";"423824.501201000010";"4600414.288374000200";
"9438";"1093";"0043";" ";"4";"417";"55";"423887.871151999980";"4600378.966025000400";
"9439";"1093";"0041";" ";"4";"417";"55";"423889.352978000010";"4600368.752573000300";
"9442";"451";"0042";" ";"4";"417";"55";"423743.078981000000";"4600435.262898000000";
"9446";"1209";"0025";" ";"4";"417";"55";"423769.481107999980";"4600459.704438000000";
"9449";"1209";"0019";" ";"4";"417";"55";"423795.268337999990";"4600463.610770000100";
"9453";"1074";"0057";" ";"4";"417";"55";"423807.646532999990";"4600436.774664999900";
"9454";"1074";"0055";" ";"4";"417";"55";"423808.967134999980";"4600428.710630999900";
"9457";"1074";"0051";" ";"4";"417";"55";"423811.014781999980";"4600416.266545999800";
"9461";"1074";"0041";" ";"4";"417";"55";"423816.500684999980";"4600380.131977999600";
"9468";"1635";"0033";" ";"4";"417";"55";"423769.968854999980";"4600339.977656000300";
"9491";"457";"0021";" ";"4";"418";"55";"423544.527642000000";"4600396.565759000400";
"9495";"542";"0426";" ";"4";"418";"55";"423508.668516999980";"4600368.618409999600";
"9499";"457";"0032";" ";"4";"418";"55";"423523.186671999980";"4600423.822193000500";
"9503";"1443";"0016";" ";"4";"418";"55";"423551.220086999990";"4600460.145205999700";
"9506";"1443";"0022";" ";"4";"418";"55";"423561.506341999980";"4600444.387432999900";
"9510";"1581";"0011";" ";"4";"418";"55";"423580.541675999990";"4600429.720191000000";
"9513";"1581";"0007";" ";"4";"418";"55";"423571.592938999990";"4600417.575980000200";
"9514";"1581";"0005";" ";"4";"418";"55";"423566.585596999970";"4600410.773075999700";
"9517";"457";"0018";" ";"4";"418";"55";"423552.164855999990";"4600402.003703000000";
"9518";"457";"0020";" ";"4";"418";"55";"423548.175977999980";"4600405.006726000500";
"9521";"457";"0026";" ";"4";"418";"55";"423535.398493000020";"4600414.623711000200";
"9528";"1581";"0027";" ";"4";"418";"55";"423614.708242999970";"4600476.468620999700";
"9536";"1443";"0031";" ";"4";"418";"55";"423583.977671000000";"4600447.105770000300";
"9537";"1443";"0029";" ";"4";"418";"55";"423579.393423000000";"4600450.439810999700";
"9540";"1443";"0023";" ";"4";"418";"55";"423571.993328000010";"4600464.596651000000";
"9543";"1443";"0015";" ";"4";"418";"55";"423549.571439999970";"4600473.137814999600";
"9547";"1123";"0034";" ";"4";"418";"55";"423557.666749999970";"4600489.414474999500";
"9551";"1581";"0012";" ";"4";"418";"55";"423607.100404000030";"4600447.047842999900";
"9552";"1581";"0014";" ";"4";"418";"55";"423612.912926999970";"4600455.115110999900";
"9555";"516";"0043";" ";"4";"418";"55";"423651.751845999970";"4600484.242577999800";
"9558";"516";"0037";" ";"4";"418";"55";"423655.173073999990";"4600461.857138000400";
"9566";"1443";"0051";" ";"4";"418";"55";"423637.505543000010";"4600409.757137999900";
"9570";"1443";"0045";" ";"4";"418";"55";"423626.315655999990";"4600416.031959000000";
"9577";"1443";"0036";" ";"4";"418";"55";"423601.606082000010";"4600422.695705999600";
"9581";"1443";"0044";" ";"4";"418";"55";"423624.383264000000";"4600405.795060999700";
"9582";"1443";"0046";" ";"4";"418";"55";"423629.475571000020";"4600402.012539999600";
"9592";"457";"0006";" ";"4";"418";"55";"423585.415425000010";"4600376.555645000200";
"9596";"1581";"0006";" ";"4";"418";"55";"423569.577777999980";"4600396.702608999800";
"9597";"1581";"0008";" ";"4";"418";"55";"423576.287768999990";"4600405.656866000000";
"9607";"847";"0005";" ";"4";"418";"55";"423586.367665999980";"4600354.462096000100";
"9611";"847";"0001";" ";"4";"418";"55";"423575.678327000000";"4600345.697661999600";
"9612";"542";"0416";" ";"4";"418";"55";"423561.043084000000";"4600348.816018999600";
"9615";"1123";"0035";" ";"4";"419";"55";"423544.463498000000";"4600492.492798999900";
"9619";"1443";"0009";" ";"4";"419";"55";"423523.595642999980";"4600490.073907000000";
"9622";"1443";"0003";" ";"4";"419";"55";"423510.527139000010";"4600497.127821999600";
"9626";"1123";"0023";" ";"4";"419";"55";"423517.964450999980";"4600442.844289000100";
"9630";"1181";"0019";" ";"5";"512";"53";"423968.115609999980";"4600006.345730000200";
"9631";"1331";"0025";" ";"5";"512";"53";"423972.801599000000";"4600021.121078000400";
"9634";"1331";"0015";" ";"5";"512";"53";"423999.549012999980";"4600036.265742000200";
"9637";"1276";"0013";" ";"5";"512";"53";"423953.245553000020";"4600084.700117999700";
"9645";"1267";"0023";" ";"5";"512";"53";"423996.486067000020";"4600093.571267999700";
"9646";"1331";"0008";" ";"5";"512";"53";"423998.274798000000";"4600052.863328999800";
"9649";"1331";"0014";" ";"5";"512";"53";"423980.411962000010";"4600042.775864000400";
"9652";"1331";"0020";" ";"5";"512";"53";"423962.200035999990";"4600032.552621999800";
"9656";"1245";"0015";" ";"5";"512";"53";"423925.239033999970";"4600114.882274000000";
"9660";"1245";"0011";" ";"5";"512";"53";"423931.714073000010";"4600118.501340000000";
"9661";"1276";"0010";" ";"5";"512";"53";"423949.431535999990";"4600096.786496999700";
"9664";"1245";"0005";" ";"5";"512";"53";"423943.312536999990";"4600124.989397999800";
"9667";"1276";"0006";" ";"5";"512";"53";"423958.351120000010";"4600101.621810000400";
"9671";"1267";"0018";" ";"5";"512";"53";"423966.921702999970";"4600120.369396000200";
"9675";"1276";"0018";" ";"5";"512";"53";"423935.629468000030";"4600089.302540999800";
"9676";"1267";"0019";" ";"5";"512";"53";"423969.792541000000";"4600117.782848999800";
"9679";"1076";"0001";" ";"5";"512";"53";"423844.681998000010";"4600201.382132999600";
"9682";"542";"0369";" ";"5";"512";"53";"423862.193925000030";"4600202.886266999900";
