"SUBCONCEPTO","Denominación","2016"
34400,"ENTRADAS GENERALES",7496792.71
38900,"OTROS REINTEGROS DE OPERACIONES CORRIENTES. REINTEGRO ANUNCIOS",2000.00
39900,"OTROS INGRESOS DIVERSOS",272000.00
52000,"INTERESES DE DEPOSITOS. INTERESES EN CUENTAS CORRIENTES",20000.00
55000,"CONCESIONES ADMINISTRATIVAS CON CONTRAPRESTACION PERIODICA",460000.00
83000,"REINTEGROS DE PRESTAMOS Y ANTICIPOS A CORTO PLAZO",60000.00
,"",
,".",
