X,Y,Nombre,DESCRIP,URL,Lat,Long
-0.466588220138932,39.435596032742659,ESCOLA DE MÚSICA UNIÒ MUSICAL,"AV. AL VEDAT, 23",,39.435596,-0.466588
-0.465365965674307,39.434380205390667,ESCOLA DE MÚSICA DEL CERCLE CATÒLIC,"PL. SANT JAUME, 11-12",,39.434380,-0.465366
-0.479245688209056,39.423195552394432,CONSERVATORI PROFESSIONAL DE MUSICA,"C/ MESTRE JUAN ROIG SOLER, 2",,39.423196,-0.479246
-0.480126104998359,39.423584008148758,AUDITORI MUNICIPAL,"C/ ESCULTOR VICENTE PALLARDÓ, 25",,39.423584,-0.480126
