"METEO","TIMESTAMP","TEMPERATURA","HUMEDAD(%)","LLUVIA(MM)","VELOCIDAD DEL VIENTO(KM/H)","DIRECCION DEL VIENTO"
"TM2",28/05/2017 13:09,"25,83","47,40","0,00","7,20",13
"TM2",28/05/2017 12:59,"25,68","46,16","0,00","9,12",0
"TM2",28/05/2017 12:49,"25,52","44,91","0,00","4,32",9
"TM2",28/05/2017 12:39,"25,34","47,49","0,00","3,36",10
"TM2",28/05/2017 12:29,"24,64","47,69","0,00","1,44",10
"TM2",28/05/2017 12:19,"25,30","46,33","0,00","8,16",1
"TM2",28/05/2017 12:09,"25,26","49,80","0,00","4,32",14
"TM2",28/05/2017 11:59,"24,96","51,67","0,00","1,92",13
"TM2",28/05/2017 11:49,"24,70","51,13","0,00","7,20",14
"TM2",28/05/2017 11:39,"24,76","54,60","0,00","4,32",0
"TM2",28/05/2017 11:29,"24,52","53,16","0,00","3,36",0
"TM2",28/05/2017 11:19,"24,35","53,38","0,00","3,84",0
"TM2",28/05/2017 11:09,"24,09","57,45","0,00","1,92",12
"TM2",28/05/2017 10:59,"24,30","55,67","0,00","3,36",2
"TM2",28/05/2017 10:49,"24,44","60,14","0,00","0,00",12
"TM2",28/05/2017 10:39,"24,38","61,80","0,00","2,88",13
"TM2",28/05/2017 10:29,"23,89","63,18","0,00","0,00",10
"TM2",28/05/2017 10:19,"23,81","62,05","0,00","4,80",0
"TM2",28/05/2017 10:09,"23,94","65,85","0,00","0,00",12
"TM2",28/05/2017 9:59,"23,25","65,27","0,00","4,32",14
"TM2",28/05/2017 9:49,"23,90","64,46","0,00","1,92",0
"TM2",28/05/2017 9:39,"23,59","69,51","0,00","0,00",14
"TM2",28/05/2017 9:29,"23,22","72,07","0,00","0,00",14
"TM2",28/05/2017 9:19,"22,78","75,21","0,00","0,00",14
"TM2",28/05/2017 9:09,"22,25","76,49","0,00","0,00",10
"TM2",28/05/2017 8:59,"21,65","79,33","0,00","0,00",10
"TM2",28/05/2017 8:49,"21,20","81,48","0,00","0,00",10
"TM2",28/05/2017 8:39,"20,72","83,69","0,00","0,00",10
"TM2",28/05/2017 8:29,"20,12","86,45","0,00","0,00",10
"TM2",28/05/2017 8:19,"19,53","89,17","0,00","0,00",10
"TM2",28/05/2017 8:09,"18,88","91,02","0,00","0,00",10
"TM2",28/05/2017 7:59,"18,73","92,20","0,00","0,00",10
"TM2",28/05/2017 7:49,"18,58","93,07","0,00","0,00",10
"TM2",28/05/2017 7:39,"18,44","93,96","0,00","0,00",10
"TM2",28/05/2017 7:29,"18,24","94,53","0,00","0,00",10
"TM2",28/05/2017 7:19,"18,10","94,80","0,00","0,00",10
"TM2",28/05/2017 7:09,"18,05","95,18","0,00","0,00",8
"TM2",28/05/2017 6:59,"18,05","94,91","0,00","0,00",10
"TM2",28/05/2017 6:49,"18,01","94,53","0,00","0,00",10
"TM2",28/05/2017 6:39,"18,06","94,67","0,00","0,00",10
"TM2",28/05/2017 6:29,"18,06","94,37","0,00","0,00",10
"TM2",28/05/2017 6:19,"18,12","94,15","0,00","0,00",10
"TM2",28/05/2017 6:09,"18,14","93,83","0,00","0,00",10
"TM2",28/05/2017 5:59,"18,19","93,83","0,00","0,00",10
"TM2",28/05/2017 5:49,"18,24","92,74","0,00","0,00",10
"TM2",28/05/2017 5:39,"18,30","92,58","0,00","0,00",10
"TM2",28/05/2017 5:29,"18,32","92,74","0,00","0,00",10
"TM2",28/05/2017 5:19,"18,34","92,31","0,00","0,00",10
"TM2",28/05/2017 5:09,"18,43","91,43","0,00","0,48",10
"TM2",28/05/2017 4:59,"18,53","90,14","0,00","0,00",14
"TM2",28/05/2017 4:49,"18,65","89,78","0,00","0,00",14
"TM2",28/05/2017 4:39,"18,78","89,40","0,00","0,00",14
"TM2",28/05/2017 4:29,"18,92","89,53","0,00","0,00",14
"TM2",28/05/2017 4:19,"19,10","89,51","0,00","0,00",14
"TM2",28/05/2017 4:09,"19,27","89,59","0,00","0,00",14
"TM2",28/05/2017 3:59,"19,36","89,53","0,00","0,00",14
"TM2",28/05/2017 3:49,"19,48","89,31","0,00","0,00",14
"TM2",28/05/2017 3:39,"19,57","89,28","0,00","0,00",14
"TM2",28/05/2017 3:29,"19,71","89,34","0,00","0,00",14
"TM2",28/05/2017 3:19,"19,83","89,37","0,00","0,00",14
"TM2",28/05/2017 3:09,"19,94","89,31","0,00","0,00",10
"TM2",28/05/2017 2:59,"20,06","89,23","0,00","0,00",14
"TM2",28/05/2017 2:49,"20,18","88,93","0,00","0,00",14
"TM2",28/05/2017 2:39,"20,24","88,90","0,00","0,00",10
"TM2",28/05/2017 2:29,"20,29","88,62","0,00","0,00",12
"TM2",28/05/2017 2:19,"20,32","88,57","0,00","0,00",10
"TM2",28/05/2017 2:09,"20,34","88,29","0,00","0,00",9
"TM2",28/05/2017 1:59,"20,36","87,95","0,00","0,00",14
"TM2",28/05/2017 1:49,"20,32","88,37","0,00","1,92",0
"TM2",28/05/2017 1:39,"20,42","87,68","0,00","1,92",0
"TM2",28/05/2017 1:29,"20,49","87,45","0,00","0,48",12
"TM2",28/05/2017 1:19,"20,55","87,12","0,00","0,00",0
"TM2",28/05/2017 1:09,"20,60","87,29","0,00","0,00",0
"TM2",28/05/2017 0:59,"20,58","87,79","0,00","2,88",0
"TM2",28/05/2017 0:49,"20,60","88,09","0,00","2,88",12
"TM2",28/05/2017 0:39,"20,66","87,90","0,00","1,92",0
"TM2",28/05/2017 0:29,"20,66","88,23","0,00","2,88",14
"TM2",28/05/2017 0:19,"20,62","88,54","0,00","2,88",0
"TM2",28/05/2017 0:09,"20,60","88,51","0,00","0,96",12
"TM2",27/05/2017 23:59,"20,52","89,01","0,00","2,40",12
"TM2",27/05/2017 23:49,"20,52","88,84","0,00","2,88",12
"TM2",27/05/2017 23:39,"20,43","89,09","0,00","0,00",12
"TM2",27/05/2017 23:29,"20,46","88,54","0,00","1,44",12
"TM2",27/05/2017 23:19,"20,50","88,51","0,00","1,44",14
"TM2",27/05/2017 23:09,"20,56","88,68","0,00","3,84",14
"TM2",27/05/2017 22:59,"20,63","88,18","0,00","1,92",14
"TM2",27/05/2017 22:49,"20,68","88,12","0,00","0,48",14
"TM2",27/05/2017 22:39,"20,69","88,18","0,00","2,88",1
"TM2",27/05/2017 22:29,"20,76","87,57","0,00","4,32",0
"TM2",27/05/2017 22:19,"20,86","87,04","0,00","4,32",14
"TM2",27/05/2017 22:09,"20,98","85,80","0,00","0,48",12
"TM2",27/05/2017 21:59,"21,05","84,43","0,00","3,36",14
"TM2",27/05/2017 21:49,"21,12","83,24","0,00","5,28",13
"TM2",27/05/2017 21:39,"21,44","79,53","0,00","1,92",12
"TM2",27/05/2017 21:29,"21,64","77,83","0,00","4,32",14
"TM2",27/05/2017 21:19,"21,73","77,28","0,00","6,24",13
"TM2",27/05/2017 21:09,"22,15","73,45","0,00","2,88",0
"TM2",27/05/2017 20:59,"22,40","68,62","0,00","1,44",14
"TM2",27/05/2017 20:49,"22,68","64,61","0,00","3,84",13
"TM2",27/05/2017 20:49,"23,05","57,44","0,00","3,16",11
"TM2",27/05/2017 20:39,"23,04","60,76","0,00","0,48",12
"TM2",27/05/2017 20:29,"23,41","60,91","0,00","6,24",14
"TM2",27/05/2017 20:19,"23,85","59,99","0,00","6,24",1
"TM2",27/05/2017 20:09,"24,08","58,72","0,00","4,32",2
"TM2",27/05/2017 19:59,"24,57","57,29","0,00","2,40",0
"TM2",27/05/2017 19:49,"25,20","53,66","0,00","3,84",14
"TM2",27/05/2017 19:39,"26,40","52,27","0,00","3,84",15
"TM2",27/05/2017 19:29,"26,83","53,03","0,00","1,44",0
"TM2",27/05/2017 19:19,"26,50","52,40","0,00","0,00",14
"TM2",27/05/2017 19:09,"26,48","54,35","0,00","0,00",14
"TM2",27/05/2017 18:59,"26,94","53,44","0,00","3,84",14
"TM2",27/05/2017 18:49,"26,76","55,48","0,00","2,88",0
"TM2",27/05/2017 18:39,"26,15","57,48","0,00","8,16",14
"TM2",27/05/2017 18:29,"25,35","60,02","0,00","5,28",14
"TM2",27/05/2017 18:19,"24,70","62,69","0,00","6,72",13
"TM2",27/05/2017 18:09,"24,60","64,15","0,00","0,00",14
"TM2",27/05/2017 17:59,"24,27","65,88","0,00","3,36",0
"TM2",27/05/2017 17:49,"24,04","67,27","0,00","0,48",14
"TM2",27/05/2017 17:39,"24,06","67,12","0,00","8,64",0
"TM2",27/05/2017 17:29,"23,77","67,90","0,00","3,84",13
"TM2",27/05/2017 17:19,"23,79","67,69","0,00","3,84",12
"TM2",27/05/2017 17:09,"24,12","66,91","0,00","3,36",15
"TM2",27/05/2017 16:59,"24,38","66,51","0,00","3,36",1
"TM2",27/05/2017 16:49,"24,25","64,46","0,00","9,60",14
"TM2",27/05/2017 16:39,"24,30","65,79","0,00","12,00",0
"TM2",27/05/2017 16:29,"24,58","65,97","0,00","7,68",0
"TM2",27/05/2017 16:19,"24,65","64,97","0,00","2,88",15
"TM2",27/05/2017 16:09,"24,59","64,58","0,00","4,32",14
"TM2",27/05/2017 15:59,"24,94","63,39","0,00","1,44",10
"TM2",27/05/2017 15:49,"24,87","62,05","0,00","5,28",13
"TM2",27/05/2017 15:39,"24,62","62,11","0,00","3,36",14
"TM2",27/05/2017 15:29,"24,73","63,51","0,00","1,92",14
"TM2",27/05/2017 15:19,"24,17","63,88","0,00","4,32",12
"TM2",27/05/2017 15:09,"24,81","62,11","0,00","7,20",0
"TM2",27/05/2017 14:59,"25,57","59,22","0,00","5,76",1
"TM2",27/05/2017 14:49,"25,60","60,91","0,00","1,44",15
"TM2",27/05/2017 14:39,"25,02","62,99","0,00","0,48",12
"TM2",27/05/2017 14:29,"24,71","62,69","0,00","7,20",0
"TM2",27/05/2017 14:19,"24,96","61,19","0,00","8,64",12
"TM2",27/05/2017 14:09,"24,62","63,57","0,00","2,88",14
"TM2",27/05/2017 13:59,"24,24","64,24","0,00","5,28",13
"TM2",27/05/2017 13:49,"24,00","65,37","0,00","2,40",14
"TM2",27/05/2017 13:39,"24,16","65,79","0,00","5,76",0
"TM2",27/05/2017 13:29,"23,66","67,90","0,00","0,48",12
"TM2",27/05/2017 13:19,"23,58","68,59","0,00","2,40",13
"TM2",27/05/2017 13:09,"23,64","69,99","0,00","6,72",0
"TM2",27/05/2017 12:59,"23,21","70,56","0,00","8,64",0
"TM2",27/05/2017 12:49,"22,89","71,68","0,00","2,88",13
"TM2",27/05/2017 12:39,"23,25","70,47","0,00","4,32",13
"TM2",27/05/2017 12:29,"23,10","72,07","0,00","10,08",1
"TM2",27/05/2017 12:19,"23,10","71,21","0,00","12,96",14
"TM2",27/05/2017 12:09,"22,64","73,72","0,00","5,28",15
"TM2",27/05/2017 11:59,"22,50","74,77","0,00","3,36",14
"TM2",27/05/2017 11:49,"22,72","72,72","0,00","3,36",13
"TM2",27/05/2017 11:39,"23,23","70,61","0,00","2,40",0
"TM2",27/05/2017 11:29,"22,96","71,33","0,00","3,84",0
"TM2",27/05/2017 11:19,"22,64","71,59","0,00","11,52",14
"TM2",27/05/2017 11:09,"22,76","72,36","0,00","6,72",1
"TM2",27/05/2017 10:59,"22,89","72,60","0,00","3,84",12
"TM2",27/05/2017 10:49,"23,76","68,62","0,00","2,88",14
"TM2",27/05/2017 10:39,"23,32","70,79","0,00","2,40",0
"TM2",27/05/2017 10:29,"22,91","68,68","0,00","3,84",0
"TM2",27/05/2017 10:19,"22,75","71,30","0,00","0,96",8
"TM2",27/05/2017 10:09,"21,88","76,47","0,00","2,88",13
"TM2",27/05/2017 9:59,"22,12","75,65","0,00","6,24",14
"TM2",27/05/2017 9:49,"22,07","74,04","0,00","1,92",10
"TM2",27/05/2017 9:39,"22,18","73,28","0,00","2,88",14
"TM2",27/05/2017 9:29,"22,07","72,04","0,00","0,48",14
"TM2",27/05/2017 9:19,"21,94","71,59","0,00","1,44",14
"TM2",27/05/2017 9:09,"21,62","72,45","0,00","0,48",14
"TM2",27/05/2017 8:59,"21,22","71,36","0,00","0,00",10
"TM2",27/05/2017 8:49,"20,56","71,50","0,00","0,00",12
"TM2",27/05/2017 8:39,"19,87","72,43","0,00","0,00",10
"TM2",27/05/2017 8:29,"19,17","73,36","0,00","0,00",10
"TM2",27/05/2017 8:19,"18,90","74,25","0,00","0,00",10
"TM2",27/05/2017 8:09,"18,54","74,01","0,00","0,00",10
"TM2",27/05/2017 7:59,"18,20","73,16","0,00","0,00",10
"TM2",27/05/2017 7:49,"18,06","73,16","0,00","0,48",10
"TM2",27/05/2017 7:39,"17,86","73,45","0,00","0,00",10
"TM2",27/05/2017 7:29,"17,58","73,69","0,00","1,44",10
"TM2",27/05/2017 7:19,"17,46","72,54","0,00","0,00",10
"TM2",27/05/2017 7:09,"17,38","71,92","0,00","0,00",10
"TM2",27/05/2017 6:59,"17,43","71,56","0,00","0,00",10
"TM2",27/05/2017 6:49,"17,44","71,77","0,00","0,00",10
"TM2",27/05/2017 6:39,"17,40","71,27","0,00","0,00",10
"TM2",27/05/2017 6:29,"17,40","71,09","0,00","1,44",10
"TM2",27/05/2017 6:19,"17,36","71,71","0,00","0,00",10
"TM2",27/05/2017 6:09,"17,34","72,21","0,00","1,44",10
"TM2",27/05/2017 5:59,"17,34","73,31","0,00","0,96",10
"TM2",27/05/2017 5:49,"17,41","74,16","0,00","0,00",10
"TM2",27/05/2017 5:39,"17,48","74,48","0,00","0,00",10
"TM2",27/05/2017 5:29,"17,55","74,36","0,00","0,00",10
"TM2",27/05/2017 5:19,"17,66","74,19","0,00","0,00",10
"TM2",27/05/2017 5:09,"17,85","74,16","0,00","0,00",10
"TM2",27/05/2017 4:59,"17,99","73,36","0,00","0,00",10
"TM2",27/05/2017 4:49,"18,12","73,75","0,00","0,00",10
"TM2",27/05/2017 4:39,"18,16","73,48","0,00","0,00",10
"TM2",27/05/2017 4:29,"18,16","74,13","0,00","0,48",10
"TM2",27/05/2017 4:19,"18,12","74,19","0,00","0,00",10
"TM2",27/05/2017 4:09,"18,15","73,22","0,00","0,00",10
"TM2",27/05/2017 3:59,"18,18","74,28","0,00","0,00",10
"TM2",27/05/2017 3:49,"18,26","74,36","0,00","0,00",10
"TM2",27/05/2017 3:39,"18,34","74,13","0,00","0,00",10
"TM2",27/05/2017 3:29,"18,45","74,48","0,00","0,00",10
"TM2",27/05/2017 3:19,"18,58","74,36","0,00","0,00",10
"TM2",27/05/2017 3:09,"18,69","74,42","0,00","0,00",10
"TM2",27/05/2017 2:59,"18,82","74,71","0,00","0,00",10
"TM2",27/05/2017 2:49,"18,93","74,22","0,00","0,00",10
"TM2",27/05/2017 2:39,"19,03","74,42","0,00","1,44",8
"TM2",27/05/2017 2:29,"19,09","74,77","0,00","1,44",8
"TM2",27/05/2017 2:19,"19,19","73,92","0,00","0,48",10
"TM2",27/05/2017 2:09,"19,39","73,78","0,00","0,00",10
"TM2",27/05/2017 1:59,"19,56","74,30","0,00","0,00",10
"TM2",27/05/2017 1:49,"19,68","75,12","0,00","0,00",10
"TM2",27/05/2017 1:39,"19,75","74,19","0,00","1,44",10
"TM2",27/05/2017 1:29,"20,00","72,63","0,00","0,00",10
"TM2",27/05/2017 1:19,"20,18","73,31","0,00","2,40",8
"TM2",27/05/2017 1:09,"20,35","73,42","0,00","0,00",10
"TM2",27/05/2017 0:59,"20,52","73,75","0,00","1,44",10
"TM2",27/05/2017 0:49,"20,95","74,89","0,00","1,44",10
"TM2",27/05/2017 0:39,"21,08","76,15","0,00","0,00",12
"TM2",27/05/2017 0:29,"21,22","75,65","0,00","0,48",12
"TM2",27/05/2017 0:19,"21,38","74,89","0,00","0,00",14
"TM2",27/05/2017 0:09,"21,38","76,03","0,00","0,00",12
"TM2",26/05/2017 23:59,"21,31","76,06","0,00","1,92",12
"TM2",26/05/2017 23:49,"21,22","73,22","0,00","1,44",14
"TM2",26/05/2017 23:39,"21,15","65,76","0,00","0,00",12
"TM2",26/05/2017 23:29,"21,30","65,67","0,00","0,00",12
"TM2",26/05/2017 23:19,"21,40","65,15","0,00","0,00",12
"TM2",26/05/2017 23:09,"21,70","66,24","0,00","0,00",8
"TM2",26/05/2017 22:59,"21,88","71,77","0,00","1,92",12
"TM2",26/05/2017 22:49,"21,92","69,18","0,00","1,44",11
"TM2",26/05/2017 22:39,"21,98","65,21","0,00","2,88",13
"TM2",26/05/2017 22:29,"22,05","61,34","0,00","0,48",14
"TM2",26/05/2017 22:19,"22,10","60,33","0,00","0,48",14
"TM2",26/05/2017 22:09,"22,15","58,87","0,00","0,48",11
"TM2",26/05/2017 21:59,"22,20","58,04","0,00","0,00",13
"TM2",26/05/2017 21:49,"22,25","58,72","0,00","1,44",0
"TM2",26/05/2017 21:39,"22,40","58,94","0,00","0,00",0
"TM2",26/05/2017 21:29,"22,44","58,94","0,00","3,36",13
"TM2",26/05/2017 21:19,"22,56","58,29","0,00","2,88",14
"TM2",26/05/2017 21:09,"22,76","58,97","0,00","4,32",0
"TM2",26/05/2017 20:59,"22,98","58,16","0,00","3,84",11
"TM2",26/05/2017 20:39,"23,69","55,98","0,00","2,40",14
"TM2",26/05/2017 20:29,"23,98","56,67","0,00","1,92",14
"TM2",26/05/2017 20:19,"24,23","52,75","0,00","3,84",1
"TM2",26/05/2017 20:09,"24,40","52,24","0,00","2,40",13
"TM2",26/05/2017 19:59,"24,68","49,16","0,00","4,80",0
"TM2",26/05/2017 19:49,"24,94","48,07","0,00","5,76",10
"TM2",26/05/2017 19:39,"25,28","47,14","0,00","1,44",12
"TM2",26/05/2017 19:29,"25,88","45,24","0,00","12,00",14
"TM2",26/05/2017 19:19,"25,59","45,08","0,00","7,20",0
"TM2",26/05/2017 19:09,"25,85","44,27","0,00","7,20",0
"TM2",26/05/2017 18:59,"25,78","43,13","0,00","4,32",14
"TM2",26/05/2017 18:49,"25,95","42,51","0,00","2,88",14
"TM2",26/05/2017 18:39,"25,78","43,10","0,00","3,84",15
"TM2",26/05/2017 18:29,"25,84","42,58","0,00","8,64",14
"TM2",26/05/2017 18:19,"25,78","42,58","0,00","6,24",0
"TM2",26/05/2017 18:09,"25,78","43,23","0,00","7,68",14
"TM2",26/05/2017 17:59,"25,84","42,12","0,00","9,60",0
"TM2",26/05/2017 17:49,"26,10","42,25","0,00","11,04",0
"TM2",26/05/2017 17:39,"25,56","43,00","0,00","3,84",14
"TM2",26/05/2017 17:29,"25,60","43,78","0,00","3,84",4
"TM2",26/05/2017 17:19,"25,46","43,45","0,00","8,16",14
"TM2",26/05/2017 17:09,"25,55","43,36","0,00","3,84",0
"TM2",26/05/2017 16:59,"25,54","43,06","0,00","9,12",13
"TM2",26/05/2017 16:49,"25,84","42,54","0,00","3,36",0
"TM2",26/05/2017 16:39,"25,52","43,49","0,00","3,84",11
"TM2",26/05/2017 16:29,"25,46","43,81","0,00","13,92",13
"TM2",26/05/2017 16:19,"25,86","42,12","0,00","13,44",1
"TM2",26/05/2017 16:09,"25,98","43,06","0,00","5,76",12
"TM2",26/05/2017 15:59,"26,41","42,51","0,00","6,72",12
"TM2",26/05/2017 15:49,"26,37","41,73","0,00","3,84",15
"TM2",26/05/2017 15:39,"26,90","41,04","0,00","3,36",0
"TM2",26/05/2017 15:29,"26,67","41,66","0,00","1,44",10
"TM2",26/05/2017 15:19,"26,84","40,78","0,00","2,88",9
"TM2",26/05/2017 15:09,"26,76","40,09","0,00","4,80",0
"TM2",26/05/2017 14:59,"26,96","39,10","0,00","3,84",0
"TM2",26/05/2017 14:49,"26,94","37,35","0,00","13,92",0
"TM2",26/05/2017 14:39,"26,84","34,46","0,00","1,44",0
"TM2",26/05/2017 14:29,"26,70","37,52","0,00","3,36",14
"TM2",26/05/2017 14:19,"26,32","36,92","0,00","15,84",14
"TM2",26/05/2017 14:09,"26,79","42,58","0,00","9,60",13
"TM2",26/05/2017 13:59,"26,73","37,75","0,00","9,60",0
"TM2",26/05/2017 13:49,"26,81","43,65","0,00","5,76",1
"TM2",26/05/2017 13:39,"26,73","46,40","0,00","1,44",14
"TM2",26/05/2017 13:29,"26,48","47,69","0,00","2,40",13
"TM2",26/05/2017 13:19,"26,80","48,87","0,00","2,40",0
"TM2",26/05/2017 13:09,"26,58","52,53","0,00","0,96",14
"TM2",26/05/2017 12:59,"26,38","48,77","0,00","3,84",12
"TM2",26/05/2017 12:49,"26,31","51,35","0,00","10,56",0
"TM2",26/05/2017 12:39,"26,35","51,89","0,00","5,28",2
"TM2",26/05/2017 12:29,"26,73","49,80","0,00","8,64",0
"TM2",26/05/2017 12:19,"26,95","47,65","0,00","3,36",0
"TM2",26/05/2017 12:09,"26,36","47,30","0,00","4,32",14
"TM2",26/05/2017 11:59,"26,49","46,62","0,00","1,92",14
"TM2",26/05/2017 11:49,"26,26","47,30","0,00","2,88",14
"TM2",26/05/2017 11:39,"26,00","48,36","0,00","0,48",12
"TM2",26/05/2017 11:29,"26,64","49,00","0,00","3,84",12
"TM2",26/05/2017 11:19,"26,79","53,41","0,00","3,36",11
"TM2",26/05/2017 11:09,"26,69","53,25","0,00","2,88",15
"TM2",26/05/2017 10:59,"26,58","52,30","0,00","1,44",14
"TM2",26/05/2017 10:49,"26,62","50,11","0,00","0,00",12
"TM2",26/05/2017 10:39,"26,44","49,29","0,00","1,92",15
"TM2",26/05/2017 10:29,"26,65","49,19","0,00","1,44",12
"TM2",26/05/2017 10:19,"26,50","47,59","0,00","0,00",9
"TM2",26/05/2017 10:09,"26,16","48,39","0,00","0,48",14
"TM2",26/05/2017 9:59,"25,79","47,94","0,00","2,40",12
"TM2",26/05/2017 9:49,"25,70","46,91","0,00","2,40",0
"TM2",26/05/2017 9:39,"24,98","46,72","0,00","2,40",0
"TM2",26/05/2017 9:29,"24,50","47,36","0,00","0,00",12
"TM2",26/05/2017 9:19,"23,96","46,75","0,00","0,00",12
"TM2",26/05/2017 9:09,"23,12","46,59","0,00","0,00",12
"TM2",26/05/2017 8:59,"22,52","46,33","0,00","0,00",12
"TM2",26/05/2017 8:49,"22,12","44,91","0,00","0,00",12
"TM2",26/05/2017 8:39,"21,66","43,91","0,00","0,00",10
"TM2",26/05/2017 8:29,"21,14","44,56","0,00","0,00",10
"TM2",26/05/2017 8:19,"20,68","45,08","0,00","0,00",10
"TM2",26/05/2017 8:09,"19,98","44,49","0,00","0,00",10
"TM2",26/05/2017 7:59,"19,33","45,37","0,00","0,00",10
"TM2",26/05/2017 7:49,"18,84","48,58","0,00","0,00",10
"TM2",26/05/2017 7:39,"18,50","50,46","0,00","0,00",10
"TM2",26/05/2017 7:29,"18,25","50,62","0,00","0,00",10
"TM2",26/05/2017 7:19,"18,27","50,24","0,00","0,00",10
"TM2",26/05/2017 7:09,"18,28","47,49","0,00","0,00",10
"TM2",26/05/2017 6:59,"18,26","47,75","0,00","0,00",10
"TM2",26/05/2017 6:49,"18,26","48,23","0,00","0,00",10
"TM2",26/05/2017 6:39,"18,30","50,31","0,00","0,00",10
"TM2",26/05/2017 6:29,"18,36","52,02","0,00","2,88",8
"TM2",26/05/2017 6:19,"18,46","52,75","0,00","0,00",12
"TM2",26/05/2017 6:09,"18,86","51,42","0,00","2,40",10
"TM2",26/05/2017 5:59,"19,18","49,22","0,00","2,40",8
"TM2",26/05/2017 5:49,"19,30","48,04","0,00","2,88",10
"TM2",26/05/2017 5:39,"19,18","47,59","0,00","0,00",10
"TM2",26/05/2017 5:29,"19,03","47,62","0,00","0,00",10
"TM2",26/05/2017 5:19,"18,66","50,81","0,00","0,96",12
"TM2",26/05/2017 5:09,"18,27","51,92","0,00","1,92",10
"TM2",26/05/2017 4:59,"18,15","52,72","0,00","0,00",10
"TM2",26/05/2017 4:49,"18,13","53,91","0,00","0,00",10
"TM2",26/05/2017 4:39,"18,28","54,13","0,00","0,00",12
"TM2",26/05/2017 4:29,"18,45","53,79","0,00","0,00",12
"TM2",26/05/2017 4:19,"18,54","53,94","0,00","0,96",9
"TM2",26/05/2017 4:09,"18,68","53,98","0,00","0,00",10
"TM2",26/05/2017 3:59,"18,72","54,60","0,00","0,00",10
"TM2",26/05/2017 3:49,"18,72","54,42","0,00","0,00",8
"TM2",26/05/2017 3:39,"18,74","53,54","0,00","0,00",10
"TM2",26/05/2017 3:29,"18,75","57,14","0,00","1,92",8
"TM2",26/05/2017 3:19,"18,74","57,82","0,00","0,00",10
"TM2",26/05/2017 3:09,"18,74","57,71","0,00","0,00",10
"TM2",26/05/2017 2:57,"18,74","57,67","0,00","0,00",10
"TM2",26/05/2017 2:47,"18,83","58,63","0,00","0,00",12
"TM2",26/05/2017 2:37,"18,90","59,03","0,00","0,00",4
"TM2",26/05/2017 2:27,"18,98","59,46","0,00","0,00",10
"TM2",26/05/2017 2:17,"19,04","60,45","0,00","0,00",10
"TM2",26/05/2017 2:07,"19,09","61,98","0,00","0,00",10
"TM2",26/05/2017 1:57,"19,18","61,65","0,00","0,00",10
"TM2",26/05/2017 1:47,"19,26","61,68","0,00","0,00",10
"TM2",26/05/2017 1:37,"19,32","62,32","0,00","0,00",12
"TM2",26/05/2017 1:27,"19,36","61,95","0,00","0,00",9
"TM2",26/05/2017 1:17,"19,49","62,50","0,00","0,00",14
"TM2",26/05/2017 1:08,"19,66","61,68","0,00","0,00",12
"TM2",26/05/2017 0:57,"19,86","62,69","0,00","0,00",10
"TM2",26/05/2017 0:47,"19,99","61,19","0,00","0,00",12
"TM2",26/05/2017 0:38,"20,15","60,79","0,00","0,00",10
"TM2",26/05/2017 0:28,"20,36","59,74","0,00","0,00",14
"TM2",26/05/2017 0:17,"20,61","59,89","0,00","0,00",14
"TM2",26/05/2017 0:08,"20,82","59,80","0,00","0,00",14
"TM2",25/05/2017 23:58,"20,95","59,55","0,00","0,00",14
"TM2",25/05/2017 23:48,"21,00","59,59","0,00","0,00",10
"TM2",25/05/2017 23:38,"21,00","59,96","0,00","0,00",14
"TM2",25/05/2017 23:27,"20,98","59,06","0,00","0,00",10
"TM2",25/05/2017 23:18,"21,00","58,75","0,00","0,00",14
"TM2",25/05/2017 23:07,"21,04","58,35","0,00","1,92",14
"TM2",25/05/2017 22:57,"21,11","57,67","0,00","0,00",12
"TM2",25/05/2017 22:47,"21,19","57,73","0,00","0,00",14
"TM2",25/05/2017 22:37,"21,32","56,51","0,00","0,00",14
"TM2",25/05/2017 22:27,"21,50","56,11","0,00","0,00",14
"TM2",25/05/2017 22:18,"21,68","55,79","0,00","0,00",10
"TM2",25/05/2017 22:08,"21,85","55,51","0,00","0,00",8
"TM2",25/05/2017 21:58,"22,07","54,67","0,00","0,00",12
"TM2",25/05/2017 21:48,"22,26","53,47","0,00","0,00",14
"TM2",25/05/2017 21:38,"22,43","52,72","0,00","0,00",12
"TM2",25/05/2017 21:27,"22,58","49,92","0,00","0,00",14
"TM2",25/05/2017 21:18,"22,79","47,27","0,00","0,00",12
"TM2",25/05/2017 21:07,"22,93","47,56","0,00","1,92",0
"TM2",25/05/2017 20:58,"23,14","46,75","0,00","0,00",10
"TM2",25/05/2017 20:48,"23,30","46,27","0,00","0,96",0
"TM2",25/05/2017 20:38,"23,48","45,63","0,00","1,44",14
"TM2",25/05/2017 20:28,"23,75","45,56","0,00","3,36",12
"TM2",25/05/2017 20:18,"23,97","45,11","0,00","0,00",12
"TM2",25/05/2017 20:08,"24,02","44,78","0,00","4,32",15
"TM2",25/05/2017 19:58,"24,04","44,40","0,00","1,92",13
"TM2",25/05/2017 19:48,"24,14","43,81","0,00","8,64",15
"TM2",25/05/2017 19:38,"24,50","43,26","0,00","7,68",0
"TM2",25/05/2017 19:28,"25,00","43,16","0,00","0,48",12
"TM2",25/05/2017 19:18,"25,45","42,41","0,00","8,64",15
"TM2",25/05/2017 19:08,"25,44","43,58","0,00","3,84",13
