"Año","Cod_Municipio","Nom_Municipio","Desc_Concepto","Orden","Fecha_Alta_OT","Desc_OT","Direccion_OT","Provincia","Descripcion_Tarifa_Sub_1","Unidad_Medida_Sub_1","Descripcion_Tarifa_Sub_2","Ref_Catastral_Fin"
2017,46244,"TORRENT","VADOS","1555",16/03/1995,"CL SAN MIGUEL 24","CL SAN MIGUEL 24","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1556",15/03/1995,"CL SAN JOSE 28","CL SAN JOSE 28","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1557",23/03/1995,"CL SAN NICOLAS 7","CL SAN NICOLAS 7","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","156",10/04/1995,"CL SAN JERONIMO 2","CL SAN JERONIMO 2","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1560",21/07/1999,"CL GERMANIES 77","CL GERMANIES 77","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1561",21/07/1999,"CL GERMANIES 79","CL GERMANIES 79","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1563",16/03/1995,"CL REIAL CAMI 137","CL CAMI REIAL 137","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1564",28/03/1995,"CL SAN VALERIANO 20","CL SAN VALERIANO 20","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1567",10/04/1995,"CL TIRANT LO BLANC 13","CL TIRANT LO BLANC 13","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1568",10/04/1995,"CL SAN ANTONIO DE PADUA 8","CL SAN ANTONIO PADUA 8","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1569",15/03/1995,"CL AZORIN 0","CL AZORIN 0","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1570",10/02/1995,"CL PINTOR RENAU 44 ES","CL PINTOR RENAU 44   ES","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1571",30/05/1990,"CL MUSICO ANDREU PIQUERES 4 00","CL MUSICO ANDRES PIQUERES 4  00","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1574",26/04/1995,"CL SANTA TERESITA 51","CL SANTA TERESITA 51","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1575",04/05/1995,"CL RAMIRO DE MAEZTU 3","CL RAMIRO MAEZTU 3","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1577",24/05/1995,"CL SAN FERNANDO 7","CL SAN FERNANDO 7","VALENCIA","CATEGORIA E MINUSVALIDO","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1578",25/05/1995,"CL SANTA RITA 1","CL SANTA RITA 1","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","158",25/04/1989,"CL TERUEL 17 00","CL TERUEL 17  00","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1580",24/05/1995,"CL PICASSENT 33","CL PICASENT 33","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1583",26/04/1989,"CL VIRGEN DEL PUIG 21 00 IZ","CL VIRGEN DEL PUIG 21  00 IZ","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1586",29/05/1995,"CL SAN JERONIMO 43","CL SAN JERONIMO 43","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1587",14/06/1995,"CL MONTGO 1","CL MONTGO DEL 1","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1588",02/12/1994,"AV PAIS VALENCIA 134 B","AV PAIS VALENCIA 134   B","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1589",30/06/1995,"CL 25 DE ABRIL 0","CL 25 DE ABRIL 0","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1590",14/06/1995,"CL SAN FERNANDO 7","CL SAN FERNANDO 7","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1591",04/07/1995,"CL CALVARIO 12","CL CALVARIO 12","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1592",25/05/1995,"CL HERNANDEZ MALILLOS 36","CL HERNANDEZ MALILLOS 36","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1593",25/04/1989,"CL SAN ERNESTO 1 03 DC","CL SAN ERNESTO 1  03 DC","VALENCIA","CATEGORIA E MINUSVALIDO","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1594",15/11/1996,"CL CONSTITUCION 43","CL CONSTITUCION 43","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1596",25/07/1995,"CL HERNAN CORTES 0","CL HERNAN CORTES 0","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1597",10/04/1995,"CL CONSTITUCION 45","CL CONSTITUCION 45","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1598",19/09/1995,"CL XOCOLATERS 18","CL XOCOLATERS 18","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1599",19/09/1995,"CL SANTA TERESA 11","CL SANTA TERESA 11","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1600",19/09/1995,"CL NTRA SRA DEL BUEN CONSEJO 6","CL NTRA SRA DEL BUEN CONSEJO 6","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1601",19/09/1995,"CL HUESCA 28","CL HUESCA 28","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1602",17/05/1995,"CL DOMINICAL 5","CL DOMINICAL 5","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1603",19/09/1996,"AV PAIS VALENCIA 141","AV PAIS VALENCIA 141","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1605",19/10/1995,"CL SAN JUSTO 4 AC","CL SAN JUSTO 4  AC","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1606",14/11/1995,"CL SANTA TERESA 21","CL SANTA TERESA 21","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1607",14/11/1995,"CL MONTGO 8","CL MONTGO DEL 8","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1608",05/12/1995,"CL MUSICO ANDREU NAVARRO 16","CL MUSICO ANDREU NAVARRO 16","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1609",30/11/1995,"CL ZARAGOZA 6","CL ZARAGOZA 6","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1610",14/11/1995,"CL SAN AGUSTIN 16","CL SAN AGUSTIN 16","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1611",26/01/1996,"CL L'HORTA 33","CL L´HORTA 33","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1613",26/01/1996,"CL FRANCISCO TARREGA 8","CL FRANCISCO TARREGA 8","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1614",26/01/1996,"A-Individual","CL SAN CARLOS 12","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)","7182109YJ1678S0002MW"
2017,46244,"TORRENT","VADOS","1615",26/01/1996,"CL REIAL CAMI 115","CL CAMI REIAL 115","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1618",01/01/1995,"CL CANONIGO GISBERT 14 00","CL CANONIGO GISBERT 14  00","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1619",20/02/1996,"CL D'ALBOCASSER 29 00 00","CL ALBOCASSER 29  00 00","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1620",20/02/1996,"CL SANTA LUCIA 67","CL SANTA LUCIA 67","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1621",21/02/1996,"A-Individual","CL SAN CARLOS 12","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,"7182109YJ1678S0001XQ"
2017,46244,"TORRENT","VADOS","1622",20/02/1996,"CL ALCACER 29","CL ALCACER 29","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1623",11/03/1996,"CL PADRE FEIJOO 0","CL PADRE FEIJOO 0","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1624",11/03/1996,"CL SILLA 4","CL SILLA 4","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1625",19/04/1996,"CL ZARAGOZA 4 BJ","CL ZARAGOZA 4  BJ","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1627",19/04/1996,"CL CONSTITUCION 37 01","CL CONSTITUCION 37   01","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1628",19/04/1996,"CL SEDAVI 13","CL SEDAVI 13","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1629",24/04/1989,"CL SANTA TERESITA 12 00","CL SANTA TERESITA 12  00","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1630",14/04/1989,"CL CERVANTES 26","CL Cervantes 26","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1632",31/12/1995,"CL VIRGEN DEL PUIG 22 01 AC","CL VIRGEN DEL PUIG 22  01 AC","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1634",23/05/1996,"CL BUEN PASTOR DEL 3","CL BUEN PASTOR 3","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1635",08/05/1996,"AV PADRE PRUDENCIO 12","AV PADRE PRUDENCIO 12","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1636",21/04/1989,"CL PADRE MENDEZ 106 00 IZ","CL PADRE MENDEZ 106  00 IZ","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1637",07/06/1996,"CL SAN GREGORIO 64","CL SAN GREGORIO 64","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1639",13/06/1996,"C-Colectiu privat","CL GRANERERS 1","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1640",20/06/1996,"CL L'HORTA 36 AC","CL L´HORTA 36  AC","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1641",20/06/1996,"CL GOMEZ FERRER 60","CL GOMEZ FERRER 60","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1644",27/06/1996,"CL AZORIN 29","CL AZORIN 29","VALENCIA","CATEGORIA E MINUSVALIDO","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1645",27/06/1996,"CL TOLEDO 38","CL TOLEDO 38","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1646",14/04/1989,"CL BUEN PASTOR DEL 2 00 DC","CL BUEN PASTOR 2  00 DC","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1648",13/06/1996,"CL GERMANIES 77","CL GERMANIES 77","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1649",26/07/1996,"PZ L'ERA 11","PZ L´ERA 11","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1650",26/07/1996,"PZ L'ERA 11 2","PZ L´ERA 11   2","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1651",26/07/1996,"CL 25 DE ABRIL 2","CL 25 DE ABRIL 2","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1653",29/07/1996,"CL SANTA TERESITA 64","CL SANTA TERESITA 64","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1654",23/05/1996,"CL ELENA TAMARIT 5","CL ELENA TAMARIT 5","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1655",18/07/1996,"PZ MAESTRO GINER 5","PZ MAESTRO GINER 5","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1657",03/09/1996,"CL SANTA TERESITA 6","CL SANTA TERESITA 6","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1659",25/04/1989,"CL VIRGEN DE LAS ANGUSTIAS 10 00","CL VIRGEN DE LAS ANGUSTIAS 10  00","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1660",03/09/1996,"PZ MAESTRO GINER 19","PZ MAESTRO GINER 19","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1661",14/04/1989,"CL CALVARIO 15 00","CL CALVARIO 15  00","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1662",26/07/1996,"CL PADRE FEIJOO 21","CL PADRE FEIJOO 21","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1663",26/07/1996,"CR PICAÑA 18","CL PICAÑA 18","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1664",03/09/1996,"CL SEDAVI 23","CL SEDAVI 23","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1665",25/11/1996,"CL PADRE MENDEZ 122","CL PADRE MENDEZ 122","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1666",25/09/1996,"CL TOLEDO 19","CL TOLEDO 19","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1667",25/09/1996,"CL REIAL CAMI 121","CL CAMI REIAL 121","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1668",25/09/1996,"CL TOLEDO 13","CL TOLEDO 13","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1669",20/06/1996,"CL REIAL CAMI 19","CL CAMI REIAL 19","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1670",03/09/1996,"CL VIRGEN DE LA PAZ 17","CL VIRGEN DE LA PAZ 17","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1672",25/09/1996,"CL SANTA LUCIA 49","CL SANTA LUCIA 49","VALENCIA","CATEGORIA E MINUSVALIDO","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1673",13/06/1996,"CL ESTACION 5","CL ESTACION 5","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1675",18/04/1989,"CL JESUS 3 00","CL JESUS 3  00","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1678",23/05/1996,"CL FRAY LUIS AMIGO 2","CL FRAY LUIS AMIGO 2","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1679",03/12/1996,"CL PADRE MENDEZ 24","CL PADRE MENDEZ 24","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1682",10/01/1997,"CL VIRGEN DE LA PAZ 52","CL VIRGEN DE LA PAZ 52","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1683",10/01/1997,"CL SAN LUIS BERTRAN","CL SAN LUIS BELTRAN 47","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1684",10/01/1997,"CL PADRE MENDEZ 30","CL PADRE MENDEZ 30","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1685",23/01/1997,"CL SANTO DOMINGO 38","CL SANTO DOMINGO 38","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1686",31/12/1998,"CL MAESTRO SANCHIS ALMIÑANO 1","CL MAESTRO SANCHIS ALMIÑANO 1","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1687",23/01/1997,"CL SANTA TERESA 32","CL SANTA TERESA 32","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1688",23/01/1997,"CL MARIA AUXILIADORA 6","CL MARIA AUXILIADORA 6","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1689",23/01/1997,"CL SAN CAYETANO 36","CL SAN CAYETANO 36","VALENCIA","CATEGORIA E MINUSVALIDO","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1691",10/02/1997,"PZ MAESTRO GINER 8","PZ MAESTRO GINER 8","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1692",10/02/1997,"CL SAN JUAN DE RIBERA 6","CL SAN JUAN DE RIBERA 6","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1693",10/02/1997,"CL HERNANDEZ MALILLOS 49","CL HERNANDEZ MALILLOS 49","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1694",17/04/1989,"CL HERNANDEZ MALILLOS 22 00 DC","CL HERNANDEZ MALILLOS 22  00 DC","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1696",17/02/1997,"CL VIRGEN DE LA SOLEDAD 7","CL VIRGEN DE LA SOLEDAD 7","VALENCIA","CATEGORIA E MINUSVALIDO","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1697",17/02/1997,"CL TOLEDO 13","CL TOLEDO 13","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1699",17/02/1997,"CL VALENTIN PLANELLS 8","CL VALENTIN PLANELLS 8","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1700",24/02/1997,"CL L'HORTA 20","CL L´HORTA 20","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1701",26/02/1997,"CL SAN JUAN DE RIBERA 43","CL SAN JUAN DE RIBERA 43","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1702",26/02/1997,"CL MUSICO ANDREU NAVARRO 2","CL MUSICO ANDREU NAVARRO 2","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1703",26/02/1997,"CL DOCTOR FRANCISCO ROSELLO 40","CL DOCTOR FRANCISCO ROSELLO 40","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1704",31/12/1998,"PZ SAN ROQUE 6","PZ SAN ROQUE 6","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1706",04/03/1997,"CL SAFOR LA 7 B","CL SAFOR LA 7   B","VALENCIA","CATEGORIA E MINUSVALIDO","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1707",13/03/1997,"CL PIO XII 1","CL PIO XII 1","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1708",24/03/1997,"CL REIAL CAMI 135","CL CAMI REIAL 135","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1709",20/03/1997,"CL FRANCISCO TARREGA 6","CL FRANCISCO TARREGA 6","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","171",25/04/1989,"CL VALENTIN PLANELLS 3 00","CL VALENTIN PLANELLS 3  00","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1710",20/03/1997,"CL MARQUESAT EL 7","CL MARQUESAT EL 7","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1711",20/03/1997,"CL CAMI REIAL 137","CL Cami Reial 137","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1712",20/03/1997,"CL PADRE MENDEZ 126","CL PADRE MENDEZ 126","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1714",17/04/1997,"CL VIRGEN DE LA PAZ 17 IZQ","CL VIRGEN DE LA PAZ 17   IZQ","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1717",24/04/1997,"CL MUSICO ANDREU PIQUERES 4","CL MUSICO ANDRES PIQUERES 4","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1718",31/12/1998,"CL SAN NICOLAS 20","CL SAN NICOLAS 20","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","172",25/04/1989,"CL VALENTIN PLANELLS 21 00","CL VALENTIN PLANELLS 21  00","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1720",31/12/1996,"CL MUSICO MARIANO PUIG YAGO 28 00 DC","CL MUSICO MARIANO PUIG YAGO 28  00 DC","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1721",16/05/1997,"CL SAN JUAN DE RIBERA 6","CL SAN JUAN DE RIBERA 6","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1723",26/04/1989,"CL VIRGEN DE LA PAZ 27 00 DC","CL VIRGEN DE LA PAZ 27  00 DC","VALENCIA","CATEGORÍA D1 Y D2 INDUSTRIAL","METRO LINEAL",,
2017,46244,"TORRENT","VADOS","1724",09/06/1997,"CL SAN FERNANDO 9","CL SAN FERNANDO 9","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
2017,46244,"TORRENT","VADOS","1725",09/06/1997,"C-Colectivo privado","CL València 3","VALENCIA","CATEGORIA A, B Y C","METRO LINEAL","COLECTIVO PRIVADO Y D1 INDUSTRIAL (BLOQUES)",
