X,Y,Nombre,DESCRIP,URL,Lat,Long
-0.461069957448467,39.435738611172908,SANT NICOLAU,,,39.435739,-0.461070
-0.482211695756904,39.426016908304383,CC LAS AMÉRICAS,,,39.426017,-0.482212
-0.478373420084698,39.424269298619571,AV. REINA SOFÍA,,,39.424269,-0.478373
-0.478130937301595,39.428008203820987,COMARE PILAR MARTÍ,,,39.428008,-0.478131
-0.479853703679779,39.430219107860907,CONSTITUCIÓ,,,39.430219,-0.479854
-0.464941504009547,39.428782849636903,CIUTAT DE L'ESPORT,,,39.428783,-0.464942
-0.464033385554613,39.432724627774732,HORT DE TRÉNOR,,,39.432725,-0.464033
-0.479327732676937,39.433897961699223,AZORÍN,,,39.433898,-0.479328
-0.47312526696771,39.434699918724483,SEDAVÍ,,,39.434700,-0.473125
-0.46998140006461,39.426573340982031,AV. OLÍMPICA,,,39.426573,-0.469981
-0.459387088683306,39.439645457933047,FRAY ANTONI PANES,,,39.439645,-0.459387
-0.489328404475909,39.418620515909687,AV. SAN LORENZO,,,39.418621,-0.489328
-0.465918094830555,39.436839459377488,AJUNTAMENT,,,39.436839,-0.465918
-0.468400124343303,39.433392543821661,PADRE MÉNDEZ II,,,39.433393,-0.468400
-0.461748443946701,39.441264692816794,PLAZA DE LA TORRENTINA,,,39.441265,-0.461748
-0.462779386525321,39.43830158573239,PLAZA MAESTRO GINER,,,39.438302,-0.462779
-0.476240700558061,39.432718124211235,SAN VALERIANO,,,39.432718,-0.476241
-0.475286515340842,39.428228750414078,PADRE MÉNDEZ I,,,39.428229,-0.475287
-0.472593448943025,39.431421642415415,ESTACIÓN TORRENT AVINGUDA,,,39.431422,-0.472593
