"NUM-REG","registro-entrada","CODPOS","MUNICIPIO","SECTOR","CAUSA","FECHA","AÑO","MEDIACION-EMPRESA","ESTADO","INHIBICIÓN A"
215,2016015609,"46900","TORRENT","TELEFONÍA E INTERNET","OTROS",19 de may de 16,"/2016",27 de may de 16,,
216,2016015626,"46900","TORRENT","ELECTRICIDAD","OTROS",19 de may de 16,"/2016",26 de may de 16,,
217,2016015691,"46900","TORRENT","BANCA","PRESTACIÓN DE SERVICIOS",19 de may de 16,"/2016",26 de may de 16,,
218,2016015848,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",20 de may de 16,"/2016",,,"VALENCIA"
219,2016015861,"46900","TORRENT","TELEFONÍA E INTERNET","INCUMPLIMIENTO CONDICIONES VENTA",20 de may de 06,"/2016",26 de may de 16,,
220,2016015897,"46900","TORRENT","ROPA-CALZADO","OTROS",20 de may de 16,"/2016",26 de may de 16,,
221,2016015389,"46970","ALAQUAS","AUTOMOCIÓN","OTROS",18 de may de 16,"/2016",26 de may de 16,,
222,2016016043,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",23 de may de 16,"/2016",1 de jun de 16,,
223,2016016160,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",23 de may de 16,"/2016",16 de feb de 17,,
224,2016016162,"46900","TORRENT","BANCA","OTROS",23 de may de 16,"/2016",31 de may de 16,,
225,2016016187,"46900","TORRENT","ROPA-CALZADO","INCUMPLIMIENTO CONDICIONES VENTA",24 de may de 16,"/2016",,,
226,2016016214,"46900","TORRENT","ELECTRICIDAD","PRECIOS",24 de may de 16,"/2016",2 de jun de 16,,
227,2016016345,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",24 de may de 16,"/2016",31 de may de 16,,
228,2016016627,"46900","TORRENT","OTROS","PRECIOS",25 de may de 16,"/2016",1 de jun de 16,,
229,2016017208,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",27 de may de 16,"/2016",7 de jun de 16,,
230,2016016901,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",26 de may de 16,"/2016",22 de ago de 16,,"VALENCIA"
231,2016017437,"46900","TORRENT","TELEFONÍA E INTERNET","OTROS",30 de may de 16,"/2016",,,"VALENCIA"
232,2016017497,"46900","TORRENT","OTROS","OTROS",30 de may de 16,"/2016",,,"VALENCIA"
233,2016017547,"46900","TORRENT","SEGUROS","OTROS",30 de may de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
234,2016017794,"46900","TORRENT","BANCA","PRECIOS",31 de may de 16,"/2016",8 de jun de 16,,
235,2016017814,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",31 de may de 16,"/2016",7 de jun de 16,,
236,2016018203,"46900","TORRENT","ELECTRODOMESTICOS","PRESTACIÓN DE SERVICIOS",1 de jun de 16,"/2016",9 de jun de 16,,
237,2016018260,"46900","TORRENT","GRANDES SUPERFICIES","PRESTACIÓN DE SERVICIOS",1 de jun de 16,"/2016",,,"XIRIVELLA"
238,2016018275,"46900","TORRENT","TRANSPORTE","OTROS",1 de jun de 16,"/2016",22 de ago de 16,,"VALENCIA"
239,2016018291,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",1 de jun de 16,"/2016",7 de jun de 16,,
240,2016018512,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",2 de jun de 16,"/2016",9 de jun de 16,,
241,2016018698,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",3 de jun de 16,"/2016",15 de jun de 16,,
242,2016018794,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",3 de jun de 16,"/2016",15 de jun de 16,,
243,2016019017,"46900","TORRENT","TELEFONÍA E INTERNET","INCUMPLIMIENTO CONDICIONES VENTA",6 de jun de 16,"/2016",,"SUBSANACIÓN",
244,2016019063,"46370","CHIVA","OTROS","OTROS",6 de jun de 16,"/2016",20 de jun de 16,,
245,2016019061,"46900","TORRENT","TELEFONÍA E INTERNET","OTROS",6 de jun de 16,"/2016",13 de jun de 16,,
246,2016019141,"46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS",6 de jun de 16,"/2016",,,"VALENCIA"
247,2016019193,"46900","TORRENT","OTROS","OTROS",6 de jun de 16,"/2016",,,"OTROS"
248,2016019425,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",7 de jun de 16,"/2016",13 de jun de 16,,
249,2016019556,"46900","TORRENT","OTROS","OTROS",8 de jun de 16,"/2016",,,
250,2016019604,"46010","VALENCIA","TELEFONÍA E INTERNET","PRECIOS",8 de jun de 16,"/2016",14 de jun de 16,,
251,2016019835,"46025","VALENCIA","OTROS","OTROS",9 de jun de 16,"/2016",23 de jun de 16,,
252,2016019918,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",10 de jun de 16,"/2016",24 de jun de 16,,
253,2016019970,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",10 de jun de 16,"/2016",24 de jun de 16,,
254,2016020164,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",13 de jun de 16,"/2016",,,
255,2016020295,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",14 de jun de 16,"/2016",23 de jun de 16,,
256,2016020335,"46900","TORRENT","OTROS","OTROS",14 de jun de 16,"/2016",,,
257,2016020424,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",14 de jun de 16,"/2016",24 de jun de 16,,
258,2016020557,"46900","TORRENT","AGENCIA DE VIAJES","PRESTACIÓN DE SERVICIOS",15 de jun de 16,"/2016",23 de jun de 16,,
259,2016020581,"46900","TORRENT","GAS","PRESTACIÓN DE SERVICIOS",15 de jun de 16,"/2016",,,
260,2016020583,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",15 de jun de 16,"/2016",27 de jun de 16,,
261,2016020611,"46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS",15 de jun de 16,"/2016",,,
262,2016021004,"46900","TORRENT","S.A.T.","PRESTACIÓN DE SERVICIOS",17 de jun de 16,"/2016",,,"VALENCIA"
263,2016020954,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",17 de jun de 16,"/2016",15 de jul de 16,,
264,2016021011,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",17 de jun de 16,"/2016",15 de jul de 16,,
265,2016021027,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",17 de jun de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
266,2016021054,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",17 de jun de 16,"/2016",13 de jul de 16,,
267,2016021157,"46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS",20 de jun de 16,"/2016",13 de jul de 16,,
268,2016021159,"46900","TORRENT","GAS","PRESTACIÓN DE SERVICIOS",20 de jun de 16,"/2016",13 de jul de 16,,
269,2016021189,"46900","TORRENT","BANCA","OTROS",20 de jun de 16,"/2016",13 de jul de 16,,
270,2016021290,"46900","TORRENT","OTROS","PRECIOS",21 de jun de 16,"/2016",,,"ALDAIA"
271,2016021373,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",21 de jun de 16,"/2016",13 de jul de 16,,
272,2016021578,"46900","TORRENT","EDUCACIÓN","OTROS",22 de jun de 16,"/2016",,,
273,2016021636,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",22 de jun de 16,"/2016",13 de jul de 16,,
274,2016021643,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",22 de jun de 16,"/2016",13 de jul de 16,,
275,2016021655,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",22 de jun de 16,"/2016",13 de jul de 16,"ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",
276,2016021670,"46900","TORRENT","OTROS","OTROS",23 de jun de 16,"/2016",13 de jul de 16,,
277,2016021798,"46900","TORRENT","OTROS","OTROS",23 de jun de 16,"/2016",12 de jul de 16,,
278,2016021839,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",23 de jun de 16,"/2016",13 de jul de 16,,
279,2016022003,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",24 de jun de 16,"/2016",20 de jul de 16,,
280,2016021859,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",23 de jun de 16,"/2016",20 de jul de 16,,
281,2016022143,"46900","TORRENT","OTROS","OTROS",27 de jun de 16,"/2016",20 de jul de 16,,
282,2016022286,"46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS",28 de jun de 16,"/2016",20 de jul de 16,,
283,2016022497,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",29 de jun de 16,"/2016",20 de jul de 16,,
284,2016022916,"46900","TORRENT","REPARACION HOGAR","PRESTACIÓN DE SERVICIOS",4 de jul de 16,"/2016",22 de ago de 16,,
285,2016023052,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",5 de jul de 16,"/2016",20 de jul de 16,,
286,2016023060,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",5 de jul de 16,"/2016",20 de jul de 16,,
287,2016023072,"46900","TORRENT","GAS","INCUMPLIMIENTO CONDICIONES VENTA",5 de jul de 16,"/2016",21 de jul de 16,,
288,2016023135,"46900","TORRENT","AGENCIA DE VIAJES","INCUMPLIMIENTO CONDICIONES VENTA",5 de jul de 16,"/2016",,,"SERVICIO TERRITORIAL CONSUMO"
289,2016023143,"46900","TORRENT","INFORMATICA","PRESTACIÓN DE SERVICIOS",5 de jul de 16,"/2016",,,"VALENCIA"
290,2016023150,"46900","TORRENT","INFORMATICA","PRESTACIÓN DE SERVICIOS",5 de jul de 16,"/2016",,,"VALENCIA"
291,2016023225,"46900","TORRENT","AGUA","PRESTACIÓN DE SERVICIOS",6 de jul de 16,"/2016",20 de jul de 16,,
292,2016023248,"46900","TORRENT","BANCA","OTROS",6 de jul de 16,"/2016",21 de jul de 16,,
293,2016023263,"46900","TORRENT","S.A.T.","PRESTACIÓN DE SERVICIOS",6 de jul de 16,"/2016",,,
294,2016023295,"46970","ALAQUAS","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",7 de jul de 16,"/2016",20 de jul de 16,,
295,2016023341,"46900","TORRENT","INFORMATICA","PRESTACIÓN DE SERVICIOS",7 de jul de 16,"/2016",20 de jul de 16,,
296,2016023354,"46900","TORRENT","TRANSPORTE","PRESTACIÓN DE SERVICIOS",7 de jul de 16,"/2016",21 de jul de 16,,
297,2016023360,"46900","TORRENT","ELECTRICIDAD","PRECIOS",7 de jul de 16,"/2016",20 de jul de 16,,
298,2016023375,"46900","TORRENT","MENSAJERIA","PRESTACIÓN DE SERVICIOS",7 de jul de 16,"/2016",20 de jul de 16,,
299,2016023481,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",8 de jul de 16,"/2016",20 de jul de 16,,
300,2016023580,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",11 de jul de 16,"/2016",26 de jul de 16,,
301,2016023590,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",11 de jul de 16,"/2016",26 de jul de 16,,
302,2016023603,"46900","TORRENT","HOSTELERÍA","PRESTACIÓN DE SERVICIOS",11 de jul de 16,"/2016",22 de jul de 16,,
303,2016023739,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",12 de jul de 16,"/2016",23 de ago de 16,,
304,2016023773,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",12 de jul de 16,"/2016",22 de jul de 16,,
305,2016023845,"46900","TORRENT","GAS","PUBLICIDAD ENGAÑOSA",13 de jul de 16,"/2016",21 de jul de 16,,
306,2016023888,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",13 de jul de 16,"/2016",22 de jul de 16,,
307,2016024009,"46900","TORRENT","GRANDES SUPERFICIES","PRECIOS",14 de jul de 16,"/2016",,,"XIRIVELLA"
308,2016024112,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",15 de jul de 16,"/2016",22 de ago de 16,,
309,2016024169,"46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS",15 de jul de 16,"/2016",22 de jul de 16,,
310,2016024164,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",15 de jul de 16,"/2016",23 de ago de 16,"INHIBICIÓN",
311,2016024170,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",15 de jul de 16,"/2016",23 de ago de 16,,
312,2016024274,"46900","TORRENT","INFORMATICA","PRESTACIÓN DE SERVICIOS",18 de jul de 16,"/2016",,,"ALDAIA"
313,2016024369,"46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS",19 de jul de 16,"/2016",22 de jul de 16,,
314,2016024424,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",19 de jul de 16,"/2016",2 de ago de 16,,
315,2016024476,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",19 de jul de 16,"/2016",2 de ago de 16,,
316,2016024508,"46900","TORRENT","TELEFONÍA E INTERNET","INCUMPLIMIENTO CONDICIONES VENTA",20 de jul de 16,"/2016",1 de ago de 16,,
317,2016024530,"46900","TORRENT","OTROS","OTROS",20 de jul de 16,"/2016",,"SUBSANACIÓN",
318,2016024569,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",20 de jul de 16,"/2016",2 de ago de 16,,
319,2016024660,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",21 de jul de 16,"/2016",,,"VALENCIA"
320,2016024662,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",21 de jul de 16,"/2016",23 de ago de 16,"INHIBICIÓN",
321,2016024668,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",21 de jul de 16,"/2016",23 de ago de 16,,"SERVICIO TERRITORIAL CONSUMO"
322,2016024678,"46900","TORRENT","MENSAJERIA","PRESTACIÓN DE SERVICIOS",21 de jul de 16,"/2016",2 de ago de 16,,
323,2016024680,"46726","VALENCIA","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",21 de jul de 16,"/2016",1 de ago de 16,,
324,2016024744,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",22 de jul de 16,"/2016",2 de ago de 16,,
325,2016024753,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",22 de jul de 16,"/2016",3 de ago de 16,,
326,2016024769,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",22 de jul de 16,"/2016",23 de ago de 16,,
327,2016024845,"46900","TORRENT","ROPA-CALZADO","PRESTACIÓN DE SERVICIOS",22 de jul de 16,"/2016",1 de ago de 16,,
328,2016024848,"46900","TORRENT","BANCA","PRESTACIÓN DE SERVICIOS",22 de jul de 16,"/2016",,,"VALENCIA"
329,2016024990,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",26 de jul de 16,"/2016",1 de ago de 16,,
330,2016025321,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",29 de jul de 16,"/2016",24 de ago de 16,,
331,2016025360,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",29 de jul de 16,"/2016",,,
332,2016025387,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",29 de jul de 16,"/2016",22 de ago de 16,"ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",
333,2016025408,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",1 de ago de 16,"/2016",26 de ago de 16,"ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",
334,2016025471,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",1 de ago de 16,"/2016",24 de ago de 16,,
335,2016025562,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",2 de ago de 16,"/2016",,,
336,2016025624,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",3 de ago de 16,"/2016",23 de ago de 16,"ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",
337,2016025690,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",4 de ago de 16,"/2016",22 de ago de 16,,"SERVICIO TERRITORIAL CONSUMO"
338,2016025821,"46901","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",4 de ago de 16,"/2016",23 de ago de 16,,
339,2016026024,"46900","TORRENT","BANCA","OTROS",9 de ago de 16,"/2016",25 de ago de 16,,
340,2016026059,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",9 de ago de 16,"/2016",23 de ago de 16,,
341,2016026133,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",10 de ago de 16,"/2016",23 de ago de 16,,
342,2016026155,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",10 de ago de 16,"/2016",22 de ago de 16,,
343,2016026288,"46900","TORRENT","FERRETERIA","PRESTACIÓN DE SERVICIOS",12 de ago de 16,"/2016",23 de ago de 16,,"VALENCIA"
344,2016026289,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",12 de ago de 16,"/2016",22 de ago de 16,,
345,2016026325,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",16 de ago de 16,"/2016",22 de ago de 16,"ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",
346,2016022389,"46970","ALAQUAS","TRANSPORTE","PRESTACIÓN DE SERVICIOS",29 de jun de 16,"/2016",,,
347,2016026406,"46900","TORRENT","GAS","OTROS",17 de ago de 16,"/2016",24 de ago de 16,"INHIBICIÓN",
348,2016026455,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",18 de ago de 16,"/2016",25 de ago de 16,,
349,2016026493,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",19 de ago de 16,"/2016",25 de ago de 16,,
350,2016026494,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",19 de ago de 16,"/2016",25 de ago de 16,,
351,2016015496,"469001","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",19 de ago de 16,"/2016",,,
352,2016026497,"46900","TORRENT","GAS","PRECIOS",19 de ago de 16,"/2016",23 de ago de 16,,
353,2016026498,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",19 de ago de 16,"/2016",25 de ago de 16,,
354,2016026511,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",19 de ago de 16,"/2016",23 de ago de 16,,
355,2016026515,"46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS",19 de ago de 16,"/2016",25 de ago de 16,"ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",
356,2016026518,"46960","ALDAIA","INFORMATICA","PRESTACIÓN DE SERVICIOS",19 de ago de 16,"/2016",25 de ago de 16,,
357,2016025627,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",3 de ago de 16,"/2016",26 de ago de 16,,
358,2016025628,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",3 de ago de 16,"/2016",26 de ago de 16,,
359,2016025629,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",3 de ago de 16,"/2016",26 de ago de 16,,
360,2016025635,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",3 de ago de 16,"/2016",25 de ago de 16,,
361,2016025646,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",3 de ago de 16,"/2016",26 de ago de 16,,
362,2016024606,"46970","ALAQUAS","OTROS","PRESTACIÓN DE SERVICIOS",20 de jul de 16,"/2016",25 de ago de 16,,
363,2016026520,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",19 de ago de 16,"/2016",25 de ago de 16,,
364,2016026552,"46970","ALAQUAS","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",22 de ago de 16,"/2016",,"ARCHIVO NO CONSUMO",
365,2016026556,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",22 de ago de 16,"/2016",30 de ago de 16,"ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",
366,2016026562,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",22 de ago de 16,"/2016",,,
367,2016026577,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",22 de ago de 16,"/2016",30 de ago de 16,,
368,2016026584,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",22 de ago de 16,"/2016",30 de ago de 16,,
369,2016026668,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",24 de ago de 16,"/2016",30 de ago de 16,"ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",
370,2016026204,"46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS",11 de ago de 16,"/2016",30 de ago de 16,,
371,2016026205,"46970","ALAQUAS","OTROS","PRESTACIÓN DE SERVICIOS",11 de ago de 16,"/2016",30 de ago de 16,"ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",
372,2016026740,"46950","xirivella","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",25 de ago de 16,"/2016",11 de abr de 17,,
373,2016026859,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",29 de ago de 16,"/2016",,,
374,2016026902,"46900","TORRENT","AGUA","PRESTACIÓN DE SERVICIOS",30 de ago de 16,"/2016",,,
375,2016026903,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",30 de ago de 16,"/2016",,,
376,2016026919,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",30 de ago de 16,"/2016",20 de oct de 16,,
377,2016026937,"46900","TORRENT","INFORMATICA","PRECIOS",30 de ago de 16,"/2016",18 de oct de 16,,
378,2016026962,"46900","TORRENT","OTROS","OTROS",31 de ago de 16,"/2016",19 de oct de 16,,
379,2016026968,"46200","PAIPORTA","ASISTENCIA MÉDICA","PRESTACIÓN DE SERVICIOS",31 de ago de 16,"/2016",18 de oct de 16,,
380,2016026969,"46900","TORRENT","ROPA-CALZADO","PRESTACIÓN DE SERVICIOS",31 de ago de 16,"/2016",18 de oct de 16,,
381,2016026994,"46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS",31 de ago de 16,"/2016",19 de oct de 16,,
382,2016026999,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",1 de sep de 16,"/2016",19 de oct de 16,,
383,2016027182,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",2 de sep de 16,"/2016",19 de oct de 16,,
384,2016027183,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",2 de sep de 16,"/2016",19 de oct de 16,,
385,2016027224,"46900","TORRENT","CORREOS","PRESTACIÓN DE SERVICIOS",5 de sep de 16,"/2016",,,
386,2016027283,"46901","TORRENT","I.T.V.","OTROS",5 de sep de 16,"/2016",19 de oct de 16,,
387,2016027388,"46900","TORRENT","TELEFONÍA E INTERNET","OTROS",6 de sep de 16,"/2016",,"ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",
388,2016027391,"46900","TORRENT","BANCA","PRECIOS",6 de sep de 16,"/2016",,"SUBSANACIÓN",
389,2016027502,"46900","TORRENT","AGENCIA DE VIAJES","PRECIOS",7 de sep de 16,"/2016",27 de oct de 16,,
390,2016027513,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",7 de sep de 16,"/2016",19 de oct de 16,,
391,2016027559,"46900","TORRENT","GAS","PRECIOS",7 de sep de 16,"/2016",18 de oct de 16,,
392,2016027624,"46900","TORRENT","OTROS","OTROS",8 de sep de 16,"/2016",,"ARCHIVO NO CONSUMO",
393,2016027645,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",8 de sep de 16,"/2016",,,
394,2016027716,"46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS",9 de sep de 16,"/2016",21 de oct de 16,,
395,2016027868,"46900","TORRENT","REPARACION HOGAR","PRESTACIÓN DE SERVICIOS",12 de sep de 16,"/2016",18 de oct de 16,,
396,2016027880,"46900","TORRENT","OTROS","OTROS",12 de sep de 16,"/2016",21 de oct de 16,,
397,2016028027,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",13 de sep de 16,"/2016",21 de oct de 16,,
398,2016028152,"46970","ALAQUAS","INFORMATICA","PRECIOS",14 de sep de 16,"/2016",21 de oct de 16,,
399,2016028196,"46900","TORRENT","ROPA-CALZADO","PRECIOS",14 de sep de 16,"/2016",25 de oct de 16,,
400,2016028275,"46900","TORRENT","ELECTRODOMESTICOS","PRESTACIÓN DE SERVICIOS",15 de sep de 16,"/2016",21 de oct de 16,,
401,2016028280,"46900","TORRENT","BANCA","PRESTACIÓN DE SERVICIOS",15 de sep de 16,"/2016",21 de oct de 16,,
402,2016028352,"46900","TORRENT","ELECTRODOMESTICOS","PRESTACIÓN DE SERVICIOS",15 de sep de 16,"/2016",26 de oct de 16,,
403,2016028583,"46900","TORRENT","GRANDES SUPERFICIES","PRESTACIÓN DE SERVICIOS",19 de sep de 16,"/2016",24 de oct de 16,,
404,2016028585,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",19 de sep de 16,"/2016",,,
405,2016028870,"46900","TORRENT","INFORMATICA","PRESTACIÓN DE SERVICIOS",21 de sep de 16,"/2016",21 de oct de 16,,
406,2016028941,"46900","TORRENT","GASOLINERAS","OTROS",22 de sep de 16,"/2016",21 de oct de 16,,
407,2016028952,"46470","CATARROJA","GAS","OTROS",22 de sep de 16,"/2016",,,
408,2016029126,"46900","TORRENT","TINTORERÍA","PRESTACIÓN DE SERVICIOS",23 de sep de 16,"/2016",21 de oct de 16,"J.A.C.",
409,2016029157,"46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS",23 de sep de 16,"/2016",26 de oct de 16,,
410,2016029244,"46900","TORRENT","REPARACION HOGAR","PRESTACIÓN DE SERVICIOS",26 de sep de 16,"/2016",,,
411,2016029415,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",27 de sep de 16,"/2016",24 de oct de 16,,
412,2016029449,"46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS",27 de sep de 16,"/2016",26 de oct de 16,,
413,2016029505,"46900","TORRENT","TRANSPORTE","PRECIOS",27 de sep de 16,"/2016",24 de oct de 16,,
414,2016029519,"46900","TORRENT","INFORMATICA","PRESTACIÓN DE SERVICIOS",27 de sep de 16,"/2016",21 de oct de 16,,
415,2016029535,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",28 de sep de 16,"/2016",24 de oct de 16,,
416,2016029572,"46900","TORRENT","INFORMATICA","PRESTACIÓN DE SERVICIOS",28 de sep de 16,"/2016",21 de oct de 16,,
417,2016029576,"46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS",28 de sep de 16,"/2016",,,
