"Nombre","Lat","Long","DESCRIP","URL"
"172B","39,4208","-0,545","",""
"172B","39,4222","-0,5394","",""
"172F","39,4364","-0,5168","",""
"172I","39,4144","-0,6019","",""
"172J","39,4086","-0,5835","",""
"172L","39,4078","-0,579","",""
"172M","39,3882","-0,5737","",""
"172P","39,4014","-0,5139","",""
"172R","39,4115","-0,5559","",""
"173B","39,422","-0,5395","",""
"173F","39,4363","-0,5161","",""
"173I","39,4144","-0,6015","",""
"173J","39,4085","-0,5838","",""
"173L","39,407","-0,5789","",""
"173M","39,4034","-0,5469","",""
"173P","39,4013","-0,5138","",""
"173R","39,4111","-0,5549","",""
"174B","39,4211","-0,5396","",""
"174F","39,4362","-0,5158","",""
"174I","39,4144","-0,6012","",""
"174J","39,4088","-0,584","",""
"174L","39,4073","-0,5788","",""
"174M","39,4018","-0,5484","",""
"174P","39,4017","-0,5136","",""
"174R","39,4108","-0,5558","",""
"175F","39,4358","-0,5143","",""
"175I","39,4147","-0,601","",""
"175J","39,4084","-0,5844","",""
"175L","39,4075","-0,5787","",""
"175M","39,4017","-0,5485","",""
"175P","39,4004","-0,5109","",""
"175R","39,4111","-0,5564","",""
"176F","39,4361","-0,5151","",""
"176I","39,4149","-0,6011","",""
"176L","39,4079","-0,5788","",""
"176M","39,405","-0,5477","",""
"176P","39,3981","-0,5116","",""
"176R","39,411","-0,5566","",""
"177F","39,4368","-0,5162","",""
"177I","39,4148","-0,6014","",""
"177J","39,4082","-0,5866","",""
"177L","39,4052","-0,5795","",""
"177M","39,4053","-0,5424","",""
"177P","39,3986","-0,5103","",""
"177R","39,4109","-0,557","",""
"178F","39,4369","-0,5175","",""
"178I","39,4147","-0,6017","",""
"178J","39,4084","-0,5873","",""
"178L","39,405","-0,5792","",""
"178P","39,3994","-0,5152","",""
"178R","39,4108","-0,5571","",""
"179F","39,437","-0,5176","",""
"179I","39,4151","-0,6018","",""
"179J","39,4079","-0,5882","",""
"179L","39,4049","-0,5792","",""
"179P","39,3982","-0,5126","",""
"179R","39,4107","-0,5574","",""
"17A","39,4415","-0,6134","",""
"17B","39,4275","-0,6095","",""
"17C","39,4268","-0,5392","",""
"17D","39,4375","-0,532","",""
"17E","39,4292","-0,5167","",""
"17F","39,4385","-0,5225","",""
"17G","39,4343","-0,5023","",""
"17H","39,433","-0,4922","",""
"17I","39,4191","-0,5775","",""
"17J","39,4125","-0,5612","",""
"17K","39,4003","-0,5878","",""
"17L","39,4059","-0,5589","",""
"17LL","39,4029","-0,5692","",""
"17M","39,4047","-0,5477","",""
"17N","39,4071","-0,5262","",""
"17Ñ","39,4103","-0,5166","",""
"17O","39,3912","-0,5352","",""
"17P","39,4076","-0,4986","",""
"17R","39,4194","-0,5355","",""
"17RR","39,4245","-0,5043","",""
"17T","39,4073","-0,4641","",""
"17V","39,4469","-0,4598","",""
"17X","39,4125","-0,4584","",""
"180F","39,4371","-0,5161","",""
"180I","39,4151","-0,6013","",""
"180J","39,408","-0,5878","",""
"180L","39,405","-0,5796","",""
"180P","39,3974","-0,5132","",""
"180R","39,4105","-0,5575","",""
"181F","39,439","-0,5151","",""
"181I","39,4155","-0,6014","",""
"181J","39,4083","-0,5889","",""
"181L","39,4047","-0,5801","",""
"181P","39,3982","-0,5145","",""
"181R","39,4101","-0,5574","",""
"182F","39,4392","-0,5183","",""
"182I","39,4156","-0,602","",""
"182J","39,4089","-0,5908","",""
"182L","39,4045","-0,5781","",""
"182P","39,3983","-0,5147","",""
"182R","39,4094","-0,5558","",""
"183F","39,4393","-0,5177","",""
"183I","39,4144","-0,6008","",""
"183J","39,4098","-0,5919","",""
"183L","39,4044","-0,58","",""
"183P","39,3994","-0,5169","",""
"183R","39,4191","-0,5384","",""
"184B","39,4145","-0,5531","",""
"184F","39,4372","-0,5185","",""
"184I","39,4143","-0,601","",""
"184J","39,4169","-0,5636","",""
"184L","39,4043","-0,5789","",""
"184P","39,3988","-0,5186","",""
"185B","39,414","-0,5545","",""
"185F","39,437","-0,5185","",""
"185I","39,4141","-0,6012","",""
"185J","39,4167","-0,5613","",""
"185L","39,4036","-0,5795","",""
"185P","39,397","-0,5153","",""
"185R","39,4186","-0,5386","",""
"186B","39,4174","-0,5588","",""
"186F","39,4368","-0,5183","",""
"186I","39,4141","-0,6002","",""
"186L","39,4032","-0,5793","",""
"186P","39,3966","-0,5154","",""
"186R","39,4131","-0,5498","",""
"187F","39,4366","-0,5182","",""
"187I","39,4139","-0,6004","",""
"187J","39,4174","-0,563","",""
"187L","39,4037","-0,5789","",""
"187R","39,4138","-0,5523","",""
"188F","39,4384","-0,5143","",""
"188I","39,4153","-0,6025","",""
"188J","39,4166","-0,5638","",""
"188L","39,4039","-0,5787","",""
"188P","39,3971","-0,5161","",""
"188R","39,4141","-0,5519","",""
"189B","39,4309","-0,612","",""
"189F","39,438","-0,5119","",""
"189I","39,4138","-0,601","",""
"189J","39,4164","-0,5638","",""
"189L","39,4039","-0,5785","",""
"189P","39,3972","-0,5164","",""
"189R","39,4238","-0,5272","",""
"18A","39,4412","-0,6135","",""
"18B","39,4277","-0,6096","",""
"18C","39,4271","-0,539","",""
"18D","39,4378","-0,5318","",""
"18E","39,4298","-0,5179","",""
"18F","39,4383","-0,523","",""
"18G","39,4343","-0,5026","",""
"18I","39,4191","-0,5778","",""
"18J","39,4127","-0,5611","",""
"18K","39,3997","-0,5899","",""
"18L","39,4063","-0,5592","",""
"18LL","39,403","-0,57","",""
"18M","39,4044","-0,5479","",""
"18N","39,4068","-0,5262","",""
"18O","39,391","-0,5351","",""
"18P","39,4059","-0,4983","",""
"18RR","39,4242","-0,5048","",""
"18T","39,4068","-0,4704","",""
"18X","39,4112","-0,4566","",""
"18Y","39,4271","-0,458","",""
"190A","39,4188","-0,4893","",""
"190B","39,4308","-0,6106","",""
"190F","39,4368","-0,5114","",""
"190I","39,4136","-0,6014","",""
"190J","39,4163","-0,5637","",""
"190L","39,404","-0,5781","",""
"190P","39,3979","-0,5172","",""
"190R","39,4202","-0,5353","",""
"191B","39,4313","-0,6103","",""
"191F","39,4365","-0,5121","",""
"191I","39,4138","-0,6017","",""
"191J","39,4161","-0,5636","",""
"191L","39,4041","-0,5777","",""
"191R","39,415","-0,558","",""
"191R","39,4189","-0,5389","",""
"192B","39,4313","-0,6097","",""
"192F","39,4366","-0,5093","",""
"192I","39,4135","-0,602","",""
"192J","39,4158","-0,5632","",""
"192L","39,4039","-0,5774","",""
"192R","39,4145","-0,5576","",""
"192R","39,4188","-0,539","",""
"193B","39,4313","-0,6092","",""
"193F","39,4347","-0,5099","",""
"193I","39,4139","-0,6006","",""
"193J","39,4156","-0,5633","",""
"193L","39,4034","-0,579","",""
"193P","39,3955","-0,5201","",""
"193R","39,4187","-0,5391","",""
"194B","39,4306","-0,6095","",""
"194I","39,4129","-0,6002","",""
"194J","39,4151","-0,5626","",""
"194L","39,4031","-0,5787","",""
"194P","39,4204","-0,5056","",""
"194R","39,4186","-0,5393","",""
"195B","39,4306","-0,6092","",""
"195I","39,413","-0,6017","",""
"195J","39,4149","-0,5637","",""
"195L","39,4034","-0,5691","",""
"195P","39,42","-0,5056","",""
"195R","39,4185","-0,5395","",""
"196B","39,4298","-0,6074","",""
"196F","39,4371","-0,5108","",""
"196I","39,4129","-0,602","",""
"196J","39,4156","-0,5638","",""
"196L","39,4034","-0,5697","",""
"196P","39,4196","-0,5062","",""
"196R","39,4184","-0,5397","",""
"197B","39,4283","-0,6066","",""
"197F","39,4366","-0,5154","",""
"197I","39,4128","-0,6023","",""
"197J","39,4156","-0,5643","",""
"197L","39,4036","-0,5699","",""
"197P","39,4165","-0,5062","",""
"197R","39,4187","-0,54","",""
"198B","39,4289","-0,6048","",""
"198F","39,4371","-0,5164","",""
"198I","39,4126","-0,6039","",""
"198J","39,4159","-0,5639","",""
"198L","39,4037","-0,5705","",""
"198P","39,4041","-0,4915","",""
"198R","39,419","-0,5399","",""
"199B","39,4276","-0,6039","",""
"199F","39,438","-0,5258","",""
"199I","39,4125","-0,6044","",""
"199J","39,4168","-0,5676","",""
"199L","39,404","-0,5699","",""
"199P","39,4024","-0,4982","",""
"199R","39,4191","-0,5394","",""
"19A","39,441","-0,6136","",""
"19B","39,4279","-0,6097","",""
"19C","39,4263","-0,5383","",""
"19D","39,4374","-0,5324","",""
"19E","39,4288","-0,5279","",""
"19F","39,4371","-0,5245","",""
"19G","39,4345","-0,5031","",""
"19H","39,4329","-0,4925","",""
"19I","39,419","-0,5779","",""
"19J","39,4127","-0,5607","",""
"19K","39,3992","-0,5899","",""
"19L","39,4065","-0,5589","",""
"19LL","39,4031","-0,5709","",""
"19M","39,4043","-0,5477","",""
"19N","39,4057","-0,5318","",""
"19Ñ","39,4092","-0,5184","",""
"19O","39,3908","-0,535","",""
"19P","39,4058","-0,498","",""
"19RR","39,4252","-0,5056","",""
"19T","39,408","-0,4695","",""
"19V","39,4483","-0,4591","",""
"19X","39,4151","-0,4576","",""
"19Y","39,4361","-0,4575","",""
"1A","39,4406","-0,6105","",""
"1B","39,431","-0,612","",""
"1C","39,4277","-0,5365","",""
"1D","39,4381","-0,5274","",""
"1F","39,44","-0,5142","",""
"1H","39,4288","-0,5049","",""
"1I","39,4174","-0,5727","",""
"1J","39,4145","-0,5583","",""
"1K","39,4078","-0,5914","",""
"1L","39,4049","-0,5513","",""
"1M","39,4073","-0,537","",""
"1N","39,4103","-0,5268","",""
"1O","39,3951","-0,5225","",""
"1P","39,4222","-0,5044","",""
"1R","39,4246","-0,5293","",""
"1Z","39,4404","-0,4528","",""
"200B","39,4267","-0,5987","",""
"200F","39,4394","-0,517","",""
"200I","39,4131","-0,6043","",""
"200J","39,4172","-0,5713","",""
"200L","39,4035","-0,5716","",""
"200P","39,4023","-0,5014","",""
"200R","39,4192","-0,5393","",""
"201B","39,4264","-0,5989","",""
"201I","39,4133","-0,6044","",""
"201J","39,417","-0,5721","",""
"201L","39,4044","-0,5734","",""
"201P","39,4021","-0,5008","",""
"201R","39,4195","-0,5391","",""
"202B","39,426","-0,5975","",""
"202F","39,4386","-0,5202","",""
"202I","39,4134","-0,6047","",""
"202J","39,4169","-0,5723","",""
"202L","39,4045","-0,5755","",""
"202P","39,4014","-0,4998","",""
"202R","39,4196","-0,5391","",""
"203B","39,4258","-0,5977","",""
"203I","39,4185","-0,6072","",""
"203J","39,4169","-0,5726","",""
"203L","39,4059","-0,5764","",""
"203P","39,4001","-0,5003","",""
"204B","39,4261","-0,5963","",""
"204I","39,4185","-0,6066","",""
"204J","39,4168","-0,5728","",""
"204L","39,4036","-0,5769","",""
"204P","39,4001","-0,5006","",""
"204R","39,4159","-0,5379","",""
"205B","39,4251","-0,5895","",""
"205I","39,4248","-0,6086","",""
"205J","39,4166","-0,573","",""
"205L","39,4035","-0,5773","",""
"205P","39,3998","-0,5009","",""
"205R","39,415","-0,537","",""
"206B","39,4246","-0,5886","",""
"206I","39,4253","-0,6086","",""
"206J","39,4161","-0,5727","",""
"206L","39,4035","-0,5776","",""
"206P","39,4011","-0,5022","",""
"206R","39,4143","-0,5384","",""
"207B","39,425","-0,5854","",""
"207I","39,4239","-0,6089","",""
"207J","39,4161","-0,5724","",""
"207L","39,4031","-0,5778","",""
"207P","39,4078","-0,5035","",""
"207R","39,4128","-0,5382","",""
"208B","39,423","-0,5832","",""
"208I","39,4241","-0,6085","",""
"208J","39,4164","-0,5721","",""
"208L","39,403","-0,578","",""
"208R","39,4119","-0,5381","",""
"209B","39,4236","-0,5819","",""
"209I","39,4157","-0,6004","",""
"209J","39,4163","-0,5718","",""
"209L","39,4028","-0,5782","",""
"209P","39,408","-0,5058","",""
"209R","39,4107","-0,5376","",""
"20A","39,4408","-0,6137","",""
"20B","39,4281","-0,6098","",""
"20C","39,4266","-0,5404","",""
"20D","39,4375","-0,533","",""
"20E","39,4291","-0,5192","",""
"20F","39,437","-0,5245","",""
"20G","39,434","-0,5027","",""
"20I","39,4188","-0,578","",""
"20J","39,413","-0,5608","",""
"20K","39,3991","-0,5897","",""
"20L","39,4055","-0,5586","",""
"20LL","39,4032","-0,5711","",""
"20M","39,4042","-0,5477","",""
"20Ñ","39,4088","-0,518","",""
"20O","39,3906","-0,5349","",""
"20P","39,4052","-0,4967","",""
"20Q","39,4183","-0,5191","",""
"20R","39,4211","-0,534","",""
"20RR","39,4241","-0,5059","",""
"20V","39,4493","-0,4577","",""
"20X","39,4155","-0,4592","",""
"20Y","39,4322","-0,4455","",""
"210B","39,4236","-0,5813","",""
"210J","39,4158","-0,5722","",""
"210L","39,4027","-0,5786","",""
"210P","39,4147","-0,5069","",""
"210R","39,4087","-0,5397","",""
"211B","39,4235","-0,581","",""
"211I","39,4203","-0,5896","",""
"211J","39,4155","-0,5721","",""
"211L","39,4025","-0,5791","",""
"211P","39,4125","-0,5082","",""
"211R","39,4088","-0,54","",""
"212B","39,4238","-0,5806","",""
"212I","39,4184","-0,5772","",""
"212J","39,4152","-0,572","",""
"212L","39,4025","-0,5798","",""
"212R","39,4092","-0,5399","",""
"213B","39,4234","-0,5817","",""
"213I","39,4185","-0,5768","",""
"213J","39,4154","-0,5723","",""
"213L","39,4022","-0,5801","",""
"213P","39,4113","-0,5099","",""
"213R","39,4071","-0,5428","",""
"214B","39,4231","-0,5812","",""
"214I","39,418","-0,5756","",""
"214J","39,4155","-0,5724","",""
"214L","39,4028","-0,5799","",""
"214P","39,4114","-0,5102","",""
"214R","39,4077","-0,5442","",""
"215B","39,4229","-0,5808","",""
"215I","39,4181","-0,5755","",""
"215J","39,4156","-0,5725","",""
"215L","39,4031","-0,5799","",""
"215P","39,4039","-0,5144","",""
"215R","39,4076","-0,5448","",""
"216B","39,4228","-0,5804","",""
"216I","39,4183","-0,5751","",""
"216J","39,4158","-0,5725","",""
"216L","39,4038","-0,5799","",""
"216P","39,3987","-0,5142","",""
"216R","39,408","-0,5451","",""
"217B","39,4239","-0,5788","",""
"217I","39,4167","-0,5751","",""
"217J","39,4159","-0,5725","",""
"217L","39,4041","-0,5801","",""
"217P","39,3986","-0,5145","",""
"217R","39,4079","-0,5475","",""
"218B","39,4227","-0,5778","",""
"218I","39,4171","-0,5834","",""
"218J","39,4161","-0,573","",""
"218L","39,4038","-0,5805","",""
"218P","39,3976","-0,5146","",""
"218R","39,406","-0,5463","",""
"219B","39,4226","-0,5776","",""
"219I","39,4173","-0,5793","",""
"219J","39,4163","-0,5733","",""
"219L","39,4037","-0,5811","",""
"219P","39,397","-0,5194","",""
"219R","39,4063","-0,5471","",""
"21A","39,4404","-0,6136","",""
"21B","39,4284","-0,61","",""
"21C","39,4264","-0,5407","",""
"21D","39,4371","-0,5363","",""
"21E","39,4288","-0,5201","",""
"21F","39,4368","-0,5245","",""
"21H","39,4327","-0,493","",""
"21I","39,4192","-0,5781","",""
"21J","39,4137","-0,5612","",""
"21K","39,3994","-0,5896","",""
"21L","39,4049","-0,5586","",""
"21LL","39,4025","-0,5693","",""
"21M","39,4041","-0,5476","",""
"21N","39,4069","-0,5333","",""
"21Ñ","39,4088","-0,5187","",""
"21O","39,3903","-0,5348","",""
"21Q","39,4168","-0,5207","",""
"21R","39,42","-0,533","",""
"21RR","39,4225","-0,505","",""
"21V","39,4439","-0,4567","",""
"21X","39,4148","-0,4593","",""
"220B","39,4225","-0,5782","",""
"220I","39,4227","-0,6081","",""
"220J","39,4166","-0,5733","",""
"220L","39,4041","-0,5805","",""
"220P","39,3955","-0,5187","",""
"220R","39,4053","-0,5484","",""
"221B","39,4222","-0,578","",""
"221I","39,4235","-0,6087","",""
"221J","39,4164","-0,5745","",""
"221L","39,4055","-0,5804","",""
"221R","39,4052","-0,5496","",""
"222B","39,4218","-0,5775","",""
"222I","39,4182","-0,6074","",""
"222J","39,415","-0,5776","",""
"222L","39,4049","-0,5806","",""
"222P","39,4123","-0,5044","",""
"222R","39,405","-0,5503","",""
"223B","39,4217","-0,578","",""
"223I","39,417","-0,5841","",""
"223J","39,4151","-0,5771","",""
"223L","39,4045","-0,5808","",""
"223R","39,4056","-0,5524","",""
"224B","39,4214","-0,5816","",""
"224I","39,4179","-0,6064","",""
"224J","39,4151","-0,5763","",""
"224L","39,4045","-0,581","",""
"224R","39,4061","-0,5529","",""
"225B","39,4214","-0,5812","",""
"225I","39,414","-0,6015","",""
"225L","39,4045","-0,5819","",""
"225R","39,4074","-0,5525","",""
"226B","39,4223","-0,5474","",""
"226J","39,4147","-0,5771","",""
"226L","39,4043","-0,5818","",""
"226R","39,4072","-0,5531","",""
"227B","39,4214","-0,5477","",""
"227J","39,4145","-0,5773","",""
"227L","39,4043","-0,5822","",""
"227R","39,4073","-0,5536","",""
"228B","39,4233","-0,5414","",""
"228J","39,4144","-0,5774","",""
"228L","39,4046","-0,5823","",""
"228P","39,4022","-0,5139","",""
"228R","39,4083","-0,5545","",""
"229B","39,4226","-0,5399","",""
"229J","39,4145","-0,5777","",""
"229L","39,4047","-0,582","",""
"229P","39,402","-0,5135","",""
"22A","39,4403","-0,6138","",""
"22B","39,4287","-0,6101","",""
"22C","39,4263","-0,5407","",""
"22D","39,4357","-0,5391","",""
"22F","39,4366","-0,5243","",""
"22H","39,4323","-0,4937","",""
"22I","39,4169","-0,5779","",""
"22J","39,4134","-0,5612","",""
"22K","39,3996","-0,5894","",""
"22L","39,4043","-0,5585","",""
"22LL","39,4025","-0,5695","",""
"22M","39,4035","-0,5471","",""
"22N","39,4048","-0,5334","",""
"22Ñ","39,4085","-0,519","",""
"22O","39,3899","-0,5346","",""
"22P","39,4059","-0,4976","",""
"22Q","39,4167","-0,5204","",""
"22R","39,4194","-0,5333","",""
"22RR","39,423","-0,5058","",""
"22T","39,4038","-0,466","",""
"22V","39,4444","-0,4634","",""
"22X","39,4182","-0,445","",""
"22Y","39,4262","-0,4562","",""
"22Z","39,439","-0,4468","",""
"230B","39,4234","-0,5794","",""
"230J","39,4144","-0,5779","",""
"230P","39,4085","-0,5053","",""
"230R","39,412","-0,5475","",""
"231B","39,4236","-0,5802","",""
"231J","39,4149","-0,578","",""
"231L","39,405","-0,5824","",""
"231R","39,4121","-0,5504","",""
"232B","39,428","-0,6077","",""
"232J","39,4151","-0,5781","",""
"232L","39,405","-0,5824","",""
"232R","39,4192","-0,5386","",""
"233B","39,4277","-0,5996","",""
"233J","39,4153","-0,5782","",""
"233L","39,405","-0,5827","",""
"233R","39,4189","-0,5383","",""
"234B","39,4253","-0,5389","",""
"234J","39,4146","-0,5785","",""
"234L","39,4049","-0,583","",""
"234R","39,4187","-0,5381","",""
"235B","39,4261","-0,5979","",""
"235J","39,4146","-0,5849","",""
"235L","39,4048","-0,5833","",""
"235R","39,4185","-0,5373","",""
"236B","39,427","-0,5994","",""
"236J","39,4141","-0,5856","",""
"236L","39,4054","-0,5824","",""
"236R","39,4184","-0,5386","",""
"237B","39,4258","-0,5983","",""
"237J","39,4134","-0,5864","",""
"237L","39,4068","-0,5823","",""
"237R","39,4134","-0,5528","",""
"238B","39,4238","-0,5872","",""
"238J","39,4135","-0,5911","",""
"238L","39,4064","-0,5823","",""
"238R","39,4139","-0,5538","",""
"239B","39,424","-0,582","",""
"239J","39,4135","-0,5913","",""
"239L","39,4062","-0,5836","",""
"239R","39,4075","-0,5424","",""
"23A","39,4401","-0,6138","",""
"23B","39,4293","-0,6102","",""
"23C","39,4263","-0,5418","",""
"23D","39,4352","-0,5395","",""
"23E","39,429","-0,5225","",""
"23F","39,4365","-0,5247","",""
"23I","39,4169","-0,5784","",""
"23J","39,4132","-0,5612","",""
"23K","39,3996","-0,5893","",""
"23L","39,404","-0,5577","",""
"23LL","39,4026","-0,57","",""
"23M","39,4032","-0,5466","",""
"23N","39,404","-0,5321","",""
"23Ñ","39,4093","-0,5188","",""
"23O","39,3897","-0,5344","",""
"23P","39,4062","-0,4979","",""
"23Q","39,4165","-0,5206","",""
"23RR","39,4233","-0,5059","",""
"23V","39,4439","-0,4643","",""
"23X","39,4171","-0,4418","",""
"23Z","39,4365","-0,444","",""
"240J","39,4134","-0,5917","",""
"240L","39,4058","-0,5843","",""
"240R","39,413","-0,541","",""
"241J","39,4139","-0,5921","",""
"241L","39,4063","-0,5842","",""
"242J","39,4144","-0,5918","",""
"242L","39,4064","-0,5848","",""
"243J","39,4146","-0,5963","",""
"243L","39,4061","-0,5852","",""
"244J","39,4142","-0,5965","",""
"244L","39,4063","-0,5854","",""
"245J","39,4143","-0,5969","",""
"245L","39,4065","-0,5857","",""
"246J","39,4144","-0,5989","",""
"246L","39,4067","-0,5859","",""
"247J","39,4146","-0,599","",""
"247L","39,4049","-0,5509","",""
"248J","39,4147","-0,5992","",""
"248L","39,4051","-0,5519","",""
"249J","39,4145","-0,5998","",""
"249L","39,4044","-0,5574","",""
"24A","39,4395","-0,6139","",""
"24B","39,4292","-0,6096","",""
"24C","39,4259","-0,5404","",""
"24D","39,4355","-0,54","",""
"24E","39,4301","-0,5218","",""
"24F","39,4378","-0,523","",""
"24I","39,417","-0,5785","",""
"24J","39,413","-0,5613","",""
"24K","39,3997","-0,5891","",""
"24L","39,4041","-0,5573","",""
"24LL","39,4022","-0,5701","",""
"24M","39,4028","-0,5463","",""
"24N","39,4031","-0,5287","",""
"24Ñ","39,4094","-0,5189","",""
"24O","39,3892","-0,5341","",""
"24Q","39,4164","-0,5204","",""
"24RR","39,4248","-0,5067","",""
"24T","39,4076","-0,4657","",""
"24V","39,4442","-0,4639","",""
"24X","39,4145","-0,4538","",""
"250J","39,4119","-0,5992","",""
"250L","39,4061","-0,5584","",""
"251J","39,4116","-0,5989","",""
"252J","39,4114","-0,6019","",""
"252L","39,4084","-0,5583","",""
"253J","39,4104","-0,6038","",""
"253L","39,4046","-0,5606","",""
"254J","39,4101","-0,6041","",""
"254L","39,4058","-0,5657","",""
"255J","39,4115","-0,561","",""
"255L","39,4034","-0,5686","",""
"256J","39,4129","-0,5636","",""
"256L","39,4104","-0,5719","",""
"257J","39,4114","-0,564","",""
"257L","39,4106","-0,5725","",""
"257P","39,4082","-0,5058","",""
"258J","39,4125","-0,566","",""
"259L","39,409","-0,5733","",""
"25A","39,4393","-0,6139","",""
"25B","39,429","-0,6084","",""
"25C","39,4257","-0,5404","",""
"25D","39,4357","-0,54","",""
"25E","39,4314","-0,5246","",""
"25F","39,4377","-0,523","",""
"25G","39,4341","-0,504","",""
"25I","39,4171","-0,5788","",""
"25J","39,4128","-0,5615","",""
"25K","39,3999","-0,5888","",""
"25L","39,4039","-0,5574","",""
"25LL","39,4021","-0,5705","",""
"25M","39,4022","-0,5452","",""
"25N","39,4026","-0,5294","",""
"25Ñ","39,4095","-0,5194","",""
"25O","39,389","-0,5336","",""
"25P","39,4072","-0,4977","",""
"25R","39,4187","-0,5364","",""
"25RR","39,4232","-0,5069","",""
"25T","39,4059","-0,467","",""
"25V","39,4442","-0,4653","",""
"25X","39,4139","-0,44","",""
"260J","39,412","-0,5903","",""
"260L","39,4088","-0,5732","",""
"261J","39,4123","-0,5911","",""
"262J","39,4109","-0,5921","",""
"263L","39,4074","-0,5791","",""
"264J","39,417","-0,5641","",""
"264L","39,4066","-0,5791","",""
"265B","39,4141","-0,5556","",""
"265J","39,4111","-0,5668","",""
"265L","39,4048","-0,5781","",""
"266J","39,4125","-0,6","",""
"266L","39,4054","-0,5797","",""
"267J","39,4162","-0,5722","",""
"267L","39,4045","-0,5788","",""
"268L","39,4043","-0,5802","",""
"269L","39,4039","-0,5814","",""
"26A","39,4389","-0,6129","",""
"26B","39,4281","-0,6069","",""
"26C","39,4259","-0,5407","",""
"26D","39,4358","-0,5401","",""
"26E","39,4292","-0,5243","",""
"26F","39,4375","-0,5229","",""
"26G","39,4347","-0,5042","",""
"26I","39,4175","-0,579","",""
"26J","39,4139","-0,5614","",""
"26K","39,3999","-0,5885","",""
"26L","39,4051","-0,555","",""
"26LL","39,4024","-0,5714","",""
"26M","39,4036","-0,5431","",""
"26N","39,4035","-0,5299","",""
"26Ñ","39,4094","-0,5192","",""
"26O","39,3887","-0,5347","",""
"26P","39,4062","-0,4959","",""
"26Q","39,4198","-0,522","",""
"26R","39,4173","-0,5349","",""
"26RR","39,4247","-0,5077","",""
"26T","39,402","-0,4685","",""
"26V","39,4444","-0,4654","",""
"26X","39,4103","-0,4532","",""
"26Y","39,4322","-0,4436","",""
"270L","39,4059","-0,5824","",""
"273L","39,4102","-0,5724","",""
"274L","39,4061","-0,5847","",""
"274L","39,4104","-0,5732","",""
"275L","39,4057","-0,585","",""
"276L","39,406","-0,5857","",""
"277L","39,4062","-0,5859","",""
"277L","39,4075","-0,5795","",""
"278L","39,4072","-0,5858","",""
"279L","39,4071","-0,5867","",""
"27A","39,4379","-0,6126","",""
"27B","39,4282","-0,6073","",""
"27C","39,4256","-0,5414","",""
"27D","39,4351","-0,5408","",""
"27F","39,4373","-0,523","",""
"27G","39,432","-0,5076","",""
"27I","39,4165","-0,5805","",""
"27J","39,4142","-0,5619","",""
"27K","39,4","-0,5874","",""
"27L","39,405","-0,5558","",""
"27LL","39,4021","-0,5714","",""
"27M","39,4015","-0,5443","",""
"27N","39,4016","-0,5318","",""
"27Ñ","39,409","-0,5191","",""
"27O","39,3889","-0,5348","",""
"27P","39,4041","-0,4893","",""
"27P","39,404","-0,4959","",""
"27Q","39,4199","-0,5211","",""
"27R","39,4184","-0,5339","",""
"27RR","39,4264","-0,5092","",""
"27T","39,4019","-0,4677","",""
"27V","39,4442","-0,4647","",""
"27X","39,4067","-0,4492","",""
"280L","39,4072","-0,5883","",""
"281L","39,4071","-0,5893","",""
"282L","39,4071","-0,5884","",""
"283L","39,4077","-0,5848","",""
"283L","39,4069","-0,5884","",""
"284L","39,4067","-0,5885","",""
"285L","39,405","-0,5869","",""
"286L","39,4052","-0,5864","",""
"287L","39,4054","-0,5861","",""
"288L","39,4049","-0,5859","",""
"289L","39,4052","-0,5855","",""
"28A","39,4402","-0,6147","",""
"28B","39,4353","-0,6109","",""
"28B","39,428","-0,6079","",""
"28C","39,4251","-0,5419","",""
"28D","39,4368","-0,5289","",""
"28E","39,4292","-0,5264","",""
"28F","39,4372","-0,5229","",""
"28G","39,4324","-0,5075","",""
"28I","39,4176","-0,5809","",""
"28J","39,4153","-0,5601","",""
"28K","39,3994","-0,5872","",""
"28L","39,4036","-0,5579","",""
"28LL","39,402","-0,5718","",""
"28M","39,4011","-0,5464","",""
"28N","39,4013","-0,5319","",""
"28Ñ","39,4085","-0,5195","",""
"28O","39,3891","-0,5348","",""
"28P","39,4045","-0,4892","",""
"28Q","39,4195","-0,5202","",""
"28R","39,4176","-0,5346","",""
"28RR","39,4258","-0,5089","",""
"28T","39,401","-0,4671","",""
"28V","39,4442","-0,466","",""
"28X","39,4041","-0,4521","",""
"290L","39,4051","-0,5848","",""
"291L","39,4046","-0,5854","",""
"292L","39,4042","-0,5853","",""
"293L","39,402","-0,5806","",""
"294L","39,4073","-0,5863","",""
"299L","39,4087","-0,5782","",""
"29A","39,4404","-0,6146","",""
"29B","39,4285","-0,6093","",""
"29B","39,4357","-0,612","",""
"29C","39,4248","-0,5422","",""
"29D","39,4365","-0,5292","",""
"29F","39,4371","-0,5229","",""
"29I","39,4178","-0,5805","",""
"29J","39,4127","-0,562","",""
"29K","39,3992","-0,5873","",""
"29L","39,404","-0,5582","",""
"29LL","39,4023","-0,5724","",""
"29M","39,4025","-0,5466","",""
"29N","39,4011","-0,5321","",""
"29Ñ","39,409","-0,5206","",""
"29O","39,3895","-0,535","",""
"29P","39,3997","-0,4819","",""
"29Q","39,4177","-0,5215","",""
"29R","39,4178","-0,5343","",""
"29RR","39,4255","-0,5096","",""
"29T","39,4004","-0,4683","",""
"29V","39,4443","-0,4683","",""
"29X","39,4052","-0,4607","",""
