X,Y,Nombre,DESCRIP,URL,Lat,Long
-0.462947280534799,39.432840963741583,POLICIA CENTRAL LOCAL,"C/ POLICIA LOCAL, S/N",,39.432841,-0.462947
-0.479095388960771,39.430264352082993,COMISARIA DE POLICIA NACIONAL,"C/ CRONISTA VICENT BEGUER ESTEVE, 5",,39.430264,-0.479095
