"X","Y","ESPECIE"
"-0.478664453516935","39.424867090288302","Sin Clasificar"
"-0.478671946647541","39.424839685280858","Cupressus arizonica"
"-0.478634802670563","39.424832483299213","Sin Clasificar"
"-0.478629531080296","39.424859486036752","Sin Clasificar"
"-0.477004056417874","39.426637730043311","Sin Clasificar"
"-0.47755747141214","39.426572982861927","Morus fruitless"
"-0.477510716429843","39.426535932394756","Morus fruitless"
"-0.477465015890687","39.426498634519717","Morus fruitless"
"-0.477423073494339","39.426466643390391","Morus fruitless"
"-0.477378907122786","39.426431901289604","Morus fruitless"
"-0.477307248927528","39.426379986053227","Morus fruitless"
"-0.477268717384377","39.426350050863341","Morus fruitless"
"-0.477231297876361","39.426321491141607","Morus fruitless"
"-0.477234002794144","39.426887224302583","Sin Clasificar"
"-0.47720631437039","39.426930226940883","Sin Clasificar"
"-0.47718579884959","39.426916088063201","Sin Clasificar"
"-0.47722830827646","39.426987100506409","Sin Clasificar"
"-0.47792257017299","39.427564956240687","Tipuana tipu"
"-0.47799816619223","39.427517407201385","Tipuana tipu"
"-0.478070844025317","39.427470245254192","Tipuana tipu"
"-0.47814482454858","39.427422390800537","Tipuana tipu"
"-0.478220140224286","39.427372943643036","Tipuana tipu"
"-0.478291804757531","39.427328101909765","Tipuana tipu"
"-0.478292236849","39.42744495788456","Tipuana tipu"
"-0.478147149287146","39.427538296840567","Tipuana tipu"
"-0.47807374900934","39.427586163881422","Tipuana tipu"
"-0.477999900569818","39.427633570702376","Tipuana tipu"
"-0.477356907117706","39.427399079451469","Cersis siliquastrum"
"-0.477484200874392","39.427515625188271","Cersis siliquastrum"
"-0.477616790712243","39.427514358035751","Cersis siliquastrum"
"-0.477762878612735","39.42777329292884","Cersis siliquastrum"
"-0.477810764391061","39.427817665113061","Cersis siliquastrum"
"-0.476918992529417","39.427053900962868","Celtis australis"
"-0.477135835497796","39.426916445215227","Sin Clasificar"
"-0.477086454794488","39.426871679955092","Sin Clasificar"
"-0.478370329125293","39.424915575604011","Sin Clasificar"
"-0.47814316410545","39.424782269811828","Sin Clasificar"
"-0.478182662586003","39.424759613167616","Sin Clasificar"
"-0.478264319795623","39.42505282541881","Celtis australis"
"-0.478222743895597","39.425013905602682","Celtis australis"
"-0.478180203771354","39.424975955844666","Celtis australis"
"-0.478338665160799","39.425713085539748","Nerium oleander"
"-0.478269417521399","39.425626538560316","Cupressus sempervivens"
"-0.478251235403924","39.425773170906744","Nerium oleander"
"-0.478254116787995","39.425738368610403","Koelreuteria paniculata"
"-0.47828380320408","39.425681805465061","Koelreuteria paniculata"
"-0.478192588627833","39.425779196005401","Koelreuteria paniculata"
"-0.478136557951444","39.42581897145525","Koelreuteria paniculata"
"-0.478132456527991","39.425845729278457","Prunus cerasifera pisardii"
"-0.478034400627217","39.425888016429077","Prunus cerasifera pisardii"
"-0.47804283243629","39.425911892996091","Nerium oleander"
"-0.477959680643852","39.425933872818334","Koelreuteria paniculata"
"-0.478123972693017","39.425771761593985","Tipuana tipu"
"-0.477982067892053","39.425863908184652","Tipuana tipu"
"-0.47832876120163","39.426651247283068","Laurus nobelis"
"-0.477709581071674","39.425882410792283","Cersis siliquastrum"
"-0.477837774747061","39.425684111417382","Prunus cerasifera pisardii"
"-0.477810250592906","39.425654955757082","Sin Clasificar"
"-0.478198000476431","39.425564719209341","Cupressus sempervivens"
"-0.477990933314125","39.425650317139926","Tipuana tipu"
"-0.477846784286696","39.425743495959509","Tipuana tipu"
"-0.476065465889123","39.427757353337775","Sin Clasificar"
"-0.476035703820549","39.427729049575099","Sin Clasificar"
"-0.476005139005388","39.427700458106322","Sin Clasificar"
"-0.475946436342367","39.427646841344703","Sin Clasificar"
"-0.475912083402078","39.427616996435013","Sin Clasificar"
"-0.475824416165739","39.427532300341483","Sin Clasificar"
"-0.475797139666832","39.427505942375653","Sin Clasificar"
"-0.475766875440331","39.427475465484932","Sin Clasificar"
"-0.475731611242947","39.427441907051517","Sin Clasificar"
"-0.476374017498186","39.427470449055981","Sin Clasificar"
"-0.476125997167793","39.427683082128972","Sin Clasificar"
"-0.475145780017763","39.427200987209318","Sin Clasificar"
"-0.475549255872485","39.427270740451711","Sin Clasificar"
"-0.475580954120222","39.42730332060524","Sin Clasificar"
"-0.475612355248885","39.427337696095641","Sin Clasificar"
"-0.477927775714362","39.427800654244805","Cersis siliquastrum"
"-0.477789082750626","39.427671609440409","Cersis siliquastrum"
"-0.477706349849308","39.427723778254318","Cersis siliquastrum"
"-0.477657520203566","39.427676592761713","Cersis siliquastrum"
"-0.47773921166119","39.427624311296221","Cersis siliquastrum"
"-0.477704990248615","39.427594019313538","Cersis siliquastrum"
"-0.477652053467214","39.427544762728381","Cersis siliquastrum"
"-0.477571890493213","39.427596536759395","Cersis siliquastrum"
"-0.47762725748152","39.427649269526341","Cersis siliquastrum"
"-0.477536100180684","39.427561435921312","Cersis siliquastrum"
"-0.477559802884694","39.427458256768674","Cersis siliquastrum"
"-0.477525939594602","39.42742770223515","Cersis siliquastrum"
"-0.477446298581564","39.427481109124479","Cersis siliquastrum"
"-0.477469464076994","39.427373503928621","Cersis siliquastrum"
"-0.477389800352362","39.427427540916163","Cersis siliquastrum"
"-0.477437889020222","39.427347143157235","Cersis siliquastrum"
"-0.478098515275687","39.426451838643956","Pinus halepensi"
"-0.478056090460042","39.426413891341021","Pinus halepensi"
"-0.478136452186618","39.426372661780356","Pinus halepensi"
"-0.478001492828783","39.426278653108952","Pinus halepensi"
"-0.478038914262758","39.426313609011082","Pinus halepensi"
"-0.477939961034886","39.426190741799246","Pinus halepensi"
"-0.47788286681096","39.42613761134789","Pinus halepensi"
"-0.4778036509162","39.426073009950777","Pinus halepensi"
"-0.477727590236228","39.426001449945012","Pinus halepensi"
"-0.477764331193698","39.426035940720418","Pinus halepensi"
"-0.477837733892827","39.426036272005732","Sin Clasificar"
"-0.477864128458492","39.426019457297471","Cersis siliquastrum"
"-0.477935459794158","39.425974158085218","Nerium oleander"
"-0.477902290085089","39.425995240228666","Nerium oleander"
"-0.477892655421115","39.425959625867165","Koelreuteria paniculata"
"-0.477756251153244","39.425960450247203","Pinus halepensi"
"-0.478388345054793","39.425681910958396","Cersis siliquastrum"
"-0.478369794697997","39.425661598710263","Cersis siliquastrum"
"-0.478368690948783","39.425692205342862","Cersis siliquastrum"
"-0.478295631295888","39.4257403502165","Nerium oleander"
"-0.478180949115971","39.425818492988519","Nerium oleander"
"-0.478073375441029","39.42588633942276","Sin Clasificar"
"-0.478353611422912","39.424995843470079","Cupressus arizonica"
"-0.478307978870631","39.424802061186128","Pinus pinea"
"-0.478247010909374","39.424862810650815","Sin Clasificar"
"-0.478266894730536","39.424913782420425","Cupressus arizonica"
"-0.478242135271909","39.424891713846627","Cupressus arizonica"
"-0.47827635716162","39.424889753485537","Sin Clasificar"
"-0.477338211461369","39.425624803636268","Pinus halepensi"
"-0.477267196295639","39.425558307766529","Pinus halepensi"
"-0.477304388089321","39.425593168827881","Pinus halepensi"
"-0.477376637886668","39.425660862635112","Pinus halepensi"
"-0.477442705261859","39.425722836671355","Pinus halepensi"
"-0.477261876086047","39.425670354252503","Pinus halepensi"
"-0.477224223239607","39.425635393082523","Pinus halepensi"
"-0.477578950644162","39.425861648570496","Pinus halepensi"
"-0.47762051897228","39.425829937959485","Pinus halepensi"
"-0.477590398243155","39.425805140314417","Pinus halepensi"
"-0.47748465929161","39.425870413399366","Pinus halepensi"
"-0.477442653136826","39.425836979456129","Pinus halepensi"
"-0.477403088605812","39.4258002651531","Pinus halepensi"
"-0.477364529784388","39.425764653739357","Pinus halepensi"
"-0.477524700382241","39.425797318415228","Sin Clasificar"
"-0.477483984859412","39.425760308895015","Pinus halepensi"
"-0.477810826707058","39.425709833015262","Koelreuteria paniculata"
"-0.477772906270603","39.425737028256343","Koelreuteria paniculata"
"-0.477777657288471","39.425679383699496","Nerium oleander"
"-0.477742484421676","39.425704476384475","Nerium oleander"
"-0.477703097252351","39.425730468610716","Nerium oleander"
"-0.47766271495207","39.42575184464615","Nerium oleander"
"-0.477691462879947","39.425824360141036","Koelreuteria paniculata"
"-0.477724525588228","39.425767600129817","Koelreuteria paniculata"
"-0.478131046261689","39.425553086624575","Koelreuteria paniculata"
"-0.478015046062758","39.425590480000366","Koelreuteria paniculata"
"-0.478055028006043","39.425570536593256","Koelreuteria paniculata"
"-0.477954541446196","39.425625473629999","Koelreuteria paniculata"
"-0.47791539060432","39.425648137729965","Prunus cerasifera pisardii"
"-0.477880154618919","39.425617012979586","Sin Clasificar"
"-0.477918001086636","39.42558864492819","Nerium oleander"
"-0.478049117309951","39.425508967041857","Nerium oleander"
"-0.477963111282054","39.425561785796148","Nerium oleander"
"-0.478130522588977","39.425454877248825","Cersis siliquastrum"
"-0.478087220147572","39.425486370250205","Cersis siliquastrum"
"-0.478112127441229","39.425472135825139","Cersis siliquastrum"
"-0.477204069118423","39.425498559595489","Pinus halepensi"
"-0.477170249115061","39.425466834731935","Pinus halepensi"
"-0.477133057454445","39.425431973631277","Pinus halepensi"
"-0.477832522266696","39.42596498790509","Koelreuteria paniculata"
"-0.478012770930532","39.425534394713004","Nerium oleander"
"-0.477707036725577","39.427823883023635","Citrus aurantium"
"-0.477632382632771","39.42775514625928","Citrus aurantium"
"-0.477528229805358","39.427660454112569","Citrus aurantium"
"-0.477490449984833","39.427625760540536","Citrus aurantium"
"-0.477455559063955","39.427591490002776","Citrus aurantium"
"-0.47731547126207","39.427462504465147","Citrus aurantium"
"-0.477279745254648","39.427428846383037","Citrus aurantium"
"-0.477920146009013","39.427690128599558","Citrus aurantium"
"-0.477839798530046","39.427618205391063","Citrus aurantium"
"-0.477740907075618","39.427525789739981","Citrus aurantium"
"-0.477704371555038","39.427492024132711","Citrus aurantium"
"-0.477666926962652","39.427457698250379","Citrus aurantium"
"-0.478058350616636","39.42781339690238","Citrus aurantium"
"-0.478019468146412","39.427777057960675","Citrus aurantium"
"-0.477489307748215","39.427293574332708","Citrus aurantium"
"-0.47752642343114","39.427327352595093","Citrus aurantium"
"-0.477567246176955","39.427364634698371","Citrus aurantium"
"-0.478397098539771","39.424972102102679","Sin Clasificar"
"-0.478439180213676","39.424629772221259","Pinus pinea"
"-0.478407044423072","39.425185921063473","Celtis australis"
"-0.478136452186618","39.426372661780356","Pinus halepensi"
"-0.478038914262758","39.426313609011082","Pinus halepensi"
"-0.478001492828783","39.426278653108952","Pinus halepensi"
"-0.477939961034886","39.426190741799246","Pinus halepensi"
"-0.47788286681096","39.42613761134789","Pinus halepensi"
"-0.4778036509162","39.426073009950777","Pinus halepensi"
"-0.477764331193698","39.426035940720418","Pinus halepensi"
"-0.477727590236228","39.426001449945012","Pinus halepensi"
"-0.478365229732779","39.425147176297784","Celtis australis"
"-0.478264319795623","39.42505282541881","Celtis australis"
"-0.478222743895597","39.425013905602682","Celtis australis"
"-0.478180203771354","39.424975955844666","Celtis australis"
"-0.477376637886668","39.425660862635112","Pinus halepensi"
"-0.477338211461369","39.425624803636268","Pinus halepensi"
"-0.477267196295639","39.425558307766529","Pinus halepensi"
"-0.477442705261859","39.425722836671355","Pinus halepensi"
"-0.477578950644162","39.425861648570496","Pinus halepensi"
"-0.477524700382241","39.425797318415228","Sin Clasificar"
"-0.477483984859412","39.425760308895015","Pinus halepensi"
"-0.477204069118423","39.425498559595489","Pinus halepensi"
"-0.477133057454445","39.425431973631277","Pinus halepensi"
"-0.477170249115061","39.425466834731935","Pinus halepensi"
"-0.469232879868788","39.430192673192522","Cupressus sempervivens"
"-0.469248338190587","39.430182829584275","Cupressus sempervivens"
"-0.468519058072035","39.430265418752221","Pinus pinea"
"-0.468568676573928","39.43030352614236","Pinus pinea"
"-0.468533109912036","39.430365003637554","Pinus pinea"
"-0.468581462788277","39.430357858415924","Cupressus arizonica"
"-0.468616231185285","39.430392218998989","Pinus pinea"
"-0.468637493615394","39.430340790315704","Pinus pinea"
"-0.468689360601701","39.430368135848951","Cupressus arizonica"
"-0.46867610061036","39.430387847031383","Cupressus arizonica"
"-0.468673881009555","39.430266267647234","Pinus pinea"
"-0.468662821098517","39.430042333998891","Alnus glutinosa"
"-0.468589303726845","39.430045057421097","Alnus glutinosa"
"-0.468502421840551","39.429996589061957","Alnus glutinosa"
"-0.468779914442257","39.430328035726667","Pinus pinea"
"-0.468779263609255","39.430410183393896","Pinus pinea"
"-0.468866298508084","39.430364601197596","Pinus pinea"
"-0.468831121618678","39.430360772214357","Pinus pinea"
"-0.468879656150051","39.430300477878468","Pinus pinea"
"-0.468913043157718","39.430279943646056","Pinus pinea"
"-0.468968753524186","39.43029097640536","Pinus pinea"
"-0.468953743816135","39.430265965014243","Pinus pinea"
"-0.468974871694193","39.430253542192936","Pinus pinea"
"-0.469054643354112","39.430228882710431","Pinus pinea"
"-0.469096929286035","39.430183947670976","Pinus pinea"
"-0.469146133639164","39.430175739673025","Pinus pinea"
"-0.469029795104337","39.430138702420763","Pinus pinea"
"-0.468987018306711","39.430193987068648","Pinus pinea"
"-0.468908684286841","39.430127597080258","Sin Clasificar"
"-0.468856986911909","39.430137282221118","Fraxinus ornus"
"-0.468804974166865","39.430203807096667","Fraxinus ornus"
"-0.469182429952474","39.43011013373853","Pinus pinea"
"-0.469075853809947","39.430076191939676","Pinus pinea"
"-0.469040758351669","39.430028400999554","Cupressus arizonica"
"-0.468980314606588","39.430026184103369","Ailanthus altissima"
"-0.46887816697471","39.430014320441678","Ailanthus altissima"
"-0.468526909633555","39.429843249049966","Phytolacca dioica"
"-0.468490508293003","39.429780204343778","Phytolacca dioica"
"-0.468610865148815","39.429738320928642","Robinia psuedoacacia"
"-0.468653984625911","39.429705656403343","Robinia psuedoacacia"
"-0.468803424240373","39.429774946183777","Magnolia grandiflora"
"-0.468828512234078","39.429836032755354","Magnolia grandiflora"
"-0.468899892265605","39.429789659206286","Magnolia grandiflora"
"-0.468809292398138","39.429917686019238","Catalpa bignonioides"
"-0.468766451144927","39.429981167350014","Catalpa bignonioides"
"-0.468630305053675","39.429945770466801","Catalpa bignonioides"
"-0.470588144595934","39.432012253281911","Jacaranda mimosifolia"
"-0.470671670375312","39.431944881767798","Jacaranda mimosifolia"
"-0.470762969212848","39.431871373031534","Jacaranda mimosifolia"
"-0.470843665223648","39.431808354217694","Jacaranda mimosifolia"
"-0.470926505898915","39.431743850479378","Jacaranda mimosifolia"
"-0.471005773982686","39.431678548238843","Jacaranda mimosifolia"
"-0.471088123982227","39.431614754424025","Jacaranda mimosifolia"
"-0.471174606162738","39.431545915323703","Jacaranda mimosifolia"
"-0.470762325527835","39.431176316622583","Ficus rubiginosa"
"-0.470642312210657","39.431138029845116","Ficus rubiginosa"
"-0.47052770916058","39.431101121925394","Ficus rubiginosa"
"-0.470406206624657","39.431062261963092","Ficus rubiginosa"
"-0.469578093576314","39.430797212857101","Ficus rubiginosa"
"-0.469311205954811","39.430715006972548","Ficus rubiginosa"
"-0.469163483329699","39.430668818181992","Ficus rubiginosa"
"-0.468983089837456","39.430398765602547","Ginkgo biloba"
"-0.469094656285284","39.430326960693002","Ginkgo biloba"
"-0.469207296533661","39.430254368242707","Ginkgo biloba"
"-0.469320549523155","39.430180888121569","Ginkgo biloba"
"-0.469317060856609","39.430299730636968","Ficus rubiginosa"
"-0.469199966080275","39.430376640612927","Ficus rubiginosa"
"-0.469093379216141","39.430445671165707","Ficus rubiginosa"
"-0.46853092914281","39.43046693772412","Ginkgo biloba"
"-0.468483807597569","39.430549154483103","Ficus rubiginosa"
"-0.469113190376161","39.430748804001922","Ficus rubiginosa"
"-0.469320705845227","39.430815213391782","Ficus rubiginosa"
"-0.469480570328676","39.430866170781577","Ficus rubiginosa"
"-0.469623454119744","39.430911262859183","Ficus rubiginosa"
"-0.470208548492707","39.431095798364026","Ficus rubiginosa"
"-0.470371393297482","39.431147900473285","Ficus rubiginosa"
"-0.470482198280706","39.431183825004538","Ficus rubiginosa"
"-0.470597059652413","39.431220017872718","Ficus rubiginosa"
"-0.470719391416128","39.431258445231734","Ficus rubiginosa"
"-0.470822875139145","39.431291237184631","Ficus rubiginosa"
"-0.470669549526705","39.431692043803437","Ficus rubiginosa"
"-0.470600994759652","39.431573615663766","Ficus rubiginosa"
"-0.470479393931682","39.431527816722607","Ficus rubiginosa"
"-0.470356552219198","39.431480999665474","Ficus rubiginosa"
"-0.470227604048507","39.431432788334675","Ficus rubiginosa"
"-0.470112767735137","39.431389478556063","Ficus rubiginosa"
"-0.470009599037716","39.431351197354424","Ficus rubiginosa"
"-0.470065390311563","39.431469167878312","Ficus rubiginosa"
"-0.470188377189767","39.431515177592956","Ficus rubiginosa"
"-0.470311334918974","39.431561997352027","Ficus rubiginosa"
"-0.47042408545807","39.431605171460468","Ficus rubiginosa"
"-0.470546505454479","39.431650808105161","Ficus rubiginosa"
"-0.46939864803803","39.431136368350955","Ficus rubiginosa"
"-0.469192382350778","39.431070707019352","Ficus rubiginosa"
"-0.469080208136056","39.43103412082607","Ficus rubiginosa"
"-0.468971086701478","39.430999853236173","Ficus rubiginosa"
"-0.469927016641597","39.431074716393347","Ficus rubiginosa"
"-0.469827007504783","39.431039026312767","Ficus rubiginosa"
"-0.469789758608206","39.431108485566817","Ficus rubiginosa"
"-0.469843296502092","39.431128209332748","Ficus rubiginosa"
"-0.469767553504164","39.431173137135602","Ficus rubiginosa"
"-0.469940315989596","39.431191942331438","Ficus rubiginosa"
"-0.470069167125623","39.431107990211864","Ficus rubiginosa"
"-0.468706155806931","39.430802643982176","Tipuana tipu"
"-0.468722199014782","39.430773443891127","Tipuana tipu"
"-0.468739345583266","39.430742646207811","Tipuana tipu"
"-0.471057339791163","39.431460571784619","Jacaranda mimosifolia"
"-0.470973376704542","39.431527213358919","Jacaranda mimosifolia"
"-0.470890057832663","39.43159531032191","Jacaranda mimosifolia"
"-0.470457631093213","39.431920584884359","Jacaranda mimosifolia"
"-0.470388895665074","39.43197089077298","Jacaranda mimosifolia"
"-0.470292896819429","39.432039432083442","Jacaranda mimosifolia"
"-0.470212608124427","39.432097594522801","Jacaranda mimosifolia"
"-0.468979178558754","39.429919583202654","Cupressus arizonica"
"-0.469254053613324","39.429906198311059","Pinus pinea"
"-0.469250237126477","39.429979538369288","Pinus pinea"
"-0.469197240592231","39.430005861983517","Pinus pinea"
"-0.469211454419215","39.429927703258308","Pinus pinea"
"-0.469191927631871","39.429969710418348","Pinus pinea"
"-0.469286029973916","39.430033740801719","Pinus pinea"
"-0.469189290165807","39.430045778833701","Pinus pinea"
"-0.46910017983787","39.429853479169374","Acer platanoides"
"-0.469416212581656","39.428953335580033","Brachychiton populneum"
"-0.469478369349621","39.429010904643185","Brachychiton populneum"
"-0.469535552462076","39.429064671728867","Brachychiton populneum"
"-0.469596169070541","39.429119864870643","Brachychiton populneum"
"-0.469655306106768","39.429174214968235","Brachychiton populneum"
"-0.469714749110531","39.429229742862887","Brachychiton populneum"
"-0.469773227762221","39.429286240725311","Brachychiton populneum"
"-0.46983352909609","39.429340525985644","Brachychiton populneum"
"-0.469893011472632","39.429394973570467","Brachychiton populneum"
"-0.469955898055518","39.429451657369086","Brachychiton populneum"
"-0.469880780760856","39.429466508913663","Pinus pinea"
"-0.469794641189044","39.429432832393239","Pinus pinea"
"-0.469784488076585","39.429379548536502","Pinus pinea"
"-0.470017378019939","39.429466959319953","Cupressus sempervivens"
"-0.470018468861358","39.429481757781701","Cupressus sempervivens"
"-0.47004932005123","39.429489546299678","Cupressus sempervivens"
"-0.468515552033112","39.428944176345276","Platanus hybrida"
"-0.468667332031476","39.428910274399676","Platanus hybrida"
"-0.468805397927444","39.428870127721567","Platanus hybrida"
"-0.469088705966594","39.428893232967788","Jacaranda mimosifolia"
"-0.469013331226747","39.42892483504621","Jacaranda mimosifolia"
"-0.468928209326336","39.428956134762082","Jacaranda mimosifolia"
"-0.468778520215998","39.429002875321089","Jacaranda mimosifolia"
"-0.468692663061154","39.429025600325886","Jacaranda mimosifolia"
"-0.468603723956488","39.429046816719108","Jacaranda mimosifolia"
"-0.468512474326154","39.429064469228344","Jacaranda mimosifolia"
"-0.468641824528703","39.429159177487293","Platanus hybrida"
"-0.468815182515406","39.429116465975092","Platanus hybrida"
"-0.468966609729694","39.429069853304512","Platanus hybrida"
"-0.469138447415692","39.429004946123442","Platanus hybrida"
"-0.469301563246269","39.428930659657254","Platanus hybrida"
"-0.468578361123966","39.429262840178026","Albizia julibrissum"
"-0.468716600759273","39.429233958617303","Albizia julibrissum"
"-0.46868766545348","39.429291976981887","Albizia julibrissum"
"-0.468651346846271","39.429348573308573","Albizia julibrissum"
"-0.468620234574861","39.429399337070627","Albizia julibrissum"
"-0.468584806613039","39.429453790614957","Albizia julibrissum"
"-0.46855498538401","39.429500978881634","Albizia julibrissum"
"-0.468517733418239","39.429560888158093","Albizia julibrissum"
"-0.468495563911533","39.429598873702062","Albizia julibrissum"
"-0.468501983325167","39.429492167061326","Citrus s.p."
"-0.468544683600075","39.42942616024046","Citrus s.p."
"-0.468583648535238","39.429363855831518","Citrus s.p."
"-0.468621490490282","39.429303689108657","Citrus s.p."
"-0.468555024685785","39.429317016479466","Citrus s.p."
"-0.468604087594721","39.42958862437105","Lagestroemia indica"
"-0.468622618295427","39.429554883876357","Lagestroemia indica"
"-0.468642928210298","39.429539380249743","Lagestroemia indica"
"-0.468690082652592","39.429494731545667","Lagestroemia indica"
"-0.468712545600993","39.429422968697374","Cersis siliquastrum"
"-0.468726609143216","39.429384266066549","Cersis siliquastrum"
"-0.468768686389649","39.429319416759867","Cersis siliquastrum"
"-0.468814737365688","39.429359788697283","Cersis siliquastrum"
"-0.468878860844371","39.429350193947009","Cersis siliquastrum"
"-0.468849769234451","39.429303434570592","Cersis siliquastrum"
"-0.468804818361689","39.429261555074774","Cersis siliquastrum"
"-0.468885432988028","39.429213580803086","Cersis siliquastrum"
"-0.46891163228271","39.429285682506311","Cersis siliquastrum"
"-0.468951097549566","39.42932185696057","Cersis siliquastrum"
"-0.469006240889089","39.429287562204593","Cersis siliquastrum"
"-0.468999748716147","39.429367420554641","Cersis siliquastrum"
"-0.469090934695749","39.429441387557681","Melia azederach"
"-0.469156615184756","39.429568492705705","Melia azederach"
"-0.469045149783476","39.429573363212569","Melia azederach"
"-0.469063787153941","39.429504580054804","Melia azederach"
"-0.468661512477382","39.42955870377407","Lagestroemia indica"
"-0.468646471125732","39.429582700475009","Lagestroemia indica"
"-0.468646592411431","39.429627477718391","Lagestroemia indica"
"-0.468780581562524","39.429635800688636","Melia azederach"
"-0.468827550821361","39.429670066513708","Melia azederach"
"-0.468926600666422","39.429661592574313","Melia azederach"
"-0.46891749914428","39.429701214074562","Melia azederach"
"-0.468989409078576","39.429685122160087","Melia azederach"
"-0.469014379711061","39.429640350685609","Melia azederach"
"-0.469094447189423","39.429607499439577","Melia azederach"
"-0.469073628477126","39.429739748381934","Araucaria heterophylla"
"-0.469172742615143","39.429655690333462","Araucaria heterophylla"
"-0.469219270726076","39.429782378480652","Araucaria heterophylla"
"-0.469257836816452","39.429605921447035","Albizia julibrissum"
"-0.469280696664527","39.429574527333735","Jacaranda mimosifolia"
"-0.469277026821857","39.429669492129385","Albizia julibrissum"
"-0.46931323053029","39.429702712586803","Albizia julibrissum"
"-0.469386765411197","39.429789358116381","Pinus pinea"
"-0.469446317871849","39.42998308620647","Pinus pinea"
"-0.469370778742613","39.430028829013501","Pinus pinea"
"-0.469364744827667","39.429954824066535","Pinus pinea"
"-0.469413261095421","39.429898222778455","Pinus pinea"
"-0.469481653380232","39.429873405369165","Pinus pinea"
"-0.469511355377219","39.429945042648491","Pinus pinea"
"-0.469354618921252","39.429855865268046","Pinus pinea"
"-0.469467625506568","39.429792379589358","Pinus pinea"
"-0.469460038113845","39.429742034432415","Pinus pinea"
"-0.469495736872771","39.429737856594542","Pinus pinea"
"-0.469517524258235","39.429694367062055","Pinus pinea"
"-0.469575005022366","39.429643636493296","Pinus pinea"
"-0.469601913568044","39.429606294431288","Pinus pinea"
"-0.469651299535655","39.429602684744445","Pinus pinea"
"-0.469705018486922","39.429566016318525","Pinus pinea"
"-0.469774936346221","39.429521502279471","Pinus pinea"
"-0.469688243754913","39.429509525275179","Cupressus arizonica"
"-0.469669155805639","39.429491272025963","Cupressus arizonica"
"-0.46964132645668","39.429525170651289","Pinus pinea"
"-0.469713321754643","39.429452143414522","Pinus pinea"
"-0.469618685977738","39.429444588043985","Pinus pinea"
"-0.469525415947657","39.429492377436425","Pinus pinea"
"-0.469376864783437","39.429571846107009","Melia azederach"
"-0.469357504444238","39.429532235606104","Melia azederach"
"-0.469443310769222","39.429620049137519","Prunus cerasifera pisardii"
"-0.469367228078999","39.429398393726814","Pinus pinea"
"-0.469346043478855","39.429450905330533","Parkinsonia aculeata"
"-0.469274252440399","39.429434838016221","Koelreuteria paniculata"
"-0.469272050146159","39.429486051142099","Parkinsonia aculeata"
"-0.469226304916399","39.4295142443411","Parkinsonia aculeata"
"-0.469191158351725","39.429448614561061","Parkinsonia aculeata"
"-0.469172642037873","39.429411364738641","Koelreuteria paniculata"
"-0.469238499785529","39.429385951749431","Koelreuteria paniculata"
"-0.469194907284013","39.429357885706551","Koelreuteria paniculata"
"-0.469094148759754","39.429121548818834","Platanus hybrida"
"-0.469263440783613","39.429146225339522","Pinus pinea"
"-0.469362917089144","39.429141994521473","Pinus pinea"
"-0.469286767720037","39.429047364160908","Platanus hybrida"
"-0.469372116025422","39.42907399682619","Cupressus arizonica"
"-0.469392369840199","39.429095338554696","Cupressus arizonica"
"-0.46945850908195","39.429100652171755","Pinus pinea"
"-0.469432064108119","39.429054581177745","Cupressus arizonica"
"-0.469389240676006","39.429030946347687","Pinus pinea"
"-0.469508071196592","39.429185244251997","Pinus pinea"
"-0.469419217622161","39.42918484158988","Pinus pinea"
"-0.46960096887495","39.429244022949824","Pinus pinea"
"-0.469453307386739","39.429257205031206","Cupressus arizonica"
"-0.469468455988721","39.429307264337069","Pinus pinea"
"-0.469396383220015","39.429337497101542","Pinus pinea"
"-0.469476340726807","39.429407165335199","Pinus pinea"
"-0.469505959297551","39.429365557977739","Cupressus lambertiana"
"-0.469558402064178","39.429309582629038","Pinus pinea"
"-0.469547361118194","39.429380333024888","Pinus pinea"
"-0.469604987517713","39.429370506356982","Pinus pinea"
"-0.469669749279443","39.429291916305694","Pinus pinea"
"-0.469433805534562","39.430107317862756","Ginkgo biloba"
"-0.469542639373615","39.430037164729917","Ginkgo biloba"
"-0.470006984667357","39.429584029994245","Gleditsia triacanthos"
"-0.470075241235733","39.429646416165063","Gleditsia triacanthos"
"-0.469963348183784","39.429717674399257","Gleditsia triacanthos"
"-0.469896719986615","39.42965523351468","Gleditsia triacanthos"
"-0.469785400616504","39.429726684240642","Gleditsia triacanthos"
"-0.469675295966906","39.429799873002352","Gleditsia triacanthos"
"-0.469742572892413","39.429860436247523","Gleditsia triacanthos"
"-0.469851209720295","39.429789287540139","Gleditsia triacanthos"
"-0.470709142946976","39.430238045842174","Grevillea robusta"
"-0.470642093706538","39.430177578191703","Grevillea robusta"
"-0.470573901258072","39.430113391948048","Grevillea robusta"
"-0.470505002697516","39.430049460569776","Grevillea robusta"
"-0.470435994698666","39.429985346590435","Grevillea robusta"
"-0.470366751413665","39.429921317540618","Grevillea robusta"
"-0.47029571616247","39.429855447659705","Grevillea robusta"
"-0.470232771501882","39.429797141162112","Grevillea robusta"
"-0.46957936280461","39.430129855653831","Ficus rubiginosa"
"-0.469451580484083","39.43021319989203","Ficus rubiginosa"
"-0.471551274491302","39.431040506979009","Ceratonia siliqua"
"-0.471444927595675","39.431099725134281","Ceratonia siliqua"
"-0.471327410324879","39.43112410573876","Ceratonia siliqua"
"-0.471234239922759","39.431050277474277","Ceratonia siliqua"
