"X","Y","ESPECIE"
"-0.490656351255832","39.416905019261911","Citrus aurantium"
"-0.490682386120063","39.416865671235136","Citrus aurantium"
"-0.490800105164067","39.416847761512145","Citrus aurantium"
"-0.490775240834692","39.416883621311882","Citrus aurantium"
"-0.490751437144596","39.416919053546749","Citrus aurantium"
"-0.49072866523247","39.416951625159101","Citrus aurantium"
"-0.49070923979815","39.416981566289365","Citrus aurantium"
"-0.49068373049341","39.417019213950972","Citrus aurantium"
"-0.490664837070974","39.417047274661783","Citrus aurantium"
"-0.490643228882734","39.417079781283419","Citrus aurantium"
"-0.490599364540446","39.417143429174629","Citrus aurantium"
"-0.490576282852972","39.417178156232929","Citrus aurantium"
"-0.490554716566482","39.417209492568531","Citrus aurantium"
"-0.490531038394533","39.417244657192988","Citrus aurantium"
"-0.490498654982026","39.417292606894613","Citrus aurantium"
"-0.490475860215312","39.417325808591208","Citrus aurantium"
"-0.490451337255563","39.417361855864669","Citrus aurantium"
"-0.490428397315459","39.417395865229189","Citrus aurantium"
"-0.4904055831005","39.417429607032119","Citrus aurantium"
"-0.490380502383073","39.417465011618177","Citrus aurantium"
"-0.490360444676424","39.417496380479413","Citrus aurantium"
"-0.490337881891104","39.417529587154256","Citrus aurantium"
"-0.490314222875586","39.417564211603029","Citrus aurantium"
"-0.49070794360449","39.416829916506529","Citrus aurantium"
"-0.490820704011738","39.416817485329709","Citrus aurantium"
"-0.490842895547913","39.416784901171923","Citrus aurantium"
"-0.49086547075629","39.41675133429775","Citrus aurantium"
"-0.49088864237477","39.416717329839429","Citrus aurantium"
"-0.490909279893369","39.416685973392063","Citrus aurantium"
"-0.490938719128648","39.416642374446461","Citrus aurantium"
"-0.490969944389678","39.416597552774405","Citrus aurantium"
"-0.490993605963962","39.416562838145509","Citrus aurantium"
"-0.491016364890156","39.416527383309877","Citrus aurantium"
"-0.491037044082702","39.416498099811939","Citrus aurantium"
"-0.491062211283448","39.416460264502788","Citrus aurantium"
"-0.491095154812576","39.41641286725897","Citrus aurantium"
"-0.491117832914148","39.416379662912725","Citrus aurantium"
"-0.491143822109362","39.416341575052257","Citrus aurantium"
"-0.491163937051317","39.416311828902444","Citrus aurantium"
"-0.491184164803512","39.416282175273409","Citrus aurantium"
"-0.491317053667059","39.416087384908629","Citrus aurantium"
"-0.491343664890935","39.416048139248979","Citrus aurantium"
"-0.491365736640737","39.416015642488112","Citrus aurantium"
"-0.491388372676158","39.415980365101738","Citrus aurantium"
"-0.491410915063669","39.41594769830629","Citrus aurantium"
"-0.49143444398869","39.415913431168697","Citrus aurantium"
"-0.491456180396925","39.415880566792573","Citrus aurantium"
"-0.491477655617346","39.415848507588457","Citrus aurantium"
"-0.491502054974648","39.415812637593","Citrus aurantium"
"-0.491524400651244","39.415778975536817","Citrus aurantium"
"-0.491551053601537","39.415738559552842","Citrus aurantium"
"-0.491569704498361","39.415710763723226","Citrus aurantium"
"-0.491592875409972","39.415676759096968","Citrus aurantium"
"-0.491621095107937","39.415634755275057","Citrus aurantium"
"-0.491645990815681","39.415597995053396","Citrus aurantium"
"-0.491667059585926","39.41556754866604","Citrus aurantium"
"-0.491586286256907","39.415539859965179","Citrus aurantium"
"-0.491540872946169","39.41560788924594","Citrus aurantium"
"-0.491489562979938","39.415681647142556","Citrus aurantium"
"-0.491466840098523","39.415716111865805","Citrus aurantium"
"-0.491436305450499","39.415761128766299","Citrus aurantium"
"-0.491390205191878","39.415828872889996","Citrus aurantium"
"-0.491366560220393","39.415863137515089","Citrus aurantium"
"-0.491093783462458","39.41626328791282","Citrus aurantium"
"-0.491074293993982","39.416291786285413","Citrus aurantium"
"-0.49105414673165","39.416322432624085","Citrus aurantium"
"-0.491031691047036","39.416355912028543","Citrus aurantium"
"-0.490987714712066","39.416419467574293","Citrus aurantium"
"-0.490941123499775","39.416487921630726","Citrus aurantium"
"-0.490917471614714","39.416522366187763","Citrus aurantium"
"-0.490887313474536","39.416566580245217","Citrus aurantium"
"-0.49086320376489","39.416600834729138","Citrus aurantium"
"-0.490839754852273","39.41663609446141","Citrus aurantium"
"-0.4908188175865","39.41666609307412","Citrus aurantium"
"-0.490790152114411","39.41670754652332","Citrus aurantium"
"-0.489980797777128","39.417754130801548","Citrus aurantium"
"-0.489942467096379","39.417783303270276","Citrus aurantium"
"-0.489899958016883","39.417815628758333","Citrus aurantium"
"-0.489857510036265","39.417849487082442","Citrus aurantium"
"-0.489812908582235","39.417881857451292","Citrus aurantium"
"-0.489770392921473","39.417914362928464","Citrus aurantium"
"-0.489731352786598","39.417943880367339","Citrus aurantium"
"-0.488661276997067","39.419004735029539","Citrus aurantium"
"-0.488623970533755","39.419031226465052","Citrus aurantium"
"-0.488588105260118","39.419056397668655","Citrus aurantium"
"-0.488696326559847","39.418979636272454","Citrus aurantium"
"-0.48873044761105","39.418954517447823","Citrus aurantium"
"-0.488768676609626","39.418921739593785","Citrus aurantium"
"-0.488828665636573","39.418868440739494","Citrus aurantium"
"-0.488858360414261","39.418840433473761","Citrus aurantium"
"-0.488956046296355","39.418752993806521","Citrus aurantium"
"-0.488924001297108","39.418781761147073","Citrus aurantium"
"-0.488893252329746","39.418810015930966","Citrus aurantium"
"-0.488988375099744","39.418722791144042","Citrus aurantium"
"-0.48902162912639","39.418692698545534","Citrus aurantium"
"-0.489053009999675","39.418663015931486","Citrus aurantium"
"-0.488594343539868","39.418953829662733","Citrus aurantium"
"-0.48855896840013","39.418978290724631","Citrus aurantium"
"-0.488486896121146","39.419028445518045","Citrus aurantium"
"-0.488934557629648","39.418659196275215","Citrus aurantium"
"-0.489361361060523","39.418265801089845","Citrus aurantium"
"-0.489328323350469","39.418296348913444","Citrus aurantium"
"-0.48929658165788","39.418326384174826","Citrus aurantium"
"-0.489267493430118","39.41835368393663","Citrus aurantium"
"-0.489236332258663","39.418380488471918","Citrus aurantium"
"-0.489544094580586","39.418099927160846","Citrus aurantium"
"-0.489512356302361","39.418129872467517","Citrus aurantium"
"-0.489484728810817","39.418155311935806","Citrus aurantium"
"-0.489436108430391","39.423492913234512","Sin Clasificar"
"-0.489422011053122","39.423510266454684","Sin Clasificar"
"-0.489417353996079","39.423526742461291","Sin Clasificar"
"-0.487945740759362","39.419659276541992","Citrus aurantium"
"-0.487921934984342","39.419691464868393","Citrus aurantium"
"-0.488376546632575","39.419106241819833","Citrus aurantium"
"-0.488409323301401","39.419082985940982","Citrus aurantium"
"-0.488444372991324","39.419057887264373","Citrus aurantium"
"-0.487903893487098","39.41972485882598","Citrus aurantium"
"-0.487924123994918","39.419691962618899","Citrus aurantium"
"-0.487945660263855","39.419658283811252","Citrus aurantium"
"-0.487989503472957","39.419588870762013","Citrus aurantium"
"-0.488008143931328","39.419561435680116","Citrus aurantium"
"-0.488030886331569","39.419523278409677","Citrus aurantium"
"-0.488049665780927","39.419491972448036","Citrus aurantium"
"-0.488080017129851","39.419448934524112","Citrus aurantium"
"-0.48811864437094","39.419405084410627","Citrus aurantium"
"-0.488156693508494","39.419370861437514","Citrus aurantium"
"-0.488185685610724","39.419346262594154","Citrus aurantium"
"-0.488213636049071","39.419324794392523","Citrus aurantium"
"-0.488248447343537","39.419299870807578","Citrus aurantium"
"-0.48828194637777","39.419275909852324","Citrus aurantium"
"-0.488313185267599","39.419253431590285","Citrus aurantium"
"-0.488347970629327","39.419229228135357","Citrus aurantium"
"-0.481123279921583","39.423336970728791","Ceratonia siliqua"
"-0.481039301884162","39.423398124050301","Tipuana tipu"
"-0.481012535037597","39.423289886534597","Tipuana tipu"
"-0.480922309490606","39.423253607213738","Tipuana tipu"
"-0.480830997278103","39.423218475445879","Tipuana tipu"
"-0.480738540704087","39.423182868358424","Tipuana tipu"
"-0.480573178794696","39.423126762342484","Tipuana tipu"
"-0.480479580580129","39.423093833009183","Tipuana tipu"
"-0.480386324170739","39.423061091189197","Tipuana tipu"
"-0.482197726730437","39.423408353835562","Celtis australis"
"-0.481406562283443","39.423211937223449","Olea europeae"
"-0.481464509599669","39.423112381903117","Olea europeae"
"-0.481436547161826","39.423095379741859","Olea europeae"
"-0.481454015558322","39.423061884340932","Olea europeae"
"-0.481636706567226","39.423156112211295","Sin Clasificar"
"-0.481232111431689","39.423169509091466","Olea europeae"
"-0.481125026619646","39.42307241426839","Cupressus sempervivens"
"-0.481141802336329","39.423116201122191","Sin Clasificar"
"-0.481197047768246","39.423081992732271","Cupressus sempervivens"
"-0.481221856171804","39.423118836503804","Sin Clasificar"
"-0.480402933334665","39.422661361533464","Cupressus sempervivens"
"-0.480473637650041","39.422720371305694","Ceratonia siliqua"
"-0.480635041881509","39.422718644004362","Sin Clasificar"
"-0.480781198260682","39.422830639991702","Sin Clasificar"
"-0.480865405292462","39.422859852072683","Ceratonia siliqua"
"-0.480961363720976","39.422839846310346","Olea europeae"
"-0.480942708107384","39.422880806390189","Ceratonia siliqua"
"-0.481057802564049","39.422923210121084","Olea europeae"
"-0.481258094054516","39.422980252408429","Sin Clasificar"
"-0.482088941579667","39.419661225642685","Nerium oleander"
"-0.482035469016118","39.419714031454028","Nerium oleander"
"-0.481980600391289","39.419766897092131","Nerium oleander"
"-0.481925402944226","39.419819215040683","Nerium oleander"
"-0.481871294725816","39.419873538535377","Nerium oleander"
"-0.481818802186215","39.419924924028585","Nerium oleander"
"-0.481707750076073","39.419957473468571","Nerium oleander"
"-0.481593518104485","39.419978332302577","Nerium oleander"
"-0.481520544485403","39.420008192916484","Nerium oleander"
"-0.481416849258277","39.419975135721174","Nerium oleander"
"-0.481250855540044","39.419920638652592","Nerium oleander"
"-0.481173695256109","39.419895813781601","Nerium oleander"
"-0.481105165084034","39.419873247916293","Nerium oleander"
"-0.481028017877334","39.419848062872596","Nerium oleander"
"-0.480935032562636","39.419817579645986","Nerium oleander"
"-0.480934620172654","39.419674237468378","Nerium oleander"
"-0.480975918127713","39.419614411624565","Nerium oleander"
"-0.481020263437343","39.419550597741193","Nerium oleander"
"-0.481103406117321","39.419483480310682","Nerium oleander"
"-0.484960984948195","39.422711500586907","Sin Clasificar"
"-0.484822573286962","39.422658506153155","Sin Clasificar"
"-0.480952417956672","39.42163417116803","Ligustrum japonica"
"-0.480876701402426","39.421775593433601","Ligustrum japonica"
"-0.480841203888412","39.421842031381217","Ligustrum japonica"
"-0.481171653908276","39.421210273118959","Ligustrum japonica"
"-0.481205374794097","39.421141544314999","Ligustrum japonica"
"-0.481273949756398","39.421011318426316","Ligustrum japonica"
"-0.481375464973034","39.420811445819716","Ligustrum japonica"
"-0.481447551616447","39.420673998601963","Ligustrum japonica"
"-0.481517893780763","39.420536603632975","Ligustrum japonica"
"-0.480739169059068","39.421859550035364","Ligustrum japonica"
"-0.480762672277199","39.421813302637197","Ligustrum japonica"
"-0.480753135377064","39.419936971389518","Nerium oleander"
"-0.481480704363719","39.420082374850608","Nerium oleander"
"-0.481378282489047","39.420049435295425","Nerium oleander"
"-0.481293546218281","39.420022104033073","Nerium oleander"
"-0.48121113773785","39.419994642962642","Nerium oleander"
"-0.481134806032397","39.419969385566951","Nerium oleander"
"-0.481065769407651","39.419947979875403","Nerium oleander"
"-0.480987278029133","39.419921414329572","Nerium oleander"
"-0.48088345093239","39.419888804254121","Nerium oleander"
"-0.481544728285533","39.420201059036913","Nerium oleander"
"-0.481503551906052","39.420134941844971","Nerium oleander"
"-0.481495541844032","39.420389633026311","Nerium oleander"
"-0.481531196139205","39.420322027076821","Nerium oleander"
"-0.481565908897536","39.420254761078944","Nerium oleander"
"-0.48114969224697","39.421065382991067","Ligustrum japonica"
"-0.481227833731634","39.420914643695205","Ligustrum japonica"
"-0.481257054513344","39.420857979526424","Ligustrum japonica"
"-0.481322423400986","39.420732909360446","Ligustrum japonica"
"-0.481364345438508","39.420649313143841","Ligustrum japonica"
"-0.481448453101433","39.420484468710264","Ligustrum japonica"
"-0.481099103754705","39.42116383637827","Ligustrum japonica"
"-0.48107243028681","39.421217492634611","Ligustrum japonica"
"-0.4809699630203","39.421414731710236","Ligustrum japonica"
"-0.48089042692951","39.42156868383131","Ligustrum japonica"
"-0.480847739912162","39.421650911927799","Ligustrum japonica"
"-0.480817580192803","39.421707825904171","Ligustrum japonica"
"-0.48639559990496","39.423190906202571","Pinus halepensi"
"-0.486355159711577","39.423217239014861","Pinus halepensi"
"-0.486275620696759","39.423268131798672","Pinus halepensi"
"-0.48623609601276","39.42329484472419","Pinus halepensi"
"-0.486200624392077","39.423318672304347","Pinus halepensi"
"-0.486155882639914","39.423348335453653","Pinus halepensi"
"-0.485951484885527","39.423479681163528","Pinus halepensi"
"-0.486000784669918","39.423362008589024","Pinus halepensi"
"-0.485909666248357","39.423421569626925","Pinus halepensi"
"-0.48586042634241","39.423453567815216","Pinus halepensi"
"-0.485083496151264","39.422760907645475","Sin Clasificar"
"-0.48221130183387","39.420359911370859","Nerium oleander"
"-0.482132279650713","39.420322254020675","Nerium oleander"
"-0.482052397115301","39.420282686092555","Nerium oleander"
"-0.481974306848453","39.42024495873008","Nerium oleander"
"-0.481895629873906","39.420207398787852","Nerium oleander"
"-0.481815863427702","39.420219454805824","Nerium oleander"
"-0.481719441178434","39.42025214096072","Nerium oleander"
"-0.481883140908524","39.420102623831099","Nerium oleander"
"-0.481858075425462","39.420030999868658","Nerium oleander"
"-0.487176198479128","39.419563276576902","Sin Clasificar"
"-0.487187577619077","39.419547216216792","Sin Clasificar"
"-0.487166363340169","39.419581622561395","Sin Clasificar"
"-0.487204934077945","39.420512456477532","Pinus halepensi"
"-0.487228427756804","39.420592423746477","Pinus halepensi"
"-0.487368373158415","39.420806349382246","Pinus halepensi"
"-0.486637428984752","39.420822170942607","Pinus halepensi"
"-0.48680573826699","39.420793016722719","Pinus halepensi"
"-0.48679627205376","39.420691190453113","Pinus halepensi"
"-0.486967577665846","39.420675614283162","Pinus halepensi"
"-0.487250147984328","39.420815505856467","Pinus halepensi"
"-0.489329764808408","39.421915661374513","Sin Clasificar"
"-0.488807672208001","39.422041051741751","Pinus halepensi"
"-0.486715512973144","39.422977192198893","Pinus halepensi"
"-0.486644509286877","39.423023314811992","Pinus halepensi"
"-0.486604665797174","39.423049210163853","Pinus halepensi"
"-0.486571245223179","39.42307092004215","Pinus halepensi"
"-0.486540323520367","39.423090972225623","Pinus halepensi"
"-0.486512016760564","39.423109369225827","Pinus halepensi"
"-0.486671245229435","39.422932271222777","Pinus halepensi"
"-0.486638301943464","39.4229536310798","Pinus halepensi"
"-0.48661059177919","39.42297159055299","Pinus halepensi"
"-0.486572773219909","39.422996088231471","Pinus halepensi"
"-0.486537927499451","39.423018668189506","Pinus halepensi"
"-0.486500347495512","39.423042990821223","Pinus halepensi"
"-0.486423043189083","39.423093121215679","Pinus halepensi"
