X,Y,Nombre,DESCRIP,URL,Lat,Long
-0.476284729832269,39.433464619066591,SAGRADA FAMILIA,,,39.433465,-0.476285
-0.476479459557931,39.42625827142777,SAN JUAN BOSCO,,,39.431069,-0.473839
-0.469197338080521,39.437977179723163,SAN LUIS BERTRAN,,,39.437977,-0.469197
-0.489489990714795,39.419011821806983,SAN JUAN BOSCO (Vedat),,,39.419012,-0.489490
-0.465267435315008,39.440621266150927,NUESTRA S. DEL BUEN CONSEJO,,,39.440621,-0.465267
-0.462078057978154,39.437263406366213,NUESTRA S. DE LA ASUNCION,,,39.437263,-0.462078
-0.470312298523419,39.43317264169427,SAN JOSE,,,39.433173,-0.470312
-0.466199700684543,39.430929929063311,SALON DEL REINO TESTIGO DE JEHOVA,,,39.430930,-0.466200
-0.467553909004861,39.431067546004861,IGLESIA EVANGELICA EL SALVADOR,,,39.431068,-0.467554
-0.464345011313775,39.433060648959326,NUESTRA S. DE MONTE-SION,,,39.433061,-0.464345
-0.522102923274365,39.433828676727252,SAN VICENTE FERRER,,,39.433829,-0.522103
-0.520073924954473,39.415370912520153,MONTE REAL,,,39.415371,-0.520074
-0.458717567168477,39.438152402976762,MEZQUITA,,,39.438152,-0.458718
-0.482116072863867,39.416291355448578,DOMINICOS,,,39.416291,-0.482116
-0.470621815203999,39.420136770720475,DOMINICAS,,,39.420137,-0.470622
