"Nombre","Lat","Long","DESCRIP","URL"
"49V","39.445036","-0.474955",,
"51V","39.446469","-0.472175",,
"64V","39.441357","-0.475205",,
"63V","39.441852","-0.477397",,
"70V","39.443379","-0.481397",,
"74V","39.442677","-0.484364",,
"76V","39.445193","-0.48318",,
"78V","39.444545","-0.482545",,
"80V","39.442384","-0.490754",,
"7D","39.44284","-0.532814",,
"8E","39.433882","-0.515364",,
"1D","39.438138","-0.527335",,
"3D","39.440075","-0.528766",,
"5D","39.439985","-0.530764",,
"9D","39.439244","-0.534641",,
"91D","39.43634","-0.533463",,
"14D","39.437945","-0.53039",,
"16D","39.43743","-0.531551",,
"18D","39.437843","-0.531739",,
"20D","39.437572","-0.532874",,
"28D","39.436866","-0.528826",,
"29D","39.436622","-0.529117",,
"31D","39.43597","-0.530171",,
"35D","39.434874","-0.532018",,
"37D","39.435958","-0.532989",,
"39D","39.43506","-0.533009",,
"41D","39.434314","-0.532018",,
"42D","39.434172","-0.531757",,
"44D","39.433693","-0.531719",,
"51D","39.436243","-0.527334",,
"54D","39.433875","-0.530735",,
"84D","39.436988","-0.537444",,
"9F","39.439382","-0.517859",,
"10F","39.439236","-0.518456",,
"12F","39.439078","-0.519286",,
"14F","39.439246","-0.519841",,
"16F","39.440383","-0.524475",,
"18F","39.438269","-0.523025",,
"19F","39.437159","-0.524386",,
"21F","39.436867","-0.524388",,
"23F","39.436556","-0.524612",,
"25F","39.437828","-0.522851",,
"27F","39.437663","-0.522844",,
"29F","39.437494","-0.522826",,
"32F","39.435711","-0.522678",,
"46F","39.433755","-0.522381",,
"48F","39.433494","-0.522398",,
"50F","39.43361","-0.521805",,
"52F","39.433278","-0.521929",,
"54F","39.433516","-0.521407",,
"56F","39.434139","-0.520504",,
"59F","39.436811","-0.521975",,
"60F","39.436918","-0.522404",,
"62F","39.438063","-0.522544",,
"64F","39.43795","-0.522142",,
"66F","39.437684","-0.521668",,
"68F","39.437943","-0.520354",,
"70F","39.437975","-0.520117",,
"71F","39.437709","-0.519958",,
"73F","39.438136","-0.520366",,
"75F","39.438123","-0.520541",,
"77F","39.438016","-0.520966",,
"210F","39.436292","-0.518355",,
"39K","39.398131","-0.586913",,
"40K","39.398237","-0.586111",,
"58K","39.398049","-0.585913",,
"69K","39.396606","-0.586423",,
"70K","39.396847","-0.58661",,
"71K","39.396548","-0.586756",,
"72K","39.396215","-0.586447",,
"73K","39.395931","-0.586142",,
"75K","39.39559","-0.586414",,
"76K","39.39588","-0.586958",,
"77K","39.396105","-0.5872",,
"78K","39.39663","-0.587687",,
"79K","39.395446","-0.588392",,
"80K","39.395314","-0.588704",,
"81K","39.392044","-0.589632",,
"82K","39.391834","-0.589992",,
"83K","39.391852","-0.590309",,
"84K","39.392182","-0.590515",,
"86K","39.39369","-0.591043",,
"87K","39.393953","-0.590687",,
"88K","39.393962","-0.590947",,
"89K","39.39424","-0.590579",,
"90K","39.394349","-0.591069",,
"92K","39.394997","-0.5902",,
"94K","39.394851","-0.590493",,
"95K","39.394759","-0.59099",,
"97K","39.395351","-0.591143",,
"99K","39.39692","-0.591305",,
"101K","39.397176","-0.590114",,
"103K","39.394069","-0.586407",,
"106K","39.395524","-0.585914",,
"107K","39.395627","-0.586123",,
"109K","39.395769","-0.587907",,
"111K","39.397341","-0.587144",,
"7V","39.447303","-0.459666",,
"9V","39.447308","-0.458492",,
"10V","39.447406","-0.458132",,
"12V","39.447298","-0.458842",,
"14V","39.447418","-0.459733",,
"17V","39.446963","-0.459697",,
"20V","39.449317","-0.457569",,
"22V","39.444412","-0.463299",,
"23V","39.443991","-0.464228",,
"25V","39.444271","-0.465247",,
"27V","39.444262","-0.46461",,
"53V","39.44547","-0.466736",,
"129V","39.445909","-0.462165",,
"131V","39.447151","-0.461603",,
"122V","39.447325","-0.46114",,
"3Y","39.433441","-0.452379",,
"7Y","39.432692","-0.44574",,
"1Z","39.440425","-0.452765",,
"3Z","39.438236","-0.453431",,
"4Z","39.438145","-0.452956",,
"6Z","39.438037","-0.451977",,
"9Z","39.43711","-0.447186",,
"22Z","39.439072","-0.446733",,
"8X","39.424207","-0.453287",,
"12Y","39.424196","-0.448265",,
"16Y","39.425565","-0.450794",,
"18Y","39.427157","-0.45786",,
"6T","39.417685","-0.466135",,
"8T","39.416011","-0.466622",,
"38T","39.418998","-0.464653",,
"40T","39.415976","-0.46403",,
"4X","39.419907","-0.457819",,
"14X","39.41917","-0.459763",,
"19X","39.41519","-0.457529",,
"21X","39.414907","-0.459195",,
"38X","39.420247","-0.456194",,
"10X","39.420628","-0.452171",,
"11T","39.412628","-0.461409",,
"12T","39.412271","-0.463494",,
"15T","39.410588","-0.46848",,
"16T","39.410591","-0.467987",,
"24T","39.407622","-0.465639",,
"35T","39.413748","-0.467704",,
"37T","39.413141","-0.464547",,
"17X","39.412582","-0.458349",,
"29X","39.405236","-0.460562",,
"27X","39.406776","-0.449082",,
"35X","39.412778","-0.445953",,
"22T","39.403817","-0.465873",,
"32T","39.404439","-0.464029",,
"33T","39.403168","-0.464966",,
"26T","39.402022","-0.468372",,
"28T","39.4011","-0.467022",,
"30X","39.403302","-0.461091",,
"32X","39.402359","-0.45321",,
"28X","39.404128","-0.451976",,
"58V","39.440204","-0.474492",,
"60V","39.440453","-0.47514",,
"62V","39.440091","-0.477768",,
"67V","39.440777","-0.478901",,
"69V","39.441218","-0.481348",,
"102I","39.416703","-0.597827",,
"103I","39.416589","-0.59815",,
"104I","39.416816","-0.598046",,
"108I","39.416089","-0.59963",,
"109I","39.415926","-0.599261",,
"110I","39.416238","-0.600121",,
"111I","39.415971","-0.600415",,
"112I","39.416156","-0.600502",,
"113I","39.416396","-0.600342",,
"114I","39.416324","-0.600866",,
"115I","39.416532","-0.600271",,
"116I","39.416685","-0.600626",,
"117I","39.416539","-0.601056",,
"118I","39.416799","-0.601342",,
"159I","39.416855","-0.6039",,
"161I","39.416597","-0.602594",,
"162I","39.416366","-0.602433",,
"163I","39.416122","-0.602179",,
"164I","39.416013","-0.601714",,
"165I","39.415802","-0.601471",,
"166I","39.41533","-0.602249",,
"167I","39.415101","-0.602165",,
"168I","39.414724","-0.602048",,
"169I","39.414778","-0.602476",,
"170I","39.414428","-0.602397",,
"172I","39.414459","-0.601764",,
"174I","39.414507","-0.601128",,
"176I","39.415009","-0.600976",,
"178I","39.4148","-0.601597",,
"179I","39.415169","-0.601474",,
"181I","39.415558","-0.601254",,
"183I","39.414429","-0.60069",,
"185I","39.414161","-0.601137",,
"187I","39.413961","-0.600279",,
"188I","39.415546","-0.602314",,
"190I","39.413658","-0.601298",,
"193I","39.413942","-0.600539",,
"195I","39.413016","-0.601604",,
"197I","39.412902","-0.60221",,
"198I","39.412691","-0.603787",,
"200I","39.413122","-0.604163",,
"202I","39.413428","-0.604619",,
"1K","39.407846","-0.59133",,
"3K","39.408344","-0.590416",,
"177J","39.408285","-0.586468",,
"179J","39.408008","-0.588117",,
"181J","39.408313","-0.588744",,
"183J","39.409839","-0.591815",,
"237J","39.413472","-0.586234",,
"239J","39.413593","-0.591157",,
"240J","39.412837","-0.591938",,
"242J","39.414501","-0.591697",,
"244J","39.414221","-0.596333",,
"246J","39.414464","-0.598734",,
"248J","39.41461","-0.599211",,
"249J","39.414571","-0.599638",,
"251J","39.411655","-0.598786",,
"253J","39.410425","-0.60373",,
"261J","39.412371","-0.591006",,
"4K","39.407176","-0.589855",,
"5K","39.405713","-0.589561",,
"7K","39.405029","-0.588113",,
"9K","39.403847","-0.585796",,
"12K","39.400061","-0.590004",,
"14K","39.400262","-0.589311",,
"16K","39.400163","-0.588863",,
"17K","39.400396","-0.587681",,
"19K","39.399278","-0.589797",,
"65Q","39.4103","-0.524996",,
"66Q","39.410003","-0.524751",,
"67Q","39.409627","-0.524371",,
"2M","39.406133","-0.537877",,
"3M","39.405195","-0.536668",,
"19N","39.405803","-0.531717",,
"22N","39.404902","-0.533305",,
"23N","39.404098","-0.531986",,
"24N","39.40303","-0.528562",,
"25N","39.402855","-0.528808",,
"26N","39.403562","-0.529751",,
"27N","39.401693","-0.531745",,
"28N","39.401347","-0.531775",,
"30N","39.401307","-0.532258",,
"32N","39.401644","-0.532839",,
"33N","39.402556","-0.534071",,
"35N","39.403684","-0.534595",,
"37N","39.40438","-0.534495",,
"39N","39.401306","-0.531197",,
"105N","39.398655","-0.53874",,
"107N","39.400814","-0.531576",,
"108N","39.401178","-0.534295",,
"112N","39.402976","-0.533265",,
"36�","39.399453","-0.529981",,
"39�","39.39929","-0.531716",,
"40�","39.39793","-0.526285",,
"74�","39.40151","-0.528654",,
"77�","39.40308","-0.519835",,
"119P","39.401456","-0.516124",,
"121P","39.401375","-0.519338",,
"183P","39.399447","-0.516768",,
"189P","39.397247","-0.516247",,
"190P","39.397943","-0.517061",,
"219P","39.397084","-0.519285",,
"41N","39.396224","-0.535694",,
"43N","39.395625","-0.538821",,
"43�","39.396794","-0.526863",,
"44�","39.396932","-0.528098",,
"46�","39.395137","-0.530892",,
"48�","39.394058","-0.532134",,
"50�","39.396157","-0.531795",,
"52�","39.396709","-0.531836",,
"56�","39.394201","-0.535354",,
"57�","39.39397","-0.53501",,
"59�","39.393997","-0.534242",,
"61�","39.39361","-0.532875",,
"63�","39.393672","-0.534342",,
"65�","39.39341","-0.53619",,
"67�","39.39308","-0.533174",,
"68�","39.393111","-0.533534",,
"70�","39.39313","-0.535645",,
"72�","39.39315","-0.536913",,
"75�","39.392936","-0.536513",,
"86�","39.394092","-0.535515",,
"3.O","39.394775","-0.524443",,
"11O","39.392133","-0.531292",,
"13O","39.391921","-0.53491",,
"15O","39.391725","-0.535222",,
"17O","39.391216","-0.535126",,
"19O","39.390849","-0.534941",,
"20O","39.390637","-0.534764",,
"22O","39.389992","-0.534453",,
"24O","39.3893","-0.534003",,
"26O","39.388749","-0.534639",,
"28O","39.389172","-0.534681",,
"31O","39.390219","-0.535239",,
"32O","39.390355","-0.535348",,
"34O","39.389263","-0.535791",,
"11D","39.43946","-0.538965",,
"23D","39.435233","-0.539409",,
"25D","39.435711","-0.539905",,
"26D","39.435833","-0.539952",,
"82M","39.397935","-0.556334",,
"84M","39.397914","-0.555699",,
"111M","39.396946","-0.55895",,
"113M","39.396848","-0.559936",,
"2R","39.42417","-0.527796",,
"3R","39.423468","-0.526863",,
"4R","39.422913","-0.526895",,
"5R","39.42401","-0.528276",,
"6R","39.423877","-0.528674",,
"7R","39.422706","-0.531031",,
"8R","39.422009","-0.531098",,
"9R","39.422077","-0.531385",,
"10R","39.421659","-0.531257",,
"11R","39.421826","-0.530796",,
"12R","39.422128","-0.529987",,
"17R","39.419496","-0.535395",,
"172L","39.407844","-0.578843",,
"175L","39.407589","-0.578541",,
"176L","39.407989","-0.578644",,
"277L","39.407563","-0.579342",,
"107L","39.41016","-0.571624",,
"108L","39.410178","-0.571935",,
"109L","39.409478","-0.572227",,
"110L","39.409382","-0.572963",,
"111L","39.410536","-0.571204",,
"112L","39.410576","-0.571567",,
"113L","39.410575","-0.572088",,
"114L","39.41024","-0.572242",,
"115L","39.409992","-0.572345",,
"116L","39.409905","-0.572875",,
"117L","39.410322","-0.572573",,
"118L","39.409744","-0.573452",,
"259L","39.409109","-0.573197",,
"260L","39.408819","-0.573041",,
"257L","39.410662","-0.57234",,
"93L","39.409065","-0.567297",,
"93L","39.409065","-0.567297",,
"96L","39.407972","-0.568728",,
"101L","39.409743","-0.568555",,
"103L","39.409682","-0.569269",,
"105L","39.409849","-0.569685",,
"76L","39.407196","-0.562531",,
"77L","39.40834","-0.563591",,
"80L","39.409893","-0.562235",,
"82L","39.408341","-0.56334",,
"84L","39.408922","-0.563906",,
"86L","39.408826","-0.56454",,
"87L","39.408888","-0.564898",,
"256J","39.412923","-0.563439",,
"45J","39.4125","-0.563887",,
"48J","39.411134","-0.562584",,
"50J","39.410961","-0.563434",,
"52J","39.410961","-0.56282",,
"53J","39.410618","-0.562816",,
"55J","39.410122","-0.562451",,
"57J","39.409725","-0.563207",,
"59J","39.410229","-0.562702",,
"61J","39.410384","-0.563168",,
"63J","39.410229","-0.563394",,
"64J","39.410111","-0.563483",,
"66J","39.409559","-0.563618",,
"68J","39.409529","-0.563989",,
"70J","39.409992","-0.563881",,
"72J","39.410291","-0.56372",,
"73J","39.410337","-0.563984",,
"75J","39.410371","-0.564219",,
"77J","39.410019","-0.564482",,
"79J","39.409338","-0.564286",,
"81J","39.411094","-0.566094",,
"83J","39.411013","-0.565307",,
"84J","39.410858","-0.565102",,
"86J","39.41103","-0.564196",,
"88J","39.411173","-0.565069",,
"90J","39.411503","-0.566253",,
"93J","39.411974","-0.565952",,
"95J","39.414477","-0.565571",,
"96J","39.414574","-0.565839",,
"98J","39.413917","-0.566557",,
"103J","39.412635","-0.566852",,
"105J","39.411812","-0.567621",,
"107J","39.411593","-0.568348",,
"108J","39.412565","-0.57034",,
"110J","39.413466","-0.570054",,
"112J","39.41402","-0.570008",,
"114J","39.414274","-0.569265",,
"116J","39.411316","-0.572376",,
"117J","39.411518","-0.572243",,
"119J","39.411059","-0.572907",,
"121J","39.412912","-0.573741",,
"123J","39.413953","-0.573303",,
"125J","39.413595","-0.576068",,
"126J","39.413742","-0.576765",,
"128J","39.412893","-0.576629",,
"243L","39.406113","-0.58507",,
"244L","39.406366","-0.585312",,
"34LL","39.402053","-0.576269",,
"35LL","39.401596","-0.576481",,
"36LL","39.401112","-0.576604",,
"37LL","39.400095","-0.576597",,
"38LL","39.399788","-0.57666",,
"2LL","39.399635","-0.565611",,
"3LL","39.401602","-0.566266",,
"4LL","39.402766","-0.567372",,
"5LL","39.402664","-0.567641",,
"6LL","39.402371","-0.567583",,
"7LL","39.402156","-0.567602",,
"8LL","39.401857","-0.568597",,
"9LL","39.400407","-0.569152",,
"10LL","39.400603","-0.568787",,
"11LL","39.400928","-0.569324",,
"12LL","39.402538","-0.568148",,
"13LL","39.4027","-0.568015",,
"14LL","39.402904","-0.567947",,
"15LL","39.402979","-0.568202",,
"16LL","39.402987","-0.568649",,
"17LL","39.402964","-0.569092",,
"18LL","39.403059","-0.569887",,
"19LL","39.40321","-0.570745",,
"20LL","39.403251","-0.570992",,
"21LL","39.402534","-0.569127",,
"22LL","39.402598","-0.569381",,
"23LL","39.402633","-0.569856",,
"24LL","39.402268","-0.569926",,
"25LL","39.402157","-0.570349",,
"26LL","39.40241","-0.571228",,
"27LL","39.402114","-0.571257",,
"29LL","39.4024","-0.572293",,
"31LL","39.400911","-0.572521",,
"33LL","39.399626","-0.573702",,
"39LL","39.400947","-0.579358",,
"67LL","39.399291","-0.571434",,
"118M","39.400846","-0.562675",,
"120M","39.401101","-0.563531",,
"122M","39.398808","-0.562841",,
"43K","39.399812","-0.585026",,
"45K","39.399375","-0.584914",,
"51K","39.398903","-0.584722",,
"10K","39.400613","-0.583555",,
"290L","39.405143","-0.584844",,
"291L","39.404847","-0.585373",,
"274L","39.406141","-0.584609",,
"289L","39.405271","-0.585377",,
"269L","39.40392","-0.581317",,
"264L","39.406735","-0.578855",,
"265L","39.404818","-0.577949",,
"267L","39.404547","-0.57863",,
"293L","39.40213","-0.580575",,
"88B","39.422829","-0.582593",,
"87B","39.424237","-0.583867",,
"90B","39.421573","-0.581826",,
"95B","39.421233","-0.580231",,
"96B","39.421232","-0.579865",,
"92B","39.420858","-0.580109",,
"98B","39.422338","-0.578866",,
"99B","39.422587","-0.578654",,
"57I","39.416626","-0.584243",,
"49I","39.41739","-0.583825",,
"54I","39.416076","-0.583827",,
"48I","39.418717","-0.58377",,
"40I","39.419279","-0.581537",,
"31I","39.418317","-0.581427",,
"30I","39.418078","-0.58096",,
"28I","39.417672","-0.580812",,
"43I","39.420556","-0.580583",,
"36I","39.420421","-0.580111",,
"37I","39.420246","-0.580261",,
"39I","39.419804","-0.580553",,
"41I","39.420174","-0.580799",,
"34I","39.419845","-0.579826",,
"18I","39.419137","-0.57772",,
"12I","39.419066","-0.576993",,
"14I","39.418725","-0.577337",,
"19I","39.419035","-0.577835",,
"20I","39.418846","-0.577943",,
"11I","39.418812","-0.576646",,
"27I","39.416564","-0.580383",,
"25I","39.41718","-0.578687",,
"23I","39.416917","-0.578364",,
"22I","39.416917","-0.577836",,
"52I","39.41677","-0.583053",,
"55I","39.416059","-0.584319",,
"140L","39.408037","-0.583147",,
"142L","39.407583","-0.583248",,
"144L","39.40758","-0.582799",,
"145L","39.40814","-0.582542",,
"149L","39.408114","-0.582175",,
"148L","39.407572","-0.582345",,
"271L","39.408014","-0.581943",,
"151L","39.40757","-0.581808",,
"153L","39.408109","-0.581285",,
"155L","39.40775","-0.581103",,
"157L","39.407532","-0.580994",,
"222B","39.421871","-0.577363",,
"223B","39.421761","-0.577859",,
"224B","39.42142","-0.581448",,
"225B","39.421447","-0.581031",,
"230B","39.423435","-0.579295",,
"231B","39.423622","-0.580027",,
"184J","39.416941","-0.563516",,
"187J","39.417476","-0.562833",,
"188J","39.416704","-0.563643",,
"189J","39.416504","-0.563641",,
"190J","39.416319","-0.563582",,
"264J","39.417025","-0.563935",,
"199J","39.416841","-0.567518",,
"200J","39.417226","-0.571189",,
"201J","39.417054","-0.571976",,
"202J","39.416971","-0.572218",,
"203J","39.416932","-0.572464",,
"204J","39.416846","-0.572651",,
"205J","39.416694","-0.572859",,
"212I","39.418504","-0.577112",,
"213I","39.41854","-0.576743",,
"214I","39.418073","-0.575449",,
"215I","39.418209","-0.575358",,
"216I","39.418399","-0.574966",,
"218I","39.41713","-0.583292",,
"220J","39.416707","-0.573196",,
"221J","39.416453","-0.574352",,
"40L","39.40166","-0.563758",,
"42L","39.40224","-0.563536",,
"44L","39.402333","-0.563704",,
"46L","39.402864","-0.564052",,
"48L","39.402597","-0.5638",,
"49L","39.402899","-0.563845",,
"51L","39.402532","-0.563275",,
"53L","39.403496","-0.562976",,
"55L","39.403138","-0.563456",,
"57L","39.402981","-0.564407",,
"59L","39.40336","-0.563971",,
"60L","39.40363","-0.564272",,
"62L","39.403655","-0.563827",,
"64L","39.403737","-0.563614",,
"66L","39.4039","-0.563598",,
"68L","39.40404","-0.563324",,
"69L","39.403864","-0.563229",,
"71L","39.404145","-0.563088",,
"73L","39.404285","-0.5625",,
"75L","39.404562","-0.562988",,
"90L","39.406041","-0.565482",,
"92L","39.404457","-0.565978",,
"95L","39.406491","-0.56872",,
"99L","39.406481","-0.570062",,
"146L","39.407453","-0.582476",,
"159L","39.407056","-0.580619",,
"161L","39.407019","-0.579902",,
"162L","39.407292","-0.579848",,
"164L","39.406697","-0.579684",,
"166L","39.407103","-0.579525",,
"168L","39.40705","-0.579109",,
"173L","39.407022","-0.578798",,
"174L","39.407316","-0.57872",,
"178L","39.405109","-0.579108",,
"180L","39.405025","-0.57947",,
"182L","39.404558","-0.57798",,
"184L","39.404347","-0.578819",,
"186L","39.403254","-0.579177",,
"187L","39.403731","-0.578767",,
"189L","39.403916","-0.578348",,
"191L","39.404208","-0.577623",,
"193L","39.403449","-0.578884",,
"195L","39.403439","-0.568947",,
"196L","39.403442","-0.569613",,
"198L","39.403739","-0.570345",,
"200L","39.403576","-0.571448",,
"202L","39.404541","-0.575393",,
"204L","39.403658","-0.576801",,
"205L","39.403531","-0.577218",,
"207L","39.403127","-0.577645",,
"209L","39.402903","-0.578125",,
"211L","39.402602","-0.578927",,
"213L","39.402233","-0.579995",,
"214L","39.402875","-0.579749",,
"216L","39.403903","-0.579767",,
"218L","39.40389","-0.580384",,
"220L","39.404142","-0.580395",,
"222L","39.405007","-0.580501",,
"223L","39.404532","-0.580664",,
"225L","39.404598","-0.581731",,
"226L","39.404372","-0.581649",,
"4B","39.43096","-0.610813",,
"6B","39.430958","-0.611354",,
"8B","39.430288","-0.61141",,
"10B","39.429061","-0.610309",,
"11B","39.428853","-0.610208",,
"13B","39.42856","-0.610098",,
"15B","39.42805","-0.60986",,
"17B","39.42754","-0.609439",,
"19B","39.427912","-0.609619",,
"21B","39.428499","-0.609861",,
"22B","39.428724","-0.609962",,
"24B","39.429259","-0.609511",,
"29B","39.428554","-0.609193",,
"31B","39.428202","-0.608744",,
"33B","39.427951","-0.6084",,
"35B","39.431007","-0.608699",,
"37B","39.430329","-0.607744",,
"190B","39.430893","-0.610463",,
"192B","39.431322","-0.609583",,
"194B","39.430692","-0.609411",,
"1A","39.440662","-0.610452",,
"2A","39.440797","-0.61084",,
"5A","39.44088","-0.612627",,
"7A","39.441053","-0.613083",,
"9A","39.441618","-0.612821",,
"11A","39.441375","-0.612048",,
"13A","39.441658","-0.612463",,
"14A","39.441845","-0.612863",,
"16A","39.441721","-0.613154",,
"18A","39.441247","-0.613357",,
"20A","39.440872","-0.61362",,
"22A","39.44035","-0.613675",,
"24A","39.439529","-0.613805",,
"25A","39.439383","-0.613792",,
"27A","39.437918","-0.61251",,
"29A","39.440506","-0.614496",,
"31A","39.441381","-0.613824",,
"33A","39.441762","-0.613948",,
"35A","39.442306","-0.61476",,
"36A","39.442361","-0.614365",,
"38A","39.442576","-0.617021",,
"40A","39.442663","-0.616675",,
"77LL","39.397603","-0.568639",,
"78LL","39.397386","-0.569478",,
"79LL","39.396199","-0.568941",,
"80LL","39.395959","-0.569341",,
"81LL","39.396928","-0.571068",,
"82LL","39.396727","-0.571051",,
"83LL","39.396089","-0.571008",,
"84LL","39.395959","-0.570629",,
"85LL","39.395947","-0.570252",,
"86LL","39.396286","-0.569858",,
"87LL","39.395544","-0.570017",,
"88LL","39.395656","-0.569698",,
"89LL","39.395459","-0.569765",,
"90LL","39.393662","-0.571837",,
"91LL","39.393984","-0.57213",,
"92LL","39.393253","-0.572337",,
"93LL","39.390523","-0.574426",,
"94LL","39.390716","-0.574629",,
"95LL","39.39091","-0.57485",,
"96LL","39.390664","-0.575344",,
"97LL","39.391144","-0.575004",,
"98LL","39.391322","-0.575363",,
"99LL","39.393487","-0.574419",,
"101LL","39.391839","-0.576083",,
"103LL","39.390496","-0.575692",,
"104LL","39.390629","-0.575819",,
"106LL","39.390941","-0.576288",,
"108LL","39.39111","-0.577229",,
"110LL","39.391568","-0.577124",,
"112LL","39.390981","-0.578187",,
"113LL","39.390586","-0.578752",,
"115LL","39.389748","-0.57528",,
"117LL","39.390048","-0.576055",,
"119LL","39.392256","-0.579385",,
"120LL","39.393365","-0.578335",,
"122LL","39.393828","-0.578827",,
"124LL","39.394338","-0.579328",,
"126LL","39.394376","-0.578582",,
"128LL","39.394011","-0.577479",,
"129LL","39.393903","-0.577246",,
"131LL","39.395498","-0.578001",,
"133LL","39.395325","-0.578793",,
"135LL","39.396241","-0.578791",,
"137LL","39.395987","-0.5795",,
"138LL","39.395507","-0.583841",,
"140LL","39.393323","-0.583225",,
"142LL","39.39217","-0.584818",,
"144LL","39.392446","-0.587797",,
"147LL","39.391053","-0.581669",,
"148LL","39.390543","-0.581416",,
"150LL","39.391638","-0.575928",,
"152LL","39.393857","-0.578021",,
"154LL","39.394352","-0.579902",,
"156LL","39.396425","-0.581225",,
"157LL","39.396442","-0.580396",,
"159LL","39.39488","-0.572823",,
"161LL","39.397144","-0.573265",,
"163LL","39.397738","-0.571454",,
"165LL","39.397193","-0.567292",,
"86V","39.442593","-0.497147",,
"1F","39.440034","-0.514115",,
"5F","39.439739","-0.514142",,
"139F","39.438784","-0.511245",,
"188F","39.438478","-0.514179",,
"190F","39.436871","-0.511297",,
"191F","39.436583","-0.512009",,
"133F","39.4362","-0.51114",,
"7E","39.434139","-0.512819",,
"81V","39.441594","-0.494263",,
"59G","39.43716","-0.50109",,
"60G","39.43647","-0.496323",,
"62G","39.435013","-0.501545",,
"64G","39.434218","-0.503149",,
"3G","39.43916","-0.508131",,
"6G","39.438212","-0.50679",,
"8G","39.437818","-0.506755",,
"9G","39.437781","-0.506299",,
"11G","39.437749","-0.505829",,
"13G","39.436604","-0.499492",,
"15G","39.436397","-0.501062",,
"18G","39.434406","-0.502509",,
"20G","39.434071","-0.502576",,
"25G","39.434132","-0.503894",,
"50U","39.438753","-0.505234",,
"11H","39.433012","-0.491826",,
"17H","39.433069","-0.492059",,
"21H","39.432747","-0.492924",,
"5E","39.432034","-0.51329",,
"6E","39.432525","-0.51335",,
"11E","39.429238","-0.513209",,
"31E","39.432644","-0.509961",,
"33E","39.429887","-0.513987",,
"5Q","39.426648","-0.514955",,
"2RR","39.426894","-0.50209",,
"3RR","39.426692","-0.503982",,
"76P","39.412156","-0.504638",,
"77P","39.412259","-0.504839",,
"79P","39.413757","-0.504296",,
"88P","39.410705","-0.507818",,
"89P","39.411292","-0.508038",,
"90P","39.410816","-0.508146",,
"91P","39.411047","-0.508905",,
"92P","39.410975","-0.509731",,
"93P","39.411059","-0.510077",,
"95P","39.411833","-0.51041",,
"96P","39.413931","-0.510524",,
"97P","39.41407","-0.510373",,
"101P","39.411008","-0.511103",,
"102P","39.410367","-0.510183",,
"103P","39.410226","-0.510664",,
"104P","39.409943","-0.509696",,
"105P","39.41072","-0.512103",,
"106P","39.408911","-0.512059",,
"107P","39.407989","-0.512892",,
"108P","39.408243","-0.512152",,
"109P","39.406474","-0.512593",,
"110P","39.406275","-0.512043",,
"111P","39.406132","-0.512439",,
"130P","39.407219","-0.508414",,
"133P","39.407624","-0.506883",,
"135P","39.406999","-0.505824",,
"136P","39.406768","-0.505472",,
"222P","39.412385","-0.504221",,
"85P","39.414504","-0.506897",,
"213P","39.411345","-0.509792",,
"1P","39.422235","-0.504363",,
"4P","39.422066","-0.503235",,
"5P","39.421409","-0.502345",,
"7P","39.415977","-0.502279",,
"83P","39.417168","-0.507921",,
"195P","39.420018","-0.505492",,
"197P","39.416602","-0.506027",,
"22RR","39.423094","-0.505645",,
"23RR","39.423371","-0.505722",,
"33RR","39.422774","-0.508349",,
"34RR","39.423349","-0.509714",,
"36RR","39.42368","-0.511513",,
"38RR","39.422077","-0.512194",,
"41RR","39.419293","-0.514615",,
"44RR","39.420009","-0.509299",,
"46RR","39.420427","-0.506831",,
"48RR","39.417888","-0.511418",,
"50RR","39.41636","-0.511532",,
"57RR","39.417714","-0.512606",,
"8Q","39.423984","-0.514972",,
"186P","39.396659","-0.515292",,
"99N","39.388968","-0.566453",,
"172M","39.388216","-0.573585",,
"97N","39.389486","-0.566582",,
"123M","39.398099","-0.565863",,
"127M","39.392721","-0.563515",,
"128M","39.39187","-0.56443",,
"131M","39.395138","-0.568271",,
"133M","39.394852","-0.567895",,
"136M","39.392857","-0.571293",,
"138M","39.392517","-0.570481",,
"139M","39.392116","-0.570332",,
"141M","39.391797","-0.571197",,
"145M","39.395314","-0.563411",,
"143M","39.394363","-0.567649",,
"50K","39.398265","-0.585431",,
"53K","39.398385","-0.584714",,
"55K","39.398075","-0.584444",,
"57K","39.397614","-0.584035",,
"60K","39.397504","-0.584949",,
"62K","39.397377","-0.584492",,
"64K","39.396609","-0.584282",,
"65K","39.395976","-0.584849",,
"67K","39.395727","-0.585335",,
"74K","39.395187","-0.585177",,
"115K","39.397319","-0.585167",,
"117K","39.397802","-0.585612",,
"41LL","39.398278","-0.583321",,
"42LL","39.398026","-0.58315",,
"44LL","39.397571","-0.583005",,
"46LL","39.396992","-0.583443",,
"48LL","39.395668","-0.582033",,
"50LL","39.396541","-0.58177",,
"51LL","39.396027","-0.581534",,
"53LL","39.396193","-0.580636",,
"56LL","39.397075","-0.579295",,
"58LL","39.396729","-0.578659",,
"60LL","39.396505","-0.577621",,
"61LL","39.397493","-0.576378",,
"63LL","39.397012","-0.57558",,
"65LL","39.397361","-0.571568",,
"68LL","39.39798","-0.570866",,
"70LL","39.397429","-0.570602",,
"71LL","39.397362","-0.569995",,
"73LL","39.397923","-0.57003",,
"75LL","39.398164","-0.569449",,
"130J","39.410753","-0.576894",,
"131J","39.410712","-0.580276",,
