"NUM-REG","registro-entrada","CODPOS","MUNICIPIO","SECTOR","CAUSA","FECHA","AÑO","contestacion- CONSUMIDOR","MEDIACION-EMPRESA","ESTADO","INHIBICIÓN A"
"500","2014028825","46900","TORRENT","OTROS","OTROS","01/10/2014","/2014","","14/11/2014","",""
"501","2014028887","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","01/10/2014","/2014","17/02/2015","13/11/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"502","2014028955","46900","TORRENT","OTROS","OTROS","02/10/2014","/2014","","13/11/2014","",""
"503","2014029010","46960","ALDAIA","BANCA","PRECIOS","02/10/2014","/2014","","24/11/2014","",""
"504","2014029022","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","02/10/2014","/2014","06/02/2015","24/11/2014","",""
"505","2014029032","46900","TORRENT","OTROS","OTROS","03/10/2014","/2014","12/12/2014","25/11/2014","",""
"506","2014029080","46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS","03/10/2014","/2014","06/12/2014","","",""
"507","2014029091","46900","TORRENT","GRANDES SUPERFICIES","OTROS","03/10/2014","/2014","27/02/2015","03/12/2014","",""
"508","2014029092","46900","TORRENT","BANCA","PRECIOS","03/10/2014","/2014","03/03/2015","02/12/2014","",""
"509","2014029096","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","03/10/2014","/2014","06/02/2015","03/12/2014","",""
"510","2014029097","46900","TORRENT","OTROS","OTROS","03/10/2014","/2014","","02/12/2014","",""
"511","2014029105","46900","TORRENT","OTROS","OTROS","03/10/2014","/2014","","01/12/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"512","2014029109","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","03/10/2014","/2014","10/02/2015","17/12/2014","",""
"513","2014029112","46900","TORRENT","OTROS","OTROS","03/10/2014","/2014","","","",""
"514","2014029166","46900","TORRENT","AUTOMOCIÓN","PRECIOS","04/10/2014","/2014","10/02/2015","11/12/2014","",""
"515","2014029229","46900","TORRENT","OTROS","OTROS","06/10/2014","/2014","05/02/2015","11/12/2014","",""
"516","2014029256","46900","TORRENT","TRANSPORTE Y CORREOS","PRECIOS","06/10/2014","/2014","10/02/2015","12/12/2014","",""
"517","2014029284","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","06/10/2014","/2014","06/02/2015","17/12/2014","",""
"518","2014029368","46900","TORRENT","BANCA","PRECIOS","07/10/2014","/2014","17/02/2015","22/12/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"519","2014029371","46900","TORRENT","BANCA","PRECIOS","07/10/2014","/2014","10/02/2015","22/12/2014","",""
"520","2014029428","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","08/10/2014","/2014","15/12/2014","26/02/2015","",""
"522","2014029479","46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS","08/10/2014","/2014","10/02/2015","12/12/2014","",""
"523","2014029620","46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS","08/10/2014","/2014","","12/12/2014","",""
"524","2014029635","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/10/2014","/2014","27/02/2015","12/12/2014","",""
"525","2014029651","46900","TORRENT","GRANDES SUPERFICIES","OTROS","10/10/2014","/2014","","19/12/2014","",""
"526","2014029671","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/10/2014","/2014","12/02/2015","19/12/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"527","2014029675","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/10/2014","/2014","","19/12/2014","",""
"528","2014029679","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/10/2014","/2014","23/12/2014","19/12/2014","",""
"529","2014029800","46900","TORRENT","ELECTRICIDAD","PRECIOS","13/10/2014","/2014","","","INHIBICIÓN",""
"530","2014029817","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","13/10/2014","/2014","03/02/2015","19/12/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"531","2014029947","46900","TORRENT","GAS","PRECIOS","14/10/2014","/2014","27/02/2015","18/12/2014","",""
"532","2014029995","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","14/10/2014","/2014","","30/12/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"533","2014030094","46900","TORRENT","AEROLÍNEAS","PRESTACIÓN DE SERVICIOS","14/10/2014","/2014","09/02/2015","30/12/2014","",""
"534","2014030206","46970","ALAQUAS","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS","15/10/2014","/2014","","20/12/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"535","2014030209","46970","ALAQUAS","EDUCACIÓN","OTROS","15/10/2014","/2014","","08/11/2014","",""
"536","2014030213","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","15/10/2014","/2014","06/03/2015","18/12/2014","",""
"537","2014030277","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","16/10/2014","/2014","18/03/2015","22/12/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"538","2014030318","46900","TORRENT","OTROS","OTROS","16/10/2014","/2014","06/02/2015","18/12/2014","",""
"539","2014030326","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","16/10/2014","/2014","02/03/2015","22/12/2014","",""
"540","2014030374","46900","TORRENT","OTROS","OTROS","16/10/2014","/2014","","07/11/2014","",""
"541","2014030453","46900","TORRENT","BANCA","PRECIOS","17/10/2014","/2014","27/02/2015","18/12/2014","",""
"543","2014030466","46900","TORRENT","INFORMATICA","PRECIOS","17/10/2014","/2014","","12/11/2014","",""
"544","2014030499","46900","TORRENT","OTROS","OTROS","17/10/2014","/2014","","04/12/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"545","2014030505","46900","TORRENT","S.A.T.","OTROS","17/10/2014","/2014","","01/12/2014","",""
"546","2014030530","46900","TORRENT","EDUCACIÓN","PRECIOS","20/10/2014","/2014","","20/11/2014","",""
"547","2014030531","46900","TORRENT","GAS","PRECIOS","20/10/2014","/2014","06/02/2015","24/11/2014","",""
"548","2014030555","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","20/10/2014","/2014","06/02/2015","26/11/2014","",""
"549","2014030617","46900","TORRENT","OTROS","OTROS","20/10/2014","/2014","","26/11/2014","",""
"550","2014030665","46900","TORRENT","OTROS","OTROS","21/10/2014","/2014","19/12/2014","28/11/2014","",""
"551","2014030666","46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS","21/10/2014","/2014","12/02/2015","24/11/2014","",""
"552","2014030669","46900","TORRENT","OTROS","OTROS","21/10/2014","/2014","12/02/2015","24/11/2014","",""
"553","2014030671","46900","TORRENT","INFORMATICA","PRECIOS","21/10/2014","/2014","","19/12/2014","",""
"554","2014030728","46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS","21/10/2014","/2014","09/02/2015","19/12/2014","",""
"555","2014030739","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","21/10/2014","/2014","","18/12/2014","",""
"556","2014030757","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","21/10/2014","/2014","","18/12/2014","",""
"557","2014030828","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","22/10/2014","/2014","06/02/2015","22/12/2014","",""
"558","2014030842","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","22/10/2014","/2014","","18/12/2014","",""
"559","2014030904","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","22/10/2014","/2014","10/03/2015","30/12/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"560","2014030910","46900","TORRENT","INFORMATICA","PRECIOS","22/10/2014","/2014","09/02/2015","26/12/2014","",""
"561","2014030936","46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS","23/10/2014","/2014","24/02/2015","29/12/2014","",""
"562","2014030996","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","23/10/2014","/2014","","23/12/2014","",""
"563","2014031134","46900","TORRENT","GAS","PRECIOS","24/10/2014","/2014","07/04/2015","23/12/2014","",""
"564","2014031207","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","24/10/2014","/2014","06/02/2015","26/02/2014","",""
"565","2014031288","46900","TORRENT","GAS","PRECIOS","27/10/2014","/2014","","12/01/2015","",""
"566","2014031319","46900","TORRENT","REPARACION HOGAR","PRECIOS","27/10/2014","/2014","","30/12/2014","",""
"567","2014031334","46900","TORRENT","AGENCIA DE VIAJES","PRECIOS","27/10/2017","/2014","27/02/2015","06/02/2015","",""
"568","2014031406","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","28/10/2014","/2014","15/04/2015","09/02/2015","",""
"569","2014031471","46900","TORRENT","OTROS","OTROS","28/10/2014","/2014","02/03/2015","06/02/2015","",""
"570","2014031573","46900","TORRENT","OTROS","OTROS","29/10/2014","/2014","27/02/2015","06/02/2015","",""
"571","2014031579","46970","ALAQUAS","OTROS","OTROS","29/10/2014","/2014","","06/02/2015","",""
"572","2014031608","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","29/10/2014","/2014","23/03/2015","09/02/2015","",""
"573","2014031753","46006","VALENCIA","OTROS","OTROS","30/10/2014","/2014","","06/02/2015","",""
"575","2014031763","46015","VALENCIA","OTROS","OTROS","30/10/2014","/2014","","","",""
"576","2014031786","46900","TORRENT","SEGUROS","OTROS","30/10/2014","/2014","","21/01/2015","ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",""
"577","2014031790","46900","TORRENT","AEROLÍNEAS","PRECIOS","30/10/2014","/2014","24/02/2015","20/01/2015","",""
"578","2014031879","46900","TORRENT","OTROS","OTROS","31/10/2014","/2014","","21/01/2015","POSITIVA",""
"579","2014031914","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","31/10/2014","/2014","05/03/2015","27/01/2015","",""
"580","2014031937","46900","TORRENT","AGUA","PRESTACIÓN DE SERVICIOS","31/10/2014","/2014","09/04/2015","20/01/2015","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"581","2014031968","46900","TORRENT","OTROS","OTROS","31/10/2014","/2014","","20/01/2015","",""
"582","2014031990","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","03/11/2014","/2014","11/02/2015","22/01/2015","",""
"583","2014032048","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","03/11/2014","/2014","","21/01/2015","",""
"574","2014032054","46900","TORRENT","ELECTRICIDAD","CLÁUSULAS ABUSIVAS","03/11/2014","/2014","","01/12/2014","",""
"584","2014032060","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","03/11/2014","/2014","24/02/2015","22/01/2015","",""
"585","2014032096","46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS","03/11/2014","/2014","06/02/2015","20/01/2015","",""
"586","2014032255","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","04/11/2014","/2014","","23/01/2015","",""
"587","2014032300","46970","ALAQUAS","OTROS","OTROS","05/11/2014","/2014","","20/01/2015","",""
"588","2014032310","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","05/11/2014","/2014","25/02/2015","20/01/2015","",""
"589","2014032313","46900","TORRENT","AGUA","PRECIOS","05/11/2014","/2014","24/04/2015","20/01/2015","",""
"590","2014032348","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","05/11/2014","/2014","","","INHIBICIÓN","VALENCIA"
"591","2014032398","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","06/11/2014","/2014","02/02/2015","20/01/2015","INHIBICIÓN","TURISMO GENERALITAT"
"592","2014032447","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","06/11/2014","/2014","18/02/2015","21/01/2015","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"593","2014032490","46900","TORRENT","GAS","PRECIOS","06/11/2014","/2014","10/02/2015","20/01/2015","",""
"594","2014032531","46900","TORRENT","OTROS","OTROS","07/11/2014","/2014","27/02/2015","23/01/2015","",""
"595","2014032664","46900","TORRENT","INFORMATICA","PRECIOS","10/11/2014","/2014","03/02/2015","20/01/2015","",""
"597","2014032672","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/11/2014","/2014","04/02/2015","20/01/2015","",""
"596","2014032673","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/11/2014","/2014","27/02/2015","20/01/2015","",""
"598","2014032756","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/11/2014","/2014","04/02/2015","20/01/2015","",""
"599","2014032773","46900","TORRENT","ELECTRICIDAD","PRECIOS","11/11/2014","/2014","27/02/2015","20/01/2015","",""
"600","2014033277","46900","TORRENT","GAS","PRECIOS","17/11/2014","/2014","06/02/2015","20/01/2015","",""
"601","2014033302","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","17/11/2014","/2014","","20/01/2015","",""
"602","2014033335","46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS","14/11/2014","/2014","","21/01/2015","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"603","2014033353","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","18/11/2014","/2014","24/02/2015","20/01/2015","",""
"604","2014033570","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","20/11/2014","/2014","","20/01/2015","",""
"605","2014033576","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","20/11/2014","/2014","28/02/2015","20/01/2015","",""
"606","2014033700","46900","TORRENT","AEROLÍNEAS","PRESTACIÓN DE SERVICIOS","21/11/2014","/2014","09/02/2015","21/01/2015","",""
"607","2014033708","46900","TORRENT","OTROS","OTROS","21/11/2014","/2014","","21/01/2015","INHIBICIÓN","ALDAIA"
"608","2014033789","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","21/11/2014","/2014","25/02/2015","22/01/2015","",""
"609","2014033824","46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS","24/11/2014","/2014","02/03/2015","21/01/2015","",""
"610","2014033917","46900","TORRENT","AGENCIA DE VIAJES","PRECIOS","24/11/2014","/2014","","21/01/2015","",""
"611","2014033964","46900","TORRENT","SEGUROS","PRECIOS","25/11/2014","/2014","04/02/2015","20/01/2015","",""
"612","2014033982","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","25/11/2014","/2014","11/02/2015","22/01/2015","",""
"613","2014033988","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","25/11/2014","/2014","","31/01/2015","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"614","2014033991","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","25/11/2014","/2014","","31/01/2015","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"615","2014033993","46900","TORRENT","INFORMATICA","PRECIOS","25/11/2014","/2014","25/02/2015","21/01/2015","",""
"616","2014034012","46024","VALENCIA","AUTOMOCIÓN","PRECIOS","25/11/2014","/2014","09/02/2015","20/01/2015","",""
"617","2014034069","46900","TORRENT","GAS","PRECIOS","26/11/2014","/2014","10/02/2015","20/01/2015","",""
"618","2014034139","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","26/11/2014","/2014","26/02/2015","22/01/2015","",""
"659","2014034145","46900","TORRENT","OTROS","OTROS","26/11/2014","/2014","03/02/2015","21/01/2015","",""
"619","2014034325","46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS","28/11/2014","/2014","02/03/2015","21/01/2015","",""
"620","2014034399","46900","TORRENT","AUTOMOCIÓN","PRECIOS","28/11/2014","/2014","18/03/2015","21/01/2015","",""
"621","2014034458","46900","TORRENT","BANCA","PRECIOS","01/12/2014","/2014","26/02/2015","21/01/2015","",""
"622","2014034501","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","01/12/2014","/2014","02/03/2015","27/01/2015","",""
"623","2014034548","46900","TORRENT","OTROS","OTROS","01/12/2014","/2014","05/02/2015","21/01/2015","",""
"624","2014034574","46900","TORRENT","BANCA","PRESTACIÓN DE SERVICIOS","02/12/2014","/2014","28/02/2015","21/01/2015","",""
"625","2014034602","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","02/12/2014","/2014","26/02/2015","22/01/2015","",""
"626","2014034705","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","02/12/2014","/2014","","23/01/2015","",""
"627","2014034801","46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS","03/12/2014","/2014","09/03/2015","22/01/2015","",""
"628","2014034842","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","03/12/2014","/2014","28/02/2015","22/01/2015","",""
"629","2014034864","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","04/12/2014","/2014","02/03/2015","22/01/2015","'POSITIVA"," AMPLIACIÓN'",""
"630","2014034899","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","04/12/2014","/2014","","21/01/2015","",""
"631","2014035139","46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS","09/12/2014","/2014","","22/01/2015","",""
"632","2014035185","46900","TORRENT","OTROS","CLÁUSULAS ABUSIVAS","09/12/2014","/2014","05/02/2015","28/01/2015","",""
"633","2014035219","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","09/12/2014","/2014","13/03/2015","22/01/2015","",""
"634","2014035274","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/12/2014","/2014","06/03/2015","02/02/2015","",""
"635","2014035327","46900","TORRENT","ELECTRICIDAD","PRECIOS","10/12/2014","/2014","10/03/2015","15/02/1930","",""
"636","2014035328","46900","TORRENT","ELECTRICIDAD","OTROS","10/12/2014","/2014","16/03/2015","03/02/2015","",""
"637","2014035365","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","11/12/2014","/2014","","02/02/2015","",""
"638","2014035511","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","12/12/2014","/2014","27/02/2015","02/02/2015","",""
"639","2014035532","46900","TORRENT","HOSTELERÍA","PRECIOS","12/12/2014","/2014","","30/01/2015","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"640","2014035537","46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS","12/12/2014","/2014","","","",""
"641","2014035792","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","16/12/2014","/2014","17/03/2015","02/02/2015","",""
"642","2014035807","46900","TORRENT","OTROS","OTROS","16/12/2014","/2014","","30/01/2015","",""
"643","2014035817","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","16/12/2014","/2014","","30/01/2015","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"644","2014035823","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","16/12/2014","/2014","10/03/2015","02/02/2015","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"645","2014035826","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","16/12/2014","/2014","09/03/2015","02/02/2015","",""
"647","2014035834","46900","TORRENT","SEGUROS","PRECIOS","16/12/2014","/2014","10/03/2015","02/02/2015","",""
"646","2014035852","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","17/12/2014","/2014","27/02/2015","01/02/2015","",""
"648","2014035896","46900","TORRENT","GAS","PRECIOS","17/12/2014","/2014","25/02/2015","30/01/2015","",""
"649","2014035963","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","18/12/2014","/2014","","11/02/2015","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"650","2014035984","46900","TORRENT","PEQUEÑO COMERCIO","PRECIOS","18/12/2014","/2014","","30/01/2015","",""
"651","2014036006","46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS","18/12/2014","/2014","06/03/2015","30/01/2015","",""
"652","2014036071","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","18/12/2014","/2014","06/02/2015","02/02/2015","",""
"653","2014036201","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","19/12/2014","/2014","17/03/2015","02/02/2015","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"654","2014036242","46900","TORRENT","INFORMATICA","PRECIOS","22/12/2014","/2014","27/02/2015","30/01/2015","",""
"655","2014036405","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","23/12/2014","/2014","","02/02/2015","",""
"656","2014036475","46900","TORRENT","OTROS","OTROS","24/12/2014","/2014","","","INHIBICIÓN","XIRIVELLA"
"657","2014036555","46900","TORRENT","BANCA","PRECIOS","26/12/2014","/2014","10/05/2015","30/01/2015","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"658","2014036612","46900","TORRENT","ELECTRICIDAD","PRECIOS","29/12/2014","/2014","27/02/2015","15/02/1930","",""
"85","2017002335","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","28/01/2014","/2014","29/04/2014","10/04/2014","SUBSANACIÓN",""
