"NUM-REG","registro-entrada","CODPOS","MUNICIPIO","SECTOR","CAUSA","FECHA","AÑO","contestacion- CONSUMIDOR","MEDIACION-EMPRESA","ESTADO","INHIBICIÓN A"
"308","2014018542","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","20/06/2014","/2014","11/08/2014","27/06/2014","",""
"309","2014018586","46900","TORRENT","INFORMATICA","INCUMPLIMIENTO CONDICIONES VENTA","21/06/2014","/2014","05/11/2014","15/10/2014","",""
"310","2014018613","46900","TORRENT","GRANDES SUPERFICIES","PRECIOS","23/06/2014","/2014","","27/06/2014","INHIBICIÓN","QUART DE POBLET"
"311","2014018957","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","24/06/2014","/2014","21/08/2014","04/07/2014","",""
"312","2014019265","46900","TORRENT","HOSTELERÍA","PRESTACIÓN DE SERVICIOS","25/06/2014","/2014","","04/07/2014","INHIBICIÓN",""
"313","2014019327","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","26/06/2014","/2014","05/08/2014","04/07/2014","",""
"314","2014019389","46900","TORRENT","S.A.T.","PRECIOS","26/06/2014","/2014","","08/07/2014","INHIBICIÓN","VALENCIA"
"315","2014019490","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","26/06/2014","/2014","19/07/2014","04/07/2014","ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",""
"316","2014019521","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","27/06/2014","/2014","","04/07/2014","",""
"317","2014019575","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","27/06/2014","/2014","06/08/2014","14/07/2014","",""
"318","2014019630","46900","TORRENT","OTROS","PRECIOS","27/06/2014","/2014","14/08/2014","23/07/2014","",""
"319","2014019792","46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS","","/2014","05/08/2014","11/07/2014","",""
"320","2014019867","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","30/06/2014","/2014","07/08/2014","14/07/2014","",""
"321","2014019949","46900","TORRENT","ROPA-CALZADO","PRESTACIÓN DE SERVICIOS","30/06/2014","/2014","27/04/2014","11/07/2014","ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",""
"322","2014019990","46900","TORRENT","BANCA","PRESTACIÓN DE SERVICIOS","30/06/2014","/2014","18/08/2014","11/07/2014","",""
"323","2014019994","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","30/06/2014","/2014","","11/07/2014","",""
"324","2014020123","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","01/07/2014","/2014","","22/07/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"325","2014020205","46900","TORRENT","BANCA","CLÁUSULAS ABUSIVAS","02/07/2014","/2014","","15/07/2014","",""
"326","2014020263","46900","TORRENT","INFORMATICA","PRESTACIÓN DE SERVICIOS","02/07/2014","/2014","","11/07/2014","",""
"327","2014020273","46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS","02/07/2014","/2014","14/08/2014","11/07/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"328","2014020430","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","01/07/2014","/2014","25/08/2014","14/07/2014","",""
"329","2014020630","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","04/07/2014","/2014","","21/07/2014","",""
"330","2014020637","46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS","04/07/2014","/2014","","11/07/2014","INHIBICIÓN",""
"331","2014020847","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","07/07/2014","/2014","","","POSITIVA",""
"332","2014020876","46900","TORRENT","MUEBLES","PRESTACIÓN DE SERVICIOS","07/07/2014","/2014","","11/07/2014","ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",""
"333","2014021068","46900","TORRENT","INFORMATICA","PRESTACIÓN DE SERVICIOS","08/07/2014","/2014","","","INHIBICIÓN","TURISMO GENERALITAT"
"334","2014021086","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","08/07/2014","/2014","22/08/2014","17/07/2014","",""
"335","2014021152","46900","TORRENT","BANCA","PRESTACIÓN DE SERVICIOS","08/07/2014","/2014","","21/07/2014","",""
"336","2014021182","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","08/07/2014","/2014","05/11/2014","16/07/2014","",""
"337","2014021257","46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS","09/07/2014","/2014","19/08/2014","17/07/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"338","2014021459","46980","PATERNA","OTROS","OTROS","09/07/2014","/2014","","21/07/2014","",""
"339","2014021554","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","10/07/2014","/2014","","18/07/2014","",""
"340","2014021632","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","10/07/2014","/2014","01/09/2014","17/07/2014","",""
"341","2014021867","46900","TORRENT","TRANSPORTE Y CORREOS","PRESTACIÓN DE SERVICIOS","11/07/2014","/2014","","17/07/2014","",""
"342","2014022063","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","14/07/2014","/2014","","26/07/2014","INHIBICIÓN",""
"343","2014022272","46900","TORRENT","GAS","PRESTACIÓN DE SERVICIOS","15/07/2014","/2014","20/08/2014","16/07/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"344","2014022312","46900","TORRENT","TRANSPORTE Y CORREOS","PRESTACIÓN DE SERVICIOS","15/07/2014","/2014","","17/07/2014","",""
"345","2014022340","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","15/07/2014","/2014","12/08/2014","22/07/2014","",""
"346","2014022583","46901","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","16/07/2014","/2014","","23/07/2014","INHIBICIÓN","VALENCIA"
"347","2014022769","46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS","17/07/2014","/2014","11/09/2014","22/07/2014","",""
"348","2014022814","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","17/07/2014","/2014","11/09/2014","22/07/2014","",""
"350","2014022877","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","18/07/2014","/2014","","07/08/2014","INHIBICIÓN","VALENCIA"
"351","2014022885","46900","TORRENT","REPARACION HOGAR","PRESTACIÓN DE SERVICIOS","18/07/2014","/2014","","11/08/2014","INHIBICIÓN","PATERNA"
"352","2014022901","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","18/07/2014","/2014","22/08/2014","05/08/2014","",""
"353","2014023048","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","21/07/2014","/2014","22/08/2014","07/08/2014","",""
"354","2014023071","46900","TORRENT","GRANDES SUPERFICIES","PRESTACIÓN DE SERVICIOS","21/07/2014","/2014","","01/08/2014","INHIBICIÓN","VALENCIA"
"355","2014023073","46900","TORRENT","ASISTENCIA MÉDICA","PRESTACIÓN DE SERVICIOS","21/07/2014","/2014","18/08/2014","07/08/2014","INHIBICIÓN","VALENCIA"
"349","2014023308","46900","TORRENT","TINTORERÍA","PRESTACIÓN DE SERVICIOS","22/07/2014","/2014","17/10/2014","19/09/2014","ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",""
"356","2014023341","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","22/07/2014","/2014","21/08/2014","07/08/2014","",""
"357","2014023463","46900","TORRENT","SEGUROS","INCUMPLIMIENTO CONDICIONES VENTA","22/07/2014","/2014","","11/08/2014","INHIBICIÓN","VALENCIA"
"358","2014023493","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","23/07/2014","/2014","03/11/2014","07/08/2014","",""
"359","2014023665","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","24/07/2014","/2014","28/08/2014","11/08/2014","",""
"360","2014023682","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","24/07/2014","/2014","26/08/2014","07/08/2014","",""
"361","2014023728","46900","TORRENT","GRANDES SUPERFICIES","OTROS","25/07/2014","/2014","","12/08/2014","INHIBICIÓN",""
"362","2014023816","46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS","25/07/2014","/2014","","08/08/2014","",""
"363","2014023826","46900","TORRENT","GRANDES SUPERFICIES","PRESTACIÓN DE SERVICIOS","25/07/2014","/2014","","07/08/2014","INHIBICIÓN","XIRIVELLA"
"365","2014023870","46900","TORRENT","MUEBLES","INCUMPLIMIENTO CONDICIONES VENTA","28/07/2014","/2014","","12/08/2014","INHIBICIÓN",""
"366","2014023984","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","29/07/2014","/2014","26/08/2014","12/08/2014","",""
"367","2014024081","46900","TORRENT","TELEFONÍA E INTERNET","INCUMPLIMIENTO CONDICIONES VENTA","29/07/2014","/2014","13/11/2014","11/08/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"368","2014024082","46900","TORRENT","PEQUEÑO COMERCIO","OTROS","29/07/2014","/2014","27/08/2014","11/08/2014","",""
"369","2014024123","46900","TORRENT","OTROS","INCUMPLIMIENTO CONDICIONES VENTA","31/07/2014","/2014","","","",""
"370","2014024159","46900","TORRENT","DEPORTES","PRESTACIÓN DE SERVICIOS","31/07/2014","/2014","22/08/2014","11/08/2014","",""
"371","2014024182","46900","TORRENT","GRANDES SUPERFICIES","INCUMPLIMIENTO CONDICIONES VENTA","31/07/2014","/2014","","12/08/2014","INHIBICIÓN","TURISMO GENERALITAT"
"372","2014024205","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","01/08/2014","/2014","04/11/2014","11/04/2014","",""
"373","2014024265","46900","TORRENT","TELEFONÍA E INTERNET","INCUMPLIMIENTO CONDICIONES VENTA","01/08/2014","/2014","18/09/2014","13/08/2014","",""
"382","2014024288","46970","ALAQUÀS","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","01/08/2014","/2014","","28/08/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"374","2014024365","46900","TORRENT","TELEFONÍA E INTERNET","INCUMPLIMIENTO CONDICIONES VENTA","04/08/2014","/2014","","13/08/2014","CONTESTACIÓN OPERADORA NO ADHERIDA J.A.C.",""
"375","2014024366","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","04/08/2014","/2014","","14/08/2014","",""
"376","2014024394","46900","TORRENT","GAS","INCUMPLIMIENTO CONDICIONES VENTA","04/08/2014","/2014","05/11/2014","13/08/2014","",""
"377","2014024442","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","04/08/2014","/2014","01/09/2014","13/08/2014","",""
"378","2014024494","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","05/08/2014","/2014","05/11/2014","13/08/2014","",""
"379","2014024510","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","05/08/2014","/2014","27/08/2014","14/08/2014","",""
"383","2014024569","46970","ALAQUÀS","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS","06/08/2014","/2014","","14/08/2014","",""
"380","2014024592","46900","TORRENT","OTROS","OTROS","06/08/2014","/2014","","13/07/2014","",""
"381","2014024622","46900","TORRENT","TELEFONÍA E INTERNET","INCUMPLIMIENTO CONDICIONES VENTA","06/08/2014","/2014","04/11/2014","20/08/2014","",""
"384","2014024743","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","08/08/2014","/2014","01/09/2014","14/08/2014","",""
"385","2014024748","46900","TORRENT","GRANDES SUPERFICIES","PRESTACIÓN DE SERVICIOS","08/08/2014","/2014","","18/08/2014","INHIBICIÓN","QUART DE POBLET"
"386","2014024755","46900","TORRENT","TELEFONÍA E INTERNET","INCUMPLIMIENTO CONDICIONES VENTA","08/08/2014","/2014","","14/08/2014","INHIBICIÓN",""
"387","2014024760","46900","TORRENT","TELEFONÍA E INTERNET","INCUMPLIMIENTO CONDICIONES VENTA","08/08/2014","/2014","","14/08/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"388","2014024767","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","08/08/2014","/2014","23/09/2014","14/08/2014","",""
"389","2014024803","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","08/08/2014","/2014","","14/08/2014","",""
"393","2014024825","46900","TORRENT","TRANSPORTE Y CORREOS","PRESTACIÓN DE SERVICIOS","08/08/2014","/2014","19/09/2014","18/08/2014","",""
"390","2014024831","46015","TORRENT","AGUA","PRECIOS","11/08/2014","/2014","12/11/2014","19/08/2014","",""
"391","2014024841","46900","TORRENT","AUTOMOCIÓN","","","/2014","","","ARCHIVO VOLUNTARIO",""
"392","2014024850","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","11/08/2014","/2014","09/11/2014","20/08/2014","",""
"394","2014024928","46900","TORRENT","AUTOMOCIÓN","","12/08/2014","/2014","","","",""
"395","2014024957","46900","TORRENT","GAS","PRECIOS","12/08/2014","/2014","15/10/2014","25/08/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"396","2014024966","46900","TORRENT","AGENCIA DE VIAJES","OTROS","12/08/2014","/2014","28/08/2014","19/08/2014","ARCHIVO VOLUNTARIO",""
"397","2014024993","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","12/08/2014","/2014","22/09/2014","20/08/2014","",""
"398","2014025059","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","13/08/2014","/2014","19/09/2014","21/08/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"399","2014025105","46900","TORRENT","AGUA","PRECIOS","14/08/2014","/2014","","21/03/2014","",""
"400","2014025109","46900","TORRENT","AGUA","PRECIOS","14/08/2014","/2014","18/09/2014","21/08/2014","",""
"401","2014025112","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","14/08/2014","/2014","22/09/2014","21/08/2014","",""
"402","2014025195","46900","TORRENT","BANCA","OTROS","18/08/2014","/2014","06/11/2014","19/09/2014","",""
"403","2014025203","46900","TORRENT","ELECTRICIDAD","OTROS","18/08/2014","/2014","04/11/2014","25/08/2014","",""
"404","2014025211","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","18/08/2014","/2014","22/09/2014","21/08/2014","",""
"405","2014025226","46900","TORRENT","OTROS","OTROS","18/08/2014","/2014","","25/08/2014","INHIBICIÓN",""
"417","2014025239","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","18/08/2014","/2014","04/11/2014","29/08/2014","",""
"418","2014025240","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","18/08/2014","/2014","06/11/2014","01/09/2014","INHIBICIÓN","VALENCIA"
"406","2014025283","46220","TORRENT","BANCA","PRESTACIÓN DE SERVICIOS","19/08/2014","/2014","","22/08/2014","",""
"407","2014025286","46900","TORRENT","OTROS","INCUMPLIMIENTO CONDICIONES VENTA","19/08/2014","/2014","","28/08/2014","INHIBICIÓN","VALENCIA"
"408","2014025297","46900","TORRENT","GRANDES SUPERFICIES","OTROS","19/08/2014","/2014","","25/08/2014","INHIBICIÓN",""
"409","2014025334","46900","TORRENT","OTROS","OTROS","20/08/2014","/2014","20/09/2014","22/08/2014","SUBSANACIÓN",""
"411","2014025370","46900","TORRENT","TELEFONÍA E INTERNET","INCUMPLIMIENTO CONDICIONES VENTA","20/08/2014","/2014","13/11/2014","25/08/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"410","2014025373","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","20/08/2014","/2014","05/11/2014","25/08/2014","",""
"412","2014025397","46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS","21/08/2014","/2014","01/09/2014","25/08/2014","",""
"413","2014025403","46900","TORRENT","MUEBLES","OTROS","21/08/2014","/2014","","26/08/2014","INHIBICIÓN",""
"414","2014025461","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","22/08/2014","/2014","","28/08/2014","",""
"415","2014025478","46900","TORRENT","GRANDES SUPERFICIES","INCUMPLIMIENTO CONDICIONES VENTA","22/08/2014","/2014","","29/08/2014","INHIBICIÓN","VALENCIA"
"416","2014025484","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","22/08/2014","/2014","11/11/2014","27/08/2014","",""
"419","2014025523","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","25/08/2014","/2014","10/11/2014","29/08/2014","",""
"420","2014025535","46900","TORRENT","GAS","PRESTACIÓN DE SERVICIOS","25/08/2014","/2014","03/11/2014","28/08/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"421","2014025544","46900","TORRENT","AGENCIA DE VIAJES","INCUMPLIMIENTO CONDICIONES VENTA","25/08/2014","/2014","03/11/2014","29/08/2014","",""
"422","2014025546","46900","TORRENT","OTROS","PRESTACIÓN DE SERVICIOS","25/08/2014","/2014","18/09/2014","29/08/2014","",""
"423","2014025558","46900","TORRENT","GRANDES SUPERFICIES","INCUMPLIMIENTO CONDICIONES VENTA","26/08/2014","/2014","","02/09/2014","INHIBICIÓN","VALENCIA"
"424","2014025563","46900","TORRENT","OTROS","OTROS","26/08/2014","/2014","","02/09/2014","INHIBICIÓN","VALENCIA"
"425","2014025615","46900","TORRENT","AGENCIA DE VIAJES","INCUMPLIMIENTO CONDICIONES VENTA","26/08/2014","/2014","03/06/2015","","INHIBICIÓN",""
"426","2014025616","46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS","26/08/2014","/2014","","02/09/2014","INHIBICIÓN","VALENCIA"
"427","2014025621","46900","TORRENT","TELEFONÍA E INTERNET","OTROS","26/08/2014","/2014","05/11/2014","29/08/2014","",""
"428","2014025640","46900","TORRENT","ELECTRICIDAD","INCUMPLIMIENTO CONDICIONES VENTA","27/08/2014","/2014","06/11/2014","23/09/2014","",""
"429","2014025661","46117","BETERA","OTROS","PRESTACIÓN DE SERVICIOS","27/08/2014","/2014","18/09/2014","01/09/2014","",""
"430","2014025668","46900","TORRENT","TELEFONÍA E INTERNET","PRESTACIÓN DE SERVICIOS","27/08/2014","/2014","","01/09/2014","",""
"431","2014025725","46900","TORRENT","INFORMATICA","PRECIOS","28/08/2014","/2014","06/11/2014","01/10/2014","",""
"432","2014025755","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","29/08/2014","/2014","06/11/2014","02/10/2014","",""
"433","2014025815","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","01/09/2014","/2014","07/03/2015","17/12/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"434","2014025834","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","01/09/2014","/2014","05/11/2014","01/10/2014","",""
"435","2014025903","46900","TORRENT","AGUA","PRECIOS","02/09/2014","/2014","05/11/2014","01/10/2014","",""
"436","2014025906","46900","TORRENT","ROPA-CALZADO","PRECIOS","02/09/2014","/2014","07/11/2014","06/10/2014","",""
"437","2014025936","46900","TORRENT","OTROS","PRECIOS","02/09/2014","/2014","","01/10/2014","",""
"438","2014025989","46900","TORRENT","AEROLÍNEAS","PRESTACIÓN DE SERVICIOS","02/09/2014","/2014","","10/10/2014","INHIBICIÓN","TURISMO GENERALITAT"
"439","2014026029","46900","TORRENT","INFORMATICA","PRECIOS","03/09/2014","/2014","24/11/2014","10/10/2014","",""
"440","2014026169","46900","TORRENT","GRANDES SUPERFICIES","PRECIOS","04/09/2014","/2014","26/11/2014","13/10/2014","",""
"441","2014026206","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","04/09/2014","/2014","03/11/2014","13/10/2014","",""
"442","2014026274","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","05/09/2014","/2014","06/11/2014","","",""
"443","2014026291","46900","TORRENT","REPARACION HOGAR","PRECIOS","05/09/2014","/2014","25/11/2014","10/10/2014","",""
"444","2014026303","46900","TORRENT","AGENCIA DE VIAJES","PRESTACIÓN DE SERVICIOS","05/09/2014","/2014","","10/10/2014","INHIBICIÓN","TURISMO GENERALITAT"
"445","2014026400","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","08/09/2014","/2014","05/11/2014","10/10/2014","",""
"447","2014026404","46900","TORRENT","ASISTENCIA MÉDICA","PRESTACIÓN DE SERVICIOS","08/09/2014","/2014","05/11/2014","10/10/2014","",""
"446","2014026405","46900","TORRENT","GAS","PRECIOS","08/09/2014","/2014","10/04/2015","10/10/2014","",""
"448","2014026415","46900","TORRENT","SEGUROS","OTROS","08/09/2014","/2014","24/11/2014","07/11/2014","",""
"449","2014026416","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","08/09/2014","/2014","04/11/2014","13/10/2014","",""
"450","2014026423","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","08/09/2014","/2014","","09/10/2014","",""
"451","2014026452","46900","TORRENT","BANCA","OTROS","08/09/2014","/2014","10/10/2014","","SUBSANACIÓN",""
"452","2014026525","46900","TORRENT","SEGUROS","OTROS","09/09/2014","/2014","25/11/2014","10/10/2014","",""
"453","2014026530","46900","TORRENT","OTROS","OTROS","09/09/2014","/2014","11/11/2014","13/10/2014","",""
"454","2014026575","46950","TORRENT","TELEFONÍA E INTERNET","PRECIOS","09/09/2014","/2014","","14/10/2014","",""
"455","2014026647","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/09/2014","/2014","","09/10/2014","",""
"456","2014026690","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","10/09/2014","/2014","","10/10/2014","",""
"457","2014026722","46900","TORRENT","OTROS","OTROS","10/09/2014","/2014","","","INHIBICIÓN",""
"458","2014026739","46900","TORRENT","ELECTRICIDAD","OTROS","10/09/2014","/2014","","13/10/2014","ARCHIVO NO CONSUMO",""
"459","2014026789","46900","TORRENT","AUTOMOCIÓN","OTROS","11/09/2014","/2014","","13/10/2014","",""
"460","2014026877","46900","TORRENT","AUTOMOCIÓN","PRECIOS","11/09/2014","/2014","26/11/2014","10/10/2014","",""
"461","2014026883","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","11/09/2014","/2014","04/11/2014","09/10/2014","",""
"462","2014026888","46900","TORRENT","OTROS","OTROS","12/09/2014","/2014","","","POSITIVA",""
"463","2014026919","46900","TORRENT","AEROLÍNEAS","PRECIOS","12/09/2014","/2014","23/12/2014","15/10/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"464","2014026921","46900","TORRENT","PEQUEÑO COMERCIO","PRESTACIÓN DE SERVICIOS","12/09/2014","/2014","","15/10/2014","",""
"465","2014027038","46900","TORRENT","AEROLÍNEAS","PRESTACIÓN DE SERVICIOS","12/09/2014","/2014","","25/10/2014","",""
"466","2014027098","46900","TORRENT","AUTOMOCIÓN","PRECIOS","15/09/2014","/2014","","29/10/2014","",""
"467","2014027099","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","15/09/2014","/2014","17/12/2014","29/10/2014","",""
"468","2014027109","46900","TORRENT","INFORMATICA","PRECIOS","15/09/2014","/2014","","29/10/2014","",""
"469","2014027238","46900","TORRENT","GAS","PRECIOS","16/09/2014","/2014","","03/12/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"470","2014027241","46900","TORRENT","GAS","PRECIOS","16/09/2014","/2014","27/11/2014","29/10/2014","",""
"471","2014027279","46900","TORRENT","OTROS","OTROS","16/09/2014","/2014","","31/10/2014","ARCHIVO SIN SOLUCION VIA ADMINISTRATIVA",""
"472","2014027413","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","17/09/2014","/2014","15/12/2014","05/11/2014","",""
"542","2014027734","46900","TORRENT","AGUA","OTROS","19/09/2014","/2014","12/12/2014","29/10/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"473","2014027735","46900","TORRENT","AUTOMOCIÓN","PRESTACIÓN DE SERVICIOS","19/09/2014","/2014","12/12/2014","04/11/2014","",""
"474","2014027827","46900","TORRENT","BANCA","PRECIOS","22/09/2014","/2014","24/11/2014","05/11/2014","",""
"475","2014027872","46900","TORRENT","OTROS","OTROS","22/09/2014","/2014","","31/10/2014","INHIBICIÓN",""
"476","2014027918","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","23/09/2014","/2014","","05/11/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"477","2014027941","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","23/09/2014","/2014","09/02/2015","04/11/2014","",""
"478","2014027997","46006","VALENCIA","REPARACION HOGAR","OTROS","23/09/2014","/2014","06/11/2014","22/12/2014","",""
"479","2014028050","46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS","24/09/2014","/2014","","04/11/2014","",""
"481","2014028053","46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS","24/09/2014","/2014","","","INHIBICIÓN",""
"480","2014028054","46009","VALENCIA","TELEFONÍA E INTERNET","PRECIOS","24/09/2014","/2014","","17/11/2014","INHIBICIÓN","VALENCIA"
"482","2014028062","46900","TORRENT","ELECTRICIDAD","PRECIOS","24/09/2014","/2014","15/12/2014","07/11/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"483","2014028063","46900","TORRENT","OTROS","OTROS","24/09/2014","/2014","","11/11/2014","",""
"484","2014028074","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","24/09/2014","/2014","17/12/2014","07/11/2014","",""
"485","2014028108","46900","TORRENT","OTROS","OTROS","24/09/2014","/2014","12/12/2014","07/11/2014","",""
"486","2014028111","46900","TORRENT","OTROS","OTROS","24/09/2014","/2014","","07/11/2014","",""
"487","2014028114","46900","TORRENT","SEGUROS","PRESTACIÓN DE SERVICIOS","24/09/2014","/2014","","07/11/2014","",""
"488","2014028134","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","24/09/2014","/2014","","07/11/2014","",""
"489","2014028164","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","24/09/2014","/2014","12/12/2014","10/01/2015","",""
"490","2014028211","46900","TORRENT","EDUCACIÓN","PRESTACIÓN DE SERVICIOS","25/09/2014","/2014","17/12/2014","11/11/2014","",""
"498","2014028263","46900","TORRENT","PEQUEÑO COMERCIO","OTROS","30/09/2014","/2014","","","",""
"491","2014028303","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","26/09/2014","/2014","12/12/2014","13/11/2014","",""
"492","2014028335","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","26/09/2014","/2014","16/12/2014","07/11/2014","",""
"493","2014028374","46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS","26/09/2014","/2014","17/02/2015","14/11/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"494","2014028398","46900","TORRENT","ELECTRICIDAD","PRESTACIÓN DE SERVICIOS","26/09/2014","/2014","","12/11/2014","",""
"495","2014028485","46900","TORRENT","OTROS","OTROS","29/09/2014","/2014","","28/11/2014","ARCHIVO POR NO RECOGER NOTIFICACIÓN",""
"496","2014028523","46900","TORRENT","SEGUROS","PRECIOS","29/09/2014","/2014","","14/11/2014","",""
"497","2014028682","46900","TORRENT","TELEFONÍA E INTERNET","PRECIOS","30/09/2014","/2014","11/12/2014","14/11/2014","",""
"499","2014028820","46900","TORRENT","OTROS","OTROS","01/10/2014","/2014","","13/11/2014","",""
