carretera,causa,codEle,descripción,estado,fecha,hora,fechaFin,horaFin,icono,lat,lon,nivel,pkIni,pkFin,población,provincia,precisión,sentido,tipo,tipoIncidencia
"M-12","CIRCULACIÓN","1304122","RETENCIÓN / CONGESTIÓN por CIRCULACIÓN con circulación irregular en: - La AUTOPISTA / AUTOVÍA M-12 a la altura de SAN SEBASTIAN DE LOS REYES (MADRID) desde el km 11 al km 10 sentido CRECIENTE DE LA KILOMETRACIÓN hacia A-1 Advertencia: CONDICIONES DIFÍCILES CIRCULACIÓN","1","31/10/2017","09:24","?","?","INC_REN_TCN_LS3_CAC.png","40.53264","-3.61694","AMARILLO","11.0","10.0","SAN SEBASTIAN DE LOS REYES","MADRID","1","CRECIENTE DE LA KILOMETRACIÓN","Incidencia",""
