route_id, service_id, trip_id, trip_headsign, trip_short_name, direction_id, wheelchair_accessible
5__C4___,5_I11,5_I11-5_I11_13:12:00_2_119_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_19:21:00_1_207_5__C4___,COLMENAR VIEJO,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_14:32:00_2_64_5__C4___,GETAFE SECTOR 3,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_14:45:00_1_63_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_18:06:00_1_5_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_21:12:00_2_103_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_16:25:00_1_73_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_05:50:00_1_7_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_06:12:00_2_14_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_16:32:00_2_76_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_05:26:00_2_5_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_11:05:00_1_41_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_22:05:00_1_106_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_21:45:00_1_133_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_22:32:00_2_140_5__C4___,GETAFE CENTRO,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_05:40:00_2_8_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_19:05:00_1_88_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_09:46:00_1_47_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_07:32:00_2_22_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_17:05:00_1_77_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_14:05:00_1_59_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_08:16:00_1_33_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_10:45:00_1_102_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_12:05:00_1_110_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_08:32:00_2_40_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_17:37:00_1_69_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_15:24:00_1_122_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_21:32:00_2_105_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_06:04:00_1_12_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_21:07:00_1_97_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_14:50:00_2_66_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_19:37:00_1_85_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_23:52:00_1_114_5__C4___,CHAMARTIN,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_09:52:00_2_36_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_17:32:00_2_82_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_12:45:00_1_114_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_05:56:00_1_126_5__C4___,COLMENAR VIEJO,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_16:32:00_2_76_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_13:12:00_2_56_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_07:04:00_1_17_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_05:52:00_2_12_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_19:52:00_2_95_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_12:32:00_2_52_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_05:05:00_1_146_5__C4___,COLMENAR VIEJO,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_07:28:00_1_25_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_05:29:00_2_3_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_09:34:00_2_50_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_05:10:00_1_4_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_14:12:00_2_62_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_13:45:00_1_57_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_14:24:00_1_61_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_04:57:00_1_2_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_15:52:00_2_72_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_11:05:00_1_104_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_19:12:00_2_86_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_22:05:00_1_135_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_09:18:00_2_48_5__C4___,ATOCHA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_16:25:00_1_73_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_05:50:00_1_7_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_07:16:00_1_23_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_17:25:00_2_72_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_08:54:00_2_44_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_11:32:00_2_46_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_06:05:00_1_11_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_06:05:00_2_10_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_13:45:00_1_120_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_05:18:00_1_124_5__C4___,COLMENAR VIEJO,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_12:12:00_2_113_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_17:30:00_1_210_5__C4___,TRES CANTOS,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_22:32:00_2_111_5__C4___,ATOCHA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_18:12:00_2_85_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_17:57:00_2_76_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_07:52:00_2_24_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_22:12:00_2_138_5__C4___,GETAFE CENTRO,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_12:05:00_1_47_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_22:24:00_1_108_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_08:32:00_2_28_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_14:51:00_1_60_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_18:12:00_2_85_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_11:25:00_1_43_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_08:32:00_2_28_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_11:12:00_2_107_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_16:12:00_2_74_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_16:12:00_2_128_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_15:32:00_2_70_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_07:52:00_2_24_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_23:13:00_2_142_5__C4___,ATOCHA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_15:12:00_2_68_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_13:52:00_2_60_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_15:32:00_2_70_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_06:52:00_2_18_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_13:05:00_1_53_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_08:52:00_2_30_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_17:17:00_2_68_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_07:51:00_1_29_5__C4___,VALDELASFUENTES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_06:05:00_2_11_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_21:12:00_2_100_5__C4___,GETAFE CENTRO,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_15:03:00_1_184_5__C4___,COLMENAR VIEJO,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_21:32:00_2_134_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_18:45:00_1_86_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_05:43:00_2_6_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_14:32:00_2_64_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_07:18:00_2_28_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_14:50:00_2_66_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_05:29:00_2_3_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_12:52:00_2_54_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_15:45:00_1_69_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_12:05:00_1_47_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_04:57:00_1_2_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_18:06:00_1_5_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_17:12:00_2_80_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_19:12:00_2_91_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_14:21:00_1_56_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_23:34:00_2_116_5__C4___,ATOCHA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_22:52:00_2_113_5__C4___,ATOCHA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_06:28:00_2_15_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_23:30:00_1_240_5__C4___,CHAMARTIN,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_18:43:00_2_82_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_18:24:00_1_84_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_06:02:00_2_123_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_00:02:00_2_1_5__C4___,CHAMARTIN,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_10:12:00_2_38_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_06:19:00_1_14_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_22:24:00_1_108_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_13:32:00_2_58_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I12,5_I12-5_I12_06:05:00_1_11_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_13:05:00_1_53_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_14:57:00_2_64_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_11:45:00_1_108_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_22:12:00_2_109_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_08:52:00_1_39_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_21:05:00_1_100_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_23:30:00_1_112_5__C4___,CHAMARTIN,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_05:10:00_1_4_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I12,5_I12-5_I12_18:45:00_1_86_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_06:06:00_2_17_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_19:57:00_2_92_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_06:13:00_1_132_5__C4___,TRES CANTOS,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I11,5_I11-5_I11_11:32:00_2_109_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I11,5_I11-5_I11_19:43:00_2_90_5__C4___,PARLA,S.Sebastián de los Reyes-Alcobendas-Cantoblanco-Chamartín-Atocha-Parla,1,0
5__C4___,5_I13,5_I13-5_I13_17:05:00_1_77_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
5__C4___,5_I13,5_I13-5_I13_19:46:00_1_92_5__C4___,ALCOBENDAS-S.S. DE LOS REYES,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes,0,0
