route_id, agency_id, route_short_name, route_long_name, route_type, route_url, route_color, route_text_color
5__C4___,CRTM,C4,Parla-Atocha-Chamartín-Cantoblanco-Alcobendas-S.Sebastián de los Reyes/Colmenar Viejo,2,http://www.crtm.es/tu-transporte-publico/cercanias-renfe/lineas/5__4___.aspx,005AA3,FFFFFF
