trip_id, arrival_time, departure_time, stop_id, stop_sequence
5_I12-5_I12_16:32:00_2_76_5__C4___,16:45:00,16:45:00,par_5_31,4
5_I13-5_I13_14:30:00_1_61_5__C4___,15:14:00,15:14:00,par_5_15,10
5_I13-5_I13_06:05:00_1_11_5__C4___,06:36:00,06:36:00,par_5_122,7
5_I12-5_I12_14:24:00_1_61_5__C4___,14:59:00,14:59:00,par_5_51,8
5_I11-5_I11_19:57:00_2_92_5__C4___,20:21:00,20:21:00,par_5_51,6
5_I11-5_I11_12:45:00_1_114_5__C4___,13:30:00,13:30:00,par_5_31,10
5_I11-5_I11_19:52:00_1_87_5__C4___,20:44:00,20:44:00,par_5_84,12
5_I12-5_I12_08:46:00_1_27_5__C4___,08:55:00,08:55:00,par_5_34,2
5_I11-5_I11_05:57:00_1_152_5__C4___,06:25:00,06:25:00,par_5_37,6
5_I12-5_I12_11:25:00_1_43_5__C4___,11:36:00,11:36:00,par_5_43,3
5_I13-5_I13_23:52:00_1_114_5__C4___,24:09:00,24:09:00,par_5_93,5
5_I11-5_I11_07:18:00_2_28_5__C4___,08:05:00,08:05:00,par_5_43,11
5_I11-5_I11_17:22:00_1_67_5__C4___,17:28:00,17:28:00,par_5_36,1
5_I11-5_I11_20:12:00_2_94_5__C4___,21:01:00,21:01:00,par_5_34,12
5_I12-5_I12_16:12:00_2_74_5__C4___,17:10:00,17:10:00,par_5_53,14
5_I11-5_I11_06:31:00_2_21_5__C4___,07:13:00,07:13:00,par_5_93,9
5_I12-5_I12_20:46:00_1_98_5__C4___,21:38:00,21:38:00,par_5_84,11
5_I11-5_I11_08:06:00_2_36_5__C4___,08:58:00,08:58:00,par_5_36,12
5_I12-5_I12_15:52:00_2_72_5__C4___,16:43:00,16:43:00,par_5_34,12
5_I12-5_I12_20:25:00_1_96_5__C4___,21:15:00,21:15:00,par_5_15,11
5_I11-5_I11_19:22:00_1_83_5__C4___,20:07:00,20:07:00,par_5_31,10
5_I11-5_I11_14:12:00_2_59_5__C4___,15:01:00,15:01:00,par_5_34,12
5_I11-5_I11_21:45:00_1_133_5__C4___,22:25:00,22:25:00,par_5_18,9
5_I11-5_I11_06:19:00_1_14_5__C4___,07:09:00,07:09:00,par_5_15,11
5_I13-5_I13_06:13:00_1_132_5__C4___,07:11:00,07:11:00,par_5_83,13
5_I13-5_I13_21:45:00_1_104_5__C4___,22:40:00,22:40:00,par_5_85,13
5_I11-5_I11_05:46:00_2_9_5__C4___,05:56:00,05:56:00,par_5_122,2
5_I12-5_I12_09:52:00_2_36_5__C4___,10:11:00,10:11:00,par_5_18,5
5_I11-5_I11_11:05:00_1_104_5__C4___,11:14:00,11:14:00,par_5_34,2
5_I12-5_I12_22:12:00_2_109_5__C4___,22:17:00,22:17:00,par_5_84,2
5_I11-5_I11_16:45:00_1_129_5__C4___,16:54:00,16:54:00,par_5_34,2
5_I11-5_I11_05:57:00_1_152_5__C4___,05:57:00,05:57:00,par_5_11,0
5_I13-5_I13_21:52:00_2_107_5__C4___,22:05:00,22:05:00,par_5_31,4
5_I13-5_I13_17:05:00_1_77_5__C4___,17:40:00,17:40:00,par_5_51,8
5_I13-5_I13_21:32:00_2_105_5__C4___,22:19:00,22:19:00,par_5_43,11
5_I13-5_I13_06:24:00_1_13_5__C4___,06:54:00,06:54:00,par_5_122,7
5_I13-5_I13_09:12:00_2_32_5__C4___,09:56:00,09:56:00,par_5_92,10
5_I11-5_I11_17:37:00_1_69_5__C4___,17:54:00,17:54:00,par_5_93,5
5_I12-5_I12_05:10:00_1_4_5__C4___,05:50:00,05:50:00,par_5_18,9
5_I13-5_I13_09:04:00_1_29_5__C4___,09:10:00,09:10:00,par_5_36,1
5_I13-5_I13_08:25:00_1_25_5__C4___,08:51:00,08:51:00,par_5_11,6
5_I11-5_I11_22:24:00_1_137_5__C4___,23:04:00,23:04:00,par_5_18,9
5_I11-5_I11_00:02:00_2_1_5__C4___,00:09:00,00:09:00,par_5_15,3
5_I12-5_I12_14:05:00_1_59_5__C4___,14:35:00,14:35:00,par_5_122,7
5_I11-5_I11_23:30:00_1_240_5__C4___,23:36:00,23:36:00,par_5_36,1
5_I13-5_I13_12:25:00_1_49_5__C4___,13:15:00,13:15:00,par_5_15,11
5_I13-5_I13_19:46:00_1_92_5__C4___,20:00:00,20:00:00,par_5_92,4
5_I12-5_I12_09:34:00_2_34_5__C4___,09:53:00,09:53:00,par_5_18,5
5_I13-5_I13_06:45:00_1_15_5__C4___,06:59:00,06:59:00,par_5_92,4
5_I11-5_I11_22:32:00_2_140_5__C4___,22:37:00,22:37:00,par_5_84,2
5_I13-5_I13_07:24:00_1_19_5__C4___,07:41:00,07:41:00,par_5_93,5
5_I11-5_I11_12:52:00_2_117_5__C4___,13:50:00,13:50:00,par_5_53,14
5_I12-5_I12_15:05:00_1_65_5__C4___,16:00:00,16:00:00,par_5_85,13
5_I11-5_I11_14:06:00_1_55_5__C4___,14:41:00,14:41:00,par_5_51,8
5_I12-5_I12_09:52:00_2_36_5__C4___,10:33:00,10:33:00,par_5_93,9
5_I12-5_I12_14:05:00_1_59_5__C4___,14:14:00,14:14:00,par_5_34,2
5_I11-5_I11_18:56:00_2_84_5__C4___,18:56:00,18:56:00,par_5_4,0
5_I13-5_I13_17:05:00_1_77_5__C4___,17:22:00,17:22:00,par_5_93,5
5_I12-5_I12_08:52:00_2_30_5__C4___,08:54:00,08:54:00,par_5_85,1
5_I12-5_I12_13:32:00_2_58_5__C4___,13:37:00,13:37:00,par_5_84,2
5_I13-5_I13_20:46:00_1_98_5__C4___,21:03:00,21:03:00,par_5_93,5
5_I12-5_I12_11:52:00_2_48_5__C4___,12:33:00,12:33:00,par_5_93,9
5_I13-5_I13_09:25:00_1_31_5__C4___,10:05:00,10:05:00,par_5_18,9
5_I11-5_I11_10:06:00_1_51_5__C4___,10:56:00,10:56:00,par_5_15,11
5_I12-5_I12_15:52:00_2_72_5__C4___,16:16:00,16:16:00,par_5_51,6
5_I13-5_I13_18:12:00_2_85_5__C4___,18:12:00,18:12:00,par_5_4,0
5_I11-5_I11_17:43:00_2_74_5__C4___,18:02:00,18:02:00,par_5_18,5
5_I11-5_I11_10:24:00_1_101_5__C4___,11:04:00,11:04:00,par_5_18,9
5_I11-5_I11_18:12:00_2_78_5__C4___,18:59:00,18:59:00,par_5_43,10
5_I12-5_I12_06:12:00_2_14_5__C4___,06:31:00,06:31:00,par_5_18,5
5_I12-5_I12_17:27:00_1_79_5__C4___,17:57:00,17:57:00,par_5_122,7
5_I13-5_I13_21:24:00_1_102_5__C4___,22:22:00,22:22:00,par_5_4,14
5_I12-5_I12_18:52:00_2_89_5__C4___,19:33:00,19:33:00,par_5_93,9
5_I13-5_I13_11:25:00_1_43_5__C4___,12:05:00,12:05:00,par_5_18,9
5_I12-5_I12_09:04:00_1_29_5__C4___,09:39:00,09:39:00,par_5_51,8
5_I13-5_I13_23:52:00_1_114_5__C4___,24:03:00,24:03:00,par_5_43,3
5_I13-5_I13_18:24:00_1_84_5__C4___,18:59:00,18:59:00,par_5_51,8
5_I13-5_I13_16:52:00_2_78_5__C4___,17:41:00,17:41:00,par_5_34,12
5_I13-5_I13_18:32:00_2_87_5__C4___,18:39:00,18:39:00,par_5_15,3
5_I13-5_I13_07:32:00_2_22_5__C4___,07:37:00,07:37:00,par_5_84,2
5_I11-5_I11_12:25:00_1_112_5__C4___,12:51:00,12:51:00,par_5_11,5
5_I11-5_I11_20:58:00_2_99_5__C4___,21:11:00,21:11:00,par_5_31,4
5_I11-5_I11_23:13:00_2_142_5__C4___,23:18:00,23:18:00,par_5_84,2
5_I12-5_I12_16:05:00_1_71_5__C4___,16:19:00,16:19:00,par_5_92,4
5_I11-5_I11_10:06:00_1_51_5__C4___,10:23:00,10:23:00,par_5_93,5
5_I13-5_I13_09:34:00_2_34_5__C4___,10:21:00,10:21:00,par_5_43,10
5_I11-5_I11_19:43:00_2_90_5__C4___,20:16:00,20:16:00,par_5_11,8
5_I13-5_I13_11:45:00_1_45_5__C4___,12:11:00,12:11:00,par_5_11,6
5_I13-5_I13_21:45:00_1_104_5__C4___,21:59:00,21:59:00,par_5_92,4
5_I12-5_I12_08:32:00_2_28_5__C4___,09:21:00,09:21:00,par_5_34,12
5_I13-5_I13_23:52:00_1_114_5__C4___,24:06:00,24:06:00,par_5_92,4
5_I13-5_I13_08:32:00_2_28_5__C4___,08:32:00,08:32:00,par_5_4,0
5_I11-5_I11_08:18:00_2_38_5__C4___,08:23:00,08:23:00,par_5_84,2
5_I11-5_I11_13:54:00_2_57_5__C4___,14:43:00,14:43:00,par_5_34,11
5_I12-5_I12_09:04:00_1_29_5__C4___,09:13:00,09:13:00,par_5_34,2
5_I13-5_I13_19:05:00_1_88_5__C4___,19:14:00,19:14:00,par_5_34,2
5_I13-5_I13_17:52:00_2_83_5__C4___,18:41:00,18:41:00,par_5_34,12
5_I12-5_I12_17:45:00_1_81_5__C4___,17:59:00,17:59:00,par_5_92,4
5_I12-5_I12_04:57:00_1_2_5__C4___,05:06:00,05:06:00,par_5_51,2
5_I12-5_I12_08:52:00_2_30_5__C4___,09:22:00,09:22:00,par_5_122,7
5_I13-5_I13_18:24:00_1_84_5__C4___,18:33:00,18:33:00,par_5_34,2
5_I11-5_I11_07:16:00_1_23_5__C4___,07:51:00,07:51:00,par_5_51,7
5_I13-5_I13_21:52:00_2_107_5__C4___,21:52:00,21:52:00,par_5_4,0
5_I13-5_I13_13:12:00_2_56_5__C4___,13:56:00,13:56:00,par_5_92,10
5_I11-5_I11_14:57:00_2_64_5__C4___,15:49:00,15:49:00,par_5_36,12
5_I13-5_I13_16:32:00_2_76_5__C4___,17:01:00,17:01:00,par_5_122,7
5_I11-5_I11_10:45:00_1_102_5__C4___,10:59:00,10:59:00,par_5_92,4
5_I11-5_I11_16:05:00_1_125_5__C4___,16:05:00,16:05:00,par_5_53,0
5_I11-5_I11_17:43:00_2_74_5__C4___,18:30:00,18:30:00,par_5_43,11
5_I11-5_I11_18:25:00_2_80_5__C4___,18:30:00,18:30:00,par_5_84,2
5_I12-5_I12_06:24:00_1_13_5__C4___,06:38:00,06:38:00,par_5_92,4
5_I12-5_I12_15:12:00_2_68_5__C4___,15:56:00,15:56:00,par_5_92,10
5_I12-5_I12_12:52:00_2_54_5__C4___,12:54:00,12:54:00,par_5_85,1
5_I11-5_I11_09:18:00_2_48_5__C4___,09:20:00,09:20:00,par_5_85,1
5_I12-5_I12_16:12:00_2_74_5__C4___,16:59:00,16:59:00,par_5_43,11
5_I13-5_I13_06:02:00_2_123_5__C4___,06:41:00,06:41:00,par_5_53,9
5_I12-5_I12_07:12:00_2_20_5__C4___,07:45:00,07:45:00,par_5_11,8
5_I13-5_I13_20:32:00_2_99_5__C4___,21:30:00,21:30:00,par_5_53,14
5_I11-5_I11_05:40:00_2_13_5__C4___,06:30:00,06:30:00,par_5_34,12
5_I13-5_I13_13:05:00_1_53_5__C4___,14:00:00,14:00:00,par_5_85,13
5_I13-5_I13_14:32:00_2_64_5__C4___,15:05:00,15:05:00,par_5_11,8
5_I12-5_I12_05:45:00_1_9_5__C4___,06:40:00,06:40:00,par_5_85,13
5_I13-5_I13_04:57:00_1_2_5__C4___,05:23:00,05:23:00,par_5_84,6
5_I13-5_I13_11:12:00_2_44_5__C4___,11:41:00,11:41:00,par_5_122,7
5_I12-5_I12_06:12:00_2_14_5__C4___,06:53:00,06:53:00,par_5_93,9
5_I11-5_I11_15:12:00_2_65_5__C4___,15:17:00,15:17:00,par_5_84,2
5_I11-5_I11_07:32:00_2_30_5__C4___,08:01:00,08:01:00,par_5_122,7
5_I12-5_I12_21:45:00_1_104_5__C4___,21:51:00,21:51:00,par_5_36,1
5_I11-5_I11_04:57:00_1_2_5__C4___,05:26:00,05:26:00,par_5_85,7
5_I11-5_I11_13:25:00_1_118_5__C4___,13:34:00,13:34:00,par_5_34,2
5_I12-5_I12_17:32:00_2_82_5__C4___,18:21:00,18:21:00,par_5_34,12
5_I13-5_I13_16:12:00_2_74_5__C4___,16:19:00,16:19:00,par_5_15,3
5_I12-5_I12_15:52:00_2_72_5__C4___,16:05:00,16:05:00,par_5_31,4
5_I11-5_I11_05:54:00_2_7_5__C4___,06:10:00,06:10:00,par_5_34,4
5_I11-5_I11_06:28:00_1_16_5__C4___,06:54:00,06:54:00,par_5_11,6
5_I12-5_I12_21:05:00_1_100_5__C4___,21:14:00,21:14:00,par_5_34,2
5_I13-5_I13_14:12:00_2_62_5__C4___,14:59:00,14:59:00,par_5_43,11
5_I13-5_I13_07:12:00_2_20_5__C4___,07:41:00,07:41:00,par_5_122,7
5_I12-5_I12_20:46:00_1_98_5__C4___,20:52:00,20:52:00,par_5_36,1
5_I13-5_I13_13:52:00_2_60_5__C4___,14:16:00,14:16:00,par_5_51,6
5_I12-5_I12_18:06:00_1_5_5__C4___,18:58:00,18:58:00,par_5_84,12
5_I11-5_I11_14:37:00_1_58_5__C4___,15:27:00,15:27:00,par_5_15,11
5_I11-5_I11_20:58:00_2_99_5__C4___,21:22:00,21:22:00,par_5_51,6
5_I11-5_I11_09:18:00_1_43_5__C4___,09:24:00,09:24:00,par_5_36,1
5_I11-5_I11_20:23:00_1_91_5__C4___,20:37:00,20:37:00,par_5_92,4
5_I11-5_I11_09:43:00_2_52_5__C4___,09:45:00,09:45:00,par_5_85,1
5_I13-5_I13_19:34:00_2_93_5__C4___,19:36:00,19:36:00,par_5_85,1
5_I12-5_I12_18:32:00_2_87_5__C4___,19:19:00,19:19:00,par_5_43,11
5_I12-5_I12_23:30:00_1_112_5__C4___,23:56:00,23:56:00,par_5_11,6
5_I13-5_I13_15:52:00_2_72_5__C4___,16:41:00,16:41:00,par_5_43,11
5_I11-5_I11_22:32:00_2_140_5__C4___,22:39:00,22:39:00,par_5_15,3
5_I13-5_I13_16:05:00_1_71_5__C4___,16:50:00,16:50:00,par_5_31,10
5_I13-5_I13_20:06:00_1_94_5__C4___,20:20:00,20:20:00,par_5_92,4
5_I13-5_I13_06:32:00_2_16_5__C4___,07:21:00,07:21:00,par_5_34,12
5_I13-5_I13_11:32:00_2_46_5__C4___,11:37:00,11:37:00,par_5_84,2
5_I11-5_I11_16:25:00_1_127_5__C4___,17:23:00,17:23:00,par_5_4,14
5_I12-5_I12_16:32:00_2_76_5__C4___,17:05:00,17:05:00,par_5_11,8
5_I13-5_I13_12:12:00_2_50_5__C4___,13:04:00,13:04:00,par_5_36,13
5_I13-5_I13_15:45:00_1_69_5__C4___,16:43:00,16:43:00,par_5_4,14
5_I13-5_I13_14:45:00_1_63_5__C4___,15:40:00,15:40:00,par_5_85,13
5_I11-5_I11_16:12:00_2_128_5__C4___,16:25:00,16:25:00,par_5_31,4
5_I11-5_I11_09:05:00_2_46_5__C4___,09:18:00,09:18:00,par_5_31,4
5_I11-5_I11_22:57:00_1_139_5__C4___,23:03:00,23:03:00,par_5_36,1
5_I12-5_I12_19:46:00_1_92_5__C4___,20:38:00,20:38:00,par_5_84,12
5_I13-5_I13_10:52:00_2_42_5__C4___,11:41:00,11:41:00,par_5_34,12
5_I11-5_I11_08:43:00_2_42_5__C4___,08:48:00,08:48:00,par_5_84,2
5_I12-5_I12_13:25:00_1_55_5__C4___,14:10:00,14:10:00,par_5_31,10
5_I13-5_I13_13:52:00_2_60_5__C4___,14:05:00,14:05:00,par_5_31,4
5_I12-5_I12_06:52:00_2_18_5__C4___,06:52:00,06:52:00,par_5_4,0
5_I11-5_I11_21:24:00_1_132_5__C4___,21:41:00,21:41:00,par_5_93,5
5_I12-5_I12_20:52:00_2_101_5__C4___,21:11:00,21:11:00,par_5_18,5
5_I13-5_I13_13:45:00_1_57_5__C4___,13:54:00,13:54:00,par_5_34,2
5_I11-5_I11_14:25:00_2_61_5__C4___,15:14:00,15:14:00,par_5_34,12
5_I12-5_I12_05:52:00_2_12_5__C4___,05:59:00,05:59:00,par_5_15,3
5_I11-5_I11_06:04:00_1_12_5__C4___,06:57:00,06:57:00,par_5_84,12
5_I11-5_I11_07:16:00_1_23_5__C4___,08:06:00,08:06:00,par_5_15,10
5_I13-5_I13_17:05:00_1_77_5__C4___,17:55:00,17:55:00,par_5_15,11
5_I11-5_I11_08:18:00_2_38_5__C4___,08:25:00,08:25:00,par_5_15,3
5_I12-5_I12_06:05:00_2_10_5__C4___,06:16:00,06:16:00,par_5_92,2
5_I13-5_I13_10:45:00_1_39_5__C4___,10:59:00,10:59:00,par_5_92,4
5_I13-5_I13_08:04:00_1_23_5__C4___,08:15:00,08:15:00,par_5_43,3
5_I13-5_I13_14:32:00_2_64_5__C4___,14:34:00,14:34:00,par_5_85,1
5_I13-5_I13_07:45:00_1_21_5__C4___,08:11:00,08:11:00,par_5_11,6
5_I11-5_I11_22:46:00_1_238_5__C4___,23:40:00,23:40:00,par_5_37,12
5_I12-5_I12_19:52:00_2_95_5__C4___,19:54:00,19:54:00,par_5_85,1
5_I13-5_I13_18:12:00_2_85_5__C4___,18:41:00,18:41:00,par_5_122,7
5_I11-5_I11_06:54:00_1_20_5__C4___,07:24:00,07:24:00,par_5_122,7
5_I12-5_I12_06:12:00_2_14_5__C4___,06:25:00,06:25:00,par_5_31,4
5_I12-5_I12_18:52:00_2_89_5__C4___,19:44:00,19:44:00,par_5_36,13
5_I11-5_I11_09:04:00_1_41_5__C4___,09:30:00,09:30:00,par_5_11,6
5_I12-5_I12_12:25:00_1_49_5__C4___,12:31:00,12:31:00,par_5_36,1
5_I13-5_I13_18:06:00_1_5_5__C4___,18:32:00,18:32:00,par_5_11,5
5_I13-5_I13_12:45:00_1_51_5__C4___,13:35:00,13:35:00,par_5_15,11
5_I13-5_I13_18:32:00_2_87_5__C4___,18:37:00,18:37:00,par_5_84,2
5_I13-5_I13_08:04:00_1_23_5__C4___,08:18:00,08:18:00,par_5_92,4
5_I12-5_I12_19:24:00_1_90_5__C4___,20:22:00,20:22:00,par_5_4,14
5_I13-5_I13_23:34:00_2_116_5__C4___,23:39:00,23:39:00,par_5_84,2
5_I11-5_I11_22:05:00_1_135_5__C4___,23:03:00,23:03:00,par_5_4,14
5_I13-5_I13_10:06:00_1_35_5__C4___,10:17:00,10:17:00,par_5_43,3
5_I13-5_I13_12:05:00_1_47_5__C4___,12:14:00,12:14:00,par_5_34,2
5_I13-5_I13_13:32:00_2_58_5__C4___,14:13:00,14:13:00,par_5_93,9
5_I11-5_I11_10:52:00_2_105_5__C4___,11:16:00,11:16:00,par_5_51,6
5_I11-5_I11_06:28:00_1_16_5__C4___,07:18:00,07:18:00,par_5_15,10
5_I12-5_I12_10:32:00_2_40_5__C4___,11:24:00,11:24:00,par_5_36,13
5_I13-5_I13_20:25:00_1_96_5__C4___,20:39:00,20:39:00,par_5_92,4
5_I11-5_I11_16:52:00_2_131_5__C4___,16:54:00,16:54:00,par_5_85,1
5_I12-5_I12_15:24:00_1_67_5__C4___,16:22:00,16:22:00,par_5_4,14
5_I12-5_I12_06:24:00_1_13_5__C4___,06:35:00,06:35:00,par_5_43,3
5_I11-5_I11_08:32:00_2_40_5__C4___,09:19:00,09:19:00,par_5_43,11
5_I13-5_I13_19:52:00_2_95_5__C4___,20:25:00,20:25:00,par_5_11,8
5_I11-5_I11_09:57:00_2_53_5__C4___,10:30:00,10:30:00,par_5_11,8
5_I13-5_I13_13:52:00_2_60_5__C4___,14:33:00,14:33:00,par_5_93,9
5_I13-5_I13_07:12:00_2_20_5__C4___,07:12:00,07:12:00,par_5_4,0
5_I11-5_I11_16:12:00_2_128_5__C4___,16:36:00,16:36:00,par_5_51,6
5_I12-5_I12_09:52:00_2_36_5__C4___,10:16:00,10:16:00,par_5_51,6
5_I12-5_I12_07:32:00_2_22_5__C4___,08:30:00,08:30:00,par_5_53,14
5_I11-5_I11_06:31:00_2_21_5__C4___,06:36:00,06:36:00,par_5_84,2
5_I12-5_I12_11:05:00_1_41_5__C4___,11:11:00,11:11:00,par_5_36,1
5_I11-5_I11_14:51:00_1_60_5__C4___,14:51:00,14:51:00,par_5_53,0
5_I11-5_I11_12:12:00_2_113_5__C4___,12:41:00,12:41:00,par_5_122,7
5_I11-5_I11_14:21:00_1_56_5__C4___,15:11:00,15:11:00,par_5_15,11
5_I11-5_I11_22:46:00_1_238_5__C4___,22:52:00,22:52:00,par_5_36,1
5_I11-5_I11_14:25:00_2_61_5__C4___,14:58:00,14:58:00,par_5_11,8
5_I11-5_I11_20:51:00_1_95_5__C4___,21:43:00,21:43:00,par_5_84,12
5_I12-5_I12_17:52:00_2_83_5__C4___,18:36:00,18:36:00,par_5_92,10
5_I12-5_I12_06:12:00_2_14_5__C4___,06:36:00,06:36:00,par_5_51,6
5_I11-5_I11_15:06:00_1_62_5__C4___,15:12:00,15:12:00,par_5_36,1
5_I12-5_I12_11:52:00_2_48_5__C4___,12:44:00,12:44:00,par_5_36,13
5_I13-5_I13_17:32:00_2_82_5__C4___,17:32:00,17:32:00,par_5_4,0
5_I11-5_I11_09:04:00_1_41_5__C4___,10:02:00,10:02:00,par_5_4,14
5_I11-5_I11_13:05:00_1_116_5__C4___,14:03:00,14:03:00,par_5_4,14
5_I13-5_I13_19:46:00_1_92_5__C4___,19:46:00,19:46:00,par_5_53,0
5_I12-5_I12_05:43:00_2_6_5__C4___,06:08:00,06:08:00,par_5_53,6
5_I12-5_I12_10:24:00_1_37_5__C4___,10:38:00,10:38:00,par_5_92,4
5_I13-5_I13_21:52:00_2_107_5__C4___,22:11:00,22:11:00,par_5_18,5
5_I11-5_I11_14:06:00_1_55_5__C4___,14:32:00,14:32:00,par_5_11,6
5_I13-5_I13_22:05:00_1_106_5__C4___,22:14:00,22:14:00,par_5_34,2
5_I11-5_I11_11:45:00_1_108_5__C4___,11:51:00,11:51:00,par_5_36,1
5_I11-5_I11_12:05:00_1_110_5__C4___,13:00:00,13:00:00,par_5_85,13
5_I11-5_I11_10:52:00_2_105_5__C4___,11:05:00,11:05:00,par_5_31,4
5_I11-5_I11_06:54:00_1_20_5__C4___,07:34:00,07:34:00,par_5_18,9
5_I12-5_I12_20:06:00_1_94_5__C4___,20:58:00,20:58:00,par_5_84,12
5_I12-5_I12_09:52:00_2_36_5__C4___,10:05:00,10:05:00,par_5_31,4
5_I12-5_I12_22:24:00_1_108_5__C4___,23:16:00,23:16:00,par_5_84,12
5_I11-5_I11_17:43:00_2_74_5__C4___,18:07:00,18:07:00,par_5_51,6
5_I11-5_I11_07:16:00_1_23_5__C4___,07:42:00,07:42:00,par_5_11,5
5_I13-5_I13_12:45:00_1_51_5__C4___,13:02:00,13:02:00,par_5_93,5
5_I11-5_I11_10:32:00_2_103_5__C4___,11:30:00,11:30:00,par_5_53,14
5_I13-5_I13_16:25:00_1_73_5__C4___,17:00:00,17:00:00,par_5_51,8
5_I13-5_I13_20:32:00_2_99_5__C4___,21:24:00,21:24:00,par_5_36,13
5_I11-5_I11_07:18:00_2_28_5__C4___,08:17:00,08:17:00,par_5_53,14
5_I12-5_I12_14:32:00_2_64_5__C4___,14:45:00,14:45:00,par_5_31,4
5_I12-5_I12_19:46:00_1_92_5__C4___,19:57:00,19:57:00,par_5_43,3
5_I12-5_I12_07:24:00_1_19_5__C4___,07:41:00,07:41:00,par_5_93,5
5_I11-5_I11_07:18:00_2_28_5__C4___,07:42:00,07:42:00,par_5_51,6
5_I12-5_I12_10:06:00_1_35_5__C4___,10:51:00,10:51:00,par_5_31,10
5_I11-5_I11_06:06:00_2_17_5__C4___,06:50:00,06:50:00,par_5_92,10
5_I11-5_I11_19:52:00_1_87_5__C4___,20:06:00,20:06:00,par_5_92,4
5_I12-5_I12_16:52:00_2_78_5__C4___,17:25:00,17:25:00,par_5_11,7
5_I13-5_I13_20:06:00_1_94_5__C4___,20:15:00,20:15:00,par_5_34,2
5_I12-5_I12_10:14:00_2_38_5__C4___,10:45:00,10:45:00,par_5_11,7
5_I12-5_I12_07:52:00_2_24_5__C4___,08:41:00,08:41:00,par_5_34,11
5_I12-5_I12_16:05:00_1_71_5__C4___,16:45:00,16:45:00,par_5_18,9
5_I11-5_I11_14:21:00_1_56_5__C4___,14:30:00,14:30:00,par_5_34,2
5_I12-5_I12_22:52:00_2_113_5__C4___,23:05:00,23:05:00,par_5_31,4
5_I12-5_I12_07:12:00_2_20_5__C4___,08:04:00,08:04:00,par_5_36,13
5_I13-5_I13_08:52:00_2_30_5__C4___,09:52:00,09:52:00,par_5_53,14
5_I13-5_I13_07:52:00_2_24_5__C4___,07:52:00,07:52:00,par_5_4,0
5_I12-5_I12_22:24:00_1_108_5__C4___,22:38:00,22:38:00,par_5_92,4
5_I13-5_I13_06:52:00_2_18_5__C4___,07:11:00,07:11:00,par_5_18,5
5_I12-5_I12_21:12:00_2_103_5__C4___,21:56:00,21:56:00,par_5_92,10
5_I12-5_I12_06:32:00_2_16_5__C4___,06:56:00,06:56:00,par_5_51,6
5_I11-5_I11_18:12:00_2_78_5__C4___,19:04:00,19:04:00,par_5_36,12
5_I11-5_I11_06:31:00_2_21_5__C4___,07:16:00,07:16:00,par_5_92,10
5_I13-5_I13_16:45:00_1_75_5__C4___,17:02:00,17:02:00,par_5_93,5
5_I13-5_I13_11:45:00_1_45_5__C4___,12:15:00,12:15:00,par_5_122,7
5_I13-5_I13_18:52:00_2_89_5__C4___,18:59:00,18:59:00,par_5_15,3
5_I12-5_I12_11:25:00_1_43_5__C4___,11:42:00,11:42:00,par_5_93,5
5_I13-5_I13_10:12:00_2_38_5__C4___,10:25:00,10:25:00,par_5_31,4
5_I12-5_I12_23:13:00_1_228_5__C4___,23:45:00,23:45:00,par_5_122,7
5_I13-5_I13_17:45:00_1_81_5__C4___,17:54:00,17:54:00,par_5_34,2
5_I12-5_I12_13:32:00_2_58_5__C4___,14:01:00,14:01:00,par_5_122,6
5_I12-5_I12_10:24:00_1_37_5__C4___,11:04:00,11:04:00,par_5_18,9
5_I13-5_I13_23:34:00_2_116_5__C4___,23:41:00,23:41:00,par_5_15,3
5_I13-5_I13_10:45:00_1_39_5__C4___,11:40:00,11:40:00,par_5_85,13
5_I12-5_I12_12:45:00_1_51_5__C4___,12:59:00,12:59:00,par_5_92,4
5_I11-5_I11_12:25:00_1_112_5__C4___,13:10:00,13:10:00,par_5_31,9
5_I12-5_I12_06:45:00_1_15_5__C4___,07:37:00,07:37:00,par_5_84,12
5_I13-5_I13_12:32:00_2_52_5__C4___,13:24:00,13:24:00,par_5_36,13
5_I12-5_I12_08:52:00_2_30_5__C4___,09:05:00,09:05:00,par_5_31,4
5_I12-5_I12_17:12:00_2_80_5__C4___,17:54:00,17:54:00,par_5_93,9
5_I11-5_I11_19:06:00_1_81_5__C4___,19:58:00,19:58:00,par_5_84,12
5_I11-5_I11_06:19:00_1_14_5__C4___,06:54:00,06:54:00,par_5_51,8
5_I12-5_I12_05:50:00_1_7_5__C4___,06:19:00,06:19:00,par_5_85,7
5_I11-5_I11_16:25:00_1_127_5__C4___,16:31:00,16:31:00,par_5_36,1
5_I13-5_I13_05:40:00_2_8_5__C4___,06:13:00,06:13:00,par_5_36,8
5_I12-5_I12_17:27:00_1_79_5__C4___,18:22:00,18:22:00,par_5_85,13
5_I13-5_I13_15:24:00_1_67_5__C4___,16:16:00,16:16:00,par_5_84,11
5_I11-5_I11_07:57:00_2_34_5__C4___,07:57:00,07:57:00,par_5_4,0
5_I11-5_I11_06:31:00_2_21_5__C4___,06:31:00,06:31:00,par_5_4,0
5_I11-5_I11_17:12:00_2_70_5__C4___,17:12:00,17:12:00,par_5_4,0
5_I13-5_I13_10:52:00_2_42_5__C4___,11:36:00,11:36:00,par_5_92,10
5_I12-5_I12_11:45:00_1_45_5__C4___,11:56:00,11:56:00,par_5_43,3
