COGNOM2,ANY_NAIXEMENT,SEXE,TOTAL
MARTINEZ,2016,D,25
GONZALEZ,2016,D,22
GARCIA,2016,H,22
GARCIA,2016,D,21
GONZALEZ,2016,H,21
SANCHEZ,2016,H,21
LOPEZ,2016,H,19
MARTINEZ,2016,H,19
PEREZ,2016,H,18
RODRIGUEZ,2016,D,16
PEREZ,2016,D,16
LOPEZ,2016,D,15
FERNANDEZ,2016,D,14
RUIZ,2016,D,13
JIMENEZ,2016,H,13
RODRIGUEZ,2016,H,12
SANCHEZ,2016,D,12
FERNANDEZ,2016,H,10
MORALES,2016,H,9
MORENO,2016,D,9
GOMEZ,2016,H,9
RAMIREZ,2016,H,8
DIAZ,2016,H,8
MUÑOZ,2016,H,8
MOLINA,2016,D,8
MORENO,2016,H,8
ROMERO,2016,D,8
VAZQUEZ,2016,H,8
HERNANDEZ,2016,H,7
GIMENEZ,2016,D,6
NAVARRO,2016,D,6
MARTIN,2016,D,6
JIMENEZ,2016,D,6
GOMEZ,2016,D,6
DELGADO,2016,H,6
ORTIZ,2016,H,6
ALVAREZ,2016,H,6
HERNANDEZ,2016,D,5
DIAZ,2016,D,5
CASTILLO,2016,H,5
CALVO,2016,D,5
MILAN,2016,H,5
MORALES,2016,D,5
SERRANO,2016,H,4
ALBA,2016,D,4
NOVELLON,2016,H,4
CORTES,2016,H,4
DOMINGUEZ,2016,D,4
RAMIREZ,2016,D,4
RUIZ,2016,H,4
VAZQUEZ,2016,D,4
CORTES,2016,D,4
MARTIN,2016,H,4
CASTRO,2016,D,4
SANTIAGO,2016,D,4
FUENTES,2016,D,4
CARRILLO,2016,H,4
BLANCO,2016,H,4
VIDAL,2016,H,3
SEGURA,2016,H,3
VIDAL,2016,D,3
SOLA,2016,H,3
MONTERO,2016,H,3
RAMON,2016,D,3
ESPINOSA,2016,H,3
PLAZA,2016,H,3
ORDOÑEZ,2016,D,3
PRIETO,2016,D,3
RAMOS,2016,H,3
PORRAS,2016,H,3
MOHAMED,2016,D,3
SEGURA,2016,D,3
GIMENEZ,2016,H,3
GIL,2016,H,3
CAMACHO,2016,D,3
FRANCO,2016,H,3
MEDINA,2016,H,3
ARENAS,2016,H,3
ALBA,2016,H,3
FLORES,2016,H,3
MOLINA,2016,H,3
ABAD,2016,D,3
DURAN,2016,D,3
MONTORO,2016,H,3
LARA,2016,H,3
ORDOÑO,2016,H,3
LUQUE,2016,D,3
COLOMER,2016,H,3
CANO,2016,D,3
TORRES,2016,D,3
IBAÑEZ,2016,D,3
MARIN,2016,H,3
RIOS,2016,H,3
CUBERO,2016,H,3
GUILLEN,2016,H,3
MONTAÑA,2016,D,2
ZAMBUDIO,2016,D,2
YERA,2016,D,2
MENDEZ,2016,H,2
ROLDAN,2016,H,2
ORTIZ,2016,D,2
GALVE,2016,H,2
VICENTE,2016,H,2
MERINO,2016,H,2
CAMPOS,2016,D,2
MILLO,2016,H,2
BARBERO,2016,H,2
GALVEZ,2016,D,2
SOLIS,2016,D,2
ANGUERA,2016,D,2
CUARTERO,2016,H,2
MENDEZ,2016,D,2
DOMINGUEZ,2016,H,2
CARMONA,2016,H,2
ROSA,2016,H,2
JURADO,2016,D,2
REYES,2016,H,2
ALONSO,2016,H,2
MARTOS,2016,D,2
MESA,2016,H,2
VIVES,2016,D,2
NAVARRO,2016,H,2
PALADINES,2016,H,2
CABRERA,2016,H,2
ROYO,2016,H,2
QUINTO,2016,H,2
GUERRERO,2016,D,2
RIVERA,2016,H,2
DURAN,2016,H,2
MARIN,2016,D,2
PEREIRA,2016,D,2
GALINDO,2016,D,2
ORTEGA,2016,H,2
MARTI,2016,D,2
MORAL,2016,H,2
CABRERA,2016,D,2
LAO,2016,D,2
CRUZ,2016,H,2
COLOMER,2016,D,2
FIGUERAS,2016,D,2
VILLEGAS,2016,D,2
RIERA,2016,H,2
AGUILERA,2016,H,2
PARRA,2016,H,2
CARMONA,2016,D,2
ARENAS,2016,D,2
OLIVARES,2016,H,2
MILLAN,2016,H,2
ANTON,2016,D,2
FABREGAS,2016,H,2
MESA,2016,D,2
GALVAN,2016,D,2
GUERRERO,2016,H,2
POLO,2016,H,2
CAMACHO,2016,H,2
VAZILCHUK,2016,H,2
MUÑOZ,2016,D,2
SALINAS,2016,H,2
ROMERO,2016,H,2
CALDERON,2016,D,2
ORDOÑEZ,2016,H,2
CANALES,2016,D,2
SILVA,2016,H,2
GAMEZ,2016,H,2
SANTAEULARIA,2016,D,2
GRAU,2016,D,2
LLEONART,2016,D,2
LEON,2016,H,2
NIETO,2016,H,2
MANSSOUR,2016,H,2
NARDIN,2016,H,2
VEGA,2016,D,2
ORTEGA,2016,D,2
COBO,2016,D,2
BURGOS,2016,H,2
GENE,2016,D,2
LORENZO,2016,D,2
RESTOY,2016,H,2
SANTOS,2016,H,2
RUBIO,2016,D,2
SOTO,2016,D,2
ARIAS,2016,H,2
SALMERON,2016,D,2
VILLALPANDO,2016,H,2
ALONSO,2016,D,2
PASTOR,2016,H,2
SUAREZ,2016,H,2
ALCARAZ,2016,H,2
TORRES,2016,H,2
AVILA,2016,D,2
DESCALS,2016,H,2
URBANO,2016,H,2
TENA,2016,H,1
TEJEIRA,2016,H,1
BARDAJI,2016,H,1
MADDAH,2016,D,1
FERREIRO,2016,H,1
GAVILAN,2016,D,1
MARS,2016,H,1
ROCA,2016,H,1
HIDRA,2016,H,1
LOBOS,2016,D,1
VILLANUEVA,2016,H,1
MOCHON,2016,D,1
MONGE,2016,D,1
GOMIZ,2016,D,1
SANGUESA,2016,H,1
ALGUER,2016,D,1
PAVON,2016,H,1
COTS,2016,H,1
AMAT,2016,D,1
CHEKHAMI,2016,D,1
MERINO,2016,D,1
GUASCH,2016,H,1
VIZCAINO,2016,D,1
SOLIS,2016,H,1
SOBOWALE,2016,D,1
DOMINGO,2016,H,1
AHNAITE,2016,H,1
MIRO,2016,H,1
IZQUIERDO,2016,D,1
CAMARA,2016,D,1
FABRA,2016,D,1
CASASAYAS,2016,H,1
CAPILLA,2016,H,1
ROSA,2016,D,1
HEVIA,2016,D,1
TOLEDANO,2016,D,1
DUQUE,2016,D,1
JARA,2016,H,1
TELLO,2016,D,1
BALDOVINO,2016,H,1
SIMARRO,2016,D,1
MOHAMED,2016,H,1
GUTIERREZ,2016,D,1
URIARTE,2016,H,1
MICALO,2016,H,1
VALDERRAMA,2016,D,1
HERMOSO,2016,H,1
AYNES,2016,D,1
ARRIAZA,2016,H,1
DELEBARRE,2016,D,1
UBE,2016,D,1
CASADELLA,2016,H,1
MONTER,2016,H,1
JANE,2016,D,1
COSTA,2016,D,1
ARIAS,2016,D,1
ZAMORA,2016,D,1
BAY,2016,H,1
PITARCH,2016,D,1
ALEDO,2016,D,1
VISCONTI,2016,H,1
NDOYE,2016,H,1
CLARAMONTE,2016,H,1
BUENDIA,2016,H,1
MANZANO,2016,H,1
CAMA,2016,D,1
OLVERA,2016,H,1
MURILLO,2016,H,1
CANTEMIR,2016,D,1
RETAMOSA,2016,H,1
BAYO,2016,D,1
ARMENGOL,2016,D,1
MERCHAN,2016,D,1
BOGADO,2016,D,1
POBOR,2016,D,1
VILASECA,2016,D,1
CALVO,2016,H,1
AANANE,2016,H,1
SOLER,2016,D,1
MORENA,2016,D,1
MORER,2016,D,1
DUAL,2016,D,1
TOUARSSI,2016,H,1
VALLRIBERA,2016,H,1
GARGALLO,2016,H,1
EL BAJI,2016,D,1
LORENZO,2016,H,1
HIDALGO,2016,H,1
REINA,2016,H,1
BASTIDAS,2016,D,1
PACHECO,2016,H,1
PASTRANA,2016,D,1
BAUTISTA,2016,D,1
TELLEZ,2016,H,1
ANTOLINI,2016,H,1
MARINO,2016,H,1
LEAL,2016,D,1
BRIONES,2016,D,1
BAJAÑA,2016,H,1
CABALLERO,2016,D,1
NAVINES,2016,H,1
LOBATO,2016,H,1
KAZIEVA,2016,D,1
KATSUMI,2016,H,1
ANDUJAR,2016,H,1
THIOBANE,2016,D,1
BOBALIKOVA,2016,D,1
PORTA,2016,D,1
LALAITI,2016,H,1
FREIXES,2016,D,1
POBLET,2016,D,1
CHAVEZ,2016,D,1
BARREIRA,2016,D,1
MONTIEL,2016,H,1
CABRE,2016,D,1
SANTOLAYA,2016,D,1
TAMAYO,2016,H,1
GABARRI,2016,D,1
CEDEÑÑO,2016,H,1
VILLADA,2016,D,1
CAZORLA,2016,D,1
ZAGUIRRE,2016,D,1
REQUENA,2016,H,1
CLEMENTE,2016,D,1
BARJOLA,2016,H,1
ARTEAGA,2016,D,1
MATEOS,2016,H,1
TAYAR,2016,D,1
SMEYERS,2016,H,1
BOTINAS,2016,H,1
RICOTE,2016,H,1
DOUZ,2016,D,1
CARO,2016,H,1
CASTELLANOS,2016,D,1
RUANO,2016,D,1
COELLO,2016,H,1
MONTALA,2016,H,1
ADALID,2016,D,1
TAPIA,2016,H,1
BARTOLOME,2016,H,1
BENITEZ,2016,H,1
ALUJAS,2016,D,1
LANZA,2016,H,1
PATIÑO,2016,D,1
AYALA,2016,H,1
CADAVID,2016,D,1
HERRERA,2016,H,1
DOVAL,2016,H,1
AHAIDAR,2016,H,1
EL YESFI,2016,H,1
BRITO,2016,H,1
CIRERA,2016,H,1
BOUKHATEM,2016,D,1
PUENTES,2016,D,1
VILALTA,2016,D,1
PERERA,2016,D,1
SALAZAR,2016,H,1
ALET,2016,H,1
CORBELLA,2016,H,1
VILCHES,2016,H,1
GALCERAN,2016,H,1
MIMOUN,2016,H,1
MEJIAS,2016,D,1
AMARA,2016,D,1
MARCO,2016,D,1
VILAO,2016,H,1
GUIJOSA,2016,D,1
SERRET,2016,D,1
VICO,2016,H,1
BARKATE,2016,H,1
SOLE,2016,D,1
RODO,2016,D,1
ROS,2016,D,1
GIMFERRER,2016,D,1
LIENARD,2016,H,1
NAVAJAS,2016,D,1
GIRALT,2016,D,1
MORER,2016,H,1
IVINA,2016,H,1
CHIMENEZ,2016,D,1
GAMUNDI,2016,D,1
LIARTE,2016,D,1
ROIG,2016,H,1
RIPOLLES,2016,D,1
SAAVEDRA,2016,D,1
ESTANY,2016,D,1
HAMDAN,2016,D,1
TENDERO,2016,H,1
CABAÑERO,2016,H,1
BARUTEL,2016,H,1
SCORZIELLO,2016,H,1
ALCAIDE,2016,H,1
SOLANS,2016,H,1
MINGUELL,2016,D,1
SOUSA,2016,D,1
BIER,2016,D,1
BOUZEKRI,2016,H,1
DOMENECH,2016,H,1
AMADOR,2016,H,1
BETANCUR,2016,D,1
CARRETERO,2016,D,1
ISANDE,2016,D,1
POZO,2016,D,1
ESTEVE,2016,H,1
HINOJOSA,2016,H,1
MARISCAL,2016,D,1
TEJERO,2016,D,1
HURTADO,2016,D,1
BARDINET,2016,D,1
SANSO,2016,D,1
LORCA,2016,H,1
SOLEY,2016,D,1
MOYANO,2016,H,1
MURIAS,2016,H,1
EL BAKKALI,2016,H,1
CORNEJO,2016,D,1
DOSTA,2016,D,1
CEDEÑO,2016,H,1
PUEYO,2016,H,1
QUESADA,2016,H,1
SANTANA,2016,H,1
ZAMORA,2016,H,1
BAZAN,2016,D,1
LAMRABET,2016,D,1
OLIVA,2016,D,1
PORCEL,2016,H,1
SAGA,2016,H,1
SUAREZ,2016,D,1
CUADROS,2016,H,1
CARBO,2016,D,1
SELLARES,2016,H,1
ORTUÑO,2016,H,1
LACERONA,2016,D,1
MERA,2016,H,1
TRUJILLO,2016,D,1
CASTILLO,2016,D,1
EL BAKKALI ISSAOUI,2016,H,1
CARCELES,2016,H,1
TOBAR,2016,D,1
CHAKKOUR,2016,D,1
AGUILA,2016,D,1
BARRAGAN,2016,D,1
SALAS,2016,D,1
CERON,2016,D,1
ARIZA,2016,D,1
OBIOLS,2016,H,1
DELGDO,2016,H,1
ZARCO,2016,H,1
MELENDO,2016,D,1
LIEBANAS,2016,D,1
MONTORO,2016,D,1
GARRIGOS,2016,D,1
CANZIAN,2016,H,1
PUBILL,2016,H,1
VILERA,2016,H,1
SOLE,2016,H,1
PIRIYU,2016,H,1
ELVIRA,2016,H,1
RUIZ ZORRILLA,2016,D,1
MERO,2016,H,1
ALEMANY,2016,H,1
BARON,2016,H,1
RANDO,2016,D,1
SANTALLA,2016,D,1
FEDOROV,2016,H,1
TORRALBO,2016,D,1
ARANEGA,2016,D,1
IZQUIERDO,2016,H,1
FORMENTI,2016,D,1
CHORRO,2016,D,1
MAYNES,2016,D,1
LOPEZ DE VINUESA,2016,H,1
SOL,2016,H,1
BELLES,2016,H,1
MASCARAQUE,2016,H,1
VALLESPIN,2016,H,1
QUELD CHAIB,2016,H,1
FONT,2016,H,1
CHAVES,2016,D,1
ARRIBAS,2016,D,1
CANO,2016,H,1
ESPURZ,2016,D,1
VALDES,2016,D,1
SIERRA,2016,D,1
EL ARRAGUE,2016,D,1
ALLEN,2016,H,1
CINTO,2016,D,1
BROUZI,2016,H,1
URENDEZ,2016,D,1
GESTOSO,2016,H,1
CRESPO,2016,H,1
LAKHIAL,2016,H,1
CASARES,2016,H,1
CARRASCO,2016,D,1
ORIHUELA,2016,D,1
EL MORABIT,2016,H,1
BAUTISTSA,2016,H,1
ADIL,2016,H,1
VELILLA,2016,H,1
BOSCH,2016,D,1
MOYA,2016,H,1
COBOS,2016,H,1
BACARDIT,2016,D,1
VERA,2016,D,1
PADILLA,2016,H,1
CAZORRO,2016,D,1
ALMAZAN,2016,H,1
ALARCON,2016,D,1
MOIX,2016,D,1
ALLEBRANDT,2016,H,1
MORILLA,2016,H,1
VICO,2016,D,1
SEARA,2016,D,1
AGUIRRE,2016,D,1
VILELA,2016,H,1
ZAHER,2016,H,1
JOVER,2016,H,1
MARTINEZ DE ORAA,2016,H,1
EL GHAZAOUI,2016,H,1
TORNE,2016,H,1
KNIA,2016,H,1
INFANTES,2016,H,1
POLONIO,2016,H,1
SOLER,2016,H,1
ABRIL,2016,H,1
HERNANDO,2016,D,1
SUGRAÑES,2016,H,1
ZAOUJAL,2016,H,1
MERCADE,2016,H,1
COSTA,2016,H,1
EL ASRI,2016,D,1
MORENTE,2016,H,1
GALTER,2016,D,1
CEDEÑO,2016,D,1
SIMARRO,2016,H,1
MARZAL,2016,H,1
RAMON,2016,H,1
BLANCH,2016,D,1
TEJADA,2016,D,1
ROSELL,2016,D,1
SANCHO,2016,D,1
MIGUEL,2016,H,1
BALDEZ,2016,D,1
VALDEZ,2016,H,1
CAMPILLO,2016,D,1
LAZARO,2016,H,1
ALAOUI HAMMOUDI IDRISSI HASSANI,2016,D,1
AGUDO,2016,D,1
VARELA,2016,H,1
DROGUET,2016,D,1
MITE,2016,H,1
CARPINTERO,2016,D,1
GAY,2016,D,1
EL SAKAN,2016,H,1
BONOSO,2016,D,1
KLOOP,2016,D,1
ARANDA,2016,H,1
RUEDA,2016,H,1
CARVALHO,2016,H,1
MONTORI,2016,H,1
EL MAZMOUZI,2016,H,1
URBANO,2016,D,1
PARRA,2016,D,1
FLOMESTA,2016,H,1
MARTI,2016,H,1
PLAZA,2016,D,1
VICENTE,2016,D,1
ALFONSO,2016,H,1
CUNILLERA,2016,H,1
PUJOL,2016,H,1
LONGUEIRA,2016,D,1
ALCANTARA,2016,H,1
FERNANDES,2016,H,1
FOLCH,2016,D,1
BERTOLIN,2016,H,1
CARDENAS,2016,H,1
VERGEL,2016,H,1
ROJAS,2016,D,1
GALLART,2016,H,1
LEMA,2016,D,1
CONTRERAS,2016,H,1
CANTERO,2016,D,1
ALNAJJAR,2016,H,1
SARIENA,2016,H,1
POYATOS,2016,D,1
PALOMINO,2016,D,1
CAJE,2016,D,1
BAITO,2016,D,1
LOAYZA,2016,D,1
BOUCHATEM,2016,H,1
CERVANTES,2016,H,1
APIO,2016,D,1
LOBOS,2016,H,1
LAZARO,2016,D,1
SANTAMARIA,2016,D,1
MARFA,2016,D,1
SABARICH,2016,D,1
IVASHCHENKO,2016,H,1
MENDES,2016,D,1
GRAU,2016,H,1
LOOR,2016,H,1
M RINI,2016,D,1
BA,2016,H,1
SIRES,2016,H,1
EL HARRAS,2016,H,1
ROVIRA,2016,H,1
CODINA,2016,H,1
BACHSMANN,2016,D,1
PARTIDO,2016,H,1
AGREDANO,2016,D,1
CERRATO,2016,H,1
TRUJILLO,2016,H,1
LEBRON,2016,D,1
MORENTE,2016,D,1
SANTIAGO,2016,H,1
QUIRANTES,2016,D,1
APICE,2016,D,1
PORTERO,2016,H,1
NCIRI,2016,H,1
IBAÑEZ,2016,H,1
ELNAYEF,2016,H,1
VIÑAS,2016,H,1
SUERO,2016,H,1
AMESCUA,2016,D,1
BERNAL,2016,D,1
LLAMAS,2016,H,1
CORRALIZA,2016,D,1
GALLEMI,2016,D,1
LONGARES,2016,D,1
HANZAZE,2016,H,1
CID,2016,H,1
MASIP,2016,H,1
PALAU,2016,D,1
FLORENSA,2016,D,1
FERNANDEZ VARELA,2016,D,1
AYALA,2016,D,1
BALLESTEROS,2016,D,1
HERRERO,2016,D,1
MURIANA,2016,D,1
VILLASBOA,2016,D,1
ARISTIDES,2016,D,1
MATEO,2016,H,1
BERMAN,2016,H,1
MAS,2016,H,1
GIL,2016,D,1
ALCAIDE,2016,D,1
PRIETO,2016,H,1
BAZALO,2016,H,1
SRYTI,2016,D,1
PINTEÑO,2016,H,1
SALGUERO,2016,H,1
PONS,2016,H,1
GIINDOS,2016,H,1
MONTESINOS,2016,D,1
PEÑAS,2016,H,1
PACHECO,2016,D,1
NAVAS,2016,H,1
BALCELLS,2016,H,1
SERROUKH,2016,D,1
LLOBREGAT,2016,D,1
CUADRADO,2016,H,1
LAO,2016,H,1
BEN MOUSSA,2016,D,1
ASENSIO,2016,H,1
OLIVEIRA,2016,H,1
CAMBERO,2016,H,1
MARCET,2016,D,1
EL MOUKHCHAN,2016,D,1
TURIBIO,2016,H,1
PECES,2016,H,1
CORTEZ,2016,H,1
RANGEL,2016,H,1
BONO,2016,D,1
LORENTE,2016,D,1
MATA,2016,H,1
BLAS,2016,D,1
TORT,2016,H,1
PATON,2016,D,1
MARINA,2016,D,1
ZAIDI,2016,D,1
FIGUEIRAS,2016,H,1
ROBLEDILLO,2016,H,1
MURO,2016,D,1
PLEGUEZUELOS,2016,H,1
CEREZO,2016,H,1
MADRIGAL,2016,D,1
OLIVERAS,2016,D,1
VAQUERO,2016,H,1
ZAHONERO,2016,D,1
PAGAN,2016,H,1
MARIANO,2016,D,1
ACIAR,2016,H,1
DIOS,2016,H,1
METSCHKE,2016,D,1
FORNIELES,2016,H,1
LOSADA,2016,D,1
MAYA,2016,D,1
NIETO,2016,D,1
VAZ,2016,D,1
DALMAU,2016,D,1
RANDO,2016,H,1
LOMEÑA,2016,D,1
SEGOVIA,2016,H,1
VENTAYOL,2016,H,1
ALMARCHA,2016,D,1
ALBINO,2016,D,1
CONSUEGRA,2016,D,1
LEON,2016,D,1
ROSALES,2016,H,1
CUPEIRO,2016,H,1
EL OUARDANI,2016,H,1
ALBERT,2016,H,1
ARCANGEL,2016,D,1
LEIVA,2016,H,1
CARRIQUE,2016,D,1
MARQUEZ,2016,H,1
LLERENA,2016,D,1
VELASQUEZ,2016,D,1
INIESTA,2016,D,1
SUTKAITIS,2016,H,1
ALCANTARA,2016,D,1
QUINTANA,2016,H,1
JARAMILLO,2016,D,1
RECIO,2016,D,1
REGUEIRA,2016,D,1
FOLGUERA,2016,H,1
MESAS,2016,H,1
HEREDIA,2016,D,1
VALDIVIA,2016,H,1
JURADO,2016,H,1
MONFORT,2016,H,1
CARRIZO,2016,D,1
FERRAN,2016,D,1
NUÑEZ,2016,D,1
PEREIRA,2016,H,1
CARNERO,2016,H,1
NUALART,2016,H,1
VILLAMIL,2016,H,1
GOMARIZ,2016,D,1
SUBIRANA,2016,D,1
QAISER,2016,D,1
EL GHAITI,2016,H,1
MASSALLE,2016,H,1
PINOS,2016,D,1
BERMUDEZ,2016,D,1
SANTANDER,2016,H,1
EL HAYANI,2016,D,1
KANICE,2016,H,1
JUS,2016,D,1
FORCADA,2016,H,1
CALVA,2016,H,1
BAJAT,2016,D,1
LOMEÑA,2016,H,1
EGEA,2016,H,1
ESCOBAR,2016,D,1
MONJE,2016,D,1
LOURENÇO,2016,D,1
ALBERO,2016,D,1
VARGAS,2016,D,1
AGUILA,2016,H,1
CARDUS,2016,H,1
MITKOV,2016,H,1
DOMINGO,2016,D,1
MOREDA,2016,D,1
MUR,2016,D,1
CERQUEIRA,2016,H,1
EL HARRADI,2016,H,1
GUZMAN,2016,D,1
EL HADDIOUI,2016,D,1
PRADOS,2016,H,1
GUIRADO,2016,D,1
BUENO,2016,H,1
NABAU,2016,H,1
ACEDO,2016,D,1
PUJANTELL,2016,H,1
CABEZUELO,2016,H,1
CHUMILLA,2016,D,1
BELLIDO,2016,H,1
HERRAIZ,2016,D,1
FUENTES,2016,H,1
TREPAT,2016,D,1
BINELLI,2016,H,1
SEARA,2016,H,1
GARBAYO,2016,D,1
LE PINAY,2016,H,1
ESTEVEZ,2016,H,1
NARVAEZ,2016,H,1
ADHAR,2016,H,1
FRANCES,2016,H,1
MONTULL,2016,H,1
HEREDIA,2016,H,1
MONZON,2016,H,1
GASSET,2016,H,1
NARANJO,2016,D,1
COTOVOI,2016,H,1
LEYVA,2016,D,1
IBARRA,2016,D,1
PELAYO,2016,H,1
CASAS,2016,D,1
DENNI,2016,H,1
DA SILVA,2016,D,1
DELGADO,2016,D,1
BEYE,2016,H,1
JAZARI,2016,D,1
MILLAN,2016,D,1
VALLE,2016,H,1
CUENCA,2016,D,1
DOLZ,2016,H,1
GIROS,2016,D,1
REUSCHENBACH,2016,D,1
LOSADA,2016,H,1
ABELLA,2016,D,1
CONGO,2016,H,1
PONCE,2016,D,1
FRANCH,2016,H,1
AMAYA,2016,H,1
GLETTY,2016,D,1
SAPERES,2016,D,1
FENOY,2016,D,1
ESTANY,2016,H,1
BELHAJ,2016,D,1
ASSBAGHI,2016,H,1
LLUMIQUINGA,2016,H,1
PALAFOX,2016,H,1
BUISAN,2016,H,1
AFOUI,2016,H,1
CLARAMUNT,2016,H,1
REDONDO,2016,D,1
CORREDERA,2016,D,1
CALLEJA,2016,H,1
MALLOFRE,2016,H,1
ESCUPIÑAN,2016,H,1
BOUBAR,2016,D,1
PIÑERO,2016,D,1
CARAVACA,2016,D,1
MORODO,2016,H,1
ACHKOUR,2016,D,1
BUENO,2016,D,1
GALLIFA,2016,H,1
BALLESTEROS,2016,H,1
GILABERT,2016,H,1
MANSO,2016,D,1
VILLATORO,2016,H,1
CARO,2016,D,1
LAMSANDED,2016,H,1
GEFFARD,2016,D,1
NAVAJAS,2016,H,1
VILLARROYA,2016,D,1
SPADONI,2016,D,1
CEBRIANO,2016,H,1
ILLESCAS,2016,D,1
AMPOSTA,2016,H,1
MONTIEL,2016,D,1
ESPRIU,2016,D,1
OLABARRIETA,2016,H,1
SORIANO,2016,D,1
GRAELL,2016,D,1
ADARDOUR,2016,D,1
EL BOLONI,2016,D,1
COMAS,2016,D,1
RIVAS,2016,D,1
TOMAS,2016,H,1
ARRAIZA,2016,H,1
GARCES,2016,D,1
DIANA,2016,D,1
CANTERA,2016,D,1
PARERA,2016,D,1
BANDERA,2016,D,1
GALINDO,2016,H,1
MORATA,2016,D,1
GARRIGOS,2016,H,1
UÑA,2016,D,1
ESPINOZA,2016,H,1
ANTOLI,2016,H,1
SOUTO,2016,D,1
GRACIA,2016,D,1
DOUKANI,2016,D,1
HARRAKI,2016,H,1
SOS,2016,H,1
SALVANS,2016,D,1
LOZZI,2016,H,1
COMAS,2016,H,1
MARQUES,2016,H,1
BARROSO,2016,H,1
BOSCH,2016,H,1
TORRENTS,2016,H,1
VELIZ,2016,D,1
VARGAS,2016,H,1
GRIGUER,2016,D,1
MATOS,2016,H,1
NASARRE,2016,D,1
MAYAS,2016,H,1
SERROUKH,2016,H,1
SANTANA,2016,D,1
GARRIDO,2016,H,1
MADRID,2016,D,1
CRIADO,2016,H,1
MELGAREJO,2016,D,1
CARNERO,2016,D,1
BEN  ALI,2016,H,1
MAJO,2016,H,1
CASCALLO,2016,H,1
GOMWZ,2016,H,1
BOLBU,2016,H,1
HABLILI,2016,H,1
VIANO,2016,H,1
MOTA,2016,D,1
CAÑAS,2016,H,1
BELTRAN,2016,D,1
TORRONTERAS,2016,H,1
VALERO,2016,H,1
PELAEZ,2016,H,1
RAJA,2016,H,1
ALCARAZ,2016,D,1
SVEDAS,2016,H,1
RONCERO,2016,H,1
TARRILLO,2016,D,1
ACOSTA,2016,D,1
CAMPILLO,2016,H,1
FIBLA,2016,H,1
ALTIMIRA,2016,D,1
SERRA,2016,H,1
COLINDRES,2016,H,1
DIZICI,2016,H,1
ESCRIBANO,2016,D,1
REINA,2016,D,1
PURROY,2016,D,1
LLUCIA,2016,H,1
IGUÑA,2016,D,1
EDAHANI,2016,D,1
FRANCO,2016,D,1
MANZANARES,2016,H,1
GALLEGO,2016,D,1
BOULLIF,2016,H,1
BURGOS,2016,D,1
CHIMENEZ,2016,H,1
PLANAS,2016,D,1
RIPOLL,2016,D,1
GUAL,2016,D,1
CARDEÑOSA,2016,D,1
GABARRO,2016,H,1
CASTILLA,2016,H,1
BENAVENTE,2016,D,1
GRANDE,2016,H,1
CARRANZA,2016,H,1
ATTOU,2016,D,1
PARIS,2016,H,1
LIU,2016,D,1
GUINDOS,2016,H,1
COLMAN,2016,H,1
BUZON,2016,H,1
PALOMAR,2016,D,1
MOJAL,2016,D,1
CASANOVAS,2016,D,1
HORTAL,2016,H,1
TORRERO,2016,D,1
JANSANA,2016,D,1
MODENES,2016,D,1
JULIA,2016,H,1
MEGIDO,2016,D,1
VALENCIA,2016,H,1
SALLARES,2016,H,1
ESTERAS,2016,D,1
CLEMENTE,2016,H,1
TURU,2016,D,1
DIALLO,2016,D,1
BETRAN,2016,H,1
CHAVEZ,2016,H,1
ARANDA,2016,D,1
BAYAD,2016,H,1
NAMOC,2016,D,1
BORREGO,2016,D,1
CAMPO,2016,D,1
GOSALBEZ,2016,H,1
AVELLANEDA,2016,D,1
BENAMAR MESSAOURI,2016,H,1
CARRASCO,2016,H,1
ALBALADEJO,2016,D,1
SANTOS,2016,D,1
ARMENGOL,2016,H,1
MIGENS,2016,D,1
NOGUERA,2016,H,1
AWUAH,2016,D,1
POMES,2016,H,1
FTOUHI,2016,D,1
JAMAL EDDINE,2016,D,1
ALBET,2016,D,1
ANDRADE,2016,H,1
JANE,2016,H,1
OJEDA,2016,H,1
MERCADO,2016,D,1
BONIQUET,2016,D,1
OKUE,2016,D,1
PULGAR,2016,H,1
HARAFI,2016,D,1
MARRUFO,2016,D,1
BOUCHTA,2016,H,1
LAGARES,2016,D,1
FRAILE,2016,D,1
BUSTOS,2016,H,1
PORTER,2016,D,1
EDO,2016,D,1
SAHUQUILLO,2016,D,1
SANCHO,2016,H,1
VILA,2016,H,1
MENDOS,2016,D,1
BURLACU,2016,H,1
SAEZ,2016,D,1
ABELLAN,2016,D,1
LUQUE,2016,H,1
EL HAMRI,2016,H,1
MASSEGU,2016,D,1
MURCIEGO,2016,H,1
ESQUIROL,2016,H,1
CERDA,2016,H,1
ANDREU,2016,H,1
DORADO,2016,H,1
PAHISSA,2016,H,1
ROLDAN,2016,D,1
DA SILVA,2016,H,1
BENAGES,2016,D,1
LUGO,2016,D,1
FONSECA,2016,H,1
ARTIFO,2016,H,1
DEMETRIO,2016,H,1
MINGALLON,2016,H,1
RASTROLLO,2016,H,1
PISA,2016,D,1
GELON,2016,H,1
RICO,2016,D,1
CEVALLOS,2016,H,1
SALVADOR,2016,D,1
RIESTRA,2016,D,1
TRIGUERO,2016,D,1
LLEONART,2016,H,1
GARRO,2016,D,1
ACHETIB,2016,D,1
MARTINEZZ,2016,D,1
BARRERO,2016,D,1
UGARTE,2016,H,1
