COGNOM2,ANY_NAIXEMENT,SEXE,TOTAL
SIXTO,2014,H,1
BRITO,2014,H,1
ROQUE,2014,D,1
TAMAYO,2014,H,1
CAMACHO,2014,H,1
GALLEGO,2014,H,1
GARAY,2014,H,1
CAPITAN,2014,H,1
ARTIME,2014,H,1
SANTAFE,2014,D,1
AUGUSTO,2014,D,1
CASAMITJANA,2014,D,1
PINA,2014,D,1
EZQUERRO,2014,D,1
CARREÑO,2014,D,1
BACH,2014,H,1
VILA,2014,H,1
PUIG,2014,D,1
SERRA,2014,H,1
ALBERT,2014,D,1
MASANA,2014,D,1
CONDE,2014,H,1
FUENTES,2014,D,1
MURATORE,2014,H,1
PADILLA,2014,D,1
VENEGA,2014,H,1
BECERRA,2014,H,1
LORENTE,2014,H,1
BOLIVAR,2014,H,1
BADIA,2014,D,1
SOCIAS,2014,D,1
BALADO,2014,D,1
MORETONES,2014,D,1
ACEITUNO,2014,D,1
BASTIDAS,2014,H,1
MAGALLANES,2014,H,1
EL JEBLI,2014,D,1
VEGA,2014,H,1
HORTA,2014,D,1
GORDILLO,2014,D,1
VERDOLET,2014,H,1
LLOBET,2014,H,1
LENCINA,2014,H,1
PULIDO,2014,D,1
BAENA,2014,D,1
TROHANEL,2014,H,1
GUILLEN,2014,D,1
TOMAS,2014,D,1
ALUNDA,2014,H,1
DOS ANJOS,2014,D,1
PIQUERAS,2014,D,1
ALBO,2014,H,1
PRETEL,2014,H,1
LEYVA,2014,D,1
PAÑERO,2014,D,1
OSUNA,2014,D,1
BISBAL,2014,D,1
CUADROS,2014,H,1
PEREZ DE EULATE,2014,D,1
GUIL,2014,D,1
GUIMET,2014,D,1
MAGRANS,2014,H,1
ESCORIHUELA,2014,H,1
FERRAZ,2014,D,1
CABALLE,2014,H,1
PIQUE,2014,H,1
AGRAMONTE,2014,D,1
ORTUÑO,2014,H,1
GINER,2014,H,1
ESTRADA,2014,H,1
GUADIX,2014,H,1
CAPILLA,2014,H,1
BARRAGAN,2014,H,1
MOYA,2014,D,1
HOLGUIN,2014,D,1
OLIVEIRA,2014,D,1
BUEDO,2014,H,1
UBACH,2014,D,1
BITO,2014,D,1
CEDEÑO,2014,H,1
DUEÑAS,2014,H,1
SOTO,2014,H,1
ROSARIO,2014,D,1
OUDADES,2014,D,1
CASTELLET,2014,D,1
QUILES,2014,D,1
GRIÑO,2014,D,1
AGEITO,2014,D,1
ZAYKIN,2014,H,1
OSUNA,2014,H,1
EL GRICH,2014,D,1
LORENTE,2014,D,1
ARACIL,2014,D,1
EMENS,2014,D,1
BUJALANCE,2014,H,1
BELTRAN,2014,D,1
DUQUE,2014,H,1
TUBERT,2014,H,1
EL HAMRI,2014,D,1
SILVA,2014,D,1
FORNIELES,2014,H,1
LAKHIAL,2014,D,1
BUXO,2014,H,1
CARACUEL,2014,H,1
GIRALDEZ,2014,D,1
PAMIES,2014,D,1
LORDAN,2014,D,1
SAUCEDO,2014,H,1
NICOLAS,2014,D,1
CASALS,2014,H,1
ALAVA,2014,H,1
ROVIRA,2014,D,1
MARQUES,2014,H,1
TACHICHI,2014,D,1
ESQUICHE,2014,H,1
RISCO,2014,D,1
GUIJOSA,2014,H,1
SERRANO,2014,D,1
MIQUEL,2014,H,1
BARRA,2014,H,1
PEREYRA,2014,H,1
TOMAS,2014,H,1
MATAS,2014,H,1
PINO,2014,H,1
VIAPLANA,2014,D,1
PAZ,2014,H,1
SIERRA,2014,H,1
PRADOS,2014,H,1
COLL,2014,D,1
MAZA,2014,D,1
GUERRA,2014,D,1
PABLO,2014,H,1
HOYOS,2014,D,1
TRIAS,2014,D,1
GRANADOS,2014,D,1
ESPADA,2014,H,1
LEO,2014,H,1
HADZIKADUNIC,2014,H,1
JODAR,2014,H,1
BEJARANO,2014,H,1
MAURIZ,2014,D,1
BARCON,2014,H,1
RODA,2014,D,1
ALUJAS,2014,H,1
CARNE,2014,H,1
GAVARRETE,2014,D,1
PALAU,2014,H,1
APARICIIO,2014,D,1
PUENTE,2014,D,1
VALENCIA,2014,D,1
RODRIGUEZ ALSINA,2014,D,1
CASTELL,2014,H,1
CLARIANA,2014,D,1
FIGUEROA,2014,H,1
AGUIRRE,2014,H,1
ALBA,2014,H,1
RIBOT,2014,H,1
GODOY,2014,H,1
RIFFI,2014,H,1
FAJEDA,2014,D,1
RAGUES,2014,H,1
ALFARO,2014,D,1
VERGARA,2014,H,1
BERTOLIN,2014,H,1
ZIANI,2014,H,1
CHOCRON,2014,D,1
RODILA,2014,H,1
QUILES,2014,H,1
TABOADA,2014,H,1
MENESES,2014,D,1
CASTRO,2014,H,1
BOYANO,2014,H,1
MOSTAZO,2014,H,1
SMEYERS,2014,D,1
FUENTES,2014,H,1
AGUILAR,2014,H,1
PELAEZ,2014,D,1
COLOBRAN,2014,D,1
MORILLO,2014,D,1
MORONI,2014,D,1
SERRET,2014,H,1
BELLO,2014,H,1
PULIDO,2014,H,1
MANRIQUE,2014,D,1
ALQUEZAR,2014,D,1
MILIAN,2014,D,1
DEMETRIO,2014,H,1
UROZ,2014,D,1
CARRILLO,2014,H,1
FRANCES,2014,H,1
RIBA,2014,D,1
MORLA,2014,D,1
CRIADO,2014,D,1
ANGLES,2014,D,1
MANSOURI,2014,H,1
CARTES,2014,H,1
GAONA,2014,D,1
PILARES,2014,H,1
ACEVEDO,2014,H,1
BALIARDA,2014,D,1
DOYA,2014,H,1
CUGUERO,2014,H,1
NEIRA,2014,H,1
JEMMAL,2014,D,1
MAGAÑA,2014,D,1
MONTANYA,2014,D,1
ESTELA,2014,H,1
PLAZA,2014,D,1
ALACID,2014,H,1
CANOVAS,2014,H,1
ANTOLIN,2014,H,1
HANNAOUI,2014,D,1
OSORIO,2014,D,1
DOLEWSKA,2014,D,1
PASTOR,2014,D,1
MENDIOLA,2014,D,1
TUGUES,2014,H,1
FALL,2014,H,1
BINDANG,2014,D,1
CORDOBA,2014,D,1
CABRERO,2014,D,1
BERENGUEL,2014,D,1
MONTSERRAT,2014,H,1
SULLON,2014,D,1
MENDOS,2014,H,1
VILLEGAS,2014,H,1
EL KOUIRIAT,2014,H,1
MAYNES,2014,D,1
MARCET,2014,D,1
HERMOSO,2014,H,1
VILAVELLA,2014,D,1
FRAILE,2014,H,1
PORTUS,2014,D,1
CUELLAR,2014,H,1
PONCE,2014,D,1
AMORES,2014,H,1
MASSEGUR,2014,D,1
VARA,2014,H,1
LIU,2014,D,1
MERCHAN,2014,H,1
VITURTIA,2014,D,1
SABATES,2014,H,1
RAMON,2014,H,1
BELEN,2014,H,1
EL BAIDI,2014,H,1
ROSELL,2014,H,1
PRIETO,2014,H,1
CHANG,2014,D,1
FREIXAS,2014,D,1
OLIVER,2014,H,1
ALBA,2014,D,1
ASENSIO,2014,D,1
MAQUEDA,2014,D,1
DIOS,2014,H,1
GALICIA,2014,H,1
BLE,2014,H,1
HERRAIZ,2014,H,1
PUIGBO,2014,H,1
CAHUANA,2014,D,1
SAVICENTE,2014,H,1
AÑAÑOS,2014,H,1
FRANCO,2014,H,1
CONEJOS,2014,H,1
BARRIENTOS,2014,H,1
DE LA ROSA,2014,H,1
MIRANDA,2014,H,1
BROSSA,2014,D,1
FLECHA,2014,H,1
AMPOSTA,2014,H,1
VILLALON,2014,H,1
CUYAS,2014,H,1
MONTERO,2014,H,1
NUÑEZ,2014,D,1
MESA,2014,H,1
BECERRO,2014,H,1
SAN MIGUEL,2014,D,1
FIXAT,2014,H,1
CARDONA,2014,H,1
CEREZUELA,2014,D,1
CERDA,2014,H,1
BERNIA,2014,H,1
ANSIO,2014,H,1
YAMANI,2014,D,1
JUAREZ,2014,D,1
ROBLES,2014,H,1
GRACIANO,2014,D,1
RENNA,2014,D,1
PUERTAS,2014,H,1
VIDAÑA,2014,D,1
CORBALAN,2014,H,1
PORTOLES,2014,H,1
ATIENZA,2014,D,1
BARUTEL,2014,H,1
RADU,2014,H,1
NGUIRI,2014,D,1
VELOZ,2014,D,1
VALL,2014,D,1
CAPEL,2014,H,1
UBERO,2014,H,1
DOURGAL,2014,D,1
MOUYAH,2014,D,1
ALCOCER,2014,H,1
RAMIREZ,2014,H,1
PUEBLA,2014,D,1
BURGUES,2014,H,1
NASARRE,2014,D,1
RICO,2014,H,1
REYES,2014,D,1
GAZEAU,2014,H,1
BREA,2014,D,1
LAO,2014,H,1
SOLE,2014,D,1
AZNAR,2014,D,1
ALBERJON,2014,D,1
MENDIZABAL,2014,H,1
SUCARRATS,2014,D,1
AWUAH,2014,H,1
LINDEZ,2014,H,1
PERIS,2014,D,1
COMA,2014,H,1
ECHEVERRIA,2014,D,1
MINAYO,2014,H,1
PINTO,2014,H,1
DOYA,2014,D,1
SABATER,2014,H,1
BIZARRAGA,2014,H,1
MENTASTE,2014,D,1
MERCADAL,2014,D,1
DIOP,2014,D,1
ABADIANO,2014,H,1
EGEA,2014,H,1
ZARALLO,2014,D,1
HERRERO,2014,H,1
PORTERO,2014,D,1
SANABRE,2014,D,1
MENDAÑO,2014,D,1
SIMON,2014,D,1
ISSAOUI,2014,H,1
BULLICH,2014,D,1
CARRETERO,2014,D,1
ORTIZ DE ZARATE,2014,H,1
ARANCIBIA,2014,H,1
SALVE,2014,D,1
SANTANDER,2014,H,1
CALEJO,2014,D,1
GLILLAH,2014,H,1
AGULLO,2014,D,1
SALVADO,2014,D,1
AKACHAR,2014,D,1
MANZANEDO,2014,D,1
UGAL,2014,H,1
BELHAJ,2014,D,1
JANE,2014,H,1
GALACHE,2014,H,1
RAMOS,2014,D,1
RESINA,2014,H,1
GASSET,2014,D,1
RIBAS,2014,D,1
MAS,2014,H,1
ALMARCHA,2014,D,1
LAO,2014,D,1
CAMARA,2014,H,1
REBOLLEDA,2014,H,1
MARCHAL,2014,D,1
JUSTICIA,2014,D,1
SANTISTEBAN,2014,H,1
GABARRE,2014,D,1
TORAL,2014,D,1
PICAZO,2014,H,1
LOSADA,2014,H,1
ESPINOZA,2014,H,1
VASQUEZ,2014,D,1
GRAU,2014,D,1
QUIÑONES,2014,D,1
BLANQUEZ,2014,D,1
LEON,2014,H,1
MELLADO,2014,H,1
MASSA,2014,H,1
ADRIA,2014,H,1
PAEZ,2014,D,1
GABARRI,2014,H,1
RAVERA,2014,D,1
TAPIA,2014,D,1
ORTIN,2014,H,1
CENTENO,2014,D,1
BALTANAS,2014,D,1
RISCO,2014,H,1
GRANERO,2014,D,1
SAN JUAN,2014,H,1
MARINO,2014,H,1
RAYA,2014,H,1
BEGUM,2014,D,1
CORREA,2014,H,1
ORBE,2014,H,1
SELLARES,2014,D,1
TALLON,2014,D,1
FUNES,2014,H,1
GARCIA OBLEDO,2014,D,1
LORA,2014,H,1
IGLESIAS,2014,D,1
BENIYCH,2014,D,1
FELIU,2014,D,1
ROSA,2014,D,1
TODISCO,2014,D,1
ESPINOZA,2014,D,1
LLUIS,2014,H,1
VACAS,2014,D,1
YERA,2014,D,1
EL ASRI,2014,D,1
ALLAM,2014,D,1
VANCELLS,2014,D,1
ARIAZ,2014,D,1
PUJOL,2014,D,1
KASAS,2014,H,1
MALDONADO,2014,D,1
ARTIGAS,2014,D,1
GRACIA,2014,D,1
JOVER,2014,D,1
GALVEZ,2014,D,1
CUBERO,2014,H,1
DOS SANTOS,2014,H,1
ANTORANZ,2014,D,1
FRANCESKO,2014,D,1
COCERA,2014,H,1
VIÑAS,2014,H,1
EL AMRANI,2014,H,1
DURAN,2014,D,1
CORONAS,2014,D,1
FENOY,2014,H,1
BERGARA,2014,D,1
ESPIN,2014,H,1
MAGARIÑO,2014,D,1
SELLES,2014,D,1
GALLARDO,2014,D,1
SENDER,2014,D,1
CORTI,2014,D,1
ALVARENGA,2014,H,1
PETANAS,2014,D,1
GRANELL,2014,H,1
DROGUET,2014,H,1
ESTEVEZ,2014,H,1
MONTIEL,2014,H,1
COMIN,2014,D,1
ARAUZ,2014,H,1
FRUTOS,2014,H,1
FERIA,2014,D,1
GAITANO,2014,D,1
MULET,2014,D,1
QUIROS,2014,D,1
NAVARRETE,2014,D,1
PRETEL,2014,D,1
VALLEJO,2014,D,1
BUIZA,2014,D,1
COS,2014,H,1
SORIANO,2014,D,1
ANGULO,2014,H,1
ARENAS,2014,D,1
DOMINGUES,2014,D,1
GALAN,2014,H,1
GOLLA,2014,H,1
REPISO,2014,H,1
RUBIO,2014,D,1
PLANS,2014,H,1
MAYAS,2014,D,1
PLAYA,2014,D,1
CRUA,2014,H,1
PASCUAL,2014,H,1
JUAREZ,2014,H,1
EL LABINI,2014,D,1
CHANCA,2014,H,1
VILELA,2014,D,1
BLANCO,2014,H,1
GAZQUEZ,2014,D,1
MENITIH,2014,D,1
TIBURCIO,2014,H,1
PUIU,2014,H,1
BONCOMPTE,2014,D,1
BRU,2014,D,1
FONOLL,2014,D,1
BAJAÑA,2014,D,1
SALGUERO,2014,D,1
CALIZ,2014,D,1
VILARDELL,2014,D,1
AYALA,2014,H,1
EGEA,2014,D,1
CASSE,2014,D,1
PANDO,2014,D,1
LACASA,2014,D,1
CRESPI,2014,D,1
VILLA,2014,H,1
GUZMAN,2014,D,1
RIOS,2014,H,1
CARVALHO,2014,H,1
CESAR,2014,D,1
PACIOS,2014,D,1
VALERO,2014,H,1
INFANTE,2014,D,1
PUBILL,2014,D,1
PONTIGO,2014,H,1
LLACER,2014,H,1
CARNERO,2014,H,1
DELGADO,2014,H,1
COCA,2014,H,1
LAFORET,2014,D,1
BARBERO,2014,H,1
PALLEJA,2014,H,1
GUIDU,2014,H,1
BORREGO,2014,D,1
TODA,2014,D,1
REY,2014,D,1
VALLHONRAT,2014,D,1
COS,2014,D,1
MARMOL,2014,D,1
INFANTES,2014,D,1
MARCHANT,2014,D,1
ABADIANO,2014,D,1
TORRALBO,2014,D,1
BARKATE,2014,D,1
BARRANCO,2014,D,1
YAGUE,2014,D,1
VALLBONA,2014,D,1
CABANILLAS,2014,H,1
SAIZ,2014,D,1
HIBERNON,2014,D,1
ALTET,2014,H,1
CARRIZO,2014,H,1
LAGHMARI,2014,H,1
CARRERA,2014,H,1
YEBARA,2014,H,1
VALERA,2014,D,1
GONZALEZ CORONADO,2014,H,1
CASTAÑERA,2014,H,1
SURIMA,2014,D,1
MONCHO,2014,H,1
SALAS,2014,D,1
SAENZ,2014,D,1
VALL,2014,H,1
CAMARA,2014,D,1
MEZIANE,2014,D,1
SUAREZ,2014,H,1
HINOJOSA,2014,D,1
MONTON,2014,H,1
MARIN,2014,D,1
CASADOME,2014,H,1
IBARRA,2014,D,1
KIRILOV,2014,H,1
CARRERAS,2014,H,1
NIETO,2014,D,1
SURIA,2014,H,1
GAMELL,2014,H,1
OLIVO,2014,H,1
FOZ,2014,H,1
ECHAGUEZ,2014,H,1
CASTAÑE,2014,H,1
OLIVA,2014,D,1
AQUINO,2014,D,1
SANGUESA,2014,H,1
SANTANDREU,2014,H,1
TUTUSAUS,2014,H,1
LAKHIAL,2014,H,1
CISNEROS,2014,H,1
MATAS,2014,D,1
HERRERO,2014,D,1
CONGO,2014,D,1
VILES,2014,H,1
PAMIES,2014,H,1
ROJAS,2014,H,1
DAVILA,2014,H,1
VALERO,2014,D,1
MORILLO,2014,H,1
MENDEZ,2014,H,1
SASSMANNSHAUSEN,2014,D,1
COLOMER,2014,H,1
BOSQUIER,2014,H,1
CASAMITJANA,2014,H,1
RENDOU,2014,D,1
COLOMER,2014,D,1
FRESNO,2014,D,1
CALLEJA,2014,D,1
CORREDERAS,2014,H,1
TROBAT,2014,D,1
HIDALGO,2014,H,1
RIUTORT,2014,D,1
AMILLS,2014,H,1
AGUILA,2014,H,1
MESA,2014,D,1
MERO,2014,D,1
EL MITIOUI,2014,H,1
ESCUDE,2014,D,1
CAZORLA,2014,D,1
ZARATE,2014,H,1
GIBERT,2014,H,1
GRIGUER,2014,D,1
EL HASSAMI,2014,D,1
FRANK,2014,H,1
OJEDA,2014,D,1
ROSIÑA,2014,D,1
MARTIN ROMO,2014,H,1
COBOS,2014,D,1
BALBUENA,2014,H,1
SANTAMARIA,2014,D,1
PUEYO,2014,D,1
COLOM,2014,H,1
CORTES,2014,H,1
SEGURADO,2014,D,1
PEDRENY,2014,H,1
FERRE,2014,D,1
HENNINGER,2014,H,1
CAMPOS,2014,H,1
CAPELLA,2014,H,1
JEMMAL,2014,H,1
GABARRI,2014,D,1
CAPELLAS,2014,H,1
BALCELLS,2014,H,1
MAR,2014,H,1
LLISTOSELLA,2014,D,1
SOLIS,2014,H,1
MENESES,2014,H,1
BONIFACIO,2014,H,1
SAEZ,2014,H,1
ROCA,2014,H,1
COUTINHO VITORIA SOULE,2014,H,1
TOLSTIK,2014,H,1
CRSPI,2014,D,1
ALFONZO,2014,H,1
MARGARIT,2014,H,1
BUIRA,2014,D,1
GILABERT,2014,D,1
MERINO,2014,H,1
VIZCAINO,2014,D,1
CAPITAN,2014,D,1
ROQUE,2014,H,1
SOL,2014,H,1
GORRIZ,2014,D,1
MARRON,2014,D,1
GALVEZ,2014,H,1
MARCOS,2014,D,1
ARANEGA,2014,H,1
LARA,2014,D,1
REILLO,2014,H,1
ESTANY,2014,H,1
JACQUET,2014,H,1
CASAL,2014,H,1
ENNADI,2014,D,1
MONTESINOS,2014,H,1
AGUSTI,2014,D,1
VAZ,2014,D,1
BAYONA,2014,H,1
CUESTA,2014,D,1
AGUILA,2014,D,1
BETANCUR,2014,H,1
YOVANOVICH,2014,H,1
VELA,2014,H,1
KUNDT,2014,D,1
AFOURID,2014,H,1
BOU,2014,D,1
BARDIHA,2014,D,1
MONSERRATE,2014,D,1
MORA,2014,D,1
CHEKHAMI,2014,D,1
PARDO,2014,H,1
MANZANO,2014,D,1
TORNERO,2014,H,1
TERMES,2014,D,1
PASTALLE,2014,D,1
GAVILAN,2014,H,1
MERNIER,2014,H,1
OLIVERA,2014,H,1
ARROYAVE,2014,H,1
VELLSOLA,2014,D,1
CONSUEGRA,2014,D,1
EL JAANIN,2014,D,1
ARRUFAT,2014,D,1
BARRERA,2014,D,1
PACHECO,2014,D,1
MATARIN,2014,D,1
CID,2014,H,1
COLLADO,2014,D,1
ESCARRA,2014,H,1
SALA,2014,H,1
BRUNET,2014,H,1
CABEZA,2014,H,1
ENDRES,2014,D,1
VALDEZ,2014,H,1
FONTANET,2014,H,1
MELO,2014,H,1
TIRADO,2014,D,1
ARRONES,2014,H,1
BUENO,2014,D,1
KLICH,2014,D,1
SANTORO,2014,H,1
KORNILOVA,2014,D,1
BELTRAN,2014,H,1
CUADRA,2014,D,1
POMES,2014,H,1
VERDUGO,2014,H,1
VALDES,2014,D,1
PERANCHO,2014,D,1
BUCZEK,2014,H,1
EL KAMOUNI,2014,D,1
ROJANO,2014,D,1
BARATO,2014,D,1
FORTE,2014,H,1
RAUL,2014,D,1
MUNMANY,2014,D,1
VALLET,2014,H,1
CANO,2014,H,1
MAYA,2014,D,1
BEDOYA,2014,D,1
CASTILLA,2014,H,1
PERELLO,2014,H,1
ILLESCAS,2014,D,1
SUGRANES,2014,D,1
COSTA,2014,D,1
ESPEJO,2014,H,1
ORQUIN,2014,D,1
ALVARADO,2014,D,1
ANULA,2014,H,1
MARTIN ROMO,2014,D,1
DIOS,2014,D,1
ARREBOLA,2014,H,1
BORRAS,2014,H,1
CARDELLACH,2014,D,1
JUAN DE DIOS,2014,H,1
SEARA,2014,H,1
TRUJILLO,2014,H,1
MINA,2014,H,1
VELA,2014,D,1
GORINA,2014,D,1
DUMONT,2014,D,1
MARGINET,2014,D,1
MARIÑO,2014,D,1
LAGUNA,2014,H,1
BOUZAKRI,2014,D,1
PUIG,2014,H,1
CARBAJO,2014,H,1
ROUAZ,2014,D,1
ALCARAZ,2014,H,1
BERNABE,2014,D,1
HERNAN,2014,D,1
REILLO,2014,D,1
RICA,2014,H,1
ROIG,2014,H,1
ALMAZAN,2014,D,1
GAMERO,2014,D,1
SOLANO,2014,D,1
ALCALA,2014,D,1
FAKIR,2014,H,1
HADI,2014,D,1
RUFIAN,2014,D,1
VELASCO,2014,H,1
MORENO TAPIA,2014,H,1
BUSQUE,2014,D,1
GAITAN,2014,H,1
BALLESTEROS,2014,D,1
BUGUÑA,2014,H,1
FAMILIA,2014,H,1
HURTADO,2014,H,1
AVILES,2014,H,1
PEÑALVER,2014,H,1
SANTANDREU,2014,D,1
ELNAYEF,2014,D,1
OLMOS,2014,H,1
CARRANZA,2014,H,1
SANTESMASSES,2014,D,1
ENFEDAQUE,2014,D,1
SEVERINO,2014,H,1
IBARBO,2014,H,1
VISICH,2014,H,1
LAFUENTE,2014,H,1
MALDINEY,2014,H,1
ONDO,2014,D,1
SLAITI,2014,D,1
EL FAHIL,2014,H,1
BUJ,2014,H,1
NIETO,2014,H,1
PEREIRA,2014,D,1
DURBAN,2014,D,1
FERRERAS,2014,D,1
BUENO,2014,H,1
MANCILLA,2014,H,1
FRADE,2014,H,1
ROS,2014,D,1
LUCEÑO,2014,D,1
SCOCCO,2014,H,1
LEIVA,2014,H,1
ARGEMI,2014,H,1
LIMA,2014,D,1
CAPUZ,2014,D,1
CAÑELLAS,2014,D,1
CORTINA,2014,H,1
TITOS,2014,D,1
MATILLA,2014,H,1
CHANDANI,2014,H,1
ARCOS,2014,H,1
AGUADO,2014,H,1
VAQUERO,2014,H,1
FLOMESTA,2014,H,1
ELVIRA,2014,D,1
ANTICH,2014,H,1
SALUD,2014,D,1
CORTEZ,2014,D,1
MANJON,2014,H,1
KIRILOVA,2014,D,1
VILCHES,2014,H,1
BAEZ,2014,H,1
IMHAREM,2014,H,1
GARCIA,2013,H,31
MARTINEZ,2013,D,26
SANCHEZ,2013,H,25
GARCIA,2013,D,24
MARTINEZ,2013,H,23
RODRIGUEZ,2013,H,22
PEREZ,2013,H,22
LOPEZ,2013,D,21
PEREZ,2013,D,21
LOPEZ,2013,H,21
SANCHEZ,2013,D,18
GONZALEZ,2013,D,15
RODRIGUEZ,2013,D,14
FERNANDEZ,2013,H,12
RUIZ,2013,H,12
DIAZ,2013,H,12
JIMENEZ,2013,H,12
GONZALEZ,2013,H,12
FERNANDEZ,2013,D,11
RUIZ,2013,D,10
MARTIN,2013,H,9
GOMEZ,2013,H,9
GOMEZ,2013,D,8
MORENO,2013,H,8
HERNANDEZ,2013,D,8
TORRES,2013,D,7
HERNANDEZ,2013,H,7
NAVARRO,2013,D,7
ROMERO,2013,D,7
DELGADO,2013,H,6
JIMENEZ,2013,D,6
MORENO,2013,D,6
MARTIN,2013,D,6
MUÑOZ,2013,D,6
PARRA,2013,D,5
MOLINA,2013,H,5
MORALES,2013,H,5
MORALES,2013,D,5
DELGADO,2013,D,5
CASTRO,2013,H,5
ALONSO,2013,H,5
AMADOR,2013,D,4
MORAL,2013,D,4
MOLINA,2013,D,4
ALONSO,2013,D,4
SERRANO,2013,D,4
SEGURA,2013,D,4
ROIG,2013,D,4
COLLADO,2013,H,4
NAVARRO,2013,H,4
DIAZ,2013,D,4
OLIVA,2013,H,4
GIL,2013,D,4
SERRANO,2013,H,4
ROS,2013,D,4
ORTEGA,2013,H,4
CARMONA,2013,H,4
ROMERO,2013,H,4
.,2013,H,3
BOSCH,2013,D,3
SEGURA,2013,H,3
CUENCA,2013,D,3
FLORES,2013,D,3
FRANCO,2013,D,3
ESPINOSA,2013,H,3
ARANDA,2013,H,3
VALERO,2013,D,3
CARMONA,2013,D,3
CANO,2013,H,3
GRAU,2013,H,3
SALVADOR,2013,D,3
ROYO,2013,D,3
VICIANA,2013,D,3
GRANDE,2013,D,3
FUENTES,2013,H,3
PAEZ,2013,H,3
HERRERO,2013,D,3
ROJAS,2013,D,3
AGUILERA,2013,H,3
ZAMORA,2013,H,3
MILLAN,2013,D,3
MUÑOZ,2013,H,3
GIL,2013,H,3
GALLARDO,2013,H,3
GUTIERREZ,2013,H,3
ARENAS,2013,H,3
HERRERA,2013,D,3
CORTES,2013,D,3
ALVAREZ,2013,H,3
PUIG,2013,H,3
PARDO,2013,H,3
VICENTE,2013,D,3
ROJAS,2013,H,3
ROS,2013,H,3
RUBIO,2013,H,3
PUIG,2013,D,3
MARTI,2013,H,3
SANTIAGO,2013,D,3
MARQUEZ,2013,D,3
PUJOL,2013,D,3
BLANCO,2013,D,3
DURAN,2013,D,3
GARRIDO,2013,D,3
VARGAS,2013,D,3
CORTES,2013,H,3
DA SILVA,2013,D,2
IBAÑEZ,2013,H,2
CANTERIA,2013,D,2
CONTRERAS,2013,D,2
VALBUENA,2013,D,2
DIOS,2013,H,2
TOMAS,2013,H,2
ESCUDE,2013,H,2
CANO,2013,D,2
SOLE,2013,D,2
CABRERA,2013,H,2
MURILLO,2013,D,2
TOUARSSI,2013,H,2
MARIN,2013,H,2
MARCOS,2013,D,2
COMAS,2013,D,2
SEGOVIA,2013,H,2
PEREIRA,2013,D,2
SANTIAGO,2013,H,2
GARRIGOS,2013,D,2
CALVO,2013,D,2
GOMES,2013,H,2
HERRERO,2013,H,2
COMAS,2013,H,2
OLIVER,2013,H,2
LANDEIRA,2013,H,2
SEBASTIA,2013,H,2
MIRANDA,2013,H,2
NAHARRO,2013,H,2
VACA,2013,H,2
CANTOS,2013,D,2
PERALTA,2013,D,2
PASCUAL,2013,H,2
VACA,2013,D,2
NALI,2013,H,2
RAMIREZ,2013,D,2
LUQUE,2013,H,2
MATA,2013,D,2
NAVARRETE,2013,H,2
BARRERA,2013,D,2
SUAREZ,2013,H,2
ALVAREZ,2013,D,2
TORRES,2013,H,2
CASTILLO,2013,D,2
LLORENS,2013,H,2
BRAVO,2013,H,2
LLERA,2013,D,2
MADRID,2013,D,2
ROMAN,2013,H,2
VAZQUEZ,2013,H,2
MOYA,2013,H,2
MARIN,2013,D,2
GUILLEN,2013,H,2
ARGEMI,2013,H,2
CORRAL,2013,H,2
CAÑONES,2013,D,2
OLIVER,2013,D,2
CASTILLA,2013,H,2
MENDEZ,2013,H,2
SORIANO,2013,D,2
SALAZAR,2013,H,2
VAZQUEZ,2013,D,2
POZO,2013,H,2
GALIAN,2013,D,2
PAZ,2013,D,2
GALINDO,2013,H,2
CARBONELL,2013,H,2
BONILLA,2013,H,2
LOZANO,2013,H,2
CARRASCO,2013,D,2
MEDINA,2013,H,2
ARMENGOL,2013,H,2
GALAN,2013,H,2
VALL,2013,D,2
BUSTOS,2013,H,2
VALLEJO,2013,H,2
PALOMINO,2013,D,2
SOLA,2013,H,2
FIGUEROA,2013,D,2
ORTIZ,2013,D,2
DA GLORIA,2013,D,2
ORTIZ,2013,H,2
ROURA,2013,H,2
ARROYO,2013,H,2
MERINO,2013,D,2
TEIXEIRA,2013,H,2
FRESNEDA,2013,D,2
QUIROS,2013,D,2
MORERA,2013,H,2
LAO,2013,D,2
PRIETO,2013,H,2
BUENO,2013,D,2
POLO,2013,H,2
MORAL,2013,H,2
LLAMAS,2013,H,2
RAMOS,2013,D,2
ALFARO,2013,H,2
LARA,2013,H,2
PEREA,2013,D,2
PICAZO,2013,H,2
GUERRERO,2013,D,2
CAMACHO,2013,H,2
TORRE,2013,D,2
BALLESTEROS,2013,D,2
RIOS,2013,H,2
RIVERA,2013,D,2
SIMO,2013,D,2
REYES,2013,H,2
ARCAS,2013,D,2
CABALLERO,2013,H,2
FUENTES,2013,D,2
MERINO,2013,H,2
ALCANTARA,2013,H,2
MENDEZ,2013,D,2
CASAS,2013,D,2
SINTAS,2013,D,2
TAMAYO,2013,D,2
GALLEGO,2013,D,2
DUAL,2013,H,2
GIMENEZ,2013,H,2
RANDO,2013,H,2
URBANO,2013,D,2
GALLARDO,2013,D,2
BUENO,2013,H,2
JUSTICIA,2013,H,2
TORO,2013,H,2
RAMIREZ,2013,H,2
FERRER,2013,D,2
MOYANO,2013,D,2
RAMON,2013,H,2
MULLOR,2013,D,2
GUIL,2013,H,2
SOLER,2013,D,2
