DATA_REFERENCIA,NACIONALITAT,SEXE,POBLACIO
2015,"ESTATS UNITS D AMÈRICA, ELS   ",Dona,13
2015,"ESTATS UNITS D AMÈRICA, ELS   ",Home,4
2015,ETIÒPIA                       ,Home,1
2015,"FILIPINES, LES                ",Home,1
2015,FINLÀNDIA                     ,Dona,1
2015,FINLÀNDIA                     ,Home,1
2015,FRANÇA                        ,Dona,16
2015,FRANÇA                        ,Home,16
2015,GÀMBIA                        ,Home,4
2015,GEÒRGIA                       ,Dona,9
2015,GEÒRGIA                       ,Home,5
2015,GHANA                         ,Home,11
2015,GUATEMALA                     ,Dona,4
2015,GUATEMALA                     ,Home,2
2015,"GUINEA EQUATORIAL, LA         ",Dona,6
2015,"GUINEA EQUATORIAL, LA         ",Home,2
2015,"GUINEA, LA                    ",Dona,1
2015,"GUINEA, LA                    ",Home,2
2015,HONDURES                      ,Dona,85
2015,HONDURES                      ,Home,21
2015,HONGRIA                       ,Dona,5
2015,"ÍNDIA, L                      ",Dona,2
2015,"ÍNDIA, L                      ",Home,13
2015,INDONÈSIA                     ,Dona,1
2015,INDONÈSIA                     ,Home,1
2015,"IRAN, L                       ",Dona,3
2015,"IRAN, L                       ",Home,8
2015,IRLANDA                       ,Home,2
2015,ITÀLIA                        ,Dona,50
2015,ITÀLIA                        ,Home,72
2015,"JAPÓ, EL                      ",Dona,1
2015,JORDÀNIA                      ,Dona,1
2015,"KAZAKHSTAN, EL                ",Dona,2
2015,LETÒNIA                       ,Home,4
2015,"LÍBAN, EL                     ",Dona,1
2015,"LÍBAN, EL                     ",Home,1
2015,LÍBIA                         ,Home,2
2015,LITUÀNIA                      ,Dona,4
2015,MALÀISIA                      ,Dona,3
2015,MALÀISIA                      ,Home,3
2015,MALI                          ,Dona,5
2015,MALI                          ,Home,7
2015,MALTA                         ,Dona,1
2015,"MARROC, EL                    ",Dona,361
2015,"MARROC, EL                    ",Home,485
2015,MÈXIC                         ,Dona,18
2015,MÈXIC                         ,Home,14
2015,MOLDÀVIA                      ,Dona,3
2015,NICARAGUA                     ,Dona,9
2015,NICARAGUA                     ,Home,5
2015,NIGÈRIA                       ,Dona,8
2015,NIGÈRIA                       ,Home,7
2015,NORUEGA                       ,Dona,1
2015,NORUEGA                       ,Home,1
2015,"PAÏSOS BAIXOS, ELS            ",Dona,5
2015,"PAÏSOS BAIXOS, ELS            ",Home,7
2015,"PAKISTAN, EL                  ",Dona,33
2015,"PAKISTAN, EL                  ",Home,116
2015,PALESTINA                     ,Home,4
2015,"PANAMÀ, EL                    ",Dona,5
2015,"PANAMÀ, EL                    ",Home,2
2015,"PARAGUAI, EL                  ",Dona,81
2015,"PARAGUAI, EL                  ",Home,33
2015,"PERÚ, EL                      ",Dona,22
2015,"PERÚ, EL                      ",Home,19
2015,POLÒNIA                       ,Dona,11
2015,POLÒNIA                       ,Home,8
2015,PORTUGAL                      ,Dona,17
2015,PORTUGAL                      ,Home,21
2015,"REGNE UNIT, EL                ",Dona,4
2015,"REGNE UNIT, EL                ",Home,10
2015,REPÚBLICA DEM. DEL CONGO      ,Home,2
2015,"REPÚBLICA DOMINICANA, LA      ",Dona,58
2015,"REPÚBLICA DOMINICANA, LA      ",Home,57
2015,"REPÚBLICA TXECA, LA           ",Dona,3
2015,"REPÚBLICA TXECA, LA           ",Home,1
2015,ROMANIA                       ,Dona,82
2015,ROMANIA                       ,Home,103
2015,RÚSSIA                        ,Dona,30
2015,RÚSSIA                        ,Home,8
2015,"SENEGAL, EL                   ",Dona,29
2015,"SENEGAL, EL                   ",Home,75
2015,SÈRBIA                        ,Home,1
2015,SIERRA LEONE                  ,Home,1
2015,SÍRIA                         ,Dona,1
2015,SÍRIA                         ,Home,6
2015,"SUDAN, EL                     ",Dona,2
2015,"SUDAN, EL                     ",Home,1
2015,SUÈCIA                        ,Dona,1
2015,SUÈCIA                        ,Home,3
2015,TAILÀNDIA                     ,Dona,2
2015,TUNÍSIA                       ,Dona,3
2015,TUNÍSIA                       ,Home,2
2015,TURQUIA                       ,Dona,4
2015,TURQUIA                       ,Home,1
2015,UCRAÏNA                       ,Dona,22
2015,UCRAÏNA                       ,Home,11
2015,"URUGUAI, L                    ",Dona,8
2015,"URUGUAI, L                    ",Home,17
2015,VENEÇUELA                     ,Dona,53
2015,VENEÇUELA                     ,Home,46
2015,"VIETNAM, EL                   ",Dona,3
2015,"VIETNAM, EL                   ",Home,1
2015,XILE                          ,Dona,16
2015,XILE                          ,Home,13
2015,"XINA, LA                      ",Dona,91
2015,"XINA, LA                      ",Home,96
2016,ALBÀNIA                       ,Dona,1
2016,ALBÀNIA                       ,Home,3
2016,ALEMANYA                      ,Dona,2
2016,ALEMANYA                      ,Home,7
2016,ALGÈRIA                       ,Dona,6
2016,ALGÈRIA                       ,Home,13
2016,ANGOLA                        ,Home,1
2016,APÀTRIDES                     ,Home,2
2016,"ARÀBIA SAUDITA, L             ",Home,1
2016,"ARGENTINA, L                  ",Dona,52
2016,"ARGENTINA, L                  ",Home,36
2016,ARMÈNIA                       ,Dona,5
2016,ARMÈNIA                       ,Home,7
2016,AUSTRÀLIA                     ,Home,1
2016,ÀUSTRIA                       ,Home,1
2016,BANGLA DESH                   ,Home,2
2016,BÈLGICA                       ,Dona,4
2016,BÈLGICA                       ,Home,5
2016,BIELORÚSSIA                   ,Dona,1
2016,BIELORÚSSIA                   ,Home,2
2016,BOLÍVIA                       ,Dona,27
2016,BOLÍVIA                       ,Home,18
2016,"BRASIL, EL                    ",Dona,61
2016,"BRASIL, EL                    ",Home,29
2016,BULGÀRIA                      ,Dona,6
2016,BULGÀRIA                      ,Home,6
2016,"CAMERUN, EL                   ",Home,2
2016,"CANADÀ, EL                    ",Dona,2
2016,"CANADÀ, EL                    ",Home,2
2016,COLÒMBIA                      ,Dona,99
2016,COLÒMBIA                      ,Home,86
2016,COREA DEL SUD                 ,Home,1
2016,"COSTA D IVORI, LA             ",Home,1
2016,COSTA RICA                    ,Dona,1
2016,COSTA RICA                    ,Home,1
2016,CROÀCIA                       ,Dona,2
2016,CUBA                          ,Dona,26
2016,CUBA                          ,Home,18
2016,DINAMARCA                     ,Dona,1
2016,DINAMARCA                     ,Home,2
2016,DOMINICA                      ,Dona,1
2016,DOMINICA                      ,Home,2
2016,EGIPTE                        ,Dona,2
2016,EGIPTE                        ,Home,6
2016,EL SALVADOR                   ,Dona,11
2016,EL SALVADOR                   ,Home,8
2016,"EQUADOR, L                    ",Dona,68
2016,"EQUADOR, L                    ",Home,58
2016,ESLOVÀQUIA                    ,Dona,1
2016,ESLOVÀQUIA                    ,Home,1
2016,ESPANYA                       ,Dona,2691
2016,ESPANYA                       ,Home,2811
2016,"ESTATS UNITS D AMÈRICA, ELS   ",Dona,17
2016,"ESTATS UNITS D AMÈRICA, ELS   ",Home,11
2016,ESTÒNIA                       ,Home,2
2016,"FILIPINES, LES                ",Dona,3
2016,FINLÀNDIA                     ,Dona,1
2016,FINLÀNDIA                     ,Home,2
2016,FRANÇA                        ,Dona,23
2016,FRANÇA                        ,Home,19
2016,"GABON, EL                     ",Home,1
2016,GÀMBIA                        ,Home,3
2016,GEÒRGIA                       ,Dona,5
2016,GEÒRGIA                       ,Home,2
2016,GHANA                         ,Dona,2
2016,GHANA                         ,Home,5
2016,GRÈCIA                        ,Home,2
2016,GUATEMALA                     ,Dona,6
2016,GUATEMALA                     ,Home,4
2016,"GUINEA BISSAU, LA             ",Dona,1
2016,"GUINEA BISSAU, LA             ",Home,2
2016,"GUINEA EQUATORIAL, LA         ",Dona,8
2016,"GUINEA EQUATORIAL, LA         ",Home,1
2016,"GUINEA, LA                    ",Home,3
2016,HONDURES                      ,Dona,146
2016,HONDURES                      ,Home,31
2016,HONGRIA                       ,Dona,2
2016,HONGRIA                       ,Home,3
2016,"ÍNDIA, L                      ",Dona,7
2016,"ÍNDIA, L                      ",Home,13
2016,INDONÈSIA                     ,Dona,2
2016,"IRAN, L                       ",Dona,7
2016,"IRAN, L                       ",Home,9
2016,"IRAQ, L                       ",Home,1
2016,IRLANDA                       ,Dona,4
2016,IRLANDA                       ,Home,1
2016,ITÀLIA                        ,Dona,72
2016,ITÀLIA                        ,Home,64
2016,"JAPÓ, EL                      ",Dona,2
2016,"JAPÓ, EL                      ",Home,1
2016,JORDÀNIA                      ,Home,1
2016,"KAZAKHSTAN, EL                ",Dona,1
2016,LETÒNIA                       ,Dona,3
2016,"LÍBAN, EL                     ",Home,1
2016,LÍBIA                         ,Home,1
2016,LITUÀNIA                      ,Dona,1
2016,LUXEMBURG                     ,Home,1
2016,MALÀISIA                      ,Home,1
2016,MALI                          ,Home,3
2016,"MARROC, EL                    ",Dona,368
2016,"MARROC, EL                    ",Home,485
2016,MÈXIC                         ,Dona,22
2016,MÈXIC                         ,Home,18
2016,MOLDÀVIA                      ,Dona,4
2016,MOLDÀVIA                      ,Home,1
2016,"NEPAL,EL                      ",Dona,3
2016,"NEPAL,EL                      ",Home,4
2016,NICARAGUA                     ,Dona,5
2016,NICARAGUA                     ,Home,5
2016,"NÍGER, EL                     ",Home,1
2016,NIGÈRIA                       ,Dona,10
2016,NIGÈRIA                       ,Home,7
2016,NORUEGA                       ,Home,2
2016,NOVA ZELANDA                  ,Home,2
2016,"PAÏSOS BAIXOS, ELS            ",Dona,4
2016,"PAÏSOS BAIXOS, ELS            ",Home,5
2016,"PAKISTAN, EL                  ",Dona,43
2016,"PAKISTAN, EL                  ",Home,122
2016,PALESTINA                     ,Home,3
2016,"PARAGUAI, EL                  ",Dona,73
2016,"PARAGUAI, EL                  ",Home,56
2016,"PERÚ, EL                      ",Dona,38
2016,"PERÚ, EL                      ",Home,19
2016,POLÒNIA                       ,Dona,13
2016,POLÒNIA                       ,Home,12
2016,PORTUGAL                      ,Dona,27
2016,PORTUGAL                      ,Home,29
2016,"REGNE UNIT, EL                ",Dona,11
2016,"REGNE UNIT, EL                ",Home,10
2016,"REPÚBLICA DOMINICANA, LA      ",Dona,75
2016,"REPÚBLICA DOMINICANA, LA      ",Home,83
2016,"REPÚBLICA TXECA, LA           ",Dona,1
2016,ROMANIA                       ,Dona,74
2016,ROMANIA                       ,Home,80
2016,RÚSSIA                        ,Dona,25
2016,RÚSSIA                        ,Home,10
2016,"SENEGAL, EL                   ",Dona,33
2016,"SENEGAL, EL                   ",Home,81
2016,SÈRBIA                        ,Dona,1
2016,SÈRBIA                        ,Home,1
2016,SÍRIA                         ,Dona,3
2016,SÍRIA                         ,Home,4
2016,SUD-ÀFRICA                    ,Dona,1
2016,SUD-ÀFRICA                    ,Home,1
2016,SUÈCIA                        ,Dona,1
2016,SUÈCIA                        ,Home,1
2016,SUÏSSA                        ,Dona,1
2016,TAILÀNDIA                     ,Home,1
2016,TANZÀNIA                      ,Dona,1
2016,TUNÍSIA                       ,Home,2
2016,TURQUIA                       ,Dona,1
2016,TURQUIA                       ,Home,4
2016,UCRAÏNA                       ,Dona,26
2016,UCRAÏNA                       ,Home,15
2016,"URUGUAI, L                    ",Dona,11
2016,"URUGUAI, L                    ",Home,14
2016,VENEÇUELA                     ,Dona,101
2016,VENEÇUELA                     ,Home,81
2016,"VIETNAM, EL                   ",Dona,3
2016,"VIETNAM, EL                   ",Home,4
2016,XILE                          ,Dona,20
2016,XILE                          ,Home,18
2016,"XINA, LA                      ",Dona,105
2016,"XINA, LA                      ",Home,109
2017,ALBÀNIA                       ,Home,1
2017,ALEMANYA                      ,Dona,4
2017,ALEMANYA                      ,Home,5
2017,ALGÈRIA                       ,Dona,2
2017,ALGÈRIA                       ,Home,2
2017,"ARGENTINA, L                  ",Dona,13
2017,"ARGENTINA, L                  ",Home,8
2017,ÀUSTRIA                       ,Dona,1
2017,BANGLA DESH                   ,Dona,2
2017,BANGLA DESH                   ,Home,3
2017,BÈLGICA                       ,Dona,1
2017,BÈLGICA                       ,Home,2
2017,BIELORÚSSIA                   ,Dona,1
2017,BOLÍVIA                       ,Dona,11
2017,BOLÍVIA                       ,Home,11
2017,BÒSNIA I HERCEGOVINA          ,Dona,1
2017,"BRASIL, EL                    ",Dona,23
2017,"BRASIL, EL                    ",Home,10
2017,BULGÀRIA                      ,Dona,1
2017,BULGÀRIA                      ,Home,4
2017,"CANADÀ, EL                    ",Home,1
2017,COLÒMBIA                      ,Dona,34
2017,COLÒMBIA                      ,Home,21
2017,CUBA                          ,Dona,4
2017,CUBA                          ,Home,8
2017,DINAMARCA                     ,Home,1
2017,EL SALVADOR                   ,Dona,5
2017,EL SALVADOR                   ,Home,9
2017,"EQUADOR, L                    ",Dona,17
2017,"EQUADOR, L                    ",Home,16
2017,ESPANYA                       ,Dona,952
2017,ESPANYA                       ,Home,953
2017,"ESTATS UNITS D AMÈRICA, ELS   ",Dona,7
2017,"ESTATS UNITS D AMÈRICA, ELS   ",Home,3
2017,"FILIPINES, LES                ",Home,1
2017,FINLÀNDIA                     ,Home,1
2017,FRANÇA                        ,Dona,2
2017,FRANÇA                        ,Home,2
2017,GÀMBIA                        ,Home,1
2017,GRÈCIA                        ,Home,1
2017,GUATEMALA                     ,Dona,3
2017,GUATEMALA                     ,Home,1
2017,"GUINEA EQUATORIAL, LA         ",Dona,1
2017,HONDURES                      ,Dona,49
2017,HONDURES                      ,Home,18
2017,"ÍNDIA, L                      ",Dona,4
2017,"ÍNDIA, L                      ",Home,8
2017,"IRAN, L                       ",Dona,4
2017,"IRAN, L                       ",Home,3
2017,"IRAQ, L                       ",Dona,2
2017,IRLANDA                       ,Dona,1
2017,ITÀLIA                        ,Dona,21
2017,ITÀLIA                        ,Home,23
2017,"JAPÓ, EL                      ",Dona,1
2017,JORDÀNIA                      ,Home,1
2017,"LÍBAN, EL                     ",Dona,1
2017,LITUÀNIA                      ,Dona,3
2017,MALÀISIA                      ,Dona,1
2017,MALI                          ,Home,1
2017,"MARROC, EL                    ",Dona,111
2017,"MARROC, EL                    ",Home,140
2017,MAURITÀNIA                    ,Home,1
2017,MÈXIC                         ,Dona,7
2017,MÈXIC                         ,Home,5
2017,MOLDÀVIA                      ,Dona,5
2017,MOLDÀVIA                      ,Home,2
2017,NICARAGUA                     ,Dona,7
2017,NICARAGUA                     ,Home,5
2017,NIGÈRIA                       ,Home,1
2017,NORUEGA                       ,Home,2
2017,"PAÏSOS BAIXOS, ELS            ",Dona,2
2017,"PAÏSOS BAIXOS, ELS            ",Home,2
2017,"PAKISTAN, EL                  ",Dona,10
2017,"PAKISTAN, EL                  ",Home,27
2017,PALESTINA                     ,Dona,1
2017,"PANAMÀ, EL                    ",Dona,2
2017,"PARAGUAI, EL                  ",Dona,34
2017,"PARAGUAI, EL                  ",Home,16
2017,"PERÚ, EL                      ",Dona,30
2017,"PERÚ, EL                      ",Home,19
2017,POLÒNIA                       ,Dona,7
2017,POLÒNIA                       ,Home,2
2017,PORTUGAL                      ,Dona,7
2017,PORTUGAL                      ,Home,13
2017,"REGNE UNIT, EL                ",Dona,5
2017,"REGNE UNIT, EL                ",Home,2
2017,"REPÚBLICA DOMINICANA, LA      ",Dona,18
2017,"REPÚBLICA DOMINICANA, LA      ",Home,26
2017,ROMANIA                       ,Dona,25
2017,ROMANIA                       ,Home,25
2017,RÚSSIA                        ,Dona,4
2017,RÚSSIA                        ,Home,2
2017,"SENEGAL, EL                   ",Dona,7
2017,"SENEGAL, EL                   ",Home,24
2017,SIERRA LEONE                  ,Dona,1
2017,SÍRIA                         ,Dona,2
2017,SÍRIA                         ,Home,1
2017,SUD-ÀFRICA                    ,Dona,1
2017,TAILÀNDIA                     ,Dona,1
2017,TUNÍSIA                       ,Home,1
2017,TURQUIA                       ,Dona,1
2017,TURQUIA                       ,Home,1
2017,UCRAÏNA                       ,Dona,10
2017,UCRAÏNA                       ,Home,4
2017,"URUGUAI, L                    ",Dona,9
2017,"URUGUAI, L                    ",Home,7
2017,VENEÇUELA                     ,Dona,40
2017,VENEÇUELA                     ,Home,25
2017,"VIETNAM, EL                   ",Dona,1
2017,"VIETNAM, EL                   ",Home,8
2017,XILE                          ,Dona,6
2017,XILE                          ,Home,3
2017,"XINA, LA                      ",Dona,20
2017,"XINA, LA                      ",Home,25
