CODI_CARRER,NOM_CARRER,DISTRICTE,NUMERO_INICIAL,NUMERO_FINAL
2385,"NICOLAU TALLÓ, DE             ",4,1,202
2386,"NIGÈRIA, DE                   ",3,1,22
2390,"NÍJAR, DE                     ",5,1,9
2391,"NOGUERA, DE LA                ",5,10,30
2395,"NORD, DEL                     ",1,0,128
2400,"NORUEGA, DE                   ",3,1,8
2405,NOU DE SANT PERE              ,1,0,65
2410,"MARE DE DÉU DE LA BALMA, DE LA",6,1,36
2415,"ROVIRA I BRUSI, DE            ",5,1,9
2420,"M. D.  DE LA FUENCISLA, DE LA ",2,1,168
2425,"MARE DE DÉU DE LORDA, DE LA   ",2,0,29
2430,"MONTSERRAT, DE                ",2,0,42
2435,"MARE DE DÉU DEL ROSER, DE LA  ",3,2,6
2440,"NÚRIA, DE                     ",4,0,298
2445,"BISBE CASTELLTORT, DEL        ",6,1,31
2450,"BISBE SANAHUJA, DEL           ",3,1,55
2455,"OBRER, DE L                   ",4,1,89
2460,"OLESA, D                      ",4,0,370
2465,"OLIVERA, DE L                 ",4,2,10
2470,"OLOT, D                       ",6,1,78
2475,"AZCÁRATE, D                   ",3,0,45
2476,"OCCITÀNIA, D                  ",6,0,0
2480,"ORÀ, D                        ",4,1,52
2485,"ORDAL, DE L                   ",6,1,158
2490,"OURENSE, D                    ",2,0,57
2491,"ORIÓ, D                       ",3,0,22
2495,"PAU MARSAL, DE                ",1,2,190
2496,"PABLO PICASSO, DE             ",3,1,3
2500,"PARE MILLÁN, DEL              ",5,98,205
2501,"PAÏSOS CATALANS, DELS         ",2,1,1
2505,"PALAUTORDERA, DE              ",5,1,11
2510,"PALÈNCIA, DE                  ",2,3,31
2515,"LAS PALMAS, DE                ",2,1,22
2520,"PALLA, DE LA                  ",1,1,30
2525,"CIUTAT DE PÀMIERS, DE LA      ",6,1,32
2530,"PAMPLONA, DE                  ",2,0,60
2531,"PALET I BARBA, DE             ",4,1,204
2535,"PANADELLA, DE LA              ",6,1,100
2550,"PANTÀ, DEL                    ",1,1,151
2560,"PARDO BAZÁN, DE               ",5,0,172
2561,"PARAIRES, DELS                ",4,1,40
2565,"PARE ALEGRE, DEL              ",4,1,112
2570,"PARE FONT, DEL                ",3,3,212
2575,"PARE LLAURADOR, DEL           ",4,0,275
2580,"ALCALDE PARELLADA, DE L       ",1,2,14
2590,"PARRES, DE LES                ",1,2,32
2595,"PASTEUR, DE                   ",4,1,264
2600,"PASSEIG, DEL                  ",1,1,64
2605,"PAU CASALS, DE                ",6,0,14
2606,"PAU CASALS, DE                ",3,1,4
2610,"PAU CLARIS, DE                ",1,1,66
2615,"PEDRELL, DE                   ",5,0,38
2620,"PERE FIZES, DE                ",5,0,79
2625,GRAN                          ,3,1,7
2630,"PENYAL, DEL                   ",5,2,6
2635,"PEP VENTURA, DE               ",4,1,12
2640,"PERE COMERMA, DE              ",3,2,45
2645,"PÉREZ GALDÓS, DE              ",3,1,93
2650,"PERIODISTA GRANÉ, DEL         ",5,0,248
2651,"PERPINYÀ, DE                  ",6,14,35
2652,"PI, DEL                       ",5,2,19
2653,"PI,DEL                        ",5,1,5
2660,"PI I MARGALL, DE              ",4,0,273
2661,CAN PI                        ,,14,14
2665,"PINEDA, DE LA                 ",6,1,72
2670,"PINTOR BORRASSÀ, DEL          ",6,0,177
2675,"PINTOR CASAS, DEL             ",6,0,70
2680,"PINTOR FORTUNY, DEL           ",4,0,159
2685,"PINTOR HUGUET, DEL            ",5,0,62
2690,"PINTOR MIR, DEL               ",6,0,114
2695,"PINTOR SOROLLA, DEL           ",4,1,59
2700,"PINTOR TORRAS, DEL            ",4,1,237
2705,"PINTOR VANCELLS, DEL          ",5,91,211
2710,"PINTOR VIVER, DEL             ",5,0,57
2715,"CA N ANGLADA, DE              ",2,1,31
2720,"PIRINEUS, DELS                ",6,1,130
2721,"PISUERGA, DEL                 ",3,0,55
2722,"PAULINA PI DE LA SERRA, DE    ",3,2,26
2725,"PITÀGORES, DE                 ",4,25,92
2730,"PIUS XI, DE                   ",1,0,30
2735,"PLA DE L AMETLLERA, DEL       ",5,0,189
2740,"CREU GRAN, DE LA              ",1,1,1
2745,"POETESSA CAPARÀ, DE LA        ",6,0,72
2750,"POMPEU FABRA, DE              ",6,1,244
2755,"PONENT, DE                    ",5,1,79
2760,"PONTS, DE                     ",6,1,33
2765,"PONTEVEDRA, DE                ",2,5,70
2770,"PORTAL NOU, DEL               ",1,2,67
2775,"PORTUGAL, DE                  ",3,1,200
2776,"PORTUGAL, DE                  ",6,1,210
2780,"PRAT DE LA RIBA, DE           ",1,0,260
2785,"PREVISIÓ, DE LA               ",2,1,1
2790,"PRIEGO, DE                    ",6,1,7
2791,"PRIMER DE MAIG, DEL           ",6,0,0
2795,"NÚRIA RIBAS, DE               ",4,1,22
2805,"PRÍNCEP DE VIANA, DEL         ",5,0,32
2810,"PRIOR TÀPIA, DEL              ",1,1,44
2820,"PROGRÉS, DEL                  ",4,1,43
2825,"PROVENÇA, DE                  ",6,0,349
2830,"PRUDÈNCIA, DE LA              ",2,2,26
2840,"PUIG NOVELL, DEL              ",1,0,63
2845,"PUIGMAL, DEL                  ",6,1,59
2855,"RACÓ, DEL                     ",1,2,27
2860,"RAGOL, DE                     ",5,6,6
2861,"RAMON BADIELLA, DE            ",,3,3
2865,"FERRAN CANYAMERES, DE         ",6,1,53
2870,"COMTE BORRELL, DEL            ",4,1,75
2871,"RAFAEL CAMPALANS, DE          ",4,1,61
2872,"RAFAEL BENET, DE              ",5,1,22
2875,"RAMÓN Y CAJAL, DE             ",1,0,253
2880,"RAMON LLULL, DE               ",4,1,171
2885,"RASA, DE LA                   ",1,1,125
2890,"RASA, DE LA                   ",1,1,7
2895,"RECTOR HOMS, DEL              ",1,1,3
2900,"RECTORIA, DE LA               ",1,1,34
2915,"RELLINARS, DE                 ",5,0,599
2920,"RENAIXEMENT, DEL              ",6,0,101
2925,"REUS, DE                      ",6,0,107
2935,"REIS CATÒLICS, DELS           ",6,1,53
2940,"RIBA, DE LA                   ",1,1,90
2945,"RICARDO CARO, DE              ",1,1,106
2950,"WAGNER, DE                    ",1,0,139
2965,"RIOJA, DE LA                  ",2,2,99
2970,"RIPOLL, DE                    ",3,0,39
2985,"ROCA I ROCA, DE               ",5,0,232
2986,"ROCAFORT, DE                  ",6,1,39
2987,"ROC BLANC, DEL                ",4,15,48
2990,"ROGER DE LLÚRIA, DE           ",3,1,231
2995,"ROIG VENTURA, DE              ",6,67,508
3000,"ROMA, DE                      ",3,1,50
3005,"JOSEP TRUETA, DE              ",4,1,134
3006,"ROSELLA, DE LA                ",5,1,14
3010,"ROSSELLÓ, DEL                 ",4,0,43
3011,"ROSER, DEL                    ",5,1,15
3012,"ROURE, DEL                    ",5,4,18
3013,"ROSSINYOL, DEL                ",3,49,79
3014,"ROSA MORA, DE                 ",5,1,1
3015,CARRETERA DE RUBÍ             ,3,0,222
3020,"RUBÍ, DE                      ",3,0,461
3021,"RUDA, DE LA                   ",5,2,2
3025,"EMILI BADIELLA, D             ",5,0,315
3030,"ROMANIA, DE                   ",3,1,19
3035,"RUTE, DE                      ",5,1,34
3040,"RUTLLA, DE LA                 ",1,1,77
3045,"SABADELL, DE                  ",5,1,40
3046,"SABADELL A MATADEPERA, DE     ",5,6,7
3050,"SAGRAMENT, DEL                ",5,1,29
3055,"SAGUNT, DE                    ",5,1,46
3060,"SALAMANCA, DE                 ",2,1,37
3065,"SAL.LARI, DE                  ",5,2,583
3070,"SALMERÓN, DE                  ",1,0,293
3075,"SALOU, DE                     ",6,1,90
3080,"SALUT, DE LA                  ",5,1,62
3085,"DOCTOR SALVÀ, DEL             ",4,0,181
3095,"SALVADOR BUSQUETS, DE         ",1,0,51
3096,"SALVADOR ESPRIU, DE           ",1,1,5
3097,"SALVADOR SEGUÍ, DE            ",4,1,24
3100,"FONT DE LA NOGUERA, DE LA     ",4,1,16
3101,"SALZE, DEL                    ",5,7,9
3102,"SÀLVIA, DE LA                 ",3,1,14
3105,"SANT AGUSTÍ, DE               ",3,1,68
3110,"SANT ANDREU, DE               ",3,1,35
3115,"SANT BERNAT, DE               ",3,1,32
3120,"SANT CARLES, DE               ",3,1,250
3125,"SANT COSME, DE                ",2,1,557
3130,"SANT CELONI, DE               ",6,1,35
3135,"SANT CRISPÍ, DE               ",2,0,291
3140,"SANT CUGAT, DE                ",6,1,38
3145,"SANT DAMIÀ, DE                ",2,0,284
3150,"SANT ELOI, DE                 ",5,0,5
3155,"SANT FELIU DE LLOBREGAT, DE   ",5,18,64
3160,"SANT FERRAN, DE               ",5,1,88
3165,"SANT FERRAN, DE               ",5,0,4
3170,"SANT HONORAT, DE              ",2,2,111
3175,"SANT JORDI, DE                ",1,0,78
3180,"SANT JOAN, DE                 ",,5,99
3185,"SANT LLORENÇ DEL MUNT, DE     ",6,0,125
3190,"SANT LLUÍS, DE                ",4,0,89
3195,"SANT MARC, DE                 ",4,0,141
3200,"SANT MATEU, DE                ",4,0,131
3205,"SANT MIQUEL, DE               ",4,0,24
3210,"SANT OLEGUER, DE              ",4,0,20
3211,"SANT OLEGUER, DE              ",,1,4
3215,"SANT PERE, DE                 ",1,1,61
3220,"SANT RAIMON DE PENYAFORT, DE  ",4,1,49
3225,"SANT RAMON, DE                ",6,1,23
3230,"SANT ANTONI, DE               ",1,0,96
3235,"SANT ANTONI M. CLARET, DE     ",1,1,107
3240,"SANT CRISTÒFOL, DE            ",1,1,87
3245,"SANT DOMÈNEC, DE              ",1,1,32
3250,"SANT FRANCESC, DE             ",1,0,96
3255,"SANT GAIETÀ, DE               ",1,1,145
3260,"SANT GENÍS, DE                ",1,2,156
3265,"SANT IGNASI, DE               ",1,1,36
3270,"SANT ILDEFONS, DE             ",1,1,37
3275,"SANT ISIDRE, DE               ",1,1,106
3280,"SANT JAUME, DE                ",1,1,65
3285,"SANT JOAN, DE                 ",1,0,99
3286,"SANT JOAN, DE                 ",1,1,6
3290,"SANT JOSEP, DE                ",1,1,83
3295,"SANT LEOPOLD, DE              ",1,12,139
3300,"SANT LLORENÇ, DE              ",1,0,179
3301,"FIÑANA, DE                    ",4,2,129
3305,"SANT MARIAN, DE               ",1,0,235
3310,"SAN MARINO, DE                ",3,2,22
3315,"SANT NEBRIDI, DE              ",1,1,63
3316,"SANT PAU, DE                  ",1,0,39
3319,"SANT QUIRZE (LF), DE          ",3,4,6
3320,"SANT QUIRZE, DE               ",1,1,102
3321,"SANT RAFAEL, DE               ",3,0,12
3325,"SANT ROC, DE                  ",1,1,66
3330,"SANT SEBASTIÀ, DE             ",3,0,285
3335,"SANT VALENTÍ, DE              ",1,1,180
3340,"SANTA CECÍLIA, DE             ",2,0,206
3345,"SANTA EULÀLIA, DE             ",3,0,451
3350,"SANTA AGNÈS, DE               ",3,1,6
3355,"SANTA LLÚCIA, DE              ",2,0,249
3360,"SANTA MAGDALENA, DE           ",6,1,80
3365,"SANTA MAGDALENA, DE           ",6,2,62
3370,"SANTA MARGARIDA, DE           ",3,0,83
3375,"SANTA MARGARIDA, DE           ",3,0,35
3380,"SANTA M. DE MAZZAREL.LO, DE   ",4,1,114
3385,"SANTA MARTA, DE               ",2,2,87
3390,"SANTA TERESA, DE              ",3,0,16
3395,"SANTANDER, DE                 ",2,1,28
3400,"SANTIAGO RUSIÑOL, DE          ",1,0,41
3405,"SANT TOMÀS, DE                ",2,0,102
3406,"POLIOL, DEL                   ",5,1,5
3407,"SARAGOSSA, DE                 ",1,1,12
3410,"SARAGOSSA, DE                 ",,1,7
3416,"SARDENYA, DE                  ",4,2,39
3417,"SATURN, DE                    ",3,1,92
3425,"SEGÒVIA, DE                   ",2,2,25
3440,"SELVA, DE LA                  ",3,1,45
3441,"SENEGAL, DEL                  ",3,2,26
3445,"SENTMENAT, DE                 ",5,1,20
3450,"SEU D URGELL, DE LA           ",6,0,43
3455,"SERRANO, DE                   ",1,0,50
3460,"SEVILLA, DE                   ",6,1,370
3465,"SICÍLIA, DE                   ",4,1,149
3470,"SIERRA NEVADA, DE             ",6,0,204
3475,"SEGLE XX, DEL                 ",3,1,16
3480,"SIL, DEL                      ",6,1,31
3485,"SIMEÓ GARCÍA, DE              ",3,1,21
3490,"SINDICAT, DEL                 ",3,1,125
3495,"SITGES, DE                    ",3,0,20
3500,"SOCIETAT, DE LA               ",1,0,28
3505,"SÒCRATES, DE                  ",4,1,26
3510,"SOL, DEL                      ",4,5,10
3515,"SOLER I DIFFENT, DE           ",4,1,60
3520,"SOLER I PALET, DE             ",1,1,25
3525,"SOLSONA, DE                   ",6,0,204
3530,"SOMETENT CASTELLA, DEL        ",5,0,203
3535,"SÒRIA, DE                     ",4,2,19
3541,"SUDAN, DEL                    ",3,1,16
3545,"SUÈCIA, DE                    ",3,1,54
3550,"SUÏSSA, DE                    ",3,1,48
3555,"SURIS, DE                     ",1,1,39
3570,"TALAMANCA, DE                 ",5,1,28
3575,"PABLO IGLESIAS,DE             ",4,1,192
3576,"TANZÀNIA, DE                  ",3,4,42
3580,"TARRAGONA, DE                 ",6,0,234
3585,"TÀRREGA, DE                   ",6,2,139
3590,"TEATRE, DEL                   ",1,1,8
3591,"TEIDE, DEL                    ",5,1,7
3600,"FREDERIC MOMPOU, DE           ",6,1,41
3601,"TECNOLOGIA, DE LA             ",3,1,20
3605,"TER, DEL                      ",3,1,46
3610,"TERQUE, DE                    ",5,0,146
3615,"TEROL, DE                     ",1,1,16
3616,"TÈXTIL, DEL                   ",3,20,60
3620,"TIBIDABO, DEL                 ",6,1,69
3621,"TIL.LA, DE LA                 ",5,1,10
3625,"TOBELLA PI DE LA SERRA, DE    ",1,1,17
3630,"TOPETE, DE                    ",1,1,175
3635,"TORDERA, DE LA                ",6,0,52
3636,"TORMES, DEL                   ",3,1,9
3640,"TORRE, DE LA                  ",1,1,25
3641,"TORRE DEL CASTELL-PALAU, DE LA",1,3,8
3645,"ANTONI TORRELLA, D            ",4,0,271
3646,"CAN TORRELLA, DE              ",3,0,2
3650,"TORRENT, DEL                  ",5,1,166
3655,"TORRENT DE VALLPARADÍS, DEL   ",3,1,57
3660,"FONTS, DE LES                 ",3,1,14
3665,"TORRENT D EN PERE PARRES, DEL ",1,0,130
3670,"TORTOSA, DE                   ",6,3,121
3675,"TOSSA, DE                     ",6,14,14
3676,"TRAMUNTANA, DE LA             ",6,1,51
3680,TRANSVERSAL                   ,5,0,318
3681,"TET, DE LA                    ",6,3,31
3685,"JOSEP RIGOL I FORNAGUERA, DE  ",1,1,19
3690,"TRÈVOL, DEL                   ",3,1,31
3695,"CATORZE D ABRIL, DEL          ",4,1,42
3700,"TREMP, DE                     ",3,7,11
3701,"TRES PINS, DELS               ",3,0,3
3705,"TRIOMF, DEL                   ",5,1,42
3710,"TULIPA, DE LA                 ",3,1,19
3711,"TUNÍSIA, DE                   ",3,1,65
3715,"TÚRIA, DEL                    ",3,0,3
3720,"UBACH I SOLER, D              ",5,0,19
3725,"ÚBEDA, D                      ",5,1,43
3730,"ULLASTRELL, D                 ",6,0,53
3740,"UNIÓ, DE LA                   ",1,1,122
3745,URBANO F                      ,1,1,53
3750,"URQUINAONA, D                 ",1,8,109
3755,"VACARISSES, DE                ",5,2,13
3760,"VALÈNCIA, DE                  ",4,1,7
3761,"VALENTÍ ALMIRALL, DE          ",4,1,24
3765,"VALIRA, DE LA                 ",6,1,8
3770,"VALL, DEL                     ",1,1,75
3780,"VALLDOREIX, DE                ",3,1,16
3785,"VALLÈS, DEL                   ",3,0,925
3786,"VALLESPIR, DEL                ",6,4,26
3795,"VALLHONRAT, DE                ",1,1,47
3800,"VALLPARADÍS, DE               ",1,0,161
3810,"VALLS, DE                     ",3,0,127
3825,"VÁZQUEZ DE MELLA, DE          ",4,1,38
3830,"VELÁZQUEZ, DE                 ",4,0,127
3835,"VÉLEZ RUBIO, DE               ",5,1,34
3840,VELLA                         ,1,0,20
3845,"VENDRELL, DEL                 ",6,2,128
3850,"VENÈCIA, DE                   ",1,0,3
3856,"VENUS, DE                     ",3,1,104
3860,"VINT-I-DOS DE JULIOL, DEL     ",5,0,911
3865,"VINT-I-CINC DE SETEMBRE, DEL  ",6,0,50
3875,"VIC, DE                       ",3,3,15
3880,"VIELLA, DE                    ",6,1,11
3885,"VENT, DEL                     ",3,0,8
3890,"VIGO, DE                      ",2,0,71
3891,"VIGO, DE                      ",2,1,31
3895,"VILADECAVALLS, DE             ",5,0,27
3900,"VILANOVA I LA GELTRÚ, DE      ",5,9,12
3905,"VILARDELL, DE                 ",2,0,13
3910,"VILELLA, DE                   ",6,1,27
3915,"VILA NOVA, DE LA              ",1,2,27
3920,"VILAFRANCA DEL PENEDÈS, DE    ",5,2,23
3925,"VINARÒS, DE                   ",4,5,19
3930,"VINYALS, DE                   ",1,0,188
3935,"VIOLINISTA VELLSOLÀ, DE       ",1,3,52
3940,"M.D. DE LAS ANGUSTIAS, DE LA  ",2,0,164
3945,"MARE DE DÉU DEL CARME, DE LA  ",2,1,119
3950,"M.D. DELS DESEMPARATS, DE LA  ",2,9,39
3955,"MARE DÉU DE L ESPERANÇA, DE LA",2,1,114
3960,"MARE DE DÉU DE LA LLUM, DE LA ",2,1,114
3965,"MARE DE DÉU DEL MAR, DE LA    ",2,0,135
3970,"MARE DE DÉU DE LES NEUS, DE LA",2,2,113
3975,"MARE DE DÉU DEL PILAR, DE LA  ",1,20,76
3980,"MARE DE DÉU DEL SOCORS, DE LA ",2,0,142
3985,"VIVERET, DEL                  ",1,4,192
3990,"BISCAIA, DE                   ",2,2,77
3995,"VOLTA, DE                     ",4,0,241
3996,"VOLUNTARIS, DELS              ",5,2,131
4000,"JOSEP MARIMON, DE             ",5,0,41
4005,"WALT DISNEY, DE               ",3,0,30
4010,"WATT, DE                      ",4,0,190
4011,"ANOIA, DE L                   ",3,1,27
4012,"LLOBREGAT, DEL                ",3,1,36
4015,"WILSON, DE                    ",3,1,89
4016,"XALOC, DEL                    ",6,1,6
4020,"ZAMORA, DE                    ",2,1,50
4025,"SARAGOSSA, DE                 ",2,2,54
4030,"ZULOAGA, DE                   ",3,1,19
4035,"50 A, DE                      ",,0,0
4050,CAN PARELLADA                 ,3,0,243
4051,IND. DE SANTA MARGARIDA       ,3,0,11
4052,"SABADELL A LA MANCOMUNITAT, DE",2,0,23
4056,"LES MARTINES, DE              ",4,0,999
4057,"LES MARTINES, DE              ",4,0,1018
4058,"LES CARBONELLES, DE           ",4,0,133
4060,CA N AMAT DE LA MUNTANYA      ,5,0,3
4061,CAN FONOLLET                  ,3,1,4
4062,"CAN MATA, DE                  ",4,1,19
4063,"CAN MISSERT, DE               ",4,0,3
4066,EL SOSIEGO                    ,,0,209
4067,CAMINO VIEJO VAC.             ,,3,4
4070,LA PINEDA                     ,5,1,62
4071,CAN COLOMER                   ,5,0,4
4072,"ALBERG INFANTIL, DE L         ",5,1,6
4073,"MAS ESCAIOL, DEL              ",5,11,11
4074,CAN CARBONELL                 ,5,0,8
4075,FONT DE L ESPARDENYERA        ,6,1,12
4077,PLA DEL BON AIRE              ,5,0,3
4079,"CAN MATIES, DE                ",,1,1
4082,TORRE MOSSÈN HOMS             ,5,1,11
4084,CAN CANDI                     ,5,0,0
4085,CAN CARDÚS                    ,,1,1
4086,CAN MONTLLOR                  ,5,0,2
4089,LA BETZUCA                    ,5,0,11
4090,CAN SALES                     ,5,0,9
4091,HOSPITAL TÒRAX                ,5,0,0
4093,CAN POAL                      ,5,0,4
4094,CAN BONDIA                    ,5,0,3
4095,VIVENDES  MOPU - MANCOMUNITAT ,2,1,5
4096,"GRÍPIA, DE LA                 ",6,1,19
4097,CEMENTIRI                     ,1,0,60
4098,TORREBONICA                   ,2,0,10
4099,CAN BOGUNYÀ                   ,5,1,2
4100,PLA DE LA GUITARD             ,4,5,13
4102,CAN BADIELLA                  ,3,0,1
4103,ELS BELLOTS                   ,3,0,41
4104,GRANJA TORRE-SANA             ,,0,144
4105,"QUATRE VENTS, ELS             ",4,0,2
4106,TORRE ALAVEDRA                ,2,0,5
4108,VIL.LA FAUSTINA               ,5,0,1
4116,"NÀPOLS, DE                    ",4,1,37
4117,"TALAMANCA, DE                 ",5,0,41
4118,"FONT, DE LA                   ",6,1,15
4119,"CAN CARBONELL, DE             ",5,0,77
4125,"CAN FARCAN, DE                ",3,1,358
4170,IND. DE LES GLÒRIES CATALANES ,3,0,0
4180,NACIONAL 150                  ,3,14,20
4990,"ESCULTORA, DE L               ",5,4,8
5001,INDEPENDÈNCIA                 ,1,1,904
5002,SANT PERE                     ,5,0,131
5003,CRTA. CASTELLAR               ,1,2,2
5004,GR.SANT LLORENÇ               ,6,0,132
5005,GR.MONTSERRAT                 ,2,0,40
5006,PLA DEL CIRE                  ,5,1,1
5008,"CAN JOFRESA, DE               ",3,1,92
5009,"CAN TUSELL, DE                ",6,0,1
5011,"AJUNTAMENT, DE L              ",1,1,197
5013,"TREN DE BAIX, DEL             ",3,10,193
5014,CAN BONVILAR                  ,5,1,1
5015,CAN CASANOVES                 ,3,1,1
5016,"FONT DEL COMÚ, DE LA          ",1,3,3
5017,CAN COSTA                     ,4,1,1
5018,"SANT JORDI, DE                ",4,0,96
5019,"VALLPARADÍS, DE               ",1,1,3
5100,"CA N AMAT, DE                 ",3,1,36
5102,"MATADEPERA, DE                ",5,7,41
5104,"ALGÈRIA, D                    ",3,1,61
5500,"FOC, DEL                      ",3,1,8
5501,"AIRE, DE L                    ",3,0,72
5502,"AIGUA, DE L                   ",3,4,32
5503,"TERRA, DE LA                  ",3,0,73
5504,"CAN PALET, DE                 ",3,1,1
5505,"JOAN ARTIGUES, DE             ",5,1,21
5506,"TERRASSA INDUSTRIAL, DE LA    ",3,1,6
5507,"ROSA SABATER, DE              ",6,1,1
5508,VELL D ULLASTRELL             ,4,0,44
5509,"TORRENT DEL SALT, DEL         ",4,1,68
5510,"FONT DEL FERRO, DE LA         ",4,1,16
5511,"TORRENT FONDO, DEL            ",4,1,31
5512,"VISTA ALEGRE, DE              ",4,1,166
5513,"SANT JERONI, DE               ",4,2,43
5514,"PAU, DE LA                    ",4,1,1
5515,"ÀLIGA, DE L                   ",4,1,42
5516,"ALOSA, DE L                   ",4,1,12
5517,"ASTOR, DE L                   ",4,1,32
5518,"BALLESTER, DEL                ",4,1,14
5519,"CADERNERA, DE LA              ",4,1,52
5520,"ESTORNELL, DE L               ",4,1,37
5521,"FALCIOT, DEL                  ",4,9,85
5522,"GAVINA, DE LA                 ",4,2,19
5524,"MALLERENGA, DE LA             ",4,1,77
5525,"MERLA, DE LA                  ",4,2,17
5526,"MUSSOL, DEL                   ",4,1,35
5527,"ORENETA, DE L                 ",4,2,46
5528,"PARDAL, DEL                   ",4,2,24
5529,"PERDIU, DE LA                 ",4,1,14
5530,"PIGOT, DEL                    ",4,1,66
5531,"PINSÀ, DEL                    ",4,1,45
5532,"PUPUT, DE LA                  ",4,1,37
5533,"TALLAROL, DEL                 ",4,2,6
5534,"TORD, DEL                     ",4,1,37
5535,"TÓRTORA, DE LA                ",4,2,20
5536,"TUDÓ, DEL                     ",4,1,39
5537,"XORIGUER, DEL                 ",4,1,21
5538,"XOT, DEL                      ",4,1,66
5539,"CAN CONILLER, DE              ",2,3,30
5540,"CATALANS, DELS                ",1,0,1
5541,"AGUSTÍ BARTRA, D              ",5,1,10
5543,"CONSTITUCIÓ, DE LA            ",6,1,7
5544,"ASSEMBLEA DE CATALUNYA, DE L  ",4,1,5
5550,"CAN BOADA, DE                 ",5,3,40
5551,"ANÒNIMA, DE L                 ",4,1,1
5552,"FILATURA, DE LA               ",4,1,15
5553,"TINT, DEL                     ",4,1,10
5555,"CAN BARBA, DE                 ",3,1,1
5556,MANCOMUNITAT                  ,2,1,11
5557,"TORREBONICA, DE               ",2,1,5
5558,"CAN CANYA, DE                 ",2,1,1
5559,CASETES DE L ESTACIÓ          ,5,1,12
5560,CAN PETIT                     ,5,1,1
5561,"CASA DE LA PINEDA, DE LA      ",5,28,63
5562,"SERRA,DE LA                   ",5,1,40
5563,"CAUS, DELS                    ",5,1,3
5564,"PINETONS, ELS                 ",5,1,83
5565,"ARBÚCIES, D                   ",5,2,12
5566,"CULTURA, DE LA                ",5,1,10
5567,"DONA, DE LA                   ",1,1,1
5568,"CA N ARNELLA, DE              ",5,1,1
5569,"SANATORI, DEL                 ",5,1,11
5570,CAN CANDI                     ,5,1,10
5571,MONREPÒS                      ,5,1,1
5572,"CAN BOGUNYÀ, DE               ",5,1,15
5573,"NORD,  DEL                    ",5,1,11
5574,CENTRAL DEL VALLÈS            ,2,1,61
5575,CAN PARELLADA                 ,3,1,51
5576,"JACINT MORERA, DE             ",5,1,22
5577,"ROSA TURU, DE                 ",5,1,1
5578,"NACIONS, DE LES               ",2,10,84
5579,"EXTREMADURA, D                ",2,1,30
5580,"NAVARRA, DE                   ",2,1,22
5581,"CANTÀBRIA, DE                 ",2,1,13
5582,"PLA DE LA CORNETA, DEL        ",2,1,1
5583,"QUADRA DE VALLPARADÍS, DE LA  ",1,1,1
5584,"VALENTÍ ALAGORDA, DE          ",4,1,10
5585,"MIG, DEL                      ",4,1,32
5587,"RAJOLERS, DELS                ",4,1,50
5588,"CAMP DEL ROURE, DEL           ",2,2,91
5589,"PEDRAFORCA, DEL               ",6,1,50
5590,"MOIXERÓ, DEL                  ",6,1,50
5591,"MONTSIÀ, DEL                  ",6,1,38
5592,"FONT I SAGUÉ, DE              ",6,1,75
5593,"AVENC DEL DAVÍ, DE L          ",6,1,45
5594,"PUIGBARRAL, DE                ",6,7,48
5595,"AURORA BERTRANA, D            ",3,1,81
5596,"CATERINA ALBERT, DE           ",3,1,51
5597,"MARGARIDA XIRGU, DE           ",3,1,5
5598,"ROSA SENSAT, DE               ",3,1,3
5599,"MARIA VERGER, DE              ",3,1,24
5600,"LOLA ANGLADA, DE              ",3,1,25
5601,HIPERMERCAT CAN PARELLADA     ,3,0,30
5602,POLÍGON INDUSTRIAL COLOM II   ,3,0,48
5603,POLÍGON IND. GLÒRIES CATALANES,3,15,15
5605,"LLETRES, DE LES               ",1,1,19
5606,"MARIE CURIE, DE               ",3,1,17
5608,"DORÉ, DEL                     ",4,1,1
5609,"AIGUA, DE L                   ",5,1,1
5610,ROMEU DE MONTSERRAT           ,5,5,90
5611,CAN FONT DE GAIÀ              ,5,1,5
5612,CA N AMAT DE LES FARINES      ,3,1,7
5613,"CAN FONT DE GAIÀ, DE          ",5,1,5
5614,"JOAN COROMINES, DE            ",1,2,10
5615,"ANDALUSIA, D                  ",5,1,2
5616,LA FLORIDA                    ,5,1,1
5617,"MARTÍ ALEGRE, DE              ",1,1,16
5618,"FRANCESC CATALÀ-ROCA, DE      ",1,2,12
5619,"JOAQUIM FOLGUERA, DE          ",1,1,1
5620,"RICARD CAMÍ, DE               ",1,1,2
5621,"CIPRIANO GARCÍA, DE           ",6,1,1
5624,"DRETS HUMANS, DELS            ",1,1,4
5625,"BADAJOZ, DE                   ",2,2,12
5626,"SANT MUÇ, DE                  ",4,2,27
5627,"TORRE IBÈRICA, DE LA          ",4,1,16
5628,"PUIG DEL CANYET, DEL          ",4,1,6
5629,"PUIG DE VIASTRELLA, DEL       ",4,1,23
5630,"CAMÍ DE LA CREU DE CONILL, DEL",4,1,154
5631,"MAS ARÚS, DEL                 ",4,1,8
5632,"TORRENT DE CAN GUITARD, DEL   ",4,1,130
5633,"FONT DEL MOREU, DE LA         ",4,5,32
5634,"MARTINES, DE LES              ",4,48,506
5635,"FONT DE PAU BOADA, DE         ",4,2,28
5636,"TORRENT DE MONTCAI, DEL       ",4,6,24
5637,"MAS DE MIRESSES, DEL          ",4,3,38
5638,"FONT DE LA PLATA, DE LA       ",4,7,10
