COGNOM1,ANY_NAIXEMENT,SEXE,TOTAL
DIONIS,2006,H,1
MAR,2006,D,1
OZTURK,2006,D,1
ADLER,2006,D,1
SALAS,2006,D,1
CEBALLOS,2006,H,1
CEDEÑO,2006,D,1
ADMAUZ,2006,H,1
AMAT,2006,D,1
BALLBE,2006,D,1
ARREGUI,2006,D,1
AL MESKIN,2006,D,1
PUJOLAR,2006,D,1
RAHHALI HADDACHI,2006,D,1
BROPHY,2006,D,1
REILOBA,2006,H,1
BELARBI,2006,H,1
PRAT,2006,H,1
ROSAURA,2006,D,1
WADE,2006,D,1
MIÑO,2006,H,1
RUBI,2006,D,1
EL KOURCHI,2006,H,1
LACHHEB,2006,D,1
MBAYE,2006,D,1
VERGES,2006,H,1
MOREJON,2006,H,1
DAVI,2006,H,1
BAETA,2006,H,1
ALVAREZ,2006,D,1
EL KOURCHI,2006,D,1
AMAGTIR,2006,H,1
BAYO,2006,H,1
ARRAIS,2006,D,1
EN NOUIDY,2006,H,1
CASTILLO,2006,D,1
GONZALO,2006,D,1
JENSEN,2006,H,1
FERNÁNDEZ,2006,H,1
MURCIA,2006,D,1
MARCOS,2006,H,1
NOGUES,2006,D,1
TIRES,2006,D,1
PUERTAS,2006,H,1
GARROCHENA,2006,D,1
CARRION,2006,H,1
ZAPATA,2006,D,1
ARTIGAS,2006,H,1
GUILLEN,2006,D,1
SALVADO,2006,H,1
MACARRO,2006,H,1
DE LAROSA,2006,D,1
GEMAR,2006,D,1
BRETONES,2006,D,1
CANTERO,2006,D,1
PRIETO,2006,H,1
COT,2006,H,1
URREA,2006,H,1
CARREÑO,2006,D,1
JUNYENT,2006,D,1
PEDRERA,2006,H,1
NAVACERRADA,2006,H,1
CLIMENT,2006,H,1
LEVANTE,2006,H,1
LINARES,2006,H,1
POZUELO,2006,H,1
CAMPDERROS,2006,H,1
TORNER,2006,H,1
VERDEZOTO,2006,H,1
BENALAL,2006,D,1
EL HAJJAM,2006,H,1
SAUMELL,2006,D,1
MIRA,2006,H,1
MAJJAT,2006,D,1
QUINTEROS,2006,H,1
ARTETA,2006,H,1
PARDILLOS,2006,D,1
ERREYES,2006,H,1
ZOUID,2006,D,1
DE JESUS,2006,D,1
LADERO,2006,H,1
CABOT,2006,H,1
LESOUQUET,2006,H,1
JUSTA,2006,H,1
LORDAN,2006,H,1
FRIAS,2006,H,1
CAMARA,2006,D,1
PUJOLA,2006,D,1
BOZA,2006,D,1
CASTELLS,2006,D,1
CAROL,2006,D,1
BUENO,2006,D,1
TORRADO,2006,H,1
CORRAL,2006,D,1
LLORENS,2006,H,1
AMORAGA,2006,D,1
CASTRILLO,2006,D,1
LAVADO,2006,D,1
CASANOVAS,2006,H,1
DOBRA,2006,H,1
LMADANI,2006,D,1
BELLO,2006,D,1
RUBIO,2006,D,1
QUIRANTE,2006,H,1
ALMONTE,2006,H,1
BURGAYA,2006,D,1
VENTOSA,2006,D,1
CHAOUI,2006,H,1
LARIOS,2006,D,1
LAKHMIRA,2006,H,1
HAMDA,2006,H,1
ESPINOSA,2006,H,1
DELCOR,2006,D,1
ROIG,2006,H,1
CID,2006,H,1
BERKANI,2006,D,1
TARIN,2006,H,1
DIOP,2006,H,1
CARRERA,2006,D,1
BOUSSOF,2006,D,1
SARHIR,2006,H,1
LOMAS,2006,D,1
ELVIRA,2006,D,1
APARICIO,2006,D,1
HANINY,2006,H,1
QUESADA,2006,D,1
COLLADO,2006,D,1
JORDAN,2006,H,1
FLORES,2006,D,1
BENSAID,2006,H,1
ZHOU,2006,D,1
CHAQFI,2006,H,1
SOTERAS,2006,D,1
PACHON,2006,H,1
ROUIZI,2006,H,1
BERNABEU,2006,H,1
ABAD,2006,H,1
RIDER,2006,D,1
SAMADI,2006,H,1
BANBRAHIM,2006,D,1
ALCALA,2006,H,1
LASTRA,2006,D,1
VERDAGUER,2006,H,1
TRULLAS,2006,H,1
MOSCOSO,2006,D,1
MERCHAN,2006,H,1
BOUGHLALA,2006,H,1
BECERRA,2006,D,1
BAQUERO,2006,H,1
MARAÑON,2006,D,1
EL BERKAOUI,2006,D,1
MURRAY,2006,D,1
CASTELLANOS,2006,D,1
ITURBURO,2006,H,1
CAMPAS,2006,D,1
SOLER,2006,H,1
GALVE,2006,D,1
TORRIJOS,2006,D,1
TUNKARA,2006,D,1
DEVESA,2006,D,1
YESTE,2006,D,1
SOLANO,2006,H,1
BARRERO,2006,D,1
MARCER,2006,H,1
FARRENY,2006,H,1
MAXIMO,2006,H,1
IDDAR,2006,H,1
DE LA CUEVA,2006,D,1
BERCERO,2006,H,1
DE JUAN,2006,D,1
BARRAU,2006,D,1
HAVELKA,2006,D,1
KARKOURI,2006,D,1
MACAS,2006,D,1
EL BOUCHAIBI,2006,H,1
KOCI,2006,H,1
BENALI,2006,D,1
CRISTEA,2006,D,1
OLMEDO,2006,H,1
AHARCHAOU,2006,H,1
CUSIDO,2006,D,1
PADROS,2006,H,1
AHMINA,2006,H,1
CABAÑERO,2006,H,1
TURNE,2006,D,1
ABERRADA,2006,H,1
LEAL,2006,D,1
NEBOT,2006,D,1
COLOMINA,2006,D,1
CARDUS,2006,D,1
CANALIS,2006,D,1
ARTES,2006,D,1
GILABERT,2006,H,1
CREUS,2006,D,1
BADANIN,2006,H,1
ELVIRA,2006,H,1
MOLINA,2006,D,1
PRIEGO,2006,D,1
SERNA,2006,D,1
YESTE,2006,H,1
SAOU,2006,D,1
CHOI,2006,H,1
BOULAICH,2006,H,1
BERMUDEZ,2006,D,1
BELKAMLA,2006,H,1
DE LOS SANTOS,2006,D,1
AGUDO,2006,H,1
KRIMI,2006,H,1
EL HJEOUE,2006,D,1
BURNAO,2006,H,1
LLAGOSTERA,2006,D,1
MONTES,2006,H,1
EL ADDI,2006,D,1
CAIXAS,2006,H,1
SUERO,2006,D,1
ANTOLI,2006,D,1
EDO,2006,D,1
CASTELLO,2006,H,1
PERARNAU,2006,D,1
CUERPO,2006,D,1
EJJAA,2006,D,1
BALLESTAR,2006,D,1
PABLOS,2006,D,1
EL ABBADY,2006,D,1
MONDELO,2006,D,1
HAMMOU HAOICHA,2006,H,1
ADLER,2006,H,1
RATIB,2006,H,1
CALERO,2006,H,1
ABGHI,2006,H,1
ABAD,2006,D,1
MARITNEZ,2006,D,1
COLOMA,2006,D,1
SEGHESSO,2006,D,1
SALAVARRIA,2006,H,1
PINILLA,2006,H,1
HUERTA,2006,D,1
FELIPE,2006,H,1
VALCARCEL,2006,H,1
GAVILANEZ,2006,H,1
ROPERO,2006,H,1
RUZ,2006,D,1
MASOLIVER,2006,H,1
GUIRASSY,2006,H,1
NILO,2006,D,1
NAVAU,2006,H,1
EL GARRAB,2006,D,1
HAMAD,2006,H,1
GARRETA,2006,H,1
LORENZO,2006,H,1
UREÑA,2006,D,1
BOLADO,2006,D,1
NIGROU,2006,H,1
GIJON,2006,H,1
PINO,2006,D,1
CHUCARE,2006,H,1
SETO,2006,D,1
YUBERO,2006,D,1
NUÑEZ,2006,H,1
MEDEIROS,2006,H,1
HERNANDO,2006,D,1
CHAMATI,2006,H,1
NIANG,2006,H,1
LAS HERAS,2006,D,1
SAFONT,2006,D,1
ESCOBAR,2006,H,1
ARMENGOL,2006,H,1
EL HAMMOUTI,2006,H,1
ANGUITA,2006,D,1
DE ROBBIO,2006,D,1
DOUNANI,2006,H,1
DUBA,2006,D,1
ALJAMA,2006,H,1
BAKHOUTI,2006,D,1
CAÑAS,2006,D,1
ZOLJAMI,2006,D,1
CARBO,2006,D,1
NIANG,2006,D,1
EL HASSNAOUI,2006,H,1
VANCELLS,2006,D,1
PARRAGA,2006,H,1
SALIDO,2006,H,1
PALET,2006,D,1
DUEÑAS,2006,H,1
PUEYO,2006,H,1
CUNILL,2006,D,1
CARNE,2006,H,1
RINCON,2006,D,1
ESTEBAN,2006,H,1
BOUFOUSS,2006,D,1
RIVAS,2006,D,1
ESCRIBANO,2006,H,1
QUIROS,2006,H,1
BENITO,2006,H,1
VALCARCE,2006,D,1
VALDIVIA,2006,D,1
CANALS,2006,D,1
CORDERO,2006,D,1
MIRANDA,2006,H,1
DEVANT,2006,D,1
ARMENGOL,2006,D,1
PALOMA,2006,D,1
SORIA,2006,D,1
TAMAYO,2006,D,1
PINO,2006,H,1
DUASO,2006,D,1
TERNS,2006,H,1
JI,2006,H,1
VALLMITJANA,2006,H,1
FOLCH,2006,H,1
MARDARI,2006,H,1
CALANDRIA,2006,H,1
CONTE,2006,D,1
ARDANAZ,2006,D,1
COMAS,2006,D,1
LAO,2006,H,1
CHARROUF,2006,D,1
ESPOLET,2006,D,1
CARRERAS,2006,H,1
SERRES,2006,D,1
PARDO,2006,H,1
EL HARRAK,2006,H,1
ZHENG,2006,H,1
MAYOR,2006,D,1
GIRONA,2006,D,1
KHADAMA,2006,H,1
SERO,2006,D,1
MESA,2006,H,1
MOIX,2006,D,1
CADAFALCH,2006,D,1
SEGUER,2006,D,1
ALBA,2006,D,1
HITA,2006,H,1
MERIDA,2006,D,1
RAMON,2006,D,1
PELAEZ,2006,D,1
ALCOCER,2006,H,1
REY,2006,D,1
VASQUEZ,2006,H,1
AMOR,2006,H,1
PUJOL,2006,D,1
POLANCO,2006,D,1
GRACIA,2006,D,1
FABREGAT,2006,D,1
BALADA,2006,H,1
SANTANDER,2006,D,1
MOULOUD,2006,D,1
RIVAS,2006,H,1
TORCAL,2006,D,1
NAVAS,2006,H,1
EL KHARROUBI,2006,D,1
MONTIEL,2006,D,1
EL FAHIL,2006,H,1
MOUKA,2006,D,1
MTIRI,2006,H,1
PEREA,2006,H,1
KALEB,2006,H,1
FERRARA,2006,D,1
MONTORO,2006,H,1
BEN EL BASRA,2006,H,1
TALAVERO,2006,H,1
DIOUF,2006,D,1
LAMHALI,2006,D,1
BLESA,2006,H,1
PAIZ,2006,H,1
TEZANOS,2006,H,1
REBOREDA,2006,H,1
CALPENA,2006,D,1
OULED CHAIB,2006,D,1
DUQUE,2006,H,1
CAÑADAS,2006,H,1
GE,2006,H,1
BENSLIMAN,2006,H,1
COSANO,2006,D,1
FUENTES,2006,H,1
CASTANY,2006,D,1
MASAADI,2006,D,1
RIGOLA,2006,D,1
MARFIL,2006,D,1
HAJJI,2006,D,1
RASTRERO,2006,D,1
TAJNI,2006,H,1
ESCOLA,2006,H,1
DURLESCU,2006,H,1
EL BOUZIANI,2006,H,1
BANLAHSAN,2006,D,1
MARRÓN,2006,H,1
CASTRO,2006,D,1
KERDADI,2006,D,1
MTIGUI,2006,H,1
HOYAS,2006,D,1
GHAMMARI,2006,D,1
ALMAREZ,2006,H,1
ROMEU,2006,D,1
REYNAL,2006,H,1
SALLOUJI,2006,D,1
LUNA,2006,H,1
BLANQUER,2006,H,1
ODENA,2006,H,1
MAJJAT,2006,H,1
MERCHAN,2006,D,1
HALHOUL,2006,H,1
VALENZUELA,2006,D,1
SABADELL,2006,H,1
CLAVIJOS,2006,H,1
PERALES,2006,D,1
REBIBO,2006,D,1
AHAYAT,2006,D,1
LUENGO,2006,D,1
MESURADO,2006,H,1
ERRAR,2006,D,1
LLOP,2006,H,1
NEGROU,2006,H,1
MARGALEF,2006,D,1
ZAIME,2006,H,1
VIÑAS,2006,D,1
TOLL,2006,H,1
VISCONTI,2006,H,1
MORTES,2006,H,1
FRIAS,2006,D,1
PANCORBO,2006,H,1
ALGABA,2006,D,1
BENLAFKEH,2006,D,1
CHALER,2006,H,1
DAURA,2006,H,1
RICO,2006,H,1
EL HARAK,2006,H,1
SALAMO,2006,D,1
CARRILERO,2006,H,1
GHRIB,2006,D,1
FALL,2006,H,1
TAIBI,2006,D,1
MARINO,2006,H,1
BURK,2006,H,1
EL HLIMI,2006,H,1
CENTELLES,2006,H,1
EL ISSATY,2006,D,1
SOJO,2006,D,1
PORTO,2006,D,1
CANALEJO,2006,H,1
EL MESELLEK,2006,H,1
OKELE,2006,H,1
CANTERO,2006,H,1
CATAÑO,2006,H,1
BENYI,2006,D,1
EL BARKI,2006,H,1
GUERRERO,2006,D,1
JAQUEZ,2006,D,1
VICIANA,2006,H,1
LAHRAOUNI,2006,D,1
HIMI,2006,H,1
SABATE,2006,H,1
BAULENAS,2006,H,1
ROURA,2006,D,1
DAGOU,2006,H,1
EL HADRI,2006,H,1
ROS,2006,D,1
FABRE,2006,H,1
MARRON,2006,H,1
FORTEA,2006,H,1
SERVITJE,2006,H,1
JOVER,2006,D,1
SARRASECA,2006,H,1
KHARBACH,2006,D,1
IRURTIA,2006,H,1
MORGADES,2006,H,1
MALLEN,2006,H,1
JULIA,2006,D,1
CODINA,2006,D,1
AZZEDINE,2006,H,1
DOUNANI,2006,D,1
BUXAUS,2006,H,1
MOYA,2006,H,1
BOUCHANNA,2006,H,1
JULIAN,2006,H,1
PULGARIN,2006,H,1
BUENAVENTURA,2006,D,1
RIBERA,2006,D,1
CASTAÑEDA,2006,H,1
VALLEDOR,2006,H,1
LLANOS,2006,D,1
PORT,2006,D,1
BEDRAOUI,2006,D,1
MAHMOUDI,2006,D,1
CALVENTE,2006,H,1
QUERALT,2006,D,1
SAAVEDRA,2006,D,1
HABLILI,2006,D,1
ZATIOU,2006,D,1
SARMIENTO,2006,D,1
PACHON,2006,D,1
BOUSAID,2006,D,1
GUITART,2006,H,1
ECHEVERRIA,2006,D,1
ALBALAT,2006,D,1
LUPIAÑEZ,2006,D,1
AGELL,2006,H,1
SEQUERA,2006,D,1
GARCIA,2005,H,37
MARTINEZ,2005,D,34
LOPEZ,2005,H,29
MARTINEZ,2005,H,26
GARCIA,2005,D,25
GONZALEZ,2005,H,22
RODRIGUEZ,2005,D,22
SANCHEZ,2005,H,21
SANCHEZ,2005,D,21
GONZALEZ,2005,D,21
LOPEZ,2005,D,21
PEREZ,2005,H,18
JIMENEZ,2005,H,17
HERNANDEZ,2005,H,15
RUIZ,2005,H,15
FERNANDEZ,2005,D,14
FERNANDEZ,2005,H,14
RODRIGUEZ,2005,H,13
MORENO,2005,H,13
MUÑOZ,2005,D,12
MARTIN,2005,H,12
RAMIREZ,2005,H,12
GOMEZ,2005,H,11
MARTIN,2005,D,10
GOMEZ,2005,D,10
DIAZ,2005,H,9
HERNANDEZ,2005,D,9
MUÑOZ,2005,H,9
DIAZ,2005,D,9
PEREZ,2005,D,9
MOLINA,2005,H,8
TORRES,2005,H,8
FERRER,2005,H,7
CASTRO,2005,H,7
ORTEGA,2005,H,7
JIMENEZ,2005,D,7
ORTIZ,2005,D,7
MORALES,2005,D,7
RUBIO,2005,H,6
NAVARRO,2005,H,6
RUIZ,2005,D,6
MOLINA,2005,D,5
SOLER,2005,D,5
AGUILAR,2005,H,5
MORENO,2005,D,5
SOLA,2005,H,5
GIL,2005,D,5
NAVARRO,2005,D,5
RAMOS,2005,D,5
ROJAS,2005,H,5
CANO,2005,H,5
PLAZA,2005,D,5
ALVAREZ,2005,H,5
MARIN,2005,H,5
SANTIAGO,2005,H,5
LÓPEZ,2005,D,4
VERA,2005,D,4
LARA,2005,H,4
SORIANO,2005,H,4
CORTES,2005,D,4
ALCANTARA,2005,D,4
GIL,2005,H,4
AGUILERA,2005,D,4
PUIG,2005,D,4
ALONSO,2005,D,4
ARENAS,2005,H,4
ROCA,2005,H,4
NIETO,2005,D,4
PUIG,2005,H,4
ROMERO,2005,D,4
CARMONA,2005,H,4
GALVEZ,2005,H,4
LEON,2005,H,4
SORIANO,2005,D,4
FUENTES,2005,D,4
ORTIZ,2005,H,4
PLAZA,2005,H,4
JURADO,2005,D,4
CASTRO,2005,D,4
TAPIA,2005,H,3
MOYA,2005,D,3
RIERA,2005,H,3
AGUDO,2005,D,3
ROJAS,2005,D,3
SALVADOR,2005,D,3
CORTES,2005,H,3
MARTOS,2005,H,3
LUNA,2005,H,3
ABAD,2005,D,3
LUQUE,2005,D,3
OSUNA,2005,H,3
VEGA,2005,D,3
ROMAN,2005,D,3
PASTOR,2005,D,3
BOSCH,2005,D,3
GUTIERREZ,2005,D,3
ANTON,2005,D,3
SALAZAR,2005,H,3
CABALLERO,2005,H,3
VALLES,2005,D,3
CABRERA,2005,H,3
MARTI,2005,H,3
SEGOVIA,2005,D,3
ORTEGA,2005,D,3
EXPOSITO,2005,H,3
GUTIERREZ,2005,H,3
MORALES,2005,H,3
COLLADO,2005,D,3
EL HAJJAM,2005,H,3
ESTEBAN,2005,H,3
VELA,2005,D,3
MOHAMED,2005,H,3
VILA,2005,H,3
AGUILERA,2005,H,3
HABLILI,2005,D,3
REYES,2005,D,3
ORDOÑEZ,2005,H,3
CAMPOS,2005,H,3
CABELLO,2005,H,3
PONS,2005,D,3
VAZQUEZ,2005,D,3
FERRER,2005,D,3
CHAREF,2005,D,3
FONT,2005,H,3
SALAZAR,2005,D,3
CASTILLO,2005,H,3
SEGURA,2005,H,3
CASTILLO,2005,D,3
MONTULL,2005,H,3
URRESTARAZU,2005,D,3
ROYO,2005,H,3
LAO,2005,H,3
GARRIDO,2005,H,3
QUESADA,2005,H,3
CARRILLO,2005,H,3
DOMINGO,2005,H,3
GUERRERO,2005,H,3
ROVIRA,2005,D,3
NUÑEZ,2005,D,3
TOMAS,2005,D,3
SIERRA,2005,H,3
TAGHI,2005,H,3
MEJIAS,2005,H,2
POZO,2005,D,2
SANTANA,2005,D,2
ANGEL,2005,D,2
RANCHAL,2005,H,2
CHAMORRO,2005,D,2
CARRASCO,2005,D,2
POLO,2005,D,2
MENDOZA,2005,D,2
ANAYA,2005,D,2
AHAYAT,2005,H,2
MONTIEL,2005,D,2
FELIZ,2005,H,2
ORDOÑEZ,2005,D,2
PAREJO,2005,D,2
PINEDA,2005,H,2
SOLA,2005,D,2
ROS,2005,H,2
GIMENEZ,2005,D,2
DE LEON,2005,D,2
ZEIC,2005,H,2
RABELO,2005,H,1
MAILOUD,2005,D,2
ROMERO,2005,H,2
FANNICH,2005,D,2
ALARCON,2005,D,2
MATEO,2005,D,2
AMELA,2005,H,2
MORANTE,2005,D,2
HAJI,2005,D,2
ALMODOVAR,2005,D,2
ZAPATA,2005,D,2
BOSCH,2005,H,2
ESCODA,2005,H,2
CUELLAR,2005,D,2
BELLO,2005,D,2
DELGADO,2005,H,2
ALONSO,2005,H,2
VIÑETA,2005,H,2
MARISCAL,2005,H,2
BARRERO,2005,D,2
ALEJANDRE,2005,D,2
EL ALLAM,2005,D,2
MEDINA,2005,H,2
HURTADO,2005,H,2
BENSAID,2005,H,2
CHACON,2005,H,2
CANTERO,2005,D,2
VERGARA,2005,H,2
CRUZ,2005,D,2
SERRANO,2005,H,2
MEYA,2005,H,2
ABAD,2005,H,2
ESCUDERO,2005,D,2
RUSINES,2005,H,2
MARQUEZ,2005,H,2
GUIL,2005,D,2
SANTOS,2005,H,2
BURGOS,2005,H,2
ALVARADO,2005,D,2
CADAFALCH,2005,H,2
FENOY,2005,D,2
DE LA TORRE,2005,H,2
ROMERA,2005,H,2
BARRAK,2005,D,2
SANTANDER,2005,H,2
PADRO,2005,D,2
BERROCAL,2005,D,2
ANDREU,2005,D,2
HEREDIA,2005,H,2
PUJOL,2005,H,2
BRUNET,2005,H,2
FONT,2005,D,2
GONZÁLEZ,2005,H,2
CEREZO,2005,H,2
OLIVARES,2005,H,2
CABELLO,2005,D,2
ROURA,2005,D,2
FERRANDO,2005,H,2
CONSUL,2005,D,2
PRIEGO,2005,H,2
LORENTE,2005,D,2
SERRANO,2005,D,2
ROSALES,2005,D,2
VALDERRAMA,2005,D,2
FRANCO,2005,H,2
CONDE,2005,D,2
GALLEGO,2005,H,2
SANTAMARIA,2005,H,2
MORA,2005,D,2
BENHALIMA,2005,H,2
ROLDAN,2005,D,2
GABARRO,2005,D,2
PEIRO,2005,D,2
VARGAS,2005,H,2
ARROYO,2005,D,2
ARANDA,2005,D,2
ROVIRA,2005,H,2
CLOTET,2005,H,2
YERROU,2005,H,2
TRULLAS,2005,H,2
AYALA,2005,D,2
LOZANO,2005,H,2
ROSA,2005,D,2
ORDOÑO,2005,H,2
REYES,2005,H,2
LOPERA,2005,D,2
EL OUZARI,2005,H,2
MARGARIT,2005,H,2
EL MANSOURI,2005,D,2
MARQUEZ,2005,D,2
MENA,2005,D,2
CASTELLANO,2005,D,2
LEIVA,2005,H,2
MONTSERRAT,2005,H,2
LARA,2005,D,2
RHOUNI,2005,D,2
RICO,2005,H,2
AMAT,2005,D,2
BLASCO,2005,H,2
BARRAGAN,2005,H,2
BUZON,2005,D,2
PRATS,2005,D,2
VERGARA,2005,D,2
SERRA,2005,H,2
VAZQUEZ,2005,H,2
CARBONELL,2005,H,2
DIEZ,2005,D,2
NAVARRETE,2005,D,2
NDIAYE,2005,H,2
LATORRE,2005,H,2
HORTAL,2005,H,2
TITOS,2005,D,2
DELGADO,2005,D,2
PINCAY,2005,H,2
AGUILAR,2005,D,2
MONTERO,2005,D,2
PARRAGA,2005,H,2
SUAREZ,2005,D,2
IZQUIERDO,2005,H,2
QUIÑONES,2005,D,2
JURADO,2005,H,2
CARDONA,2005,H,2
SERRA,2005,D,2
HERRERA,2005,H,2
GÓMEZ,2005,H,2
CASTILLA,2005,D,2
DUAL,2005,H,2
SILLERO,2005,H,2
VIÑAS,2005,H,2
GASOL,2005,H,2
ZAABOUL,2005,D,2
GALLARDO,2005,D,2
PALACIOS,2005,D,2
CANO,2005,D,2
MIRANDA,2005,D,2
CASAS,2005,H,2
ROMAN,2005,H,2
RAMIREZ,2005,D,2
ESTRADA,2005,H,2
FLORES,2005,H,2
BLANCO,2005,H,2
PRAT,2005,H,2
ROMERA,2005,D,2
BLANCO,2005,D,2
TORRES,2005,D,2
PUJOL,2005,D,2
ARMENGOL,2005,H,2
SANJUAN,2005,D,2
CORDOBA,2005,H,2
KABAB,2005,H,2
CARRILLO,2005,D,2
NICOLAS,2005,D,2
MONTERO,2005,H,2
JIANG,2005,D,2
ALVAREZ,2005,D,2
CARMONA,2005,D,2
MONTOYA,2005,H,2
GIMENEZ,2005,H,2
EL ABBASSI,2005,D,2
PUA,2005,D,2
BEN DIHIA,2005,H,2
MORILLO,2005,D,2
CABEZAS,2005,D,2
EL KARRICHI,2005,H,2
DOS ANJOS,2005,H,2
COBO,2005,H,2
BONILLO,2005,D,2
MENDEZ,2005,H,2
RIOS,2005,H,2
GALVEZ,2005,D,2
TARRAGO,2005,D,2
SANTANA,2005,H,2
MORATA,2005,D,2
GRANIZO,2005,H,2
BARRERA,2005,D,2
HERENCIA,2005,H,2
GUERRA,2005,H,2
PADILLA,2005,D,2
PAULO,2005,H,1
GALLEGO,2005,D,1
PANADES,2005,D,1
EL COUAIRA,2005,H,1
ABEYA,2005,D,1
OLMO,2005,D,1
ASENSIO,2005,H,1
MONTORO,2005,D,1
SIMON,2005,H,1
ARCAS,2005,D,1
RAUL,2005,H,1
EL KHAYATI,2005,D,1
RIGAA,2005,H,1
CODOL,2005,D,1
MURIA,2005,D,1
VILLATORO,2005,H,1
ESPINOSA,2005,H,1
TURU,2005,H,1
FLOR,2005,D,1
MOLERO,2005,H,1
MONTSERRAT,2005,D,1
ARRABAL,2005,H,1
CANALIS,2005,D,1
SABAN,2005,D,1
MADADI,2005,H,1
PARDINES,2005,H,1
SERAROLS,2005,D,1
QIU,2005,D,1
MURIANA,2005,D,1
RECHE,2005,D,1
OLMO,2005,H,1
MULERO,2005,H,1
MILLA,2005,H,1
CASALS,2005,D,1
GILES,2005,D,1
MAESTRO,2005,D,1
JARAMILLO,2005,H,1
PALAU,2005,H,1
DOMINGUEZ,2005,D,1
TORRECILLAS,2005,D,1
KEDDARI,2005,H,1
LLUCH,2005,H,1
TREPAT,2005,H,1
EL BENHITI,2005,H,1
LAMOU,2005,H,1
CANUDA,2005,H,1
LABORIA,2005,D,1
GUIU,2005,D,1
PLA,2005,D,1
MARTINS,2005,D,1
BONO,2005,D,1
SEMENIUK,2005,D,1
BOLET,2005,H,1
DIOS,2005,D,1
CAPILLA,2005,D,1
DEHAIRA,2005,D,1
CABRE VERDIELL,2005,H,1
INTENTE,2005,H,1
PONT,2005,D,1
MENDOZA,2005,H,1
PERARNAU,2005,H,1
TEMSSAMANI,2005,D,1
IGNATYEV,2005,H,1
AFAILAL,2005,D,1
PEREA,2005,H,1
MAHYAOUI,2005,D,1
LHASKRI,2005,H,1
DIEZ,2005,H,1
KARKCHOU,2005,D,1
SUCARRATS,2005,D,1
ZITAN,2005,D,1
RAMIS,2005,D,1
BAUSA,2005,H,1
GUERRAB,2005,D,1
ADIANE,2005,H,1
MORA,2005,H,1
CARDEÑOSA,2005,H,1
BARRANCO,2005,D,1
DALSCHAERT,2005,D,1
RAMIRO,2005,H,1
MAYO,2005,H,1
TOLEDO,2005,D,1
NADALES,2005,D,1
DILLANA,2005,H,1
BABIH,2005,D,1
BORIA,2005,H,1
TERUEL,2005,D,1
SANTANGELO,2005,H,1
ZAKARI,2005,H,1
NAVAJAS,2005,H,1
GALAVAN,2005,H,1
TORAN,2005,H,1
LOVA,2005,D,1
EL MANGAD,2005,H,1
VICO,2005,H,1
PEON,2005,D,1
JANE,2005,D,1
PALOMA,2005,H,1
CHAMSI,2005,D,1
LEYVA,2005,H,1
BOUFOUSS,2005,D,1
ANFRUNS,2005,D,1
KHLALA,2005,D,1
CAMPOS,2005,D,1
CARREÑO,2005,D,1
MARTOS,2005,D,1
RAJA,2005,D,1
TOLEDO,2005,H,1
CERVERA,2005,H,1
JARAMILLO,2005,D,1
CHAER,2005,H,1
ZOUBIR,2005,D,1
ESPINOLA,2005,H,1
TELLO,2005,D,1
HURTADO,2005,D,1
SHIAH,2005,H,1
ROQUEIRO,2005,H,1
HUATA,2005,D,1
TAPIAS,2005,D,1
KOUDRI,2005,H,1
MOLINES,2005,D,1
SILVA,2005,H,1
TELLO,2005,H,1
PUERTO,2005,D,1
ULLOA,2005,H,1
DOUKKARA,2005,D,1
VERDAGUER,2005,H,1
ECHARRI,2005,H,1
FERRON,2005,D,1
MUNNE,2005,D,1
HAMMICH,2005,D,1
VOLKING,2005,D,1
LORES,2005,D,1
GAMAL,2005,D,1
ROYO,2005,D,1
PEREYRA,2005,D,1
SUCIAS,2005,H,1
ROBLEDO,2005,D,1
VILLARREAL,2005,D,1
MODESTO,2005,H,1
PAVON,2005,H,1
CODINA,2005,H,1
ESPEJO,2005,D,1
KHALALA,2005,D,1
PLA,2005,H,1
GALAN,2005,H,1
CASADO,2005,D,1
NAVAJAS,2005,D,1
MOREY,2005,D,1
ANDUJAR,2005,D,1
TAIBI,2005,D,1
GALLEN,2005,D,1
TAHERI,2005,H,1
AMAT,2005,H,1
SIMON,2005,D,1
PALOMO,2005,D,1
CERDAN,2005,H,1
PAMIES,2005,H,1
DOZ,2005,H,1
BRICEÑO,2005,H,1
WAHYUDI,2005,D,1
CHARIF,2005,H,1
ROBLES,2005,H,1
CONSTANS,2005,D,1
TUMBACO,2005,H,1
ALANIZ,2005,D,1
NIETO,2005,H,1
KARRICHI,2005,H,1
CABRERA,2005,D,1
GALIMANY,2005,D,1
EL BHYRY,2005,D,1
COLS,2005,D,1
MELLOUL,2005,H,1
FORNET,2005,D,1
AGUDO,2005,H,1
SAMPER,2005,H,1
ESTEVE,2005,H,1
LKHARBACH,2005,D,1
ZURERA,2005,H,1
ROMEU,2005,D,1
MARCO,2005,H,1
HADI,2005,H,1
LADERO,2005,H,1
AL BAITAR,2005,D,1
SUÑER,2005,H,1
LUNGU,2005,H,1
PALMA,2005,H,1
KADDARA,2005,D,1
CORDON,2005,D,1
AL MESKIN,2005,H,1
CARBALLO,2005,D,1
BALDO,2005,D,1
GANGONELLS,2005,D,1
RASTRERO,2005,D,1
VILARDELL,2005,H,1
PONS,2005,H,1
MADUEÑO,2005,H,1
MENGUIANO,2005,H,1
ARROYO,2005,H,1
CODINA,2005,D,1
AMEZCUA,2005,D,1
