COGNOM1,ANY_NAIXEMENT,SEXE,TOTAL
SANCHEZ,2016,H,29
GARCIA,2016,H,28
GARCIA,2016,D,27
LOPEZ,2016,H,24
PEREZ,2016,D,23
MARTINEZ,2016,D,22
MARTINEZ,2016,H,22
RODRIGUEZ,2016,D,18
LOPEZ,2016,D,17
GONZALEZ,2016,H,14
PEREZ,2016,H,14
FERNANDEZ,2016,D,13
RODRIGUEZ,2016,H,12
FERNANDEZ,2016,H,12
SANCHEZ,2016,D,11
HERNANDEZ,2016,H,10
GONZALEZ,2016,D,10
GOMEZ,2016,H,10
HERNANDEZ,2016,D,8
JIMENEZ,2016,H,8
RUIZ,2016,H,8
TORRES,2016,D,7
GOMEZ,2016,D,7
DURAN,2016,H,6
DIAZ,2016,H,6
NAVARRO,2016,D,6
JIMENEZ,2016,D,6
CORTES,2016,H,6
MORENO,2016,H,6
ORTIZ,2016,D,6
NDIAYE,2016,D,6
VAZQUEZ,2016,D,5
PUIG,2016,D,5
MORALES,2016,D,5
ALVAREZ,2016,H,5
RUIZ,2016,D,5
VAZQUEZ,2016,H,5
MORALES,2016,H,5
MORENO,2016,D,5
NAVARRO,2016,H,5
CONTRERAS,2016,H,5
MARIN,2016,D,4
CORTES,2016,D,4
DIAZ,2016,D,4
RAMOS,2016,H,4
SANTIAGO,2016,H,4
MUÑOZ,2016,H,4
NDIAYE,2016,H,4
ROMERO,2016,H,4
FLORES,2016,D,4
FUENTES,2016,D,4
CASADO,2016,H,4
FERRER,2016,D,4
MARTIN,2016,H,4
ARAUJO,2016,H,3
LUNA,2016,H,3
SERRANO,2016,H,3
OLIVE,2016,D,3
GUTIERREZ,2016,H,3
GUTIERREZ,2016,D,3
SANZ,2016,D,3
ARENAS,2016,D,3
VIDAL,2016,D,3
LOZANO,2016,D,3
GIMENEZ,2016,D,3
RAMIREZ,2016,D,3
MARTIN,2016,D,3
SOLE,2016,H,3
LAZARO,2016,H,3
MATEO,2016,H,3
MUÑOZ,2016,D,3
PINTO,2016,D,3
GUERRERO,2016,H,3
CASTRO,2016,D,3
AGUILAR,2016,D,3
TORRAS,2016,H,3
MEDINA,2016,H,3
VILLA,2016,D,3
RUBIO,2016,H,3
VARGAS,2016,D,3
REYES,2016,D,3
AVILES,2016,H,3
SIERRA,2016,H,3
TORRES,2016,H,3
ROJAS,2016,H,3
SANTOS,2016,D,3
BORREGO,2016,D,3
CANO,2016,D,3
SALVADOR,2016,D,3
ROMERO,2016,D,3
FERRON,2016,D,3
CARMONA,2016,H,3
TAGHI,2016,D,3
ALONSO,2016,H,3
MARQUEZ,2016,D,3
RAMIREZ,2016,H,3
MENDEZ,2016,H,2
CASTRO,2016,H,2
LUQUE,2016,H,2
ARANDA,2016,D,2
BERMUDEZ,2016,H,2
DIA,2016,H,2
UGAL,2016,D,2
BARTOMEUS,2016,D,2
GABARRE,2016,H,2
DOMINGUEZ,2016,H,2
ANDRADE,2016,H,2
CAMPRUBI,2016,H,2
ALVAREZ,2016,D,2
SALA,2016,D,2
MERINO,2016,H,2
MENA,2016,H,2
MASSAGUER,2016,D,2
BUSQUE,2016,H,2
CASTILLO,2016,H,2
EL ACHOUCH,2016,H,2
CABRERA,2016,H,2
BONILLA,2016,H,2
AGUILAR,2016,H,2
CALLEJA,2016,D,2
EXPOSITO,2016,H,2
DINAR,2016,H,2
COLLADO,2016,D,2
SALVADOR,2016,H,2
MILAN,2016,H,2
PERDIGON,2016,D,2
MALDONADO,2016,H,2
NALI,2016,H,2
SOJO,2016,D,2
BEN ALI,2016,D,2
NAVAS,2016,D,2
ROBLES,2016,H,2
ROUAZ,2016,D,2
OSUNA,2016,H,2
AGUIRRE,2016,H,2
PICHARDO,2016,H,2
PRIM,2016,H,2
AGUILERA,2016,D,2
VELA,2016,H,2
EL MADDAHI,2016,D,2
EL KOUDRI,2016,D,2
AYALA,2016,D,2
DOS SANTOS,2016,H,2
HUGUET,2016,H,2
DAVI,2016,H,2
SLIMANI,2016,H,2
REGADERA,2016,D,2
DELGADO,2016,H,2
CALDERON,2016,D,2
MIR,2016,H,2
BELLO,2016,H,2
AMAT,2016,H,2
CARDENAS,2016,H,2
VIÑAS,2016,D,2
IBAÑEZ,2016,H,2
DRIOUICH,2016,D,2
VILLEGAS,2016,H,2
MORAN,2016,D,2
NIETO,2016,D,2
NIETO,2016,H,2
LEON,2016,D,2
PARERA,2016,H,2
ESCOBAR,2016,D,2
LOZANO,2016,H,2
GIRALDEZ,2016,D,2
BELHAJ,2016,D,2
LORENTE,2016,D,2
ORTIZ,2016,H,2
PEREIRA,2016,H,2
PASCUAL,2016,H,2
VEGA,2016,D,2
CASAS,2016,D,2
PUJOL,2016,D,2
ALCANTARA,2016,D,2
BRAVO,2016,H,2
GRAU,2016,D,2
PRIEGO,2016,H,2
REDONDO,2016,D,2
CARRASCO,2016,H,2
GALINDO,2016,H,2
MATA,2016,D,2
BOSCH,2016,H,2
SANZ,2016,H,2
BELLIDO,2016,D,2
OLIVER,2016,H,2
MENDEZ,2016,D,2
ARIAS,2016,H,2
BASCUÑANA,2016,H,2
LARA,2016,D,2
TOMAS,2016,H,2
RIVAS,2016,D,2
PASTOR,2016,H,2
ABAD,2016,D,2
TALHI,2016,D,2
EL ALLAM,2016,H,2
VIÑOLAS,2016,H,2
BARRIOS,2016,D,2
DIEZ,2016,D,2
BOUGRAIN,2016,H,2
CRUZ,2016,H,2
CHAPARRO,2016,H,2
SOLER,2016,D,2
BONILLA,2016,D,2
PEREA,2016,D,2
ROSA,2016,D,2
GAVILANEZ,2016,H,2
CASTELLANOS,2016,D,2
VIDAL,2016,H,2
ORTEGA,2016,H,2
CABRERA,2016,D,2
CABRERIZO,2016,H,2
SALMOUN,2016,D,2
PAEZ,2016,D,2
BAUTISTA,2016,D,2
YE,2016,H,2
AZIZ,2016,H,2
GALVEZ,2016,H,2
HERRERA,2016,D,2
SALAZAR,2016,H,2
GIBERT,2016,D,2
EL HARRAK,2016,H,2
MATEU,2016,H,2
ROIG,2016,H,2
CIRERA,2016,H,2
MOYA,2016,D,2
HIDALGO,2016,H,2
BENITEZ,2016,H,2
MORROS,2016,H,2
BOZA,2016,D,2
CORRAL,2016,H,2
PINTO,2016,H,2
APARICIO,2016,D,2
TAPIAS,2016,D,2
VIEYTES,2016,H,2
BLANCO,2016,D,2
LORENTE,2016,H,2
SIERRA,2016,D,2
SOLANELLAS,2016,H,2
MIR,2016,D,2
SIMON,2016,D,2
CAZORLA,2016,H,2
CAMPOS,2016,H,2
ROUAZ,2016,H,2
CARRILLO,2016,D,2
DIEZ,2016,H,2
AKHAZZAN,2016,D,2
SALINAS,2016,H,2
ES SABBANE,2016,D,2
PAEZ,2016,H,2
CRESPO,2016,D,2
MOYA,2016,H,2
MIGUEL,2016,H,2
BALLESTEROS,2016,D,2
ANDRES,2016,H,2
CODINA,2016,H,2
IZQUIERDO,2016,H,2
ESTEBAN,2016,D,2
MONTAÑO,2016,H,2
PARDO,2016,H,2
CARO,2016,H,1
MORAL,2016,H,1
PADROS,2016,H,1
COTS,2016,H,1
COMPTE,2016,H,1
BALTANAS,2016,H,1
SABIR,2016,D,1
UASSAG,2016,H,1
ZAKIR,2016,H,1
DULCET,2016,D,1
TOUARSSI,2016,H,1
RALFAS,2016,H,1
POCH,2016,D,1
TAHRI,2016,D,1
BENCAID,2016,H,1
LAFERTTE,2016,D,1
ALSINA,2016,H,1
DELBALLE,2016,H,1
RESTOY,2016,D,1
UROZ,2016,D,1
MIRANDA,2016,D,1
ROCA,2016,H,1
REMON,2016,D,1
YAAKOUBI,2016,D,1
ALARCON,2016,H,1
RUE,2016,D,1
SALINAS,2016,D,1
AGAD,2016,H,1
BOUTAHAR,2016,H,1
AZGAR,2016,D,1
CARRAI,2016,H,1
BEN ZAIN,2016,D,1
AMADO,2016,H,1
CHICA,2016,D,1
MARINE,2016,H,1
PAGES,2016,D,1
CONEJO,2016,H,1
MERINO,2016,D,1
FARRE,2016,H,1
GAMARRA,2016,D,1
OUDAHA,2016,H,1
ZAMBRANO,2016,H,1
BEL HACHMI,2016,H,1
CAMARA,2016,D,1
HOUMADI,2016,H,1
SOUSA PAIS,2016,H,1
BARBUDO,2016,D,1
SARRASECA,2016,H,1
DEBBOUN,2016,D,1
ZAROUAL,2016,H,1
SANJUAN,2016,D,1
EL AHRACH,2016,H,1
VILLEGAS,2016,D,1
MATALONGA,2016,H,1
DI BIASE,2016,H,1
BAHAR,2016,D,1
PLANA,2016,H,1
CEREZO,2016,D,1
ZURITA,2016,H,1
NODARSE,2016,H,1
BECERRA,2016,H,1
TORTOSA,2016,H,1
BALTA,2016,H,1
SALAS,2016,H,1
PLUAS,2016,H,1
CASTILLA,2016,D,1
KHLALA,2016,H,1
MARTINS,2016,H,1
CHEN,2016,D,1
NORBERTO,2016,D,1
CHICON,2016,H,1
VIDAÑA,2016,H,1
AMAT,2016,D,1
FILLOT,2016,D,1
CALZADILLA,2016,D,1
MERCHAN,2016,D,1
RECIO,2016,H,1
BENMAAZOUZ,2016,D,1
ASTURIANO,2016,H,1
SARRAU,2016,H,1
GAITAN,2016,H,1
BARAHONA,2016,D,1
ALBARRAL,2016,D,1
CANTON,2016,H,1
ESPINAL,2016,H,1
SANCLEMENT,2016,H,1
EL KANFOUDI,2016,H,1
CANALIS,2016,D,1
MANEL,2016,D,1
EL HADOUDI,2016,D,1
EL ALLAM,2016,D,1
CHADLIOUI,2016,D,1
HEREDERO,2016,D,1
ARRIAZA,2016,H,1
ARCAS,2016,D,1
EL YOUSSFI,2016,H,1
SIMEONOV,2016,H,1
LACHHAB,2016,H,1
MARAÑON,2016,D,1
ACEVEDO,2016,H,1
BARRERA,2016,D,1
JUSTINIANO,2016,D,1
CEBRIAN,2016,H,1
GABRIEL,2016,D,1
SOLE,2016,D,1
ROA,2016,D,1
LOPEZ DE VINUESA,2016,D,1
PALMERO,2016,H,1
SANE,2016,H,1
PORTERO,2016,D,1
GABILONDO,2016,H,1
EL MARRAKCHI,2016,H,1
TALLON,2016,D,1
KUCHAREWICZ,2016,H,1
MACHADO,2016,H,1
ER RAGGAOUY,2016,D,1
BARRAK,2016,D,1
AVOLIO,2016,D,1
VIOQUE,2016,H,1
CANINO,2016,D,1
PRETEL,2016,H,1
PEIRO,2016,D,1
KADARA,2016,D,1
ANDUIX,2016,D,1
KA,2016,D,1
AGHEZAF,2016,D,1
CAÑELLAS,2016,D,1
BADIA,2016,D,1
MARCANO,2016,H,1
ALSEDA,2016,H,1
BORNAS,2016,H,1
VICIANA,2016,D,1
EL BEJIMOUNI,2016,D,1
GUTES,2016,H,1
DELLACASA,2016,D,1
ALCOCER,2016,H,1
ABELLA,2016,H,1
CUESTA,2016,H,1
BOUGHNAIM,2016,D,1
BELHANI,2016,H,1
BORDON,2016,H,1
XU,2016,H,1
EL YOUNOUSSI,2016,H,1
PEÑALVER,2016,D,1
TOAPANTA,2016,D,1
DAVILA,2016,H,1
VIZCAINO,2016,D,1
EL HAOUACHI,2016,H,1
BORRAS,2016,D,1
BITTIOUI,2016,H,1
NUÑEZ,2016,H,1
MARTI,2016,D,1
ALCARRIA,2016,H,1
AMR HAMED ISMAIL,2016,H,1
PABLOS,2016,H,1
BERNADES,2016,D,1
TOUINOU,2016,D,1
AL FARISSI,2016,D,1
AYALA,2016,H,1
BENHAMDI,2016,D,1
KOUBAA,2016,D,1
OCAÑA,2016,H,1
PARRA,2016,H,1
BAJAÑA,2016,H,1
VERDERA,2016,D,1
ARIAHI,2016,H,1
CLAUDIO,2016,D,1
REINA,2016,H,1
EL KABIRI,2016,H,1
EL KOUCHE,2016,H,1
LOULANTI,2016,H,1
GILLES,2016,D,1
SOLA,2016,H,1
IHARCHAIN,2016,H,1
BEN,2016,D,1
MIQUEL,2016,H,1
ECHEYKH,2016,H,1
MONTANEZ,2016,H,1
GONGORA,2016,D,1
LI,2016,D,1
MELERO,2016,D,1
GORROCHATEGUI,2016,D,1
ORTUÑO,2016,H,1
KANE,2016,H,1
QUESADA,2016,H,1
NAJAYI,2016,H,1
ROCABERT,2016,H,1
ACHAKRAOU,2016,H,1
BARBE,2016,D,1
ARROB,2016,D,1
BARRIO,2016,D,1
TADLAOUI,2016,H,1
TARIN,2016,D,1
CABRATOSA,2016,D,1
HUERTAS,2016,H,1
EL ACHHAB,2016,D,1
RAMALLO,2016,D,1
BENKTIB,2016,D,1
BOUNOUAR,2016,D,1
MESBAHI CHAHDI,2016,H,1
TOMICO,2016,D,1
EL ALAM,2016,H,1
RIUS,2016,H,1
RUSCALLEDA,2016,H,1
VILLARAN,2016,H,1
PANADES,2016,H,1
ENGUIDANOS,2016,H,1
ESPIGARES,2016,D,1
SOTOCA,2016,H,1
AKABUIKE,2016,H,1
URUÑUELA,2016,H,1
CIUMBER,2016,H,1
AGUILA,2016,D,1
BASTIDAS,2016,D,1
DIOUGA,2016,D,1
MEJIAS,2016,H,1
AMADOR,2016,H,1
OLIVARES,2016,H,1
AHBIB,2016,D,1
PLA,2016,D,1
HURTADO,2016,D,1
PAREDES,2016,D,1
GHALMI,2016,D,1
FABRE,2016,D,1
EL GRAIOUI,2016,H,1
OMABEGHO,2016,D,1
POZO,2016,D,1
EL MARDI,2016,H,1
AMAR,2016,H,1
BENAVIDES,2016,D,1
PAJUELO,2016,D,1
DOMINGUEZ,2016,D,1
BRIONES,2016,D,1
MERCADO,2016,H,1
AZNAY,2016,H,1
PONT,2016,D,1
VICO,2016,H,1
OLIVER,2016,D,1
FRIH,2016,D,1
LOUKAINI,2016,H,1
BATOOL,2016,D,1
SABANDO,2016,D,1
MURRIETA,2016,D,1
ABT,2016,H,1
HELLIN,2016,D,1
MIÑANO,2016,D,1
MONTORO,2016,D,1
BELGARTIT,2016,D,1
KHALLAT,2016,D,1
ESPINAL,2016,D,1
EL MKHITAR,2016,H,1
AGUILERA,2016,H,1
CHEDDAQ,2016,H,1
BALLESTA,2016,D,1
HASSANINE,2016,H,1
MIQUEL,2016,D,1
MEMBRIVES,2016,D,1
BADIELLA,2016,H,1
MERIZALDE,2016,H,1
CHGADDA,2016,H,1
NIN,2016,D,1
ROS,2016,D,1
SUAREZ,2016,D,1
VALENCIA,2016,D,1
PINO,2016,D,1
CARRASCO,2016,D,1
GAVILANEZ,2016,D,1
AMADOR,2016,D,1
BEN DRISS,2016,D,1
RAMALLO,2016,H,1
MEIER,2016,D,1
KHARBOUCH,2016,D,1
SANTAMARIA,2016,H,1
JIBOU,2016,H,1
GAMEZ,2016,D,1
HUGUET,2016,D,1
GUECHIRI,2016,H,1
AZUARA,2016,D,1
RAMON,2016,D,1
BETANCOURT,2016,D,1
SOCA,2016,H,1
D OLEO,2016,D,1
ESCOBAR,2016,H,1
ZONTA,2016,H,1
MONJE,2016,H,1
ROUBIOU,2016,D,1
ASHFAQ,2016,D,1
VALL,2016,H,1
PALLEJA,2016,D,1
SANZANA,2016,D,1
FALLOU,2016,H,1
EL JEBARI,2016,H,1
PEDRAJAS,2016,D,1
PADILLA,2016,D,1
YOUSAF,2016,D,1
GORINA,2016,H,1
CLUPES,2016,H,1
EL AFYA,2016,H,1
LHACHCHAM,2016,D,1
ZEROUALI,2016,H,1
HAMMAN,2016,D,1
KRIDID,2016,H,1
GRIGUER,2016,H,1
COLOJI,2016,D,1
SAKHI,2016,H,1
ABDESELAM,2016,D,1
PENAS,2016,D,1
EL MOUSSAOUI,2016,D,1
ZOUKRI,2016,D,1
EL OUARARI,2016,H,1
BECERRIL,2016,H,1
CAMARASA,2016,D,1
CEPEDELLO,2016,D,1
ESCALERA,2016,H,1
TAPIA,2016,D,1
CHECA,2016,H,1
GASCON,2016,D,1
MARGHNI,2016,H,1
EL GHAFKI,2016,H,1
MERO,2016,H,1
ALARCON,2016,D,1
DOUNANI,2016,D,1
OBIJA,2016,H,1
FERNADEZ,2016,D,1
SOUSA,2016,D,1
BRAHIMI,2016,D,1
BALIK,2016,H,1
LLONGUERAS,2016,D,1
CAMPS,2016,H,1
EL YALOULI,2016,D,1
MON,2016,D,1
ENCARNACION,2016,H,1
SEGARRA,2016,H,1
AGUIRRE,2016,D,1
BARTRES,2016,H,1
COPE,2016,H,1
PUIG,2016,H,1
CUENCA,2016,H,1
EL FAKIH,2016,H,1
PENCO,2016,D,1
SUREDA,2016,H,1
RUSU,2016,D,1
ROVIRA,2016,H,1
TRULLAS,2016,H,1
MA,2016,D,1
CERVELLO,2016,H,1
GRANADO,2016,H,1
COSTA,2016,H,1
FABREGA,2016,D,1
EL HARRAK,2016,D,1
BELADEL,2016,H,1
AVIA,2016,H,1
ATILI,2016,D,1
DEYA,2016,H,1
EL KACHKACH,2016,H,1
SGHIAR,2016,D,1
CASTELLET,2016,H,1
PADILLA,2016,H,1
MONTALUISA,2016,H,1
EL KAISSOUMI,2016,H,1
NAGOURI,2016,H,1
JUAREZ,2016,H,1
ESTRUCH,2016,H,1
TRINIDAD,2016,H,1
ENNEDOUI,2016,H,1
MONTILLA,2016,D,1
BOUKHNOUZ,2016,H,1
YABDA,2016,D,1
HERRERO,2016,H,1
GALVAN,2016,D,1
ORTIGA,2016,D,1
BENKMAIL,2016,D,1
CAYOLA,2016,D,1
NEDOUI,2016,H,1
LOBEZ,2016,D,1
GABELA,2016,H,1
BRACHO,2016,D,1
ZHOU,2016,D,1
EL ABIAD,2016,D,1
ADANEGBE,2016,D,1
DOUKKALI,2016,H,1
EL MORABIT,2016,H,1
FERRETE,2016,H,1
VELASCO,2016,D,1
EL HADDAD,2016,H,1
LAAKEL,2016,H,1
ALBAHAWEED,2016,H,1
CALERO,2016,D,1
DUPLESSIS,2016,D,1
ROZAS,2016,H,1
EL GHAYAT,2016,H,1
FONT,2016,H,1
VALLS,2016,H,1
PELLICER,2016,H,1
BOUCHRANI,2016,D,1
ILLAN,2016,H,1
JALES,2016,D,1
ALBALA,2016,H,1
FOFANA,2016,H,1
AMSIH,2016,D,1
ANTON,2016,D,1
ECHEVERRIA,2016,D,1
GABRIEL,2016,H,1
VICO,2016,D,1
MASSAGUER,2016,H,1
PARTIDO,2016,H,1
NOIZEUX,2016,D,1
OLONA,2016,H,1
BECERO,2016,D,1
GARRIGA,2016,D,1
ROSER,2016,D,1
MUSTATA,2016,H,1
AYORA,2016,H,1
SOZA,2016,D,1
AL BARKANE,2016,H,1
ARRAEZ,2016,D,1
NIGROU,2016,H,1
EL MUILIDI,2016,D,1
BRITEL,2016,H,1
HARBIL,2016,H,1
OLABIWONU,2016,D,1
PUJADES,2016,H,1
YUGUERO,2016,D,1
WALENDZIK,2016,H,1
LOMO,2016,D,1
VELASQUEZ,2016,D,1
SOCIAS,2016,D,1
OJERO,2016,H,1
KABAB,2016,D,1
MATEO,2016,D,1
RUEDA,2016,D,1
EL MOULAT,2016,H,1
CORREDERA,2016,H,1
AOUAD,2016,H,1
ALACI,2016,H,1
EL LAHIA,2016,D,1
MUNTEAN,2016,D,1
CAÑETE,2016,H,1
BOVO,2016,H,1
CANO,2016,H,1
EL KHARROUBI,2016,D,1
NIA,2016,D,1
MATILLA,2016,D,1
CAUREL,2016,H,1
LAKHIAL,2016,D,1
CORRET EL YEMLALI,2016,H,1
BOUTI,2016,H,1
OKORO,2016,D,1
AMORES,2016,D,1
NAVS,2016,H,1
TORRALBO,2016,D,1
GUERRAS,2016,H,1
FIGUEIRAS,2016,D,1
ARANDA,2016,H,1
GARCIA CASCON,2016,H,1
HITA,2016,H,1
CLARES,2016,D,1
ALEMANY,2016,H,1
FALCON,2016,H,1
IBACACHE,2016,D,1
TORDOYA,2016,D,1
VAQUERO,2016,D,1
GOGOANTA,2016,H,1
COMELLAS,2016,D,1
PULGARIN,2016,D,1
RIVEROS,2016,H,1
SAHLI,2016,H,1
ALILOUCH,2016,H,1
RAHMOUNI,2016,D,1
TEJADA,2016,D,1
TOLEDO,2016,D,1
MOLLON,2016,H,1
HERRANZ,2016,H,1
CAMPO,2016,H,1
PORRAS,2016,H,1
MARQUEZ,2016,H,1
OLIVEIRA,2016,H,1
ADELL,2016,D,1
EL HAMMANI,2016,H,1
VIÑAS,2016,H,1
CRESPI,2016,D,1
NASIT,2016,H,1
FERRER,2016,H,1
RIOS,2016,D,1
ORTA,2016,H,1
KAMAL,2016,H,1
JONES,2016,H,1
FILALI,2016,H,1
SALVADO,2016,D,1
PALOMINO,2016,D,1
BULAI,2016,D,1
UCHER,2016,H,1
ROJAS,2016,D,1
BAHALOU,2016,D,1
COMERMA,2016,D,1
ALBERT,2016,H,1
LOSADA,2016,D,1
KEDDARI,2016,H,1
NOUAIRAH,2016,D,1
SERVEN,2016,H,1
JDIRIMA,2016,H,1
MORATO,2016,D,1
RICAURTE,2016,H,1
SAWO,2016,D,1
PEREZ SAMPER,2016,D,1
LIÑAN,2016,D,1
EDRISSI,2016,D,1
EL BOUZIDI,2016,D,1
EL AKEL,2016,H,1
VISEDO,2016,H,1
HUANG,2016,H,1
FIGUEROA,2016,D,1
BARREDA,2016,H,1
RICART,2016,D,1
RUSCALLEDA,2016,D,1
AGUDELO,2016,H,1
DAVI,2016,D,1
VIDE,2016,D,1
ARNAU,2016,H,1
CAÑAMERO,2016,D,1
MERA,2016,D,1
FENTANE,2016,D,1
TAHIRI,2016,H,1
HINCAPIE,2016,H,1
BECARES,2016,H,1
FLORENSA,2016,H,1
ASENSIO,2016,H,1
URPI,2016,H,1
CRUZ,2016,D,1
NASIRI,2016,D,1
CHELHI,2016,H,1
MURCIEGO,2016,D,1
CEESAY,2016,H,1
GIL,2016,D,1
VALDERRAMA,2016,H,1
LATORRE,2016,D,1
SOWE,2016,D,1
POLO,2016,H,1
HERAS,2016,D,1
BELMONTE,2016,D,1
MEIFREN,2016,D,1
ESSABAHY,2016,D,1
ISSAOUI,2016,D,1
EL KHALOUKY,2016,H,1
MARCET,2016,D,1
PACHECO,2016,D,1
ROMAN,2016,H,1
L HALOUI,2016,H,1
PAOLI,2016,H,1
AUHAMMI,2016,H,1
EL OUADDI,2016,H,1
BEN DIHIA,2016,H,1
VIVIANI,2016,D,1
LU,2016,D,1
CHOULI,2016,H,1
AMUAYA,2016,D,1
CASTANYE,2016,H,1
BANADI,2016,D,1
PALOMARES,2016,H,1
CALL,2016,H,1
AL HARRAC,2016,H,1
LAGUNA,2016,D,1
GISBERT,2016,H,1
EL AROUDI,2016,H,1
NIKOLOV,2016,H,1
ESTEVEZ,2016,H,1
CARRES,2016,H,1
AGUILA,2016,H,1
BROS,2016,D,1
DAFIR,2016,D,1
MILLAN,2016,D,1
GIMENEZ,2016,H,1
AIDOUN,2016,H,1
SANTIAGO,2016,D,1
KIRVALIDZE,2016,D,1
RESTOY,2016,H,1
CABELLOA,2016,D,1
LMADANI,2016,D,1
CRESPILLO,2016,D,1
EL BOUCHAIBI,2016,H,1
CHAREF,2016,D,1
TOBOSO,2016,D,1
AFOURID,2016,D,1
EL COUDRI,2016,D,1
RASSAN,2016,D,1
DELPUEYO,2016,D,1
LAO,2016,H,1
EL HADDAD,2016,D,1
SEGURA,2016,D,1
BERTOLIN,2016,H,1
NITA,2016,H,1
ZEMMOURI,2016,D,1
BARRIONUEVO,2016,D,1
LEON,2016,H,1
FERNANCEZ,2016,D,1
BOUKHANCHOUCHE,2016,H,1
ALDEAMIL,2016,H,1
COBACHO,2016,H,1
VENDRELL,2016,D,1
BOUHBOUH,2016,H,1
AKHDIM,2016,D,1
SALMERON,2016,H,1
ASIF,2016,H,1
HERRERO,2016,D,1
ZOBAIR,2016,D,1
TOBEÑA,2016,H,1
MAFTOUH,2016,H,1
CHELLAY,2016,D,1
SALAZAR,2016,D,1
DIAKHATE,2016,D,1
DURO,2016,D,1
TOUIHAR,2016,H,1
ZARZA,2016,D,1
BALLESTA,2016,H,1
AMACHRAA,2016,D,1
AL BERMIJO,2016,D,1
KHURRAM,2016,D,1
BAHALOU,2016,H,1
EL ATOUI,2016,H,1
KAZZAF,2016,H,1
QUIRANTE,2016,H,1
FRANCH,2016,H,1
CASTELLS,2016,H,1
ROVIRA,2016,D,1
SANTAEULARIA,2016,H,1
MONFORT,2016,H,1
PORRAS,2016,D,1
EL ABDI,2016,H,1
BARROSO,2016,D,1
YEDDER,2016,D,1
ANAYA,2016,D,1
FUSTER,2016,D,1
GISBERT,2016,D,1
ZHANG,2016,H,1
SANTOS,2016,H,1
COLOMO,2016,D,1
SORIA,2016,H,1
MATARIN,2016,H,1
PITART,2016,D,1
URENDES,2016,H,1
FERER,2016,D,1
EL NAGGAR,2016,H,1
BENMOUSSA,2016,H,1
CARDONA,2016,H,1
ROUROU,2016,D,1
FEZAKA,2016,H,1
MIALET,2016,D,1
TRAPE,2016,H,1
VERDAGUER,2016,D,1
LABAINI,2016,H,1
LLOBREGAT,2016,H,1
ALEGRE,2016,H,1
AIDOUN,2016,D,1
PIÑA,2016,D,1
DELGADO,2016,D,1
ERRACHIDI,2016,H,1
AHAYAT,2016,D,1
OUAKILI,2016,H,1
HEREDIA,2016,H,1
KASRIA,2016,D,1
BABIO,2016,H,1
AMOROSO,2016,H,1
EL MELLALI,2016,D,1
CONCHUELA,2016,D,1
AMARO,2016,H,1
CONESA,2016,D,1
ANGUAS,2016,D,1
SARR,2016,D,1
SANTILLAN,2016,D,1
BENBRAHIM,2016,H,1
VALLE,2016,H,1
ORIANI,2016,H,1
EL ARYFI,2016,D,1
FUENTES,2016,H,1
BOUWAMAR,2016,D,1
RIU,2016,H,1
GAMEZ,2016,H,1
ALCAZAR,2016,D,1
PONSA,2016,D,1
CARRETERO,2016,H,1
MOLA,2016,D,1
FILALI,2016,D,1
ROSERO,2016,D,1
INGLES,2016,D,1
SABRAOUI,2016,H,1
LALOUCH,2016,D,1
LLORCA,2016,H,1
ARANGUREN,2016,D,1
HARROU,2016,D,1
CUENCA,2016,D,1
LEAL,2016,H,1
HARRAK SERIFI,2016,H,1
CALLEJAS,2016,H,1
BALSERA,2016,D,1
DOMINGO,2016,D,1
TEYAR,2016,D,1
ALIRANGUES,2016,D,1
SEFIANI,2016,H,1
ATENCIA,2016,D,1
WNAG,2016,H,1
KHADJOU,2016,H,1
NAJAR,2016,H,1
SILVESTRE,2016,H,1
BOVE,2016,H,1
MARCHANTE,2016,H,1
GIORDANI,2016,D,1
SEBASTIAN,2016,H,1
CARDUS,2016,H,1
ESPINAR,2016,H,1
HORTA,2016,H,1
ORTEAGA,2016,D,1
CARBALLO,2016,H,1
JURADO,2016,H,1
TORRECILLAS,2016,H,1
FLORES,2016,H,1
URPINA,2016,D,1
LIENAS,2016,H,1
HAKMAOUI,2016,D,1
VICIANA,2016,H,1
SERRHINE,2016,D,1
VELAZQUEZ,2016,D,1
LORENZO,2016,D,1
GENIYAH,2016,D,1
FRESNEDA,2016,H,1
HAMOU JMAL,2016,D,1
BENHAMED,2016,D,1
HAJI,2016,H,1
MON,2016,H,1
CASAS,2016,H,1
SUCARRADES,2016,H,1
TSOULI,2016,H,1
FELIZ,2016,D,1
SARDANYONS,2016,H,1
OUDDAHA,2016,H,1
CASTAÑE,2016,D,1
RAYA,2016,H,1
URBANO,2016,H,1
RIBERA,2016,H,1
BAPTISTA,2016,H,1
WADE,2016,H,1
AMACHOU,2016,D,1
HERRADA,2016,H,1
BALLESTAR,2016,D,1
BUENO,2016,H,1
CERVILL,2016,H,1
SAKOUTI,2016,D,1
BARROSO,2016,H,1
SALLOUJI,2016,H,1
GARCIA CASCON,2016,D,1
GUERRAM,2016,H,1
CUEVAS,2016,H,1
ORTEGA,2016,D,1
ZARCO,2016,D,1
EL HACHMI,2016,H,1
RUBIO,2016,D,1
ARAGONES,2016,D,1
TORRERO,2016,H,1
ZARAGOZA,2016,D,1
OLIVARES,2016,D,1
CONCEPCION,2016,H,1
ZOUITER,2016,H,1
SEBBAHI,2016,D,1
