DATA_REFERENCIA,MUNICIPI_PROCE_DESTI,PROVINCIA_PROCE_DESTI,TIPUS_MOVIMENT,POBLACIO
2011,CONESA                        ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2011,CREIXELL                      ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,6
2011,CUNIT                         ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,7
2011,EL VENDRELL                   ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,21
2011,LA BISBAL DEL PENEDÈS         ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,5
2011,LA POBLA DE MONTORNÈS         ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,4
2011,LA SECUITA                    ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2011,LA SELVA DEL CAMP             ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2011,L ALDEA                       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,2
2011,L AMETLLA DE MAR              ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,8
2011,L ARBOÇ                       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,4
2011,MIRAVET                       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,4
2011,MONTBLANC                     ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2011,MONTFERRI                     ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,2
2011,MONTMELL                      ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2011,MONT-ROIG DEL CAMP            ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,6
2011,MÓRA D EBRE                   ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,2
2011,NULLES                        ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2011,REUS                          ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,14
2011,RIBA-ROJA D EBRE              ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,2
2011,RIUDOMS                       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,3
2011,RODA DE BERÀ                  ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,8
2011,SALOU                         ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,10
2011,SANT CARLES DE LA RÀPITA      ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,4
2011,SANT JAUME DELS DOMENYS       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2011,SANTA BÀRBARA                 ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,2
2011,TARRAGONA                     ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,35
2011,TORREDEMBARRA                 ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,10
2011,TORTOSA                       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,10
2011,ULLDECONA                     ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,3
2011,VALLMOLL                      ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,3
2011,VALLS                         ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,9
2011,VANDELLÒS I L HOSPITALET DE L ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,3
2011,VILA-RODONA                   ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2011,VILA-SECA                     ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,10
2011,XERTA                         ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,2
2011,AGUAVIVA                      ,TEROL,ALTA PER IMMIGRACIÓ           ,3
2011,ALCAÑIZ                       ,TEROL,ALTA PER IMMIGRACIÓ           ,1
2011,ALCORISA                      ,TEROL,ALTA PER IMMIGRACIÓ           ,1
2011,BECEITE                       ,TEROL,ALTA PER IMMIGRACIÓ           ,1
2011,CALANDA                       ,TEROL,ALTA PER IMMIGRACIÓ           ,1
2011,CUEVAS DE ALMUDÉN             ,TEROL,ALTA PER IMMIGRACIÓ           ,2
2011,ESCUCHA                       ,TEROL,ALTA PER IMMIGRACIÓ           ,1
2011,RUBIELOS DE MORA              ,TEROL,ALTA PER IMMIGRACIÓ           ,2
2011,TERUEL                        ,TEROL,ALTA PER IMMIGRACIÓ           ,2
2011,VALDELTORMO                   ,TEROL,ALTA PER IMMIGRACIÓ           ,1
2011,VALDERROBRES                  ,TEROL,ALTA PER IMMIGRACIÓ           ,2
2011,ALCAÑIZ                       ,TEROL,BAIXA PER EMIGRACIÓ           ,2
2011,CELLA                         ,TEROL,BAIXA PER EMIGRACIÓ           ,1
2011,MAS DE LAS MATAS              ,TEROL,BAIXA PER EMIGRACIÓ           ,1
2011,MAZALEÓN                      ,TEROL,BAIXA PER EMIGRACIÓ           ,2
2011,MONTALBÁN                     ,TEROL,BAIXA PER EMIGRACIÓ           ,1
2011,TORRALBA DE LOS SISONES       ,TEROL,BAIXA PER EMIGRACIÓ           ,2
2011,VALDERROBRES                  ,TEROL,BAIXA PER EMIGRACIÓ           ,1
2011,CAMARENA                      ,TOLEDO,ALTA PER IMMIGRACIÓ           ,2
2011,CHOZAS DE CANALES             ,TOLEDO,ALTA PER IMMIGRACIÓ           ,1
2011,EL CAMPILLO DE LA JARA        ,TOLEDO,ALTA PER IMMIGRACIÓ           ,1
2011,LA PUEBLA DE ALMORADIEL       ,TOLEDO,ALTA PER IMMIGRACIÓ           ,1
2011,MÉNTRIDA                      ,TOLEDO,ALTA PER IMMIGRACIÓ           ,2
2011,OCAÑA                         ,TOLEDO,ALTA PER IMMIGRACIÓ           ,2
2011,POLÁN                         ,TOLEDO,ALTA PER IMMIGRACIÓ           ,1
2011,SANTA OLALLA                  ,TOLEDO,ALTA PER IMMIGRACIÓ           ,2
2011,SESEÑA                        ,TOLEDO,ALTA PER IMMIGRACIÓ           ,5
2011,TOLEDO                        ,TOLEDO,ALTA PER IMMIGRACIÓ           ,2
2011,TORRIJOS                      ,TOLEDO,ALTA PER IMMIGRACIÓ           ,6
2011,VILLALUENGA DE LA SAGRA       ,TOLEDO,ALTA PER IMMIGRACIÓ           ,5
2011,VILLATOBAS                    ,TOLEDO,ALTA PER IMMIGRACIÓ           ,1
2011,CASARRUBIOS DEL MONTE         ,TOLEDO,BAIXA PER EMIGRACIÓ           ,1
2011,GERINDOTE                     ,TOLEDO,BAIXA PER EMIGRACIÓ           ,1
2011,HORMIGOS                      ,TOLEDO,BAIXA PER EMIGRACIÓ           ,1
2011,OCAÑA                         ,TOLEDO,BAIXA PER EMIGRACIÓ           ,1
2011,POLÁN                         ,TOLEDO,BAIXA PER EMIGRACIÓ           ,1
2011,TALAVERA DE LA REINA          ,TOLEDO,BAIXA PER EMIGRACIÓ           ,1
2011,TOLEDO                        ,TOLEDO,BAIXA PER EMIGRACIÓ           ,3
2011,UGENA                         ,TOLEDO,BAIXA PER EMIGRACIÓ           ,1
2011,ALAQUÀS                       ,VALENCIA,ALTA PER IMMIGRACIÓ           ,3
2011,ALBUIXECH                     ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,ALZIRA                        ,VALENCIA,ALTA PER IMMIGRACIÓ           ,4
2011,BÉTERA                        ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,BONREPÓS I MIRAMBELL          ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,BURJASSOT                     ,VALENCIA,ALTA PER IMMIGRACIÓ           ,5
2011,CAMPORROBLES                  ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,CANALS                        ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,CANET D EN BERENGUER          ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,CASTELLÓ DE RUGAT             ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,CORBERA                       ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,ENGUERA                       ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,GANDIA                        ,VALENCIA,ALTA PER IMMIGRACIÓ           ,5
2011,GUADASSUAR                    ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,MELIANA                       ,VALENCIA,ALTA PER IMMIGRACIÓ           ,4
2011,MOGENTE/MOIXENT               ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,NAVARRÉS                      ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,OLIVA                         ,VALENCIA,ALTA PER IMMIGRACIÓ           ,2
2011,PICANYA                       ,VALENCIA,ALTA PER IMMIGRACIÓ           ,2
2011,PICASSENT                     ,VALENCIA,ALTA PER IMMIGRACIÓ           ,4
2011,PILES                         ,VALENCIA,ALTA PER IMMIGRACIÓ           ,4
2011,RIBA-ROJA DEL TÚRIA           ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,SAGUNTO/SAGUNT                ,VALENCIA,ALTA PER IMMIGRACIÓ           ,13
2011,SAN ANTONIO DE BENAGÉBER      ,VALENCIA,ALTA PER IMMIGRACIÓ           ,3
2011,SILLA                         ,VALENCIA,ALTA PER IMMIGRACIÓ           ,1
2011,TAVERNES DE VALLDIGNA         ,VALENCIA,ALTA PER IMMIGRACIÓ           ,3
2011,TORRENT                       ,VALENCIA,ALTA PER IMMIGRACIÓ           ,4
2011,VALENCIA                      ,VALENCIA,ALTA PER IMMIGRACIÓ           ,45
2011,VENTA DEL MORO                ,VALENCIA,ALTA PER IMMIGRACIÓ           ,2
2011,ALMUSSAFES                    ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,ALZIRA                        ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,BENISANÓ                      ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,CANET D EN BERENGUER          ,VALENCIA,BAIXA PER EMIGRACIÓ           ,2
2011,CORBERA                       ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,FOIOS                         ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,GANDIA                        ,VALENCIA,BAIXA PER EMIGRACIÓ           ,9
2011,GENOVÉS                       ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,LA FONT D EN CARRÒS           ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,LA POBLA DE VALLBONA          ,VALENCIA,BAIXA PER EMIGRACIÓ           ,2
2011,L OLLERIA                     ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,MANISES                       ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,MOGENTE/MOIXENT               ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,MONTAVERNER                   ,VALENCIA,BAIXA PER EMIGRACIÓ           ,2
2011,MONTSERRAT                    ,VALENCIA,BAIXA PER EMIGRACIÓ           ,2
2011,NAVARRÉS                      ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,ONTINYENT                     ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,PATERNA                       ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,PICASSENT                     ,VALENCIA,BAIXA PER EMIGRACIÓ           ,5
2011,PILES                         ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,REAL DE GANDÍA                ,VALENCIA,BAIXA PER EMIGRACIÓ           ,3
2011,SAGUNTO/SAGUNT                ,VALENCIA,BAIXA PER EMIGRACIÓ           ,8
2011,SOLLANA                       ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,TAVERNES DE VALLDIGNA         ,VALENCIA,BAIXA PER EMIGRACIÓ           ,2
2011,TORRENT                       ,VALENCIA,BAIXA PER EMIGRACIÓ           ,4
2011,VALENCIA                      ,VALENCIA,BAIXA PER EMIGRACIÓ           ,40
2011,VILLALONGA                    ,VALENCIA,BAIXA PER EMIGRACIÓ           ,4
2011,ZARRA                         ,VALENCIA,BAIXA PER EMIGRACIÓ           ,1
2011,MEDINA DEL CAMPO              ,VALLADOLID,ALTA PER IMMIGRACIÓ           ,1
2011,VALLADOLID                    ,VALLADOLID,ALTA PER IMMIGRACIÓ           ,11
2011,VALLADOLID                    ,VALLADOLID,BAIXA PER EMIGRACIÓ           ,6
2011,OLMILLOS DE CASTRO            ,ZAMORA,ALTA PER IMMIGRACIÓ           ,1
2011,PUEBLA DE SANABRIA            ,ZAMORA,ALTA PER IMMIGRACIÓ           ,1
2011,ZAMORA                        ,ZAMORA,ALTA PER IMMIGRACIÓ           ,2
2011,CERECINOS DEL CARRIZAL        ,ZAMORA,BAIXA PER EMIGRACIÓ           ,1
2011,OLMILLOS DE CASTRO            ,ZAMORA,BAIXA PER EMIGRACIÓ           ,1
2011,PEDRALBA DE LA PRADERÍA       ,ZAMORA,BAIXA PER EMIGRACIÓ           ,1
2011,ZAMORA                        ,ZAMORA,BAIXA PER EMIGRACIÓ           ,1
2012,PEÑACERRADA-URIZAHARRA        ,ALABA,ALTA PER IMMIGRACIÓ           ,1
2012,VITORIA-GASTEIZ               ,ALABA,ALTA PER IMMIGRACIÓ           ,5
2012,AYALA/AIARA                   ,ALABA,BAIXA PER EMIGRACIÓ           ,1
2012,VITORIA-GASTEIZ               ,ALABA,BAIXA PER EMIGRACIÓ           ,10
2012,ALCOY/ALCOI                   ,ALACANT,ALTA PER IMMIGRACIÓ           ,4
2012,ALICANTE/ALACANT              ,ALACANT,ALTA PER IMMIGRACIÓ           ,27
2012,ALMORADÍ                      ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,BENIDORM                      ,ALACANT,ALTA PER IMMIGRACIÓ           ,5
2012,CALP                          ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,DÉNIA                         ,ALACANT,ALTA PER IMMIGRACIÓ           ,5
2012,EL CAMPELLO                   ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,EL PINÓS/PINOSO               ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,ELCHE/ELX                     ,ALACANT,ALTA PER IMMIGRACIÓ           ,11
2012,GATA DE GORGOS                ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,JÁVEA/XÀBIA                   ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,LLÍBER                        ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,MONFORTE DEL CID              ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,MUTXAMIEL                     ,ALACANT,ALTA PER IMMIGRACIÓ           ,2
2012,NOVELDA                       ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,ORIHUELA                      ,ALACANT,ALTA PER IMMIGRACIÓ           ,3
2012,PETRER                        ,ALACANT,ALTA PER IMMIGRACIÓ           ,2
2012,SANT JOAN D ALACANT           ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,TEULADA                       ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,TORREVIEJA                    ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,VILLAJOYOSA/LA VILA JOIOSA    ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,VILLENA                       ,ALACANT,ALTA PER IMMIGRACIÓ           ,1
2012,ALBATERA                      ,ALACANT,BAIXA PER EMIGRACIÓ           ,1
2012,ALCOY/ALCOI                   ,ALACANT,BAIXA PER EMIGRACIÓ           ,1
2012,ALGORFA                       ,ALACANT,BAIXA PER EMIGRACIÓ           ,1
2012,ALICANTE/ALACANT              ,ALACANT,BAIXA PER EMIGRACIÓ           ,10
2012,BENIDORM                      ,ALACANT,BAIXA PER EMIGRACIÓ           ,1
2012,BENISSA                       ,ALACANT,BAIXA PER EMIGRACIÓ           ,3
2012,DÉNIA                         ,ALACANT,BAIXA PER EMIGRACIÓ           ,1
2012,EL CAMPELLO                   ,ALACANT,BAIXA PER EMIGRACIÓ           ,1
2012,ELCHE/ELX                     ,ALACANT,BAIXA PER EMIGRACIÓ           ,8
2012,FORMENTERA DEL SEGURA         ,ALACANT,BAIXA PER EMIGRACIÓ           ,1
2012,GATA DE GORGOS                ,ALACANT,BAIXA PER EMIGRACIÓ           ,4
2012,JALÓN/XALÓ                    ,ALACANT,BAIXA PER EMIGRACIÓ           ,1
2012,JÁVEA/XÀBIA                   ,ALACANT,BAIXA PER EMIGRACIÓ           ,2
2012,L ALFÀS DEL PI                ,ALACANT,BAIXA PER EMIGRACIÓ           ,1
2012,LOS MONTESINOS                ,ALACANT,BAIXA PER EMIGRACIÓ           ,5
2012,PETRER                        ,ALACANT,BAIXA PER EMIGRACIÓ           ,3
2012,ROJALES                       ,ALACANT,BAIXA PER EMIGRACIÓ           ,5
2012,SAN MIGUEL DE SALINAS         ,ALACANT,BAIXA PER EMIGRACIÓ           ,1
2012,TORREVIEJA                    ,ALACANT,BAIXA PER EMIGRACIÓ           ,1
2012,VILLENA                       ,ALACANT,BAIXA PER EMIGRACIÓ           ,2
2012,ALBACETE                      ,ALBACETE,ALTA PER IMMIGRACIÓ           ,10
2012,FÉREZ                         ,ALBACETE,ALTA PER IMMIGRACIÓ           ,1
2012,HELLÍN                        ,ALBACETE,ALTA PER IMMIGRACIÓ           ,2
2012,LETUR                         ,ALBACETE,ALTA PER IMMIGRACIÓ           ,1
2012,NERPIO                        ,ALBACETE,ALTA PER IMMIGRACIÓ           ,4
2012,VILLARROBLEDO                 ,ALBACETE,ALTA PER IMMIGRACIÓ           ,2
2012,ALBACETE                      ,ALBACETE,BAIXA PER EMIGRACIÓ           ,2
2012,LA RODA                       ,ALBACETE,BAIXA PER EMIGRACIÓ           ,1
2012,VILLARROBLEDO                 ,ALBACETE,BAIXA PER EMIGRACIÓ           ,2
2012,ABLA                          ,ALMERIA,ALTA PER IMMIGRACIÓ           ,3
2012,ADRA                          ,ALMERIA,ALTA PER IMMIGRACIÓ           ,3
2012,ALBÁNCHEZ                     ,ALMERIA,ALTA PER IMMIGRACIÓ           ,1
2012,ALHAMA DE ALMERÍA             ,ALMERIA,ALTA PER IMMIGRACIÓ           ,1
2012,ALMERÍA                       ,ALMERIA,ALTA PER IMMIGRACIÓ           ,9
2012,BACARES                       ,ALMERIA,ALTA PER IMMIGRACIÓ           ,4
2012,BAYARQUE                      ,ALMERIA,ALTA PER IMMIGRACIÓ           ,2
2012,BENAHADUX                     ,ALMERIA,ALTA PER IMMIGRACIÓ           ,1
2012,BERJA                         ,ALMERIA,ALTA PER IMMIGRACIÓ           ,1
2012,CUEVAS DEL ALMANZORA          ,ALMERIA,ALTA PER IMMIGRACIÓ           ,1
2012,EL EJIDO                      ,ALMERIA,ALTA PER IMMIGRACIÓ           ,11
2012,FIÑANA                        ,ALMERIA,ALTA PER IMMIGRACIÓ           ,1
2012,GÁDOR                         ,ALMERIA,ALTA PER IMMIGRACIÓ           ,1
2012,GARRUCHA                      ,ALMERIA,ALTA PER IMMIGRACIÓ           ,1
2012,HUÉRCAL-OVERA                 ,ALMERIA,ALTA PER IMMIGRACIÓ           ,3
2012,INSTINCIÓN                    ,ALMERIA,ALTA PER IMMIGRACIÓ           ,2
2012,NACIMIENTO                    ,ALMERIA,ALTA PER IMMIGRACIÓ           ,1
2012,ORIA                          ,ALMERIA,ALTA PER IMMIGRACIÓ           ,2
2012,PULPÍ                         ,ALMERIA,ALTA PER IMMIGRACIÓ           ,1
2012,RÁGOL                         ,ALMERIA,ALTA PER IMMIGRACIÓ           ,1
2012,ROQUETAS DE MAR               ,ALMERIA,ALTA PER IMMIGRACIÓ           ,10
2012,SANTA CRUZ DE MARCHENA        ,ALMERIA,ALTA PER IMMIGRACIÓ           ,1
2012,SERÓN                         ,ALMERIA,ALTA PER IMMIGRACIÓ           ,3
2012,TÍJOLA                        ,ALMERIA,ALTA PER IMMIGRACIÓ           ,3
2012,VERA                          ,ALMERIA,ALTA PER IMMIGRACIÓ           ,4
2012,ABLA                          ,ALMERIA,BAIXA PER EMIGRACIÓ           ,6
2012,ABRUCENA                      ,ALMERIA,BAIXA PER EMIGRACIÓ           ,1
2012,ADRA                          ,ALMERIA,BAIXA PER EMIGRACIÓ           ,8
2012,ALHAMA DE ALMERÍA             ,ALMERIA,BAIXA PER EMIGRACIÓ           ,2
2012,ALMERÍA                       ,ALMERIA,BAIXA PER EMIGRACIÓ           ,16
2012,ANTAS                         ,ALMERIA,BAIXA PER EMIGRACIÓ           ,4
2012,BENAHADUX                     ,ALMERIA,BAIXA PER EMIGRACIÓ           ,1
2012,CARBONERAS                    ,ALMERIA,BAIXA PER EMIGRACIÓ           ,1
2012,EL EJIDO                      ,ALMERIA,BAIXA PER EMIGRACIÓ           ,29
2012,FIÑANA                        ,ALMERIA,BAIXA PER EMIGRACIÓ           ,2
2012,GÉRGAL                        ,ALMERIA,BAIXA PER EMIGRACIÓ           ,1
2012,INSTINCIÓN                    ,ALMERIA,BAIXA PER EMIGRACIÓ           ,1
2012,LA MOJONERA                   ,ALMERIA,BAIXA PER EMIGRACIÓ           ,2
2012,NACIMIENTO                    ,ALMERIA,BAIXA PER EMIGRACIÓ           ,2
2012,NÍJAR                         ,ALMERIA,BAIXA PER EMIGRACIÓ           ,2
2012,PULPÍ                         ,ALMERIA,BAIXA PER EMIGRACIÓ           ,2
2012,ROQUETAS DE MAR               ,ALMERIA,BAIXA PER EMIGRACIÓ           ,13
2012,URRÁCAL                       ,ALMERIA,BAIXA PER EMIGRACIÓ           ,1
2012,VERA                          ,ALMERIA,BAIXA PER EMIGRACIÓ           ,5
2012,VICAR                         ,ALMERIA,BAIXA PER EMIGRACIÓ           ,15
2012,AVILÉS                        ,ASTURIAS,ALTA PER IMMIGRACIÓ           ,2
2012,CASTRILLÓN                    ,ASTURIAS,ALTA PER IMMIGRACIÓ           ,1
2012,GIJÓN                         ,ASTURIAS,ALTA PER IMMIGRACIÓ           ,4
2012,LANGREO                       ,ASTURIAS,ALTA PER IMMIGRACIÓ           ,2
2012,NAVA                          ,ASTURIAS,ALTA PER IMMIGRACIÓ           ,1
2012,OVIEDO                        ,ASTURIAS,ALTA PER IMMIGRACIÓ           ,10
2012,AVILÉS                        ,ASTURIAS,BAIXA PER EMIGRACIÓ           ,1
2012,CORVERA DE ASTURIAS           ,ASTURIAS,BAIXA PER EMIGRACIÓ           ,2
2012,GIJÓN                         ,ASTURIAS,BAIXA PER EMIGRACIÓ           ,3
2012,LANGREO                       ,ASTURIAS,BAIXA PER EMIGRACIÓ           ,3
2012,NAVIA                         ,ASTURIAS,BAIXA PER EMIGRACIÓ           ,2
2012,OVIEDO                        ,ASTURIAS,BAIXA PER EMIGRACIÓ           ,8
2012,PARRES                        ,ASTURIAS,BAIXA PER EMIGRACIÓ           ,1
2012,PRAVIA                        ,ASTURIAS,BAIXA PER EMIGRACIÓ           ,4
2012,SIERO                         ,ASTURIAS,BAIXA PER EMIGRACIÓ           ,1
2012,CANDELEDA                     ,AVILA,ALTA PER IMMIGRACIÓ           ,1
2012,EL TIEMBLO                    ,AVILA,ALTA PER IMMIGRACIÓ           ,1
2012,NAVALUENGA                    ,AVILA,ALTA PER IMMIGRACIÓ           ,1
2012,PIEDRAHÍTA                    ,AVILA,ALTA PER IMMIGRACIÓ           ,1
2012,EL TIEMBLO                    ,AVILA,BAIXA PER EMIGRACIÓ           ,4
2012,PIEDRAHÍTA                    ,AVILA,BAIXA PER EMIGRACIÓ           ,1
2012,SOTILLO DE LA ADRADA          ,AVILA,BAIXA PER EMIGRACIÓ           ,4
2012,ALMENDRALEJO                  ,BADAJOZ,ALTA PER IMMIGRACIÓ           ,2
2012,BADAJOZ                       ,BADAJOZ,ALTA PER IMMIGRACIÓ           ,4
2012,BERLANGA                      ,BADAJOZ,ALTA PER IMMIGRACIÓ           ,1
2012,DON BENITO                    ,BADAJOZ,ALTA PER IMMIGRACIÓ           ,2
2012,GRANJA DE TORREHERMOSA        ,BADAJOZ,ALTA PER IMMIGRACIÓ           ,1
2012,HIGUERA DE LA SERENA          ,BADAJOZ,ALTA PER IMMIGRACIÓ           ,1
2012,LA CORONADA                   ,BADAJOZ,ALTA PER IMMIGRACIÓ           ,2
2012,LOBÓN                         ,BADAJOZ,ALTA PER IMMIGRACIÓ           ,1
2012,LOS SANTOS DE MAIMONA         ,BADAJOZ,ALTA PER IMMIGRACIÓ           ,3
2012,MÉRIDA                        ,BADAJOZ,ALTA PER IMMIGRACIÓ           ,3
2012,MONTIJO                       ,BADAJOZ,ALTA PER IMMIGRACIÓ           ,1
2012,VILLANUEVA DE LA SERENA       ,BADAJOZ,ALTA PER IMMIGRACIÓ           ,1
2012,ZAFRA                         ,BADAJOZ,ALTA PER IMMIGRACIÓ           ,1
2012,AZUAGA                        ,BADAJOZ,BAIXA PER EMIGRACIÓ           ,2
2012,BADAJOZ                       ,BADAJOZ,BAIXA PER EMIGRACIÓ           ,6
2012,BENQUERENCIA DE LA SERENA     ,BADAJOZ,BAIXA PER EMIGRACIÓ           ,1
2012,CALAMONTE                     ,BADAJOZ,BAIXA PER EMIGRACIÓ           ,1
2012,LOBÓN                         ,BADAJOZ,BAIXA PER EMIGRACIÓ           ,1
2012,MEDELLÍN                      ,BADAJOZ,BAIXA PER EMIGRACIÓ           ,2
2012,MÉRIDA                        ,BADAJOZ,BAIXA PER EMIGRACIÓ           ,7
2012,MONTIJO                       ,BADAJOZ,BAIXA PER EMIGRACIÓ           ,5
2012,PUEBLA DE ALCOCER             ,BADAJOZ,BAIXA PER EMIGRACIÓ           ,1
2012,PUEBLA DE LA REINA            ,BADAJOZ,BAIXA PER EMIGRACIÓ           ,4
2012,VILLANUEVA DE LA SERENA       ,BADAJOZ,BAIXA PER EMIGRACIÓ           ,2
2012,ZALAMEA DE LA SERENA          ,BADAJOZ,BAIXA PER EMIGRACIÓ           ,1
2012,ABRERA                        ,BARCELONA,ALTA PER IMMIGRACIÓ           ,10
2012,AIGUAFREDA                    ,BARCELONA,ALTA PER IMMIGRACIÓ           ,1
2012,ARENYS DE MAR                 ,BARCELONA,ALTA PER IMMIGRACIÓ           ,7
2012,ARENYS DE MUNT                ,BARCELONA,ALTA PER IMMIGRACIÓ           ,2
2012,ARTÉS                         ,BARCELONA,ALTA PER IMMIGRACIÓ           ,2
2012,AVIÀ                          ,BARCELONA,ALTA PER IMMIGRACIÓ           ,2
2012,BADALONA                      ,BARCELONA,ALTA PER IMMIGRACIÓ           ,148
2012,BADIA DEL VALLÈS              ,BARCELONA,ALTA PER IMMIGRACIÓ           ,22
2012,BAGÀ                          ,BARCELONA,ALTA PER IMMIGRACIÓ           ,6
2012,BALSARENY                     ,BARCELONA,ALTA PER IMMIGRACIÓ           ,1
2012,BARBERÀ DEL VALLÈS            ,BARCELONA,ALTA PER IMMIGRACIÓ           ,66
2012,BARCELONA                     ,BARCELONA,ALTA PER IMMIGRACIÓ           ,1312
2012,BERGA                         ,BARCELONA,ALTA PER IMMIGRACIÓ           ,12
2012,BIGUES I RIELLS               ,BARCELONA,ALTA PER IMMIGRACIÓ           ,2
2012,CABRERA D ANOIA               ,BARCELONA,ALTA PER IMMIGRACIÓ           ,1
2012,CABRILS                       ,BARCELONA,ALTA PER IMMIGRACIÓ           ,2
2012,CALDES DE MONTBUI             ,BARCELONA,ALTA PER IMMIGRACIÓ           ,12
2012,CALDES D ESTRAC               ,BARCELONA,ALTA PER IMMIGRACIÓ           ,4
2012,CALELLA                       ,BARCELONA,ALTA PER IMMIGRACIÓ           ,8
2012,CANET DE MAR                  ,BARCELONA,ALTA PER IMMIGRACIÓ           ,5
2012,CANOVELLES                    ,BARCELONA,ALTA PER IMMIGRACIÓ           ,6
2012,CÀNOVES I SAMALÚS             ,BARCELONA,ALTA PER IMMIGRACIÓ           ,1
2012,CANYELLES                     ,BARCELONA,ALTA PER IMMIGRACIÓ           ,4
2012,CAPELLADES                    ,BARCELONA,ALTA PER IMMIGRACIÓ           ,2
2012,CARDEDEU                      ,BARCELONA,ALTA PER IMMIGRACIÓ           ,2
2012,CARDONA                       ,BARCELONA,ALTA PER IMMIGRACIÓ           ,2
