DATA_REFERENCIA,MUNICIPI_PROCE_DESTI,PROVINCIA_PROCE_DESTI,TIPUS_MOVIMENT,POBLACIO
2014,ÁGUILAS                       ,MURCIA,ALTA PER IMMIGRACIÓ           ,7
2014,ARCHENA                       ,MURCIA,ALTA PER IMMIGRACIÓ           ,2
2014,BULLAS                        ,MURCIA,ALTA PER IMMIGRACIÓ           ,1
2014,CARAVACA DE LA CRUZ           ,MURCIA,ALTA PER IMMIGRACIÓ           ,1
2014,CARTAGENA                     ,MURCIA,ALTA PER IMMIGRACIÓ           ,8
2014,CIEZA                         ,MURCIA,ALTA PER IMMIGRACIÓ           ,3
2014,JUMILLA                       ,MURCIA,ALTA PER IMMIGRACIÓ           ,2
2014,LAS TORRES DE COTILLAS        ,MURCIA,ALTA PER IMMIGRACIÓ           ,1
2014,LORCA                         ,MURCIA,ALTA PER IMMIGRACIÓ           ,1
2014,MAZARRÓN                      ,MURCIA,ALTA PER IMMIGRACIÓ           ,2
2014,MURCIA                        ,MURCIA,ALTA PER IMMIGRACIÓ           ,7
2014,SAN JAVIER                    ,MURCIA,ALTA PER IMMIGRACIÓ           ,1
2014,SANTOMERA                     ,MURCIA,ALTA PER IMMIGRACIÓ           ,2
2014,ÁGUILAS                       ,MURCIA,BAIXA PER EMIGRACIÓ           ,2
2014,BULLAS                        ,MURCIA,BAIXA PER EMIGRACIÓ           ,1
2014,CALASPARRA                    ,MURCIA,BAIXA PER EMIGRACIÓ           ,1
2014,CARAVACA DE LA CRUZ           ,MURCIA,BAIXA PER EMIGRACIÓ           ,1
2014,CARTAGENA                     ,MURCIA,BAIXA PER EMIGRACIÓ           ,2
2014,CEHEGÍN                       ,MURCIA,BAIXA PER EMIGRACIÓ           ,1
2014,CIEZA                         ,MURCIA,BAIXA PER EMIGRACIÓ           ,4
2014,LA UNIÓN                      ,MURCIA,BAIXA PER EMIGRACIÓ           ,1
2014,MOLINA DE SEGURA              ,MURCIA,BAIXA PER EMIGRACIÓ           ,1
2014,MURCIA                        ,MURCIA,BAIXA PER EMIGRACIÓ           ,16
2014,SAN JAVIER                    ,MURCIA,BAIXA PER EMIGRACIÓ           ,1
2014,TORRE-PACHECO                 ,MURCIA,BAIXA PER EMIGRACIÓ           ,2
2014,YECLA                         ,MURCIA,BAIXA PER EMIGRACIÓ           ,1
2014,FUSTIÑANA                     ,NAVARRA,ALTA PER IMMIGRACIÓ           ,1
2014,HUARTE/UHARTE                 ,NAVARRA,ALTA PER IMMIGRACIÓ           ,1
2014,PAMPLONA/IRUÑA                ,NAVARRA,ALTA PER IMMIGRACIÓ           ,13
2014,PERALTA/AZKOIEN               ,NAVARRA,ALTA PER IMMIGRACIÓ           ,1
2014,TUDELA                        ,NAVARRA,ALTA PER IMMIGRACIÓ           ,1
2014,VIDÁNGOZ/BIDANKOZE            ,NAVARRA,ALTA PER IMMIGRACIÓ           ,1
2014,EGÜÉS                         ,NAVARRA,BAIXA PER EMIGRACIÓ           ,6
2014,MURCHANTE                     ,NAVARRA,BAIXA PER EMIGRACIÓ           ,1
2014,PAMPLONA/IRUÑA                ,NAVARRA,BAIXA PER EMIGRACIÓ           ,9
2014,ULTZAMA                       ,NAVARRA,BAIXA PER EMIGRACIÓ           ,1
2014,BANDE                         ,ORENSE,ALTA PER IMMIGRACIÓ           ,1
2014,MONTERREI                     ,ORENSE,ALTA PER IMMIGRACIÓ           ,1
2014,OURENSE                       ,ORENSE,ALTA PER IMMIGRACIÓ           ,1
2014,VILARIÑO DE CONSO             ,ORENSE,ALTA PER IMMIGRACIÓ           ,1
2014,MONTERREI                     ,ORENSE,BAIXA PER EMIGRACIÓ           ,1
2014,O BARCO DE VALDEORRAS         ,ORENSE,BAIXA PER EMIGRACIÓ           ,1
2014,OURENSE                       ,ORENSE,BAIXA PER EMIGRACIÓ           ,4
2014,ALMUDÉVAR                     ,OSCA,ALTA PER IMMIGRACIÓ           ,4
2014,ALTORRICÓN                    ,OSCA,ALTA PER IMMIGRACIÓ           ,1
2014,AYERBE                        ,OSCA,ALTA PER IMMIGRACIÓ           ,1
2014,BARBASTRO                     ,OSCA,ALTA PER IMMIGRACIÓ           ,2
2014,CAMPORRÉLLS                   ,OSCA,ALTA PER IMMIGRACIÓ           ,2
2014,CASTEJÓN DE MONEGROS          ,OSCA,ALTA PER IMMIGRACIÓ           ,1
2014,ESPLÚS                        ,OSCA,ALTA PER IMMIGRACIÓ           ,1
2014,ESTADILLA                     ,OSCA,ALTA PER IMMIGRACIÓ           ,1
2014,FRAGA                         ,OSCA,ALTA PER IMMIGRACIÓ           ,1
2014,GRAÑÉN                        ,OSCA,ALTA PER IMMIGRACIÓ           ,1
2014,GRAUS                         ,OSCA,ALTA PER IMMIGRACIÓ           ,2
2014,HUESCA                        ,OSCA,ALTA PER IMMIGRACIÓ           ,9
2014,JACA                          ,OSCA,ALTA PER IMMIGRACIÓ           ,1
2014,OLVENA                        ,OSCA,ALTA PER IMMIGRACIÓ           ,1
2014,SESA                          ,OSCA,ALTA PER IMMIGRACIÓ           ,1
2014,TAMARITE DE LITERA            ,OSCA,ALTA PER IMMIGRACIÓ           ,2
2014,VELILLA DE CINCA              ,OSCA,ALTA PER IMMIGRACIÓ           ,1
2014,ALBELDA                       ,OSCA,BAIXA PER EMIGRACIÓ           ,1
2014,ALCOLEA DE CINCA              ,OSCA,BAIXA PER EMIGRACIÓ           ,1
2014,ALCUBIERRE                    ,OSCA,BAIXA PER EMIGRACIÓ           ,1
2014,ALQUÉZAR                      ,OSCA,BAIXA PER EMIGRACIÓ           ,1
2014,ALTORRICÓN                    ,OSCA,BAIXA PER EMIGRACIÓ           ,1
2014,BELVER DE CINCA               ,OSCA,BAIXA PER EMIGRACIÓ           ,1
2014,BENASQUE                      ,OSCA,BAIXA PER EMIGRACIÓ           ,3
2014,ESTADA                        ,OSCA,BAIXA PER EMIGRACIÓ           ,1
2014,FRAGA                         ,OSCA,BAIXA PER EMIGRACIÓ           ,4
2014,GRAUS                         ,OSCA,BAIXA PER EMIGRACIÓ           ,3
2014,HUESCA                        ,OSCA,BAIXA PER EMIGRACIÓ           ,5
2014,JACA                          ,OSCA,BAIXA PER EMIGRACIÓ           ,1
2014,PERALTA DE ALCOFEA            ,OSCA,BAIXA PER EMIGRACIÓ           ,1
2014,SABIÑÁNIGO                    ,OSCA,BAIXA PER EMIGRACIÓ           ,2
2014,PAREDES DE NAVA               ,PALENCIA,ALTA PER IMMIGRACIÓ           ,1
2014,PALENCIA                      ,PALENCIA,BAIXA PER EMIGRACIÓ           ,2
2014,PEDRAZA DE CAMPOS             ,PALENCIA,BAIXA PER EMIGRACIÓ           ,1
2014,ARRECIFE                      ,"PALMAS, LAS",ALTA PER IMMIGRACIÓ           ,5
2014,ARUCAS                        ,"PALMAS, LAS",ALTA PER IMMIGRACIÓ           ,1
2014,LA OLIVA                      ,"PALMAS, LAS",ALTA PER IMMIGRACIÓ           ,1
2014,LAS PALMAS DE GRAN CANARIA    ,"PALMAS, LAS",ALTA PER IMMIGRACIÓ           ,11
2014,PÁJARA                        ,"PALMAS, LAS",ALTA PER IMMIGRACIÓ           ,1
2014,PUERTO DEL ROSARIO            ,"PALMAS, LAS",ALTA PER IMMIGRACIÓ           ,3
2014,SAN BARTOLOMÉ DE TIRAJANA     ,"PALMAS, LAS",ALTA PER IMMIGRACIÓ           ,2
2014,SANTA LUCIA                   ,"PALMAS, LAS",ALTA PER IMMIGRACIÓ           ,4
2014,TINAJO                        ,"PALMAS, LAS",ALTA PER IMMIGRACIÓ           ,1
2014,YAIZA                         ,"PALMAS, LAS",ALTA PER IMMIGRACIÓ           ,2
2014,AGAETE                        ,"PALMAS, LAS",BAIXA PER EMIGRACIÓ           ,1
2014,ARRECIFE                      ,"PALMAS, LAS",BAIXA PER EMIGRACIÓ           ,9
2014,GÁLDAR                        ,"PALMAS, LAS",BAIXA PER EMIGRACIÓ           ,1
2014,LA OLIVA                      ,"PALMAS, LAS",BAIXA PER EMIGRACIÓ           ,2
2014,LAS PALMAS DE GRAN CANARIA    ,"PALMAS, LAS",BAIXA PER EMIGRACIÓ           ,8
2014,MOGÁN                         ,"PALMAS, LAS",BAIXA PER EMIGRACIÓ           ,1
2014,PÁJARA                        ,"PALMAS, LAS",BAIXA PER EMIGRACIÓ           ,1
2014,PUERTO DEL ROSARIO            ,"PALMAS, LAS",BAIXA PER EMIGRACIÓ           ,4
2014,SAN BARTOLOMÉ DE TIRAJANA     ,"PALMAS, LAS",BAIXA PER EMIGRACIÓ           ,3
2014,SANTA LUCIA                   ,"PALMAS, LAS",BAIXA PER EMIGRACIÓ           ,1
2014,TEGUISE                       ,"PALMAS, LAS",BAIXA PER EMIGRACIÓ           ,3
2014,TUINEJE                       ,"PALMAS, LAS",BAIXA PER EMIGRACIÓ           ,1
2014,YAIZA                         ,"PALMAS, LAS",BAIXA PER EMIGRACIÓ           ,3
2014,POIO                          ,PONTEVEDRA,ALTA PER IMMIGRACIÓ           ,1
2014,PONTEAREAS                    ,PONTEVEDRA,ALTA PER IMMIGRACIÓ           ,2
2014,PONTEVEDRA                    ,PONTEVEDRA,ALTA PER IMMIGRACIÓ           ,1
2014,SANXENXO                      ,PONTEVEDRA,ALTA PER IMMIGRACIÓ           ,1
2014,CANGAS                        ,PONTEVEDRA,BAIXA PER EMIGRACIÓ           ,2
2014,POIO                          ,PONTEVEDRA,BAIXA PER EMIGRACIÓ           ,1
2014,PONTEAREAS                    ,PONTEVEDRA,BAIXA PER EMIGRACIÓ           ,2
2014,PONTEVEDRA                    ,PONTEVEDRA,BAIXA PER EMIGRACIÓ           ,5
2014,VIGO                          ,PONTEVEDRA,BAIXA PER EMIGRACIÓ           ,4
2014,BRIONES                       ,"RIOJA, LA",ALTA PER IMMIGRACIÓ           ,1
2014,CALAHORRA                     ,"RIOJA, LA",ALTA PER IMMIGRACIÓ           ,1
2014,LOGROÑO                       ,"RIOJA, LA",ALTA PER IMMIGRACIÓ           ,6
2014,VILLAMEDIANA DE IREGUA        ,"RIOJA, LA",ALTA PER IMMIGRACIÓ           ,1
2014,CALAHORRA                     ,"RIOJA, LA",BAIXA PER EMIGRACIÓ           ,1
2014,LOGROÑO                       ,"RIOJA, LA",BAIXA PER EMIGRACIÓ           ,6
2014,BÉJAR                         ,SALAMANCA,ALTA PER IMMIGRACIÓ           ,1
2014,LAS VEGUILLAS                 ,SALAMANCA,ALTA PER IMMIGRACIÓ           ,1
2014,SALAMANCA                     ,SALAMANCA,ALTA PER IMMIGRACIÓ           ,6
2014,BÉJAR                         ,SALAMANCA,BAIXA PER EMIGRACIÓ           ,1
2014,CIUDAD RODRIGO                ,SALAMANCA,BAIXA PER EMIGRACIÓ           ,7
2014,COLMENAR DE MONTEMAYOR        ,SALAMANCA,BAIXA PER EMIGRACIÓ           ,1
2014,LAS VEGUILLAS                 ,SALAMANCA,BAIXA PER EMIGRACIÓ           ,1
2014,SALAMANCA                     ,SALAMANCA,BAIXA PER EMIGRACIÓ           ,5
2014,ADEJE                         ,SANTA CRUZ DE TENERIFE,ALTA PER IMMIGRACIÓ           ,4
2014,ARONA                         ,SANTA CRUZ DE TENERIFE,ALTA PER IMMIGRACIÓ           ,3
2014,BUENAVISTA DEL NORTE          ,SANTA CRUZ DE TENERIFE,ALTA PER IMMIGRACIÓ           ,1
2014,CANDELARIA                    ,SANTA CRUZ DE TENERIFE,ALTA PER IMMIGRACIÓ           ,1
2014,EL ROSARIO                    ,SANTA CRUZ DE TENERIFE,ALTA PER IMMIGRACIÓ           ,2
2014,GARAFÍA                       ,SANTA CRUZ DE TENERIFE,ALTA PER IMMIGRACIÓ           ,2
2014,GRANADILLA DE ABONA           ,SANTA CRUZ DE TENERIFE,ALTA PER IMMIGRACIÓ           ,4
2014,LA OROTAVA                    ,SANTA CRUZ DE TENERIFE,ALTA PER IMMIGRACIÓ           ,3
2014,LOS LLANOS DE ARIDANE         ,SANTA CRUZ DE TENERIFE,ALTA PER IMMIGRACIÓ           ,1
2014,LOS REALEJOS                  ,SANTA CRUZ DE TENERIFE,ALTA PER IMMIGRACIÓ           ,4
2014,SAN ANDRÉS Y SAUCES           ,SANTA CRUZ DE TENERIFE,ALTA PER IMMIGRACIÓ           ,2
2014,SAN CRISTÓBAL DE LA LAGUNA    ,SANTA CRUZ DE TENERIFE,ALTA PER IMMIGRACIÓ           ,3
2014,SANTA CRUZ DE TENERIFE        ,SANTA CRUZ DE TENERIFE,ALTA PER IMMIGRACIÓ           ,9
2014,ADEJE                         ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,3
2014,AGULO                         ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,1
2014,ARICO                         ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,1
2014,ARONA                         ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,4
2014,CANDELARIA                    ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,3
2014,EL ROSARIO                    ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,2
2014,FRONTERA                      ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,1
2014,GRANADILLA DE ABONA           ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,1
2014,ICOD DE LOS VINOS             ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,3
2014,LOS REALEJOS                  ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,1
2014,PUERTO DE LA CRUZ             ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,4
2014,SAN CRISTÓBAL DE LA LAGUNA    ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,8
2014,SAN SEBASTIÁN DE LA GOMERA    ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,1
2014,SANTA CRUZ DE LA PALMA        ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,1
2014,SANTA CRUZ DE TENERIFE        ,SANTA CRUZ DE TENERIFE,BAIXA PER EMIGRACIÓ           ,3
2014,BORJA                         ,SARAGOSSA,ALTA PER IMMIGRACIÓ           ,1
2014,CASPE                         ,SARAGOSSA,ALTA PER IMMIGRACIÓ           ,1
2014,NONASPE                       ,SARAGOSSA,ALTA PER IMMIGRACIÓ           ,1
2014,UTEBO                         ,SARAGOSSA,ALTA PER IMMIGRACIÓ           ,5
2014,VILLANUEVA DE GÁLLEGO         ,SARAGOSSA,ALTA PER IMMIGRACIÓ           ,2
2014,ZARAGOZA                      ,SARAGOSSA,ALTA PER IMMIGRACIÓ           ,23
2014,ALFORQUE                      ,SARAGOSSA,BAIXA PER EMIGRACIÓ           ,4
2014,ALHAMA DE ARAGÓN              ,SARAGOSSA,BAIXA PER EMIGRACIÓ           ,1
2014,CUARTE DE HUERVA              ,SARAGOSSA,BAIXA PER EMIGRACIÓ           ,1
2014,FUENTES DE JILOCA             ,SARAGOSSA,BAIXA PER EMIGRACIÓ           ,1
2014,ILLUECA                       ,SARAGOSSA,BAIXA PER EMIGRACIÓ           ,5
2014,LA ALMOLDA                    ,SARAGOSSA,BAIXA PER EMIGRACIÓ           ,1
2014,MORATA DE JALÓN               ,SARAGOSSA,BAIXA PER EMIGRACIÓ           ,3
2014,PINA DE EBRO                  ,SARAGOSSA,BAIXA PER EMIGRACIÓ           ,1
2014,SAN MATEO DE GÁLLEGO          ,SARAGOSSA,BAIXA PER EMIGRACIÓ           ,1
2014,ZARAGOZA                      ,SARAGOSSA,BAIXA PER EMIGRACIÓ           ,21
2014,SEGOVIA                       ,SEGOVIA,ALTA PER IMMIGRACIÓ           ,3
2014,SEGOVIA                       ,SEGOVIA,BAIXA PER EMIGRACIÓ           ,4
2014,AGUADULCE                     ,SEVILLA,ALTA PER IMMIGRACIÓ           ,4
2014,BENACAZÓN                     ,SEVILLA,ALTA PER IMMIGRACIÓ           ,2
2014,CAMAS                         ,SEVILLA,ALTA PER IMMIGRACIÓ           ,1
2014,CANTILLANA                    ,SEVILLA,ALTA PER IMMIGRACIÓ           ,1
2014,DOS HERMANAS                  ,SEVILLA,ALTA PER IMMIGRACIÓ           ,3
2014,ÉCIJA                         ,SEVILLA,ALTA PER IMMIGRACIÓ           ,1
2014,EL RUBIO                      ,SEVILLA,ALTA PER IMMIGRACIÓ           ,1
2014,EL SAUCEJO                    ,SEVILLA,ALTA PER IMMIGRACIÓ           ,2
2014,GUILLENA                      ,SEVILLA,ALTA PER IMMIGRACIÓ           ,1
2014,LA PUEBLA DE CAZALLA          ,SEVILLA,ALTA PER IMMIGRACIÓ           ,2
2014,LA RINCONADA                  ,SEVILLA,ALTA PER IMMIGRACIÓ           ,4
2014,LAS CABEZAS DE SAN JUAN       ,SEVILLA,ALTA PER IMMIGRACIÓ           ,1
2014,LAS NAVAS DE LA CONCEPCIÓN    ,SEVILLA,ALTA PER IMMIGRACIÓ           ,1
2014,MAIRENA DEL ALJARAFE          ,SEVILLA,ALTA PER IMMIGRACIÓ           ,1
2014,PARADAS                       ,SEVILLA,ALTA PER IMMIGRACIÓ           ,2
2014,PILAS                         ,SEVILLA,ALTA PER IMMIGRACIÓ           ,1
2014,SEVILLA                       ,SEVILLA,ALTA PER IMMIGRACIÓ           ,22
2014,AGUADULCE                     ,SEVILLA,BAIXA PER EMIGRACIÓ           ,1
2014,ALCALÁ DEL RÍO                ,SEVILLA,BAIXA PER EMIGRACIÓ           ,1
2014,BADOLATOSA                    ,SEVILLA,BAIXA PER EMIGRACIÓ           ,3
2014,CONSTANTINA                   ,SEVILLA,BAIXA PER EMIGRACIÓ           ,1
2014,DOS HERMANAS                  ,SEVILLA,BAIXA PER EMIGRACIÓ           ,3
2014,ÉCIJA                         ,SEVILLA,BAIXA PER EMIGRACIÓ           ,2
2014,ESTEPA                        ,SEVILLA,BAIXA PER EMIGRACIÓ           ,2
2014,LA ALGABA                     ,SEVILLA,BAIXA PER EMIGRACIÓ           ,1
2014,LA PUEBLA DE CAZALLA          ,SEVILLA,BAIXA PER EMIGRACIÓ           ,2
2014,LA RINCONADA                  ,SEVILLA,BAIXA PER EMIGRACIÓ           ,1
2014,LOS PALACIOS Y VILLAFRANCA    ,SEVILLA,BAIXA PER EMIGRACIÓ           ,1
2014,MAIRENA DEL ALJARAFE          ,SEVILLA,BAIXA PER EMIGRACIÓ           ,1
2014,SEVILLA                       ,SEVILLA,BAIXA PER EMIGRACIÓ           ,15
2014,TOMARES                       ,SEVILLA,BAIXA PER EMIGRACIÓ           ,1
2014,UTRERA                        ,SEVILLA,BAIXA PER EMIGRACIÓ           ,4
2014,ÓLLVEGA                       ,SORIA,ALTA PER IMMIGRACIÓ           ,1
2014,AIGUAMÚRCIA                   ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,ALBINYANA                     ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,3
2014,ALCANAR                       ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,7
2014,ALTAFULLA                     ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,AMPOSTA                       ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,2
2014,BANYERES DEL PENEDÈS          ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,3
2014,BARBERÀ DE LA CONCA           ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,BELLVEI                       ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,4
2014,CALAFELL                      ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,18
2014,CAMARLES                      ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,CAMBRILS                      ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,11
2014,CAPÇANES                      ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,3
2014,CORBERA D EBRE                ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,3
2014,CREIXELL                      ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,6
2014,CUNIT                         ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,13
2014,DELTEBRE                      ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,6
2014,EL MASROIG                    ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,EL PLA DE SANTA MARIA         ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,EL VENDRELL                   ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,13
2014,FALSET                        ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,5
2014,FLIX                          ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,9
2014,LA BISBAL DEL PENEDÈS         ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,4
2014,LA POBLA DE MAFUMET           ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,3
2014,LA SECUITA                    ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,LA SELVA DEL CAMP             ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,LA SÈNIA                      ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,LA TORRE DE L ESPANYOL        ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,L AMETLLA DE MAR              ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,5
2014,L AMPOLLA                     ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,L ARBOÇ                       ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,3
2014,LLORENÇ DEL PENEDÈS           ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,5
2014,MONTBLANC                     ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,MONTBRIÓ DEL CAMP             ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,2
2014,MONTFERRI                     ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,3
2014,MONTMELL                      ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,3
2014,MONT-ROIG DEL CAMP            ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,13
2014,MÓRA D EBRE                   ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,PERAFORT                      ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,PORRERA                       ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,QUEROL                        ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,REUS                          ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,17
2014,RIBA-ROJA D EBRE              ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,RODA DE BERÀ                  ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,7
2014,ROQUETES                      ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,SALOU                         ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,5
2014,SANT CARLES DE LA RÀPITA      ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,2
2014,SANTA COLOMA DE QUERALT       ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,2
2014,SANTA OLIVA                   ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,2
2014,TARRAGONA                     ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,40
2014,TORREDEMBARRA                 ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,13
2014,TORTOSA                       ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,6
2014,VALLS                         ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,VILA-RODONA                   ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,1
2014,VILA-SECA                     ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,5
2014,XERTA                         ,TARRAGONA,ALTA PER IMMIGRACIÓ           ,2
2014,ALBINYANA                     ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,ALCANAR                       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,2
2014,ALTAFULLA                     ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,AMPOSTA                       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,BANYERES DEL PENEDÈS          ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,5
2014,CALAFELL                      ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,28
2014,CAMARLES                      ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,2
2014,CAMBRILS                      ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,8
2014,CAPÇANES                      ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,CORBERA D EBRE                ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,CREIXELL                      ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,5
2014,CUNIT                         ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,10
2014,DELTEBRE                      ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,6
2014,EL PINELL DE BRAI             ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,EL PLA DE SANTA MARIA         ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,2
2014,EL ROURELL                    ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,EL VENDRELL                   ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,16
2014,ELS PALLARESOS                ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,FALSET                        ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,FLIX                          ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,2
2014,LA BISBAL DEL PENEDÈS         ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,3
2014,LA POBLA DE MAFUMET           ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,3
2014,L ALDEA                       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,L AMETLLA DE MAR              ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,11
2014,L AMPOLLA                     ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,6
2014,L ARBOÇ                       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,LLORENÇ DEL PENEDÈS           ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,MIRAVET                       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,MONTBLANC                     ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,MONTBRIÓ DEL CAMP             ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,2
2014,MONT-ROIG DEL CAMP            ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,7
2014,MÓRA D EBRE                   ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,4
2014,PASSANANT I BELLTALL          ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,PRAT DE COMTE                 ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,PUIGPELAT                     ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,REUS                          ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,12
2014,RIUDOMS                       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,7
2014,RODA DE BERÀ                  ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,9
2014,SALOU                         ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,6
2014,SANT CARLES DE LA RÀPITA      ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,4
2014,SANT JAUME DELS DOMENYS       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
2014,SANTA BÀRBARA                 ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,3
2014,SANTA COLOMA DE QUERALT       ,TARRAGONA,BAIXA PER EMIGRACIÓ           ,1
