DATA_REFERENCIA,MES,PAIS_DESTI,PROVINCIA_DESTI,SEXE,POBLACIO
2012,12,ESPANYA                       ,GIRONA,Dona,8
2012,12,ESPANYA                       ,GIRONA,Home,11
2012,12,ESPANYA                       ,GRANADA,Dona,1
2012,12,ESPANYA                       ,GRANADA,Home,1
2012,12,ESPANYA                       ,GUADALAJARA,Dona,1
2012,12,ESPANYA                       ,ILLES BALEARS,Dona,6
2012,12,ESPANYA                       ,ILLES BALEARS,Home,4
2012,12,ESPANYA                       ,LLEIDA,Dona,2
2012,12,ESPANYA                       ,LLEIDA,Home,3
2012,12,ESPANYA                       ,MADRID,Dona,6
2012,12,ESPANYA                       ,MADRID,Home,7
2012,12,ESPANYA                       ,MALAGA,Dona,1
2012,12,ESPANYA                       ,MELILLA,Home,1
2012,12,ESPANYA                       ,MURCIA,Dona,2
2012,12,ESPANYA                       ,MURCIA,Home,2
2012,12,ESPANYA                       ,OSCA,Dona,2
2012,12,ESPANYA                       ,OSCA,Home,4
2012,12,ESPANYA                       ,"PALMAS, LAS",Dona,1
2012,12,ESPANYA                       ,"PALMAS, LAS",Home,1
2012,12,ESPANYA                       ,PONTEVEDRA,Dona,1
2012,12,ESPANYA                       ,PONTEVEDRA,Home,1
2012,12,ESPANYA                       ,SALAMANCA,Dona,1
2012,12,ESPANYA                       ,SALAMANCA,Home,4
2012,12,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Dona,2
2012,12,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Home,1
2012,12,ESPANYA                       ,SARAGOSSA,Dona,1
2012,12,ESPANYA                       ,SEVILLA,Home,1
2012,12,ESPANYA                       ,TARRAGONA,Dona,10
2012,12,ESPANYA                       ,TARRAGONA,Home,15
2012,12,ESPANYA                       ,TOLEDO,Home,1
2012,12,ESPANYA                       ,VALENCIA,Dona,5
2012,12,ESPANYA                       ,VALENCIA,Home,1
2012,12,ESPANYA                       ,VALLADOLID,Dona,1
2012,12,FRANÇA                        , ,Home,3
2012,12,GEÒRGIA                       , ,Dona,1
2012,12,GEÒRGIA                       , ,Home,2
2012,12,IRLANDA                       , ,Home,1
2012,12,ITÀLIA                        , ,Dona,1
2012,12,ITÀLIA                        , ,Home,1
2012,12,JAMAICA                       , ,Dona,2
2012,12,"MARROC, EL                    ", ,Dona,5
2012,12,"MARROC, EL                    ", ,Home,7
2012,12,"PARAGUAI, EL                  ", ,Dona,1
2012,12,"PERÚ, EL                      ", ,Home,2
2012,12,"REGNE UNIT, EL                ", ,Home,1
2012,12,"REPÚBLICA DOMINICANA, LA      ", ,Home,1
2012,12,"SENEGAL, EL                   ", ,Home,2
2012,12,SUÏSSA                        , ,Home,1
2012,12,"URUGUAI, L                    ", ,Dona,1
2012,12,XILE                          , ,Dona,1
2012,12,XILE                          , ,Home,4
2012,12,"XINA, LA                      ", ,Home,1
2012,2,ALEMANYA                      , ,Dona,3
2012,2,ALEMANYA                      , ,Home,3
2012,2,BÈLGICA                       , ,Dona,1
2012,2,BÈLGICA                       , ,Home,2
2012,2,"BRASIL, EL                    ", ,Dona,1
2012,2,"BRASIL, EL                    ", ,Home,1
2012,2,COLÒMBIA                      , ,Home,1
2012,2,CUBA                          , ,Home,1
2012,2,"EQUADOR, L                    ", ,Dona,2
2012,2,"EQUADOR, L                    ", ,Home,3
2012,2,ESPANYA                       , ,Dona,260
2012,2,ESPANYA                       , ,Home,304
2012,2,ESPANYA                       ,ALABA,Home,2
2012,2,ESPANYA                       ,ALACANT,Home,1
2012,2,ESPANYA                       ,ALMERIA,Dona,5
2012,2,ESPANYA                       ,ALMERIA,Home,5
2012,2,ESPANYA                       ,ASTURIAS,Home,1
2012,2,ESPANYA                       ,BADAJOZ,Dona,2
2012,2,ESPANYA                       ,BARCELONA,Dona,182
2012,2,ESPANYA                       ,BARCELONA,Home,221
2012,2,ESPANYA                       ,BISCAIA,Dona,1
2012,2,ESPANYA                       ,BISCAIA,Home,1
2012,2,ESPANYA                       ,CACERES,Dona,2
2012,2,ESPANYA                       ,CACERES,Home,1
2012,2,ESPANYA                       ,CEUTA,Home,1
2012,2,ESPANYA                       ,CIUDAD REAL,Home,1
2012,2,ESPANYA                       ,CONCA,Dona,3
2012,2,ESPANYA                       ,CORDOBA,Dona,4
2012,2,ESPANYA                       ,CORDOBA,Home,1
2012,2,ESPANYA                       ,"CORUNYA, LA",Home,1
2012,2,ESPANYA                       ,GIRONA,Dona,9
2012,2,ESPANYA                       ,GIRONA,Home,13
2012,2,ESPANYA                       ,GRANADA,Dona,1
2012,2,ESPANYA                       ,GRANADA,Home,2
2012,2,ESPANYA                       ,GUADALAJARA,Dona,1
2012,2,ESPANYA                       ,GUADALAJARA,Home,1
2012,2,ESPANYA                       ,HUELVA,Home,1
2012,2,ESPANYA                       ,ILLES BALEARS,Dona,4
2012,2,ESPANYA                       ,ILLES BALEARS,Home,4
2012,2,ESPANYA                       ,JAEN,Home,1
2012,2,ESPANYA                       ,LUGO,Home,1
2012,2,ESPANYA                       ,LLEIDA,Dona,3
2012,2,ESPANYA                       ,LLEIDA,Home,4
2012,2,ESPANYA                       ,LLEO,Dona,1
2012,2,ESPANYA                       ,LLEO,Home,1
2012,2,ESPANYA                       ,MADRID,Dona,7
2012,2,ESPANYA                       ,MADRID,Home,8
2012,2,ESPANYA                       ,MALAGA,Dona,3
2012,2,ESPANYA                       ,MALAGA,Home,5
2012,2,ESPANYA                       ,MURCIA,Dona,4
2012,2,ESPANYA                       ,MURCIA,Home,5
2012,2,ESPANYA                       ,NAVARRA,Dona,3
2012,2,ESPANYA                       ,ORENSE,Home,1
2012,2,ESPANYA                       ,"PALMAS, LAS",Dona,1
2012,2,ESPANYA                       ,"PALMAS, LAS",Home,1
2012,2,ESPANYA                       ,PONTEVEDRA,Dona,1
2012,2,ESPANYA                       ,PONTEVEDRA,Home,1
2012,2,ESPANYA                       ,SALAMANCA,Dona,3
2012,2,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Dona,1
2012,2,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Home,2
2012,2,ESPANYA                       ,SEVILLA,Dona,3
2012,2,ESPANYA                       ,SEVILLA,Home,2
2012,2,ESPANYA                       ,TARRAGONA,Dona,8
2012,2,ESPANYA                       ,TARRAGONA,Home,11
2012,2,ESPANYA                       ,TEROL,Dona,1
2012,2,ESPANYA                       ,VALENCIA,Dona,6
2012,2,ESPANYA                       ,VALENCIA,Home,4
2012,2,ESPANYA                       ,ZAMORA,Dona,1
2012,2,"ESTATS UNITS D AMÈRICA, ELS   ", ,Dona,1
2012,2,FRANÇA                        , ,Dona,5
2012,2,FRANÇA                        , ,Home,5
2012,2,GUATEMALA                     , ,Dona,1
2012,2,"MARROC, EL                    ", ,Dona,3
2012,2,"MARROC, EL                    ", ,Home,8
2012,2,MÈXIC                         , ,Home,1
2012,2,"PAÏSOS BAIXOS, ELS            ", ,Dona,4
2012,2,"PAÏSOS BAIXOS, ELS            ", ,Home,5
2012,2,"PARAGUAI, EL                  ", ,Dona,2
2012,2,"PARAGUAI, EL                  ", ,Home,1
2012,2,"PERÚ, EL                      ", ,Dona,1
2012,2,"PERÚ, EL                      ", ,Home,2
2012,2,"REGNE UNIT, EL                ", ,Dona,1
2012,2,"REGNE UNIT, EL                ", ,Home,1
2012,2,ROMANIA                       , ,Dona,1
2012,2,"SENEGAL, EL                   ", ,Home,2
2012,2,SUÈCIA                        , ,Home,1
2012,2,"URUGUAI, L                    ", ,Home,1
2012,2,VENEÇUELA                     , ,Home,1
2012,2,XILE                          , ,Dona,1
2012,2,XILE                          , ,Home,1
2012,3,ALEMANYA                      , ,Dona,1
2012,3,ALEMANYA                      , ,Home,1
2012,3,"BRASIL, EL                    ", ,Dona,3
2012,3,"BRASIL, EL                    ", ,Home,4
2012,3,"CANADÀ, EL                    ", ,Dona,1
2012,3,"CANADÀ, EL                    ", ,Home,1
2012,3,COLÒMBIA                      , ,Dona,1
2012,3,COLÒMBIA                      , ,Home,3
2012,3,"EQUADOR, L                    ", ,Dona,2
2012,3,"EQUADOR, L                    ", ,Home,2
2012,3,ESPANYA                       , ,Dona,356
2012,3,ESPANYA                       , ,Home,351
2012,3,ESPANYA                       ,ALABA,Dona,1
2012,3,ESPANYA                       ,ALABA,Home,1
2012,3,ESPANYA                       ,ALACANT,Home,4
2012,3,ESPANYA                       ,ALMERIA,Dona,5
2012,3,ESPANYA                       ,ALMERIA,Home,4
2012,3,ESPANYA                       ,ASTURIAS,Dona,3
2012,3,ESPANYA                       ,BADAJOZ,Home,1
2012,3,ESPANYA                       ,BARCELONA,Dona,260
2012,3,ESPANYA                       ,BARCELONA,Home,262
2012,3,ESPANYA                       ,BISCAIA,Home,2
2012,3,ESPANYA                       ,CACERES,Dona,2
2012,3,ESPANYA                       ,CACERES,Home,2
2012,3,ESPANYA                       ,CADIS,Dona,1
2012,3,ESPANYA                       ,CADIS,Home,2
2012,3,ESPANYA                       ,CANTABRIA,Dona,1
2012,3,ESPANYA                       ,CASTELLO,Dona,4
2012,3,ESPANYA                       ,CASTELLO,Home,4
2012,3,ESPANYA                       ,CEUTA,Home,1
2012,3,ESPANYA                       ,CIUDAD REAL,Dona,1
2012,3,ESPANYA                       ,CORDOBA,Dona,3
2012,3,ESPANYA                       ,CORDOBA,Home,2
2012,3,ESPANYA                       ,"CORUNYA, LA",Dona,3
2012,3,ESPANYA                       ,"CORUNYA, LA",Home,1
2012,3,ESPANYA                       ,GIRONA,Dona,10
2012,3,ESPANYA                       ,GIRONA,Home,13
2012,3,ESPANYA                       ,GRANADA,Dona,2
2012,3,ESPANYA                       ,GRANADA,Home,4
2012,3,ESPANYA                       ,ILLES BALEARS,Dona,2
2012,3,ESPANYA                       ,ILLES BALEARS,Home,5
2012,3,ESPANYA                       ,LLEIDA,Dona,2
2012,3,ESPANYA                       ,LLEIDA,Home,5
2012,3,ESPANYA                       ,LLEO,Dona,1
2012,3,ESPANYA                       ,MADRID,Dona,8
2012,3,ESPANYA                       ,MADRID,Home,4
2012,3,ESPANYA                       ,MALAGA,Dona,3
2012,3,ESPANYA                       ,MALAGA,Home,2
2012,3,ESPANYA                       ,MELILLA,Home,1
2012,3,ESPANYA                       ,MURCIA,Dona,4
2012,3,ESPANYA                       ,MURCIA,Home,2
2012,3,ESPANYA                       ,NAVARRA,Dona,1
2012,3,ESPANYA                       ,OSCA,Dona,2
2012,3,ESPANYA                       ,OSCA,Home,1
2012,3,ESPANYA                       ,"PALMAS, LAS",Dona,5
2012,3,ESPANYA                       ,"PALMAS, LAS",Home,4
2012,3,ESPANYA                       ,SALAMANCA,Dona,1
2012,3,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Dona,3
2012,3,ESPANYA                       ,SEVILLA,Dona,3
2012,3,ESPANYA                       ,SEVILLA,Home,3
2012,3,ESPANYA                       ,TARRAGONA,Dona,22
2012,3,ESPANYA                       ,TARRAGONA,Home,18
2012,3,ESPANYA                       ,TEROL,Home,1
2012,3,ESPANYA                       ,VALENCIA,Dona,2
2012,3,ESPANYA                       ,VALENCIA,Home,2
2012,3,ESPANYA                       ,ZAMORA,Dona,1
2012,3,"ESTATS UNITS D AMÈRICA, ELS   ", ,Home,1
2012,3,FRANÇA                        , ,Dona,3
2012,3,FRANÇA                        , ,Home,4
2012,3,"MARROC, EL                    ", ,Dona,12
2012,3,"MARROC, EL                    ", ,Home,12
2012,3,"PAÏSOS BAIXOS, ELS            ", ,Home,1
2012,3,"PERÚ, EL                      ", ,Dona,1
2012,3,"PERÚ, EL                      ", ,Home,1
2012,3,POLÒNIA                       , ,Home,1
2012,3,"REGNE UNIT, EL                ", ,Dona,1
2012,3,"REPÚBLICA DOMINICANA, LA      ", ,Dona,1
2012,3,ROMANIA                       , ,Home,1
2012,3,SUÈCIA                        , ,Dona,1
2012,3,UCRAÏNA                       , ,Dona,1
2012,3,"URUGUAI, L                    ", ,Dona,1
2012,3,XILE                          , ,Home,1
2012,4,ANDORRA                       , ,Dona,1
2012,4,ANDORRA                       , ,Home,1
2012,4,BÈLGICA                       , ,Dona,1
2012,4,BÈLGICA                       , ,Home,3
2012,4,BOLÍVIA                       , ,Home,2
2012,4,COLÒMBIA                      , ,Dona,4
2012,4,COLÒMBIA                      , ,Home,2
2012,4,"EQUADOR, L                    ", ,Dona,7
2012,4,"EQUADOR, L                    ", ,Home,6
2012,4,ESPANYA                       , ,Dona,249
2012,4,ESPANYA                       , ,Home,240
2012,4,ESPANYA                       ,ALABA,Home,2
2012,4,ESPANYA                       ,ALACANT,Dona,5
2012,4,ESPANYA                       ,ALACANT,Home,4
2012,4,ESPANYA                       ,ALMERIA,Dona,3
2012,4,ESPANYA                       ,ALMERIA,Home,3
2012,4,ESPANYA                       ,ASTURIAS,Home,1
2012,4,ESPANYA                       ,BADAJOZ,Dona,2
2012,4,ESPANYA                       ,BADAJOZ,Home,1
2012,4,ESPANYA                       ,BARCELONA,Dona,178
2012,4,ESPANYA                       ,BARCELONA,Home,171
2012,4,ESPANYA                       ,BISCAIA,Dona,3
2012,4,ESPANYA                       ,CACERES,Dona,1
2012,4,ESPANYA                       ,CACERES,Home,2
2012,4,ESPANYA                       ,CADIS,Dona,2
2012,4,ESPANYA                       ,CANTABRIA,Home,1
2012,4,ESPANYA                       ,CASTELLO,Home,2
2012,4,ESPANYA                       ,CORDOBA,Dona,1
2012,4,ESPANYA                       ,CORDOBA,Home,1
2012,4,ESPANYA                       ,GIRONA,Dona,8
2012,4,ESPANYA                       ,GIRONA,Home,5
2012,4,ESPANYA                       ,GRANADA,Dona,1
2012,4,ESPANYA                       ,GUADALAJARA,Dona,2
2012,4,ESPANYA                       ,GUIPUSCOA,Dona,1
2012,4,ESPANYA                       ,GUIPUSCOA,Home,1
2012,4,ESPANYA                       ,HUELVA,Home,2
2012,4,ESPANYA                       ,ILLES BALEARS,Dona,2
2012,4,ESPANYA                       ,ILLES BALEARS,Home,5
2012,4,ESPANYA                       ,JAEN,Dona,1
2012,4,ESPANYA                       ,JAEN,Home,1
2012,4,ESPANYA                       ,LLEIDA,Dona,2
2012,4,ESPANYA                       ,LLEIDA,Home,6
2012,4,ESPANYA                       ,LLEO,Dona,1
2012,4,ESPANYA                       ,LLEO,Home,1
2012,4,ESPANYA                       ,MADRID,Dona,4
2012,4,ESPANYA                       ,MALAGA,Dona,3
2012,4,ESPANYA                       ,MALAGA,Home,7
2012,4,ESPANYA                       ,MURCIA,Dona,3
2012,4,ESPANYA                       ,NAVARRA,Dona,1
2012,4,ESPANYA                       ,NAVARRA,Home,2
2012,4,ESPANYA                       ,ORENSE,Dona,1
2012,4,ESPANYA                       ,"PALMAS, LAS",Dona,3
2012,4,ESPANYA                       ,"PALMAS, LAS",Home,1
2012,4,ESPANYA                       ,PONTEVEDRA,Dona,2
2012,4,ESPANYA                       ,PONTEVEDRA,Home,2
2012,4,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Dona,2
2012,4,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Home,3
2012,4,ESPANYA                       ,SARAGOSSA,Home,3
2012,4,ESPANYA                       ,SEVILLA,Dona,1
2012,4,ESPANYA                       ,TARRAGONA,Dona,12
2012,4,ESPANYA                       ,TARRAGONA,Home,9
2012,4,ESPANYA                       ,TEROL,Home,1
2012,4,ESPANYA                       ,VALENCIA,Dona,3
2012,4,ESPANYA                       ,VALENCIA,Home,3
2012,4,ESPANYA                       ,ZAMORA,Dona,1
2012,4,"ESTATS UNITS D AMÈRICA, ELS   ", ,Dona,1
2012,4,FRANÇA                        , ,Dona,1
2012,4,FRANÇA                        , ,Home,2
2012,4,"GUINEA EQUATORIAL, LA         ", ,Home,1
2012,4,HONDURES                      , ,Home,1
2012,4,ITÀLIA                        , ,Dona,2
2012,4,ITÀLIA                        , ,Home,1
2012,4,"MARROC, EL                    ", ,Dona,1
2012,4,"MARROC, EL                    ", ,Home,12
2012,4,MÈXIC                         , ,Dona,1
2012,4,"PARAGUAI, EL                  ", ,Dona,1
2012,4,"PERÚ, EL                      ", ,Dona,1
2012,4,"REGNE UNIT, EL                ", ,Home,1
2012,4,ROMANIA                       , ,Home,1
2012,4,"SENEGAL, EL                   ", ,Home,3
2012,4,SÈRBIA                        , ,Dona,1
2012,4,VENEÇUELA                     , ,Dona,2
2012,4,VENEÇUELA                     , ,Home,1
2012,4,XILE                          , ,Dona,2
2012,5,ALEMANYA                      , ,Dona,2
2012,5,ALEMANYA                      , ,Home,3
2012,5,ANDORRA                       , ,Home,2
2012,5,"ARGENTINA, L                  ", ,Home,1
2012,5,BÈLGICA                       , ,Dona,6
2012,5,BÈLGICA                       , ,Home,5
2012,5,"BRASIL, EL                    ", ,Home,1
2012,5,COLÒMBIA                      , ,Dona,2
2012,5,COLÒMBIA                      , ,Home,1
2012,5,CUBA                          , ,Home,1
2012,5,"EQUADOR, L                    ", ,Dona,4
2012,5,"EQUADOR, L                    ", ,Home,5
2012,5,ESPANYA                       , ,Dona,305
2012,5,ESPANYA                       , ,Home,259
2012,5,ESPANYA                       ,ALACANT,Dona,2
2012,5,ESPANYA                       ,ALACANT,Home,1
2012,5,ESPANYA                       ,ALBACETE,Dona,1
2012,5,ESPANYA                       ,ALBACETE,Home,1
2012,5,ESPANYA                       ,ALMERIA,Dona,3
2012,5,ESPANYA                       ,ALMERIA,Home,2
2012,5,ESPANYA                       ,ASTURIAS,Dona,2
2012,5,ESPANYA                       ,AVILA,Home,1
2012,5,ESPANYA                       ,BADAJOZ,Dona,2
2012,5,ESPANYA                       ,BADAJOZ,Home,1
2012,5,ESPANYA                       ,BARCELONA,Dona,211
2012,5,ESPANYA                       ,BARCELONA,Home,181
2012,5,ESPANYA                       ,BISCAIA,Dona,1
2012,5,ESPANYA                       ,CADIS,Dona,2
2012,5,ESPANYA                       ,CADIS,Home,3
2012,5,ESPANYA                       ,CASTELLO,Dona,2
2012,5,ESPANYA                       ,CORDOBA,Dona,2
2012,5,ESPANYA                       ,CORDOBA,Home,2
2012,5,ESPANYA                       ,"CORUNYA, LA",Home,3
2012,5,ESPANYA                       ,GIRONA,Dona,16
2012,5,ESPANYA                       ,GIRONA,Home,6
2012,5,ESPANYA                       ,GRANADA,Dona,2
2012,5,ESPANYA                       ,GRANADA,Home,2
2012,5,ESPANYA                       ,GUIPUSCOA,Home,3
2012,5,ESPANYA                       ,ILLES BALEARS,Dona,3
2012,5,ESPANYA                       ,ILLES BALEARS,Home,7
2012,5,ESPANYA                       ,JAEN,Dona,2
2012,5,ESPANYA                       ,JAEN,Home,1
2012,5,ESPANYA                       ,LUGO,Dona,1
2012,5,ESPANYA                       ,LUGO,Home,1
2012,5,ESPANYA                       ,LLEIDA,Dona,5
2012,5,ESPANYA                       ,LLEIDA,Home,6
2012,5,ESPANYA                       ,MADRID,Dona,9
2012,5,ESPANYA                       ,MADRID,Home,2
2012,5,ESPANYA                       ,MALAGA,Dona,5
2012,5,ESPANYA                       ,MALAGA,Home,7
2012,5,ESPANYA                       ,MURCIA,Home,1
2012,5,ESPANYA                       ,NAVARRA,Dona,2
2012,5,ESPANYA                       ,OSCA,Dona,1
2012,5,ESPANYA                       ,OSCA,Home,2
2012,5,ESPANYA                       ,"PALMAS, LAS",Dona,1
2012,5,ESPANYA                       ,PONTEVEDRA,Home,1
2012,5,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Home,1
2012,5,ESPANYA                       ,SARAGOSSA,Dona,2
2012,5,ESPANYA                       ,SARAGOSSA,Home,3
2012,5,ESPANYA                       ,SEVILLA,Dona,1
2012,5,ESPANYA                       ,TARRAGONA,Dona,20
2012,5,ESPANYA                       ,TARRAGONA,Home,18
2012,5,ESPANYA                       ,TEROL,Home,1
2012,5,ESPANYA                       ,VALENCIA,Dona,7
2012,5,ESPANYA                       ,VALENCIA,Home,2
2012,5,FRANÇA                        , ,Dona,2
2012,5,FRANÇA                        , ,Home,5
2012,5,HONDURES                      , ,Dona,1
2012,5,"IRAN, L                       ", ,Dona,1
2012,5,ITÀLIA                        , ,Dona,1
2012,5,"MARROC, EL                    ", ,Dona,8
2012,5,"MARROC, EL                    ", ,Home,14
2012,5,MÈXIC                         , ,Dona,1
2012,5,"PAÏSOS BAIXOS, ELS            ", ,Dona,1
2012,5,"PAÏSOS BAIXOS, ELS            ", ,Home,2
2012,5,"PAKISTAN, EL                  ", ,Home,1
2012,5,"PARAGUAI, EL                  ", ,Dona,2
2012,5,"PARAGUAI, EL                  ", ,Home,1
2012,5,"PERÚ, EL                      ", ,Dona,1
2012,5,"PERÚ, EL                      ", ,Home,1
2012,5,PORTUGAL                      , ,Dona,3
2012,5,"REGNE UNIT, EL                ", ,Dona,3
2012,5,"REPÚBLICA DOMINICANA, LA      ", ,Dona,3
2012,5,ROMANIA                       , ,Dona,1
2012,5,ROMANIA                       , ,Home,2
2012,5,"SENEGAL, EL                   ", ,Home,3
2012,5,SÍRIA                         , ,Dona,2
2012,5,"URUGUAI, L                    ", ,Dona,1
2012,5,"URUGUAI, L                    ", ,Home,2
2012,5,XILE                          , ,Home,1
2012,5,"XINA, LA                      ", ,Home,1
2012,6,ALEMANYA                      , ,Home,2
2012,6,ANDORRA                       , ,Dona,2
2012,6,ANDORRA                       , ,Home,1
2012,6,"ARGENTINA, L                  ", ,Dona,1
2012,6,"ARGENTINA, L                  ", ,Home,2
2012,6,BOLÍVIA                       , ,Dona,2
2012,6,BOLÍVIA                       , ,Home,1
2012,6,"BRASIL, EL                    ", ,Dona,1
2012,6,BURKINA FASO                  , ,Dona,1
2012,6,COLÒMBIA                      , ,Home,2
2012,6,EL SALVADOR                   , ,Dona,1
2012,6,"EQUADOR, L                    ", ,Dona,7
2012,6,"EQUADOR, L                    ", ,Home,3
2012,6,ESPANYA                       , ,Dona,268
2012,6,ESPANYA                       , ,Home,272
2012,6,ESPANYA                       ,ALACANT,Dona,1
2012,6,ESPANYA                       ,ALMERIA,Home,4
2012,6,ESPANYA                       ,ASTURIAS,Dona,2
2012,6,ESPANYA                       ,BARCELONA,Dona,178
2012,6,ESPANYA                       ,BARCELONA,Home,188
2012,6,ESPANYA                       ,CACERES,Dona,1
2012,6,ESPANYA                       ,CADIS,Dona,3
2012,6,ESPANYA                       ,CADIS,Home,4
2012,6,ESPANYA                       ,CASTELLO,Dona,1
2012,6,ESPANYA                       ,CONCA,Home,1
2012,6,ESPANYA                       ,"CORUNYA, LA",Dona,1
2012,6,ESPANYA                       ,"CORUNYA, LA",Home,1
2012,6,ESPANYA                       ,GIRONA,Dona,13
2012,6,ESPANYA                       ,GIRONA,Home,11
2012,6,ESPANYA                       ,GRANADA,Home,1
2012,6,ESPANYA                       ,GUADALAJARA,Home,1
2012,6,ESPANYA                       ,ILLES BALEARS,Dona,11
2012,6,ESPANYA                       ,ILLES BALEARS,Home,8
2012,6,ESPANYA                       ,LUGO,Dona,1
2012,6,ESPANYA                       ,LUGO,Home,1
2012,6,ESPANYA                       ,LLEIDA,Dona,11
2012,6,ESPANYA                       ,LLEIDA,Home,8
2012,6,ESPANYA                       ,LLEO,Dona,1
2012,6,ESPANYA                       ,MADRID,Dona,5
2012,6,ESPANYA                       ,MADRID,Home,5
2012,6,ESPANYA                       ,MALAGA,Dona,3
2012,6,ESPANYA                       ,MALAGA,Home,2
2012,6,ESPANYA                       ,MELILLA,Home,1
2012,6,ESPANYA                       ,MURCIA,Dona,1
2012,6,ESPANYA                       ,MURCIA,Home,2
2012,6,ESPANYA                       ,OSCA,Dona,4
2012,6,ESPANYA                       ,OSCA,Home,2
2012,6,ESPANYA                       ,"PALMAS, LAS",Dona,1
2012,6,ESPANYA                       ,"PALMAS, LAS",Home,2
2012,6,ESPANYA                       ,PONTEVEDRA,Dona,3
2012,6,ESPANYA                       ,PONTEVEDRA,Home,1
2012,6,ESPANYA                       ,"RIOJA, LA",Dona,2
2012,6,ESPANYA                       ,"RIOJA, LA",Home,1
2012,6,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Dona,3
2012,6,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Home,4
2012,6,ESPANYA                       ,SARAGOSSA,Dona,1
2012,6,ESPANYA                       ,SARAGOSSA,Home,1
2012,6,ESPANYA                       ,SEVILLA,Dona,2
2012,6,ESPANYA                       ,SEVILLA,Home,2
2012,6,ESPANYA                       ,TARRAGONA,Dona,14
2012,6,ESPANYA                       ,TARRAGONA,Home,16
2012,6,ESPANYA                       ,TOLEDO,Dona,2
2012,6,ESPANYA                       ,TOLEDO,Home,1
2012,6,ESPANYA                       ,VALENCIA,Dona,1
2012,6,ESPANYA                       ,VALENCIA,Home,3
2012,6,ESPANYA                       ,VALLADOLID,Dona,2
2012,6,ESPANYA                       ,VALLADOLID,Home,1
2012,6,"ESTATS UNITS D AMÈRICA, ELS   ", ,Dona,1
2012,6,"ESTATS UNITS D AMÈRICA, ELS   ", ,Home,1
2012,6,FRANÇA                        , ,Dona,4
2012,6,FRANÇA                        , ,Home,4
2012,6,"GUINEA BISSAU, LA             ", ,Home,1
2012,6,"IRAN, L                       ", ,Home,1
2012,6,ITÀLIA                        , ,Dona,2
2012,6,ITÀLIA                        , ,Home,3
2012,6,MALAWI                        , ,Home,1
2012,6,"MARROC, EL                    ", ,Dona,3
2012,6,"MARROC, EL                    ", ,Home,11
2012,6,"PAÏSOS BAIXOS, ELS            ", ,Dona,1
2012,6,"PAÏSOS BAIXOS, ELS            ", ,Home,1
2012,6,"PERÚ, EL                      ", ,Dona,1
2012,6,"PERÚ, EL                      ", ,Home,2
2012,6,"REGNE UNIT, EL                ", ,Dona,1
2012,6,"REGNE UNIT, EL                ", ,Home,1
2012,6,ROMANIA                       , ,Home,1
2012,6,SUÏSSA                        , ,Home,1
2012,6,UCRAÏNA                       , ,Dona,1
2012,6,VENEÇUELA                     , ,Dona,2
2012,6,VENEÇUELA                     , ,Home,1
2012,6,XILE                          , ,Dona,1
2012,6,XILE                          , ,Home,1
2012,7,ALEMANYA                      , ,Dona,1
2012,7,ALEMANYA                      , ,Home,2
2012,7,BÈLGICA                       , ,Dona,1
2012,7,BÈLGICA                       , ,Home,3
2012,7,"CANADÀ, EL                    ", ,Home,1
2012,7,COLÒMBIA                      , ,Dona,4
2012,7,COLÒMBIA                      , ,Home,1
2012,7,"EQUADOR, L                    ", ,Dona,6
2012,7,"EQUADOR, L                    ", ,Home,2
2012,7,ESPANYA                       , ,Dona,276
2012,7,ESPANYA                       , ,Home,272
2012,7,ESPANYA                       ,ALABA,Dona,1
2012,7,ESPANYA                       ,ALACANT,Dona,4
2012,7,ESPANYA                       ,ALACANT,Home,5
2012,7,ESPANYA                       ,ALMERIA,Dona,8
2012,7,ESPANYA                       ,ALMERIA,Home,5
2012,7,ESPANYA                       ,ASTURIAS,Dona,4
2012,7,ESPANYA                       ,ASTURIAS,Home,2
2012,7,ESPANYA                       ,BADAJOZ,Dona,5
2012,7,ESPANYA                       ,BADAJOZ,Home,3
2012,7,ESPANYA                       ,BARCELONA,Dona,192
2012,7,ESPANYA                       ,BARCELONA,Home,187
2012,7,ESPANYA                       ,BURGOS,Dona,1
2012,7,ESPANYA                       ,BURGOS,Home,1
2012,7,ESPANYA                       ,CACERES,Dona,1
2012,7,ESPANYA                       ,CADIS,Dona,2
2012,7,ESPANYA                       ,CADIS,Home,1
2012,7,ESPANYA                       ,CANTABRIA,Dona,2
2012,7,ESPANYA                       ,CASTELLO,Dona,2
2012,7,ESPANYA                       ,CASTELLO,Home,2
2012,7,ESPANYA                       ,CORDOBA,Dona,1
2012,7,ESPANYA                       ,CORDOBA,Home,2
2012,7,ESPANYA                       ,"CORUNYA, LA",Home,5
2012,7,ESPANYA                       ,GIRONA,Dona,11
2012,7,ESPANYA                       ,GIRONA,Home,7
