DATA_REFERENCIA,DISTRICTE,EDAT,SEXE,POBLACIO
2012,DISTRICTE 5,40,Dona,386
2015,DISTRICTE 6,2,Dona,243
2015,DISTRICTE 3,16,Home,162
2016,DISTRICTE 6,25,Dona,240
2011,DISTRICTE 5,83,Dona,149
2017,DISTRICTE 2,13,Home,98
2011,DISTRICTE 6,32,Home,491
2016,DISTRICTE 4,51,Home,304
2017,DISTRICTE 3,4,Home,225
2014,DISTRICTE 5,40,Home,445
2015,DISTRICTE 1,60,Dona,192
2015,DISTRICTE 2,33,Dona,196
2011,DISTRICTE 5,42,Home,354
2011,DISTRICTE 5,0,Dona,273
2013,DISTRICTE 1,57,Dona,226
2016,DISTRICTE 5,86,Home,62
2012,DISTRICTE 4,65,Home,157
2016,DISTRICTE 5,91,Dona,55
2014,DISTRICTE 5,81,Dona,175
2012,DISTRICTE 3,22,Home,156
2011,DISTRICTE 3,86,Dona,51
2012,DISTRICTE 6,68,Dona,175
2012,DISTRICTE 3,27,Dona,243
2015,DISTRICTE 4,67,Dona,185
2011,DISTRICTE 3,81,Home,62
2012,DISTRICTE 6,63,Home,194
2012,DISTRICTE 2,51,Home,131
2012,DISTRICTE 3,15,Dona,141
2014,DISTRICTE 3,80,Dona,118
2017,DISTRICTE 2,89,Dona,32
2013,DISTRICTE 2,8,Home,147
2014,DISTRICTE 4,38,Home,404
2015,DISTRICTE 4,43,Dona,340
2017,DISTRICTE 6,67,Home,162
2013,DISTRICTE 3,75,Home,94
2014,DISTRICTE 3,75,Home,90
2014,DISTRICTE 4,43,Dona,305
2012,DISTRICTE 4,91,Dona,41
2013,DISTRICTE 4,29,Dona,247
2017,DISTRICTE 1,53,Dona,260
2011,DISTRICTE 1,21,Dona,156
2014,DISTRICTE 5,69,Dona,218
2016,DISTRICTE 5,98,Home,1
2013,DISTRICTE 2,13,Dona,110
2014,DISTRICTE 6,68,Home,182
2011,DISTRICTE 3,62,Dona,178
2016,DISTRICTE 1,56,Home,219
2016,DISTRICTE 1,14,Dona,172
2013,DISTRICTE 2,96,Dona,7
2013,DISTRICTE 5,31,Home,321
2017,DISTRICTE 2,1,Home,163
2015,DISTRICTE 2,83,Dona,50
2014,DISTRICTE 2,79,Home,60
2017,DISTRICTE 3,99,Home,1
2015,DISTRICTE 2,78,Home,27
2012,DISTRICTE 2,77,Dona,80
2017,DISTRICTE 3,57,Dona,196
2013,DISTRICTE 6,44,Home,303
2014,DISTRICTE 2,37,Dona,213
2015,DISTRICTE 4,41,Home,352
2017,DISTRICTE 1,51,Home,264
2013,DISTRICTE 4,27,Home,216
2012,DISTRICTE 4,89,Home,36
2015,DISTRICTE 1,79,Home,90
2011,DISTRICTE 1,19,Home,169
2015,DISTRICTE 5,52,Home,312
2012,DISTRICTE 2,65,Dona,71
2015,DISTRICTE 1,72,Dona,126
2016,DISTRICTE 4,44,Dona,333
2016,DISTRICTE 1,97,Dona,13
2015,DISTRICTE 1,67,Home,158
2012,DISTRICTE 4,77,Home,115
2011,DISTRICTE 3,74,Dona,145
2016,DISTRICTE 2,23,Home,125
2015,DISTRICTE 6,9,Home,260
2015,DISTRICTE 2,90,Home,11
2016,DISTRICTE 6,82,Home,80
2011,DISTRICTE 3,69,Home,102
2011,DISTRICTE 5,95,Dona,9
2012,DISTRICTE 5,28,Dona,310
2013,DISTRICTE 4,15,Home,172
2011,DISTRICTE 1,7,Home,213
2017,DISTRICTE 2,6,Dona,155
2012,DISTRICTE 6,80,Dona,135
2014,DISTRICTE 5,28,Home,278
2017,DISTRICTE 4,34,Home,281
2012,DISTRICTE 6,75,Home,106
2012,DISTRICTE 2,63,Home,99
2012,DISTRICTE 4,8,Dona,235
2015,DISTRICTE 6,92,Home,11
2012,DISTRICTE 1,32,Home,272
2016,DISTRICTE 4,39,Home,401
2011,DISTRICTE 1,90,Home,13
2015,DISTRICTE 6,97,Dona,7
2014,DISTRICTE 3,87,Home,23
2014,DISTRICTE 1,55,Home,219
2011,DISTRICTE 2,53,Dona,92
2017,DISTRICTE 1,65,Dona,187
2015,DISTRICTE 3,28,Home,208
2011,DISTRICTE 6,96,Dona,12
2012,DISTRICTE 4,46,Dona,287
2017,DISTRICTE 2,89,Home,9
2017,DISTRICTE 4,27,Dona,194
2013,DISTRICTE 6,44,Dona,281
2011,DISTRICTE 2,91,Home,7
2012,DISTRICTE 2,89,Dona,25
2011,DISTRICTE 1,26,Dona,233
2012,DISTRICTE 5,59,Home,236
2014,DISTRICTE 6,23,Home,216
2012,DISTRICTE 3,15,Home,150
2017,DISTRICTE 4,22,Home,177
2011,DISTRICTE 4,48,Home,262
2014,DISTRICTE 5,74,Dona,110
2015,DISTRICTE 4,60,Home,174
2013,DISTRICTE 4,79,Home,112
2011,DISTRICTE 6,94,Home,4
2013,DISTRICTE 3,6,Home,207
2015,DISTRICTE 3,54,Home,195
2013,DISTRICTE 5,81,Dona,156
2012,DISTRICTE 6,49,Dona,297
2013,DISTRICTE 3,11,Dona,152
2015,DISTRICTE 6,16,Home,228
2017,DISTRICTE 6,3,Dona,197
2012,DISTRICTE 6,44,Home,335
2013,DISTRICTE 5,76,Home,144
2015,DISTRICTE 6,21,Dona,177
2012,DISTRICTE 3,98,Home,1
2014,DISTRICTE 2,89,Dona,31
2015,DISTRICTE 4,74,Dona,160
2012,DISTRICTE 3,91,Dona,28
2016,DISTRICTE 6,75,Dona,166
2014,DISTRICTE 3,4,Dona,237
2015,DISTRICTE 5,102,Dona,2
2015,DISTRICTE 1,22,Home,165
2012,DISTRICTE 4,32,Home,378
2013,DISTRICTE 1,45,Home,296
2015,DISTRICTE 5,97,Home,1
2011,DISTRICTE 6,82,Home,69
2017,DISTRICTE 1,84,Dona,138
2016,DISTRICTE 5,79,Home,130
2017,DISTRICTE 4,98,Dona,4
2015,DISTRICTE 6,4,Home,285
2011,DISTRICTE 1,97,Dona,12
2012,DISTRICTE 1,77,Home,88
2016,DISTRICTE 1,87,Home,62
2013,DISTRICTE 1,50,Dona,253
2014,DISTRICTE 6,37,Dona,413
2015,DISTRICTE 6,9,Dona,261
2016,DISTRICTE 1,45,Dona,304
2015,DISTRICTE 3,66,Home,171
2015,DISTRICTE 5,14,Home,231
2013,DISTRICTE 2,25,Dona,147
2014,DISTRICTE 2,48,Home,182
2014,DISTRICTE 2,6,Dona,166
2016,DISTRICTE 3,1,Home,195
2016,DISTRICTE 4,32,Dona,231
2017,DISTRICTE 2,77,Home,35
2012,DISTRICTE 1,82,Dona,133
2014,DISTRICTE 3,87,Dona,75
2011,DISTRICTE 6,13,Dona,193
2013,DISTRICTE 2,20,Home,132
2011,DISTRICTE 3,36,Dona,298
2015,DISTRICTE 2,52,Home,141
2011,DISTRICTE 3,31,Home,343
2015,DISTRICTE 6,92,Dona,26
2017,DISTRICTE 6,86,Dona,89
2011,DISTRICTE 4,60,Home,180
2011,DISTRICTE 1,95,Home,8
2014,DISTRICTE 4,69,Dona,177
2014,DISTRICTE 1,55,Dona,245
2016,DISTRICTE 6,70,Home,175
2015,DISTRICTE 6,28,Home,230
2012,DISTRICTE 5,52,Dona,325
2013,DISTRICTE 5,64,Home,223
2013,DISTRICTE 6,51,Home,277
2011,DISTRICTE 2,34,Dona,206
2017,DISTRICTE 4,15,Dona,202
2014,DISTRICTE 5,21,Home,198
2012,DISTRICTE 5,47,Home,320
2013,DISTRICTE 6,56,Dona,212
2012,DISTRICTE 6,61,Dona,175
2017,DISTRICTE 3,90,Dona,56
2012,DISTRICTE 6,56,Home,229
2017,DISTRICTE 5,0,Home,214
2011,DISTRICTE 6,1,Dona,281
2015,DISTRICTE 3,80,Dona,90
2016,DISTRICTE 3,96,Home,4
2017,DISTRICTE 1,58,Home,218
2011,DISTRICTE 1,83,Home,70
2013,DISTRICTE 4,91,Home,21
2017,DISTRICTE 2,82,Dona,56
2014,DISTRICTE 4,88,Home,33
2017,DISTRICTE 3,49,Home,268
2014,DISTRICTE 5,62,Dona,258
2011,DISTRICTE 5,71,Dona,109
2012,DISTRICTE 2,27,Dona,194
2012,DISTRICTE 3,3,Home,262
2014,DISTRICTE 4,5,Home,268
2017,DISTRICTE 3,7,Dona,227
2012,DISTRICTE 3,8,Dona,172
2017,DISTRICTE 5,5,Dona,241
2017,DISTRICTE 4,10,Home,261
2013,DISTRICTE 1,38,Dona,340
2014,DISTRICTE 3,11,Home,157
2016,DISTRICTE 3,27,Dona,192
2015,DISTRICTE 4,48,Home,298
2013,DISTRICTE 4,22,Dona,209
2013,DISTRICTE 5,69,Dona,219
2015,DISTRICTE 5,90,Dona,56
2014,DISTRICTE 6,35,Home,480
2011,DISTRICTE 1,14,Dona,164
2016,DISTRICTE 2,42,Home,216
2011,DISTRICTE 3,24,Dona,204
2015,DISTRICTE 6,99,Home,1
2013,DISTRICTE 4,10,Dona,219
2012,DISTRICTE 1,70,Dona,132
2016,DISTRICTE 5,22,Dona,225
2011,DISTRICTE 1,2,Dona,222
2015,DISTRICTE 2,45,Dona,145
2015,DISTRICTE 2,40,Home,221
2014,DISTRICTE 5,50,Dona,299
2014,DISTRICTE 5,92,Home,17
2015,DISTRICTE 6,104,Dona,1
2014,DISTRICTE 3,99,Dona,1
2015,DISTRICTE 3,9,Dona,197
2015,DISTRICTE 5,7,Dona,246
2015,DISTRICTE 5,2,Home,249
2011,DISTRICTE 5,30,Home,391
2013,DISTRICTE 3,56,Home,186
2012,DISTRICTE 2,13,Home,106
2014,DISTRICTE 3,94,Home,4
2016,DISTRICTE 3,15,Dona,170
2014,DISTRICTE 6,49,Dona,332
2011,DISTRICTE 2,46,Dona,123
2013,DISTRICTE 4,8,Home,231
2014,DISTRICTE 4,76,Home,114
2017,DISTRICTE 1,72,Dona,174
2011,DISTRICTE 1,0,Home,183
2016,DISTRICTE 6,63,Dona,195
2014,DISTRICTE 4,81,Dona,145
2011,DISTRICTE 4,3,Dona,256
2016,DISTRICTE 1,75,Home,115
2011,DISTRICTE 6,70,Home,141
2017,DISTRICTE 2,70,Dona,72
2016,DISTRICTE 1,33,Dona,240
2013,DISTRICTE 2,32,Home,261
2017,DISTRICTE 5,88,Dona,95
2015,DISTRICTE 3,78,Home,85
2015,DISTRICTE 4,62,Dona,181
2016,DISTRICTE 4,89,Home,26
2014,DISTRICTE 2,60,Home,83
2012,DISTRICTE 6,68,Home,171
2016,DISTRICTE 3,13,Home,159
2013,DISTRICTE 6,63,Home,172
2014,DISTRICTE 2,18,Dona,109
2014,DISTRICTE 2,10,Home,113
2014,DISTRICTE 5,24,Dona,221
2011,DISTRICTE 3,55,Home,194
2014,DISTRICTE 5,66,Home,214
2017,DISTRICTE 4,72,Home,139
2013,DISTRICTE 2,58,Dona,62
2017,DISTRICTE 2,39,Home,288
2012,DISTRICTE 1,44,Dona,298
2012,DISTRICTE 2,39,Dona,160
2017,DISTRICTE 5,43,Dona,385
2012,DISTRICTE 5,97,Dona,11
2013,DISTRICTE 6,6,Home,270
2016,DISTRICTE 4,77,Home,82
2013,DISTRICTE 4,34,Dona,338
2011,DISTRICTE 4,98,Home,1
2014,DISTRICTE 1,93,Dona,37
2016,DISTRICTE 3,51,Home,273
2011,DISTRICTE 2,41,Home,214
2015,DISTRICTE 3,35,Dona,305
2016,DISTRICTE 2,30,Home,169
2012,DISTRICTE 3,53,Dona,229
2015,DISTRICTE 6,66,Home,184
2013,DISTRICTE 6,89,Home,23
2013,DISTRICTE 5,26,Home,265
2016,DISTRICTE 2,35,Dona,227
2013,DISTRICTE 6,94,Dona,15
2017,DISTRICTE 1,46,Home,279
2012,DISTRICTE 5,92,Home,15
2011,DISTRICTE 1,59,Dona,191
2014,DISTRICTE 6,75,Dona,133
2011,DISTRICTE 5,68,Home,180
2011,DISTRICTE 5,26,Dona,270
2017,DISTRICTE 2,44,Dona,135
2014,DISTRICTE 6,87,Dona,78
2012,DISTRICTE 2,25,Home,167
2013,DISTRICTE 5,43,Dona,324
2017,DISTRICTE 3,61,Home,179
2015,DISTRICTE 6,54,Home,287
2017,DISTRICTE 3,19,Dona,162
2013,DISTRICTE 5,38,Home,480
2015,DISTRICTE 2,90,Dona,30
2015,DISTRICTE 6,59,Dona,245
2014,DISTRICTE 3,49,Home,256
2016,DISTRICTE 2,23,Dona,127
2014,DISTRICTE 1,17,Home,180
2015,DISTRICTE 5,52,Dona,312
2012,DISTRICTE 1,32,Dona,265
2015,DISTRICTE 2,7,Dona,163
2016,DISTRICTE 4,82,Dona,166
2015,DISTRICTE 2,2,Home,194
2014,DISTRICTE 4,31,Home,264
2015,DISTRICTE 1,3,Dona,198
2013,DISTRICTE 4,103,Home,1
2013,DISTRICTE 1,69,Home,135
2011,DISTRICTE 2,53,Home,103
2017,DISTRICTE 5,38,Home,395
2012,DISTRICTE 5,21,Home,228
2016,DISTRICTE 5,29,Home,260
2012,DISTRICTE 4,8,Home,214
2011,DISTRICTE 1,45,Home,280
2011,DISTRICTE 2,58,Dona,91
2016,DISTRICTE 5,34,Dona,330
2016,DISTRICTE 3,53,Dona,191
2016,DISTRICTE 4,70,Dona,214
2012,DISTRICTE 6,11,Dona,197
2011,DISTRICTE 6,51,Dona,279
2014,DISTRICTE 6,11,Home,216
2011,DISTRICTE 4,41,Dona,333
2017,DISTRICTE 2,32,Dona,192
2016,DISTRICTE 1,71,Dona,169
2013,DISTRICTE 2,65,Home,66
2011,DISTRICTE 3,48,Dona,198
2015,DISTRICTE 4,100,Dona,1
2014,DISTRICTE 2,22,Home,122
2011,DISTRICTE 3,43,Home,285
2017,DISTRICTE 5,50,Home,367
2012,DISTRICTE 5,2,Dona,256
2012,DISTRICTE 4,34,Dona,432
2012,DISTRICTE 5,85,Dona,104
2014,DISTRICTE 1,29,Home,194
2016,DISTRICTE 3,77,Dona,95
2012,DISTRICTE 6,94,Dona,16
2017,DISTRICTE 4,65,Dona,180
2013,DISTRICTE 5,19,Dona,202
2017,DISTRICTE 6,10,Home,260
2013,DISTRICTE 3,18,Home,185
2015,DISTRICTE 1,27,Dona,205
2017,DISTRICTE 4,60,Home,188
2017,DISTRICTE 6,93,Home,10
2013,DISTRICTE 3,94,Dona,8
2016,DISTRICTE 6,25,Home,214
2011,DISTRICTE 5,80,Home,112
2011,DISTRICTE 5,38,Dona,378
2016,DISTRICTE 6,30,Dona,259
2017,DISTRICTE 4,48,Home,307
2011,DISTRICTE 6,37,Home,425
2015,DISTRICTE 1,15,Dona,144
2016,DISTRICTE 3,65,Dona,184
2014,DISTRICTE 2,93,Home,7
2015,DISTRICTE 4,29,Dona,243
2017,DISTRICTE 6,98,Dona,2
2013,DISTRICTE 5,31,Dona,350
2014,DISTRICTE 2,51,Dona,125
2015,DISTRICTE 1,10,Home,211
2012,DISTRICTE 4,20,Home,166
2016,DISTRICTE 2,80,Home,52
2014,DISTRICTE 1,43,Dona,310
2013,DISTRICTE 1,62,Dona,149
2012,DISTRICTE 5,14,Dona,195
2011,DISTRICTE 4,53,Dona,228
2012,DISTRICTE 5,9,Home,264
2016,DISTRICTE 5,41,Home,470
2013,DISTRICTE 2,70,Dona,71
2013,DISTRICTE 1,57,Home,178
2012,DISTRICTE 6,23,Dona,240
2012,DISTRICTE 2,51,Dona,101
2012,DISTRICTE 6,18,Home,216
2016,DISTRICTE 1,83,Dona,149
2015,DISTRICTE 1,98,Dona,3
2013,DISTRICTE 3,89,Home,19
2012,DISTRICTE 1,89,Home,21
2013,DISTRICTE 2,3,Home,203
2017,DISTRICTE 6,12,Home,229
2014,DISTRICTE 4,98,Dona,5
2013,DISTRICTE 5,59,Home,256
2011,DISTRICTE 5,2,Dona,278
2016,DISTRICTE 1,58,Home,227
2012,DISTRICTE 5,42,Home,393
2016,DISTRICTE 3,29,Dona,224
2011,DISTRICTE 5,44,Home,382
2014,DISTRICTE 1,26,Dona,203
2016,DISTRICTE 1,16,Dona,154
2015,DISTRICTE 3,85,Dona,61
2017,DISTRICTE 2,37,Dona,189
2017,DISTRICTE 5,5,Home,278
2017,DISTRICTE 1,58,Dona,254
2013,DISTRICTE 4,24,Dona,219
2013,DISTRICTE 4,96,Home,3
2017,DISTRICTE 1,53,Home,245
2017,DISTRICTE 6,17,Dona,190
2014,DISTRICTE 4,93,Home,12
2016,DISTRICTE 5,93,Home,13
2013,DISTRICTE 2,8,Dona,134
2013,DISTRICTE 1,71,Home,115
2015,DISTRICTE 2,23,Home,115
2016,DISTRICTE 4,53,Home,261
2014,DISTRICTE 4,10,Home,211
2015,DISTRICTE 5,80,Home,123
2013,DISTRICTE 2,91,Dona,16
2012,DISTRICTE 1,63,Home,184
2017,DISTRICTE 3,94,Home,4
2014,DISTRICTE 2,74,Home,39
2012,DISTRICTE 2,72,Dona,42
2017,DISTRICTE 6,95,Home,3
2011,DISTRICTE 4,34,Home,410
2014,DISTRICTE 2,32,Dona,209
2017,DISTRICTE 5,10,Dona,249
2017,DISTRICTE 3,52,Dona,216
2011,DISTRICTE 4,39,Dona,340
2015,DISTRICTE 4,43,Home,419
2016,DISTRICTE 2,37,Home,280
2015,DISTRICTE 3,2,Dona,224
2013,DISTRICTE 3,23,Home,160
2012,DISTRICTE 1,68,Dona,176
2013,DISTRICTE 5,64,Dona,278
2016,DISTRICTE 4,58,Dona,232
2016,DISTRICTE 6,4,Home,288
2015,DISTRICTE 5,85,Dona,112
2017,DISTRICTE 4,41,Dona,415
2011,DISTRICTE 6,30,Dona,362
2015,DISTRICTE 2,40,Dona,173
2012,DISTRICTE 2,60,Dona,78
2013,DISTRICTE 3,99,Dona,2
2013,DISTRICTE 6,30,Dona,331
2017,DISTRICTE 4,36,Home,335
2015,DISTRICTE 2,35,Home,265
2014,DISTRICTE 1,27,Home,209
2015,DISTRICTE 3,14,Dona,171
2016,DISTRICTE 6,87,Home,41
2015,DISTRICTE 5,2,Dona,256
2016,DISTRICTE 4,46,Dona,317
2016,DISTRICTE 6,92,Dona,38
2011,DISTRICTE 3,22,Dona,182
2012,DISTRICTE 6,75,Dona,167
2014,DISTRICTE 6,54,Dona,267
2014,DISTRICTE 1,38,Dona,345
2014,DISTRICTE 4,81,Home,99
2012,DISTRICTE 6,70,Home,79
2011,DISTRICTE 5,32,Home,415
2013,DISTRICTE 4,13,Home,181
2017,DISTRICTE 6,24,Home,209
2012,DISTRICTE 3,29,Home,282
2015,DISTRICTE 3,80,Home,55
2014,DISTRICTE 4,86,Dona,95
2016,DISTRICTE 1,70,Home,135
2017,DISTRICTE 5,93,Dona,34
2016,DISTRICTE 1,28,Dona,199
2013,DISTRICTE 1,59,Home,174
2012,DISTRICTE 4,63,Dona,206
2011,DISTRICTE 2,48,Dona,122
2016,DISTRICTE 3,18,Home,165
2017,DISTRICTE 1,70,Dona,182
2017,DISTRICTE 2,99,Dona,2
2011,DISTRICTE 6,101,Dona,2
2011,DISTRICTE 4,46,Home,314
2014,DISTRICTE 6,66,Dona,189
2015,DISTRICTE 3,97,Dona,4
2013,DISTRICTE 1,64,Dona,194
2011,DISTRICTE 4,51,Dona,253
2013,DISTRICTE 4,36,Dona,369
2017,DISTRICTE 2,94,Home,1
2013,DISTRICTE 2,103,Dona,1
2011,DISTRICTE 1,28,Dona,232
2011,DISTRICTE 5,14,Dona,180
2011,DISTRICTE 5,56,Home,265
2012,DISTRICTE 1,56,Dona,226
2013,DISTRICTE 5,52,Dona,305
2015,DISTRICTE 5,73,Dona,154
2016,DISTRICTE 5,36,Dona,355
2014,DISTRICTE 3,73,Dona,121
2014,DISTRICTE 2,12,Home,112
2016,DISTRICTE 2,25,Home,112
2013,DISTRICTE 3,11,Home,149
2012,DISTRICTE 5,30,Home,327
2017,DISTRICTE 2,11,Home,153
2011,DISTRICTE 3,72,Dona,99
2015,DISTRICTE 4,31,Home,240
2015,DISTRICTE 6,11,Home,269
2011,DISTRICTE 3,67,Home,114
2016,DISTRICTE 2,30,Dona,155
2013,DISTRICTE 3,16,Dona,144
2017,DISTRICTE 1,41,Home,305
2017,DISTRICTE 6,5,Dona,246
2015,DISTRICTE 6,16,Dona,141
2017,DISTRICTE 5,22,Dona,191
2013,DISTRICTE 6,37,Home,408
2012,DISTRICTE 4,79,Home,109
2011,DISTRICTE 6,96,Home,1
2017,DISTRICTE 5,17,Home,214
2017,DISTRICTE 6,0,Home,220
2012,DISTRICTE 5,35,Dona,452
2017,DISTRICTE 3,32,Home,216
2013,DISTRICTE 6,42,Dona,288
2016,DISTRICTE 6,80,Dona,140
2017,DISTRICTE 5,29,Home,252
2011,DISTRICTE 2,55,Home,78
2011,DISTRICTE 2,60,Dona,71
2011,DISTRICTE 3,79,Home,63
2011,DISTRICTE 5,85,Dona,123
2016,DISTRICTE 2,18,Dona,97
2013,DISTRICTE 3,4,Dona,225
2014,DISTRICTE 3,2,Dona,213
2015,DISTRICTE 1,65,Dona,182
2015,DISTRICTE 6,4,Dona,231
2014,DISTRICTE 5,35,Home,392
2015,DISTRICTE 2,28,Dona,158
2017,DISTRICTE 6,88,Dona,76
2013,DISTRICTE 1,52,Dona,251
2017,DISTRICTE 4,24,Home,214
2017,DISTRICTE 2,82,Home,50
2016,DISTRICTE 3,41,Dona,291
2013,DISTRICTE 2,15,Home,102
2011,DISTRICTE 6,18,Dona,205
2012,DISTRICTE 6,13,Dona,153
2014,DISTRICTE 5,76,Dona,169
2015,DISTRICTE 6,87,Dona,74
2012,DISTRICTE 3,17,Home,188
2014,DISTRICTE 1,50,Dona,266
2012,DISTRICTE 3,22,Dona,189
2016,DISTRICTE 6,75,Home,130
2017,DISTRICTE 4,29,Dona,224
2014,DISTRICTE 1,76,Dona,138
2016,DISTRICTE 5,43,Home,399
2011,DISTRICTE 1,73,Dona,142
2016,DISTRICTE 3,79,Dona,132
2011,DISTRICTE 6,1,Home,304
2011,DISTRICTE 4,1,Home,266
2014,DISTRICTE 2,65,Dona,76
2012,DISTRICTE 3,62,Home,165
2017,DISTRICTE 3,85,Dona,76
2016,DISTRICTE 5,48,Dona,392
2014,DISTRICTE 3,28,Dona,216
2017,DISTRICTE 5,60,Dona,288
2016,DISTRICTE 1,66,Dona,190
2017,DISTRICTE 4,17,Dona,172
2013,DISTRICTE 1,21,Home,164
2017,DISTRICTE 5,55,Home,291
2014,DISTRICTE 3,23,Home,178
2012,DISTRICTE 2,94,Home,1
2012,DISTRICTE 4,39,Dona,388
2017,DISTRICTE 2,61,Dona,84
2011,DISTRICTE 6,84,Home,59
2011,DISTRICTE 4,84,Home,63
2011,DISTRICTE 2,67,Home,50
2012,DISTRICTE 2,22,Dona,118
2017,DISTRICTE 3,44,Home,317
2012,DISTRICTE 5,80,Dona,163
2013,DISTRICTE 3,61,Dona,170
2017,DISTRICTE 3,2,Dona,172
2013,DISTRICTE 1,26,Dona,212
2011,DISTRICTE 4,89,Dona,55
2017,DISTRICTE 2,56,Home,120
2012,DISTRICTE 4,34,Home,391
2015,DISTRICTE 4,98,Dona,5
2012,DISTRICTE 1,18,Dona,172
2015,DISTRICTE 3,52,Dona,186
2013,DISTRICTE 5,14,Dona,191
2014,DISTRICTE 2,24,Home,135
2015,DISTRICTE 5,35,Dona,366
2015,DISTRICTE 1,32,Dona,254
2017,DISTRICTE 6,50,Dona,286
2016,DISTRICTE 4,91,Home,22
2012,DISTRICTE 4,22,Home,209
2015,DISTRICTE 1,20,Dona,158
2014,DISTRICTE 5,80,Home,109
2014,DISTRICTE 5,38,Dona,433
2012,DISTRICTE 6,25,Dona,220
2013,DISTRICTE 6,75,Home,120
2011,DISTRICTE 1,62,Home,185
2016,DISTRICTE 2,75,Home,58
2013,DISTRICTE 5,26,Dona,266
2012,DISTRICTE 6,20,Home,212
2016,DISTRICTE 4,96,Dona,7
2015,DISTRICTE 1,15,Home,175
2013,DISTRICTE 6,80,Dona,145
2014,DISTRICTE 1,3,Home,187
2016,DISTRICTE 6,68,Dona,186
2011,DISTRICTE 5,40,Dona,401
2012,DISTRICTE 5,4,Home,284
2011,DISTRICTE 5,82,Home,83
2012,DISTRICTE 3,67,Dona,137
2011,DISTRICTE 3,41,Home,307
2012,DISTRICTE 2,11,Home,119
2015,DISTRICTE 6,37,Home,431
2014,DISTRICTE 3,40,Dona,284
2015,DISTRICTE 1,103,Dona,2
2015,DISTRICTE 6,42,Dona,340
2013,DISTRICTE 1,14,Dona,182
2015,DISTRICTE 4,3,Dona,219
2016,DISTRICTE 1,13,Home,207
2014,DISTRICTE 3,35,Home,345
2017,DISTRICTE 2,44,Home,194
2013,DISTRICTE 2,53,Dona,94
2012,DISTRICTE 2,34,Dona,211
2012,DISTRICTE 4,51,Dona,221
2017,DISTRICTE 1,13,Dona,199
2014,DISTRICTE 1,88,Dona,78
2012,DISTRICTE 3,55,Dona,183
2017,DISTRICTE 5,67,Home,207
2014,DISTRICTE 2,77,Dona,93
2016,DISTRICTE 1,96,Home,4
2015,DISTRICTE 1,39,Home,326
2016,DISTRICTE 1,54,Dona,232
2013,DISTRICTE 5,71,Home,137
2014,DISTRICTE 4,3,Dona,241
2017,DISTRICTE 1,96,Dona,26
2017,DISTRICTE 3,97,Dona,3
2014,DISTRICTE 6,25,Home,242
2017,DISTRICTE 1,91,Home,25
2016,DISTRICTE 4,8,Home,270
2017,DISTRICTE 2,49,Dona,111
2016,DISTRICTE 5,55,Home,295
2012,DISTRICTE 6,37,Dona,383
2014,DISTRICTE 6,37,Home,443
2016,DISTRICTE 2,63,Home,69
2012,DISTRICTE 1,80,Dona,138
2012,DISTRICTE 6,32,Home,444
2011,DISTRICTE 3,34,Dona,345
2015,DISTRICTE 5,97,Dona,10
2015,DISTRICTE 1,27,Home,167
2015,DISTRICTE 5,92,Home,21
2017,DISTRICTE 3,56,Home,196
2014,DISTRICTE 2,36,Home,313
2011,DISTRICTE 3,29,Home,311
2015,DISTRICTE 6,49,Home,295
2013,DISTRICTE 6,87,Home,37
2012,DISTRICTE 1,75,Home,94
2016,DISTRICTE 2,68,Dona,76
2017,DISTRICTE 3,14,Dona,147
2015,DISTRICTE 4,81,Home,104
2011,DISTRICTE 2,10,Dona,108
2014,DISTRICTE 6,42,Dona,286
2011,DISTRICTE 4,27,Dona,263
2016,DISTRICTE 6,42,Home,393
2015,DISTRICTE 5,9,Home,295
2011,DISTRICTE 6,68,Dona,142
2016,DISTRICTE 3,6,Home,242
2017,DISTRICTE 4,74,Home,95
2015,DISTRICTE 4,15,Dona,183
2016,DISTRICTE 1,25,Home,189
2011,DISTRICTE 5,94,Home,7
2011,DISTRICTE 5,52,Dona,316
2015,DISTRICTE 2,47,Home,155
2015,DISTRICTE 3,68,Home,112
2014,DISTRICTE 4,74,Dona,107
2017,DISTRICTE 1,25,Dona,175
2016,DISTRICTE 4,84,Dona,120
2014,DISTRICTE 5,68,Home,184
2016,DISTRICTE 4,79,Home,97
2013,DISTRICTE 4,58,Home,180
2014,DISTRICTE 5,26,Dona,259
2014,DISTRICTE 1,15,Home,167
2011,DISTRICTE 1,50,Home,230
2017,DISTRICTE 4,62,Home,172
2013,DISTRICTE 1,19,Dona,173
2016,DISTRICTE 3,44,Home,330
2012,DISTRICTE 6,6,Dona,266
2017,DISTRICTE 2,49,Home,154
2011,DISTRICTE 4,96,Dona,11
2012,DISTRICTE 4,6,Dona,233
2016,DISTRICTE 2,94,Home,2
2011,DISTRICTE 6,56,Dona,197
2012,DISTRICTE 6,1,Home,298
2013,DISTRICTE 1,14,Home,163
2013,DISTRICTE 2,60,Home,74
2015,DISTRICTE 2,9,Home,151
2014,DISTRICTE 4,41,Dona,387
2012,DISTRICTE 3,55,Home,198
2014,DISTRICTE 6,63,Home,165
2014,DISTRICTE 2,17,Home,104
2012,DISTRICTE 3,60,Dona,174
2017,DISTRICTE 4,67,Dona,199
2012,DISTRICTE 5,99,Home,2
2014,DISTRICTE 1,83,Dona,140
2013,DISTRICTE 6,4,Dona,285
