DATA_REFERENCIA,DISTRICTE,SECCIO,SEXE,POBLACIO
2013,DISTRICTE 4,16,Home,607
2013,DISTRICTE 4,17,Dona,734
2013,DISTRICTE 4,17,Home,697
2013,DISTRICTE 4,18,Dona,1314
2013,DISTRICTE 4,18,Home,1208
2013,DISTRICTE 4,19,Dona,675
2013,DISTRICTE 4,19,Home,596
2013,DISTRICTE 4,2,Dona,784
2013,DISTRICTE 4,2,Home,711
2013,DISTRICTE 4,20,Dona,460
2013,DISTRICTE 4,20,Home,487
2013,DISTRICTE 4,21,Dona,567
2013,DISTRICTE 4,21,Home,584
2013,DISTRICTE 4,22,Dona,1119
2013,DISTRICTE 4,22,Home,1222
2013,DISTRICTE 4,23,Dona,1167
2013,DISTRICTE 4,23,Home,1092
2013,DISTRICTE 4,24,Dona,992
2013,DISTRICTE 4,24,Home,1048
2013,DISTRICTE 4,25,Dona,659
2013,DISTRICTE 4,25,Home,550
2013,DISTRICTE 4,26,Dona,758
2013,DISTRICTE 4,26,Home,652
2013,DISTRICTE 4,3,Dona,888
2013,DISTRICTE 4,3,Home,833
2013,DISTRICTE 4,4,Dona,777
2013,DISTRICTE 4,4,Home,658
2013,DISTRICTE 4,5,Dona,879
2013,DISTRICTE 4,5,Home,875
2013,DISTRICTE 4,6,Dona,1007
2013,DISTRICTE 4,6,Home,1039
2013,DISTRICTE 4,7,Dona,1330
2013,DISTRICTE 4,7,Home,1278
2013,DISTRICTE 4,8,Dona,622
2013,DISTRICTE 4,8,Home,626
2013,DISTRICTE 4,9,Dona,601
2013,DISTRICTE 4,9,Home,610
2013,DISTRICTE 5,1,Dona,997
2013,DISTRICTE 5,1,Home,1027
2013,DISTRICTE 5,10,Dona,1030
2013,DISTRICTE 5,10,Home,994
2013,DISTRICTE 5,11,Dona,979
2013,DISTRICTE 5,11,Home,931
2013,DISTRICTE 5,12,Dona,433
2013,DISTRICTE 5,12,Home,376
2013,DISTRICTE 5,13,Dona,734
2013,DISTRICTE 5,13,Home,700
2013,DISTRICTE 5,14,Dona,1147
2013,DISTRICTE 5,14,Home,1127
2013,DISTRICTE 5,15,Dona,1042
2013,DISTRICTE 5,15,Home,1089
2013,DISTRICTE 5,16,Dona,1212
2013,DISTRICTE 5,16,Home,1160
2013,DISTRICTE 5,17,Dona,932
2013,DISTRICTE 5,17,Home,935
2013,DISTRICTE 5,18,Dona,637
2013,DISTRICTE 5,18,Home,562
2013,DISTRICTE 5,19,Dona,533
2013,DISTRICTE 5,19,Home,581
2013,DISTRICTE 5,2,Dona,695
2013,DISTRICTE 5,2,Home,639
2013,DISTRICTE 5,20,Dona,809
2013,DISTRICTE 5,20,Home,736
2013,DISTRICTE 5,21,Dona,956
2013,DISTRICTE 5,21,Home,854
2013,DISTRICTE 5,22,Dona,350
2013,DISTRICTE 5,22,Home,352
2013,DISTRICTE 5,23,Dona,865
2013,DISTRICTE 5,23,Home,775
2013,DISTRICTE 5,24,Dona,775
2013,DISTRICTE 5,24,Home,756
2013,DISTRICTE 5,25,Dona,582
2013,DISTRICTE 5,25,Home,585
2013,DISTRICTE 5,26,Dona,655
2013,DISTRICTE 5,26,Home,585
2013,DISTRICTE 5,27,Dona,649
2013,DISTRICTE 5,27,Home,632
2013,DISTRICTE 5,28,Dona,637
2013,DISTRICTE 5,28,Home,608
2013,DISTRICTE 5,29,Dona,620
2013,DISTRICTE 5,29,Home,624
2013,DISTRICTE 5,3,Dona,1017
2013,DISTRICTE 5,3,Home,966
2013,DISTRICTE 5,4,Dona,804
2013,DISTRICTE 5,4,Home,758
2013,DISTRICTE 5,5,Dona,533
2013,DISTRICTE 5,5,Home,456
2013,DISTRICTE 5,6,Dona,1002
2013,DISTRICTE 5,6,Home,957
2013,DISTRICTE 5,7,Dona,611
2013,DISTRICTE 5,7,Home,568
2013,DISTRICTE 5,8,Dona,969
2013,DISTRICTE 5,8,Home,870
2013,DISTRICTE 5,9,Dona,943
2013,DISTRICTE 5,9,Home,856
2013,DISTRICTE 6,1,Dona,589
2013,DISTRICTE 6,1,Home,562
2013,DISTRICTE 6,10,Dona,1064
2013,DISTRICTE 6,10,Home,1042
2013,DISTRICTE 6,11,Dona,827
2013,DISTRICTE 6,11,Home,817
2013,DISTRICTE 6,12,Dona,669
2013,DISTRICTE 6,12,Home,671
2013,DISTRICTE 6,13,Dona,472
2013,DISTRICTE 6,13,Home,473
2013,DISTRICTE 6,14,Dona,614
2013,DISTRICTE 6,14,Home,643
2013,DISTRICTE 6,16,Dona,882
2013,DISTRICTE 6,16,Home,844
2013,DISTRICTE 6,18,Dona,639
2013,DISTRICTE 6,18,Home,630
2013,DISTRICTE 6,2,Dona,872
2013,DISTRICTE 6,2,Home,899
2013,DISTRICTE 6,20,Dona,916
2013,DISTRICTE 6,20,Home,928
2013,DISTRICTE 6,23,Dona,666
2013,DISTRICTE 6,23,Home,694
2013,DISTRICTE 6,24,Dona,1192
2013,DISTRICTE 6,24,Home,1212
2013,DISTRICTE 6,25,Dona,1020
2013,DISTRICTE 6,25,Home,1027
2013,DISTRICTE 6,26,Dona,851
2013,DISTRICTE 6,26,Home,852
2013,DISTRICTE 6,27,Dona,674
2013,DISTRICTE 6,27,Home,671
2013,DISTRICTE 6,28,Dona,795
2013,DISTRICTE 6,28,Home,775
2013,DISTRICTE 6,29,Dona,556
2013,DISTRICTE 6,29,Home,573
2013,DISTRICTE 6,3,Dona,1075
2013,DISTRICTE 6,3,Home,1105
2013,DISTRICTE 6,30,Dona,395
2013,DISTRICTE 6,30,Home,406
2013,DISTRICTE 6,31,Dona,495
2013,DISTRICTE 6,31,Home,490
2013,DISTRICTE 6,32,Dona,397
2013,DISTRICTE 6,32,Home,415
2013,DISTRICTE 6,33,Dona,703
2013,DISTRICTE 6,33,Home,731
2013,DISTRICTE 6,4,Dona,726
2013,DISTRICTE 6,4,Home,765
2013,DISTRICTE 6,5,Dona,737
2013,DISTRICTE 6,5,Home,782
2013,DISTRICTE 6,6,Dona,768
2013,DISTRICTE 6,6,Home,786
2013,DISTRICTE 6,8,Dona,1114
2013,DISTRICTE 6,8,Home,1083
2013,DISTRICTE 6,9,Dona,623
2013,DISTRICTE 6,9,Home,632
2014,DISTRICTE 1,1,Dona,715
2014,DISTRICTE 1,1,Home,572
2014,DISTRICTE 1,10,Dona,659
2014,DISTRICTE 1,10,Home,635
2014,DISTRICTE 1,11,Dona,670
2014,DISTRICTE 1,11,Home,637
2014,DISTRICTE 1,12,Dona,731
2014,DISTRICTE 1,12,Home,766
2014,DISTRICTE 1,13,Dona,482
2014,DISTRICTE 1,13,Home,475
2014,DISTRICTE 1,14,Dona,1082
2014,DISTRICTE 1,14,Home,1079
2014,DISTRICTE 1,15,Dona,698
2014,DISTRICTE 1,15,Home,626
2014,DISTRICTE 1,16,Dona,1226
2014,DISTRICTE 1,16,Home,1110
2014,DISTRICTE 1,17,Dona,1106
2014,DISTRICTE 1,17,Home,998
2014,DISTRICTE 1,18,Dona,319
2014,DISTRICTE 1,18,Home,290
2014,DISTRICTE 1,19,Dona,751
2014,DISTRICTE 1,19,Home,758
2014,DISTRICTE 1,2,Dona,753
2014,DISTRICTE 1,2,Home,666
2014,DISTRICTE 1,20,Dona,713
2014,DISTRICTE 1,20,Home,672
2014,DISTRICTE 1,21,Dona,774
2014,DISTRICTE 1,21,Home,727
2014,DISTRICTE 1,22,Dona,975
2014,DISTRICTE 1,22,Home,924
2014,DISTRICTE 1,23,Dona,700
2014,DISTRICTE 1,23,Home,651
2014,DISTRICTE 1,24,Dona,453
2014,DISTRICTE 1,24,Home,381
2014,DISTRICTE 1,4,Dona,1077
2014,DISTRICTE 1,4,Home,958
2014,DISTRICTE 1,5,Dona,687
2014,DISTRICTE 1,5,Home,616
2014,DISTRICTE 1,6,Dona,789
2014,DISTRICTE 1,6,Home,779
2014,DISTRICTE 1,7,Dona,951
2014,DISTRICTE 1,7,Home,825
2014,DISTRICTE 1,8,Dona,1360
2014,DISTRICTE 1,8,Home,1134
2014,DISTRICTE 1,9,Dona,686
2014,DISTRICTE 1,9,Home,641
2014,DISTRICTE 2,1,Dona,900
2014,DISTRICTE 2,1,Home,932
2014,DISTRICTE 2,11,Dona,640
2014,DISTRICTE 2,11,Home,601
2014,DISTRICTE 2,12,Dona,736
2014,DISTRICTE 2,12,Home,918
2014,DISTRICTE 2,14,Dona,971
2014,DISTRICTE 2,14,Home,1023
2014,DISTRICTE 2,15,Dona,427
2014,DISTRICTE 2,15,Home,437
2014,DISTRICTE 2,16,Dona,941
2014,DISTRICTE 2,16,Home,971
2014,DISTRICTE 2,17,Dona,739
2014,DISTRICTE 2,17,Home,789
2014,DISTRICTE 2,2,Dona,799
2014,DISTRICTE 2,2,Home,980
2014,DISTRICTE 2,3,Dona,892
2014,DISTRICTE 2,3,Home,956
2014,DISTRICTE 2,4,Dona,762
2014,DISTRICTE 2,4,Home,841
2014,DISTRICTE 2,5,Dona,650
2014,DISTRICTE 2,5,Home,723
2014,DISTRICTE 2,6,Dona,546
2014,DISTRICTE 2,6,Home,580
2014,DISTRICTE 2,8,Dona,642
2014,DISTRICTE 2,8,Home,618
2014,DISTRICTE 2,9,Dona,837
2014,DISTRICTE 2,9,Home,894
2014,DISTRICTE 3,1,Dona,903
2014,DISTRICTE 3,1,Home,898
2014,DISTRICTE 3,10,Dona,1011
2014,DISTRICTE 3,10,Home,996
2014,DISTRICTE 3,11,Dona,876
2014,DISTRICTE 3,11,Home,926
2014,DISTRICTE 3,12,Dona,1109
2014,DISTRICTE 3,12,Home,1054
2014,DISTRICTE 3,14,Dona,878
2014,DISTRICTE 3,14,Home,899
2014,DISTRICTE 3,15,Dona,645
2014,DISTRICTE 3,15,Home,628
2014,DISTRICTE 3,16,Dona,544
2014,DISTRICTE 3,16,Home,633
2014,DISTRICTE 3,17,Dona,635
2014,DISTRICTE 3,17,Home,661
2014,DISTRICTE 3,18,Dona,565
2014,DISTRICTE 3,18,Home,578
2014,DISTRICTE 3,19,Dona,766
2014,DISTRICTE 3,19,Home,801
2014,DISTRICTE 3,2,Dona,765
2014,DISTRICTE 3,2,Home,774
2014,DISTRICTE 3,20,Dona,845
2014,DISTRICTE 3,20,Home,840
2014,DISTRICTE 3,3,Dona,826
2014,DISTRICTE 3,3,Home,838
2014,DISTRICTE 3,4,Dona,659
2014,DISTRICTE 3,4,Home,653
2014,DISTRICTE 3,5,Dona,1074
2014,DISTRICTE 3,5,Home,1032
2014,DISTRICTE 3,6,Dona,1026
2014,DISTRICTE 3,6,Home,1013
2014,DISTRICTE 3,7,Dona,1101
2014,DISTRICTE 3,7,Home,1036
2014,DISTRICTE 3,8,Dona,1028
2014,DISTRICTE 3,8,Home,973
2014,DISTRICTE 3,9,Dona,1310
2014,DISTRICTE 3,9,Home,1342
2014,DISTRICTE 4,1,Dona,721
2014,DISTRICTE 4,1,Home,687
2014,DISTRICTE 4,10,Dona,642
2014,DISTRICTE 4,10,Home,721
2014,DISTRICTE 4,12,Dona,665
2014,DISTRICTE 4,12,Home,641
2014,DISTRICTE 4,13,Dona,834
2014,DISTRICTE 4,13,Home,768
2014,DISTRICTE 4,14,Dona,698
2014,DISTRICTE 4,14,Home,594
2014,DISTRICTE 4,15,Dona,621
2014,DISTRICTE 4,15,Home,546
2014,DISTRICTE 4,16,Dona,636
2014,DISTRICTE 4,16,Home,588
2014,DISTRICTE 4,17,Dona,758
2014,DISTRICTE 4,17,Home,695
2014,DISTRICTE 4,18,Dona,1308
2014,DISTRICTE 4,18,Home,1201
2014,DISTRICTE 4,19,Dona,680
2014,DISTRICTE 4,19,Home,593
2014,DISTRICTE 4,2,Dona,776
2014,DISTRICTE 4,2,Home,682
2014,DISTRICTE 4,20,Dona,437
2014,DISTRICTE 4,20,Home,467
2014,DISTRICTE 4,21,Dona,544
2014,DISTRICTE 4,21,Home,566
2014,DISTRICTE 4,22,Dona,1113
2014,DISTRICTE 4,22,Home,1208
2014,DISTRICTE 4,23,Dona,1146
2014,DISTRICTE 4,23,Home,1087
2014,DISTRICTE 4,24,Dona,1013
2014,DISTRICTE 4,24,Home,1066
2014,DISTRICTE 4,25,Dona,650
2014,DISTRICTE 4,25,Home,546
2014,DISTRICTE 4,26,Dona,731
2014,DISTRICTE 4,26,Home,644
2014,DISTRICTE 4,3,Dona,888
2014,DISTRICTE 4,3,Home,812
2014,DISTRICTE 4,4,Dona,775
2014,DISTRICTE 4,4,Home,677
2014,DISTRICTE 4,5,Dona,886
2014,DISTRICTE 4,5,Home,884
2014,DISTRICTE 4,6,Dona,988
2014,DISTRICTE 4,6,Home,1007
2014,DISTRICTE 4,7,Dona,1318
2014,DISTRICTE 4,7,Home,1254
2014,DISTRICTE 4,8,Dona,630
2014,DISTRICTE 4,8,Home,630
2014,DISTRICTE 4,9,Dona,608
2014,DISTRICTE 4,9,Home,620
2014,DISTRICTE 5,1,Dona,990
2014,DISTRICTE 5,1,Home,1013
2014,DISTRICTE 5,10,Dona,1030
2014,DISTRICTE 5,10,Home,986
2014,DISTRICTE 5,11,Dona,971
2014,DISTRICTE 5,11,Home,920
2014,DISTRICTE 5,12,Dona,417
2014,DISTRICTE 5,12,Home,373
2014,DISTRICTE 5,13,Dona,827
2014,DISTRICTE 5,13,Home,794
2014,DISTRICTE 5,14,Dona,1157
2014,DISTRICTE 5,14,Home,1126
2014,DISTRICTE 5,15,Dona,1045
2014,DISTRICTE 5,15,Home,1088
2014,DISTRICTE 5,16,Dona,1293
2014,DISTRICTE 5,16,Home,1214
2014,DISTRICTE 5,17,Dona,932
2014,DISTRICTE 5,17,Home,932
2014,DISTRICTE 5,18,Dona,648
2014,DISTRICTE 5,18,Home,564
2014,DISTRICTE 5,19,Dona,539
2014,DISTRICTE 5,19,Home,595
2014,DISTRICTE 5,2,Dona,693
2014,DISTRICTE 5,2,Home,629
2014,DISTRICTE 5,20,Dona,816
2014,DISTRICTE 5,20,Home,727
2014,DISTRICTE 5,21,Dona,970
2014,DISTRICTE 5,21,Home,849
2014,DISTRICTE 5,22,Dona,353
2014,DISTRICTE 5,22,Home,343
2014,DISTRICTE 5,23,Dona,863
2014,DISTRICTE 5,23,Home,790
2014,DISTRICTE 5,24,Dona,789
2014,DISTRICTE 5,24,Home,760
2014,DISTRICTE 5,25,Dona,587
2014,DISTRICTE 5,25,Home,587
2014,DISTRICTE 5,26,Dona,655
2014,DISTRICTE 5,26,Home,596
2014,DISTRICTE 5,27,Dona,638
2014,DISTRICTE 5,27,Home,627
2014,DISTRICTE 5,28,Dona,631
2014,DISTRICTE 5,28,Home,611
2014,DISTRICTE 5,29,Dona,613
2014,DISTRICTE 5,29,Home,617
2014,DISTRICTE 5,3,Dona,1013
2014,DISTRICTE 5,3,Home,943
2014,DISTRICTE 5,4,Dona,818
2014,DISTRICTE 5,4,Home,755
2014,DISTRICTE 5,5,Dona,533
2014,DISTRICTE 5,5,Home,463
2014,DISTRICTE 5,6,Dona,1010
2014,DISTRICTE 5,6,Home,944
2014,DISTRICTE 5,7,Dona,609
2014,DISTRICTE 5,7,Home,565
2014,DISTRICTE 5,8,Dona,971
2014,DISTRICTE 5,8,Home,888
2014,DISTRICTE 5,9,Dona,902
2014,DISTRICTE 5,9,Home,837
2014,DISTRICTE 6,1,Dona,602
2014,DISTRICTE 6,1,Home,553
2014,DISTRICTE 6,10,Dona,1063
2014,DISTRICTE 6,10,Home,1056
2014,DISTRICTE 6,11,Dona,849
2014,DISTRICTE 6,11,Home,810
2014,DISTRICTE 6,12,Dona,658
2014,DISTRICTE 6,12,Home,648
2014,DISTRICTE 6,13,Dona,457
2014,DISTRICTE 6,13,Home,472
2014,DISTRICTE 6,14,Dona,605
2014,DISTRICTE 6,14,Home,657
2014,DISTRICTE 6,16,Dona,902
2014,DISTRICTE 6,16,Home,854
2014,DISTRICTE 6,18,Dona,643
2014,DISTRICTE 6,18,Home,638
2014,DISTRICTE 6,2,Dona,890
2014,DISTRICTE 6,2,Home,923
2014,DISTRICTE 6,20,Dona,868
2014,DISTRICTE 6,20,Home,910
2014,DISTRICTE 6,23,Dona,667
2014,DISTRICTE 6,23,Home,683
2014,DISTRICTE 6,24,Dona,1172
2014,DISTRICTE 6,24,Home,1211
2014,DISTRICTE 6,25,Dona,1002
2014,DISTRICTE 6,25,Home,994
2014,DISTRICTE 6,26,Dona,833
2014,DISTRICTE 6,26,Home,857
2014,DISTRICTE 6,27,Dona,678
2014,DISTRICTE 6,27,Home,668
2014,DISTRICTE 6,28,Dona,796
2014,DISTRICTE 6,28,Home,771
2014,DISTRICTE 6,29,Dona,544
2014,DISTRICTE 6,29,Home,554
2014,DISTRICTE 6,3,Dona,1089
2014,DISTRICTE 6,3,Home,1079
2014,DISTRICTE 6,30,Dona,392
2014,DISTRICTE 6,30,Home,412
2014,DISTRICTE 6,31,Dona,481
2014,DISTRICTE 6,31,Home,484
2014,DISTRICTE 6,32,Dona,397
2014,DISTRICTE 6,32,Home,416
2014,DISTRICTE 6,33,Dona,722
2014,DISTRICTE 6,33,Home,770
2014,DISTRICTE 6,4,Dona,715
2014,DISTRICTE 6,4,Home,781
2014,DISTRICTE 6,5,Dona,755
2014,DISTRICTE 6,5,Home,794
2014,DISTRICTE 6,6,Dona,780
2014,DISTRICTE 6,6,Home,802
2014,DISTRICTE 6,8,Dona,1128
2014,DISTRICTE 6,8,Home,1099
2014,DISTRICTE 6,9,Dona,625
2014,DISTRICTE 6,9,Home,635
2015,DISTRICTE 1,1,Dona,706
2015,DISTRICTE 1,1,Home,580
2015,DISTRICTE 1,10,Dona,647
2015,DISTRICTE 1,10,Home,638
2015,DISTRICTE 1,11,Dona,662
2015,DISTRICTE 1,11,Home,644
2015,DISTRICTE 1,12,Dona,753
2015,DISTRICTE 1,12,Home,780
2015,DISTRICTE 1,13,Dona,458
2015,DISTRICTE 1,13,Home,458
2015,DISTRICTE 1,14,Dona,1076
2015,DISTRICTE 1,14,Home,1037
2015,DISTRICTE 1,15,Dona,662
2015,DISTRICTE 1,15,Home,619
2015,DISTRICTE 1,16,Dona,1255
2015,DISTRICTE 1,16,Home,1123
2015,DISTRICTE 1,17,Dona,1130
2015,DISTRICTE 1,17,Home,1002
2015,DISTRICTE 1,18,Dona,310
2015,DISTRICTE 1,18,Home,277
2015,DISTRICTE 1,19,Dona,756
2015,DISTRICTE 1,19,Home,733
2015,DISTRICTE 1,2,Dona,787
2015,DISTRICTE 1,2,Home,696
2015,DISTRICTE 1,20,Dona,721
2015,DISTRICTE 1,20,Home,674
2015,DISTRICTE 1,21,Dona,792
2015,DISTRICTE 1,21,Home,709
2015,DISTRICTE 1,22,Dona,994
2015,DISTRICTE 1,22,Home,936
2015,DISTRICTE 1,23,Dona,706
2015,DISTRICTE 1,23,Home,646
2015,DISTRICTE 1,24,Dona,454
2015,DISTRICTE 1,24,Home,377
2015,DISTRICTE 1,4,Dona,1097
2015,DISTRICTE 1,4,Home,964
2015,DISTRICTE 1,5,Dona,697
2015,DISTRICTE 1,5,Home,625
2015,DISTRICTE 1,6,Dona,766
2015,DISTRICTE 1,6,Home,752
2015,DISTRICTE 1,7,Dona,929
2015,DISTRICTE 1,7,Home,817
2015,DISTRICTE 1,8,Dona,1382
2015,DISTRICTE 1,8,Home,1161
2015,DISTRICTE 1,9,Dona,727
2015,DISTRICTE 1,9,Home,658
2015,DISTRICTE 2,1,Dona,891
2015,DISTRICTE 2,1,Home,885
2015,DISTRICTE 2,11,Dona,618
2015,DISTRICTE 2,11,Home,581
2015,DISTRICTE 2,12,Dona,744
2015,DISTRICTE 2,12,Home,912
2015,DISTRICTE 2,14,Dona,999
2015,DISTRICTE 2,14,Home,1027
2015,DISTRICTE 2,15,Dona,415
2015,DISTRICTE 2,15,Home,434
2015,DISTRICTE 2,16,Dona,939
2015,DISTRICTE 2,16,Home,976
2015,DISTRICTE 2,17,Dona,808
2015,DISTRICTE 2,17,Home,852
2015,DISTRICTE 2,2,Dona,718
2015,DISTRICTE 2,2,Home,869
2015,DISTRICTE 2,3,Dona,882
2015,DISTRICTE 2,3,Home,921
2015,DISTRICTE 2,4,Dona,744
2015,DISTRICTE 2,4,Home,814
2015,DISTRICTE 2,5,Dona,624
2015,DISTRICTE 2,5,Home,670
2015,DISTRICTE 2,6,Dona,561
2015,DISTRICTE 2,6,Home,589
2015,DISTRICTE 2,8,Dona,608
2015,DISTRICTE 2,8,Home,608
2015,DISTRICTE 2,9,Dona,871
2015,DISTRICTE 2,9,Home,926
2015,DISTRICTE 3,1,Dona,903
2015,DISTRICTE 3,1,Home,891
2015,DISTRICTE 3,10,Dona,1008
2015,DISTRICTE 3,10,Home,999
2015,DISTRICTE 3,11,Dona,896
2015,DISTRICTE 3,11,Home,912
2015,DISTRICTE 3,12,Dona,1093
2015,DISTRICTE 3,12,Home,1072
2015,DISTRICTE 3,14,Dona,875
2015,DISTRICTE 3,14,Home,915
2015,DISTRICTE 3,15,Dona,650
2015,DISTRICTE 3,15,Home,646
2015,DISTRICTE 3,16,Dona,535
2015,DISTRICTE 3,16,Home,622
2015,DISTRICTE 3,17,Dona,647
2015,DISTRICTE 3,17,Home,636
2015,DISTRICTE 3,18,Dona,567
2015,DISTRICTE 3,18,Home,571
2015,DISTRICTE 3,19,Dona,762
2015,DISTRICTE 3,19,Home,795
2015,DISTRICTE 3,2,Dona,728
2015,DISTRICTE 3,2,Home,759
2015,DISTRICTE 3,20,Dona,821
2015,DISTRICTE 3,20,Home,846
2015,DISTRICTE 3,3,Dona,830
2015,DISTRICTE 3,3,Home,861
2015,DISTRICTE 3,4,Dona,652
2015,DISTRICTE 3,4,Home,665
2015,DISTRICTE 3,5,Dona,1087
2015,DISTRICTE 3,5,Home,1042
2015,DISTRICTE 3,6,Dona,1047
2015,DISTRICTE 3,6,Home,1033
2015,DISTRICTE 3,7,Dona,1113
2015,DISTRICTE 3,7,Home,1055
2015,DISTRICTE 3,8,Dona,1014
2015,DISTRICTE 3,8,Home,955
2015,DISTRICTE 3,9,Dona,1335
2015,DISTRICTE 3,9,Home,1345
2015,DISTRICTE 4,1,Dona,724
2015,DISTRICTE 4,1,Home,713
2015,DISTRICTE 4,10,Dona,604
2015,DISTRICTE 4,10,Home,652
2015,DISTRICTE 4,12,Dona,663
2015,DISTRICTE 4,12,Home,642
2015,DISTRICTE 4,13,Dona,827
2015,DISTRICTE 4,13,Home,775
2015,DISTRICTE 4,14,Dona,685
2015,DISTRICTE 4,14,Home,599
2015,DISTRICTE 4,15,Dona,628
2015,DISTRICTE 4,15,Home,529
2015,DISTRICTE 4,16,Dona,647
2015,DISTRICTE 4,16,Home,598
2015,DISTRICTE 4,17,Dona,765
2015,DISTRICTE 4,17,Home,678
2015,DISTRICTE 4,18,Dona,1310
2015,DISTRICTE 4,18,Home,1224
2015,DISTRICTE 4,19,Dona,687
2015,DISTRICTE 4,19,Home,586
2015,DISTRICTE 4,2,Dona,799
2015,DISTRICTE 4,2,Home,685
2015,DISTRICTE 4,20,Dona,438
2015,DISTRICTE 4,20,Home,461
2015,DISTRICTE 4,21,Dona,543
2015,DISTRICTE 4,21,Home,566
2015,DISTRICTE 4,22,Dona,1104
2015,DISTRICTE 4,22,Home,1216
2015,DISTRICTE 4,23,Dona,1146
2015,DISTRICTE 4,23,Home,1095
2015,DISTRICTE 4,24,Dona,1010
2015,DISTRICTE 4,24,Home,1067
2015,DISTRICTE 4,25,Dona,637
2015,DISTRICTE 4,25,Home,533
2015,DISTRICTE 4,26,Dona,724
2015,DISTRICTE 4,26,Home,652
2015,DISTRICTE 4,3,Dona,876
2015,DISTRICTE 4,3,Home,809
2015,DISTRICTE 4,4,Dona,756
2015,DISTRICTE 4,4,Home,691
2015,DISTRICTE 4,5,Dona,887
2015,DISTRICTE 4,5,Home,898
2015,DISTRICTE 4,6,Dona,994
2015,DISTRICTE 4,6,Home,1002
2015,DISTRICTE 4,7,Dona,1307
2015,DISTRICTE 4,7,Home,1236
2015,DISTRICTE 4,8,Dona,626
2015,DISTRICTE 4,8,Home,629
2015,DISTRICTE 4,9,Dona,603
2015,DISTRICTE 4,9,Home,600
2015,DISTRICTE 5,1,Dona,977
2015,DISTRICTE 5,1,Home,1012
2015,DISTRICTE 5,10,Dona,1031
2015,DISTRICTE 5,10,Home,967
2015,DISTRICTE 5,11,Dona,989
2015,DISTRICTE 5,11,Home,909
2015,DISTRICTE 5,12,Dona,407
2015,DISTRICTE 5,12,Home,358
2015,DISTRICTE 5,13,Dona,819
2015,DISTRICTE 5,13,Home,802
2015,DISTRICTE 5,14,Dona,1139
2015,DISTRICTE 5,14,Home,1081
2015,DISTRICTE 5,15,Dona,1023
2015,DISTRICTE 5,15,Home,1042
2015,DISTRICTE 5,16,Dona,1288
2015,DISTRICTE 5,16,Home,1241
2015,DISTRICTE 5,17,Dona,928
2015,DISTRICTE 5,17,Home,910
2015,DISTRICTE 5,18,Dona,655
2015,DISTRICTE 5,18,Home,559
2015,DISTRICTE 5,19,Dona,572
2015,DISTRICTE 5,19,Home,604
2015,DISTRICTE 5,2,Dona,695
2015,DISTRICTE 5,2,Home,644
2015,DISTRICTE 5,20,Dona,820
2015,DISTRICTE 5,20,Home,735
2015,DISTRICTE 5,21,Dona,965
2015,DISTRICTE 5,21,Home,841
2015,DISTRICTE 5,22,Dona,364
2015,DISTRICTE 5,22,Home,338
2015,DISTRICTE 5,23,Dona,924
2015,DISTRICTE 5,23,Home,825
2015,DISTRICTE 5,24,Dona,803
2015,DISTRICTE 5,24,Home,756
2015,DISTRICTE 5,25,Dona,592
2015,DISTRICTE 5,25,Home,580
2015,DISTRICTE 5,26,Dona,628
2015,DISTRICTE 5,26,Home,600
2015,DISTRICTE 5,27,Dona,642
2015,DISTRICTE 5,27,Home,624
2015,DISTRICTE 5,28,Dona,614
2015,DISTRICTE 5,28,Home,600
2015,DISTRICTE 5,29,Dona,639
2015,DISTRICTE 5,29,Home,632
2015,DISTRICTE 5,3,Dona,1027
2015,DISTRICTE 5,3,Home,949
2015,DISTRICTE 5,4,Dona,815
2015,DISTRICTE 5,4,Home,750
2015,DISTRICTE 5,5,Dona,528
2015,DISTRICTE 5,5,Home,470
2015,DISTRICTE 5,6,Dona,1031
2015,DISTRICTE 5,6,Home,963
2015,DISTRICTE 5,7,Dona,617
2015,DISTRICTE 5,7,Home,546
2015,DISTRICTE 5,8,Dona,962
2015,DISTRICTE 5,8,Home,887
2015,DISTRICTE 5,9,Dona,919
2015,DISTRICTE 5,9,Home,847
2015,DISTRICTE 6,1,Dona,607
2015,DISTRICTE 6,1,Home,548
2015,DISTRICTE 6,10,Dona,1057
2015,DISTRICTE 6,10,Home,1056
2015,DISTRICTE 6,11,Dona,839
2015,DISTRICTE 6,11,Home,810
2015,DISTRICTE 6,12,Dona,631
2015,DISTRICTE 6,12,Home,632
2015,DISTRICTE 6,13,Dona,487
2015,DISTRICTE 6,13,Home,482
2015,DISTRICTE 6,14,Dona,586
2015,DISTRICTE 6,14,Home,638
2015,DISTRICTE 6,16,Dona,863
2015,DISTRICTE 6,16,Home,823
2015,DISTRICTE 6,18,Dona,631
2015,DISTRICTE 6,18,Home,617
2015,DISTRICTE 6,2,Dona,882
2015,DISTRICTE 6,2,Home,896
2015,DISTRICTE 6,20,Dona,879
2015,DISTRICTE 6,20,Home,912
2015,DISTRICTE 6,23,Dona,705
2015,DISTRICTE 6,23,Home,708
2015,DISTRICTE 6,24,Dona,1223
2015,DISTRICTE 6,24,Home,1246
2015,DISTRICTE 6,25,Dona,1013
2015,DISTRICTE 6,25,Home,996
2015,DISTRICTE 6,26,Dona,810
2015,DISTRICTE 6,26,Home,841
2015,DISTRICTE 6,27,Dona,685
2015,DISTRICTE 6,27,Home,641
2015,DISTRICTE 6,28,Dona,797
