VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,SECCIO,PARTIT,NOM_PARTIT,VOTS
R,Referendum Reforma Estatut Autonomia    ,2006,5,21,NO             ,no                                                ,154
R,Referendum Reforma Estatut Autonomia    ,2006,5,21,SI             ,si                                                ,524
R,Referendum Reforma Estatut Autonomia    ,2006,5,22,EN BLANC       ,En Blanc                                          ,12
R,Referendum Reforma Estatut Autonomia    ,2006,5,22,NO             ,no                                                ,43
R,Referendum Reforma Estatut Autonomia    ,2006,5,22,SI             ,si                                                ,185
R,Referendum Reforma Estatut Autonomia    ,2006,5,23,EN BLANC       ,En Blanc                                          ,26
R,Referendum Reforma Estatut Autonomia    ,2006,5,23,NO             ,no                                                ,104
R,Referendum Reforma Estatut Autonomia    ,2006,5,23,SI             ,si                                                ,518
R,Referendum Reforma Estatut Autonomia    ,2006,5,24,EN BLANC       ,En Blanc                                          ,24
R,Referendum Reforma Estatut Autonomia    ,2006,5,24,NO             ,no                                                ,85
R,Referendum Reforma Estatut Autonomia    ,2006,5,24,SI             ,si                                                ,386
R,Referendum Reforma Estatut Autonomia    ,2006,5,25,EN BLANC       ,En Blanc                                          ,31
R,Referendum Reforma Estatut Autonomia    ,2006,5,25,NO             ,no                                                ,59
R,Referendum Reforma Estatut Autonomia    ,2006,5,25,SI             ,si                                                ,302
R,Referendum Reforma Estatut Autonomia    ,2006,5,26,EN BLANC       ,En Blanc                                          ,44
R,Referendum Reforma Estatut Autonomia    ,2006,5,26,NO             ,no                                                ,81
R,Referendum Reforma Estatut Autonomia    ,2006,5,26,SI             ,si                                                ,436
R,Referendum Reforma Estatut Autonomia    ,2006,6,1,EN BLANC       ,En Blanc                                          ,25
R,Referendum Reforma Estatut Autonomia    ,2006,6,1,NO             ,no                                                ,58
R,Referendum Reforma Estatut Autonomia    ,2006,6,1,SI             ,si                                                ,309
R,Referendum Reforma Estatut Autonomia    ,2006,6,2,EN BLANC       ,En Blanc                                          ,22
R,Referendum Reforma Estatut Autonomia    ,2006,6,2,NO             ,no                                                ,103
R,Referendum Reforma Estatut Autonomia    ,2006,6,2,SI             ,si                                                ,353
R,Referendum Reforma Estatut Autonomia    ,2006,6,3,EN BLANC       ,En Blanc                                          ,19
R,Referendum Reforma Estatut Autonomia    ,2006,6,3,NO             ,no                                                ,102
R,Referendum Reforma Estatut Autonomia    ,2006,6,3,SI             ,si                                                ,455
R,Referendum Reforma Estatut Autonomia    ,2006,6,4,EN BLANC       ,En Blanc                                          ,17
R,Referendum Reforma Estatut Autonomia    ,2006,6,4,NO             ,no                                                ,114
R,Referendum Reforma Estatut Autonomia    ,2006,6,4,SI             ,si                                                ,299
R,Referendum Reforma Estatut Autonomia    ,2006,6,5,EN BLANC       ,En Blanc                                          ,16
R,Referendum Reforma Estatut Autonomia    ,2006,6,5,NO             ,no                                                ,75
R,Referendum Reforma Estatut Autonomia    ,2006,6,5,SI             ,si                                                ,279
R,Referendum Reforma Estatut Autonomia    ,2006,6,6,EN BLANC       ,En Blanc                                          ,8
R,Referendum Reforma Estatut Autonomia    ,2006,6,6,NO             ,no                                                ,65
R,Referendum Reforma Estatut Autonomia    ,2006,6,6,SI             ,si                                                ,276
R,Referendum Reforma Estatut Autonomia    ,2006,6,8,EN BLANC       ,En Blanc                                          ,28
R,Referendum Reforma Estatut Autonomia    ,2006,6,8,NO             ,no                                                ,110
R,Referendum Reforma Estatut Autonomia    ,2006,6,8,SI             ,si                                                ,576
R,Referendum Reforma Estatut Autonomia    ,2006,6,9,EN BLANC       ,En Blanc                                          ,12
R,Referendum Reforma Estatut Autonomia    ,2006,6,9,NO             ,no                                                ,73
R,Referendum Reforma Estatut Autonomia    ,2006,6,9,SI             ,si                                                ,272
R,Referendum Reforma Estatut Autonomia    ,2006,6,10,EN BLANC       ,En Blanc                                          ,28
R,Referendum Reforma Estatut Autonomia    ,2006,6,10,NO             ,no                                                ,114
R,Referendum Reforma Estatut Autonomia    ,2006,6,10,SI             ,si                                                ,516
R,Referendum Reforma Estatut Autonomia    ,2006,6,11,EN BLANC       ,En Blanc                                          ,20
R,Referendum Reforma Estatut Autonomia    ,2006,6,11,NO             ,no                                                ,88
R,Referendum Reforma Estatut Autonomia    ,2006,6,11,SI             ,si                                                ,300
R,Referendum Reforma Estatut Autonomia    ,2006,6,12,EN BLANC       ,En Blanc                                          ,12
R,Referendum Reforma Estatut Autonomia    ,2006,6,12,NO             ,no                                                ,70
R,Referendum Reforma Estatut Autonomia    ,2006,6,12,SI             ,si                                                ,354
R,Referendum Reforma Estatut Autonomia    ,2006,6,13,EN BLANC       ,En Blanc                                          ,12
R,Referendum Reforma Estatut Autonomia    ,2006,6,13,NO             ,no                                                ,48
R,Referendum Reforma Estatut Autonomia    ,2006,6,13,SI             ,si                                                ,267
R,Referendum Reforma Estatut Autonomia    ,2006,6,14,EN BLANC       ,En Blanc                                          ,14
R,Referendum Reforma Estatut Autonomia    ,2006,6,14,NO             ,no                                                ,66
R,Referendum Reforma Estatut Autonomia    ,2006,6,14,SI             ,si                                                ,187
R,Referendum Reforma Estatut Autonomia    ,2006,6,16,EN BLANC       ,En Blanc                                          ,12
R,Referendum Reforma Estatut Autonomia    ,2006,6,16,NO             ,no                                                ,75
R,Referendum Reforma Estatut Autonomia    ,2006,6,16,SI             ,si                                                ,295
R,Referendum Reforma Estatut Autonomia    ,2006,6,18,EN BLANC       ,En Blanc                                          ,7
R,Referendum Reforma Estatut Autonomia    ,2006,6,18,NO             ,no                                                ,41
R,Referendum Reforma Estatut Autonomia    ,2006,6,18,SI             ,si                                                ,161
R,Referendum Reforma Estatut Autonomia    ,2006,6,19,EN BLANC       ,En Blanc                                          ,6
R,Referendum Reforma Estatut Autonomia    ,2006,6,19,NO             ,no                                                ,37
R,Referendum Reforma Estatut Autonomia    ,2006,6,19,SI             ,si                                                ,165
R,Referendum Reforma Estatut Autonomia    ,2006,6,20,EN BLANC       ,En Blanc                                          ,6
R,Referendum Reforma Estatut Autonomia    ,2006,6,20,NO             ,no                                                ,43
R,Referendum Reforma Estatut Autonomia    ,2006,6,20,SI             ,si                                                ,132
R,Referendum Reforma Estatut Autonomia    ,2006,6,21,EN BLANC       ,En Blanc                                          ,7
R,Referendum Reforma Estatut Autonomia    ,2006,6,21,NO             ,no                                                ,59
R,Referendum Reforma Estatut Autonomia    ,2006,6,21,SI             ,si                                                ,231
R,Referendum Reforma Estatut Autonomia    ,2006,6,23,EN BLANC       ,En Blanc                                          ,11
R,Referendum Reforma Estatut Autonomia    ,2006,6,23,NO             ,no                                                ,71
R,Referendum Reforma Estatut Autonomia    ,2006,6,23,SI             ,si                                                ,264
R,Referendum Reforma Estatut Autonomia    ,2006,6,24,EN BLANC       ,En Blanc                                          ,30
R,Referendum Reforma Estatut Autonomia    ,2006,6,24,NO             ,no                                                ,136
R,Referendum Reforma Estatut Autonomia    ,2006,6,24,SI             ,si                                                ,481
R,Referendum Reforma Estatut Autonomia    ,2006,6,25,EN BLANC       ,En Blanc                                          ,30
R,Referendum Reforma Estatut Autonomia    ,2006,6,25,NO             ,no                                                ,97
R,Referendum Reforma Estatut Autonomia    ,2006,6,25,SI             ,si                                                ,379
R,Referendum Reforma Estatut Autonomia    ,2006,6,26,EN BLANC       ,En Blanc                                          ,16
R,Referendum Reforma Estatut Autonomia    ,2006,6,26,NO             ,no                                                ,91
R,Referendum Reforma Estatut Autonomia    ,2006,6,26,SI             ,si                                                ,354
R,Referendum Reforma Estatut Autonomia    ,2006,6,27,EN BLANC       ,En Blanc                                          ,11
R,Referendum Reforma Estatut Autonomia    ,2006,6,27,NO             ,no                                                ,72
R,Referendum Reforma Estatut Autonomia    ,2006,6,27,SI             ,si                                                ,280
R,Referendum Reforma Estatut Autonomia    ,2006,6,28,EN BLANC       ,En Blanc                                          ,13
R,Referendum Reforma Estatut Autonomia    ,2006,6,28,NO             ,no                                                ,95
R,Referendum Reforma Estatut Autonomia    ,2006,6,28,SI             ,si                                                ,341
R,Referendum Reforma Estatut Autonomia    ,2006,6,29,EN BLANC       ,En Blanc                                          ,3
R,Referendum Reforma Estatut Autonomia    ,2006,6,29,NO             ,no                                                ,43
R,Referendum Reforma Estatut Autonomia    ,2006,6,29,SI             ,si                                                ,166
R,Referendum Reforma Estatut Autonomia    ,2006,6,30,EN BLANC       ,En Blanc                                          ,21
R,Referendum Reforma Estatut Autonomia    ,2006,6,30,NO             ,no                                                ,126
R,Referendum Reforma Estatut Autonomia    ,2006,6,30,SI             ,si                                                ,362
R,Referendum Reforma Estatut Autonomia    ,2006,6,31,EN BLANC       ,En Blanc                                          ,17
R,Referendum Reforma Estatut Autonomia    ,2006,6,31,NO             ,no                                                ,50
R,Referendum Reforma Estatut Autonomia    ,2006,6,31,SI             ,si                                                ,202
R,Referèndum Constitució Europea          ,2005,1,1,EN BLANC       ,EN BLANC                                          ,50
R,Referèndum Constitució Europea          ,2005,1,1,NO             ,NO                                                ,144
R,Referèndum Constitució Europea          ,2005,1,1,SI             ,SI                                                ,355
R,Referèndum Constitució Europea          ,2005,1,2,EN BLANC       ,EN BLANC                                          ,78
R,Referèndum Constitució Europea          ,2005,1,2,NO             ,NO                                                ,173
R,Referèndum Constitució Europea          ,2005,1,2,SI             ,SI                                                ,248
R,Referèndum Constitució Europea          ,2005,1,4,EN BLANC       ,EN BLANC                                          ,50
R,Referèndum Constitució Europea          ,2005,1,4,NO             ,NO                                                ,210
R,Referèndum Constitució Europea          ,2005,1,4,SI             ,SI                                                ,291
R,Referèndum Constitució Europea          ,2005,1,5,EN BLANC       ,EN BLANC                                          ,95
R,Referèndum Constitució Europea          ,2005,1,5,NO             ,NO                                                ,411
R,Referèndum Constitució Europea          ,2005,1,5,SI             ,SI                                                ,660
R,Referèndum Constitució Europea          ,2005,1,6,EN BLANC       ,EN BLANC                                          ,83
R,Referèndum Constitució Europea          ,2005,1,6,NO             ,NO                                                ,259
R,Referèndum Constitució Europea          ,2005,1,6,SI             ,SI                                                ,495
R,Referèndum Constitució Europea          ,2005,1,7,EN BLANC       ,EN BLANC                                          ,43
R,Referèndum Constitució Europea          ,2005,1,7,NO             ,NO                                                ,161
R,Referèndum Constitució Europea          ,2005,1,7,SI             ,SI                                                ,315
R,Referèndum Constitució Europea          ,2005,1,8,EN BLANC       ,EN BLANC                                          ,31
R,Referèndum Constitució Europea          ,2005,1,8,NO             ,NO                                                ,174
R,Referèndum Constitució Europea          ,2005,1,8,SI             ,SI                                                ,237
R,Referèndum Constitució Europea          ,2005,1,9,EN BLANC       ,EN BLANC                                          ,40
R,Referèndum Constitució Europea          ,2005,1,9,NO             ,NO                                                ,115
R,Referèndum Constitució Europea          ,2005,1,9,SI             ,SI                                                ,193
R,Referèndum Constitució Europea          ,2005,1,10,EN BLANC       ,EN BLANC                                          ,27
R,Referèndum Constitució Europea          ,2005,1,10,NO             ,NO                                                ,116
R,Referèndum Constitució Europea          ,2005,1,10,SI             ,SI                                                ,202
R,Referèndum Constitució Europea          ,2005,1,11,EN BLANC       ,EN BLANC                                          ,30
R,Referèndum Constitució Europea          ,2005,1,11,NO             ,NO                                                ,83
R,Referèndum Constitució Europea          ,2005,1,11,SI             ,SI                                                ,233
R,Referèndum Constitució Europea          ,2005,1,12,EN BLANC       ,EN BLANC                                          ,38
R,Referèndum Constitució Europea          ,2005,1,12,NO             ,NO                                                ,112
R,Referèndum Constitució Europea          ,2005,1,12,SI             ,SI                                                ,263
R,Referèndum Constitució Europea          ,2005,1,13,EN BLANC       ,EN BLANC                                          ,16
R,Referèndum Constitució Europea          ,2005,1,13,NO             ,NO                                                ,51
R,Referèndum Constitució Europea          ,2005,1,13,SI             ,SI                                                ,160
R,Referèndum Constitució Europea          ,2005,1,14,EN BLANC       ,EN BLANC                                          ,39
R,Referèndum Constitució Europea          ,2005,1,14,NO             ,NO                                                ,167
R,Referèndum Constitució Europea          ,2005,1,14,SI             ,SI                                                ,495
R,Referèndum Constitució Europea          ,2005,1,15,EN BLANC       ,EN BLANC                                          ,31
R,Referèndum Constitució Europea          ,2005,1,15,NO             ,NO                                                ,118
R,Referèndum Constitució Europea          ,2005,1,15,SI             ,SI                                                ,248
R,Referèndum Constitució Europea          ,2005,1,16,EN BLANC       ,EN BLANC                                          ,63
R,Referèndum Constitució Europea          ,2005,1,16,NO             ,NO                                                ,275
R,Referèndum Constitució Europea          ,2005,1,16,SI             ,SI                                                ,462
R,Referèndum Constitució Europea          ,2005,1,17,EN BLANC       ,EN BLANC                                          ,93
R,Referèndum Constitució Europea          ,2005,1,17,NO             ,NO                                                ,267
R,Referèndum Constitució Europea          ,2005,1,17,SI             ,SI                                                ,486
R,Referèndum Constitució Europea          ,2005,1,18,EN BLANC       ,EN BLANC                                          ,19
R,Referèndum Constitució Europea          ,2005,1,18,NO             ,NO                                                ,62
R,Referèndum Constitució Europea          ,2005,1,18,SI             ,SI                                                ,103
R,Referèndum Constitució Europea          ,2005,1,19,EN BLANC       ,EN BLANC                                          ,21
R,Referèndum Constitució Europea          ,2005,1,19,NO             ,NO                                                ,112
R,Referèndum Constitució Europea          ,2005,1,19,SI             ,SI                                                ,254
R,Referèndum Constitució Europea          ,2005,1,20,EN BLANC       ,EN BLANC                                          ,52
R,Referèndum Constitució Europea          ,2005,1,20,NO             ,NO                                                ,117
R,Referèndum Constitució Europea          ,2005,1,20,SI             ,SI                                                ,240
R,Referèndum Constitució Europea          ,2005,1,21,EN BLANC       ,EN BLANC                                          ,25
R,Referèndum Constitució Europea          ,2005,1,21,NO             ,NO                                                ,104
R,Referèndum Constitució Europea          ,2005,1,21,SI             ,SI                                                ,274
R,Referèndum Constitució Europea          ,2005,2,1,EN BLANC       ,EN BLANC                                          ,20
R,Referèndum Constitució Europea          ,2005,2,1,NO             ,NO                                                ,64
R,Referèndum Constitució Europea          ,2005,2,1,SI             ,SI                                                ,395
R,Referèndum Constitució Europea          ,2005,2,2,EN BLANC       ,EN BLANC                                          ,12
R,Referèndum Constitució Europea          ,2005,2,2,NO             ,NO                                                ,39
R,Referèndum Constitució Europea          ,2005,2,2,SI             ,SI                                                ,204
R,Referèndum Constitució Europea          ,2005,2,3,EN BLANC       ,EN BLANC                                          ,11
R,Referèndum Constitució Europea          ,2005,2,3,NO             ,NO                                                ,48
R,Referèndum Constitució Europea          ,2005,2,3,SI             ,SI                                                ,190
R,Referèndum Constitució Europea          ,2005,2,4,EN BLANC       ,EN BLANC                                          ,18
R,Referèndum Constitució Europea          ,2005,2,4,NO             ,NO                                                ,49
R,Referèndum Constitució Europea          ,2005,2,4,SI             ,SI                                                ,323
R,Referèndum Constitució Europea          ,2005,2,5,EN BLANC       ,EN BLANC                                          ,22
R,Referèndum Constitució Europea          ,2005,2,5,NO             ,NO                                                ,54
R,Referèndum Constitució Europea          ,2005,2,5,SI             ,SI                                                ,280
R,Referèndum Constitució Europea          ,2005,2,6,EN BLANC       ,EN BLANC                                          ,12
R,Referèndum Constitució Europea          ,2005,2,6,NO             ,NO                                                ,68
R,Referèndum Constitució Europea          ,2005,2,6,SI             ,SI                                                ,247
R,Referèndum Constitució Europea          ,2005,2,7,EN BLANC       ,EN BLANC                                          ,5
R,Referèndum Constitució Europea          ,2005,2,7,NO             ,NO                                                ,21
R,Referèndum Constitució Europea          ,2005,2,7,SI             ,SI                                                ,137
R,Referèndum Constitució Europea          ,2005,2,8,EN BLANC       ,EN BLANC                                          ,18
R,Referèndum Constitució Europea          ,2005,2,8,NO             ,NO                                                ,50
R,Referèndum Constitució Europea          ,2005,2,8,SI             ,SI                                                ,221
R,Referèndum Constitució Europea          ,2005,2,9,EN BLANC       ,EN BLANC                                          ,10
R,Referèndum Constitució Europea          ,2005,2,9,NO             ,NO                                                ,60
R,Referèndum Constitució Europea          ,2005,2,9,SI             ,SI                                                ,216
R,Referèndum Constitució Europea          ,2005,2,10,EN BLANC       ,EN BLANC                                          ,6
R,Referèndum Constitució Europea          ,2005,2,10,NO             ,NO                                                ,37
R,Referèndum Constitució Europea          ,2005,2,10,SI             ,SI                                                ,161
R,Referèndum Constitució Europea          ,2005,2,11,EN BLANC       ,EN BLANC                                          ,13
R,Referèndum Constitució Europea          ,2005,2,11,NO             ,NO                                                ,36
R,Referèndum Constitució Europea          ,2005,2,11,SI             ,SI                                                ,247
R,Referèndum Constitució Europea          ,2005,2,12,EN BLANC       ,EN BLANC                                          ,31
R,Referèndum Constitució Europea          ,2005,2,12,NO             ,NO                                                ,71
R,Referèndum Constitució Europea          ,2005,2,12,SI             ,SI                                                ,265
R,Referèndum Constitució Europea          ,2005,2,14,EN BLANC       ,EN BLANC                                          ,41
R,Referèndum Constitució Europea          ,2005,2,14,NO             ,NO                                                ,86
R,Referèndum Constitució Europea          ,2005,2,14,SI             ,SI                                                ,413
R,Referèndum Constitució Europea          ,2005,2,15,EN BLANC       ,EN BLANC                                          ,6
R,Referèndum Constitució Europea          ,2005,2,15,NO             ,NO                                                ,22
R,Referèndum Constitució Europea          ,2005,2,15,SI             ,SI                                                ,117
R,Referèndum Constitució Europea          ,2005,3,1,EN BLANC       ,EN BLANC                                          ,22
R,Referèndum Constitució Europea          ,2005,3,1,NO             ,NO                                                ,108
R,Referèndum Constitució Europea          ,2005,3,1,SI             ,SI                                                ,287
R,Referèndum Constitució Europea          ,2005,3,2,EN BLANC       ,EN BLANC                                          ,35
R,Referèndum Constitució Europea          ,2005,3,2,NO             ,NO                                                ,145
R,Referèndum Constitució Europea          ,2005,3,2,SI             ,SI                                                ,276
R,Referèndum Constitució Europea          ,2005,3,3,EN BLANC       ,EN BLANC                                          ,17
R,Referèndum Constitució Europea          ,2005,3,3,NO             ,NO                                                ,102
R,Referèndum Constitució Europea          ,2005,3,3,SI             ,SI                                                ,291
R,Referèndum Constitució Europea          ,2005,3,4,EN BLANC       ,EN BLANC                                          ,21
R,Referèndum Constitució Europea          ,2005,3,4,NO             ,NO                                                ,71
R,Referèndum Constitució Europea          ,2005,3,4,SI             ,SI                                                ,243
R,Referèndum Constitució Europea          ,2005,3,5,EN BLANC       ,EN BLANC                                          ,39
R,Referèndum Constitució Europea          ,2005,3,5,NO             ,NO                                                ,131
R,Referèndum Constitució Europea          ,2005,3,5,SI             ,SI                                                ,255
R,Referèndum Constitució Europea          ,2005,3,6,EN BLANC       ,EN BLANC                                          ,54
R,Referèndum Constitució Europea          ,2005,3,6,NO             ,NO                                                ,135
R,Referèndum Constitució Europea          ,2005,3,6,SI             ,SI                                                ,265
R,Referèndum Constitució Europea          ,2005,3,7,EN BLANC       ,EN BLANC                                          ,51
R,Referèndum Constitució Europea          ,2005,3,7,NO             ,NO                                                ,193
R,Referèndum Constitució Europea          ,2005,3,7,SI             ,SI                                                ,283
R,Referèndum Constitució Europea          ,2005,3,8,EN BLANC       ,EN BLANC                                          ,16
R,Referèndum Constitució Europea          ,2005,3,8,NO             ,NO                                                ,73
R,Referèndum Constitució Europea          ,2005,3,8,SI             ,SI                                                ,387
R,Referèndum Constitució Europea          ,2005,3,9,EN BLANC       ,EN BLANC                                          ,39
R,Referèndum Constitució Europea          ,2005,3,9,NO             ,NO                                                ,155
R,Referèndum Constitució Europea          ,2005,3,9,SI             ,SI                                                ,359
R,Referèndum Constitució Europea          ,2005,3,10,EN BLANC       ,EN BLANC                                          ,29
R,Referèndum Constitució Europea          ,2005,3,10,NO             ,NO                                                ,104
R,Referèndum Constitució Europea          ,2005,3,10,SI             ,SI                                                ,400
R,Referèndum Constitució Europea          ,2005,3,11,EN BLANC       ,EN BLANC                                          ,13
R,Referèndum Constitució Europea          ,2005,3,11,NO             ,NO                                                ,54
R,Referèndum Constitució Europea          ,2005,3,11,SI             ,SI                                                ,236
R,Referèndum Constitució Europea          ,2005,3,12,EN BLANC       ,EN BLANC                                          ,23
R,Referèndum Constitució Europea          ,2005,3,12,NO             ,NO                                                ,95
R,Referèndum Constitució Europea          ,2005,3,12,SI             ,SI                                                ,482
R,Referèndum Constitució Europea          ,2005,3,13,EN BLANC       ,EN BLANC                                          ,12
R,Referèndum Constitució Europea          ,2005,3,13,NO             ,NO                                                ,39
R,Referèndum Constitució Europea          ,2005,3,13,SI             ,SI                                                ,125
R,Referèndum Constitució Europea          ,2005,3,14,EN BLANC       ,EN BLANC                                          ,23
R,Referèndum Constitució Europea          ,2005,3,14,NO             ,NO                                                ,105
R,Referèndum Constitució Europea          ,2005,3,14,SI             ,SI                                                ,284
R,Referèndum Constitució Europea          ,2005,3,15,EN BLANC       ,EN BLANC                                          ,25
R,Referèndum Constitució Europea          ,2005,3,15,NO             ,NO                                                ,89
R,Referèndum Constitució Europea          ,2005,3,15,SI             ,SI                                                ,277
R,Referèndum Constitució Europea          ,2005,3,16,EN BLANC       ,EN BLANC                                          ,12
R,Referèndum Constitució Europea          ,2005,3,16,NO             ,NO                                                ,49
R,Referèndum Constitució Europea          ,2005,3,16,SI             ,SI                                                ,260
R,Referèndum Constitució Europea          ,2005,3,17,EN BLANC       ,EN BLANC                                          ,26
R,Referèndum Constitució Europea          ,2005,3,17,NO             ,NO                                                ,61
R,Referèndum Constitució Europea          ,2005,3,17,SI             ,SI                                                ,269
R,Referèndum Constitució Europea          ,2005,3,18,EN BLANC       ,EN BLANC                                          ,14
R,Referèndum Constitució Europea          ,2005,3,18,NO             ,NO                                                ,44
R,Referèndum Constitució Europea          ,2005,3,18,SI             ,SI                                                ,147
R,Referèndum Constitució Europea          ,2005,3,19,EN BLANC       ,EN BLANC                                          ,20
R,Referèndum Constitució Europea          ,2005,3,19,NO             ,NO                                                ,90
R,Referèndum Constitució Europea          ,2005,3,19,SI             ,SI                                                ,324
R,Referèndum Constitució Europea          ,2005,3,20,EN BLANC       ,EN BLANC                                          ,30
R,Referèndum Constitució Europea          ,2005,3,20,NO             ,NO                                                ,94
R,Referèndum Constitució Europea          ,2005,3,20,SI             ,SI                                                ,304
R,Referèndum Constitució Europea          ,2005,4,1,EN BLANC       ,EN BLANC                                          ,47
R,Referèndum Constitució Europea          ,2005,4,1,NO             ,NO                                                ,144
R,Referèndum Constitució Europea          ,2005,4,1,SI             ,SI                                                ,265
R,Referèndum Constitució Europea          ,2005,4,2,EN BLANC       ,EN BLANC                                          ,47
R,Referèndum Constitució Europea          ,2005,4,2,NO             ,NO                                                ,166
R,Referèndum Constitució Europea          ,2005,4,2,SI             ,SI                                                ,322
R,Referèndum Constitució Europea          ,2005,4,3,EN BLANC       ,EN BLANC                                          ,28
R,Referèndum Constitució Europea          ,2005,4,3,NO             ,NO                                                ,147
R,Referèndum Constitució Europea          ,2005,4,3,SI             ,SI                                                ,324
R,Referèndum Constitució Europea          ,2005,4,4,EN BLANC       ,EN BLANC                                          ,32
R,Referèndum Constitució Europea          ,2005,4,4,NO             ,NO                                                ,111
R,Referèndum Constitució Europea          ,2005,4,4,SI             ,SI                                                ,305
R,Referèndum Constitució Europea          ,2005,4,5,EN BLANC       ,EN BLANC                                          ,55
R,Referèndum Constitució Europea          ,2005,4,5,NO             ,NO                                                ,221
R,Referèndum Constitució Europea          ,2005,4,5,SI             ,SI                                                ,484
R,Referèndum Constitució Europea          ,2005,4,6,EN BLANC       ,EN BLANC                                          ,42
R,Referèndum Constitució Europea          ,2005,4,6,NO             ,NO                                                ,146
R,Referèndum Constitució Europea          ,2005,4,6,SI             ,SI                                                ,376
R,Referèndum Constitució Europea          ,2005,4,7,EN BLANC       ,EN BLANC                                          ,35
R,Referèndum Constitució Europea          ,2005,4,7,NO             ,NO                                                ,119
R,Referèndum Constitució Europea          ,2005,4,7,SI             ,SI                                                ,442
R,Referèndum Constitució Europea          ,2005,4,8,EN BLANC       ,EN BLANC                                          ,27
R,Referèndum Constitució Europea          ,2005,4,8,NO             ,NO                                                ,63
R,Referèndum Constitució Europea          ,2005,4,8,SI             ,SI                                                ,226
R,Referèndum Constitució Europea          ,2005,4,9,EN BLANC       ,EN BLANC                                          ,6
R,Referèndum Constitució Europea          ,2005,4,9,NO             ,NO                                                ,52
R,Referèndum Constitució Europea          ,2005,4,9,SI             ,SI                                                ,179
R,Referèndum Constitució Europea          ,2005,4,10,EN BLANC       ,EN BLANC                                          ,6
R,Referèndum Constitució Europea          ,2005,4,10,NO             ,NO                                                ,36
R,Referèndum Constitució Europea          ,2005,4,10,SI             ,SI                                                ,182
R,Referèndum Constitució Europea          ,2005,4,11,EN BLANC       ,EN BLANC                                          ,10
R,Referèndum Constitució Europea          ,2005,4,11,NO             ,NO                                                ,38
R,Referèndum Constitució Europea          ,2005,4,11,SI             ,SI                                                ,174
R,Referèndum Constitució Europea          ,2005,4,12,EN BLANC       ,EN BLANC                                          ,18
R,Referèndum Constitució Europea          ,2005,4,12,NO             ,NO                                                ,96
R,Referèndum Constitució Europea          ,2005,4,12,SI             ,SI                                                ,270
R,Referèndum Constitució Europea          ,2005,4,13,EN BLANC       ,EN BLANC                                          ,43
R,Referèndum Constitució Europea          ,2005,4,13,NO             ,NO                                                ,131
R,Referèndum Constitució Europea          ,2005,4,13,SI             ,SI                                                ,348
R,Referèndum Constitució Europea          ,2005,4,14,EN BLANC       ,EN BLANC                                          ,66
R,Referèndum Constitució Europea          ,2005,4,14,NO             ,NO                                                ,310
R,Referèndum Constitució Europea          ,2005,4,14,SI             ,SI                                                ,516
R,Referèndum Constitució Europea          ,2005,4,15,EN BLANC       ,EN BLANC                                          ,40
R,Referèndum Constitució Europea          ,2005,4,15,NO             ,NO                                                ,105
R,Referèndum Constitució Europea          ,2005,4,15,SI             ,SI                                                ,200
R,Referèndum Constitució Europea          ,2005,4,16,EN BLANC       ,EN BLANC                                          ,39
R,Referèndum Constitució Europea          ,2005,4,16,NO             ,NO                                                ,153
R,Referèndum Constitució Europea          ,2005,4,16,SI             ,SI                                                ,236
R,Referèndum Constitució Europea          ,2005,4,17,EN BLANC       ,EN BLANC                                          ,29
R,Referèndum Constitució Europea          ,2005,4,17,NO             ,NO                                                ,153
R,Referèndum Constitució Europea          ,2005,4,17,SI             ,SI                                                ,231
R,Referèndum Constitució Europea          ,2005,4,18,EN BLANC       ,EN BLANC                                          ,31
R,Referèndum Constitució Europea          ,2005,4,18,NO             ,NO                                                ,217
R,Referèndum Constitució Europea          ,2005,4,18,SI             ,SI                                                ,390
R,Referèndum Constitució Europea          ,2005,4,19,EN BLANC       ,EN BLANC                                          ,33
R,Referèndum Constitució Europea          ,2005,4,19,NO             ,NO                                                ,108
R,Referèndum Constitució Europea          ,2005,4,19,SI             ,SI                                                ,282
R,Referèndum Constitució Europea          ,2005,4,20,EN BLANC       ,EN BLANC                                          ,4
R,Referèndum Constitució Europea          ,2005,4,20,NO             ,NO                                                ,29
R,Referèndum Constitució Europea          ,2005,4,20,SI             ,SI                                                ,186
R,Referèndum Constitució Europea          ,2005,4,21,EN BLANC       ,EN BLANC                                          ,10
R,Referèndum Constitució Europea          ,2005,4,21,NO             ,NO                                                ,64
R,Referèndum Constitució Europea          ,2005,4,21,SI             ,SI                                                ,267
R,Referèndum Constitució Europea          ,2005,4,22,EN BLANC       ,EN BLANC                                          ,28
R,Referèndum Constitució Europea          ,2005,4,22,NO             ,NO                                                ,127
R,Referèndum Constitució Europea          ,2005,4,22,SI             ,SI                                                ,332
R,Referèndum Constitució Europea          ,2005,4,23,EN BLANC       ,EN BLANC                                          ,32
R,Referèndum Constitució Europea          ,2005,4,23,NO             ,NO                                                ,137
R,Referèndum Constitució Europea          ,2005,4,23,SI             ,SI                                                ,340
R,Referèndum Constitució Europea          ,2005,4,24,EN BLANC       ,EN BLANC                                          ,14
R,Referèndum Constitució Europea          ,2005,4,24,NO             ,NO                                                ,51
R,Referèndum Constitució Europea          ,2005,4,24,SI             ,SI                                                ,173
R,Referèndum Constitució Europea          ,2005,5,1,EN BLANC       ,EN BLANC                                          ,34
