DATA_REFERENCIA,DISTRICTE,BARRI,PAIS_PROCEDENCIA,PROVINCIA_PROCEDENCIA,POBLACIO
2013,DISTRICTE 6,CAN TUSELL                    ,ESPANYA                       ,VALENCIA,1
2013,DISTRICTE 6,CAN TUSELL                    ,"MARROC, EL                    ", ,2
2013,DISTRICTE 6,CAN TUSELL                    ,"REPÚBLICA DOMINICANA, LA      ", ,2
2013,DISTRICTE 6,DISSEMINATS                   ,ESPANYA                       , ,4
2013,DISTRICTE 6,DISSEMINATS                   ,ESPANYA                       ,BARCELONA,4
2013,DISTRICTE 6,ÈGARA                         ,ANDORRA                       , ,1
2013,DISTRICTE 6,ÈGARA                         ,BÈLGICA                       , ,1
2013,DISTRICTE 6,ÈGARA                         ,BOLÍVIA                       , ,1
2013,DISTRICTE 6,ÈGARA                         ,"BRASIL, EL                    ", ,1
2013,DISTRICTE 6,ÈGARA                         ,BURKINA FASO                  , ,1
2013,DISTRICTE 6,ÈGARA                         ,COLÒMBIA                      , ,1
2013,DISTRICTE 6,ÈGARA                         ,EL SALVADOR                   , ,7
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       , ,118
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,ALACANT,1
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,ALMERIA,1
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,BARCELONA,73
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,CADIS,1
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,"CORUNYA, LA",1
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,GIRONA,9
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,GRANADA,4
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,HUELVA,2
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,ILLES BALEARS,2
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,LUGO,1
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,LLEIDA,3
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,MADRID,3
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,MURCIA,2
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,ORENSE,1
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,OSCA,2
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,"PALMAS, LAS",1
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,SANTA CRUZ DE TENERIFE,2
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,SARAGOSSA,1
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,TARRAGONA,2
2013,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,VALENCIA,6
2013,DISTRICTE 6,ÈGARA                         ,FRANÇA                        , ,1
2013,DISTRICTE 6,ÈGARA                         ,ITÀLIA                        , ,1
2013,DISTRICTE 6,ÈGARA                         ,"MARROC, EL                    ", ,6
2013,DISTRICTE 6,ÈGARA                         ,"PAÏSOS BAIXOS, ELS            ", ,2
2013,DISTRICTE 6,ÈGARA                         ,"PAKISTAN, EL                  ", ,4
2013,DISTRICTE 6,ÈGARA                         ,"REPÚBLICA DOMINICANA, LA      ", ,2
2013,DISTRICTE 6,ÈGARA                         ,ROMANIA                       , ,1
2013,DISTRICTE 6,ÈGARA                         ,"SENEGAL, EL                   ", ,4
2013,DISTRICTE 6,ÈGARA                         ,UCRAÏNA                       , ,1
2013,DISTRICTE 6,ÈGARA                         ,"URUGUAI, L                    ", ,3
2013,DISTRICTE 6,FONT DE L ESPARDENYERA        ,ESPANYA                       , ,9
2013,DISTRICTE 6,FONT DE L ESPARDENYERA        ,ESPANYA                       ,BARCELONA,9
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,BOLÍVIA                       , ,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,COLÒMBIA                      , ,3
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,EL SALVADOR                   , ,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       , ,394
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,ALACANT,4
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,ALMERIA,6
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,BARCELONA,307
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,CACERES,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,CASTELLO,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,CORDOBA,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,"CORUNYA, LA",2
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,GIRONA,12
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,ILLES BALEARS,3
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,JAEN,4
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,LLEIDA,5
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,MADRID,7
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,MALAGA,2
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,MURCIA,2
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,OSCA,2
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,"PALMAS, LAS",2
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,SALAMANCA,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,SARAGOSSA,2
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,SEVILLA,5
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,TARRAGONA,13
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,TEROL,3
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,VALENCIA,8
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,ZAMORA,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"ESTATS UNITS D AMÈRICA, ELS   ", ,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,FRANÇA                        , ,2
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,GEÒRGIA                       , ,2
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"MARROC, EL                    ", ,4
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,MÈXIC                         , ,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,NICARAGUA                     , ,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"PAÏSOS BAIXOS, ELS            ", ,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"PERÚ, EL                      ", ,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,POLÒNIA                       , ,2
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,PORTUGAL                      , ,3
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"REPÚBLICA DOMINICANA, LA      ", ,5
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ROMANIA                       , ,2
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"SENEGAL, EL                   ", ,3
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,VENEÇUELA                     , ,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,"ARGENTINA, L                  ", ,2
2013,DISTRICTE 6,SANT LLORENÇ                  ,BOLÍVIA                       , ,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,"BRASIL, EL                    ", ,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,COLÒMBIA                      , ,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,DINAMARCA                     , ,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,EL SALVADOR                   , ,2
2013,DISTRICTE 6,SANT LLORENÇ                  ,"EQUADOR, L                    ", ,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       , ,168
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,ALACANT,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,BARCELONA,121
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,CADIS,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,CIUDAD REAL,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,GIRONA,5
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,GRANADA,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,ILLES BALEARS,4
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,JAEN,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,LLEIDA,7
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,MADRID,2
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,MALAGA,5
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,MURCIA,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,NAVARRA,4
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,OSCA,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,"PALMAS, LAS",3
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,TARRAGONA,4
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,TOLEDO,2
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,VALENCIA,2
2013,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,ZAMORA,2
2013,DISTRICTE 6,SANT LLORENÇ                  ,FRANÇA                        , ,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,HONDURES                      , ,2
2013,DISTRICTE 6,SANT LLORENÇ                  ,ITÀLIA                        , ,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,"MARROC, EL                    ", ,3
2013,DISTRICTE 6,SANT LLORENÇ                  ,"REPÚBLICA DOMINICANA, LA      ", ,3
2013,DISTRICTE 6,SANT LLORENÇ                  ,"SENEGAL, EL                   ", ,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,UCRAÏNA                       , ,1
2013,DISTRICTE 6,SANT LLORENÇ                  ,XILE                          , ,1
2013,DISTRICTE 6,SANT PERE NORD                ,ALEMANYA                      , ,2
2013,DISTRICTE 6,SANT PERE NORD                ,"ARGENTINA, L                  ", ,4
2013,DISTRICTE 6,SANT PERE NORD                ,BÈLGICA                       , ,1
2013,DISTRICTE 6,SANT PERE NORD                ,BOLÍVIA                       , ,3
2013,DISTRICTE 6,SANT PERE NORD                ,"BRASIL, EL                    ", ,1
2013,DISTRICTE 6,SANT PERE NORD                ,BULGÀRIA                      , ,1
2013,DISTRICTE 6,SANT PERE NORD                ,COLÒMBIA                      , ,4
2013,DISTRICTE 6,SANT PERE NORD                ,CUBA                          , ,6
2013,DISTRICTE 6,SANT PERE NORD                ,DINAMARCA                     , ,1
2013,DISTRICTE 6,SANT PERE NORD                ,"EQUADOR, L                    ", ,2
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       , ,455
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,ALABA,2
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,ALACANT,8
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,ALBACETE,1
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,ALMERIA,8
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,BADAJOZ,2
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,BARCELONA,309
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,CACERES,2
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,CADIS,3
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,CASTELLO,4
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,CIUDAD REAL,1
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,CORDOBA,3
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,GIRONA,14
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,GRANADA,2
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,ILLES BALEARS,9
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,JAEN,6
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,LLEIDA,7
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,LLEO,1
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,MADRID,10
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,MALAGA,1
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,MURCIA,4
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,OSCA,3
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,"PALMAS, LAS",6
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,PONTEVEDRA,1
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,SALAMANCA,1
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,SANTA CRUZ DE TENERIFE,3
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,SARAGOSSA,2
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,SEVILLA,8
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,TARRAGONA,24
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,TOLEDO,2
2013,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,VALENCIA,8
2013,DISTRICTE 6,SANT PERE NORD                ,FRANÇA                        , ,1
2013,DISTRICTE 6,SANT PERE NORD                ,HONDURES                      , ,5
2013,DISTRICTE 6,SANT PERE NORD                ,ITÀLIA                        , ,2
2013,DISTRICTE 6,SANT PERE NORD                ,"MARROC, EL                    ", ,23
2013,DISTRICTE 6,SANT PERE NORD                ,MÈXIC                         , ,1
2013,DISTRICTE 6,SANT PERE NORD                ,NICARAGUA                     , ,2
2013,DISTRICTE 6,SANT PERE NORD                ,"PAKISTAN, EL                  ", ,3
2013,DISTRICTE 6,SANT PERE NORD                ,"PERÚ, EL                      ", ,3
2013,DISTRICTE 6,SANT PERE NORD                ,"REGNE UNIT, EL                ", ,1
2013,DISTRICTE 6,SANT PERE NORD                ,REPÚBLICA DEM. DEL CONGO      , ,1
2013,DISTRICTE 6,SANT PERE NORD                ,"REPÚBLICA DOMINICANA, LA      ", ,6
2013,DISTRICTE 6,SANT PERE NORD                ,ROMANIA                       , ,3
2013,DISTRICTE 6,SANT PERE NORD                ,RÚSSIA                        , ,2
2013,DISTRICTE 6,SANT PERE NORD                ,"SENEGAL, EL                   ", ,1
2013,DISTRICTE 6,SANT PERE NORD                ,SUÈCIA                        , ,2
2013,DISTRICTE 6,SANT PERE NORD                ,UCRAÏNA                       , ,2
2013,DISTRICTE 6,SANT PERE NORD                ,"URUGUAI, L                    ", ,1
2013,DISTRICTE 6,SANT PERE NORD                ,VENEÇUELA                     , ,5
2013,DISTRICTE 6,SANT PERE NORD                ,"XINA, LA                      ", ,1
2014,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,"EQUADOR, L                    ", ,1
2014,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,ESPANYA                       , ,11
2014,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,ESPANYA                       ,BARCELONA,10
2014,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,ESPANYA                       ,GIRONA,1
2014,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,ITÀLIA                        , ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,"ARGENTINA, L                  ", ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ARMÈNIA                       , ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ÀUSTRIA                       , ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,BOLÍVIA                       , ,2
2014,DISTRICTE 1,CEMENTIRI VELL                ,"BRASIL, EL                    ", ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,BULGÀRIA                      , ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,COLÒMBIA                      , ,2
2014,DISTRICTE 1,CEMENTIRI VELL                ,EGIPTE                        , ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,"EQUADOR, L                    ", ,5
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       , ,229
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,ALACANT,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,ALMERIA,5
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,BADAJOZ,2
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,BARCELONA,167
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,BISCAIA,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,CASTELLO,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,"CORUNYA, LA",2
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,GIRONA,7
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,GRANADA,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,GUADALAJARA,2
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,GUIPUSCOA,2
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,ILLES BALEARS,7
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,JAEN,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,LLEIDA,6
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,LLEO,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,MADRID,4
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,MALAGA,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,MELILLA,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,MURCIA,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,SARAGOSSA,6
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,TARRAGONA,7
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,TEROL,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ESPANYA                       ,VALENCIA,2
2014,DISTRICTE 1,CEMENTIRI VELL                ,"ESTATS UNITS D AMÈRICA, ELS   ", ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,FRANÇA                        , ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,"IRAN, L                       ", ,2
2014,DISTRICTE 1,CEMENTIRI VELL                ,"IRAQ, L                       ", ,2
2014,DISTRICTE 1,CEMENTIRI VELL                ,ITÀLIA                        , ,2
2014,DISTRICTE 1,CEMENTIRI VELL                ,LÍBIA                         , ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,MALÀISIA                      , ,2
2014,DISTRICTE 1,CEMENTIRI VELL                ,"MARROC, EL                    ", ,7
2014,DISTRICTE 1,CEMENTIRI VELL                ,MÈXIC                         , ,4
2014,DISTRICTE 1,CEMENTIRI VELL                ,"PERÚ, EL                      ", ,2
2014,DISTRICTE 1,CEMENTIRI VELL                ,"REGNE UNIT, EL                ", ,3
2014,DISTRICTE 1,CEMENTIRI VELL                ,"REPÚBLICA DOMINICANA, LA      ", ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,ROMANIA                       , ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,"SENEGAL, EL                   ", ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,SINGAPUR                      , ,1
2014,DISTRICTE 1,CEMENTIRI VELL                ,UCRAÏNA                       , ,3
2014,DISTRICTE 1,CEMENTIRI VELL                ,VENEÇUELA                     , ,4
2014,DISTRICTE 1,CENTRE                        ,ALEMANYA                      , ,1
2014,DISTRICTE 1,CENTRE                        ,ANDORRA                       , ,2
2014,DISTRICTE 1,CENTRE                        ,"ARGENTINA, L                  ", ,10
2014,DISTRICTE 1,CENTRE                        ,ÀUSTRIA                       , ,1
2014,DISTRICTE 1,CENTRE                        ,"BRASIL, EL                    ", ,2
2014,DISTRICTE 1,CENTRE                        ,BULGÀRIA                      , ,1
2014,DISTRICTE 1,CENTRE                        ,COLÒMBIA                      , ,3
2014,DISTRICTE 1,CENTRE                        ,COREA DEL SUD                 , ,1
2014,DISTRICTE 1,CENTRE                        ,CUBA                          , ,2
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       , ,601
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,ALACANT,3
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,ALBACETE,2
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,ALMERIA,2
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,ASTURIAS,7
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,BADAJOZ,2
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,BARCELONA,456
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,BISCAIA,1
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,CADIS,3
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,CANTABRIA,1
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,CASTELLO,5
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,CORDOBA,6
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,"CORUNYA, LA",1
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,GIRONA,11
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,GRANADA,3
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,GUIPUSCOA,3
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,ILLES BALEARS,11
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,LUGO,2
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,LLEIDA,9
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,MADRID,11
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,MALAGA,8
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,MURCIA,3
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,OSCA,1
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,"PALMAS, LAS",4
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,SANTA CRUZ DE TENERIFE,11
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,SARAGOSSA,5
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,SEVILLA,1
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,TARRAGONA,22
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,TEROL,2
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,VALENCIA,4
2014,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,ZAMORA,1
2014,DISTRICTE 1,CENTRE                        ,"ESTATS UNITS D AMÈRICA, ELS   ", ,2
2014,DISTRICTE 1,CENTRE                        ,ETIÒPIA                       , ,1
2014,DISTRICTE 1,CENTRE                        ,"FILIPINES, LES                ", ,1
2014,DISTRICTE 1,CENTRE                        ,FRANÇA                        , ,7
2014,DISTRICTE 1,CENTRE                        ,GUATEMALA                     , ,2
2014,DISTRICTE 1,CENTRE                        ,HONDURES                      , ,1
2014,DISTRICTE 1,CENTRE                        ,"IRAN, L                       ", ,1
2014,DISTRICTE 1,CENTRE                        ,IRLANDA                       , ,1
2014,DISTRICTE 1,CENTRE                        ,ISLÀNDIA                      , ,4
2014,DISTRICTE 1,CENTRE                        ,ITÀLIA                        , ,9
2014,DISTRICTE 1,CENTRE                        ,"MARROC, EL                    ", ,3
2014,DISTRICTE 1,CENTRE                        ,MÈXIC                         , ,1
2014,DISTRICTE 1,CENTRE                        ,NICARAGUA                     , ,1
2014,DISTRICTE 1,CENTRE                        ,"PAÏSOS BAIXOS, ELS            ", ,1
2014,DISTRICTE 1,CENTRE                        ,"PAKISTAN, EL                  ", ,1
2014,DISTRICTE 1,CENTRE                        ,"PANAMÀ, EL                    ", ,1
2014,DISTRICTE 1,CENTRE                        ,"PARAGUAI, EL                  ", ,2
2014,DISTRICTE 1,CENTRE                        ,POLÒNIA                       , ,2
2014,DISTRICTE 1,CENTRE                        ,PORTUGAL                      , ,4
2014,DISTRICTE 1,CENTRE                        ,"REGNE UNIT, EL                ", ,1
2014,DISTRICTE 1,CENTRE                        ,"REPÚBLICA DOMINICANA, LA      ", ,3
2014,DISTRICTE 1,CENTRE                        ,ROMANIA                       , ,3
2014,DISTRICTE 1,CENTRE                        ,SÈRBIA                        , ,2
2014,DISTRICTE 1,CENTRE                        ,TAILÀNDIA                     , ,1
2014,DISTRICTE 1,CENTRE                        ,UCRAÏNA                       , ,3
2014,DISTRICTE 1,CENTRE                        ,VENEÇUELA                     , ,10
2014,DISTRICTE 1,CENTRE                        ,XILE                          , ,3
2014,DISTRICTE 1,CENTRE                        ,"XINA, LA                      ", ,1
2014,DISTRICTE 1,CENTRE                        ,XIPRE                         , ,1
2014,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ALBÀNIA                       , ,1
2014,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"BRASIL, EL                    ", ,2
2014,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"CAMERUN, EL                   ", ,2
2014,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,COLÒMBIA                      , ,2
2014,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,EL SALVADOR                   , ,1
2014,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"EQUADOR, L                    ", ,2
2014,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ESPANYA                       , ,136
2014,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ESPANYA                       ,ALACANT,2
2014,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ESPANYA                       ,ALMERIA,1
2014,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ESPANYA                       ,BARCELONA,89
2014,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ESPANYA                       ,CADIS,1
