DATA_REFERENCIA,PAIS_NAIXAMENT,SEXE,NIVELL_ESTUDI,POBLACIO
2012,BOLÍVIA                       ,Home,No aplicable per ser més petit,17
2012,"BRASIL, EL                    ",Dona,No aplicable per ser més petit,6
2012,"BRASIL, EL                    ",Home,No aplicable per ser més petit,11
2012,BULGÀRIA                      ,Dona,No aplicable per ser més petit,1
2012,BULGÀRIA                      ,Home,No aplicable per ser més petit,1
2012,"CAMERUN, EL                   ",Home,No aplicable per ser més petit,2
2012,COLÒMBIA                      ,Dona,No aplicable per ser més petit,16
2012,COLÒMBIA                      ,Home,No aplicable per ser més petit,21
2012,COREA DEL SUD                 ,Dona,No aplicable per ser més petit,1
2012,COREA DEL SUD                 ,Home,No aplicable per ser més petit,1
2012,"COSTA D IVORI, LA             ",Home,No aplicable per ser més petit,1
2012,COSTA RICA                    ,Dona,No aplicable per ser més petit,1
2012,CUBA                          ,Dona,No aplicable per ser més petit,5
2012,CUBA                          ,Home,No aplicable per ser més petit,6
2012,EL SALVADOR                   ,Dona,No aplicable per ser més petit,1
2012,EL SALVADOR                   ,Home,No aplicable per ser més petit,2
2012,"EQUADOR, L                    ",Dona,No aplicable per ser més petit,29
2012,"EQUADOR, L                    ",Home,No aplicable per ser més petit,24
2012,ESLOVÀQUIA                    ,Dona,No aplicable per ser més petit,2
2012,ESPANYA                       ,Dona,No aplicable per ser més petit,12322
2012,ESPANYA                       ,Home,No aplicable per ser més petit,13071
2012,"ESTATS UNITS D AMÈRICA, ELS   ",Dona,No aplicable per ser més petit,5
2012,"ESTATS UNITS D AMÈRICA, ELS   ",Home,No aplicable per ser més petit,8
2012,ETIÒPIA                       ,Dona,No aplicable per ser més petit,6
2012,ETIÒPIA                       ,Home,No aplicable per ser més petit,16
2012,"FILIPINES, LES                ",Dona,No aplicable per ser més petit,1
2012,FINLÀNDIA                     ,Dona,No aplicable per ser més petit,1
2012,FRANÇA                        ,Dona,No aplicable per ser més petit,11
2012,FRANÇA                        ,Home,No aplicable per ser més petit,7
2012,GÀMBIA                        ,Dona,No aplicable per ser més petit,1
2012,GÀMBIA                        ,Home,No aplicable per ser més petit,3
2012,GUATEMALA                     ,Dona,No aplicable per ser més petit,4
2012,GUATEMALA                     ,Home,No aplicable per ser més petit,3
2012,"GUINEA BISSAU, LA             ",Dona,No aplicable per ser més petit,1
2012,"GUINEA EQUATORIAL, LA         ",Dona,No aplicable per ser més petit,2
2012,"GUINEA, LA                    ",Home,No aplicable per ser més petit,3
2012,HAITÍ                         ,Dona,No aplicable per ser més petit,3
2012,HAITÍ                         ,Home,No aplicable per ser més petit,2
2012,HONDURES                      ,Dona,No aplicable per ser més petit,10
2012,HONDURES                      ,Home,No aplicable per ser més petit,3
2012,"ÍNDIA, L                      ",Dona,No aplicable per ser més petit,2
2012,"ÍNDIA, L                      ",Home,No aplicable per ser més petit,7
2012,"IRAQ, L                       ",Home,No aplicable per ser més petit,1
2012,IRLANDA                       ,Dona,No aplicable per ser més petit,2
2012,IRLANDA                       ,Home,No aplicable per ser més petit,2
2012,ITÀLIA                        ,Dona,No aplicable per ser més petit,11
2012,ITÀLIA                        ,Home,No aplicable per ser més petit,10
2012,"JAPÓ, EL                      ",Dona,No aplicable per ser més petit,1
2012,"JAPÓ, EL                      ",Home,No aplicable per ser més petit,1
2012,"KAZAKHSTAN, EL                ",Dona,No aplicable per ser més petit,1
2012,"KAZAKHSTAN, EL                ",Home,No aplicable per ser més petit,2
2012,MADAGASCAR                    ,Home,No aplicable per ser més petit,1
2012,MALÀISIA                      ,Home,No aplicable per ser més petit,1
2012,MALI                          ,Home,No aplicable per ser més petit,2
2012,"MARROC, EL                    ",Dona,No aplicable per ser més petit,229
2012,"MARROC, EL                    ",Home,No aplicable per ser més petit,259
2012,MÈXIC                         ,Dona,No aplicable per ser més petit,3
2012,MÈXIC                         ,Home,No aplicable per ser més petit,4
2012,"NEPAL,EL                      ",Dona,No aplicable per ser més petit,3
2012,"NEPAL,EL                      ",Home,No aplicable per ser més petit,3
2012,NICARAGUA                     ,Dona,No aplicable per ser més petit,1
2012,NICARAGUA                     ,Home,No aplicable per ser més petit,1
2012,NIGÈRIA                       ,Dona,No aplicable per ser més petit,1
2012,NIGÈRIA                       ,Home,No aplicable per ser més petit,1
2012,NORUEGA                       ,Dona,No aplicable per ser més petit,1
2012,"PAÏSOS BAIXOS, ELS            ",Dona,No aplicable per ser més petit,2
2012,"PAÏSOS BAIXOS, ELS            ",Home,No aplicable per ser més petit,2
2012,"PAKISTAN, EL                  ",Dona,No aplicable per ser més petit,9
2012,"PAKISTAN, EL                  ",Home,No aplicable per ser més petit,8
2012,"PARAGUAI, EL                  ",Dona,No aplicable per ser més petit,12
2012,"PARAGUAI, EL                  ",Home,No aplicable per ser més petit,12
2012,"PERÚ, EL                      ",Dona,No aplicable per ser més petit,14
2012,"PERÚ, EL                      ",Home,No aplicable per ser més petit,19
2012,POLÒNIA                       ,Dona,No aplicable per ser més petit,2
2012,POLÒNIA                       ,Home,No aplicable per ser més petit,10
2012,PORTUGAL                      ,Dona,No aplicable per ser més petit,4
2012,PORTUGAL                      ,Home,No aplicable per ser més petit,3
2012,"REGNE UNIT, EL                ",Dona,No aplicable per ser més petit,10
2012,"REGNE UNIT, EL                ",Home,No aplicable per ser més petit,9
2012,REPÚBLICA DEM. DEL CONGO      ,Dona,No aplicable per ser més petit,1
2012,REPÚBLICA DEM. DEL CONGO      ,Home,No aplicable per ser més petit,1
2012,"REPÚBLICA DOMINICANA, LA      ",Dona,No aplicable per ser més petit,18
2012,"REPÚBLICA DOMINICANA, LA      ",Home,No aplicable per ser més petit,19
2012,ROMANIA                       ,Dona,No aplicable per ser més petit,33
2012,ROMANIA                       ,Home,No aplicable per ser més petit,34
2012,RÚSSIA                        ,Dona,No aplicable per ser més petit,35
2012,RÚSSIA                        ,Home,No aplicable per ser més petit,45
2012,"SENEGAL, EL                   ",Dona,No aplicable per ser més petit,13
2012,"SENEGAL, EL                   ",Home,No aplicable per ser més petit,30
2012,SÍRIA                         ,Dona,No aplicable per ser més petit,1
2012,SÍRIA                         ,Home,No aplicable per ser més petit,1
2012,SRI LANKA                     ,Home,No aplicable per ser més petit,1
2012,SUÏSSA                        ,Dona,No aplicable per ser més petit,4
2012,SUÏSSA                        ,Home,No aplicable per ser més petit,3
2012,TAILÀNDIA                     ,Dona,No aplicable per ser més petit,1
2012,TAILÀNDIA                     ,Home,No aplicable per ser més petit,1
2012,TAIWAN                        ,Home,No aplicable per ser més petit,1
2012,UCRAÏNA                       ,Dona,No aplicable per ser més petit,10
2012,UCRAÏNA                       ,Home,No aplicable per ser més petit,13
2012,"URUGUAI, L                    ",Dona,No aplicable per ser més petit,7
2012,"URUGUAI, L                    ",Home,No aplicable per ser més petit,10
2012,VENEÇUELA                     ,Dona,No aplicable per ser més petit,11
2012,VENEÇUELA                     ,Home,No aplicable per ser més petit,10
2012,"VIETNAM, EL                   ",Dona,No aplicable per ser més petit,2
2012,XILE                          ,Dona,No aplicable per ser més petit,7
2012,XILE                          ,Home,No aplicable per ser més petit,10
2012,"XINA, LA                      ",Dona,No aplicable per ser més petit,77
2012,"XINA, LA                      ",Home,No aplicable per ser més petit,20
2012,ALEMANYA                      ,Dona,No sap llegir ni escriure     ,1
2012,ALEMANYA                      ,Home,No sap llegir ni escriure     ,1
2012,ALGÈRIA                       ,Home,No sap llegir ni escriure     ,1
2012,"ARGENTINA, L                  ",Dona,No sap llegir ni escriure     ,4
2012,"ARGENTINA, L                  ",Home,No sap llegir ni escriure     ,6
2012,ÀUSTRIA                       ,Home,No sap llegir ni escriure     ,1
2012,BÒSNIA I HERCEGOVINA          ,Dona,No sap llegir ni escriure     ,1
2012,"BRASIL, EL                    ",Home,No sap llegir ni escriure     ,2
2012,COLÒMBIA                      ,Dona,No sap llegir ni escriure     ,5
2012,COLÒMBIA                      ,Home,No sap llegir ni escriure     ,5
2012,"EQUADOR, L                    ",Dona,No sap llegir ni escriure     ,6
2012,"EQUADOR, L                    ",Home,No sap llegir ni escriure     ,4
2012,ESPANYA                       ,Dona,No sap llegir ni escriure     ,5867
2012,ESPANYA                       ,Home,No sap llegir ni escriure     ,5008
2012,FRANÇA                        ,Dona,No sap llegir ni escriure     ,5
2012,FRANÇA                        ,Home,No sap llegir ni escriure     ,2
2012,GÀMBIA                        ,Home,No sap llegir ni escriure     ,1
2012,"ÍNDIA, L                      ",Dona,No sap llegir ni escriure     ,1
2012,"ÍNDIA, L                      ",Home,No sap llegir ni escriure     ,1
2012,ITÀLIA                        ,Dona,No sap llegir ni escriure     ,1
2012,MALI                          ,Home,No sap llegir ni escriure     ,2
2012,"MARROC, EL                    ",Dona,No sap llegir ni escriure     ,387
2012,"MARROC, EL                    ",Home,No sap llegir ni escriure     ,320
2012,MÈXIC                         ,Home,No sap llegir ni escriure     ,1
2012,NO CONSTA                     ,Dona,No sap llegir ni escriure     ,1
2012,"PAKISTAN, EL                  ",Dona,No sap llegir ni escriure     ,1
2012,"PAKISTAN, EL                  ",Home,No sap llegir ni escriure     ,1
2012,"PARAGUAI, EL                  ",Dona,No sap llegir ni escriure     ,1
2012,"PARAGUAI, EL                  ",Home,No sap llegir ni escriure     ,1
2012,PORTUGAL                      ,Dona,No sap llegir ni escriure     ,6
2012,PORTUGAL                      ,Home,No sap llegir ni escriure     ,4
2012,"REPÚBLICA DOMINICANA, LA      ",Dona,No sap llegir ni escriure     ,4
2012,"REPÚBLICA DOMINICANA, LA      ",Home,No sap llegir ni escriure     ,2
2012,ROMANIA                       ,Dona,No sap llegir ni escriure     ,2
2012,ROMANIA                       ,Home,No sap llegir ni escriure     ,1
2012,RÚSSIA                        ,Dona,No sap llegir ni escriure     ,1
2012,RÚSSIA                        ,Home,No sap llegir ni escriure     ,4
2012,"SENEGAL, EL                   ",Dona,No sap llegir ni escriure     ,7
2012,"SENEGAL, EL                   ",Home,No sap llegir ni escriure     ,10
2012,UCRAÏNA                       ,Home,No sap llegir ni escriure     ,1
2012,"URUGUAI, L                    ",Dona,No sap llegir ni escriure     ,1
2012,VENEÇUELA                     ,Home,No sap llegir ni escriure     ,3
2012,XILE                          ,Dona,No sap llegir ni escriure     ,1
2012,"XINA, LA                      ",Dona,No sap llegir ni escriure     ,9
2012,"XINA, LA                      ",Home,No sap llegir ni escriure     ,4
2012,ALEMANYA                      ,Dona,Sense estudis                 ,1
2012,ALEMANYA                      ,Home,Sense estudis                 ,2
2012,ALGÈRIA                       ,Dona,Sense estudis                 ,5
2012,ALGÈRIA                       ,Home,Sense estudis                 ,2
2012,ANDORRA                       ,Dona,Sense estudis                 ,1
2012,ANDORRA                       ,Home,Sense estudis                 ,1
2012,"ARGENTINA, L                  ",Dona,Sense estudis                 ,9
2012,"ARGENTINA, L                  ",Home,Sense estudis                 ,7
2012,ARMÈNIA                       ,Home,Sense estudis                 ,1
2012,BOLÍVIA                       ,Dona,Sense estudis                 ,10
2012,BOLÍVIA                       ,Home,Sense estudis                 ,4
2012,"BRASIL, EL                    ",Dona,Sense estudis                 ,8
2012,"BRASIL, EL                    ",Home,Sense estudis                 ,2
2012,BULGÀRIA                      ,Dona,Sense estudis                 ,2
2012,"CANADÀ, EL                    ",Home,Sense estudis                 ,1
2012,COLÒMBIA                      ,Dona,Sense estudis                 ,8
2012,COLÒMBIA                      ,Home,Sense estudis                 ,3
2012,COREA DEL SUD                 ,Dona,Sense estudis                 ,2
2012,COREA DEL SUD                 ,Home,Sense estudis                 ,2
2012,CUBA                          ,Dona,Sense estudis                 ,12
2012,CUBA                          ,Home,Sense estudis                 ,2
2012,DINAMARCA                     ,Home,Sense estudis                 ,1
2012,EGIPTE                        ,Dona,Sense estudis                 ,1
2012,EL SALVADOR                   ,Dona,Sense estudis                 ,2
2012,"EQUADOR, L                    ",Dona,Sense estudis                 ,23
2012,"EQUADOR, L                    ",Home,Sense estudis                 ,20
2012,ESPANYA                       ,Dona,Sense estudis                 ,9076
2012,ESPANYA                       ,Home,Sense estudis                 ,6261
2012,"ESTATS UNITS D AMÈRICA, ELS   ",Dona,Sense estudis                 ,1
2012,FRANÇA                        ,Dona,Sense estudis                 ,29
2012,FRANÇA                        ,Home,Sense estudis                 ,17
2012,GHANA                         ,Home,Sense estudis                 ,2
2012,GUATEMALA                     ,Dona,Sense estudis                 ,2
2012,GUATEMALA                     ,Home,Sense estudis                 ,1
2012,"GUINEA BISSAU, LA             ",Home,Sense estudis                 ,1
2012,"GUINEA EQUATORIAL, LA         ",Dona,Sense estudis                 ,2
2012,"GUINEA EQUATORIAL, LA         ",Home,Sense estudis                 ,1
2012,"GUINEA, LA                    ",Dona,Sense estudis                 ,1
2012,HONDURES                      ,Dona,Sense estudis                 ,4
2012,HONDURES                      ,Home,Sense estudis                 ,1
2012,HONGRIA                       ,Dona,Sense estudis                 ,1
2012,"ÍNDIA, L                      ",Dona,Sense estudis                 ,3
2012,"ÍNDIA, L                      ",Home,Sense estudis                 ,4
2012,INDONÈSIA                     ,Dona,Sense estudis                 ,1
2012,ITÀLIA                        ,Dona,Sense estudis                 ,1
2012,JORDÀNIA                      ,Dona,Sense estudis                 ,1
2012,MALI                          ,Home,Sense estudis                 ,4
2012,"MARROC, EL                    ",Dona,Sense estudis                 ,750
2012,"MARROC, EL                    ",Home,Sense estudis                 ,904
2012,MÈXIC                         ,Home,Sense estudis                 ,2
2012,MOLDÀVIA                      ,Dona,Sense estudis                 ,2
2012,NIGÈRIA                       ,Dona,Sense estudis                 ,3
2012,NIGÈRIA                       ,Home,Sense estudis                 ,2
2012,"PAKISTAN, EL                  ",Dona,Sense estudis                 ,2
2012,"PAKISTAN, EL                  ",Home,Sense estudis                 ,5
2012,"PARAGUAI, EL                  ",Dona,Sense estudis                 ,11
2012,"PARAGUAI, EL                  ",Home,Sense estudis                 ,4
2012,"PERÚ, EL                      ",Dona,Sense estudis                 ,7
2012,"PERÚ, EL                      ",Home,Sense estudis                 ,4
2012,POLÒNIA                       ,Home,Sense estudis                 ,2
2012,PORTUGAL                      ,Dona,Sense estudis                 ,17
2012,PORTUGAL                      ,Home,Sense estudis                 ,13
2012,"REGNE UNIT, EL                ",Dona,Sense estudis                 ,1
2012,"REPÚBLICA DOMINICANA, LA      ",Dona,Sense estudis                 ,35
2012,"REPÚBLICA DOMINICANA, LA      ",Home,Sense estudis                 ,10
2012,ROMANIA                       ,Dona,Sense estudis                 ,9
2012,ROMANIA                       ,Home,Sense estudis                 ,9
2012,RÚSSIA                        ,Dona,Sense estudis                 ,1
2012,RÚSSIA                        ,Home,Sense estudis                 ,1
2012,"SENEGAL, EL                   ",Dona,Sense estudis                 ,15
2012,"SENEGAL, EL                   ",Home,Sense estudis                 ,122
2012,SÍRIA                         ,Home,Sense estudis                 ,1
2012,UCRAÏNA                       ,Dona,Sense estudis                 ,3
2012,UCRAÏNA                       ,Home,Sense estudis                 ,2
2012,"URUGUAI, L                    ",Dona,Sense estudis                 ,3
2012,"URUGUAI, L                    ",Home,Sense estudis                 ,3
2012,VENEÇUELA                     ,Dona,Sense estudis                 ,5
2012,VENEÇUELA                     ,Home,Sense estudis                 ,3
2012,"VIETNAM, EL                   ",Dona,Sense estudis                 ,1
2012,XILE                          ,Dona,Sense estudis                 ,3
2012,XILE                          ,Home,Sense estudis                 ,1
2012,"XINA, LA                      ",Dona,Sense estudis                 ,20
2012,"XINA, LA                      ",Home,Sense estudis                 ,17
2012,ALEMANYA                      ,Dona,Titulats d estudis superiors n,1
2012,"ARGENTINA, L                  ",Dona,Titulats d estudis superiors n,7
2012,"ARGENTINA, L                  ",Home,Titulats d estudis superiors n,3
2012,BOLÍVIA                       ,Dona,Titulats d estudis superiors n,2
2012,BULGÀRIA                      ,Home,Titulats d estudis superiors n,1
2012,CUBA                          ,Dona,Titulats d estudis superiors n,2
2012,"EQUADOR, L                    ",Dona,Titulats d estudis superiors n,1
2012,"EQUADOR, L                    ",Home,Titulats d estudis superiors n,1
2012,ESPANYA                       ,Dona,Titulats d estudis superiors n,127
2012,ESPANYA                       ,Home,Titulats d estudis superiors n,116
2012,FRANÇA                        ,Dona,Titulats d estudis superiors n,3
2012,HONDURES                      ,Dona,Titulats d estudis superiors n,1
2012,HONDURES                      ,Home,Titulats d estudis superiors n,1
2012,IRLANDA                       ,Dona,Titulats d estudis superiors n,1
2012,ITÀLIA                        ,Home,Titulats d estudis superiors n,1
2012,"MARROC, EL                    ",Home,Titulats d estudis superiors n,1
2012,MÈXIC                         ,Home,Titulats d estudis superiors n,2
2012,"PERÚ, EL                      ",Dona,Titulats d estudis superiors n,3
2012,"PERÚ, EL                      ",Home,Titulats d estudis superiors n,1
2012,POLÒNIA                       ,Dona,Titulats d estudis superiors n,1
2012,RÚSSIA                        ,Dona,Titulats d estudis superiors n,1
2012,UCRAÏNA                       ,Dona,Titulats d estudis superiors n,1
2012,UCRAÏNA                       ,Home,Titulats d estudis superiors n,1
2012,"URUGUAI, L                    ",Dona,Titulats d estudis superiors n,2
2012,VENEÇUELA                     ,Dona,Titulats d estudis superiors n,3
2012,VENEÇUELA                     ,Home,Titulats d estudis superiors n,1
2012,XILE                          ,Dona,Titulats d estudis superiors n,3
2013,ALEMANYA                      ,Home,Altres titulacions mitjanes (A,2
2013,"ARGENTINA, L                  ",Dona,Altres titulacions mitjanes (A,9
2013,"ARGENTINA, L                  ",Home,Altres titulacions mitjanes (A,12
2013,ARMÈNIA                       ,Dona,Altres titulacions mitjanes (A,2
2013,ARMÈNIA                       ,Home,Altres titulacions mitjanes (A,1
2013,AUSTRÀLIA                     ,Home,Altres titulacions mitjanes (A,1
2013,BÈLGICA                       ,Dona,Altres titulacions mitjanes (A,2
2013,BOLÍVIA                       ,Dona,Altres titulacions mitjanes (A,14
2013,BOLÍVIA                       ,Home,Altres titulacions mitjanes (A,5
2013,"BRASIL, EL                    ",Dona,Altres titulacions mitjanes (A,6
2013,"BRASIL, EL                    ",Home,Altres titulacions mitjanes (A,2
2013,BULGÀRIA                      ,Dona,Altres titulacions mitjanes (A,2
2013,BURKINA FASO                  ,Home,Altres titulacions mitjanes (A,1
2013,COLÒMBIA                      ,Dona,Altres titulacions mitjanes (A,18
2013,COLÒMBIA                      ,Home,Altres titulacions mitjanes (A,13
2013,CUBA                          ,Dona,Altres titulacions mitjanes (A,8
2013,CUBA                          ,Home,Altres titulacions mitjanes (A,7
2013,"EQUADOR, L                    ",Dona,Altres titulacions mitjanes (A,15
2013,"EQUADOR, L                    ",Home,Altres titulacions mitjanes (A,5
2013,ESPANYA                       ,Dona,Altres titulacions mitjanes (A,481
2013,ESPANYA                       ,Home,Altres titulacions mitjanes (A,326
2013,"ESTATS UNITS D AMÈRICA, ELS   ",Dona,Altres titulacions mitjanes (A,1
2013,FRANÇA                        ,Dona,Altres titulacions mitjanes (A,2
2013,FRANÇA                        ,Home,Altres titulacions mitjanes (A,1
2013,GEÒRGIA                       ,Dona,Altres titulacions mitjanes (A,2
2013,GEÒRGIA                       ,Home,Altres titulacions mitjanes (A,1
2013,HONDURES                      ,Dona,Altres titulacions mitjanes (A,5
2013,HONGRIA                       ,Dona,Altres titulacions mitjanes (A,1
2013,"ÍNDIA, L                      ",Home,Altres titulacions mitjanes (A,1
2013,"IRAN, L                       ",Home,Altres titulacions mitjanes (A,3
2013,ITÀLIA                        ,Home,Altres titulacions mitjanes (A,6
2013,LETÒNIA                       ,Dona,Altres titulacions mitjanes (A,1
2013,"MARROC, EL                    ",Dona,Altres titulacions mitjanes (A,15
2013,"MARROC, EL                    ",Home,Altres titulacions mitjanes (A,11
2013,MÈXIC                         ,Dona,Altres titulacions mitjanes (A,5
2013,MOLDÀVIA                      ,Dona,Altres titulacions mitjanes (A,2
2013,"PARAGUAI, EL                  ",Dona,Altres titulacions mitjanes (A,11
2013,"PARAGUAI, EL                  ",Home,Altres titulacions mitjanes (A,2
2013,"PERÚ, EL                      ",Dona,Altres titulacions mitjanes (A,16
2013,"PERÚ, EL                      ",Home,Altres titulacions mitjanes (A,12
2013,POLÒNIA                       ,Dona,Altres titulacions mitjanes (A,1
2013,POLÒNIA                       ,Home,Altres titulacions mitjanes (A,3
2013,PORTUGAL                      ,Dona,Altres titulacions mitjanes (A,1
2013,PORTUGAL                      ,Home,Altres titulacions mitjanes (A,3
2013,"REPÚBLICA DOMINICANA, LA      ",Dona,Altres titulacions mitjanes (A,4
2013,"REPÚBLICA DOMINICANA, LA      ",Home,Altres titulacions mitjanes (A,2
2013,ROMANIA                       ,Dona,Altres titulacions mitjanes (A,12
2013,ROMANIA                       ,Home,Altres titulacions mitjanes (A,2
2013,RÚSSIA                        ,Dona,Altres titulacions mitjanes (A,1
2013,RÚSSIA                        ,Home,Altres titulacions mitjanes (A,2
2013,"SENEGAL, EL                   ",Dona,Altres titulacions mitjanes (A,1
2013,"SENEGAL, EL                   ",Home,Altres titulacions mitjanes (A,5
2013,SÈRBIA                        ,Home,Altres titulacions mitjanes (A,1
2013,SUD-ÀFRICA                    ,Home,Altres titulacions mitjanes (A,1
2013,SUÏSSA                        ,Dona,Altres titulacions mitjanes (A,1
2013,TAILÀNDIA                     ,Dona,Altres titulacions mitjanes (A,1
2013,UCRAÏNA                       ,Dona,Altres titulacions mitjanes (A,1
2013,"URUGUAI, L                    ",Dona,Altres titulacions mitjanes (A,6
2013,"URUGUAI, L                    ",Home,Altres titulacions mitjanes (A,3
2013,VENEÇUELA                     ,Dona,Altres titulacions mitjanes (A,4
2013,VENEÇUELA                     ,Home,Altres titulacions mitjanes (A,3
2013,XILE                          ,Dona,Altres titulacions mitjanes (A,11
2013,XILE                          ,Home,Altres titulacions mitjanes (A,3
2013,"XINA, LA                      ",Dona,Altres titulacions mitjanes (A,2
2013,"XINA, LA                      ",Home,Altres titulacions mitjanes (A,1
2013,ALEMANYA                      ,Dona,Arquitecte o Enginyer Tècnic  ,1
2013,ALEMANYA                      ,Home,Arquitecte o Enginyer Tècnic  ,3
2013,ANDORRA                       ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,"ARGENTINA, L                  ",Dona,Arquitecte o Enginyer Tècnic  ,5
2013,"ARGENTINA, L                  ",Home,Arquitecte o Enginyer Tècnic  ,9
2013,ÀUSTRIA                       ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,BOLÍVIA                       ,Dona,Arquitecte o Enginyer Tècnic  ,1
2013,BOLÍVIA                       ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,"BRASIL, EL                    ",Dona,Arquitecte o Enginyer Tècnic  ,2
2013,"BRASIL, EL                    ",Home,Arquitecte o Enginyer Tècnic  ,4
2013,BULGÀRIA                      ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,COLÒMBIA                      ,Dona,Arquitecte o Enginyer Tècnic  ,5
2013,COLÒMBIA                      ,Home,Arquitecte o Enginyer Tècnic  ,23
2013,"COSTA D IVORI, LA             ",Home,Arquitecte o Enginyer Tècnic  ,2
2013,CUBA                          ,Dona,Arquitecte o Enginyer Tècnic  ,4
2013,CUBA                          ,Home,Arquitecte o Enginyer Tècnic  ,8
2013,EGIPTE                        ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,"EQUADOR, L                    ",Dona,Arquitecte o Enginyer Tècnic  ,3
2013,"EQUADOR, L                    ",Home,Arquitecte o Enginyer Tècnic  ,3
2013,ESLOVÈNIA                     ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,ESPANYA                       ,Dona,Arquitecte o Enginyer Tècnic  ,378
2013,ESPANYA                       ,Home,Arquitecte o Enginyer Tècnic  ,1437
2013,FRANÇA                        ,Home,Arquitecte o Enginyer Tècnic  ,3
2013,GUATEMALA                     ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,"ÍNDIA, L                      ",Home,Arquitecte o Enginyer Tècnic  ,1
2013,ITÀLIA                        ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,JORDÀNIA                      ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,MALÀISIA                      ,Dona,Arquitecte o Enginyer Tècnic  ,2
2013,"MARROC, EL                    ",Dona,Arquitecte o Enginyer Tècnic  ,2
2013,"MARROC, EL                    ",Home,Arquitecte o Enginyer Tècnic  ,12
2013,MÈXIC                         ,Dona,Arquitecte o Enginyer Tècnic  ,1
2013,MÈXIC                         ,Home,Arquitecte o Enginyer Tècnic  ,4
2013,MOLDÀVIA                      ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,NICARAGUA                     ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,NIGÈRIA                       ,Home,Arquitecte o Enginyer Tècnic  ,2
2013,NORUEGA                       ,Dona,Arquitecte o Enginyer Tècnic  ,1
2013,"PAÏSOS BAIXOS, ELS            ",Home,Arquitecte o Enginyer Tècnic  ,1
2013,"PARAGUAI, EL                  ",Dona,Arquitecte o Enginyer Tècnic  ,2
2013,"PARAGUAI, EL                  ",Home,Arquitecte o Enginyer Tècnic  ,2
2013,"PERÚ, EL                      ",Dona,Arquitecte o Enginyer Tècnic  ,7
2013,"PERÚ, EL                      ",Home,Arquitecte o Enginyer Tècnic  ,17
2013,POLÒNIA                       ,Dona,Arquitecte o Enginyer Tècnic  ,2
2013,PORTUGAL                      ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,"REGNE UNIT, EL                ",Home,Arquitecte o Enginyer Tècnic  ,1
2013,"REPÚBLICA DOMINICANA, LA      ",Dona,Arquitecte o Enginyer Tècnic  ,2
2013,"REPÚBLICA DOMINICANA, LA      ",Home,Arquitecte o Enginyer Tècnic  ,2
2013,"REPÚBLICA TXECA, LA           ",Dona,Arquitecte o Enginyer Tècnic  ,1
2013,ROMANIA                       ,Dona,Arquitecte o Enginyer Tècnic  ,2
2013,ROMANIA                       ,Home,Arquitecte o Enginyer Tècnic  ,2
2013,RÚSSIA                        ,Dona,Arquitecte o Enginyer Tècnic  ,3
2013,RÚSSIA                        ,Home,Arquitecte o Enginyer Tècnic  ,2
2013,"SENEGAL, EL                   ",Home,Arquitecte o Enginyer Tècnic  ,2
2013,SÈRBIA                        ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,SÍRIA                         ,Dona,Arquitecte o Enginyer Tècnic  ,1
2013,SÍRIA                         ,Home,Arquitecte o Enginyer Tècnic  ,2
2013,SUÏSSA                        ,Dona,Arquitecte o Enginyer Tècnic  ,2
2013,SUÏSSA                        ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,UCRAÏNA                       ,Dona,Arquitecte o Enginyer Tècnic  ,2
2013,UCRAÏNA                       ,Home,Arquitecte o Enginyer Tècnic  ,1
2013,"URUGUAI, L                    ",Home,Arquitecte o Enginyer Tècnic  ,1
2013,VENEÇUELA                     ,Dona,Arquitecte o Enginyer Tècnic  ,6
2013,VENEÇUELA                     ,Home,Arquitecte o Enginyer Tècnic  ,15
2013,XILE                          ,Dona,Arquitecte o Enginyer Tècnic  ,1
2013,XILE                          ,Home,Arquitecte o Enginyer Tècnic  ,5
2013,"XINA, LA                      ",Dona,Arquitecte o Enginyer Tècnic  ,2
2013,"XINA, LA                      ",Home,Arquitecte o Enginyer Tècnic  ,3
2013,ALBÀNIA                       ,Dona,"Batxiller Elemental, Graduat E",5
2013,ALBÀNIA                       ,Home,"Batxiller Elemental, Graduat E",9
2013,ALEMANYA                      ,Dona,"Batxiller Elemental, Graduat E",32
2013,ALEMANYA                      ,Home,"Batxiller Elemental, Graduat E",44
2013,ALGÈRIA                       ,Dona,"Batxiller Elemental, Graduat E",4
2013,ALGÈRIA                       ,Home,"Batxiller Elemental, Graduat E",11
2013,ALTRES PAÏSOS D EUROPA        ,Home,"Batxiller Elemental, Graduat E",1
2013,ALTRES PAÏSOS D OCEANIA       ,Home,"Batxiller Elemental, Graduat E",1
