Nom,Link_CA,Imatge,Link_CAS,Link_EN,Desc_CA,Desc_CAS,Desc_EN,ID
"<p><span style=""color:#cc0000;""><strong>Aplicacions m&ograve;bils / Aplicaciones m&oacute;viles / Mobile apps</strong></span></p>",Accedeix (http://www.terrassa.cat/aplicacions-mobils),https://opendata.terrassa.cat/views/jcyd-fzmt/files/b9ca04c9-d6f2-4420-8c2c-38db828841f3,Acceder (http://www.terrassa.cat/es/aplicacions-mobils),,<p><span>Aqu&iacute; trobar&agrave;s un llistat d'aplicacions m&ograve;bils relacionades amb la ciutat de Terrassa.</span></p>,"







<p>Aqu&iacute; encontrar&aacute;s un listado de aplicaciones m&oacute;viles relacionadas con la ciudad de Terrassa.</p>







",,app
