ï»¿VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,SECCIO,PARTIT,NOM_PARTIT,VOTS
P,Eleccions al Parlament de Catalunya     ,2012,5,8,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,37
P,Eleccions al Parlament de Catalunya     ,2012,5,8,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,64
P,Eleccions al Parlament de Catalunya     ,2012,5,8,EB             ,ESCONS EN BLANC                                   ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,8,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,162
P,Eleccions al Parlament de Catalunya     ,2012,5,8,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,8,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,91
P,Eleccions al Parlament de Catalunya     ,2012,5,8,P.P.           ,PARTIT POPULAR                                    ,92
P,Eleccions al Parlament de Catalunya     ,2012,5,8,PACMA          ,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL      ,7
P,Eleccions al Parlament de Catalunya     ,2012,5,8,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,6
P,Eleccions al Parlament de Catalunya     ,2012,5,8,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,173
P,Eleccions al Parlament de Catalunya     ,2012,5,8,PXC            ,PLATAFORMA PER CATALUNYA                          ,15
P,Eleccions al Parlament de Catalunya     ,2012,5,8,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,19
P,Eleccions al Parlament de Catalunya     ,2012,5,8,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
P,Eleccions al Parlament de Catalunya     ,2012,5,8,UPYD           ,UNIÓN PROGRESO Y DEMOCRACIA                       ,0
P,Eleccions al Parlament de Catalunya     ,2012,5,8,VD             ,VIA DEMOCRÁTICA                                   ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,9,CIU            ,CONVERGÈNCIA I UNIÓ                               ,272
P,Eleccions al Parlament de Catalunya     ,2012,5,9,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,19
P,Eleccions al Parlament de Catalunya     ,2012,5,9,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,86
P,Eleccions al Parlament de Catalunya     ,2012,5,9,EB             ,ESCONS EN BLANC                                   ,8
P,Eleccions al Parlament de Catalunya     ,2012,5,9,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,103
P,Eleccions al Parlament de Catalunya     ,2012,5,9,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,9,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,123
P,Eleccions al Parlament de Catalunya     ,2012,5,9,P.P.           ,PARTIT POPULAR                                    ,116
P,Eleccions al Parlament de Catalunya     ,2012,5,9,PACMA          ,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL      ,4
P,Eleccions al Parlament de Catalunya     ,2012,5,9,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,9,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,231
P,Eleccions al Parlament de Catalunya     ,2012,5,9,PXC            ,PLATAFORMA PER CATALUNYA                          ,10
P,Eleccions al Parlament de Catalunya     ,2012,5,9,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,4
P,Eleccions al Parlament de Catalunya     ,2012,5,9,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
P,Eleccions al Parlament de Catalunya     ,2012,5,9,UPYD           ,UNIÓN PROGRESO Y DEMOCRACIA                       ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,9,VD             ,VIA DEMOCRÁTICA                                   ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,10,CIU            ,CONVERGÈNCIA I UNIÓ                               ,118
P,Eleccions al Parlament de Catalunya     ,2012,5,10,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,9
P,Eleccions al Parlament de Catalunya     ,2012,5,10,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,86
P,Eleccions al Parlament de Catalunya     ,2012,5,10,EB             ,ESCONS EN BLANC                                   ,5
P,Eleccions al Parlament de Catalunya     ,2012,5,10,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,52
P,Eleccions al Parlament de Catalunya     ,2012,5,10,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,10,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,115
P,Eleccions al Parlament de Catalunya     ,2012,5,10,P.P.           ,PARTIT POPULAR                                    ,138
P,Eleccions al Parlament de Catalunya     ,2012,5,10,PACMA          ,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL      ,10
P,Eleccions al Parlament de Catalunya     ,2012,5,10,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,9
P,Eleccions al Parlament de Catalunya     ,2012,5,10,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,418
P,Eleccions al Parlament de Catalunya     ,2012,5,10,PXC            ,PLATAFORMA PER CATALUNYA                          ,28
P,Eleccions al Parlament de Catalunya     ,2012,5,10,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,4
P,Eleccions al Parlament de Catalunya     ,2012,5,10,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,10,UPYD           ,UNIÓN PROGRESO Y DEMOCRACIA                       ,4
P,Eleccions al Parlament de Catalunya     ,2012,5,10,VD             ,VIA DEMOCRÁTICA                                   ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,11,CIU            ,CONVERGÈNCIA I UNIÓ                               ,252
P,Eleccions al Parlament de Catalunya     ,2012,5,11,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,27
P,Eleccions al Parlament de Catalunya     ,2012,5,11,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,112
P,Eleccions al Parlament de Catalunya     ,2012,5,11,EB             ,ESCONS EN BLANC                                   ,12
P,Eleccions al Parlament de Catalunya     ,2012,5,11,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,122
P,Eleccions al Parlament de Catalunya     ,2012,5,11,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,11,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,127
P,Eleccions al Parlament de Catalunya     ,2012,5,11,P.P.           ,PARTIT POPULAR                                    ,128
P,Eleccions al Parlament de Catalunya     ,2012,5,11,PACMA          ,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL      ,5
P,Eleccions al Parlament de Catalunya     ,2012,5,11,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,9
P,Eleccions al Parlament de Catalunya     ,2012,5,11,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,264
P,Eleccions al Parlament de Catalunya     ,2012,5,11,PXC            ,PLATAFORMA PER CATALUNYA                          ,12
P,Eleccions al Parlament de Catalunya     ,2012,5,11,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,17
P,Eleccions al Parlament de Catalunya     ,2012,5,11,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
P,Eleccions al Parlament de Catalunya     ,2012,5,11,UPYD           ,UNIÓN PROGRESO Y DEMOCRACIA                       ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,11,VD             ,VIA DEMOCRÁTICA                                   ,0
P,Eleccions al Parlament de Catalunya     ,2012,5,12,CIU            ,CONVERGÈNCIA I UNIÓ                               ,75
P,Eleccions al Parlament de Catalunya     ,2012,5,12,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,10
P,Eleccions al Parlament de Catalunya     ,2012,5,12,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,37
P,Eleccions al Parlament de Catalunya     ,2012,5,12,EB             ,ESCONS EN BLANC                                   ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,12,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,35
P,Eleccions al Parlament de Catalunya     ,2012,5,12,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,4
P,Eleccions al Parlament de Catalunya     ,2012,5,12,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,52
P,Eleccions al Parlament de Catalunya     ,2012,5,12,P.P.           ,PARTIT POPULAR                                    ,39
P,Eleccions al Parlament de Catalunya     ,2012,5,12,PACMA          ,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL      ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,12,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,0
P,Eleccions al Parlament de Catalunya     ,2012,5,12,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,121
P,Eleccions al Parlament de Catalunya     ,2012,5,12,PXC            ,PLATAFORMA PER CATALUNYA                          ,14
P,Eleccions al Parlament de Catalunya     ,2012,5,12,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,8
P,Eleccions al Parlament de Catalunya     ,2012,5,12,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
P,Eleccions al Parlament de Catalunya     ,2012,5,12,UPYD           ,UNIÓN PROGRESO Y DEMOCRACIA                       ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,12,VD             ,VIA DEMOCRÁTICA                                   ,0
P,Eleccions al Parlament de Catalunya     ,2012,5,13,CIU            ,CONVERGÈNCIA I UNIÓ                               ,94
P,Eleccions al Parlament de Catalunya     ,2012,5,13,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,8
P,Eleccions al Parlament de Catalunya     ,2012,5,13,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,63
P,Eleccions al Parlament de Catalunya     ,2012,5,13,EB             ,ESCONS EN BLANC                                   ,0
P,Eleccions al Parlament de Catalunya     ,2012,5,13,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,43
P,Eleccions al Parlament de Catalunya     ,2012,5,13,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,13,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,68
P,Eleccions al Parlament de Catalunya     ,2012,5,13,P.P.           ,PARTIT POPULAR                                    ,71
P,Eleccions al Parlament de Catalunya     ,2012,5,13,PACMA          ,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL      ,4
P,Eleccions al Parlament de Catalunya     ,2012,5,13,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,13,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,215
P,Eleccions al Parlament de Catalunya     ,2012,5,13,PXC            ,PLATAFORMA PER CATALUNYA                          ,37
P,Eleccions al Parlament de Catalunya     ,2012,5,13,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,13,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,13,UPYD           ,UNIÓN PROGRESO Y DEMOCRACIA                       ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,13,VD             ,VIA DEMOCRÁTICA                                   ,0
P,Eleccions al Parlament de Catalunya     ,2012,5,14,CIU            ,CONVERGÈNCIA I UNIÓ                               ,143
P,Eleccions al Parlament de Catalunya     ,2012,5,14,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,21
P,Eleccions al Parlament de Catalunya     ,2012,5,14,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,123
P,Eleccions al Parlament de Catalunya     ,2012,5,14,EB             ,ESCONS EN BLANC                                   ,9
P,Eleccions al Parlament de Catalunya     ,2012,5,14,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,106
P,Eleccions al Parlament de Catalunya     ,2012,5,14,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,14,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,129
P,Eleccions al Parlament de Catalunya     ,2012,5,14,P.P.           ,PARTIT POPULAR                                    ,138
P,Eleccions al Parlament de Catalunya     ,2012,5,14,PACMA          ,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL      ,6
P,Eleccions al Parlament de Catalunya     ,2012,5,14,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,10
P,Eleccions al Parlament de Catalunya     ,2012,5,14,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,349
P,Eleccions al Parlament de Catalunya     ,2012,5,14,PXC            ,PLATAFORMA PER CATALUNYA                          ,23
P,Eleccions al Parlament de Catalunya     ,2012,5,14,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,17
P,Eleccions al Parlament de Catalunya     ,2012,5,14,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,14,UPYD           ,UNIÓN PROGRESO Y DEMOCRACIA                       ,7
P,Eleccions al Parlament de Catalunya     ,2012,5,14,VD             ,VIA DEMOCRÁTICA                                   ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,15,CIU            ,CONVERGÈNCIA I UNIÓ                               ,122
P,Eleccions al Parlament de Catalunya     ,2012,5,15,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,25
P,Eleccions al Parlament de Catalunya     ,2012,5,15,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,82
P,Eleccions al Parlament de Catalunya     ,2012,5,15,EB             ,ESCONS EN BLANC                                   ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,15,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,71
P,Eleccions al Parlament de Catalunya     ,2012,5,15,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,4
P,Eleccions al Parlament de Catalunya     ,2012,5,15,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,119
P,Eleccions al Parlament de Catalunya     ,2012,5,15,P.P.           ,PARTIT POPULAR                                    ,103
P,Eleccions al Parlament de Catalunya     ,2012,5,15,PACMA          ,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL      ,5
P,Eleccions al Parlament de Catalunya     ,2012,5,15,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,4
P,Eleccions al Parlament de Catalunya     ,2012,5,15,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,316
P,Eleccions al Parlament de Catalunya     ,2012,5,15,PXC            ,PLATAFORMA PER CATALUNYA                          ,36
P,Eleccions al Parlament de Catalunya     ,2012,5,15,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,7
P,Eleccions al Parlament de Catalunya     ,2012,5,15,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,15,UPYD           ,UNIÓN PROGRESO Y DEMOCRACIA                       ,8
P,Eleccions al Parlament de Catalunya     ,2012,5,15,VD             ,VIA DEMOCRÁTICA                                   ,4
P,Eleccions al Parlament de Catalunya     ,2012,5,16,CIU            ,CONVERGÈNCIA I UNIÓ                               ,177
P,Eleccions al Parlament de Catalunya     ,2012,5,16,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,16
P,Eleccions al Parlament de Catalunya     ,2012,5,16,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,113
P,Eleccions al Parlament de Catalunya     ,2012,5,16,EB             ,ESCONS EN BLANC                                   ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,16,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,101
P,Eleccions al Parlament de Catalunya     ,2012,5,16,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,16,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,115
P,Eleccions al Parlament de Catalunya     ,2012,5,16,P.P.           ,PARTIT POPULAR                                    ,146
P,Eleccions al Parlament de Catalunya     ,2012,5,16,PACMA          ,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL      ,10
P,Eleccions al Parlament de Catalunya     ,2012,5,16,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,8
P,Eleccions al Parlament de Catalunya     ,2012,5,16,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,370
P,Eleccions al Parlament de Catalunya     ,2012,5,16,PXC            ,PLATAFORMA PER CATALUNYA                          ,41
P,Eleccions al Parlament de Catalunya     ,2012,5,16,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,11
P,Eleccions al Parlament de Catalunya     ,2012,5,16,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,16,UPYD           ,UNIÓN PROGRESO Y DEMOCRACIA                       ,6
P,Eleccions al Parlament de Catalunya     ,2012,5,16,VD             ,VIA DEMOCRÁTICA                                   ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,17,CIU            ,CONVERGÈNCIA I UNIÓ                               ,194
P,Eleccions al Parlament de Catalunya     ,2012,5,17,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,13
P,Eleccions al Parlament de Catalunya     ,2012,5,17,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,135
P,Eleccions al Parlament de Catalunya     ,2012,5,17,EB             ,ESCONS EN BLANC                                   ,12
P,Eleccions al Parlament de Catalunya     ,2012,5,17,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,102
P,Eleccions al Parlament de Catalunya     ,2012,5,17,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,17,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,107
P,Eleccions al Parlament de Catalunya     ,2012,5,17,P.P.           ,PARTIT POPULAR                                    ,73
P,Eleccions al Parlament de Catalunya     ,2012,5,17,PACMA          ,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL      ,4
P,Eleccions al Parlament de Catalunya     ,2012,5,17,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,5
P,Eleccions al Parlament de Catalunya     ,2012,5,17,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,204
P,Eleccions al Parlament de Catalunya     ,2012,5,17,PXC            ,PLATAFORMA PER CATALUNYA                          ,17
P,Eleccions al Parlament de Catalunya     ,2012,5,17,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,8
P,Eleccions al Parlament de Catalunya     ,2012,5,17,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
P,Eleccions al Parlament de Catalunya     ,2012,5,17,UPYD           ,UNIÓN PROGRESO Y DEMOCRACIA                       ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,17,VD             ,VIA DEMOCRÁTICA                                   ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,18,CIU            ,CONVERGÈNCIA I UNIÓ                               ,85
P,Eleccions al Parlament de Catalunya     ,2012,5,18,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,10
P,Eleccions al Parlament de Catalunya     ,2012,5,18,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,85
P,Eleccions al Parlament de Catalunya     ,2012,5,18,EB             ,ESCONS EN BLANC                                   ,8
P,Eleccions al Parlament de Catalunya     ,2012,5,18,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,40
P,Eleccions al Parlament de Catalunya     ,2012,5,18,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,18,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,79
P,Eleccions al Parlament de Catalunya     ,2012,5,18,P.P.           ,PARTIT POPULAR                                    ,111
P,Eleccions al Parlament de Catalunya     ,2012,5,18,PACMA          ,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL      ,7
P,Eleccions al Parlament de Catalunya     ,2012,5,18,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,5
P,Eleccions al Parlament de Catalunya     ,2012,5,18,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,237
P,Eleccions al Parlament de Catalunya     ,2012,5,18,PXC            ,PLATAFORMA PER CATALUNYA                          ,16
P,Eleccions al Parlament de Catalunya     ,2012,5,18,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,18,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,18,UPYD           ,UNIÓN PROGRESO Y DEMOCRACIA                       ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,18,VD             ,VIA DEMOCRÁTICA                                   ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,19,CIU            ,CONVERGÈNCIA I UNIÓ                               ,140
P,Eleccions al Parlament de Catalunya     ,2012,5,19,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,10
P,Eleccions al Parlament de Catalunya     ,2012,5,19,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,75
P,Eleccions al Parlament de Catalunya     ,2012,5,19,EB             ,ESCONS EN BLANC                                   ,5
P,Eleccions al Parlament de Catalunya     ,2012,5,19,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,72
P,Eleccions al Parlament de Catalunya     ,2012,5,19,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,5
P,Eleccions al Parlament de Catalunya     ,2012,5,19,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,75
P,Eleccions al Parlament de Catalunya     ,2012,5,19,P.P.           ,PARTIT POPULAR                                    ,49
P,Eleccions al Parlament de Catalunya     ,2012,5,19,PACMA          ,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL      ,5
P,Eleccions al Parlament de Catalunya     ,2012,5,19,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,5
P,Eleccions al Parlament de Catalunya     ,2012,5,19,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,103
P,Eleccions al Parlament de Catalunya     ,2012,5,19,PXC            ,PLATAFORMA PER CATALUNYA                          ,15
P,Eleccions al Parlament de Catalunya     ,2012,5,19,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,4
P,Eleccions al Parlament de Catalunya     ,2012,5,19,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,19,UPYD           ,UNIÓN PROGRESO Y DEMOCRACIA                       ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,19,VD             ,VIA DEMOCRÁTICA                                   ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,20,CIU            ,CONVERGÈNCIA I UNIÓ                               ,245
P,Eleccions al Parlament de Catalunya     ,2012,5,20,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,29
P,Eleccions al Parlament de Catalunya     ,2012,5,20,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,67
P,Eleccions al Parlament de Catalunya     ,2012,5,20,EB             ,ESCONS EN BLANC                                   ,8
P,Eleccions al Parlament de Catalunya     ,2012,5,20,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,139
P,Eleccions al Parlament de Catalunya     ,2012,5,20,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,20,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,104
P,Eleccions al Parlament de Catalunya     ,2012,5,20,P.P.           ,PARTIT POPULAR                                    ,60
P,Eleccions al Parlament de Catalunya     ,2012,5,20,PACMA          ,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL      ,1
P,Eleccions al Parlament de Catalunya     ,2012,5,20,PIRATA.CAT     ,PIRATES DE CATALUNYA                              ,10
P,Eleccions al Parlament de Catalunya     ,2012,5,20,PSC            ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,126
P,Eleccions al Parlament de Catalunya     ,2012,5,20,PXC            ,PLATAFORMA PER CATALUNYA                          ,19
P,Eleccions al Parlament de Catalunya     ,2012,5,20,SI             ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,17
P,Eleccions al Parlament de Catalunya     ,2012,5,20,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
P,Eleccions al Parlament de Catalunya     ,2012,5,20,UPYD           ,UNIÓN PROGRESO Y DEMOCRACIA                       ,3
P,Eleccions al Parlament de Catalunya     ,2012,5,20,VD             ,VIA DEMOCRÁTICA                                   ,0
P,Eleccions al Parlament de Catalunya     ,2012,5,21,CIU            ,CONVERGÈNCIA I UNIÓ                               ,225
P,Eleccions al Parlament de Catalunya     ,2012,5,21,CUP-AE         ,CANDIDATURA D UNITAT POPULAR-ALTERNATIVA D ESQUERR,22
P,Eleccions al Parlament de Catalunya     ,2012,5,21,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,95
P,Eleccions al Parlament de Catalunya     ,2012,5,21,EB             ,ESCONS EN BLANC                                   ,7
P,Eleccions al Parlament de Catalunya     ,2012,5,21,ERC-CAT SI     ,ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SI    ,110
P,Eleccions al Parlament de Catalunya     ,2012,5,21,FARTS.CAT      ,HARTOS.ORG CIUTADANS EN BLANC                     ,2
P,Eleccions al Parlament de Catalunya     ,2012,5,21,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,107
P,Eleccions al Parlament de Catalunya     ,2012,5,21,P.P.           ,PARTIT POPULAR                                    ,111
