ï»¿VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,SECCIO,PARTIT,NOM_PARTIT,VOTS
P,Eleccions al Parlament de Catalunya     ,2006,5,13,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,13,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,13,PFIV           ,Partit Familia i Vida                             ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,13,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,13,POSI           ,Partit Obrer Socialista Internacionalista         ,4
P,Eleccions al Parlament de Catalunya     ,2006,5,13,PP             ,Partit Popular                                    ,32
P,Eleccions al Parlament de Catalunya     ,2006,5,13,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,192
P,Eleccions al Parlament de Catalunya     ,2006,5,13,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,14,AES-DN         ,Plataforma Adelante Cataluña                      ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,14,C S            ,Ciutadans-Partido de la Ciudadania                ,25
P,Eleccions al Parlament de Catalunya     ,2006,5,14,CIU            ,Convergència i Unió                               ,175
P,Eleccions al Parlament de Catalunya     ,2006,5,14,DECIDEIX.CAT   ,Catalunya Decideix                                ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,14,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,1
P,Eleccions al Parlament de Catalunya     ,2006,5,14,ERC            ,Esquerra Republicana de Catalunya                 ,86
P,Eleccions al Parlament de Catalunya     ,2006,5,14,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,16
P,Eleccions al Parlament de Catalunya     ,2006,5,14,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,93
P,Eleccions al Parlament de Catalunya     ,2006,5,14,MSR            ,Movimiento Social Republicano                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,14,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,4
P,Eleccions al Parlament de Catalunya     ,2006,5,14,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,14,PCPC           ,Partit Comunista de Poble de Catalunya            ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,14,PFIV           ,Partit Familia i Vida                             ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,14,PH             ,Partit Humanista de Catalunya                     ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,14,POSI           ,Partit Obrer Socialista Internacionalista         ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,14,PP             ,Partit Popular                                    ,108
P,Eleccions al Parlament de Catalunya     ,2006,5,14,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,290
P,Eleccions al Parlament de Catalunya     ,2006,5,14,RC             ,Partit Republicà Català                           ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,15,AES-DN         ,Plataforma Adelante Cataluña                      ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,15,C S            ,Ciutadans-Partido de la Ciudadania                ,20
P,Eleccions al Parlament de Catalunya     ,2006,5,15,CIU            ,Convergència i Unió                               ,111
P,Eleccions al Parlament de Catalunya     ,2006,5,15,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,15,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,1
P,Eleccions al Parlament de Catalunya     ,2006,5,15,ERC            ,Esquerra Republicana de Catalunya                 ,58
P,Eleccions al Parlament de Catalunya     ,2006,5,15,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,6
P,Eleccions al Parlament de Catalunya     ,2006,5,15,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,54
P,Eleccions al Parlament de Catalunya     ,2006,5,15,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,15,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,7
P,Eleccions al Parlament de Catalunya     ,2006,5,15,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,15,PCPC           ,Partit Comunista de Poble de Catalunya            ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,15,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,15,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,15,POSI           ,Partit Obrer Socialista Internacionalista         ,5
P,Eleccions al Parlament de Catalunya     ,2006,5,15,PP             ,Partit Popular                                    ,59
P,Eleccions al Parlament de Catalunya     ,2006,5,15,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,280
P,Eleccions al Parlament de Catalunya     ,2006,5,15,RC             ,Partit Republicà Català                           ,5
P,Eleccions al Parlament de Catalunya     ,2006,5,16,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,16,C S            ,Ciutadans-Partido de la Ciudadania                ,20
P,Eleccions al Parlament de Catalunya     ,2006,5,16,CIU            ,Convergència i Unió                               ,171
P,Eleccions al Parlament de Catalunya     ,2006,5,16,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,16,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,0
P,Eleccions al Parlament de Catalunya     ,2006,5,16,ERC            ,Esquerra Republicana de Catalunya                 ,64
P,Eleccions al Parlament de Catalunya     ,2006,5,16,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,6
P,Eleccions al Parlament de Catalunya     ,2006,5,16,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,82
P,Eleccions al Parlament de Catalunya     ,2006,5,16,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,16,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,4
P,Eleccions al Parlament de Catalunya     ,2006,5,16,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,16,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,16,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,16,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,16,POSI           ,Partit Obrer Socialista Internacionalista         ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,16,PP             ,Partit Popular                                    ,114
P,Eleccions al Parlament de Catalunya     ,2006,5,16,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,345
P,Eleccions al Parlament de Catalunya     ,2006,5,16,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,17,AES-DN         ,Plataforma Adelante Cataluña                      ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,17,C S            ,Ciutadans-Partido de la Ciudadania                ,25
P,Eleccions al Parlament de Catalunya     ,2006,5,17,CIU            ,Convergència i Unió                               ,172
P,Eleccions al Parlament de Catalunya     ,2006,5,17,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,17,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,1
P,Eleccions al Parlament de Catalunya     ,2006,5,17,ERC            ,Esquerra Republicana de Catalunya                 ,95
P,Eleccions al Parlament de Catalunya     ,2006,5,17,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,10
P,Eleccions al Parlament de Catalunya     ,2006,5,17,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,87
P,Eleccions al Parlament de Catalunya     ,2006,5,17,MSR            ,Movimiento Social Republicano                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,17,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,17,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,17,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,17,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,17,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,17,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,17,PP             ,Partit Popular                                    ,41
P,Eleccions al Parlament de Catalunya     ,2006,5,17,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,187
P,Eleccions al Parlament de Catalunya     ,2006,5,17,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,18,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,18,C S            ,Ciutadans-Partido de la Ciudadania                ,15
P,Eleccions al Parlament de Catalunya     ,2006,5,18,CIU            ,Convergència i Unió                               ,135
P,Eleccions al Parlament de Catalunya     ,2006,5,18,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,18,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,0
P,Eleccions al Parlament de Catalunya     ,2006,5,18,ERC            ,Esquerra Republicana de Catalunya                 ,23
P,Eleccions al Parlament de Catalunya     ,2006,5,18,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,5
P,Eleccions al Parlament de Catalunya     ,2006,5,18,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,51
P,Eleccions al Parlament de Catalunya     ,2006,5,18,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,18,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,5
P,Eleccions al Parlament de Catalunya     ,2006,5,18,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,18,PCPC           ,Partit Comunista de Poble de Catalunya            ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,18,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,18,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,18,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,18,PP             ,Partit Popular                                    ,107
P,Eleccions al Parlament de Catalunya     ,2006,5,18,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,212
P,Eleccions al Parlament de Catalunya     ,2006,5,18,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,19,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,19,C S            ,Ciutadans-Partido de la Ciudadania                ,37
P,Eleccions al Parlament de Catalunya     ,2006,5,19,CIU            ,Convergència i Unió                               ,219
P,Eleccions al Parlament de Catalunya     ,2006,5,19,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,19,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,3
P,Eleccions al Parlament de Catalunya     ,2006,5,19,ERC            ,Esquerra Republicana de Catalunya                 ,98
P,Eleccions al Parlament de Catalunya     ,2006,5,19,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,6
P,Eleccions al Parlament de Catalunya     ,2006,5,19,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,93
P,Eleccions al Parlament de Catalunya     ,2006,5,19,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,19,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,19,PAZUL          ,Carmel/Partido Azul                               ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,19,PCPC           ,Partit Comunista de Poble de Catalunya            ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,19,PFIV           ,Partit Familia i Vida                             ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,19,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,19,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,19,PP             ,Partit Popular                                    ,68
P,Eleccions al Parlament de Catalunya     ,2006,5,19,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,286
P,Eleccions al Parlament de Catalunya     ,2006,5,19,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,20,AES-DN         ,Plataforma Adelante Cataluña                      ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,20,C S            ,Ciutadans-Partido de la Ciudadania                ,22
P,Eleccions al Parlament de Catalunya     ,2006,5,20,CIU            ,Convergència i Unió                               ,215
P,Eleccions al Parlament de Catalunya     ,2006,5,20,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,20,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,1
P,Eleccions al Parlament de Catalunya     ,2006,5,20,ERC            ,Esquerra Republicana de Catalunya                 ,102
P,Eleccions al Parlament de Catalunya     ,2006,5,20,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,4
P,Eleccions al Parlament de Catalunya     ,2006,5,20,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,70
P,Eleccions al Parlament de Catalunya     ,2006,5,20,MSR            ,Movimiento Social Republicano                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,20,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,5
P,Eleccions al Parlament de Catalunya     ,2006,5,20,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,20,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,20,PFIV           ,Partit Familia i Vida                             ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,20,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,20,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,20,PP             ,Partit Popular                                    ,34
P,Eleccions al Parlament de Catalunya     ,2006,5,20,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,167
P,Eleccions al Parlament de Catalunya     ,2006,5,20,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,21,AES-DN         ,Plataforma Adelante Cataluña                      ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,21,C S            ,Ciutadans-Partido de la Ciudadania                ,35
P,Eleccions al Parlament de Catalunya     ,2006,5,21,CIU            ,Convergència i Unió                               ,197
P,Eleccions al Parlament de Catalunya     ,2006,5,21,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,21,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,0
P,Eleccions al Parlament de Catalunya     ,2006,5,21,ERC            ,Esquerra Republicana de Catalunya                 ,79
P,Eleccions al Parlament de Catalunya     ,2006,5,21,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,6
P,Eleccions al Parlament de Catalunya     ,2006,5,21,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,92
P,Eleccions al Parlament de Catalunya     ,2006,5,21,MSR            ,Movimiento Social Republicano                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,21,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,21,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,21,PCPC           ,Partit Comunista de Poble de Catalunya            ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,21,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,21,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,21,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,21,PP             ,Partit Popular                                    ,76
P,Eleccions al Parlament de Catalunya     ,2006,5,21,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,269
P,Eleccions al Parlament de Catalunya     ,2006,5,21,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,22,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,22,C S            ,Ciutadans-Partido de la Ciudadania                ,12
P,Eleccions al Parlament de Catalunya     ,2006,5,22,CIU            ,Convergència i Unió                               ,60
P,Eleccions al Parlament de Catalunya     ,2006,5,22,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,22,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,1
P,Eleccions al Parlament de Catalunya     ,2006,5,22,ERC            ,Esquerra Republicana de Catalunya                 ,28
P,Eleccions al Parlament de Catalunya     ,2006,5,22,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,4
P,Eleccions al Parlament de Catalunya     ,2006,5,22,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,30
P,Eleccions al Parlament de Catalunya     ,2006,5,22,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PCPC           ,Partit Comunista de Poble de Catalunya            ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PH             ,Partit Humanista de Catalunya                     ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,22,POSI           ,Partit Obrer Socialista Internacionalista         ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PP             ,Partit Popular                                    ,30
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,105
P,Eleccions al Parlament de Catalunya     ,2006,5,22,RC             ,Partit Republicà Català                           ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,23,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,23,C S            ,Ciutadans-Partido de la Ciudadania                ,9
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CIU            ,Convergència i Unió                               ,328
P,Eleccions al Parlament de Catalunya     ,2006,5,23,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,23,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,0
P,Eleccions al Parlament de Catalunya     ,2006,5,23,ERC            ,Esquerra Republicana de Catalunya                 ,117
P,Eleccions al Parlament de Catalunya     ,2006,5,23,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,10
P,Eleccions al Parlament de Catalunya     ,2006,5,23,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,76
P,Eleccions al Parlament de Catalunya     ,2006,5,23,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,23,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,23,PAZUL          ,Carmel/Partido Azul                               ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,23,PCPC           ,Partit Comunista de Poble de Catalunya            ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,23,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,23,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,23,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,23,PP             ,Partit Popular                                    ,51
P,Eleccions al Parlament de Catalunya     ,2006,5,23,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,154
P,Eleccions al Parlament de Catalunya     ,2006,5,23,RC             ,Partit Republicà Català                           ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,24,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,24,C S            ,Ciutadans-Partido de la Ciudadania                ,22
P,Eleccions al Parlament de Catalunya     ,2006,5,24,CIU            ,Convergència i Unió                               ,152
P,Eleccions al Parlament de Catalunya     ,2006,5,24,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,24,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,3
P,Eleccions al Parlament de Catalunya     ,2006,5,24,ERC            ,Esquerra Republicana de Catalunya                 ,63
P,Eleccions al Parlament de Catalunya     ,2006,5,24,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,4
P,Eleccions al Parlament de Catalunya     ,2006,5,24,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,84
P,Eleccions al Parlament de Catalunya     ,2006,5,24,MSR            ,Movimiento Social Republicano                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,24,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,24,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,24,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,24,PFIV           ,Partit Familia i Vida                             ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,24,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,24,PP             ,Partit Popular                                    ,55
P,Eleccions al Parlament de Catalunya     ,2006,5,24,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,155
P,Eleccions al Parlament de Catalunya     ,2006,5,24,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,25,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,25,C S            ,Ciutadans-Partido de la Ciudadania                ,19
P,Eleccions al Parlament de Catalunya     ,2006,5,25,CIU            ,Convergència i Unió                               ,125
P,Eleccions al Parlament de Catalunya     ,2006,5,25,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,25,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,0
P,Eleccions al Parlament de Catalunya     ,2006,5,25,ERC            ,Esquerra Republicana de Catalunya                 ,41
P,Eleccions al Parlament de Catalunya     ,2006,5,25,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,4
P,Eleccions al Parlament de Catalunya     ,2006,5,25,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,36
P,Eleccions al Parlament de Catalunya     ,2006,5,25,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PCPC           ,Partit Comunista de Poble de Catalunya            ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,25,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PP             ,Partit Popular                                    ,41
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,169
P,Eleccions al Parlament de Catalunya     ,2006,5,25,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,26,AES-DN         ,Plataforma Adelante Cataluña                      ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,26,C S            ,Ciutadans-Partido de la Ciudadania                ,21
P,Eleccions al Parlament de Catalunya     ,2006,5,26,CIU            ,Convergència i Unió                               ,248
P,Eleccions al Parlament de Catalunya     ,2006,5,26,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,26,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,5
P,Eleccions al Parlament de Catalunya     ,2006,5,26,ERC            ,Esquerra Republicana de Catalunya                 ,84
P,Eleccions al Parlament de Catalunya     ,2006,5,26,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,9
P,Eleccions al Parlament de Catalunya     ,2006,5,26,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,65
P,Eleccions al Parlament de Catalunya     ,2006,5,26,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,26,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,5
P,Eleccions al Parlament de Catalunya     ,2006,5,26,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,26,PCPC           ,Partit Comunista de Poble de Catalunya            ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,26,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,26,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,26,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,26,PP             ,Partit Popular                                    ,52
P,Eleccions al Parlament de Catalunya     ,2006,5,26,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,156
P,Eleccions al Parlament de Catalunya     ,2006,5,26,RC             ,Partit Republicà Català                           ,2
P,Eleccions al Parlament de Catalunya     ,2006,6,1,AES-DN         ,Plataforma Adelante Cataluña                      ,2
P,Eleccions al Parlament de Catalunya     ,2006,6,1,C S            ,Ciutadans-Partido de la Ciudadania                ,16
P,Eleccions al Parlament de Catalunya     ,2006,6,1,CIU            ,Convergència i Unió                               ,84
P,Eleccions al Parlament de Catalunya     ,2006,6,1,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,6,1,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,0
P,Eleccions al Parlament de Catalunya     ,2006,6,1,ERC            ,Esquerra Republicana de Catalunya                 ,20
