ï»¿VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,CODI_BARRI,NOM_BARRI,PARTIT,NOM_PARTIT,VOTS
P,Eleccions al Parlament de Catalunya     ,2006,3,31,CAN PALET                               ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,398
P,Eleccions al Parlament de Catalunya     ,2006,3,31,CAN PALET                               ,MSR            ,Movimiento Social Republicano                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,3,31,CAN PALET                               ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,14
P,Eleccions al Parlament de Catalunya     ,2006,3,31,CAN PALET                               ,PAZUL          ,Carmel/Partido Azul                               ,2
P,Eleccions al Parlament de Catalunya     ,2006,3,31,CAN PALET                               ,PCPC           ,Partit Comunista de Poble de Catalunya            ,12
P,Eleccions al Parlament de Catalunya     ,2006,3,31,CAN PALET                               ,PFIV           ,Partit Familia i Vida                             ,5
P,Eleccions al Parlament de Catalunya     ,2006,3,31,CAN PALET                               ,PH             ,Partit Humanista de Catalunya                     ,5
P,Eleccions al Parlament de Catalunya     ,2006,3,31,CAN PALET                               ,POSI           ,Partit Obrer Socialista Internacionalista         ,21
P,Eleccions al Parlament de Catalunya     ,2006,3,31,CAN PALET                               ,PP             ,Partit Popular                                    ,423
P,Eleccions al Parlament de Catalunya     ,2006,3,31,CAN PALET                               ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,1536
P,Eleccions al Parlament de Catalunya     ,2006,3,31,CAN PALET                               ,RC             ,Partit Republicà Català                           ,7
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,AES-DN         ,Plataforma Adelante Cataluña                      ,7
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,C S            ,Ciutadans-Partido de la Ciudadania                ,160
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,CIU            ,Convergència i Unió                               ,3664
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,DECIDEIX.CAT   ,Catalunya Decideix                                ,1
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,18
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,ERC            ,Esquerra Republicana de Catalunya                 ,1237
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,59
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,812
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,MSR            ,Movimiento Social Republicano                     ,2
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,30
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,PAZUL          ,Carmel/Partido Azul                               ,1
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,PCPC           ,Partit Comunista de Poble de Catalunya            ,7
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,PFIV           ,Partit Familia i Vida                             ,10
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,PH             ,Partit Humanista de Catalunya                     ,3
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,POSI           ,Partit Obrer Socialista Internacionalista         ,2
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,PP             ,Partit Popular                                    ,678
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,1671
P,Eleccions al Parlament de Catalunya     ,2006,4,27,CA N AURELL                             ,RC             ,Partit Republicà Català                           ,13
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,AES-DN         ,Plataforma Adelante Cataluña                      ,5
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,C S            ,Ciutadans-Partido de la Ciudadania                ,70
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,CIU            ,Convergència i Unió                               ,450
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,6
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,ERC            ,Esquerra Republicana de Catalunya                 ,183
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,30
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,210
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,11
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,PAZUL          ,Carmel/Partido Azul                               ,1
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,PCPC           ,Partit Comunista de Poble de Catalunya            ,7
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,PFIV           ,Partit Familia i Vida                             ,8
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,PH             ,Partit Humanista de Catalunya                     ,1
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,POSI           ,Partit Obrer Socialista Internacionalista         ,9
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,PP             ,Partit Popular                                    ,217
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,1093
P,Eleccions al Parlament de Catalunya     ,2006,4,28,LA MAURINA                              ,RC             ,Partit Republicà Català                           ,7
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,C S            ,Ciutadans-Partido de la Ciudadania                ,56
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,CIU            ,Convergència i Unió                               ,500
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,6
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,ERC            ,Esquerra Republicana de Catalunya                 ,219
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,27
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,182
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,MSR            ,Movimiento Social Republicano                     ,2
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,15
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,PAZUL          ,Carmel/Partido Azul                               ,1
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,PCPC           ,Partit Comunista de Poble de Catalunya            ,2
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,PH             ,Partit Humanista de Catalunya                     ,3
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,PP             ,Partit Popular                                    ,169
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,584
P,Eleccions al Parlament de Catalunya     ,2006,4,29,LA COGULLADA                            ,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,C S            ,Ciutadans-Partido de la Ciudadania                ,75
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,CIU            ,Convergència i Unió                               ,354
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,DECIDEIX.CAT   ,Catalunya Decideix                                ,1
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,5
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,ERC            ,Esquerra Republicana de Catalunya                 ,164
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,210
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,9
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,PCPC           ,Partit Comunista de Poble de Catalunya            ,2
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,PFIV           ,Partit Familia i Vida                             ,3
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,POSI           ,Partit Obrer Socialista Internacionalista         ,1
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,PP             ,Partit Popular                                    ,183
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,617
P,Eleccions al Parlament de Catalunya     ,2006,4,32,ROC BLANC                               ,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,C S            ,Ciutadans-Partido de la Ciudadania                ,11
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,CIU            ,Convergència i Unió                               ,93
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,0
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,ERC            ,Esquerra Republicana de Catalunya                 ,54
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,33
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,PCPC           ,Partit Comunista de Poble de Catalunya            ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,PP             ,Partit Popular                                    ,45
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,114
P,Eleccions al Parlament de Catalunya     ,2006,4,43,CAN PALET DE VISTA ALEGRE               ,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,AES-DN         ,Plataforma Adelante Cataluña                      ,7
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,C S            ,Ciutadans-Partido de la Ciudadania                ,148
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,CIU            ,Convergència i Unió                               ,2018
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,DECIDEIX.CAT   ,Catalunya Decideix                                ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,14
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,ERC            ,Esquerra Republicana de Catalunya                 ,822
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,40
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,603
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,19
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,PAZUL          ,Carmel/Partido Azul                               ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,PCPC           ,Partit Comunista de Poble de Catalunya            ,11
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,PFIV           ,Partit Familia i Vida                             ,7
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,PH             ,Partit Humanista de Catalunya                     ,4
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,POSI           ,Partit Obrer Socialista Internacionalista         ,5
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,PP             ,Partit Popular                                    ,411
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,1291
P,Eleccions al Parlament de Catalunya     ,2006,5,20,SANT PERE                               ,RC             ,Partit Republicà Català                           ,16
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,C S            ,Ciutadans-Partido de la Ciudadania                ,38
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,CIU            ,Convergència i Unió                               ,223
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,2
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,ERC            ,Esquerra Republicana de Catalunya                 ,55
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,10
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,111
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,11
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,PCPC           ,Partit Comunista de Poble de Catalunya            ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,PFIV           ,Partit Familia i Vida                             ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,POSI           ,Partit Obrer Socialista Internacionalista         ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,PP             ,Partit Popular                                    ,170
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,430
P,Eleccions al Parlament de Catalunya     ,2006,5,22,PLA DEL BON AIRE                        ,RC             ,Partit Republicà Català                           ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,AES-DN         ,Plataforma Adelante Cataluña                      ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,C S            ,Ciutadans-Partido de la Ciudadania                ,37
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,CIU            ,Convergència i Unió                               ,219
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,3
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,ERC            ,Esquerra Republicana de Catalunya                 ,98
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,6
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,93
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,MSR            ,Movimiento Social Republicano                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,PAZUL          ,Carmel/Partido Azul                               ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,PCPC           ,Partit Comunista de Poble de Catalunya            ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,PFIV           ,Partit Familia i Vida                             ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,POSI           ,Partit Obrer Socialista Internacionalista         ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,PP             ,Partit Popular                                    ,68
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,286
P,Eleccions al Parlament de Catalunya     ,2006,5,23,CAN ROCA                                ,RC             ,Partit Republicà Català                           ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,AES-DN         ,Plataforma Adelante Cataluña                      ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,C S            ,Ciutadans-Partido de la Ciudadania                ,156
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,CIU            ,Convergència i Unió                               ,1044
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,7
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,ERC            ,Esquerra Republicana de Catalunya                 ,451
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,36
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,476
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,MSR            ,Movimiento Social Republicano                     ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,16
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,PAZUL          ,Carmel/Partido Azul                               ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,PCPC           ,Partit Comunista de Poble de Catalunya            ,12
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,PFIV           ,Partit Familia i Vida                             ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,PH             ,Partit Humanista de Catalunya                     ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,POSI           ,Partit Obrer Socialista Internacionalista         ,7
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,PP             ,Partit Popular                                    ,422
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,1442
P,Eleccions al Parlament de Catalunya     ,2006,5,24,POBLE NOU - ZONA ESPORTIVA              ,RC             ,Partit Republicà Català                           ,8
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,AES-DN         ,Plataforma Adelante Cataluña                      ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,C S            ,Ciutadans-Partido de la Ciudadania                ,88
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,CIU            ,Convergència i Unió                               ,969
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,DECIDEIX.CAT   ,Catalunya Decideix                                ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,5
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,ERC            ,Esquerra Republicana de Catalunya                 ,396
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,24
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,331
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,MSR            ,Movimiento Social Republicano                     ,2
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,PACMA          ,Partit Antitaurí Contra el Maltractament Animal   ,16
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,PAZUL          ,Carmel/Partido Azul                               ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,PCPC           ,Partit Comunista de Poble de Catalunya            ,5
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,PFIV           ,Partit Familia i Vida                             ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,PH             ,Partit Humanista de Catalunya                     ,0
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,POSI           ,Partit Obrer Socialista Internacionalista         ,5
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,PP             ,Partit Popular                                    ,262
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,PSC-PSOE-CPC   ,Partit dels Socialistes de Catalunya - Ciutadans p,828
P,Eleccions al Parlament de Catalunya     ,2006,5,25,PERE PARRES                             ,RC             ,Partit Republicà Català                           ,5
P,Eleccions al Parlament de Catalunya     ,2006,5,26,CAN BOADA CASC ANTIC                    ,AES-DN         ,Plataforma Adelante Cataluña                      ,3
P,Eleccions al Parlament de Catalunya     ,2006,5,26,CAN BOADA CASC ANTIC                    ,C S            ,Ciutadans-Partido de la Ciudadania                ,69
P,Eleccions al Parlament de Catalunya     ,2006,5,26,CAN BOADA CASC ANTIC                    ,CIU            ,Convergència i Unió                               ,509
P,Eleccions al Parlament de Catalunya     ,2006,5,26,CAN BOADA CASC ANTIC                    ,DECIDEIX.CAT   ,Catalunya Decideix                                ,1
P,Eleccions al Parlament de Catalunya     ,2006,5,26,CAN BOADA CASC ANTIC                    ,EI             ,Escons Insubmisos - Alternativa dels Demòcrates De,2
P,Eleccions al Parlament de Catalunya     ,2006,5,26,CAN BOADA CASC ANTIC                    ,ERC            ,Esquerra Republicana de Catalunya                 ,224
P,Eleccions al Parlament de Catalunya     ,2006,5,26,CAN BOADA CASC ANTIC                    ,EV-EVC         ,Els Verds-Ecologistes i Verds de Catalunya        ,30
P,Eleccions al Parlament de Catalunya     ,2006,5,26,CAN BOADA CASC ANTIC                    ,ICV-EUIA       ,Iniciativa per Catalunya Verds-Esquerra Unida i Al,251
