DATA_REFERENCIA,MES,PAIS_PROCEDENCIA,PROVINCIA_PROCEDENCIA,SEXE,POBLACIO
2012,2,ESPANYA                       ,MALAGA,Dona,1
2012,2,ESPANYA                       ,MALAGA,Home,5
2012,2,ESPANYA                       ,MELILLA,Home,1
2012,2,ESPANYA                       ,MURCIA,Dona,2
2012,2,ESPANYA                       ,MURCIA,Home,4
2012,2,ESPANYA                       ,NAVARRA,Dona,1
2012,2,ESPANYA                       ,OSCA,Home,1
2012,2,ESPANYA                       ,PALENCIA,Dona,1
2012,2,ESPANYA                       ,PALENCIA,Home,2
2012,2,ESPANYA                       ,"PALMAS, LAS",Dona,1
2012,2,ESPANYA                       ,PONTEVEDRA,Dona,1
2012,2,ESPANYA                       ,PONTEVEDRA,Home,1
2012,2,ESPANYA                       ,"RIOJA, LA",Home,1
2012,2,ESPANYA                       ,SALAMANCA,Dona,1
2012,2,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Dona,1
2012,2,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Home,1
2012,2,ESPANYA                       ,SARAGOSSA,Dona,1
2012,2,ESPANYA                       ,SARAGOSSA,Home,3
2012,2,ESPANYA                       ,SEVILLA,Dona,2
2012,2,ESPANYA                       ,SEVILLA,Home,1
2012,2,ESPANYA                       ,SORIA,Dona,1
2012,2,ESPANYA                       ,SORIA,Home,1
2012,2,ESPANYA                       ,TARRAGONA,Dona,10
2012,2,ESPANYA                       ,TARRAGONA,Home,10
2012,2,ESPANYA                       ,VALENCIA,Dona,8
2012,2,ESPANYA                       ,VALENCIA,Home,5
2012,2,FRANÇA                        , ,Dona,1
2012,2,FRANÇA                        , ,Home,2
2012,2,HONDURES                      , ,Dona,2
2012,2,HONDURES                      , ,Home,1
2012,2,"ÍNDIA, L                      ", ,Home,1
2012,2,"IRAN, L                       ", ,Dona,1
2012,2,ITÀLIA                        , ,Home,2
2012,2,"MARROC, EL                    ", ,Dona,6
2012,2,"MARROC, EL                    ", ,Home,11
2012,2,NIGÈRIA                       , ,Home,2
2012,2,"PAÏSOS BAIXOS, ELS            ", ,Home,1
2012,2,"PAKISTAN, EL                  ", ,Dona,3
2012,2,"PAKISTAN, EL                  ", ,Home,4
2012,2,"PARAGUAI, EL                  ", ,Dona,7
2012,2,"PARAGUAI, EL                  ", ,Home,2
2012,2,"PERÚ, EL                      ", ,Dona,3
2012,2,"PERÚ, EL                      ", ,Home,2
2012,2,POLÒNIA                       , ,Dona,5
2012,2,POLÒNIA                       , ,Home,5
2012,2,PORTUGAL                      , ,Home,1
2012,2,"REPÚBLICA DOMINICANA, LA      ", ,Dona,5
2012,2,"REPÚBLICA DOMINICANA, LA      ", ,Home,6
2012,2,ROMANIA                       , ,Dona,5
2012,2,ROMANIA                       , ,Home,1
2012,2,RÚSSIA                        , ,Dona,1
2012,2,RÚSSIA                        , ,Home,2
2012,2,"SENEGAL, EL                   ", ,Dona,1
2012,2,"SENEGAL, EL                   ", ,Home,3
2012,2,SUÈCIA                        , ,Dona,1
2012,2,SUÈCIA                        , ,Home,1
2012,2,SUÏSSA                        , ,Home,1
2012,2,UCRAÏNA                       , ,Dona,1
2012,2,XILE                          , ,Dona,1
2012,2,"XINA, LA                      ", ,Dona,5
2012,2,"XINA, LA                      ", ,Home,1
2012,3,"ARGENTINA, L                  ", ,Dona,3
2012,3,"ARGENTINA, L                  ", ,Home,1
2012,3,BÈLGICA                       , ,Home,1
2012,3,BOLÍVIA                       , ,Dona,4
2012,3,BOLÍVIA                       , ,Home,2
2012,3,"BRASIL, EL                    ", ,Dona,4
2012,3,"BRASIL, EL                    ", ,Home,2
2012,3,BULGÀRIA                      , ,Dona,2
2012,3,BULGÀRIA                      , ,Home,2
2012,3,"CANADÀ, EL                    ", ,Dona,1
2012,3,"CANADÀ, EL                    ", ,Home,1
2012,3,COLÒMBIA                      , ,Dona,3
2012,3,COLÒMBIA                      , ,Home,1
2012,3,CUBA                          , ,Home,3
2012,3,EL SALVADOR                   , ,Dona,1
2012,3,"EQUADOR, L                    ", ,Dona,2
2012,3,"EQUADOR, L                    ", ,Home,3
2012,3,ESPANYA                       , ,Dona,309
2012,3,ESPANYA                       , ,Home,318
2012,3,ESPANYA                       ,ALABA,Dona,1
2012,3,ESPANYA                       ,ALACANT,Dona,1
2012,3,ESPANYA                       ,ALBACETE,Dona,2
2012,3,ESPANYA                       ,ALBACETE,Home,4
2012,3,ESPANYA                       ,ALMERIA,Dona,3
2012,3,ESPANYA                       ,ALMERIA,Home,3
2012,3,ESPANYA                       ,ASTURIAS,Home,1
2012,3,ESPANYA                       ,AVILA,Dona,1
2012,3,ESPANYA                       ,BADAJOZ,Dona,1
2012,3,ESPANYA                       ,BARCELONA,Dona,223
2012,3,ESPANYA                       ,BARCELONA,Home,230
2012,3,ESPANYA                       ,CADIS,Dona,1
2012,3,ESPANYA                       ,CADIS,Home,1
2012,3,ESPANYA                       ,CASTELLO,Dona,4
2012,3,ESPANYA                       ,CASTELLO,Home,2
2012,3,ESPANYA                       ,CIUDAD REAL,Home,1
2012,3,ESPANYA                       ,CONCA,Home,1
2012,3,ESPANYA                       ,CORDOBA,Home,1
2012,3,ESPANYA                       ,"CORUNYA, LA",Home,2
2012,3,ESPANYA                       ,GIRONA,Dona,10
2012,3,ESPANYA                       ,GIRONA,Home,10
2012,3,ESPANYA                       ,GRANADA,Home,4
2012,3,ESPANYA                       ,GUADALAJARA,Dona,3
2012,3,ESPANYA                       ,GUADALAJARA,Home,1
2012,3,ESPANYA                       ,ILLES BALEARS,Dona,8
2012,3,ESPANYA                       ,ILLES BALEARS,Home,4
2012,3,ESPANYA                       ,JAEN,Dona,2
2012,3,ESPANYA                       ,JAEN,Home,2
2012,3,ESPANYA                       ,LLEIDA,Dona,6
2012,3,ESPANYA                       ,LLEIDA,Home,8
2012,3,ESPANYA                       ,MADRID,Dona,5
2012,3,ESPANYA                       ,MADRID,Home,6
2012,3,ESPANYA                       ,MALAGA,Dona,2
2012,3,ESPANYA                       ,MALAGA,Home,1
2012,3,ESPANYA                       ,MURCIA,Dona,6
2012,3,ESPANYA                       ,MURCIA,Home,2
2012,3,ESPANYA                       ,OSCA,Dona,1
2012,3,ESPANYA                       ,OSCA,Home,1
2012,3,ESPANYA                       ,PALENCIA,Home,1
2012,3,ESPANYA                       ,"PALMAS, LAS",Home,3
2012,3,ESPANYA                       ,"RIOJA, LA",Dona,1
2012,3,ESPANYA                       ,"RIOJA, LA",Home,1
2012,3,ESPANYA                       ,SALAMANCA,Dona,3
2012,3,ESPANYA                       ,SALAMANCA,Home,1
2012,3,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Dona,3
2012,3,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Home,1
2012,3,ESPANYA                       ,SARAGOSSA,Dona,3
2012,3,ESPANYA                       ,SARAGOSSA,Home,1
2012,3,ESPANYA                       ,SEVILLA,Home,1
2012,3,ESPANYA                       ,SORIA,Dona,1
2012,3,ESPANYA                       ,SORIA,Home,1
2012,3,ESPANYA                       ,TARRAGONA,Dona,11
2012,3,ESPANYA                       ,TARRAGONA,Home,15
2012,3,ESPANYA                       ,TEROL,Dona,1
2012,3,ESPANYA                       ,TEROL,Home,1
2012,3,ESPANYA                       ,VALENCIA,Dona,4
2012,3,ESPANYA                       ,VALENCIA,Home,5
2012,3,ESPANYA                       ,VALLADOLID,Dona,1
2012,3,ESPANYA                       ,VALLADOLID,Home,1
2012,3,ESPANYA                       ,ZAMORA,Dona,1
2012,3,ESPANYA                       ,ZAMORA,Home,1
2012,3,FRANÇA                        , ,Dona,2
2012,3,FRANÇA                        , ,Home,4
2012,3,GRÈCIA                        , ,Home,1
2012,3,"GUINEA EQUATORIAL, LA         ", ,Dona,1
2012,3,HONDURES                      , ,Dona,1
2012,3,HONDURES                      , ,Home,4
2012,3,"ÍNDIA, L                      ", ,Dona,1
2012,3,ITÀLIA                        , ,Dona,3
2012,3,ITÀLIA                        , ,Home,4
2012,3,"MARROC, EL                    ", ,Dona,7
2012,3,"MARROC, EL                    ", ,Home,12
2012,3,MÈXIC                         , ,Dona,3
2012,3,MÈXIC                         , ,Home,2
2012,3,"PAÏSOS BAIXOS, ELS            ", ,Home,2
2012,3,"PAKISTAN, EL                  ", ,Home,1
2012,3,"PARAGUAI, EL                  ", ,Dona,4
2012,3,"PERÚ, EL                      ", ,Dona,1
2012,3,"PERÚ, EL                      ", ,Home,2
2012,3,"REGNE UNIT, EL                ", ,Dona,1
2012,3,"REGNE UNIT, EL                ", ,Home,1
2012,3,"REPÚBLICA DOMINICANA, LA      ", ,Home,2
2012,3,ROMANIA                       , ,Dona,3
2012,3,ROMANIA                       , ,Home,4
2012,3,RÚSSIA                        , ,Home,2
2012,3,"SENEGAL, EL                   ", ,Dona,1
2012,3,"SENEGAL, EL                   ", ,Home,2
2012,3,TUNÍSIA                       , ,Home,1
2012,3,"URUGUAI, L                    ", ,Home,1
2012,3,VENEÇUELA                     , ,Dona,2
2012,3,VENEÇUELA                     , ,Home,3
2012,3,XILE                          , ,Dona,1
2012,3,"XINA, LA                      ", ,Dona,1
2012,3,"XINA, LA                      ", ,Home,2
2012,4,ALEMANYA                      , ,Dona,1
2012,4,ALGÈRIA                       , ,Dona,1
2012,4,"ARGENTINA, L                  ", ,Dona,1
2012,4,ARMÈNIA                       , ,Home,1
2012,4,BÈLGICA                       , ,Dona,2
2012,4,BÈLGICA                       , ,Home,1
2012,4,BOLÍVIA                       , ,Dona,1
2012,4,"BRASIL, EL                    ", ,Home,4
2012,4,COLÒMBIA                      , ,Dona,2
2012,4,COLÒMBIA                      , ,Home,1
2012,4,EL SALVADOR                   , ,Dona,1
2012,4,"EQUADOR, L                    ", ,Dona,5
2012,4,"EQUADOR, L                    ", ,Home,5
2012,4,ESPANYA                       , ,Dona,244
2012,4,ESPANYA                       , ,Home,248
2012,4,ESPANYA                       ,ALACANT,Dona,1
2012,4,ESPANYA                       ,ALACANT,Home,4
2012,4,ESPANYA                       ,ALMERIA,Dona,1
2012,4,ESPANYA                       ,ALMERIA,Home,2
2012,4,ESPANYA                       ,ASTURIAS,Home,1
2012,4,ESPANYA                       ,AVILA,Dona,1
2012,4,ESPANYA                       ,BADAJOZ,Dona,2
2012,4,ESPANYA                       ,BADAJOZ,Home,1
2012,4,ESPANYA                       ,BARCELONA,Dona,182
2012,4,ESPANYA                       ,BARCELONA,Home,195
2012,4,ESPANYA                       ,BISCAIA,Home,1
2012,4,ESPANYA                       ,BURGOS,Home,1
2012,4,ESPANYA                       ,CADIS,Dona,2
2012,4,ESPANYA                       ,CADIS,Home,2
2012,4,ESPANYA                       ,CANTABRIA,Dona,1
2012,4,ESPANYA                       ,CASTELLO,Dona,2
2012,4,ESPANYA                       ,CORDOBA,Home,1
2012,4,ESPANYA                       ,GIRONA,Dona,12
2012,4,ESPANYA                       ,GIRONA,Home,6
2012,4,ESPANYA                       ,GRANADA,Dona,2
2012,4,ESPANYA                       ,GRANADA,Home,1
2012,4,ESPANYA                       ,GUADALAJARA,Dona,1
2012,4,ESPANYA                       ,GUIPUSCOA,Home,1
2012,4,ESPANYA                       ,ILLES BALEARS,Dona,4
2012,4,ESPANYA                       ,ILLES BALEARS,Home,2
2012,4,ESPANYA                       ,LLEIDA,Dona,4
2012,4,ESPANYA                       ,LLEIDA,Home,4
2012,4,ESPANYA                       ,MADRID,Dona,6
2012,4,ESPANYA                       ,MADRID,Home,4
2012,4,ESPANYA                       ,MALAGA,Dona,1
2012,4,ESPANYA                       ,MALAGA,Home,1
2012,4,ESPANYA                       ,MURCIA,Dona,2
2012,4,ESPANYA                       ,MURCIA,Home,3
2012,4,ESPANYA                       ,ORENSE,Dona,1
2012,4,ESPANYA                       ,OSCA,Home,2
2012,4,ESPANYA                       ,"PALMAS, LAS",Dona,1
2012,4,ESPANYA                       ,"PALMAS, LAS",Home,1
2012,4,ESPANYA                       ,SARAGOSSA,Dona,2
2012,4,ESPANYA                       ,SARAGOSSA,Home,1
2012,4,ESPANYA                       ,SEVILLA,Dona,1
2012,4,ESPANYA                       ,SEVILLA,Home,3
2012,4,ESPANYA                       ,TARRAGONA,Dona,10
2012,4,ESPANYA                       ,TARRAGONA,Home,5
2012,4,ESPANYA                       ,VALENCIA,Dona,5
2012,4,ESPANYA                       ,VALENCIA,Home,6
2012,4,"ESTATS UNITS D AMÈRICA, ELS   ", ,Home,1
2012,4,FRANÇA                        , ,Dona,2
2012,4,"GUINEA EQUATORIAL, LA         ", ,Home,1
2012,4,HONDURES                      , ,Dona,3
2012,4,"ÍNDIA, L                      ", ,Home,1
2012,4,"IRAN, L                       ", ,Dona,1
2012,4,"IRAQ, L                       ", ,Home,1
2012,4,ITÀLIA                        , ,Dona,1
2012,4,"MARROC, EL                    ", ,Dona,7
2012,4,"MARROC, EL                    ", ,Home,11
2012,4,MÈXIC                         , ,Dona,1
2012,4,MÈXIC                         , ,Home,1
2012,4,"PAKISTAN, EL                  ", ,Home,3
2012,4,POLÒNIA                       , ,Dona,1
2012,4,"REPÚBLICA DOMINICANA, LA      ", ,Dona,3
2012,4,"REPÚBLICA DOMINICANA, LA      ", ,Home,5
2012,4,ROMANIA                       , ,Dona,2
2012,4,ROMANIA                       , ,Home,3
2012,4,UCRAÏNA                       , ,Dona,1
2012,4,"XINA, LA                      ", ,Dona,2
2012,4,"XINA, LA                      ", ,Home,2
2012,5,ALEMANYA                      , ,Dona,1
2012,5,ANDORRA                       , ,Dona,1
2012,5,ANDORRA                       , ,Home,1
2012,5,"ARGENTINA, L                  ", ,Dona,2
2012,5,"ARGENTINA, L                  ", ,Home,2
2012,5,BÈLGICA                       , ,Dona,1
2012,5,BOLÍVIA                       , ,Dona,1
2012,5,"BRASIL, EL                    ", ,Home,1
2012,5,COLÒMBIA                      , ,Dona,4
2012,5,COLÒMBIA                      , ,Home,3
2012,5,EL SALVADOR                   , ,Dona,2
2012,5,EL SALVADOR                   , ,Home,2
2012,5,"EQUADOR, L                    ", ,Dona,1
2012,5,ESPANYA                       , ,Dona,348
2012,5,ESPANYA                       , ,Home,343
2012,5,ESPANYA                       ,ALACANT,Home,6
2012,5,ESPANYA                       ,ALBACETE,Dona,2
2012,5,ESPANYA                       ,ALBACETE,Home,1
2012,5,ESPANYA                       ,ALMERIA,Dona,1
2012,5,ESPANYA                       ,ALMERIA,Home,2
2012,5,ESPANYA                       ,ASTURIAS,Dona,1
2012,5,ESPANYA                       ,AVILA,Home,1
2012,5,ESPANYA                       ,BADAJOZ,Dona,2
2012,5,ESPANYA                       ,BADAJOZ,Home,3
2012,5,ESPANYA                       ,BARCELONA,Dona,250
2012,5,ESPANYA                       ,BARCELONA,Home,246
2012,5,ESPANYA                       ,BISCAIA,Dona,2
2012,5,ESPANYA                       ,CADIS,Dona,1
2012,5,ESPANYA                       ,CADIS,Home,4
2012,5,ESPANYA                       ,CANTABRIA,Home,1
2012,5,ESPANYA                       ,CASTELLO,Dona,2
2012,5,ESPANYA                       ,CEUTA,Home,1
2012,5,ESPANYA                       ,CORDOBA,Dona,3
2012,5,ESPANYA                       ,CORDOBA,Home,4
2012,5,ESPANYA                       ,"CORUNYA, LA",Dona,2
2012,5,ESPANYA                       ,GIRONA,Dona,24
2012,5,ESPANYA                       ,GIRONA,Home,11
2012,5,ESPANYA                       ,GRANADA,Dona,3
2012,5,ESPANYA                       ,GRANADA,Home,3
2012,5,ESPANYA                       ,GUADALAJARA,Dona,2
2012,5,ESPANYA                       ,GUIPUSCOA,Dona,3
2012,5,ESPANYA                       ,GUIPUSCOA,Home,2
2012,5,ESPANYA                       ,HUELVA,Home,1
2012,5,ESPANYA                       ,ILLES BALEARS,Dona,7
2012,5,ESPANYA                       ,ILLES BALEARS,Home,7
2012,5,ESPANYA                       ,JAEN,Dona,1
2012,5,ESPANYA                       ,JAEN,Home,3
2012,5,ESPANYA                       ,LLEIDA,Dona,5
2012,5,ESPANYA                       ,LLEIDA,Home,6
2012,5,ESPANYA                       ,MADRID,Dona,5
2012,5,ESPANYA                       ,MADRID,Home,3
2012,5,ESPANYA                       ,MALAGA,Home,2
2012,5,ESPANYA                       ,MURCIA,Dona,3
2012,5,ESPANYA                       ,MURCIA,Home,1
2012,5,ESPANYA                       ,NAVARRA,Home,1
2012,5,ESPANYA                       ,ORENSE,Dona,1
2012,5,ESPANYA                       ,ORENSE,Home,2
2012,5,ESPANYA                       ,OSCA,Dona,3
2012,5,ESPANYA                       ,OSCA,Home,2
2012,5,ESPANYA                       ,PALENCIA,Dona,1
2012,5,ESPANYA                       ,"PALMAS, LAS",Dona,1
2012,5,ESPANYA                       ,"PALMAS, LAS",Home,2
2012,5,ESPANYA                       ,"RIOJA, LA",Home,1
2012,5,ESPANYA                       ,SALAMANCA,Dona,1
2012,5,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Dona,1
2012,5,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Home,2
2012,5,ESPANYA                       ,SARAGOSSA,Home,2
2012,5,ESPANYA                       ,SEGOVIA,Home,1
2012,5,ESPANYA                       ,SEVILLA,Dona,3
2012,5,ESPANYA                       ,SEVILLA,Home,1
2012,5,ESPANYA                       ,TARRAGONA,Dona,10
2012,5,ESPANYA                       ,TARRAGONA,Home,16
2012,5,ESPANYA                       ,TOLEDO,Dona,1
2012,5,ESPANYA                       ,VALENCIA,Dona,7
2012,5,ESPANYA                       ,VALENCIA,Home,5
2012,5,FRANÇA                        , ,Dona,4
2012,5,FRANÇA                        , ,Home,4
2012,5,HONDURES                      , ,Dona,3
2012,5,ITÀLIA                        , ,Dona,1
2012,5,ITÀLIA                        , ,Home,1
2012,5,"MARROC, EL                    ", ,Dona,12
2012,5,"MARROC, EL                    ", ,Home,9
2012,5,MÈXIC                         , ,Dona,1
2012,5,NICARAGUA                     , ,Dona,1
2012,5,NIGÈRIA                       , ,Dona,1
2012,5,NIGÈRIA                       , ,Home,1
2012,5,"PAÏSOS BAIXOS, ELS            ", ,Home,1
2012,5,"PAKISTAN, EL                  ", ,Home,1
2012,5,"PARAGUAI, EL                  ", ,Dona,1
2012,5,"PERÚ, EL                      ", ,Dona,1
2012,5,"REGNE UNIT, EL                ", ,Dona,1
2012,5,"REGNE UNIT, EL                ", ,Home,2
2012,5,"REPÚBLICA DOMINICANA, LA      ", ,Dona,3
2012,5,"REPÚBLICA DOMINICANA, LA      ", ,Home,1
2012,5,ROMANIA                       , ,Dona,2
2012,5,ROMANIA                       , ,Home,1
2012,5,RÚSSIA                        , ,Dona,1
2012,5,"SENEGAL, EL                   ", ,Dona,2
2012,5,"SENEGAL, EL                   ", ,Home,2
2012,5,SUÏSSA                        , ,Dona,1
2012,5,SUÏSSA                        , ,Home,1
2012,5,VENEÇUELA                     , ,Dona,1
2012,5,VENEÇUELA                     , ,Home,2
2012,5,"XINA, LA                      ", ,Dona,2
2012,6,ALEMANYA                      , ,Dona,1
2012,6,ANDORRA                       , ,Home,1
2012,6,BOLÍVIA                       , ,Dona,2
2012,6,BOLÍVIA                       , ,Home,1
2012,6,"BRASIL, EL                    ", ,Dona,1
2012,6,"BRASIL, EL                    ", ,Home,1
2012,6,COLÒMBIA                      , ,Dona,3
2012,6,COLÒMBIA                      , ,Home,1
2012,6,COSTA RICA                    , ,Dona,1
2012,6,"EQUADOR, L                    ", ,Dona,2
2012,6,"EQUADOR, L                    ", ,Home,1
2012,6,ESPANYA                       , ,Dona,285
2012,6,ESPANYA                       , ,Home,328
2012,6,ESPANYA                       ,ALACANT,Dona,3
2012,6,ESPANYA                       ,ALACANT,Home,1
2012,6,ESPANYA                       ,ALBACETE,Home,1
2012,6,ESPANYA                       ,ALMERIA,Dona,3
2012,6,ESPANYA                       ,ALMERIA,Home,2
2012,6,ESPANYA                       ,ASTURIAS,Dona,1
2012,6,ESPANYA                       ,ASTURIAS,Home,3
2012,6,ESPANYA                       ,AVILA,Home,1
2012,6,ESPANYA                       ,BADAJOZ,Dona,1
2012,6,ESPANYA                       ,BARCELONA,Dona,213
2012,6,ESPANYA                       ,BARCELONA,Home,241
2012,6,ESPANYA                       ,BISCAIA,Dona,1
2012,6,ESPANYA                       ,BISCAIA,Home,1
2012,6,ESPANYA                       ,CACERES,Dona,1
2012,6,ESPANYA                       ,CADIS,Dona,1
2012,6,ESPANYA                       ,CADIS,Home,1
2012,6,ESPANYA                       ,CEUTA,Home,1
2012,6,ESPANYA                       ,CIUDAD REAL,Home,1
2012,6,ESPANYA                       ,CONCA,Home,1
2012,6,ESPANYA                       ,CORDOBA,Dona,2
2012,6,ESPANYA                       ,GIRONA,Dona,5
2012,6,ESPANYA                       ,GIRONA,Home,10
2012,6,ESPANYA                       ,GRANADA,Dona,3
2012,6,ESPANYA                       ,GRANADA,Home,2
2012,6,ESPANYA                       ,GUIPUSCOA,Dona,1
2012,6,ESPANYA                       ,GUIPUSCOA,Home,1
2012,6,ESPANYA                       ,HUELVA,Home,1
2012,6,ESPANYA                       ,ILLES BALEARS,Dona,2
2012,6,ESPANYA                       ,ILLES BALEARS,Home,2
2012,6,ESPANYA                       ,JAEN,Home,1
2012,6,ESPANYA                       ,LLEIDA,Dona,3
2012,6,ESPANYA                       ,LLEIDA,Home,6
2012,6,ESPANYA                       ,MADRID,Dona,3
2012,6,ESPANYA                       ,MADRID,Home,6
2012,6,ESPANYA                       ,MALAGA,Dona,4
2012,6,ESPANYA                       ,MALAGA,Home,3
2012,6,ESPANYA                       ,MELILLA,Dona,1
2012,6,ESPANYA                       ,MELILLA,Home,1
2012,6,ESPANYA                       ,MURCIA,Dona,3
2012,6,ESPANYA                       ,MURCIA,Home,5
2012,6,ESPANYA                       ,NAVARRA,Dona,1
2012,6,ESPANYA                       ,NAVARRA,Home,1
2012,6,ESPANYA                       ,OSCA,Dona,1
2012,6,ESPANYA                       ,OSCA,Home,1
2012,6,ESPANYA                       ,PALENCIA,Dona,1
2012,6,ESPANYA                       ,"PALMAS, LAS",Home,2
2012,6,ESPANYA                       ,PONTEVEDRA,Dona,1
2012,6,ESPANYA                       ,"RIOJA, LA",Dona,1
2012,6,ESPANYA                       ,SALAMANCA,Dona,1
2012,6,ESPANYA                       ,SALAMANCA,Home,3
2012,6,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Home,1
2012,6,ESPANYA                       ,SARAGOSSA,Home,1
2012,6,ESPANYA                       ,SEGOVIA,Dona,1
2012,6,ESPANYA                       ,SEGOVIA,Home,2
2012,6,ESPANYA                       ,SEVILLA,Dona,2
2012,6,ESPANYA                       ,SEVILLA,Home,2
2012,6,ESPANYA                       ,TARRAGONA,Dona,22
2012,6,ESPANYA                       ,TARRAGONA,Home,18
2012,6,ESPANYA                       ,TEROL,Home,1
2012,6,ESPANYA                       ,VALENCIA,Dona,3
2012,6,ESPANYA                       ,VALENCIA,Home,4
2012,6,"ESTATS UNITS D AMÈRICA, ELS   ", ,Home,3
2012,6,"GUINEA BISSAU, LA             ", ,Home,1
2012,6,HONDURES                      , ,Dona,2
2012,6,ISRAEL                        , ,Dona,1
2012,6,ITÀLIA                        , ,Dona,2
2012,6,ITÀLIA                        , ,Home,3
2012,6,"MARROC, EL                    ", ,Dona,8
2012,6,"MARROC, EL                    ", ,Home,4
2012,6,"PAÏSOS BAIXOS, ELS            ", ,Home,1
2012,6,"PAKISTAN, EL                  ", ,Home,1
2012,6,"REPÚBLICA DOMINICANA, LA      ", ,Dona,5
2012,6,"REPÚBLICA DOMINICANA, LA      ", ,Home,4
2012,6,ROMANIA                       , ,Dona,5
2012,6,ROMANIA                       , ,Home,3
2012,6,"SENEGAL, EL                   ", ,Dona,1
2012,6,SUÈCIA                        , ,Dona,1
2012,6,TRINITAT I TOBAGO             , ,Home,1
2012,6,UCRAÏNA                       , ,Home,1
2012,6,"URUGUAI, L                    ", ,Dona,1
2012,6,VENEÇUELA                     , ,Dona,2
2012,6,VENEÇUELA                     , ,Home,2
2012,6,"XINA, LA                      ", ,Dona,1
2012,7,ALGÈRIA                       , ,Home,1
2012,7,ANDORRA                       , ,Home,3
2012,7,"ARGENTINA, L                  ", ,Dona,2
2012,7,"ARGENTINA, L                  ", ,Home,1
2012,7,ARMÈNIA                       , ,Home,1
2012,7,BÈLGICA                       , ,Home,2
2012,7,"BRASIL, EL                    ", ,Dona,1
2012,7,"BRASIL, EL                    ", ,Home,1
2012,7,BULGÀRIA                      , ,Dona,2
2012,7,BULGÀRIA                      , ,Home,1
2012,7,"CANADÀ, EL                    ", ,Home,3
2012,7,COLÒMBIA                      , ,Dona,2
2012,7,COLÒMBIA                      , ,Home,4
2012,7,COREA DEL SUD                 , ,Home,1
2012,7,CUBA                          , ,Dona,2
2012,7,CUBA                          , ,Home,1
2012,7,"EQUADOR, L                    ", ,Dona,2
2012,7,"EQUADOR, L                    ", ,Home,1
2012,7,ESPANYA                       , ,Dona,263
2012,7,ESPANYA                       , ,Home,316
2012,7,ESPANYA                       ,ALACANT,Dona,3
2012,7,ESPANYA                       ,ALACANT,Home,4
2012,7,ESPANYA                       ,ALBACETE,Home,1
2012,7,ESPANYA                       ,ALMERIA,Home,5
2012,7,ESPANYA                       ,ASTURIAS,Dona,1
2012,7,ESPANYA                       ,ASTURIAS,Home,2
2012,7,ESPANYA                       ,BARCELONA,Dona,195
2012,7,ESPANYA                       ,BARCELONA,Home,234
2012,7,ESPANYA                       ,BISCAIA,Dona,1
2012,7,ESPANYA                       ,BISCAIA,Home,1
2012,7,ESPANYA                       ,CADIS,Home,1
2012,7,ESPANYA                       ,CANTABRIA,Home,1
2012,7,ESPANYA                       ,CASTELLO,Dona,1
2012,7,ESPANYA                       ,CEUTA,Dona,1
2012,7,ESPANYA                       ,CEUTA,Home,2
2012,7,ESPANYA                       ,CORDOBA,Dona,1
2012,7,ESPANYA                       ,CORDOBA,Home,3
2012,7,ESPANYA                       ,"CORUNYA, LA",Dona,2
2012,7,ESPANYA                       ,"CORUNYA, LA",Home,3
2012,7,ESPANYA                       ,GIRONA,Dona,8
2012,7,ESPANYA                       ,GIRONA,Home,10
2012,7,ESPANYA                       ,GRANADA,Home,3
2012,7,ESPANYA                       ,ILLES BALEARS,Home,2
2012,7,ESPANYA                       ,JAEN,Dona,1
2012,7,ESPANYA                       ,JAEN,Home,2
2012,7,ESPANYA                       ,LLEIDA,Dona,4
2012,7,ESPANYA                       ,LLEIDA,Home,7
2012,7,ESPANYA                       ,LLEO,Home,1
2012,7,ESPANYA                       ,MADRID,Dona,9
2012,7,ESPANYA                       ,MADRID,Home,6
2012,7,ESPANYA                       ,MALAGA,Dona,2
2012,7,ESPANYA                       ,MALAGA,Home,2
2012,7,ESPANYA                       ,MURCIA,Dona,2
2012,7,ESPANYA                       ,MURCIA,Home,4
2012,7,ESPANYA                       ,NAVARRA,Home,1
2012,7,ESPANYA                       ,"PALMAS, LAS",Dona,5
2012,7,ESPANYA                       ,"PALMAS, LAS",Home,1
2012,7,ESPANYA                       ,PONTEVEDRA,Dona,2
2012,7,ESPANYA                       ,PONTEVEDRA,Home,1
2012,7,ESPANYA                       ,SALAMANCA,Home,1
2012,7,ESPANYA                       ,SANTA CRUZ DE TENERIFE,Dona,1
2012,7,ESPANYA                       ,SARAGOSSA,Dona,2
2012,7,ESPANYA                       ,SARAGOSSA,Home,1
2012,7,ESPANYA                       ,SEGOVIA,Home,1
2012,7,ESPANYA                       ,SEVILLA,Dona,1
2012,7,ESPANYA                       ,SEVILLA,Home,1
2012,7,ESPANYA                       ,TARRAGONA,Dona,14
2012,7,ESPANYA                       ,TARRAGONA,Home,10
2012,7,ESPANYA                       ,TEROL,Dona,1
2012,7,ESPANYA                       ,TOLEDO,Home,1
2012,7,ESPANYA                       ,VALENCIA,Dona,5
2012,7,ESPANYA                       ,VALENCIA,Home,4
