VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,CODI_BARRI,NOM_BARRI,PARTIT,NOM_PARTIT,VOTS
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,1
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,CENB           ,CIUDADANOS EN BLANCO                              ,4
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,554
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,DN             ,DEMOCRACIA NACIONAL                               ,1
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,EI             ,ESCONS INSUBMISOS-ALTERNATIVA DELS DEMÒCRATES DESC,3
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,406
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,EV-AE          ,ELS VERDS-L ALTERNATIVA ECOLOGISTA                ,23
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,FDE            ,FRENTE DEMOCRÁTICO ESPAÑOL                        ,1
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,FE             ,LA FALANGE                                        ,0
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,1
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,166
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,IR-PRE         ,IZQUIERDA REPUBLICANA-PARTIT REPUBLICÀ D ESQUERRA ,1
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,LI-LITCI       ,LLUITA INTERNACIONALISTA                          ,0
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,MSR            ,MOVIMENT SOCIAL REPUBLICÀ                         ,0
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,N              ,ESTADO NACIONAL EUROPEO                           ,2
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,1
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,1
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PFIV           ,FAMILIA I VIDA                                    ,0
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PH             ,PARTIDO HUMANISTA                                 ,2
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PNCA           ,PARTIDO NACIONALISTA CALÓ                         ,1
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,1
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PP             ,PARTIT POPULAR DE CATALUNYA                       ,394
G,Eleccions Generals                      ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,1224
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,1
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,CENB           ,CIUDADANOS EN BLANCO                              ,2
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,658
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,DN             ,DEMOCRACIA NACIONAL                               ,3
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,EI             ,ESCONS INSUBMISOS-ALTERNATIVA DELS DEMÒCRATES DESC,1
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,486
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,EV-AE          ,ELS VERDS-L ALTERNATIVA ECOLOGISTA                ,24
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,FDE            ,FRENTE DEMOCRÁTICO ESPAÑOL                        ,0
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,FE             ,LA FALANGE                                        ,1
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,1
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,243
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,IR-PRE         ,IZQUIERDA REPUBLICANA-PARTIT REPUBLICÀ D ESQUERRA ,3
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,LI-LITCI       ,LLUITA INTERNACIONALISTA                          ,0
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,MSR            ,MOVIMENT SOCIAL REPUBLICÀ                         ,0
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,N              ,ESTADO NACIONAL EUROPEO                           ,1
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,6
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,PFIV           ,FAMILIA I VIDA                                    ,1
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,PH             ,PARTIDO HUMANISTA                                 ,3
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,PNCA           ,PARTIDO NACIONALISTA CALÓ                         ,0
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,4
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,PP             ,PARTIT POPULAR DE CATALUNYA                       ,451
G,Eleccions Generals                      ,2004,1,16,CEMENTIRI VELL                          ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,1342
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,2
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,CENB           ,CIUDADANOS EN BLANCO                              ,9
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,3509
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,DN             ,DEMOCRACIA NACIONAL                               ,0
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,EI             ,ESCONS INSUBMISOS-ALTERNATIVA DELS DEMÒCRATES DESC,8
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,1921
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,EV-AE          ,ELS VERDS-L ALTERNATIVA ECOLOGISTA                ,49
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,FDE            ,FRENTE DEMOCRÁTICO ESPAÑOL                        ,1
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,FE             ,LA FALANGE                                        ,0
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,2
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,490
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,IR-PRE         ,IZQUIERDA REPUBLICANA-PARTIT REPUBLICÀ D ESQUERRA ,3
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,LI-LITCI       ,LLUITA INTERNACIONALISTA                          ,0
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,MSR            ,MOVIMENT SOCIAL REPUBLICÀ                         ,1
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,N              ,ESTADO NACIONAL EUROPEO                           ,0
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,1
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,0
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,PFIV           ,FAMILIA I VIDA                                    ,38
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,PH             ,PARTIDO HUMANISTA                                 ,1
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,PNCA           ,PARTIDO NACIONALISTA CALÓ                         ,0
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,PP             ,PARTIT POPULAR DE CATALUNYA                       ,1302
G,Eleccions Generals                      ,2004,1,17,CENTRE                                  ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,1889
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,0
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,CENB           ,CIUDADANOS EN BLANCO                              ,0
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,876
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,DN             ,DEMOCRACIA NACIONAL                               ,1
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,EI             ,ESCONS INSUBMISOS-ALTERNATIVA DELS DEMÒCRATES DESC,0
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,625
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,EV-AE          ,ELS VERDS-L ALTERNATIVA ECOLOGISTA                ,16
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,FDE            ,FRENTE DEMOCRÁTICO ESPAÑOL                        ,0
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,FE             ,LA FALANGE                                        ,0
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,1
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,173
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,IR-PRE         ,IZQUIERDA REPUBLICANA-PARTIT REPUBLICÀ D ESQUERRA ,6
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,LI-LITCI       ,LLUITA INTERNACIONALISTA                          ,0
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,MSR            ,MOVIMENT SOCIAL REPUBLICÀ                         ,0
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,N              ,ESTADO NACIONAL EUROPEO                           ,0
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,1
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,PFIV           ,FAMILIA I VIDA                                    ,1
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,PH             ,PARTIDO HUMANISTA                                 ,1
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,PNCA           ,PARTIDO NACIONALISTA CALÓ                         ,1
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,PP             ,PARTIT POPULAR DE CATALUNYA                       ,348
G,Eleccions Generals                      ,2004,1,18,VALLPARADIS                             ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,799
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,CENB           ,CIUDADANOS EN BLANCO                              ,1
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,96
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,DN             ,DEMOCRACIA NACIONAL                               ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,EI             ,ESCONS INSUBMISOS-ALTERNATIVA DELS DEMÒCRATES DESC,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,73
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,EV-AE          ,ELS VERDS-L ALTERNATIVA ECOLOGISTA                ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,FDE            ,FRENTE DEMOCRÁTICO ESPAÑOL                        ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,FE             ,LA FALANGE                                        ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,13
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,IR-PRE         ,IZQUIERDA REPUBLICANA-PARTIT REPUBLICÀ D ESQUERRA ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,LI-LITCI       ,LLUITA INTERNACIONALISTA                          ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,MSR            ,MOVIMENT SOCIAL REPUBLICÀ                         ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,N              ,ESTADO NACIONAL EUROPEO                           ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PFIV           ,FAMILIA I VIDA                                    ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PH             ,PARTIDO HUMANISTA                                 ,0
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PNCA           ,PARTIDO NACIONALISTA CALÓ                         ,3
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,1
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PP             ,PARTIT POPULAR DE CATALUNYA                       ,33
G,Eleccions Generals                      ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,83
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,1
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,CENB           ,CIUDADANOS EN BLANCO                              ,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,88
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,DN             ,DEMOCRACIA NACIONAL                               ,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,EI             ,ESCONS INSUBMISOS-ALTERNATIVA DELS DEMÒCRATES DESC,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,36
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,EV-AE          ,ELS VERDS-L ALTERNATIVA ECOLOGISTA                ,7
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,FDE            ,FRENTE DEMOCRÁTICO ESPAÑOL                        ,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,FE             ,LA FALANGE                                        ,3
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,50
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,IR-PRE         ,IZQUIERDA REPUBLICANA-PARTIT REPUBLICÀ D ESQUERRA ,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,LI-LITCI       ,LLUITA INTERNACIONALISTA                          ,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,MSR            ,MOVIMENT SOCIAL REPUBLICÀ                         ,2
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,N              ,ESTADO NACIONAL EUROPEO                           ,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,PFIV           ,FAMILIA I VIDA                                    ,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,PH             ,PARTIDO HUMANISTA                                 ,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,PNCA           ,PARTIDO NACIONALISTA CALÓ                         ,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,PP             ,PARTIT POPULAR DE CATALUNYA                       ,104
G,Eleccions Generals                      ,2004,2,7,MONTSERRAT                              ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,357
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,0
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,CENB           ,CIUDADANOS EN BLANCO                              ,0
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,54
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,DN             ,DEMOCRACIA NACIONAL                               ,0
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,EI             ,ESCONS INSUBMISOS-ALTERNATIVA DELS DEMÒCRATES DESC,0
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,16
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,EV-AE          ,ELS VERDS-L ALTERNATIVA ECOLOGISTA                ,7
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,FDE            ,FRENTE DEMOCRÁTICO ESPAÑOL                        ,0
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,FE             ,LA FALANGE                                        ,0
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,1
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,28
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,IR-PRE         ,IZQUIERDA REPUBLICANA-PARTIT REPUBLICÀ D ESQUERRA ,0
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,LI-LITCI       ,LLUITA INTERNACIONALISTA                          ,1
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,MSR            ,MOVIMENT SOCIAL REPUBLICÀ                         ,0
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,N              ,ESTADO NACIONAL EUROPEO                           ,0
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,1
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,PFIV           ,FAMILIA I VIDA                                    ,0
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,PH             ,PARTIDO HUMANISTA                                 ,0
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,PNCA           ,PARTIDO NACIONALISTA CALÓ                         ,6
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,2
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,PP             ,PARTIT POPULAR DE CATALUNYA                       ,31
G,Eleccions Generals                      ,2004,2,8,VILARDELL                               ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,222
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,1
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,CENB           ,CIUDADANOS EN BLANCO                              ,1
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,113
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,DN             ,DEMOCRACIA NACIONAL                               ,0
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,EI             ,ESCONS INSUBMISOS-ALTERNATIVA DELS DEMÒCRATES DESC,0
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,58
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,EV-AE          ,ELS VERDS-L ALTERNATIVA ECOLOGISTA                ,19
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,FDE            ,FRENTE DEMOCRÁTICO ESPAÑOL                        ,0
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,FE             ,LA FALANGE                                        ,0
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,1
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,96
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,IR-PRE         ,IZQUIERDA REPUBLICANA-PARTIT REPUBLICÀ D ESQUERRA ,0
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,LI-LITCI       ,LLUITA INTERNACIONALISTA                          ,0
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,MSR            ,MOVIMENT SOCIAL REPUBLICÀ                         ,0
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,N              ,ESTADO NACIONAL EUROPEO                           ,0
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,PCPC           ,PARTIT COMUNISTA DEL POBLE DE CATALUNYA           ,0
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,PFIV           ,FAMILIA I VIDA                                    ,3
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,PH             ,PARTIDO HUMANISTA                                 ,2
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,PNCA           ,PARTIDO NACIONALISTA CALÓ                         ,2
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,1
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,PP             ,PARTIT POPULAR DE CATALUNYA                       ,146
G,Eleccions Generals                      ,2004,2,9,TORRE-SANA                              ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,690
G,Eleccions Generals                      ,2004,2,14,CA N ANGLADA                            ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,3
G,Eleccions Generals                      ,2004,2,14,CA N ANGLADA                            ,CENB           ,CIUDADANOS EN BLANCO                              ,6
G,Eleccions Generals                      ,2004,2,14,CA N ANGLADA                            ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,548
G,Eleccions Generals                      ,2004,2,14,CA N ANGLADA                            ,DN             ,DEMOCRACIA NACIONAL                               ,1
G,Eleccions Generals                      ,2004,2,14,CA N ANGLADA                            ,EI             ,ESCONS INSUBMISOS-ALTERNATIVA DELS DEMÒCRATES DESC,3
G,Eleccions Generals                      ,2004,2,14,CA N ANGLADA                            ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,355
G,Eleccions Generals                      ,2004,2,14,CA N ANGLADA                            ,EV-AE          ,ELS VERDS-L ALTERNATIVA ECOLOGISTA                ,45
G,Eleccions Generals                      ,2004,2,14,CA N ANGLADA                            ,FDE            ,FRENTE DEMOCRÁTICO ESPAÑOL                        ,3
G,Eleccions Generals                      ,2004,2,14,CA N ANGLADA                            ,FE             ,LA FALANGE                                        ,9
G,Eleccions Generals                      ,2004,2,14,CA N ANGLADA                            ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,2
G,Eleccions Generals                      ,2004,2,14,CA N ANGLADA                            ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,422
G,Eleccions Generals                      ,2004,2,14,CA N ANGLADA                            ,IR-PRE         ,IZQUIERDA REPUBLICANA-PARTIT REPUBLICÀ D ESQUERRA ,0
G,Eleccions Generals                      ,2004,2,14,CA N ANGLADA                            ,LI-LITCI       ,LLUITA INTERNACIONALISTA                          ,0
