DATA_REFERENCIA,DISTRICTE,BARRI,SEXE,NIVELL_ESTUDI,POBLACIO
2015,DISTRICTE 6,SANT PERE NORD                ,Home,Desconegut                    ,102
2015,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Dona,Diplomat en Escoles Università,38
2015,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Home,Diplomat en Escoles Università,23
2015,DISTRICTE 1,CEMENTIRI VELL                ,Dona,Diplomat en Escoles Università,252
2015,DISTRICTE 1,CEMENTIRI VELL                ,Home,Diplomat en Escoles Università,128
2015,DISTRICTE 1,CENTRE                        ,Dona,Diplomat en Escoles Università,1015
2015,DISTRICTE 1,CENTRE                        ,Home,Diplomat en Escoles Università,562
2015,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Dona,Diplomat en Escoles Università,141
2015,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Home,Diplomat en Escoles Università,86
2015,DISTRICTE 1,VALLPARADÍS                   ,Dona,Diplomat en Escoles Università,219
2015,DISTRICTE 1,VALLPARADÍS                   ,Home,Diplomat en Escoles Università,129
2015,DISTRICTE 2,CA N ANGLADA                  ,Dona,Diplomat en Escoles Università,126
2015,DISTRICTE 2,CA N ANGLADA                  ,Home,Diplomat en Escoles Università,63
2015,DISTRICTE 2,DISSEMINATS                   ,Dona,Diplomat en Escoles Università,2
2015,DISTRICTE 2,MONTSERRAT                    ,Dona,Diplomat en Escoles Università,14
2015,DISTRICTE 2,MONTSERRAT                    ,Home,Diplomat en Escoles Università,7
2015,DISTRICTE 2,TORRE-SANA                    ,Dona,Diplomat en Escoles Università,156
2015,DISTRICTE 2,TORRE-SANA                    ,Home,Diplomat en Escoles Università,69
2015,DISTRICTE 2,VILARDELL                     ,Dona,Diplomat en Escoles Università,1
2015,DISTRICTE 2,VILARDELL                     ,Home,Diplomat en Escoles Università,2
2015,DISTRICTE 3,CAN JOFRESA                   ,Dona,Diplomat en Escoles Università,12
2015,DISTRICTE 3,CAN JOFRESA                   ,Home,Diplomat en Escoles Università,12
2015,DISTRICTE 3,CAN PALET                     ,Dona,Diplomat en Escoles Università,255
2015,DISTRICTE 3,CAN PALET                     ,Home,Diplomat en Escoles Università,128
2015,DISTRICTE 3,CAN PALET II                  ,Dona,Diplomat en Escoles Università,7
2015,DISTRICTE 3,CAN PALET II                  ,Home,Diplomat en Escoles Università,1
2015,DISTRICTE 3,CAN PARELLADA                 ,Dona,Diplomat en Escoles Università,75
2015,DISTRICTE 3,CAN PARELLADA                 ,Home,Diplomat en Escoles Università,28
2015,DISTRICTE 3,GUADALHORCE                   ,Dona,Diplomat en Escoles Università,8
2015,DISTRICTE 3,GUADALHORCE                   ,Home,Diplomat en Escoles Università,5
2015,DISTRICTE 3,LES FONTS                     ,Dona,Diplomat en Escoles Università,100
2015,DISTRICTE 3,LES FONTS                     ,Home,Diplomat en Escoles Università,59
2015,DISTRICTE 3,SEGLE XX                      ,Dona,Diplomat en Escoles Università,257
2015,DISTRICTE 3,SEGLE XX                      ,Home,Diplomat en Escoles Università,121
2015,DISTRICTE 3,XÚQUER                        ,Dona,Diplomat en Escoles Università,24
2015,DISTRICTE 3,XÚQUER                        ,Home,Diplomat en Escoles Università,7
2015,DISTRICTE 4,CA N AURELL                   ,Dona,Diplomat en Escoles Università,782
2015,DISTRICTE 4,CA N AURELL                   ,Home,Diplomat en Escoles Università,443
2015,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Dona,Diplomat en Escoles Università,37
2015,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Home,Diplomat en Escoles Università,14
2015,DISTRICTE 4,DISSEMINATS                   ,Home,Diplomat en Escoles Università,1
2015,DISTRICTE 4,LA COGULLADA                  ,Dona,Diplomat en Escoles Università,139
2015,DISTRICTE 4,LA COGULLADA                  ,Home,Diplomat en Escoles Università,57
2015,DISTRICTE 4,LA MAURINA                    ,Dona,Diplomat en Escoles Università,125
2015,DISTRICTE 4,LA MAURINA                    ,Home,Diplomat en Escoles Università,54
2015,DISTRICTE 4,LES MARTINES                  ,Dona,Diplomat en Escoles Università,6
2015,DISTRICTE 4,LES MARTINES                  ,Home,Diplomat en Escoles Università,8
2015,DISTRICTE 4,ROC BLANC                     ,Dona,Diplomat en Escoles Università,141
2015,DISTRICTE 4,ROC BLANC                     ,Home,Diplomat en Escoles Università,59
2015,DISTRICTE 4,VISTA ALEGRE                  ,Dona,Diplomat en Escoles Università,3
2015,DISTRICTE 4,VISTA ALEGRE                  ,Home,Diplomat en Escoles Università,3
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Dona,Diplomat en Escoles Università,170
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Home,Diplomat en Escoles Università,88
2015,DISTRICTE 5,CAN BOADA DEL PI              ,Dona,Diplomat en Escoles Università,14
2015,DISTRICTE 5,CAN BOADA DEL PI              ,Home,Diplomat en Escoles Università,11
2015,DISTRICTE 5,CAN GONTERES                  ,Dona,Diplomat en Escoles Università,5
2015,DISTRICTE 5,CAN GONTERES                  ,Home,Diplomat en Escoles Università,2
2015,DISTRICTE 5,CAN ROCA                      ,Dona,Diplomat en Escoles Università,130
2015,DISTRICTE 5,CAN ROCA                      ,Home,Diplomat en Escoles Università,49
2015,DISTRICTE 5,DISSEMINATS                   ,Dona,Diplomat en Escoles Università,4
2015,DISTRICTE 5,DISSEMINATS                   ,Home,Diplomat en Escoles Università,3
2015,DISTRICTE 5,PLA DEL BON AIRE              ,Dona,Diplomat en Escoles Università,32
2015,DISTRICTE 5,PLA DEL BON AIRE              ,Home,Diplomat en Escoles Università,19
2015,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Dona,Diplomat en Escoles Università,5
2015,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Home,Diplomat en Escoles Università,1
2015,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Dona,Diplomat en Escoles Università,338
2015,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Home,Diplomat en Escoles Università,165
2015,DISTRICTE 5,SANT PERE                     ,Dona,Diplomat en Escoles Università,494
2015,DISTRICTE 5,SANT PERE                     ,Home,Diplomat en Escoles Università,257
2015,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Dona,Diplomat en Escoles Università,208
2015,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Home,Diplomat en Escoles Università,110
2015,DISTRICTE 6,CAN TUSELL                    ,Dona,Diplomat en Escoles Università,16
2015,DISTRICTE 6,CAN TUSELL                    ,Home,Diplomat en Escoles Università,12
2015,DISTRICTE 6,DISSEMINATS                   ,Dona,Diplomat en Escoles Università,6
2015,DISTRICTE 6,DISSEMINATS                   ,Home,Diplomat en Escoles Università,2
2015,DISTRICTE 6,ÈGARA                         ,Dona,Diplomat en Escoles Università,55
2015,DISTRICTE 6,ÈGARA                         ,Home,Diplomat en Escoles Università,30
2015,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Dona,Diplomat en Escoles Università,3
2015,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Home,Diplomat en Escoles Università,3
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Dona,Diplomat en Escoles Università,298
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Home,Diplomat en Escoles Università,105
2015,DISTRICTE 6,SANT LLORENÇ                  ,Dona,Diplomat en Escoles Università,29
2015,DISTRICTE 6,SANT LLORENÇ                  ,Home,Diplomat en Escoles Università,16
2015,DISTRICTE 6,SANT PERE NORD                ,Dona,Diplomat en Escoles Università,261
2015,DISTRICTE 6,SANT PERE NORD                ,Home,Diplomat en Escoles Università,150
2015,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Dona,Doctorat i Estudis de postgrau,8
2015,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Home,Doctorat i Estudis de postgrau,6
2015,DISTRICTE 1,CEMENTIRI VELL                ,Dona,Doctorat i Estudis de postgrau,67
2015,DISTRICTE 1,CEMENTIRI VELL                ,Home,Doctorat i Estudis de postgrau,66
2015,DISTRICTE 1,CENTRE                        ,Dona,Doctorat i Estudis de postgrau,283
2015,DISTRICTE 1,CENTRE                        ,Home,Doctorat i Estudis de postgrau,244
2015,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Dona,Doctorat i Estudis de postgrau,32
2015,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Home,Doctorat i Estudis de postgrau,18
2015,DISTRICTE 1,VALLPARADÍS                   ,Dona,Doctorat i Estudis de postgrau,50
2015,DISTRICTE 1,VALLPARADÍS                   ,Home,Doctorat i Estudis de postgrau,43
2015,DISTRICTE 2,CA N ANGLADA                  ,Dona,Doctorat i Estudis de postgrau,20
2015,DISTRICTE 2,CA N ANGLADA                  ,Home,Doctorat i Estudis de postgrau,13
2015,DISTRICTE 2,TORRE-SANA                    ,Dona,Doctorat i Estudis de postgrau,14
2015,DISTRICTE 2,TORRE-SANA                    ,Home,Doctorat i Estudis de postgrau,16
2015,DISTRICTE 3,CAN JOFRESA                   ,Dona,Doctorat i Estudis de postgrau,4
2015,DISTRICTE 3,CAN PALET                     ,Dona,Doctorat i Estudis de postgrau,36
2015,DISTRICTE 3,CAN PALET                     ,Home,Doctorat i Estudis de postgrau,34
2015,DISTRICTE 3,CAN PALET II                  ,Dona,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 3,CAN PALET II                  ,Home,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 3,CAN PARELLADA                 ,Dona,Doctorat i Estudis de postgrau,5
2015,DISTRICTE 3,CAN PARELLADA                 ,Home,Doctorat i Estudis de postgrau,7
2015,DISTRICTE 3,GUADALHORCE                   ,Dona,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 3,GUADALHORCE                   ,Home,Doctorat i Estudis de postgrau,3
2015,DISTRICTE 3,LES FONTS                     ,Dona,Doctorat i Estudis de postgrau,17
2015,DISTRICTE 3,LES FONTS                     ,Home,Doctorat i Estudis de postgrau,18
2015,DISTRICTE 3,SEGLE XX                      ,Dona,Doctorat i Estudis de postgrau,56
2015,DISTRICTE 3,SEGLE XX                      ,Home,Doctorat i Estudis de postgrau,34
2015,DISTRICTE 3,XÚQUER                        ,Home,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 4,CA N AURELL                   ,Dona,Doctorat i Estudis de postgrau,166
2015,DISTRICTE 4,CA N AURELL                   ,Home,Doctorat i Estudis de postgrau,142
2015,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Dona,Doctorat i Estudis de postgrau,2
2015,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Home,Doctorat i Estudis de postgrau,4
2015,DISTRICTE 4,DISSEMINATS                   ,Dona,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 4,LA COGULLADA                  ,Dona,Doctorat i Estudis de postgrau,21
2015,DISTRICTE 4,LA COGULLADA                  ,Home,Doctorat i Estudis de postgrau,21
2015,DISTRICTE 4,LA MAURINA                    ,Dona,Doctorat i Estudis de postgrau,19
2015,DISTRICTE 4,LA MAURINA                    ,Home,Doctorat i Estudis de postgrau,10
2015,DISTRICTE 4,LES MARTINES                  ,Dona,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 4,LES MARTINES                  ,Home,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 4,ROC BLANC                     ,Dona,Doctorat i Estudis de postgrau,14
2015,DISTRICTE 4,ROC BLANC                     ,Home,Doctorat i Estudis de postgrau,12
2015,DISTRICTE 4,VISTA ALEGRE                  ,Dona,Doctorat i Estudis de postgrau,2
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Dona,Doctorat i Estudis de postgrau,28
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Home,Doctorat i Estudis de postgrau,14
2015,DISTRICTE 5,CAN BOADA DEL PI              ,Home,Doctorat i Estudis de postgrau,3
2015,DISTRICTE 5,CAN GONTERES                  ,Dona,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 5,CAN ROCA                      ,Dona,Doctorat i Estudis de postgrau,23
2015,DISTRICTE 5,CAN ROCA                      ,Home,Doctorat i Estudis de postgrau,27
2015,DISTRICTE 5,DISSEMINATS                   ,Dona,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 5,PLA DEL BON AIRE              ,Dona,Doctorat i Estudis de postgrau,4
2015,DISTRICTE 5,PLA DEL BON AIRE              ,Home,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Dona,Doctorat i Estudis de postgrau,2
2015,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Home,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Dona,Doctorat i Estudis de postgrau,51
2015,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Home,Doctorat i Estudis de postgrau,49
2015,DISTRICTE 5,SANT PERE                     ,Dona,Doctorat i Estudis de postgrau,104
2015,DISTRICTE 5,SANT PERE                     ,Home,Doctorat i Estudis de postgrau,75
2015,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Dona,Doctorat i Estudis de postgrau,39
2015,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Home,Doctorat i Estudis de postgrau,40
2015,DISTRICTE 6,CAN TUSELL                    ,Dona,Doctorat i Estudis de postgrau,3
2015,DISTRICTE 6,CAN TUSELL                    ,Home,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 6,ÈGARA                         ,Dona,Doctorat i Estudis de postgrau,12
2015,DISTRICTE 6,ÈGARA                         ,Home,Doctorat i Estudis de postgrau,5
2015,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Dona,Doctorat i Estudis de postgrau,3
2015,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Home,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Dona,Doctorat i Estudis de postgrau,29
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Home,Doctorat i Estudis de postgrau,16
2015,DISTRICTE 6,SANT LLORENÇ                  ,Dona,Doctorat i Estudis de postgrau,5
2015,DISTRICTE 6,SANT LLORENÇ                  ,Home,Doctorat i Estudis de postgrau,1
2015,DISTRICTE 6,SANT PERE NORD                ,Dona,Doctorat i Estudis de postgrau,36
2015,DISTRICTE 6,SANT PERE NORD                ,Home,Doctorat i Estudis de postgrau,28
2015,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Dona,Ensenyament primari incomplert,48
2015,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Home,Ensenyament primari incomplert,43
2015,DISTRICTE 1,CEMENTIRI VELL                ,Dona,Ensenyament primari incomplert,573
2015,DISTRICTE 1,CEMENTIRI VELL                ,Home,Ensenyament primari incomplert,545
2015,DISTRICTE 1,CENTRE                        ,Dona,Ensenyament primari incomplert,1220
2015,DISTRICTE 1,CENTRE                        ,Home,Ensenyament primari incomplert,815
2015,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Dona,Ensenyament primari incomplert,537
2015,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Home,Ensenyament primari incomplert,478
2015,DISTRICTE 1,VALLPARADÍS                   ,Dona,Ensenyament primari incomplert,431
2015,DISTRICTE 1,VALLPARADÍS                   ,Home,Ensenyament primari incomplert,270
2015,DISTRICTE 2,CA N ANGLADA                  ,Dona,Ensenyament primari incomplert,1818
2015,DISTRICTE 2,CA N ANGLADA                  ,Home,Ensenyament primari incomplert,2088
2015,DISTRICTE 2,DISSEMINATS                   ,Dona,Ensenyament primari incomplert,14
2015,DISTRICTE 2,DISSEMINATS                   ,Home,Ensenyament primari incomplert,17
2015,DISTRICTE 2,MONTSERRAT                    ,Dona,Ensenyament primari incomplert,217
2015,DISTRICTE 2,MONTSERRAT                    ,Home,Ensenyament primari incomplert,288
2015,DISTRICTE 2,TORRE-SANA                    ,Dona,Ensenyament primari incomplert,393
2015,DISTRICTE 2,TORRE-SANA                    ,Home,Ensenyament primari incomplert,436
2015,DISTRICTE 2,VILARDELL                     ,Dona,Ensenyament primari incomplert,129
2015,DISTRICTE 2,VILARDELL                     ,Home,Ensenyament primari incomplert,139
2015,DISTRICTE 3,CAN JOFRESA                   ,Dona,Ensenyament primari incomplert,247
2015,DISTRICTE 3,CAN JOFRESA                   ,Home,Ensenyament primari incomplert,242
2015,DISTRICTE 3,CAN PALET                     ,Dona,Ensenyament primari incomplert,1456
2015,DISTRICTE 3,CAN PALET                     ,Home,Ensenyament primari incomplert,1373
2015,DISTRICTE 3,CAN PALET II                  ,Dona,Ensenyament primari incomplert,138
2015,DISTRICTE 3,CAN PALET II                  ,Home,Ensenyament primari incomplert,194
2015,DISTRICTE 3,CAN PARELLADA                 ,Dona,Ensenyament primari incomplert,786
2015,DISTRICTE 3,CAN PARELLADA                 ,Home,Ensenyament primari incomplert,816
2015,DISTRICTE 3,DISSEMINATS                   ,Dona,Ensenyament primari incomplert,3
2015,DISTRICTE 3,DISSEMINATS                   ,Home,Ensenyament primari incomplert,4
2015,DISTRICTE 3,GUADALHORCE                   ,Dona,Ensenyament primari incomplert,157
2015,DISTRICTE 3,GUADALHORCE                   ,Home,Ensenyament primari incomplert,198
2015,DISTRICTE 3,LES FONTS                     ,Dona,Ensenyament primari incomplert,188
2015,DISTRICTE 3,LES FONTS                     ,Home,Ensenyament primari incomplert,178
2015,DISTRICTE 3,P.I. CAN PARELLADA            ,Dona,Ensenyament primari incomplert,1
2015,DISTRICTE 3,P.I. SANTA EULÀLIA            ,Dona,Ensenyament primari incomplert,6
2015,DISTRICTE 3,P.I. SANTA EULÀLIA            ,Home,Ensenyament primari incomplert,34
2015,DISTRICTE 3,P.I. SANTA MARGARIDA          ,Dona,Ensenyament primari incomplert,1
2015,DISTRICTE 3,SEGLE XX                      ,Dona,Ensenyament primari incomplert,480
2015,DISTRICTE 3,SEGLE XX                      ,Home,Ensenyament primari incomplert,420
2015,DISTRICTE 3,XÚQUER                        ,Dona,Ensenyament primari incomplert,111
2015,DISTRICTE 3,XÚQUER                        ,Home,Ensenyament primari incomplert,119
2015,DISTRICTE 4,CA N AURELL                   ,Dona,Ensenyament primari incomplert,1621
2015,DISTRICTE 4,CA N AURELL                   ,Home,Ensenyament primari incomplert,1195
2015,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Dona,Ensenyament primari incomplert,116
2015,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Home,Ensenyament primari incomplert,136
2015,DISTRICTE 4,DISSEMINATS                   ,Dona,Ensenyament primari incomplert,4
2015,DISTRICTE 4,DISSEMINATS                   ,Home,Ensenyament primari incomplert,3
2015,DISTRICTE 4,LA COGULLADA                  ,Dona,Ensenyament primari incomplert,566
2015,DISTRICTE 4,LA COGULLADA                  ,Home,Ensenyament primari incomplert,510
2015,DISTRICTE 4,LA MAURINA                    ,Dona,Ensenyament primari incomplert,946
2015,DISTRICTE 4,LA MAURINA                    ,Home,Ensenyament primari incomplert,986
2015,DISTRICTE 4,LES MARTINES                  ,Dona,Ensenyament primari incomplert,51
2015,DISTRICTE 4,LES MARTINES                  ,Home,Ensenyament primari incomplert,63
2015,DISTRICTE 4,ROC BLANC                     ,Dona,Ensenyament primari incomplert,465
2015,DISTRICTE 4,ROC BLANC                     ,Home,Ensenyament primari incomplert,504
2015,DISTRICTE 4,VISTA ALEGRE                  ,Dona,Ensenyament primari incomplert,9
2015,DISTRICTE 4,VISTA ALEGRE                  ,Home,Ensenyament primari incomplert,4
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Dona,Ensenyament primari incomplert,821
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Home,Ensenyament primari incomplert,739
2015,DISTRICTE 5,CAN BOADA DEL PI              ,Dona,Ensenyament primari incomplert,192
2015,DISTRICTE 5,CAN BOADA DEL PI              ,Home,Ensenyament primari incomplert,199
2015,DISTRICTE 5,CAN GONTERES                  ,Dona,Ensenyament primari incomplert,49
2015,DISTRICTE 5,CAN GONTERES                  ,Home,Ensenyament primari incomplert,44
2015,DISTRICTE 5,CAN ROCA                      ,Dona,Ensenyament primari incomplert,208
2015,DISTRICTE 5,CAN ROCA                      ,Home,Ensenyament primari incomplert,219
2015,DISTRICTE 5,DISSEMINATS                   ,Dona,Ensenyament primari incomplert,19
2015,DISTRICTE 5,DISSEMINATS                   ,Home,Ensenyament primari incomplert,15
2015,DISTRICTE 5,ELS CAUS - ELS PINETONS       ,Dona,Ensenyament primari incomplert,3
2015,DISTRICTE 5,ELS CAUS - ELS PINETONS       ,Home,Ensenyament primari incomplert,5
2015,DISTRICTE 5,PLA DEL BON AIRE              ,Dona,Ensenyament primari incomplert,338
2015,DISTRICTE 5,PLA DEL BON AIRE              ,Home,Ensenyament primari incomplert,294
2015,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Dona,Ensenyament primari incomplert,3
2015,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Home,Ensenyament primari incomplert,6
2015,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Dona,Ensenyament primari incomplert,1069
2015,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Home,Ensenyament primari incomplert,1007
2015,DISTRICTE 5,SANT PERE                     ,Dona,Ensenyament primari incomplert,1250
2015,DISTRICTE 5,SANT PERE                     ,Home,Ensenyament primari incomplert,913
2015,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Dona,Ensenyament primari incomplert,553
2015,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Home,Ensenyament primari incomplert,432
2015,DISTRICTE 6,CAN TUSELL                    ,Dona,Ensenyament primari incomplert,294
2015,DISTRICTE 6,CAN TUSELL                    ,Home,Ensenyament primari incomplert,303
2015,DISTRICTE 6,DISSEMINATS                   ,Dona,Ensenyament primari incomplert,24
2015,DISTRICTE 6,DISSEMINATS                   ,Home,Ensenyament primari incomplert,17
2015,DISTRICTE 6,ÈGARA                         ,Dona,Ensenyament primari incomplert,514
2015,DISTRICTE 6,ÈGARA                         ,Home,Ensenyament primari incomplert,573
2015,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Dona,Ensenyament primari incomplert,6
2015,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Home,Ensenyament primari incomplert,9
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Dona,Ensenyament primari incomplert,1340
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Home,Ensenyament primari incomplert,1490
2015,DISTRICTE 6,SANT LLORENÇ                  ,Dona,Ensenyament primari incomplert,633
2015,DISTRICTE 6,SANT LLORENÇ                  ,Home,Ensenyament primari incomplert,698
2015,DISTRICTE 6,SANT PERE NORD                ,Dona,Ensenyament primari incomplert,1812
2015,DISTRICTE 6,SANT PERE NORD                ,Home,Ensenyament primari incomplert,1796
2015,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Dona,Formació professional de Segon,8
2015,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Home,Formació professional de Segon,9
2015,DISTRICTE 1,CEMENTIRI VELL                ,Dona,Formació professional de Segon,129
2015,DISTRICTE 1,CEMENTIRI VELL                ,Home,Formació professional de Segon,171
2015,DISTRICTE 1,CENTRE                        ,Dona,Formació professional de Segon,387
2015,DISTRICTE 1,CENTRE                        ,Home,Formació professional de Segon,446
2015,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Dona,Formació professional de Segon,97
2015,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Home,Formació professional de Segon,108
2015,DISTRICTE 1,VALLPARADÍS                   ,Dona,Formació professional de Segon,112
2015,DISTRICTE 1,VALLPARADÍS                   ,Home,Formació professional de Segon,113
2015,DISTRICTE 2,CA N ANGLADA                  ,Dona,Formació professional de Segon,153
2015,DISTRICTE 2,CA N ANGLADA                  ,Home,Formació professional de Segon,202
2015,DISTRICTE 2,DISSEMINATS                   ,Home,Formació professional de Segon,1
2015,DISTRICTE 2,MONTSERRAT                    ,Dona,Formació professional de Segon,13
2015,DISTRICTE 2,MONTSERRAT                    ,Home,Formació professional de Segon,12
2015,DISTRICTE 2,TORRE-SANA                    ,Dona,Formació professional de Segon,150
2015,DISTRICTE 2,TORRE-SANA                    ,Home,Formació professional de Segon,175
2015,DISTRICTE 2,VILARDELL                     ,Dona,Formació professional de Segon,3
2015,DISTRICTE 2,VILARDELL                     ,Home,Formació professional de Segon,2
2015,DISTRICTE 3,CAN JOFRESA                   ,Dona,Formació professional de Segon,22
2015,DISTRICTE 3,CAN JOFRESA                   ,Home,Formació professional de Segon,41
2015,DISTRICTE 3,CAN PALET                     ,Dona,Formació professional de Segon,237
2015,DISTRICTE 3,CAN PALET                     ,Home,Formació professional de Segon,275
2015,DISTRICTE 3,CAN PALET II                  ,Dona,Formació professional de Segon,6
2015,DISTRICTE 3,CAN PALET II                  ,Home,Formació professional de Segon,8
2015,DISTRICTE 3,CAN PARELLADA                 ,Dona,Formació professional de Segon,100
2015,DISTRICTE 3,CAN PARELLADA                 ,Home,Formació professional de Segon,123
2015,DISTRICTE 3,DISSEMINATS                   ,Home,Formació professional de Segon,1
2015,DISTRICTE 3,GUADALHORCE                   ,Dona,Formació professional de Segon,11
2015,DISTRICTE 3,GUADALHORCE                   ,Home,Formació professional de Segon,21
2015,DISTRICTE 3,LES FONTS                     ,Dona,Formació professional de Segon,87
2015,DISTRICTE 3,LES FONTS                     ,Home,Formació professional de Segon,86
2015,DISTRICTE 3,P.I. SANTA EULÀLIA            ,Dona,Formació professional de Segon,1
2015,DISTRICTE 3,SEGLE XX                      ,Dona,Formació professional de Segon,144
2015,DISTRICTE 3,SEGLE XX                      ,Home,Formació professional de Segon,182
2015,DISTRICTE 3,XÚQUER                        ,Dona,Formació professional de Segon,25
2015,DISTRICTE 3,XÚQUER                        ,Home,Formació professional de Segon,22
2015,DISTRICTE 4,CA N AURELL                   ,Dona,Formació professional de Segon,379
2015,DISTRICTE 4,CA N AURELL                   ,Home,Formació professional de Segon,456
2015,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Dona,Formació professional de Segon,33
2015,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Home,Formació professional de Segon,50
2015,DISTRICTE 4,DISSEMINATS                   ,Dona,Formació professional de Segon,1
2015,DISTRICTE 4,LA COGULLADA                  ,Dona,Formació professional de Segon,149
2015,DISTRICTE 4,LA COGULLADA                  ,Home,Formació professional de Segon,155
2015,DISTRICTE 4,LA MAURINA                    ,Dona,Formació professional de Segon,127
2015,DISTRICTE 4,LA MAURINA                    ,Home,Formació professional de Segon,160
2015,DISTRICTE 4,LES MARTINES                  ,Dona,Formació professional de Segon,15
2015,DISTRICTE 4,LES MARTINES                  ,Home,Formació professional de Segon,11
2015,DISTRICTE 4,ROC BLANC                     ,Dona,Formació professional de Segon,174
2015,DISTRICTE 4,ROC BLANC                     ,Home,Formació professional de Segon,171
2015,DISTRICTE 4,VISTA ALEGRE                  ,Dona,Formació professional de Segon,3
2015,DISTRICTE 4,VISTA ALEGRE                  ,Home,Formació professional de Segon,4
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Dona,Formació professional de Segon,134
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Home,Formació professional de Segon,166
2015,DISTRICTE 5,CAN BOADA DEL PI              ,Dona,Formació professional de Segon,22
2015,DISTRICTE 5,CAN BOADA DEL PI              ,Home,Formació professional de Segon,20
2015,DISTRICTE 5,CAN GONTERES                  ,Dona,Formació professional de Segon,7
