DATA_REFERENCIA,DISTRICTE,BARRI,SEXE,NIVELL_ESTUDI,POBLACIO
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Dona,Altres titulacions mitjanes (A,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,Dona,Altres titulacions mitjanes (A,23
2011,DISTRICTE 1,CEMENTIRI VELL                ,Home,Altres titulacions mitjanes (A,17
2011,DISTRICTE 1,CENTRE                        ,Dona,Altres titulacions mitjanes (A,57
2011,DISTRICTE 1,CENTRE                        ,Home,Altres titulacions mitjanes (A,51
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Dona,Altres titulacions mitjanes (A,16
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Home,Altres titulacions mitjanes (A,14
2011,DISTRICTE 1,VALLPARADÍS                   ,Dona,Altres titulacions mitjanes (A,10
2011,DISTRICTE 1,VALLPARADÍS                   ,Home,Altres titulacions mitjanes (A,6
2011,DISTRICTE 2,CA N ANGLADA                  ,Dona,Altres titulacions mitjanes (A,26
2011,DISTRICTE 2,CA N ANGLADA                  ,Home,Altres titulacions mitjanes (A,11
2011,DISTRICTE 2,MONTSERRAT                    ,Dona,Altres titulacions mitjanes (A,1
2011,DISTRICTE 2,TORRE-SANA                    ,Dona,Altres titulacions mitjanes (A,22
2011,DISTRICTE 2,TORRE-SANA                    ,Home,Altres titulacions mitjanes (A,11
2011,DISTRICTE 3,CAN JOFRESA                   ,Dona,Altres titulacions mitjanes (A,3
2011,DISTRICTE 3,CAN PALET                     ,Dona,Altres titulacions mitjanes (A,30
2011,DISTRICTE 3,CAN PALET                     ,Home,Altres titulacions mitjanes (A,24
2011,DISTRICTE 3,CAN PALET II                  ,Dona,Altres titulacions mitjanes (A,3
2011,DISTRICTE 3,CAN PALET II                  ,Home,Altres titulacions mitjanes (A,1
2011,DISTRICTE 3,CAN PARELLADA                 ,Dona,Altres titulacions mitjanes (A,8
2011,DISTRICTE 3,CAN PARELLADA                 ,Home,Altres titulacions mitjanes (A,1
2011,DISTRICTE 3,GUADALHORCE                   ,Dona,Altres titulacions mitjanes (A,3
2011,DISTRICTE 3,GUADALHORCE                   ,Home,Altres titulacions mitjanes (A,2
2011,DISTRICTE 3,LES FONTS                     ,Dona,Altres titulacions mitjanes (A,3
2011,DISTRICTE 3,LES FONTS                     ,Home,Altres titulacions mitjanes (A,10
2011,DISTRICTE 3,P.I. SANTA EULÀLIA            ,Home,Altres titulacions mitjanes (A,1
2011,DISTRICTE 3,SEGLE XX                      ,Dona,Altres titulacions mitjanes (A,29
2011,DISTRICTE 3,SEGLE XX                      ,Home,Altres titulacions mitjanes (A,13
2011,DISTRICTE 3,XÚQUER                        ,Dona,Altres titulacions mitjanes (A,5
2011,DISTRICTE 4,CA N AURELL                   ,Dona,Altres titulacions mitjanes (A,53
2011,DISTRICTE 4,CA N AURELL                   ,Home,Altres titulacions mitjanes (A,41
2011,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Dona,Altres titulacions mitjanes (A,2
2011,DISTRICTE 4,LA COGULLADA                  ,Dona,Altres titulacions mitjanes (A,39
2011,DISTRICTE 4,LA COGULLADA                  ,Home,Altres titulacions mitjanes (A,19
2011,DISTRICTE 4,LA MAURINA                    ,Dona,Altres titulacions mitjanes (A,28
2011,DISTRICTE 4,LA MAURINA                    ,Home,Altres titulacions mitjanes (A,23
2011,DISTRICTE 4,LES MARTINES                  ,Home,Altres titulacions mitjanes (A,1
2011,DISTRICTE 4,ROC BLANC                     ,Dona,Altres titulacions mitjanes (A,15
2011,DISTRICTE 4,ROC BLANC                     ,Home,Altres titulacions mitjanes (A,9
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Dona,Altres titulacions mitjanes (A,24
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Home,Altres titulacions mitjanes (A,5
2011,DISTRICTE 5,CAN BOADA DEL PI              ,Dona,Altres titulacions mitjanes (A,4
2011,DISTRICTE 5,CAN BOADA DEL PI              ,Home,Altres titulacions mitjanes (A,2
2011,DISTRICTE 5,CAN GONTERES                  ,Dona,Altres titulacions mitjanes (A,1
2011,DISTRICTE 5,CAN ROCA                      ,Dona,Altres titulacions mitjanes (A,14
2011,DISTRICTE 5,CAN ROCA                      ,Home,Altres titulacions mitjanes (A,9
2011,DISTRICTE 5,PLA DEL BON AIRE              ,Dona,Altres titulacions mitjanes (A,5
2011,DISTRICTE 5,PLA DEL BON AIRE              ,Home,Altres titulacions mitjanes (A,2
2011,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Dona,Altres titulacions mitjanes (A,22
2011,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Home,Altres titulacions mitjanes (A,21
2011,DISTRICTE 5,SANT PERE                     ,Dona,Altres titulacions mitjanes (A,29
2011,DISTRICTE 5,SANT PERE                     ,Home,Altres titulacions mitjanes (A,32
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Dona,Altres titulacions mitjanes (A,22
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Home,Altres titulacions mitjanes (A,12
2011,DISTRICTE 6,CAN TUSELL                    ,Dona,Altres titulacions mitjanes (A,1
2011,DISTRICTE 6,CAN TUSELL                    ,Home,Altres titulacions mitjanes (A,2
2011,DISTRICTE 6,ÈGARA                         ,Dona,Altres titulacions mitjanes (A,10
2011,DISTRICTE 6,ÈGARA                         ,Home,Altres titulacions mitjanes (A,4
2011,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Home,Altres titulacions mitjanes (A,1
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Dona,Altres titulacions mitjanes (A,34
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Home,Altres titulacions mitjanes (A,23
2011,DISTRICTE 6,SANT LLORENÇ                  ,Dona,Altres titulacions mitjanes (A,14
2011,DISTRICTE 6,SANT LLORENÇ                  ,Home,Altres titulacions mitjanes (A,9
2011,DISTRICTE 6,SANT PERE NORD                ,Dona,Altres titulacions mitjanes (A,47
2011,DISTRICTE 6,SANT PERE NORD                ,Home,Altres titulacions mitjanes (A,32
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Dona,Arquitecte o Enginyer Tècnic  ,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Home,Arquitecte o Enginyer Tècnic  ,6
2011,DISTRICTE 1,CEMENTIRI VELL                ,Dona,Arquitecte o Enginyer Tècnic  ,24
2011,DISTRICTE 1,CEMENTIRI VELL                ,Home,Arquitecte o Enginyer Tècnic  ,71
2011,DISTRICTE 1,CENTRE                        ,Dona,Arquitecte o Enginyer Tècnic  ,67
2011,DISTRICTE 1,CENTRE                        ,Home,Arquitecte o Enginyer Tècnic  ,217
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Dona,Arquitecte o Enginyer Tècnic  ,9
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Home,Arquitecte o Enginyer Tècnic  ,51
2011,DISTRICTE 1,VALLPARADÍS                   ,Dona,Arquitecte o Enginyer Tècnic  ,16
2011,DISTRICTE 1,VALLPARADÍS                   ,Home,Arquitecte o Enginyer Tècnic  ,48
2011,DISTRICTE 2,CA N ANGLADA                  ,Dona,Arquitecte o Enginyer Tècnic  ,9
2011,DISTRICTE 2,CA N ANGLADA                  ,Home,Arquitecte o Enginyer Tècnic  ,44
2011,DISTRICTE 2,MONTSERRAT                    ,Dona,Arquitecte o Enginyer Tècnic  ,1
2011,DISTRICTE 2,MONTSERRAT                    ,Home,Arquitecte o Enginyer Tècnic  ,2
2011,DISTRICTE 2,TORRE-SANA                    ,Dona,Arquitecte o Enginyer Tècnic  ,12
2011,DISTRICTE 2,TORRE-SANA                    ,Home,Arquitecte o Enginyer Tècnic  ,49
2011,DISTRICTE 3,CAN JOFRESA                   ,Dona,Arquitecte o Enginyer Tècnic  ,3
2011,DISTRICTE 3,CAN JOFRESA                   ,Home,Arquitecte o Enginyer Tècnic  ,7
2011,DISTRICTE 3,CAN PALET                     ,Dona,Arquitecte o Enginyer Tècnic  ,21
2011,DISTRICTE 3,CAN PALET                     ,Home,Arquitecte o Enginyer Tècnic  ,70
2011,DISTRICTE 3,CAN PALET II                  ,Home,Arquitecte o Enginyer Tècnic  ,4
2011,DISTRICTE 3,CAN PARELLADA                 ,Dona,Arquitecte o Enginyer Tècnic  ,9
2011,DISTRICTE 3,CAN PARELLADA                 ,Home,Arquitecte o Enginyer Tècnic  ,12
2011,DISTRICTE 3,GUADALHORCE                   ,Dona,Arquitecte o Enginyer Tècnic  ,2
2011,DISTRICTE 3,GUADALHORCE                   ,Home,Arquitecte o Enginyer Tècnic  ,3
2011,DISTRICTE 3,LES FONTS                     ,Dona,Arquitecte o Enginyer Tècnic  ,5
2011,DISTRICTE 3,LES FONTS                     ,Home,Arquitecte o Enginyer Tècnic  ,30
2011,DISTRICTE 3,SEGLE XX                      ,Dona,Arquitecte o Enginyer Tècnic  ,18
2011,DISTRICTE 3,SEGLE XX                      ,Home,Arquitecte o Enginyer Tècnic  ,73
2011,DISTRICTE 3,XÚQUER                        ,Dona,Arquitecte o Enginyer Tècnic  ,2
2011,DISTRICTE 3,XÚQUER                        ,Home,Arquitecte o Enginyer Tècnic  ,5
2011,DISTRICTE 4,CA N AURELL                   ,Dona,Arquitecte o Enginyer Tècnic  ,44
2011,DISTRICTE 4,CA N AURELL                   ,Home,Arquitecte o Enginyer Tècnic  ,170
2011,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Dona,Arquitecte o Enginyer Tècnic  ,2
2011,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Home,Arquitecte o Enginyer Tècnic  ,3
2011,DISTRICTE 4,LA COGULLADA                  ,Dona,Arquitecte o Enginyer Tècnic  ,13
2011,DISTRICTE 4,LA COGULLADA                  ,Home,Arquitecte o Enginyer Tècnic  ,52
2011,DISTRICTE 4,LA MAURINA                    ,Dona,Arquitecte o Enginyer Tècnic  ,14
2011,DISTRICTE 4,LA MAURINA                    ,Home,Arquitecte o Enginyer Tècnic  ,33
2011,DISTRICTE 4,LES MARTINES                  ,Dona,Arquitecte o Enginyer Tècnic  ,2
2011,DISTRICTE 4,ROC BLANC                     ,Dona,Arquitecte o Enginyer Tècnic  ,12
2011,DISTRICTE 4,ROC BLANC                     ,Home,Arquitecte o Enginyer Tècnic  ,34
2011,DISTRICTE 4,VISTA ALEGRE                  ,Home,Arquitecte o Enginyer Tècnic  ,1
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Dona,Arquitecte o Enginyer Tècnic  ,10
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Home,Arquitecte o Enginyer Tècnic  ,50
2011,DISTRICTE 5,CAN BOADA DEL PI              ,Dona,Arquitecte o Enginyer Tècnic  ,3
2011,DISTRICTE 5,CAN BOADA DEL PI              ,Home,Arquitecte o Enginyer Tècnic  ,3
2011,DISTRICTE 5,CAN GONTERES                  ,Home,Arquitecte o Enginyer Tècnic  ,2
2011,DISTRICTE 5,CAN ROCA                      ,Dona,Arquitecte o Enginyer Tècnic  ,13
2011,DISTRICTE 5,CAN ROCA                      ,Home,Arquitecte o Enginyer Tècnic  ,49
2011,DISTRICTE 5,PLA DEL BON AIRE              ,Dona,Arquitecte o Enginyer Tècnic  ,2
2011,DISTRICTE 5,PLA DEL BON AIRE              ,Home,Arquitecte o Enginyer Tècnic  ,8
2011,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Dona,Arquitecte o Enginyer Tècnic  ,27
2011,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Home,Arquitecte o Enginyer Tècnic  ,101
2011,DISTRICTE 5,SANT PERE                     ,Dona,Arquitecte o Enginyer Tècnic  ,41
2011,DISTRICTE 5,SANT PERE                     ,Home,Arquitecte o Enginyer Tècnic  ,117
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Dona,Arquitecte o Enginyer Tècnic  ,21
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Home,Arquitecte o Enginyer Tècnic  ,54
2011,DISTRICTE 6,CAN TUSELL                    ,Home,Arquitecte o Enginyer Tècnic  ,3
2011,DISTRICTE 6,ÈGARA                         ,Dona,Arquitecte o Enginyer Tècnic  ,5
2011,DISTRICTE 6,ÈGARA                         ,Home,Arquitecte o Enginyer Tècnic  ,13
2011,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Home,Arquitecte o Enginyer Tècnic  ,1
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Dona,Arquitecte o Enginyer Tècnic  ,19
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Home,Arquitecte o Enginyer Tècnic  ,70
2011,DISTRICTE 6,SANT LLORENÇ                  ,Dona,Arquitecte o Enginyer Tècnic  ,1
2011,DISTRICTE 6,SANT LLORENÇ                  ,Home,Arquitecte o Enginyer Tècnic  ,9
2011,DISTRICTE 6,SANT PERE NORD                ,Dona,Arquitecte o Enginyer Tècnic  ,19
2011,DISTRICTE 6,SANT PERE NORD                ,Home,Arquitecte o Enginyer Tècnic  ,79
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Dona,"Batxiller Elemental, Graduat E",49
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Home,"Batxiller Elemental, Graduat E",55
2011,DISTRICTE 1,CEMENTIRI VELL                ,Dona,"Batxiller Elemental, Graduat E",650
2011,DISTRICTE 1,CEMENTIRI VELL                ,Home,"Batxiller Elemental, Graduat E",688
2011,DISTRICTE 1,CENTRE                        ,Dona,"Batxiller Elemental, Graduat E",1531
2011,DISTRICTE 1,CENTRE                        ,Home,"Batxiller Elemental, Graduat E",1336
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Dona,"Batxiller Elemental, Graduat E",536
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Home,"Batxiller Elemental, Graduat E",545
2011,DISTRICTE 1,VALLPARADÍS                   ,Dona,"Batxiller Elemental, Graduat E",429
2011,DISTRICTE 1,VALLPARADÍS                   ,Home,"Batxiller Elemental, Graduat E",410
2011,DISTRICTE 2,CA N ANGLADA                  ,Dona,"Batxiller Elemental, Graduat E",1128
2011,DISTRICTE 2,CA N ANGLADA                  ,Home,"Batxiller Elemental, Graduat E",1539
2011,DISTRICTE 2,DISSEMINATS                   ,Dona,"Batxiller Elemental, Graduat E",7
2011,DISTRICTE 2,DISSEMINATS                   ,Home,"Batxiller Elemental, Graduat E",8
2011,DISTRICTE 2,MONTSERRAT                    ,Dona,"Batxiller Elemental, Graduat E",136
2011,DISTRICTE 2,MONTSERRAT                    ,Home,"Batxiller Elemental, Graduat E",159
2011,DISTRICTE 2,TORRE-SANA                    ,Dona,"Batxiller Elemental, Graduat E",480
2011,DISTRICTE 2,TORRE-SANA                    ,Home,"Batxiller Elemental, Graduat E",597
2011,DISTRICTE 2,VILARDELL                     ,Dona,"Batxiller Elemental, Graduat E",78
2011,DISTRICTE 2,VILARDELL                     ,Home,"Batxiller Elemental, Graduat E",97
2011,DISTRICTE 3,CAN JOFRESA                   ,Dona,"Batxiller Elemental, Graduat E",225
2011,DISTRICTE 3,CAN JOFRESA                   ,Home,"Batxiller Elemental, Graduat E",280
2011,DISTRICTE 3,CAN PALET                     ,Dona,"Batxiller Elemental, Graduat E",1310
2011,DISTRICTE 3,CAN PALET                     ,Home,"Batxiller Elemental, Graduat E",1614
2011,DISTRICTE 3,CAN PALET II                  ,Dona,"Batxiller Elemental, Graduat E",82
2011,DISTRICTE 3,CAN PALET II                  ,Home,"Batxiller Elemental, Graduat E",106
2011,DISTRICTE 3,CAN PARELLADA                 ,Dona,"Batxiller Elemental, Graduat E",704
2011,DISTRICTE 3,CAN PARELLADA                 ,Home,"Batxiller Elemental, Graduat E",773
2011,DISTRICTE 3,DISSEMINATS                   ,Dona,"Batxiller Elemental, Graduat E",2
2011,DISTRICTE 3,GUADALHORCE                   ,Dona,"Batxiller Elemental, Graduat E",159
2011,DISTRICTE 3,GUADALHORCE                   ,Home,"Batxiller Elemental, Graduat E",173
2011,DISTRICTE 3,LES FONTS                     ,Dona,"Batxiller Elemental, Graduat E",254
2011,DISTRICTE 3,LES FONTS                     ,Home,"Batxiller Elemental, Graduat E",276
2011,DISTRICTE 3,P.I. CAN PARELLADA            ,Dona,"Batxiller Elemental, Graduat E",1
2011,DISTRICTE 3,P.I. CAN PARELLADA            ,Home,"Batxiller Elemental, Graduat E",1
2011,DISTRICTE 3,P.I. SANTA EULÀLIA            ,Dona,"Batxiller Elemental, Graduat E",6
2011,DISTRICTE 3,P.I. SANTA EULÀLIA            ,Home,"Batxiller Elemental, Graduat E",18
2011,DISTRICTE 3,SEGLE XX                      ,Dona,"Batxiller Elemental, Graduat E",568
2011,DISTRICTE 3,SEGLE XX                      ,Home,"Batxiller Elemental, Graduat E",626
2011,DISTRICTE 3,XÚQUER                        ,Dona,"Batxiller Elemental, Graduat E",127
2011,DISTRICTE 3,XÚQUER                        ,Home,"Batxiller Elemental, Graduat E",150
2011,DISTRICTE 4,CA N AURELL                   ,Dona,"Batxiller Elemental, Graduat E",1706
2011,DISTRICTE 4,CA N AURELL                   ,Home,"Batxiller Elemental, Graduat E",1762
2011,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Dona,"Batxiller Elemental, Graduat E",157
2011,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Home,"Batxiller Elemental, Graduat E",200
2011,DISTRICTE 4,DISSEMINATS                   ,Dona,"Batxiller Elemental, Graduat E",2
2011,DISTRICTE 4,DISSEMINATS                   ,Home,"Batxiller Elemental, Graduat E",3
2011,DISTRICTE 4,LA COGULLADA                  ,Dona,"Batxiller Elemental, Graduat E",568
2011,DISTRICTE 4,LA COGULLADA                  ,Home,"Batxiller Elemental, Graduat E",598
2011,DISTRICTE 4,LA MAURINA                    ,Dona,"Batxiller Elemental, Graduat E",786
2011,DISTRICTE 4,LA MAURINA                    ,Home,"Batxiller Elemental, Graduat E",915
2011,DISTRICTE 4,LES MARTINES                  ,Dona,"Batxiller Elemental, Graduat E",56
2011,DISTRICTE 4,LES MARTINES                  ,Home,"Batxiller Elemental, Graduat E",81
2011,DISTRICTE 4,ROC BLANC                     ,Dona,"Batxiller Elemental, Graduat E",627
2011,DISTRICTE 4,ROC BLANC                     ,Home,"Batxiller Elemental, Graduat E",677
2011,DISTRICTE 4,VISTA ALEGRE                  ,Dona,"Batxiller Elemental, Graduat E",6
2011,DISTRICTE 4,VISTA ALEGRE                  ,Home,"Batxiller Elemental, Graduat E",6
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Dona,"Batxiller Elemental, Graduat E",802
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Home,"Batxiller Elemental, Graduat E",823
2011,DISTRICTE 5,CAN BOADA DEL PI              ,Dona,"Batxiller Elemental, Graduat E",176
2011,DISTRICTE 5,CAN BOADA DEL PI              ,Home,"Batxiller Elemental, Graduat E",201
2011,DISTRICTE 5,CAN GONTERES                  ,Dona,"Batxiller Elemental, Graduat E",31
2011,DISTRICTE 5,CAN GONTERES                  ,Home,"Batxiller Elemental, Graduat E",37
2011,DISTRICTE 5,CAN ROCA                      ,Dona,"Batxiller Elemental, Graduat E",285
2011,DISTRICTE 5,CAN ROCA                      ,Home,"Batxiller Elemental, Graduat E",322
2011,DISTRICTE 5,DISSEMINATS                   ,Dona,"Batxiller Elemental, Graduat E",11
2011,DISTRICTE 5,DISSEMINATS                   ,Home,"Batxiller Elemental, Graduat E",22
2011,DISTRICTE 5,ELS CAUS - ELS PINETONS       ,Dona,"Batxiller Elemental, Graduat E",2
2011,DISTRICTE 5,ELS CAUS - ELS PINETONS       ,Home,"Batxiller Elemental, Graduat E",2
2011,DISTRICTE 5,PLA DEL BON AIRE              ,Dona,"Batxiller Elemental, Graduat E",289
2011,DISTRICTE 5,PLA DEL BON AIRE              ,Home,"Batxiller Elemental, Graduat E",319
2011,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Dona,"Batxiller Elemental, Graduat E",8
2011,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,Home,"Batxiller Elemental, Graduat E",16
2011,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Dona,"Batxiller Elemental, Graduat E",1218
2011,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,Home,"Batxiller Elemental, Graduat E",1343
2011,DISTRICTE 5,SANT PERE                     ,Dona,"Batxiller Elemental, Graduat E",1213
2011,DISTRICTE 5,SANT PERE                     ,Home,"Batxiller Elemental, Graduat E",1183
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Dona,"Batxiller Elemental, Graduat E",616
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,Home,"Batxiller Elemental, Graduat E",585
2011,DISTRICTE 6,CAN TUSELL                    ,Dona,"Batxiller Elemental, Graduat E",295
2011,DISTRICTE 6,CAN TUSELL                    ,Home,"Batxiller Elemental, Graduat E",302
2011,DISTRICTE 6,DISSEMINATS                   ,Dona,"Batxiller Elemental, Graduat E",15
2011,DISTRICTE 6,DISSEMINATS                   ,Home,"Batxiller Elemental, Graduat E",5
2011,DISTRICTE 6,ÈGARA                         ,Dona,"Batxiller Elemental, Graduat E",432
2011,DISTRICTE 6,ÈGARA                         ,Home,"Batxiller Elemental, Graduat E",511
2011,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Dona,"Batxiller Elemental, Graduat E",4
2011,DISTRICTE 6,FONT DE L ESPARDENYERA        ,Home,"Batxiller Elemental, Graduat E",7
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Dona,"Batxiller Elemental, Graduat E",1522
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,Home,"Batxiller Elemental, Graduat E",1825
2011,DISTRICTE 6,SANT LLORENÇ                  ,Dona,"Batxiller Elemental, Graduat E",453
2011,DISTRICTE 6,SANT LLORENÇ                  ,Home,"Batxiller Elemental, Graduat E",533
2011,DISTRICTE 6,SANT PERE NORD                ,Dona,"Batxiller Elemental, Graduat E",1673
2011,DISTRICTE 6,SANT PERE NORD                ,Home,"Batxiller Elemental, Graduat E",1845
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Dona,Batxiller superior. BUP. Batxi,25
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,Home,Batxiller superior. BUP. Batxi,29
2011,DISTRICTE 1,CEMENTIRI VELL                ,Dona,Batxiller superior. BUP. Batxi,284
2011,DISTRICTE 1,CEMENTIRI VELL                ,Home,Batxiller superior. BUP. Batxi,320
2011,DISTRICTE 1,CENTRE                        ,Dona,Batxiller superior. BUP. Batxi,1035
2011,DISTRICTE 1,CENTRE                        ,Home,Batxiller superior. BUP. Batxi,1058
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Dona,Batxiller superior. BUP. Batxi,228
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,Home,Batxiller superior. BUP. Batxi,220
2011,DISTRICTE 1,VALLPARADÍS                   ,Dona,Batxiller superior. BUP. Batxi,243
2011,DISTRICTE 1,VALLPARADÍS                   ,Home,Batxiller superior. BUP. Batxi,264
2011,DISTRICTE 2,CA N ANGLADA                  ,Dona,Batxiller superior. BUP. Batxi,325
2011,DISTRICTE 2,CA N ANGLADA                  ,Home,Batxiller superior. BUP. Batxi,323
2011,DISTRICTE 2,DISSEMINATS                   ,Dona,Batxiller superior. BUP. Batxi,2
2011,DISTRICTE 2,DISSEMINATS                   ,Home,Batxiller superior. BUP. Batxi,4
2011,DISTRICTE 2,MONTSERRAT                    ,Dona,Batxiller superior. BUP. Batxi,15
2011,DISTRICTE 2,MONTSERRAT                    ,Home,Batxiller superior. BUP. Batxi,26
2011,DISTRICTE 2,TORRE-SANA                    ,Dona,Batxiller superior. BUP. Batxi,185
2011,DISTRICTE 2,TORRE-SANA                    ,Home,Batxiller superior. BUP. Batxi,181
2011,DISTRICTE 2,VILARDELL                     ,Dona,Batxiller superior. BUP. Batxi,5
2011,DISTRICTE 2,VILARDELL                     ,Home,Batxiller superior. BUP. Batxi,4
2011,DISTRICTE 3,CAN JOFRESA                   ,Dona,Batxiller superior. BUP. Batxi,48
2011,DISTRICTE 3,CAN JOFRESA                   ,Home,Batxiller superior. BUP. Batxi,43
2011,DISTRICTE 3,CAN PALET                     ,Dona,Batxiller superior. BUP. Batxi,428
2011,DISTRICTE 3,CAN PALET                     ,Home,Batxiller superior. BUP. Batxi,440
2011,DISTRICTE 3,CAN PALET II                  ,Dona,Batxiller superior. BUP. Batxi,23
2011,DISTRICTE 3,CAN PALET II                  ,Home,Batxiller superior. BUP. Batxi,25
2011,DISTRICTE 3,CAN PARELLADA                 ,Dona,Batxiller superior. BUP. Batxi,149
2011,DISTRICTE 3,CAN PARELLADA                 ,Home,Batxiller superior. BUP. Batxi,130
2011,DISTRICTE 3,DISSEMINATS                   ,Home,Batxiller superior. BUP. Batxi,1
2011,DISTRICTE 3,GUADALHORCE                   ,Dona,Batxiller superior. BUP. Batxi,43
2011,DISTRICTE 3,GUADALHORCE                   ,Home,Batxiller superior. BUP. Batxi,27
2011,DISTRICTE 3,LES FONTS                     ,Dona,Batxiller superior. BUP. Batxi,106
2011,DISTRICTE 3,LES FONTS                     ,Home,Batxiller superior. BUP. Batxi,132
2011,DISTRICTE 3,P.I. CAN PARELLADA            ,Dona,Batxiller superior. BUP. Batxi,2
2011,DISTRICTE 3,P.I. SANTA EULÀLIA            ,Dona,Batxiller superior. BUP. Batxi,2
2011,DISTRICTE 3,P.I. SANTA EULÀLIA            ,Home,Batxiller superior. BUP. Batxi,4
2011,DISTRICTE 3,SEGLE XX                      ,Dona,Batxiller superior. BUP. Batxi,316
2011,DISTRICTE 3,SEGLE XX                      ,Home,Batxiller superior. BUP. Batxi,320
2011,DISTRICTE 3,XÚQUER                        ,Dona,Batxiller superior. BUP. Batxi,24
2011,DISTRICTE 3,XÚQUER                        ,Home,Batxiller superior. BUP. Batxi,39
2011,DISTRICTE 4,CA N AURELL                   ,Dona,Batxiller superior. BUP. Batxi,931
2011,DISTRICTE 4,CA N AURELL                   ,Home,Batxiller superior. BUP. Batxi,993
2011,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Dona,Batxiller superior. BUP. Batxi,58
2011,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,Home,Batxiller superior. BUP. Batxi,40
2011,DISTRICTE 4,LA COGULLADA                  ,Dona,Batxiller superior. BUP. Batxi,205
2011,DISTRICTE 4,LA COGULLADA                  ,Home,Batxiller superior. BUP. Batxi,225
2011,DISTRICTE 4,LA MAURINA                    ,Dona,Batxiller superior. BUP. Batxi,247
2011,DISTRICTE 4,LA MAURINA                    ,Home,Batxiller superior. BUP. Batxi,199
2011,DISTRICTE 4,LES MARTINES                  ,Dona,Batxiller superior. BUP. Batxi,8
2011,DISTRICTE 4,LES MARTINES                  ,Home,Batxiller superior. BUP. Batxi,9
2011,DISTRICTE 4,ROC BLANC                     ,Dona,Batxiller superior. BUP. Batxi,207
2011,DISTRICTE 4,ROC BLANC                     ,Home,Batxiller superior. BUP. Batxi,209
2011,DISTRICTE 4,VISTA ALEGRE                  ,Dona,Batxiller superior. BUP. Batxi,4
2011,DISTRICTE 4,VISTA ALEGRE                  ,Home,Batxiller superior. BUP. Batxi,1
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,Dona,Batxiller superior. BUP. Batxi,258
