NOM,ANY_NAIXEMENT,SEXE,TOTAL
BÈRÔME,2003,H,1
LUCAS,2003,D,1
ADRIÀ,2003,H,1
JABIR,2003,H,1
ANLLY VALERIA,2003,D,1
MIKEL,2003,H,1
MELANIE-ESTEFANIA,2003,D,1
JON,2003,H,1
HENAR,2003,D,1
BENTAMIN,2003,H,1
SENDOA,2003,H,1
MARIA JOSEFA,2003,D,1
MARIE KADE,2003,D,1
MARONA,2003,D,1
VALENTINA,2003,D,1
KEVIN JAVIER,2003,H,1
REYES,2003,H,1
XU-KUNHAO,2003,H,1
CHEDEY,2003,H,1
JONATHAN MANUEL,2003,H,1
KAREN,2003,D,1
ELISEO,2003,H,1
MOURAD,2003,H,1
ARAN,2003,D,1
SHEILA,2003,D,1
OMARA,2003,D,1
SOUHAYL,2003,H,1
ALBA,2003,H,1
JESUS,2003,H,1
PETER,2003,H,1
CINTHYA,2003,D,1
PATRICIO JOSE,2003,H,1
ANOUK,2003,D,1
MAGSSAE,2003,D,1
NA KALA DE MONTSERRA,2003,D,1
REBECA,2003,D,1
DEBORA,2003,D,1
XIANG-NA,2003,D,1
GERMAN,2003,H,1
LAURA,2003,H,1
MIGUEL SALVADOR,2003,H,1
GALA,2003,D,1
ROQUE,2003,H,1
ESTEBAN,2003,H,1
IRALDA MARIA,2003,D,1
VERA,2003,D,1
MERITXELL ALEXIA,2003,D,1
JOSUE,2003,H,1
ISONA,2003,D,1
THOMAS,2003,H,1
MOUSTAFA,2003,H,1
KHADY DIOUM,2003,D,1
MARIA PILAR,2003,D,1
SILKE,2003,D,1
ILIANA,2003,D,1
PAULA MAREY,2003,D,1
ISABELLA ALEXANDRA,2003,D,1
GUILLERMO,2003,H,1
CARLOTA,2003,D,1
LEYRE,2003,D,1
AMALIA,2003,D,1
ANIOL,2003,H,1
IGNACIO,2003,H,1
BET,2003,D,1
TOMAS,2003,H,1
ASSIS,2003,H,1
ENRIQUE,2003,H,1
LENIN GERARD,2003,H,1
YHELSON DANIEL,2003,H,1
ENZO-ANTONI,2003,H,1
MALIKA,2003,D,1
CARMEN,2003,D,1
HECTOR ANTONIO,2003,H,1
OLIVIA,2003,D,1
DANIELA ELISABET,2003,D,1
NOE,2003,H,1
REDA,2003,H,1
ROXANA CAROLINA,2003,D,1
RAYANE,2003,D,1
SHEYLA,2003,D,1
SAMARA,2003,D,1
ROBERT,2003,H,1
JUAN DANIEL,2003,H,1
ALFREDO,2003,H,1
ANDREA-PARIS,2003,D,1
AISSATOU,2003,D,1
MIRANDA,2003,D,1
MAYKEL CARLITOS,2003,H,1
AYAT,2003,D,1
MAGDALENA,2003,D,1
EFREN,2003,H,1
ERIK ANDRES,2003,H,1
GIOVANNI,2003,H,1
JORGE JAVIER,2003,H,1
AFRICA,2003,D,1
EMILIO,2003,H,1
STELLA,2003,D,1
DOLÇA,2003,D,1
JOSUNE,2003,D,1
JONATHAN,2003,H,1
LUIS ABRAHAM,2003,H,1
ADAIA,2003,D,1
URSULA,2003,D,1
DANTE,2003,H,1
EDGAR,2003,H,1
IZAN,2003,D,1
DENISE,2003,D,1
YURI,2003,H,1
AMANDA,2003,D,1
IKRAM,2003,H,1
OBEIDA,2003,H,1
SAULE,2003,H,1
WAIL,2003,H,1
LINETTE,2003,D,1
JOSEP STEVEN,2003,H,1
ALBERT MANEL,2003,H,1
ESTEBAN MIGUEL,2003,H,1
DAIRA,2003,D,1
BERNABE,2003,H,1
DEREK,2003,H,1
ANAIS,2003,D,1
BERSELIS,2003,D,1
MAXIM,2003,H,1
IMAN,2003,D,1
ISABEL,2003,D,1
FERRAN SAMUEL,2003,H,1
PAULA STEFANY,2003,D,1
MARIA DEL MAR,2003,D,1
HANAE,2003,D,1
ANDREINA ANTONELLA,2003,D,1
CHAIMAC,2003,H,1
KAOUTAR,2003,D,1
JOFRE,2003,D,1
SOULAIMANE,2003,H,1
FELIX,2003,H,1
ANGIE,2003,D,1
JUDITH,2003,H,1
FRANCISCO,2003,H,1
VICTORIA EMILSE,2003,D,1
AZAHARA,2003,D,1
BRAD NICK,2003,H,1
GEOVANNY FERNANDO,2003,H,1
LISBETH,2003,D,1
SARA MARINA,2003,D,1
MARIA DE  LA PAZ,2003,D,1
NAIMA,2003,D,1
MOUAD,2003,H,1
ANGELS,2003,D,1
MARIA REMEDIOS,2003,D,1
OTHMANE,2003,H,1
ZHEYU,2003,H,1
CÈLIA,2003,D,1
MONA,2003,D,1
IRUNE,2003,D,1
CRISTINA MARIANA,2003,D,1
CARINA,2003,D,1
ÁLVARO,2003,H,1
LOIC,2003,H,1
RAFAEL,2003,H,1
ADA,2003,D,1
CATHERINE MERITXELL,2003,D,1
VANESSA,2003,D,1
MARIA ANTONIA,2003,D,1
MASSENE,2003,H,1
ADRIA ANTONI,2003,H,1
SARA,2003,H,1
NONNA,2003,D,1
AINHOA JUDITH,2003,D,1
VIANNEY SILVANA,2003,D,1
OLIVER,2003,H,1
TON,2003,H,1
OSSANA,2003,H,1
TARIK,2003,H,1
CAMILA SAMIRA,2003,D,1
OVIDI,2003,H,1
IVANNA,2003,D,1
LLUM,2003,D,1
CLÀUDIA,2003,D,1
KYENG WON,2003,H,1
JÙLIA,2003,D,1
ABDOULAYE,2003,H,1
NIHAD,2003,D,1
MOHAMED ALI,2003,H,1
SUSANA,2003,D,1
ASIER,2003,H,1
ABDESSAMAD,2003,H,1
MATIAS,2003,H,1
IRIA,2003,D,1
ESTER,2003,D,1
CARLA DOLORES,2003,D,1
AIMAD,2003,H,1
NONA,2003,D,1
LEA,2003,D,1
DESIRE FANNY,2003,D,1
JOSEP MARIA,2003,H,1
ADELA,2003,D,1
JOAN CARLES,2003,H,1
ERIKA NICOLE,2003,D,1
VICTOR MANUEL,2003,H,1
DEA,2003,D,1
JUAN MIGUEL,2003,H,1
ALBERTO,2003,H,1
MILENA BRITNEY,2003,D,1
CRISTIAN NAHUEL,2003,H,1
ROMULO XAVIER,2003,H,1
AICHA,2003,H,1
SEBASTIAN,2003,H,1
JAWHAR,2003,D,1
PATRICIA,2003,D,1
MAMADOU MOUSTAPHA,2003,H,1
HANNA,2003,D,1
NICOLAS ANDRES,2003,H,1
NICOLAS ARMANDO,2003,H,1
NOELIA ANDRE,2003,D,1
YAIZA,2003,D,1
MARIAN,2003,D,1
NABIL,2003,H,1
ALLA,2003,D,1
VINYET,2003,D,1
SAMAH,2003,D,1
MARWANE,2003,H,1
JEAN PIERRE,2003,H,1
IRINA,2003,D,1
NEREA LAURA,2003,D,1
LLUC,2003,H,1
ROSA,2003,D,1
SAÚL,2003,H,1
HICHAM,2003,H,1
LIAM,2003,H,1
JIHAN,2003,D,1
ASTRID,2003,D,1
NEUS,2003,D,1
RENZO,2003,H,1
BUTEINNA,2003,D,1
JAROD,2003,H,1
OLIMPIA,2003,D,1
FRANKLIN,2003,H,1
ROSARIO,2003,D,1
KELIAN,2003,H,1
DARA,2003,D,1
MIREYA,2003,D,1
LEANDRO,2003,H,1
ZHE YU,2003,D,1
JANA,2003,D,1
DANIELA,2003,D,1
SALIM,2003,H,1
MARIA IGNACIA,2003,D,1
JUAN CAMILO,2003,H,1
BLANCA LLUNA,2003,D,1
JOAN,2002,H,14
SABRINA,2003,D,1
HOUR EL AIN,2003,D,1
YOUSSEF,2003,H,1
INDIRA,2003,D,1
JAN UNCAS,2003,H,1
VALERIA DE TERESA,2003,D,1
NUBE AMARILIS,2003,D,1
HAYAT,2003,D,1
LINA,2003,D,1
BRENDA,2003,D,1
TRINIDAD,2003,D,1
KARIM,2003,H,1
NAÏM,2003,H,1
HATIM,2003,H,1
SAKURA,2003,D,1
ADRIEL,2003,H,1
RENE-MANUEL,2003,H,1
ALEJANDRO DE JESUS,2003,H,1
GABRIEL DE JESUS,2003,H,1
ENCARNACION,2003,D,1
NESTOR,2003,H,1
LIDE,2003,D,1
JOSE JOEL,2003,H,1
TÀNIA,2003,D,1
SANDRO,2003,H,1
ÀLEX,2003,H,1
KENNETH AROA,2003,D,1
VICTOR JAVIER,2003,H,1
DOHA,2003,D,1
SULEIMAN,2003,H,1
SIRA,2003,D,1
ALEXIA MARYLIN,2003,D,1
ZOUHAIR,2003,H,1
ROAN,2003,H,1
DARAY,2003,D,1
JOSE RAMON,2003,H,1
ANA PAULA,2003,D,1
AINOHA,2003,D,1
FERNANDO-ALONSO,2003,H,1
JUAN FRANCISCO,2003,H,1
SABER,2003,H,1
GERARD SAUL,2003,H,1
DAENA,2003,D,1
YERAI,2003,H,1
OUMAIMA,2003,D,1
BRAHIM,2003,H,1
EMMANUELA,2003,D,1
LEO,2003,H,1
ALLAN,2003,H,1
ALESSANDRO,2003,H,1
JORGE,2003,H,1
AINOHA CAROLINE,2003,D,1
AMELIE,2003,D,1
ALANIS DOLORES,2003,D,1
SHAYLINN,2003,D,1
MANAR,2003,D,1
BROOKLYN ANTONIO,2003,H,1
RODRIGO,2003,H,1
IVET VICTORIA,2003,D,1
BAUTISTA,2003,H,1
GONZALO,2003,H,1
IMAD,2003,H,1
DÀRIA,2003,D,1
MABIL,2003,H,1
AVRIL,2003,D,1
MARWA,2003,D,1
NAMZA,2003,H,1
HAJAR,2003,D,1
DIEGO ANTONIO,2003,H,1
DUSTIN,2003,H,1
KILIAN,2003,H,1
EGOITZ,2003,H,1
AYRTON,2003,H,1
CELIA,2003,D,1
MARIA QUERALT,2003,D,1
NAUSICA,2003,D,1
XENIA,2003,D,1
JAN CARLOS,2003,H,1
NUR,2003,D,1
KILIAN,2003,D,1
JIA LI,2003,D,1
HELIO,2003,H,1
SAMIR,2003,H,1
AÏMAN,2003,H,1
MARC,2002,H,49
ALEX,2002,H,45
CARLA,2002,D,43
MARTA,2002,D,35
MARIA,2002,D,35
PAULA,2002,D,35
POL,2002,H,34
PAU,2002,H,33
ALBA,2002,D,33
LAURA,2002,D,32
CLAUDIA,2002,D,29
IVAN,2002,H,28
DAVID,2002,H,28
MARINA,2002,D,28
DANIEL,2002,H,26
ANNA,2002,D,25
ADRIAN,2002,H,24
ANDREA,2002,D,23
ALEJANDRO,2002,H,23
XAVIER,2002,H,21
AINHOA,2002,D,21
OSCAR,2002,H,20
JUDITH,2002,D,19
JORDI,2002,H,19
LAIA,2002,D,19
VICTOR,2002,H,19
ARNAU,2002,H,19
ERIC,2002,H,19
JOEL,2002,H,19
LUCIA,2002,D,18
NEREA,2002,D,17
RAUL,2002,H,17
ALBERT,2002,H,16
JAN,2002,H,16
NATALIA,2002,D,16
ORIOL,2002,H,15
JULIA,2002,D,14
SERGIO,2002,H,14
MIREIA,2002,D,14
NURIA,2002,D,13
GERARD,2002,H,12
JUDIT,2002,D,12
ANGEL,2002,H,12
MARIONA,2002,D,12
CRISTINA,2002,D,12
SERGI,2002,H,12
BERTA,2002,D,11
AINOA,2002,D,11
RUBEN,2002,H,11
MANEL,2002,H,10
MIQUEL,2002,H,10
ARIADNA,2002,D,10
GISELA,2002,D,10
MANUEL,2002,H,10
SALMA,2002,D,9
ROGER,2002,H,9
IVET,2002,D,9
ISMAEL,2002,H,9
MIRIAM,2002,D,9
IKER,2002,H,9
AIDA,2002,D,8
ALVARO,2002,H,8
CARLOS,2002,H,8
SILVIA,2002,D,8
ANTONIO,2002,H,8
GUILLEM,2002,H,8
ADRIA,2002,H,8
DIDAC,2002,H,8
JAVIER,2002,H,8
MARTI,2002,H,8
MERITXELL,2002,D,8
SARA,2002,D,7
MIGUEL,2002,H,7
HUGO,2002,H,7
IAN,2002,H,7
MOHAMED,2002,H,7
EMMA,2002,D,6
MARTINA,2002,D,6
CHRISTIAN,2002,H,6
JOSE,2002,H,6
MONTSERRAT,2002,D,6
CLARA,2002,D,6
ENRIC,2002,H,6
ALEIX,2002,H,6
GABRIEL,2002,H,6
MARIO,2002,H,6
LIDIA,2002,D,6
RAMON,2002,H,6
NIL,2002,H,5
CARLES,2002,H,5
JONATHAN,2002,H,5
PILAR,2002,D,5
AITOR,2002,H,5
NOA,2002,D,5
ESTEL,2002,D,5
QUERALT,2002,D,5
IRENE,2002,D,5
SANDRA,2002,D,5
AINA,2002,D,5
CARLOTA,2002,D,5
MAR,2002,D,5
HELENA,2002,D,5
PATRICIA,2002,D,5
AROA,2002,D,5
NOELIA,2002,D,5
JAUME,2002,H,4
LUCAS,2002,H,4
MIGUEL ANGEL,2002,H,4
MARCOS,2002,H,4
NOEMI,2002,D,4
FRANCISCO,2002,H,4
ARIANA,2002,D,4
PABLO,2002,H,4
CRISTIAN,2002,H,4
ABRIL,2002,D,4
JUAN,2002,H,4
SHEILA,2002,D,4
KEVIN,2002,H,4
ELENA,2002,D,4
ALEXIA,2002,D,4
ANA,2002,D,4
PERE,2002,H,4
ELISABET,2002,D,4
TANIA,2002,D,4
JOANA,2002,D,4
IGNASI,2002,H,4
BLANCA,2002,D,4
FERRAN,2002,H,4
EVA,2002,D,4
BERNAT,2002,H,4
SOFIA,2002,D,4
NAIARA,2002,D,4
EDGAR,2002,H,4
PAOLA,2002,D,3
FRANCESC,2002,H,3
FATIMA,2002,D,3
JENNIFER,2002,D,3
ERNEST,2002,H,3
VALERIA,2002,D,3
ABRAHAM,2002,H,3
NADIA,2002,D,3
ISRAEL,2002,H,3
ADRIANA,2002,D,3
IRIS,2002,D,3
JOSE ANTONIO,2002,H,3
JOSUE,2002,H,3
ROC,2002,H,3
JESUS,2002,H,3
GERMAN,2002,H,3
YASMINE,2002,D,3
ROCIO,2002,D,3
LORENA,2002,D,3
ITZIAR,2002,D,3
SONIA,2002,D,3
ELISABETH,2002,D,3
LARA,2002,D,3
CARMEN,2002,D,3
IMAN,2002,D,3
ESTER,2002,D,3
BRIAN,2002,H,3
AARON,2002,H,3
AYMAN,2002,H,3
MONICA,2002,D,3
KILIAN,2002,H,3
YERAY,2002,H,3
OMAR,2002,H,3
JOSEP,2002,H,3
ANA MARIA,2002,D,3
SALVADOR,2002,H,2
RUTH,2002,D,2
ARANTXA,2002,D,2
VERONICA,2002,D,2
IRIA,2002,D,2
MOHAMED ALI,2002,H,2
IBRAHIM,2002,H,2
ARACELI,2002,D,2
ANOUAR,2002,H,2
IRINA,2002,D,2
FATIMA ZAHRAA,2002,D,2
IZAN,2002,H,2
GENIS,2002,H,2
OLIVER,2002,H,2
NEUS,2002,D,2
ELIAS,2002,H,2
ALBERTO,2002,H,2
MARTIN,2002,H,2
SAMUEL,2002,H,2
RICARD,2002,H,2
MARCEL,2002,H,2
UNAI,2002,H,2
LEILA,2002,D,2
JORDINA,2002,D,2
NISRINE,2002,D,2
FRANCISCO JAVIER,2002,H,2
BILAL,2002,H,2
GEORGINA,2002,D,2
SORAYA,2002,D,2
ESTHER,2002,D,2
AMARA,2002,D,2
AYOUB,2002,H,2
JOHN,2002,H,2
MARWA,2002,D,2
VICTORIA,2002,D,2
HANAN,2002,D,2
ERIK,2002,H,2
ISMAIL,2002,H,2
JOSE RAMON,2002,H,2
ADAM,2002,H,2
KIRIAN,2002,H,2
GORKA,2002,H,2
DESIREE,2002,D,2
DUNA,2002,D,2
ESTELA,2002,D,2
HECTOR,2002,H,2
SANTIAGO,2002,H,2
AHLAM,2002,D,2
JANA,2002,D,2
IGNACIO,2002,H,2
PEDRO,2002,H,2
MELANIA,2002,D,2
SAMAE,2002,D,2
FERNANDO,2002,H,2
GEMMA,2002,D,2
ETHAN,2002,H,2
JUAN FELIX,2002,H,1
TAMARA,2002,D,1
BADR,2002,H,1
JORDANA,2002,D,1
NOSSAYR,2002,D,1
ROMAN,2002,H,1
EROS,2002,H,1
KOLDO,2002,H,1
ENRIQUE,2002,H,1
OT,2002,H,1
AURORA BELEN,2002,D,1
DAMARIS,2002,D,1
SEBASTIAN JESUS,2002,H,1
VANESSA,2002,D,1
AMIRA,2002,D,1
KENDRA,2002,D,1
EMMANUEL DAVID,2002,H,1
SUSANNA,2002,D,1
FIONA,2002,D,1
AIMAN,2002,D,1
INCA,2002,D,1
NIHAL,2002,D,1
GEMA,2002,D,1
ASIER,2002,H,1
LUIS ANTONIO,2002,H,1
MICHELLE,2002,D,1
GILLES,2002,H,1
CARLOS FRANCISCO,2002,H,1
MOHAMED AMIN,2002,H,1
AIXA,2002,D,1
MOHAMED YASIN,2002,H,1
LUIS,2002,H,1
JUAN PABLO,2002,H,1
ARIANNA,2002,D,1
ELIZABETH,2002,D,1
ABDESSALAM,2002,H,1
IMAD,2002,H,1
JULIAN,2002,H,1
YASSINE,2002,H,1
INMACULADA,2002,D,1
ANDRES,2002,H,1
JULEN,2002,H,1
ACHRAF,2002,H,1
KARLA,2002,D,1
GINA,2002,D,1
BRISLEIDY,2002,D,1
HENRIKE CHRISTIAN,2002,H,1
MAGDALENA,2002,D,1
AYA,2002,D,1
SABRINE,2002,D,1
DIANA,2002,D,1
CLAUDIO,2002,H,1
ROSA MARIA,2002,D,1
ANDONI,2002,H,1
ALEXANDRA ELIZABET,2002,D,1
ALANIS,2002,D,1
SARAI,2002,D,1
DANIEL ESTEBAN,2002,H,1
BRAIAN,2002,H,1
SIHAM,2002,D,1
PAULA ANDREA,2002,D,1
IU,2002,H,1
EMILY,2002,D,1
TRINIDAD,2002,D,1
DYLAN,2002,H,1
CARLOS DYLAN,2002,H,1
BADREDDIN,2002,H,1
ARIDIA MONTSERRAT,2002,D,1
LAILA,2002,D,1
MOAD,2002,H,1
CHAREF-EDDIN,2002,H,1
DIDAC BIEL,2002,H,1
TARA,2002,D,1
SUSANA,2002,D,1
TARIK,2002,H,1
MIGUELA,2002,D,1
KARAM,2002,H,1
ESAU,2002,H,1
JORDAN,2002,H,1
AHMED,2002,H,1
BELEN,2002,D,1
PALOMA,2002,D,1
CHAIMAE,2002,D,1
JUAN ANTONIO,2002,H,1
LEYRE,2002,D,1
AIMAN,2002,H,1
NAYARA,2002,D,1
MEI,2002,D,1
SAIOA ANDREA,2002,D,1
RAFAEL,2002,H,1
IMMACULADA,2002,D,1
SEBASTIAN-ANDRES,2002,H,1
SUE-HELEN,2002,D,1
MARCO ANTONIO,2002,H,1
ZAIRA,2002,D,1
ERIKA,2002,D,1
NOAD,2002,H,1
IAGO,2002,H,1
UNAX,2002,H,1
MARIA YESIKA,2002,D,1
MOÂD,2002,H,1
NATACHA,2002,D,1
GORAN,2002,H,1
RAQUEL,2002,D,1
ANAS,2002,H,1
ANTONY WLADIMIR,2002,H,1
OSSAMA,2002,H,1
MOURAD,2002,H,1
FIRDAOUS,2002,D,1
KAREN,2002,D,1
IVETTE,2002,D,1
CHAIMA,2002,D,1
BIEL,2002,H,1
MOHSEN,2002,H,1
WISSAL,2002,D,1
JAIRO,2002,H,1
DIEGO,2002,H,1
ARMAND,2002,H,1
SANA,2002,D,1
ABEL,2002,H,1
DANIELA,2002,D,1
MANUELA,2002,D,1
ABDELKADER,2002,H,1
XENIA,2002,D,1
SOUKAINA,2002,D,1
GRAU,2002,H,1
CINTIA,2002,D,1
AGUSTIN,2002,H,1
WASIM,2002,H,1
DANIEL GERMAN,2002,H,1
CHENOA,2002,D,1
LUCIA ANDREA,2002,D,1
NIDAWI,2002,D,1
LIDIA RAQUEL,2002,D,1
EULALIA,2002,D,1
JOSE MANUEL,2002,H,1
BRU ESOGIE,2002,H,1
DANIEL,2002,D,1
QIAN WEN,2002,D,1
M. TRINIDAD,2002,D,1
AFRICA,2002,D,1
JUAN JOSE,2002,H,1
TABITA,2002,D,1
SELENE,2002,D,1
HOHSSEN,2002,H,1
SEBASTIAN,2002,H,1
DENIS,2002,H,1
BRUNO,2002,H,1
CRISTIAN MANUEL,2002,H,1
JULIANA SOFIA,2002,D,1
EMILIO,2002,H,1
OUMAIMA,2002,D,1
ROSARIO,2002,D,1
HERO,2002,H,1
JOSEP ARNAU,2002,H,1
MAXIMINO,2002,H,1
ANDY,2002,H,1
SERGI ALEXANDER,2002,H,1
LAURA ELVIRA,2002,D,1
CARIN,2002,D,1
ISABEL MARIA,2002,D,1
SAHAYLA,2002,D,1
TOMAS,2002,H,1
ALEX,2002,D,1
LYUSSEHT CLARISSA,2002,D,1
MARIA,2002,H,1
NICOLE,2002,D,1
CHAKIRA,2002,D,1
SAAD,2002,H,1
AITANA MARCELA,2002,D,1
VICTOR MANUEL,2002,H,1
HOUDA,2002,D,1
NATHAN,2002,H,1
CAROLINA,2002,D,1
IRENE-PRISCILA,2002,D,1
SUSSANA-ANDREA,2002,D,1
ANGEL JOSE,2002,H,1
LAURA FARONG,2002,D,1
ZINNIA,2002,D,1
KHAOULA,2002,D,1
ALEXIA MARIA,2002,D,1
GERARD ADRIAN,2002,H,1
AINOHA,2002,D,1
DUNIA,2002,D,1
SAI-ALEGRIA,2002,D,1
JOSE VICENTE,2002,H,1
MELODY,2002,D,1
ONA,2002,D,1
JORGE,2002,H,1
NACHO,2002,H,1
KEVIN ALEXANDER,2002,H,1
HONAIDA,2002,D,1
HAITHAM,2002,H,1
MARYAM,2002,D,1
JOAQUIM,2002,H,1
ISAAC,2002,H,1
RAIMON,2002,H,1
JORDI GABRIEL,2002,H,1
AINARA,2002,D,1
LAUTARO SEBASTIAN,2002,H,1
ALICIA,2002,D,1
SARAH,2002,D,1
JOAN POL,2002,H,1
ANTONIO DANIEL,2002,H,1
SARAY,2002,D,1
ISIS,2002,D,1
MIGUEL BENEDICTO,2002,H,1
NIHYAD,2002,D,1
AOUSS,2002,H,1
LAIA DANIELA,2002,D,1
JUDITH,2002,H,1
AYOIB,2002,H,1
ANGELS,2002,D,1
EVELYN,2002,D,1
MARIA DEL CARMEN,2002,D,1
NOE,2002,H,1
EDISON JOEL,2002,H,1
ESTEVE,2002,H,1
CYNTHIA TAMARA,2002,D,1
XANA,2002,D,1
BASMA,2002,D,1
MARIAM,2002,D,1
KARIM,2002,H,1
DJILANE,2002,D,1
IBHAHIM,2002,H,1
SANTIAGO ARNAU,2002,H,1
ELIA,2002,D,1
JACQUELINE,2002,D,1
YASSIR,2002,H,1
ANTONIO DAVID,2002,H,1
ANIMATA,2002,D,1
HAMZA,2002,H,1
NEREA RAFAELA,2002,D,1
NELSON-ANDRES,2002,H,1
ANDREU,2002,H,1
JIHANE,2002,D,1
LLUIS,2002,H,1
OUSAMA,2002,H,1
ZOE,2002,D,1
IMANE,2002,D,1
ZEUS,2002,H,1
GUIM,2002,H,1
EBRAHIM,2002,H,1
LUA,2002,H,1
CHAIMAA,2002,D,1
MELANY-DAYAN,2002,D,1
SELEÑA,2002,D,1
LEONOR ISABEL,2002,D,1
TANIA ALEXANDRA,2002,D,1
CONSUELO,2002,D,1
LUIGI-ALFREDO,2002,H,1
ELOI,2002,H,1
IZHAN,2002,H,1
CELESTE,2002,D,1
LAMIA,2002,D,1
ENCARNA,2002,D,1
LAYLA,2002,D,1
CANDELA,2002,D,1
NAIM,2002,H,1
ANGELA,2002,D,1
ANABEL,2002,D,1
RAÜL,2002,H,1
CANDY,2002,D,1
IBTISSAM,2002,D,1
WIAM,2002,D,1
ARIANA JENGFENG,2002,D,1
JOSE MIGUEL,2002,H,1
MARIOLA,2002,D,1
RITA,2002,D,1
ESTHER MARIA,2002,D,1
WILLIAM,2002,H,1
MAME KHARY,2002,D,1
JANIRA,2002,D,1
MELCHOR,2002,H,1
ANAIS,2002,D,1
CARLAº,2002,D,1
ALEXANDRA,2002,D,1
HOUSSAM,2002,H,1
MAME BOUSSO,2002,D,1
OUMY,2002,D,1
EGAN,2002,H,1
NORA CORAL,2002,D,1
RAYMUND JOSEP,2002,H,1
MANAR,2002,D,1
FIRDEUS,2002,D,1
LOLA,2002,D,1
JULIEN,2002,H,1
VALENTINA,2002,D,1
NAJOUA,2002,D,1
ILHAM,2002,D,1
NAIRA,2002,D,1
MELANIE,2002,D,1
ANDRIV FRANCESCO,2002,H,1
MARIA DEL PILAR,2002,D,1
LOURDES,2002,D,1
LUIS ALBERTO,2002,H,1
IMMA,2002,D,1
ILIAS,2002,H,1
EREA,2002,D,1
EVELIN,2002,D,1
JOSE CLEMENTE,2002,H,1
OLGA,2002,D,1
KELLY,2002,D,1
MODOU BAMBA,2002,H,1
ROSER,2002,D,1
MARIA LUISA,2002,D,1
MARIELA,2002,D,1
MAROUAN,2002,D,1
ANTONI ISMAEL,2002,H,1
JOSE LUIS,2002,H,1
IRENE PATRICIA,2002,D,1
MANOLO,2002,H,1
ABY,2002,D,1
JONAS,2002,H,1
MARIA ROSA,2002,D,1
GEREMI,2002,H,1
HORTENSIA,2002,D,1
MARGALIDA,2002,D,1
ALINA,2002,D,1
EDGARD,2002,H,1
NORAH,2002,D,1
YASMINA,2002,D,1
EDELWEIS,2002,D,1
JOAN MARC,2002,H,1
JÚLIA,2002,D,1
EULÀLIA,2002,D,1
MICHAEL,2002,H,1
GEBRAT,2002,H,1
REDA,2002,H,1
CLÀUDIA,2002,D,1
ADJI SEYNABOU,2002,D,1
LAILA,2002,H,1
JOANA MARIA,2002,D,1
SELLAM,2002,H,1
DESTINY STEVEN,2002,H,1
NEL,2002,H,1
CRISTOPHER JOSUE,2002,H,1
ARON,2002,H,1
JUAN MIGUEL,2002,H,1
ADAN,2002,H,1
JIHAN,2002,D,1
JACKSON STEEVEN,2002,H,1
CORAL,2002,D,1
SOUFIAN,2002,H,1
NIGEL,2002,H,1
ANAHI,2002,D,1
FRANCESC XAVIER,2002,H,1
MARC,2001,H,48
PAULA,2001,D,44
MARIA,2001,D,41
DAVID,2001,H,35
DANIEL,2001,H,32
LAURA,2001,D,32
MARTA,2001,D,31
ADRIAN,2001,H,31
ARNAU,2001,H,31
ALEX,2001,H,30
PAU,2001,H,29
VICTOR,2001,H,28
ANDREA,2001,D,27
NEREA,2001,D,25
JULIA,2001,D,25
MARINA,2001,D,25
ANNA,2001,D,22
ALBA,2001,D,22
SARA,2001,D,22
ORIOL,2001,H,22
JOEL,2001,H,22
IVAN,2001,H,21
JOAN,2001,H,21
POL,2001,H,21
GERARD,2001,H,20
LAIA,2001,D,19
CARLA,2001,D,19
JORDI,2001,H,19
SERGI,2001,H,19
CRISTINA,2001,D,18
ALBERT,2001,H,17
ARIADNA,2001,D,17
ERIC,2001,H,17
GUILLEM,2001,H,16
AINHOA,2001,D,16
OSCAR,2001,H,16
ALEJANDRO,2001,H,16
CLAUDIA,2001,D,16
MIREIA,2001,D,15
RAUL,2001,H,14
XAVIER,2001,H,14
SERGIO,2001,H,14
CARLOS,2001,H,14
AINOA,2001,D,13
NATALIA,2001,D,13
JUDIT,2001,D,12
MIRIAM,2001,D,12
JUDITH,2001,D,12
ANTONIO,2001,H,11
NURIA,2001,D,11
JAVIER,2001,H,11
BERTA,2001,D,10
ENRIC,2001,H,10
ISMAEL,2001,H,10
JAN,2001,H,10
ANA,2001,D,10
CLARA,2001,D,9
MAR,2001,D,9
SANDRA,2001,D,9
RUBEN,2001,H,8
PATRICIA,2001,D,8
MARTI,2001,H,8
ADRIA,2001,H,8
CRISTIAN,2001,H,8
ROGER,2001,H,8
HELENA,2001,D,7
IRENE,2001,D,7
JUAN,2001,H,7
LUCIA,2001,D,7
BERNAT,2001,H,7
JESUS,2001,H,7
NOELIA,2001,D,7
RAQUEL,2001,D,7
AIDA,2001,D,6
MARIO,2001,H,6
IAN,2001,H,6
ANGEL,2001,H,6
MARIONA,2001,D,6
ALVARO,2001,H,6
SILVIA,2001,D,6
JOSE ANTONIO,2001,H,6
FERRAN,2001,H,6
MIQUEL,2001,H,6
LIDIA,2001,D,6
SHEILA,2001,D,5
IVET,2001,D,5
ALEIX,2001,H,5
DIDAC,2001,H,5
AINA,2001,D,5
SAMUEL,2001,H,5
SALMA,2001,D,5
ANDRES,2001,H,5
PABLO,2001,H,5
ELENA,2001,D,5
PERE,2001,H,5
KEVIN,2001,H,5
AARON,2001,H,5
QUERALT,2001,D,5
ISAAC,2001,H,4
EDUARDO,2001,H,4
