DATA_REFERENCIA,DISTRICTE,BARRI,EDAT,SEXE,POBLACIO
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,0,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,0,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,1,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,1,Home,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,10,Dona,6
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,10,Home,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,11,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,11,Home,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,12,Dona,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,12,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,13,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,13,Home,6
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,14,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,14,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,15,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,15,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,16,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,16,Home,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,17,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,17,Home,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,18,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,18,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,19,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,19,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,2,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,2,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,20,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,20,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,21,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,21,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,22,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,22,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,23,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,23,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,24,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,24,Home,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,25,Dona,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,26,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,26,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,27,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,27,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,28,Dona,6
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,28,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,29,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,29,Home,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,3,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,3,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,30,Dona,7
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,30,Home,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,31,Dona,10
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,31,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,32,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,32,Home,7
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,33,Dona,6
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,33,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,34,Dona,7
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,34,Home,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,35,Dona,8
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,35,Home,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,36,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,36,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,37,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,37,Home,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,38,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,38,Home,6
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,39,Dona,10
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,39,Home,7
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,4,Dona,6
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,4,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,40,Dona,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,40,Home,6
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,41,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,41,Home,10
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,42,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,42,Home,9
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,43,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,43,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,44,Dona,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,44,Home,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,45,Dona,9
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,45,Home,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,46,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,46,Home,9
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,47,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,47,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,48,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,48,Home,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,49,Dona,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,5,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,5,Home,8
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,50,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,50,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,51,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,51,Home,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,52,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,52,Home,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,53,Dona,6
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,53,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,54,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,54,Home,7
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,55,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,55,Home,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,56,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,56,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,57,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,57,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,58,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,58,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,59,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,59,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,6,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,6,Home,6
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,60,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,60,Home,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,61,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,62,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,63,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,63,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,64,Dona,8
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,64,Home,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,65,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,65,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,66,Dona,8
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,66,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,67,Dona,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,67,Home,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,68,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,68,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,69,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,69,Home,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,7,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,7,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,70,Dona,4
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,70,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,71,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,71,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,72,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,72,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,73,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,73,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,74,Dona,7
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,74,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,75,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,75,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,76,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,76,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,77,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,77,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,78,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,79,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,79,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,8,Dona,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,8,Home,7
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,80,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,80,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,81,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,81,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,82,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,82,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,83,Home,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,84,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,84,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,85,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,86,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,87,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,87,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,88,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,89,Dona,3
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,89,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,9,Dona,5
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,9,Home,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,90,Dona,2
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,91,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,92,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,92,Home,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,93,Dona,1
2011,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,98,Dona,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,0,Dona,38
2011,DISTRICTE 1,CEMENTIRI VELL                ,0,Home,52
2011,DISTRICTE 1,CEMENTIRI VELL                ,1,Dona,51
2011,DISTRICTE 1,CEMENTIRI VELL                ,1,Home,57
2011,DISTRICTE 1,CEMENTIRI VELL                ,10,Dona,28
2011,DISTRICTE 1,CEMENTIRI VELL                ,10,Home,47
2011,DISTRICTE 1,CEMENTIRI VELL                ,11,Dona,22
2011,DISTRICTE 1,CEMENTIRI VELL                ,11,Home,26
2011,DISTRICTE 1,CEMENTIRI VELL                ,12,Dona,35
2011,DISTRICTE 1,CEMENTIRI VELL                ,12,Home,36
2011,DISTRICTE 1,CEMENTIRI VELL                ,13,Dona,37
2011,DISTRICTE 1,CEMENTIRI VELL                ,13,Home,32
2011,DISTRICTE 1,CEMENTIRI VELL                ,14,Dona,34
2011,DISTRICTE 1,CEMENTIRI VELL                ,14,Home,35
2011,DISTRICTE 1,CEMENTIRI VELL                ,15,Dona,26
2011,DISTRICTE 1,CEMENTIRI VELL                ,15,Home,27
2011,DISTRICTE 1,CEMENTIRI VELL                ,16,Dona,37
2011,DISTRICTE 1,CEMENTIRI VELL                ,16,Home,33
2011,DISTRICTE 1,CEMENTIRI VELL                ,17,Dona,38
2011,DISTRICTE 1,CEMENTIRI VELL                ,17,Home,30
2011,DISTRICTE 1,CEMENTIRI VELL                ,18,Dona,24
2011,DISTRICTE 1,CEMENTIRI VELL                ,18,Home,31
2011,DISTRICTE 1,CEMENTIRI VELL                ,19,Dona,26
2011,DISTRICTE 1,CEMENTIRI VELL                ,19,Home,43
2011,DISTRICTE 1,CEMENTIRI VELL                ,2,Dona,52
2011,DISTRICTE 1,CEMENTIRI VELL                ,2,Home,40
2011,DISTRICTE 1,CEMENTIRI VELL                ,20,Dona,24
2011,DISTRICTE 1,CEMENTIRI VELL                ,20,Home,35
2011,DISTRICTE 1,CEMENTIRI VELL                ,21,Dona,28
2011,DISTRICTE 1,CEMENTIRI VELL                ,21,Home,34
2011,DISTRICTE 1,CEMENTIRI VELL                ,22,Dona,26
2011,DISTRICTE 1,CEMENTIRI VELL                ,22,Home,34
2011,DISTRICTE 1,CEMENTIRI VELL                ,23,Dona,33
2011,DISTRICTE 1,CEMENTIRI VELL                ,23,Home,26
2011,DISTRICTE 1,CEMENTIRI VELL                ,24,Dona,41
2011,DISTRICTE 1,CEMENTIRI VELL                ,24,Home,48
2011,DISTRICTE 1,CEMENTIRI VELL                ,25,Dona,41
2011,DISTRICTE 1,CEMENTIRI VELL                ,25,Home,43
2011,DISTRICTE 1,CEMENTIRI VELL                ,26,Dona,44
2011,DISTRICTE 1,CEMENTIRI VELL                ,26,Home,38
2011,DISTRICTE 1,CEMENTIRI VELL                ,27,Dona,35
2011,DISTRICTE 1,CEMENTIRI VELL                ,27,Home,50
2011,DISTRICTE 1,CEMENTIRI VELL                ,28,Dona,56
2011,DISTRICTE 1,CEMENTIRI VELL                ,28,Home,56
2011,DISTRICTE 1,CEMENTIRI VELL                ,29,Dona,62
2011,DISTRICTE 1,CEMENTIRI VELL                ,29,Home,57
2011,DISTRICTE 1,CEMENTIRI VELL                ,3,Dona,40
2011,DISTRICTE 1,CEMENTIRI VELL                ,3,Home,50
2011,DISTRICTE 1,CEMENTIRI VELL                ,30,Dona,61
2011,DISTRICTE 1,CEMENTIRI VELL                ,30,Home,51
2011,DISTRICTE 1,CEMENTIRI VELL                ,31,Dona,72
2011,DISTRICTE 1,CEMENTIRI VELL                ,31,Home,66
2011,DISTRICTE 1,CEMENTIRI VELL                ,32,Dona,63
2011,DISTRICTE 1,CEMENTIRI VELL                ,32,Home,73
2011,DISTRICTE 1,CEMENTIRI VELL                ,33,Dona,61
2011,DISTRICTE 1,CEMENTIRI VELL                ,33,Home,75
2011,DISTRICTE 1,CEMENTIRI VELL                ,34,Dona,81
2011,DISTRICTE 1,CEMENTIRI VELL                ,34,Home,70
2011,DISTRICTE 1,CEMENTIRI VELL                ,35,Dona,97
2011,DISTRICTE 1,CEMENTIRI VELL                ,35,Home,107
2011,DISTRICTE 1,CEMENTIRI VELL                ,36,Dona,68
2011,DISTRICTE 1,CEMENTIRI VELL                ,36,Home,72
2011,DISTRICTE 1,CEMENTIRI VELL                ,37,Dona,69
2011,DISTRICTE 1,CEMENTIRI VELL                ,37,Home,76
2011,DISTRICTE 1,CEMENTIRI VELL                ,38,Dona,72
2011,DISTRICTE 1,CEMENTIRI VELL                ,38,Home,70
2011,DISTRICTE 1,CEMENTIRI VELL                ,39,Dona,60
2011,DISTRICTE 1,CEMENTIRI VELL                ,39,Home,70
2011,DISTRICTE 1,CEMENTIRI VELL                ,4,Dona,46
2011,DISTRICTE 1,CEMENTIRI VELL                ,4,Home,36
2011,DISTRICTE 1,CEMENTIRI VELL                ,40,Dona,72
2011,DISTRICTE 1,CEMENTIRI VELL                ,40,Home,60
2011,DISTRICTE 1,CEMENTIRI VELL                ,41,Dona,49
2011,DISTRICTE 1,CEMENTIRI VELL                ,41,Home,60
2011,DISTRICTE 1,CEMENTIRI VELL                ,42,Dona,63
2011,DISTRICTE 1,CEMENTIRI VELL                ,42,Home,64
2011,DISTRICTE 1,CEMENTIRI VELL                ,43,Dona,63
2011,DISTRICTE 1,CEMENTIRI VELL                ,43,Home,72
2011,DISTRICTE 1,CEMENTIRI VELL                ,44,Dona,58
2011,DISTRICTE 1,CEMENTIRI VELL                ,44,Home,47
2011,DISTRICTE 1,CEMENTIRI VELL                ,45,Dona,54
2011,DISTRICTE 1,CEMENTIRI VELL                ,45,Home,54
2011,DISTRICTE 1,CEMENTIRI VELL                ,46,Dona,48
2011,DISTRICTE 1,CEMENTIRI VELL                ,46,Home,47
2011,DISTRICTE 1,CEMENTIRI VELL                ,47,Dona,42
2011,DISTRICTE 1,CEMENTIRI VELL                ,47,Home,46
2011,DISTRICTE 1,CEMENTIRI VELL                ,48,Dona,46
2011,DISTRICTE 1,CEMENTIRI VELL                ,48,Home,55
2011,DISTRICTE 1,CEMENTIRI VELL                ,49,Dona,39
2011,DISTRICTE 1,CEMENTIRI VELL                ,49,Home,49
2011,DISTRICTE 1,CEMENTIRI VELL                ,5,Dona,36
2011,DISTRICTE 1,CEMENTIRI VELL                ,5,Home,49
2011,DISTRICTE 1,CEMENTIRI VELL                ,50,Dona,40
2011,DISTRICTE 1,CEMENTIRI VELL                ,50,Home,48
2011,DISTRICTE 1,CEMENTIRI VELL                ,51,Dona,43
2011,DISTRICTE 1,CEMENTIRI VELL                ,51,Home,36
2011,DISTRICTE 1,CEMENTIRI VELL                ,52,Dona,40
2011,DISTRICTE 1,CEMENTIRI VELL                ,52,Home,34
2011,DISTRICTE 1,CEMENTIRI VELL                ,53,Dona,43
2011,DISTRICTE 1,CEMENTIRI VELL                ,53,Home,46
2011,DISTRICTE 1,CEMENTIRI VELL                ,54,Dona,35
2011,DISTRICTE 1,CEMENTIRI VELL                ,54,Home,34
2011,DISTRICTE 1,CEMENTIRI VELL                ,55,Dona,30
2011,DISTRICTE 1,CEMENTIRI VELL                ,55,Home,43
2011,DISTRICTE 1,CEMENTIRI VELL                ,56,Dona,49
2011,DISTRICTE 1,CEMENTIRI VELL                ,56,Home,25
2011,DISTRICTE 1,CEMENTIRI VELL                ,57,Dona,35
2011,DISTRICTE 1,CEMENTIRI VELL                ,57,Home,28
2011,DISTRICTE 1,CEMENTIRI VELL                ,58,Dona,33
2011,DISTRICTE 1,CEMENTIRI VELL                ,58,Home,31
2011,DISTRICTE 1,CEMENTIRI VELL                ,59,Dona,43
2011,DISTRICTE 1,CEMENTIRI VELL                ,59,Home,27
2011,DISTRICTE 1,CEMENTIRI VELL                ,6,Dona,42
2011,DISTRICTE 1,CEMENTIRI VELL                ,6,Home,55
2011,DISTRICTE 1,CEMENTIRI VELL                ,60,Dona,30
2011,DISTRICTE 1,CEMENTIRI VELL                ,60,Home,39
2011,DISTRICTE 1,CEMENTIRI VELL                ,61,Dona,36
2011,DISTRICTE 1,CEMENTIRI VELL                ,61,Home,32
2011,DISTRICTE 1,CEMENTIRI VELL                ,62,Dona,33
2011,DISTRICTE 1,CEMENTIRI VELL                ,62,Home,24
2011,DISTRICTE 1,CEMENTIRI VELL                ,63,Dona,45
2011,DISTRICTE 1,CEMENTIRI VELL                ,63,Home,34
2011,DISTRICTE 1,CEMENTIRI VELL                ,64,Dona,24
2011,DISTRICTE 1,CEMENTIRI VELL                ,64,Home,30
2011,DISTRICTE 1,CEMENTIRI VELL                ,65,Dona,37
2011,DISTRICTE 1,CEMENTIRI VELL                ,65,Home,22
2011,DISTRICTE 1,CEMENTIRI VELL                ,66,Dona,26
2011,DISTRICTE 1,CEMENTIRI VELL                ,66,Home,18
2011,DISTRICTE 1,CEMENTIRI VELL                ,67,Dona,33
2011,DISTRICTE 1,CEMENTIRI VELL                ,67,Home,35
2011,DISTRICTE 1,CEMENTIRI VELL                ,68,Dona,18
2011,DISTRICTE 1,CEMENTIRI VELL                ,68,Home,21
2011,DISTRICTE 1,CEMENTIRI VELL                ,69,Dona,19
2011,DISTRICTE 1,CEMENTIRI VELL                ,69,Home,19
2011,DISTRICTE 1,CEMENTIRI VELL                ,7,Dona,33
2011,DISTRICTE 1,CEMENTIRI VELL                ,7,Home,29
2011,DISTRICTE 1,CEMENTIRI VELL                ,70,Dona,20
2011,DISTRICTE 1,CEMENTIRI VELL                ,70,Home,25
2011,DISTRICTE 1,CEMENTIRI VELL                ,71,Dona,15
2011,DISTRICTE 1,CEMENTIRI VELL                ,71,Home,18
2011,DISTRICTE 1,CEMENTIRI VELL                ,72,Dona,16
2011,DISTRICTE 1,CEMENTIRI VELL                ,72,Home,10
2011,DISTRICTE 1,CEMENTIRI VELL                ,73,Dona,18
2011,DISTRICTE 1,CEMENTIRI VELL                ,73,Home,12
2011,DISTRICTE 1,CEMENTIRI VELL                ,74,Dona,23
2011,DISTRICTE 1,CEMENTIRI VELL                ,74,Home,14
2011,DISTRICTE 1,CEMENTIRI VELL                ,75,Dona,12
2011,DISTRICTE 1,CEMENTIRI VELL                ,75,Home,12
2011,DISTRICTE 1,CEMENTIRI VELL                ,76,Dona,20
2011,DISTRICTE 1,CEMENTIRI VELL                ,76,Home,10
2011,DISTRICTE 1,CEMENTIRI VELL                ,77,Dona,18
2011,DISTRICTE 1,CEMENTIRI VELL                ,77,Home,12
2011,DISTRICTE 1,CEMENTIRI VELL                ,78,Dona,18
2011,DISTRICTE 1,CEMENTIRI VELL                ,78,Home,10
2011,DISTRICTE 1,CEMENTIRI VELL                ,79,Dona,24
2011,DISTRICTE 1,CEMENTIRI VELL                ,79,Home,13
2011,DISTRICTE 1,CEMENTIRI VELL                ,8,Dona,43
2011,DISTRICTE 1,CEMENTIRI VELL                ,8,Home,43
2011,DISTRICTE 1,CEMENTIRI VELL                ,80,Dona,23
2011,DISTRICTE 1,CEMENTIRI VELL                ,80,Home,9
2011,DISTRICTE 1,CEMENTIRI VELL                ,81,Dona,26
2011,DISTRICTE 1,CEMENTIRI VELL                ,81,Home,15
2011,DISTRICTE 1,CEMENTIRI VELL                ,82,Dona,12
2011,DISTRICTE 1,CEMENTIRI VELL                ,82,Home,17
2011,DISTRICTE 1,CEMENTIRI VELL                ,83,Dona,11
2011,DISTRICTE 1,CEMENTIRI VELL                ,83,Home,9
2011,DISTRICTE 1,CEMENTIRI VELL                ,84,Dona,15
2011,DISTRICTE 1,CEMENTIRI VELL                ,84,Home,7
2011,DISTRICTE 1,CEMENTIRI VELL                ,85,Dona,13
2011,DISTRICTE 1,CEMENTIRI VELL                ,85,Home,8
2011,DISTRICTE 1,CEMENTIRI VELL                ,86,Dona,9
2011,DISTRICTE 1,CEMENTIRI VELL                ,86,Home,7
2011,DISTRICTE 1,CEMENTIRI VELL                ,87,Dona,13
2011,DISTRICTE 1,CEMENTIRI VELL                ,87,Home,4
2011,DISTRICTE 1,CEMENTIRI VELL                ,88,Dona,7
2011,DISTRICTE 1,CEMENTIRI VELL                ,88,Home,5
2011,DISTRICTE 1,CEMENTIRI VELL                ,89,Dona,8
2011,DISTRICTE 1,CEMENTIRI VELL                ,89,Home,6
2011,DISTRICTE 1,CEMENTIRI VELL                ,9,Dona,34
2011,DISTRICTE 1,CEMENTIRI VELL                ,9,Home,32
2011,DISTRICTE 1,CEMENTIRI VELL                ,90,Dona,5
2011,DISTRICTE 1,CEMENTIRI VELL                ,90,Home,2
2011,DISTRICTE 1,CEMENTIRI VELL                ,91,Dona,8
2011,DISTRICTE 1,CEMENTIRI VELL                ,91,Home,2
2011,DISTRICTE 1,CEMENTIRI VELL                ,92,Dona,3
2011,DISTRICTE 1,CEMENTIRI VELL                ,92,Home,3
2011,DISTRICTE 1,CEMENTIRI VELL                ,93,Dona,5
2011,DISTRICTE 1,CEMENTIRI VELL                ,93,Home,2
2011,DISTRICTE 1,CEMENTIRI VELL                ,94,Dona,2
2011,DISTRICTE 1,CEMENTIRI VELL                ,95,Dona,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,95,Home,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,96,Dona,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,97,Dona,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,98,Dona,2
2011,DISTRICTE 1,CENTRE                        ,0,Dona,93
2011,DISTRICTE 1,CENTRE                        ,0,Home,83
2011,DISTRICTE 1,CENTRE                        ,1,Dona,100
