URTEA;UDAL KODEA;UDALAREN IZENA;KALE KODEA;KALEAREN IZENA;BARRUTIA;SEKZIOA;JAIOTZE HERRIALDEA;JAIOTZE-PROBINTZIA;JAIOTZE-HERRIA;HERRIALDEAREN IZENA;PROBINTZIAREN IZENA;HERRIAREN IZENA;EMAKUME KOPURUA;GIZON KOPURUA;.                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4302;ERREBAL KALEA;004;004;154;154;999;ERRUSIAR FEDERAKUNDEA;ERRUSIAR FEDERAKUNDEA;MOSCU;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;4302;ERREBAL KALEA;004;004;228;228;999;MAROKOKO ERRESUMA;MAROKOKO ERRESUMA;OLD BERJAD;1;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;4302;ERREBAL KALEA;004;004;319;319;999;GUATEMALA;GUATEMALA;GUATEMALA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4302;ERREBAL KALEA;004;004;326;326;999;DOMINIKAR ERREPUBLIKA;DOMINIKAR ERREPUBLIKA;LA VEGA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4302;ERREBAL KALEA;004;004;343;343;999;KOLONBIAKO ERREPUBLIKA;KOLONBIAKO ERREPUBLIKA;PRADO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4302;ERREBAL KALEA;004;004;345;345;999;EKUADORKO ERREPUBLIKA;EKUADORKO ERREPUBLIKA;YAGUACHI;1;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;4302;ERREBAL KALEA;004;004;347;347;999;PARAGUAIKO ERREPUBLIKA;PARAGUAIKO ERREPUBLIKA;ITAUGUA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;104;104;999;BULGARIA;BULGARIA;YAMBOL;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;001;017;ESPAINIA;ARABA;CAMPEZO;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;001;058;ESPAINIA;ARABA;LEGUTIANO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;001;059;ESPAINIA;ARABA;VITORIA-GASTEIZ;7;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;003;014;ESPAINIA;ALACANT;ALACANT;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;003;133;ESPAINIA;ALACANT;TORREVIEJA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;006;004;ESPAINIA;BADAJOZ;ALANGE;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;006;083;ESPAINIA;BADAJOZ;MERIDA;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;006;103;ESPAINIA;BADAJOZ;PUEBLA DE LA CALZADA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;006;109;ESPAINIA;BADAJOZ;QUINTANA DE LA SERENA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;007;015;ESPAINIA;BALEAR UHARTEAK;CIUDADELA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;007;040;ESPAINIA;BALEAR UHARTEAK;PALMA;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;008;019;ESPAINIA;BARTZELONA;BARTZELONA;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;009;059;ESPAINIA;BURGOS;BURGOS;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;009;075;ESPAINIA;BURGOS;CARDEÑUELA-RIOPICO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;009;238;ESPAINIA;BURGOS;OÑA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;009;338;ESPAINIA;BURGOS;SAN MAMES DE BURGOS;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;009;369;ESPAINIA;BURGOS;SOTILLO DE LA RIBERA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;009;429;ESPAINIA;BURGOS;VILLAESCUSA LA SOMBRIA;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;009;460;ESPAINIA;BURGOS;VILLASANDINO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;009;999;ESPAINIA;BURGOS;DONOSTIA-SAN SEBASTIAN;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;010;037;ESPAINIA;CACERES;CACERES;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;010;078;ESPAINIA;CACERES;GARGANTA (LA);0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;011;012;ESPAINIA;CADIZ;CADIZ;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;013;087;ESPAINIA;CIUDAD REAL;VALDEPEÑAS;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;014;012;ESPAINIA;KORDOBA;BUJALANCE;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;016;039;ESPAINIA;CUENCA;BUENACHE DE ALARCON;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;016;112;ESPAINIA;CUENCA;HUETE;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;016;999;ESPAINIA;CUENCA;CALAHORRA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;018;095;ESPAINIA;GRANADA;GUEVEJAR;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;018;159;ESPAINIA;GRANADA;PIÑAR;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;019;021;ESPAINIA;GUADALAJARA;ALMOGUERA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;019;152;ESPAINIA;GUADALAJARA;ILLANA;1;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;011;ESPAINIA;GIPUZKOA;ANTZUOLA;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;013;ESPAINIA;GIPUZKOA;ARETXABALETA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;017;ESPAINIA;GIPUZKOA;AZKOITIA;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;018;ESPAINIA;GIPUZKOA;AZPEITIA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;027;ESPAINIA;GIPUZKOA;ZESTOA;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;029;ESPAINIA;GIPUZKOA;DEBA;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;030;ESPAINIA;GIPUZKOA;EIBAR;229;295;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;032;ESPAINIA;GIPUZKOA;ELGOIBAR;7;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;033;ESPAINIA;GIPUZKOA;ELGETA;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;043;ESPAINIA;GIPUZKOA;IDIAZABAL;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;049;ESPAINIA;GIPUZKOA;LAZKAO;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;055;ESPAINIA;GIPUZKOA;ARRASATE/MONDRAGON;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;056;ESPAINIA;GIPUZKOA;MUTRIKU;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;065;ESPAINIA;GIPUZKOA;SORALUZE-PLACENCIA DE LAS ARMA;3;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;066;ESPAINIA;GIPUZKOA;ERREZIL;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;069;ESPAINIA;GIPUZKOA;DONOSTIA-SAN SEBASTIAN;8;11;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;070;ESPAINIA;GIPUZKOA;SEGURA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;074;ESPAINIA;GIPUZKOA;BERGARA;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;076;ESPAINIA;GIPUZKOA;ORDIZIA;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;081;ESPAINIA;GIPUZKOA;ZUMAIA;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;082;ESPAINIA;GIPUZKOA;MENDARO;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;020;901;ESPAINIA;GIPUZKOA;MENDARO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;023;010;ESPAINIA;JAEN;BAILEN;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;023;086;ESPAINIA;JAEN;TORRE DEL CAMPO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;023;092;ESPAINIA;JAEN;UBEDA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;023;095;ESPAINIA;JAEN;VILLACARRILLO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;024;047;ESPAINIA;LEON;CASTROCONTRIGO;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;024;221;ESPAINIA;LEON;VILLAQUEJIDA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;025;120;ESPAINIA;LLEIDA;LLEIDA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;026;036;ESPAINIA;ERRIOXA;CALAHORRA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;026;071;ESPAINIA;ERRIOXA;HARO;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;026;089;ESPAINIA;ERRIOXA;LOGROÑO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;026;138;ESPAINIA;ERRIOXA;SANTO DOMINGO DE LA CALZADA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;027;016;ESPAINIA;LUGO;CHANTADA;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;027;035;ESPAINIA;LUGO;NEGUEIRA DE MUÑIZ;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;108;028;065;ESPAINIA;MADRIL;GETAFE;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
