URTEA;UDAL KODEA;UDALAREN IZENA;KALE KODEA;KALEAREN IZENA;BARRUTIA;SEKZIOA;JAIOTZE HERRIALDEA;JAIOTZE-PROBINTZIA;JAIOTZE-HERRIA;HERRIALDEAREN IZENA;PROBINTZIAREN IZENA;HERRIAREN IZENA;EMAKUME KOPURUA;GIZON KOPURUA;.                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1304;IFAR KALE;001;003;108;020;054;ESPAINIA;GIPUZKOA;LIZARTZA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1304;IFAR KALE;001;003;108;020;069;ESPAINIA;GIPUZKOA;DONOSTIA-SAN SEBASTIAN;0;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1304;IFAR KALE;001;003;108;020;077;ESPAINIA;GIPUZKOA;URRETXU;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1304;IFAR KALE;001;003;108;032;999;ESPAINIA;OURENSE;EIBAR;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;1304;IFAR KALE;001;003;108;046;077;ESPAINIA;VALENTZIA;BUÑOL;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1304;IFAR KALE;001;003;108;048;007;ESPAINIA;BIZKAIA;MUNITIBAR-ARBATZEGI GERRIKAITZ;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1304;IFAR KALE;001;003;108;048;060;ESPAINIA;BIZKAIA;MARKINA-XEMEIN;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1304;IFAR KALE;001;003;108;048;075;ESPAINIA;BIZKAIA;OROZKO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1304;IFAR KALE;001;003;108;048;095;ESPAINIA;BIZKAIA;ZALDIBAR;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1304;IFAR KALE;001;003;326;326;999;DOMINIKAR ERREPUBLIKA;DOMINIKAR ERREPUBLIKA;SAMANA;3;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;1304;IFAR KALE;001;003;348;348;999;PERU;PERU;AYACUCHO;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;1304;IFAR KALE;001;003;407;407;999;TXINAKO HERRI ERREPUBLIKA;TXINAKO HERRI ERREPUBLIKA;ZHEJIANG;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;1304;IFAR KALE;001;003;426;426;999;PAKISTAN;PAKISTAN;NAROWAL;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1304;IFAR KALE;004;002;108;006;122;ESPAINIA;BADAJOZ;SANTOS DE MAIMONA (LOS);0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1304;IFAR KALE;004;002;108;020;027;ESPAINIA;GIPUZKOA;ZESTOA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1304;IFAR KALE;004;002;108;020;030;ESPAINIA;GIPUZKOA;EIBAR;12;22;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1304;IFAR KALE;004;002;108;020;033;ESPAINIA;GIPUZKOA;ELGETA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1304;IFAR KALE;004;002;108;020;059;ESPAINIA;GIPUZKOA;OÑATI;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1304;IFAR KALE;004;002;108;020;069;ESPAINIA;GIPUZKOA;DONOSTIA-SAN SEBASTIAN;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1304;IFAR KALE;004;002;108;023;075;ESPAINIA;JAEN;SABIOTE;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;1304;IFAR KALE;004;002;108;026;999;ESPAINIA;ERRIOXA;EIBAR;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;1304;IFAR KALE;004;002;108;028;079;ESPAINIA;MADRIL;MADRIL;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;1304;IFAR KALE;004;002;108;031;097;ESPAINIA;NAFARROA;ESTELLA/LIZARRA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;1304;IFAR KALE;004;002;108;048;019;ESPAINIA;BIZKAIA;BERRIZ;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1304;IFAR KALE;004;002;108;048;020;ESPAINIA;BIZKAIA;BILBO;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;1304;IFAR KALE;004;002;108;048;034;ESPAINIA;BIZKAIA;ERMUA;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;1304;IFAR KALE;004;002;108;048;060;ESPAINIA;BIZKAIA;MARKINA-XEMEIN;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1304;IFAR KALE;004;002;108;048;907;ESPAINIA;BIZKAIA;KORTEZUBI;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1304;IFAR KALE;004;002;132;132;999;SUITZA;SUITZA;GINEBRA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;1304;IFAR KALE;004;002;228;228;999;MAROKOKO ERRESUMA;MAROKOKO ERRESUMA;EL ARGIOUB;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;1304;IFAR KALE;004;002;230;230;999;MAURITANIA;MAURITANIA;BEREINE;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;104;104;999;BULGARIA;BULGARIA;YAMBOL;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;001;004;ESPAINIA;ARABA;ARTZINIEGA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;017;066;ESPAINIA;GIRONA;FIGUERES;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;020;030;ESPAINIA;GIPUZKOA;EIBAR;14;19;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;020;051;ESPAINIA;GIPUZKOA;LEGAZPI;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;020;069;ESPAINIA;GIPUZKOA;DONOSTIA-SAN SEBASTIAN;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;020;074;ESPAINIA;GIPUZKOA;BERGARA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;020;901;ESPAINIA;GIPUZKOA;MENDARO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;026;069;ESPAINIA;ERRIOXA;GRAÑON;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;026;089;ESPAINIA;ERRIOXA;LOGROÑO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;029;999;ESPAINIA;MALAGA;SARTAGUDA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;031;223;ESPAINIA;NAFARROA;SARTAGUDA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;032;036;ESPAINIA;OURENSE;XUNQUERA DE AMBIA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;034;218;ESPAINIA;PALENTZIA;VILLALUENGA DE LA VEGA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;034;999;ESPAINIA;PALENTZIA;FUENTELAPEÑA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;037;107;ESPAINIA;SALAMANCA;CIUDAD-RODRIGO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;037;359;ESPAINIA;SALAMANCA;VILLAR DE LA YEGUA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;048;007;ESPAINIA;BIZKAIA;MUNITIBAR-ARBATZEGI GERRIKAITZ;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;048;032;ESPAINIA;BIZKAIA;ELORRIO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;048;058;ESPAINIA;BIZKAIA;MALLABIA;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;048;060;ESPAINIA;BIZKAIA;MARKINA-XEMEIN;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;049;080;ESPAINIA;ZAMORA;FUENTELAPEÑA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;049;264;ESPAINIA;ZAMORA;VILLAR DEL BUEY;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;108;049;275;ESPAINIA;ZAMORA;ZAMORA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;110;110;999;FRANTZIA;FRANTZIA;SR.JEAN DE LUZ;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;228;228;999;MAROKOKO ERRESUMA;MAROKOKO ERRESUMA;TANGER;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;314;314;999;COSTA RICA;COSTA RICA;LIMON;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;315;315;999;KUBAKO ERREPUBLIKA;KUBAKO ERREPUBLIKA;CAMAGUEY;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;326;326;999;DOMINIKAR ERREPUBLIKA;DOMINIKAR ERREPUBLIKA;SAMANA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;345;345;999;EKUADORKO ERREPUBLIKA;EKUADORKO ERREPUBLIKA;GUAYAS;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;348;348;999;PERU;PERU;ANCASH;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;007;040;ESPAINIA;BALEAR UHARTEAK;PALMA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;009;179;ESPAINIA;BURGOS;IGLESIARRUBIA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;009;325;ESPAINIA;BURGOS;ROYUELA DE RIO FRANCO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;010;113;ESPAINIA;CACERES;MADROÑERA;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;010;116;ESPAINIA;CACERES;MALPARTIDA DE PLASENCIA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;014;027;ESPAINIA;KORDOBA;FERNAN NUÑEZ;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;014;055;ESPAINIA;KORDOBA;PRIEGO DE CORDOBA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;019;152;ESPAINIA;GUADALAJARA;ILLANA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;020;030;ESPAINIA;GIPUZKOA;EIBAR;26;23;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;020;032;ESPAINIA;GIPUZKOA;ELGOIBAR;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;020;033;ESPAINIA;GIPUZKOA;ELGETA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;020;039;ESPAINIA;GIPUZKOA;GETARIA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;020;071;ESPAINIA;GIPUZKOA;TOLOSA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;108;020;074;ESPAINIA;GIPUZKOA;BERGARA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
