AÑO;CODIGO AYUNTAMIENTO;NOMBRE AYUNTAMIENTO;CODIGO IMPUESTO;NOMBRE IMPUESTO;CODIGO CALLE;NOMBRE CALLE;DISTRITO;SECCION;NRO RECIBOS;IMPORTE RECAUDADO;IMPORTE EJECUTIVA PENDIENTE;.                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;046;IAE-ACTIV.ECON;1306;TXALTXA-ZELAI KALEA;001;004;5;1.631,79;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;046;IAE-ACTIV.ECON;1309;BARRIA PLAZA;001;003;3;4.687,39;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;046;IAE-ACTIV.ECON;1404;MANDIOLA BALLE;002;001;1;0,00;665,94;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;046;IAE-ACTIV.ECON;1405;MEKOLA KALEA;002;005;1;1.383,32;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;046;IAE-ACTIV.ECON;1407;SAN JUAN KALEA;002;005;7;7.750,13;386,47;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;046;IAE-ACTIV.ECON;2103;LEGARRE KALEA;002;002;1;645,30;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;046;IAE-ACTIV.ECON;2104;LEGARRE-GAIN KALEA;002;001;1;122,37;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;046;IAE-ACTIV.ECON;2404;TIBURZIO ANITUA KALE;002;002;1;232,23;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;046;IAE-ACTIV.ECON;2404;TIBURZIO ANITUA KALE;002;003;4;1.763,64;304,44;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;046;IAE-ACTIV.ECON;2404;TIBURZIO ANITUA KALE;002;004;6;4.167,95;2.995,49;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;046;IAE-ACTIV.ECON;2501;EGIGUREN-TARREN KALEA;001;002;2;2.071,90;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;046;IAE-ACTIV.ECON;2502;INDALEZIO OJANGUREN;003;003;1;149,90;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;046;IAE-ACTIV.ECON;2505;SOSTOA-TARREN KALEA;000;000;3;1.633,07;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;046;IAE-ACTIV.ECON;2505;SOSTOA-TARREN KALEA;001;002;1;0,00;470,09;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;046;IAE-ACTIV.ECON;2505;SOSTOA-TARREN KALEA;003;001;1;676,21;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;046;IAE-ACTIV.ECON;2601;JUAN GISASOLA KALEA;001;002;1;145,69;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;046;IAE-ACTIV.ECON;2601;JUAN GISASOLA KALEA;001;004;2;2.494,14;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;046;IAE-ACTIV.ECON;2704;URKI KALEA;001;004;2;3.879,18;257,50;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;046;IAE-ACTIV.ECON;3102;SAN KRISTOBAL KALEA;003;001;2;188,12;345,13;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;046;IAE-ACTIV.ECON;3202;IPURUA KALEA;000;000;1;141,23;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;046;IAE-ACTIV.ECON;3202;IPURUA KALEA;003;001;1;960,92;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;046;IAE-ACTIV.ECON;3303;ROMUALDO GALDOS;003;004;2;0,00;1.485,50;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;046;IAE-ACTIV.ECON;4201;ARANE KALEA;004;001;4;3.246,22;1.180,45;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;046;IAE-ACTIV.ECON;4201;ARANE KALEA;004;002;2;0,00;574,41;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;046;IAE-ACTIV.ECON;4202;ARRAGUETA KALEA;004;006;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;046;IAE-ACTIV.ECON;4205;URTZAILE KALEA;004;002;7;530,55;6.827,34;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;046;IAE-ACTIV.ECON;4205;URTZAILE KALEA;005;001;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;046;IAE-ACTIV.ECON;4301;BIDEBARRIETA KALEA;000;000;1;0,00;315,60;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;046;IAE-ACTIV.ECON;4301;BIDEBARRIETA KALEA;004;002;3;435,80;1.980,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;046;IAE-ACTIV.ECON;4301;BIDEBARRIETA KALEA;004;003;4;3.870,46;2.225,01;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;046;IAE-ACTIV.ECON;4301;BIDEBARRIETA KALEA;004;004;1;0,00;753,11;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;046;IAE-ACTIV.ECON;4301;BIDEBARRIETA KALEA;005;001;4;380,53;329,35;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;046;IAE-ACTIV.ECON;4302;ERREBAL KALEA;000;000;1;750,76;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;046;IAE-ACTIV.ECON;4302;ERREBAL KALEA;004;003;1;191,21;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;046;IAE-ACTIV.ECON;4302;ERREBAL KALEA;004;004;16;7.523,67;805,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;046;IAE-ACTIV.ECON;4303;JARDIÑETA KALEA;004;005;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;046;IAE-ACTIV.ECON;4304;JULIAN ETXEBERRIA;004;003;14;17.417,45;1.730,25;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;046;IAE-ACTIV.ECON;4305;MUZATEGI KALEA;004;005;1;713,48;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;046;IAE-ACTIV.ECON;4306;SAN AGUSTIN KALEA;000;000;3;2.936,97;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;046;IAE-ACTIV.ECON;4306;SAN AGUSTIN KALEA;004;004;3;1.656,29;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;046;IAE-ACTIV.ECON;4307;ZULOAGA-TARREN KALEA;004;003;3;2.216,75;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;046;IAE-ACTIV.ECON;4406;ESTAZIÑO KALEA;004;006;4;2.314,47;395,06;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;046;IAE-ACTIV.ECON;4407;IBARKURUTZE KALEA;004;004;2;3.827,17;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;046;IAE-ACTIV.ECON;4409;PAGAEGI KALEA;004;006;1;1.215,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;046;IAE-ACTIV.ECON;4503;MATXARIA KALEA;000;000;6;10.908,17;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;046;IAE-ACTIV.ECON;4503;MATXARIA KALEA;002;001;1;1.060,67;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;046;IAE-ACTIV.ECON;4503;MATXARIA KALEA;004;005;11;9.335,12;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;046;IAE-ACTIV.ECON;5102;TXONTA KALEA;005;001;7;11.273,40;305,72;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;046;IAE-ACTIV.ECON;5201;ASUA-ERREKA KALEA;005;004;2;0,00;870,85;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;046;IAE-ACTIV.ECON;5202;BARAKALDO KALEA;005;004;3;3.466,58;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;046;IAE-ACTIV.ECON;5203;BITTOR SARASKETA;004;006;1;0,00;778,01;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;046;IAE-ACTIV.ECON;5203;BITTOR SARASKETA;005;002;1;0,00;250,71;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;046;IAE-ACTIV.ECON;5205;KARMEN KALEA;005;004;1;358,16;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;046;IAE-ACTIV.ECON;5206;URKIZU PASEALEKUA;000;000;1;3.770,06;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;046;IAE-ACTIV.ECON;5206;URKIZU PASEALEKUA;005;001;11;7.976,91;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;046;IAE-ACTIV.ECON;5206;URKIZU PASEALEKUA;005;002;1;1.497,44;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;046;IAE-ACTIV.ECON;5302;BARRENA KALEA;005;003;15;14.624,14;611,07;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;046;IAE-ACTIV.ECON;5302;BARRENA KALEA;005;004;2;1.180,32;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;046;IAE-ACTIV.ECON;5401;APALATEGI KALEA;005;004;5;8.489,64;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;046;IAE-ACTIV.ECON;5402;AZITAIN BIDE;000;000;1;4.359,22;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;046;IAE-ACTIV.ECON;5402;AZITAIN BIDE;005;004;7;11.486,98;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;046;IAE-ACTIV.ECON;5404;MURRATEGI KALEA;005;004;3;3.609,18;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;046;IAE-ACTIV.ECON;5405;OTAOLA BALLE;003;001;1;0,00;128,64;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;046;IAE-ACTIV.ECON;5503;MALTZAGA AUZOA;000;000;4;6.236,17;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;046;IAE-ACTIV.ECON;6001;URKI KURUTZEKUA;000;000;1;537,81;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;046;IAE-ACTIV.ECON;7002;ARIKITZANEKO ZUBIA;004;004;1;1.236,54;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;046;IAE-ACTIV.ECON;7102;POLIGONO INDUSTRIAL DE AZITAIN;005;004;23;74.449,73;2.412,06;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;046;IAE-ACTIV.ECON;7107;IÑAKI GOENAGA;005;004;4;9.513,71;237,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;046;IAE-ACTIV.ECON;9001;;005;004;36;11.900,00;6.072,08;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;048;CERTIF. URBANA;1103;ISASI KALEA;001;001;2;1.510,78;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;048;CERTIF. URBANA;1104;OTAOLA HIRIBIDEA;003;004;8;727,16;131,53;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;048;CERTIF. URBANA;1105;SAN ANDRES PASEALEKU;001;001;32;4.795,71;179,76;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;048;CERTIF. URBANA;1202;FERMIN CALBETON KALE;001;003;2;511,10;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;048;CERTIF. URBANA;1203;TORIBIO ETXEBARRIA;001;001;2;928,14;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;048;CERTIF. URBANA;1301;BISTA-EDER KALEA;001;003;1;388,75;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;048;CERTIF. URBANA;1304;IFAR KALE;001;003;1;236,54;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;048;CERTIF. URBANA;1307;TXIRIO KALEA;001;003;1;269,13;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
