URTEA;UDAL KODEA;UDALAREN IZENA;KALE KODEA;KALEAREN IZENA;BARRUTIA;SEKZIOA;EMAKUME KOPURUA;IKASKETA GABEKO EMAKUMEAK;TITULORIK GABEKO EMAKUMEAK;LEHEN HEZKUNTZA DAUKATEN EMAKUMEAK;BIGARREN HEZKUNTZA DAUKATEN EMAKUMEAK;ERDI MAILAKO IKASKETAK DAUZKATEN EMAKUMEAK;GOI MAILAKO IKASKETAK DAUZKATEN EMAKUMEAK;SAILKATU GABEKO EMAKUMEAK;GIZON KOPURUA;IKASKETA GABEKO GIZONAK;TITULORIK GABEKO GIZONAK;LEHEN HEZKUNTZA DAUKATEN GINONAK;BIGARREN HEZKUNTZA DAUKATEN GIZONAK;ERDI MAILAKO IKASKETAK DAUZKATEN GIZONAK;GOI MAILAKO IKASKETAK DAUZKATEN GIZONAK;SAILKATU GABEKO GIZONAK;TOTAL KOPURUA;.          
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;001;23;0;7;6;6;1;3;0;20;0;7;2;4;4;3;0;43;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;002;31;0;12;3;14;1;1;0;26;0;7;5;10;0;4;0;57;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;003;28;0;11;4;5;4;4;0;19;0;2;1;10;2;4;0;47;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1108;ZEZENBIDE KALEA;001;002;68;0;30;8;12;10;8;0;70;0;27;7;22;6;8;0;138;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1201;BIRJIÑAPE KALEA;001;001;15;0;7;0;3;3;2;0;13;0;3;2;6;0;2;0;28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;001;109;0;42;17;21;14;15;0;96;0;29;9;38;3;17;0;205;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;003;118;1;51;13;29;14;10;0;106;0;32;17;44;6;7;0;224;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1203;TORIBIO ETXEBARRIA;001;001;309;1;114;40;72;42;40;0;259;1;73;39;84;14;48;0;568;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1301;BISTA-EDER KALEA;001;003;95;0;43;12;19;11;10;0;84;0;38;13;20;2;11;0;179;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;1301;BISTA-EDER KALEA;004;001;46;0;18;10;11;2;5;0;34;0;11;7;12;0;4;0;80;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1301;BISTA-EDER KALEA;004;002;79;0;36;16;13;3;11;0;83;1;39;10;22;2;9;0;162;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;1302;EIBARKO TXIKITO KALE;001;003;93;0;44;15;23;3;8;0;75;0;22;16;23;6;8;0;168;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;1304;IFAR KALE;001;003;34;0;13;8;6;5;2;0;26;0;9;3;9;2;3;0;60;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;1304;IFAR KALE;004;002;28;0;15;4;5;0;4;0;29;0;9;3;13;2;2;0;57;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;001;003;32;0;14;3;6;6;3;0;37;1;12;4;14;3;3;0;69;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;004;001;49;0;18;7;15;3;6;0;39;0;14;6;15;2;2;0;88;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;1306;TXALTXA-ZELAI KALEA;001;003;90;0;34;11;25;9;11;0;80;0;26;11;24;7;12;0;170;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1306;TXALTXA-ZELAI KALEA;001;004;150;2;67;20;35;12;14;0;146;2;53;25;48;4;14;0;296;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1307;TXIRIO KALEA;001;003;19;0;6;5;4;2;2;0;21;1;6;5;4;0;5;0;40;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1309;BARRIA PLAZA;001;003;48;0;13;8;14;2;11;0;35;0;8;3;13;5;6;0;83;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1401;ALDATZE KALEA;002;005;73;0;33;8;16;9;7;0;61;0;19;12;17;3;10;0;134;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1402;ARDANTZA KALEA;002;005;157;1;86;18;29;11;12;0;161;1;78;37;31;6;8;0;318;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;1403;GOROSTA BALLE;002;001;25;0;9;4;8;0;4;0;36;0;11;9;8;5;3;0;61;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1404;MANDIOLA BALLE;002;001;52;0;26;8;11;5;2;0;54;0;19;14;17;3;1;0;106;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1405;MEKOLA KALEA;002;005;59;0;24;9;10;9;7;0;54;0;15;6;20;4;9;0;113;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;1406;MILAFLORES KALEA;002;001;15;0;8;1;6;0;0;0;21;0;15;3;3;0;0;0;36;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;1407;SAN JUAN KALEA;002;005;155;1;62;20;32;19;21;0;133;0;34;23;48;12;16;0;288;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;2101;ABONTZA-BIDE;002;001;8;0;3;3;1;0;1;0;7;0;3;3;1;0;0;0;15;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;2102;ARRATE-BIDE;002;001;106;0;57;7;25;7;10;0;75;0;25;14;22;2;12;0;181;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;2102;ARRATE-BIDE;002;005;93;0;34;11;23;8;17;0;87;1;34;2;32;2;16;0;180;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;2102;ARRATE-BIDE;004;005;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2103;LEGARRE KALEA;002;001;23;1;13;5;2;1;1;0;25;1;9;3;8;3;1;0;48;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;2103;LEGARRE KALEA;002;002;96;3;83;4;2;2;2;0;48;1;34;2;11;0;0;0;144;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;2103;LEGARRE KALEA;002;005;69;1;32;5;19;10;2;0;88;0;42;8;27;3;8;0;157;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;2104;LEGARRE-GAIN KALEA;002;001;276;0;110;47;67;29;23;0;262;0;78;44;103;11;26;0;538;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;2201;AMAÑA KALEA;002;002;134;1;76;15;25;11;6;0;143;0;67;30;32;6;8;0;277;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2202;KARLOS ELGEZUA KALEA;002;002;64;0;31;7;19;3;4;0;58;0;19;9;22;4;4;0;122;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2202;KARLOS ELGEZUA KALEA;002;004;98;1;46;10;22;9;10;0;108;0;51;22;26;5;4;0;206;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;2204;WENZESLAO ORBEA;002;002;231;0;128;31;52;10;10;0;212;0;103;42;56;3;8;0;443;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2401;ARTEGIETA KALEA;002;004;79;0;27;13;18;11;10;0;87;0;37;10;31;3;6;0;166;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2402;ASOLA-IGARTZA KALEA;002;004;98;2;40;9;16;19;12;0;119;0;40;17;46;4;12;0;217;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;2403;BUSTINDUI-TARREN;002;004;129;1;71;15;22;13;7;0;135;0;69;16;38;6;6;0;264;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;2404;TIBURZIO ANITUA KALE;002;002;36;0;13;7;9;4;3;0;39;0;18;7;12;0;2;0;75;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2404;TIBURZIO ANITUA KALE;002;003;585;5;343;84;105;22;26;0;562;1;286;102;145;7;21;0;1.147;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2404;TIBURZIO ANITUA KALE;002;004;144;0;80;19;26;11;8;0;126;0;64;18;31;3;10;0;270;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;2405;ZIRIAKO AGIRRE KALEA;002;002;23;0;10;3;7;2;1;0;27;0;11;7;7;0;2;0;50;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;2405;ZIRIAKO AGIRRE KALEA;002;004;68;0;35;11;12;6;4;0;80;0;39;13;23;2;3;0;148;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;2501;EGIGUREN-TARREN KALEA;001;002;181;0;63;27;47;15;29;0;160;0;42;20;63;7;28;0;341;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;2501;EGIGUREN-TARREN KALEA;003;004;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;2502;INDALEZIO OJANGUREN;003;003;148;0;74;15;35;13;11;0;125;0;43;13;43;9;17;0;273;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;2504;MAKASKUA KALEA;001;002;2;0;1;0;0;0;1;0;3;0;0;0;1;0;2;0;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;2505;SOSTOA-TARREN KALEA;001;002;57;0;27;7;14;2;7;0;49;1;20;5;16;1;6;0;106;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;2505;SOSTOA-TARREN KALEA;003;001;118;1;60;17;20;8;12;0;107;1;38;21;32;2;13;0;225;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;2505;SOSTOA-TARREN KALEA;003;003;2;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;002;153;1;80;20;26;13;13;0;122;2;39;15;37;7;22;0;275;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;001;004;63;0;24;13;14;6;6;0;53;0;22;7;19;2;3;0;116;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2701;ARMAGIN KALEA;001;004;79;0;37;9;17;6;10;0;86;0;40;8;32;1;5;0;165;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;2701;ARMAGIN KALEA;001;005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;2702;JOSE A. ITURRIOZ;001;005;31;0;20;3;5;2;1;0;27;1;16;2;8;0;0;0;58;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;2703;POLONIA ETXEBERRIA;001;005;381;3;196;65;82;18;17;0;362;1;179;93;71;8;10;0;743;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;2704;URKI KALEA;001;004;322;1;165;50;61;23;22;0;296;1;124;59;81;11;20;0;618;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2704;URKI KALEA;001;005;144;0;70;23;34;7;10;0;150;0;78;23;40;3;6;0;294;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;3101;FRAY MARTIN MALLEA;003;001;83;1;25;17;19;7;14;0;90;0;25;19;30;6;10;0;173;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;3102;SAN KRISTOBAL KALEA;003;001;214;1;107;37;44;12;13;0;202;0;70;48;71;5;8;0;416;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;3103;UBITXA KALEA;001;004;145;1;71;30;27;8;8;0;129;1;60;27;32;1;8;0;274;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;3103;UBITXA KALEA;003;001;115;1;52;23;25;9;5;0;129;0;54;37;30;4;4;0;244;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;3201;ARGATXA JARDINAK;003;003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;3202;IPURUA KALEA;003;001;19;0;6;4;8;1;0;0;20;0;15;1;2;1;1;0;39;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;3202;IPURUA KALEA;003;002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;3203;JUAN ANTONIO MOGEL;003;001;221;2;104;43;41;15;16;0;194;1;70;32;71;4;16;0;415;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;3204;SANTAINES KALEA;003;001;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;3204;SANTAINES KALEA;003;003;166;0;77;36;27;12;14;0;143;0;58;15;47;5;18;0;309;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;3301;JAZINTO OLABE PLAZA;003;004;77;0;23;13;17;11;13;0;77;0;22;9;29;3;14;0;154;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;3302;JOSE ANTONIO GISASOLA;001;002;26;0;6;1;9;3;7;0;25;0;6;2;13;0;4;0;51;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;003;168;0;56;40;47;16;9;0;141;0;43;19;68;4;7;0;309;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;004;329;0;162;51;68;26;22;0;262;1;100;38;88;7;28;0;591;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;4103;ELGETA-KALE;004;001;12;0;9;1;1;1;0;0;19;0;8;4;6;0;1;0;31;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;4104;ERREKATXU KALEA;004;001;143;0;64;31;26;3;19;0;153;1;68;27;41;6;10;0;296;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;4104;ERREKATXU KALEA;004;002;28;0;15;3;6;2;2;0;23;0;4;5;10;0;4;0;51;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4105;EULOJIO GARATE KALEA;004;001;31;0;16;6;7;0;2;0;24;0;10;4;8;0;2;0;55;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4107;MUTIOLA KALEA;004;001;110;0;51;19;28;6;6;0;102;0;45;20;28;3;6;0;212;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4108;SANSABURU KALEA;001;005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4108;SANSABURU KALEA;004;001;62;1;30;16;7;3;5;0;64;0;27;19;17;1;0;0;126;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4201;ARANE KALEA;004;001;89;0;28;2;25;12;22;0;105;0;37;15;32;3;18;0;194;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4201;ARANE KALEA;004;002;67;0;25;5;17;9;11;0;59;0;9;11;24;4;11;0;126;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;4201;ARANE KALEA;005;001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;4202;ARRAGUETA KALEA;004;006;180;0;78;35;35;15;17;0;190;0;84;34;46;9;17;0;370;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;4205;URTZAILE KALEA;004;002;42;0;14;7;8;4;9;0;44;0;12;6;21;1;4;0;86;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4205;URTZAILE KALEA;005;001;18;0;11;4;3;0;0;0;18;1;8;6;2;0;1;0;36;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4301;BIDEBARRIETA KALEA;004;002;247;1;107;35;43;25;36;0;205;0;70;34;64;15;22;0;452;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4301;BIDEBARRIETA KALEA;004;003;64;0;20;9;14;10;11;0;52;0;13;9;17;3;10;0;116;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;4301;BIDEBARRIETA KALEA;004;004;98;0;39;14;22;11;12;0;75;0;16;11;33;1;14;0;173;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4301;BIDEBARRIETA KALEA;004;006;43;0;18;10;7;4;4;0;33;0;7;2;18;1;5;0;76;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4301;BIDEBARRIETA KALEA;005;001;71;0;33;13;18;1;6;0;56;2;15;13;20;1;5;0;127;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;4302;ERREBAL KALEA;004;003;134;1;52;21;25;18;17;0;109;0;28;17;32;6;26;0;243;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;4302;ERREBAL KALEA;004;004;112;0;38;23;23;15;13;0;102;0;34;9;39;3;17;0;214;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;4303;JARDIÑETA KALEA;004;005;452;1;213;73;98;29;38;0;489;1;184;82;149;13;60;0;941;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4304;JULIAN ETXEBERRIA;004;003;284;0;99;44;71;32;38;0;242;0;67;35;76;15;49;0;526;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4305;MUZATEGI KALEA;004;003;47;0;11;2;13;7;14;0;52;0;9;3;25;3;12;0;99;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;4305;MUZATEGI KALEA;004;005;29;1;11;1;9;4;3;0;22;0;8;0;7;3;4;0;51;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4306;SAN AGUSTIN KALEA;004;003;24;0;10;4;5;2;3;0;26;0;8;6;6;0;6;0;50;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;4306;SAN AGUSTIN KALEA;004;004;17;0;4;4;4;2;3;0;10;0;3;0;3;2;2;0;27;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4307;ZULOAGA-TARREN KALEA;001;001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4307;ZULOAGA-TARREN KALEA;004;003;71;0;23;6;19;8;15;0;49;0;12;10;11;2;14;0;120;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4402;ARRAGUETA ZEHARRA;004;006;4;0;3;0;0;0;1;0;4;1;2;0;1;0;0;0;8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4404;BLAS ETXEBARRIA;004;004;48;0;16;6;13;8;5;0;39;0;10;6;10;2;11;0;87;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4406;ESTAZIÑO KALEA;004;006;124;0;58;20;24;12;10;0;121;0;35;23;32;10;21;0;245;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;4406;ESTAZIÑO KALEA;005;002;7;0;3;1;3;0;0;0;8;0;2;2;0;0;4;0;15;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4407;IBARKURUTZE KALEA;004;004;39;1;13;8;4;9;4;0;34;1;13;3;10;2;5;0;73;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4407;IBARKURUTZE KALEA;004;006;16;0;10;2;1;1;2;0;8;0;2;1;4;0;1;0;24;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4408;IBARGAIN KALEA;004;005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;4408;IBARGAIN KALEA;004;006;12;0;6;3;3;0;0;0;15;0;2;6;3;1;3;0;27;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4409;PAGAEGI KALEA;004;004;39;0;16;5;11;3;4;0;34;1;8;7;14;1;3;0;73;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4409;PAGAEGI KALEA;004;006;36;0;12;5;11;2;6;0;22;0;6;5;9;0;2;0;58;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4503;MATXARIA KALEA;002;001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;4503;MATXARIA KALEA;004;005;4;0;2;1;1;0;0;0;6;0;2;3;1;0;0;0;10;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4503;MATXARIA KALEA;004;006;10;0;4;2;2;2;0;0;22;0;12;7;3;0;0;0;32;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;5101;GISASTU BIDE;005;001;29;0;11;6;8;1;3;0;28;0;10;2;9;0;7;0;57;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;5102;TXONTA KALEA;005;001;307;4;154;53;60;12;24;0;337;3;157;78;75;6;18;0;644;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;5201;ASUA-ERREKA KALEA;005;002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;5201;ASUA-ERREKA KALEA;005;004;33;0;18;6;8;1;0;0;32;0;20;5;6;0;1;0;65;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;5202;BARAKALDO KALEA;005;002;54;0;27;8;14;1;4;0;53;0;32;7;5;3;6;0;107;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
