URTEA;UDAL KODEA;UDALAREN IZENA;KALE KODEA;KALEAREN IZENA;BARRUTIA;SEKZIOA;EMAKUME KOPURUA;IKASKETA GABEKO EMAKUMEAK;TITULORIK GABEKO EMAKUMEAK;LEHEN HEZKUNTZA DAUKATEN EMAKUMEAK;BIGARREN HEZKUNTZA DAUKATEN EMAKUMEAK;ERDI MAILAKO IKASKETAK DAUZKATEN EMAKUMEAK;GOI MAILAKO IKASKETAK DAUZKATEN EMAKUMEAK;SAILKATU GABEKO EMAKUMEAK;GIZON KOPURUA;IKASKETA GABEKO GIZONAK;TITULORIK GABEKO GIZONAK;LEHEN HEZKUNTZA DAUKATEN GINONAK;BIGARREN HEZKUNTZA DAUKATEN GIZONAK;ERDI MAILAKO IKASKETAK DAUZKATEN GIZONAK;GOI MAILAKO IKASKETAK DAUZKATEN GIZONAK;SAILKATU GABEKO GIZONAK;TOTAL KOPURUA;.          
2016;030;EIBAR;5202;BARAKALDO KALEA;005;004;214;2;78;34;60;17;23;0;222;0;80;35;80;6;21;0;436;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;5203;BITTOR SARASKETA;004;006;90;0;40;14;19;6;11;0;80;0;34;14;22;7;3;0;170;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;5203;BITTOR SARASKETA;005;002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;5204;EGUZKI-BEGI KALEA;005;004;21;0;11;5;3;0;2;0;25;0;14;9;2;0;0;0;46;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;5205;KARMEN KALEA;005;001;0;0;0;0;0;0;0;0;6;0;0;1;0;0;5;0;6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;5205;KARMEN KALEA;005;003;78;0;33;7;19;9;10;0;74;0;19;17;27;4;7;0;152;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;5205;KARMEN KALEA;005;004;115;0;44;15;33;9;14;0;135;0;48;14;49;5;19;0;250;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;5206;URKIZU PASEALEKUA;005;001;186;3;88;29;40;15;11;0;143;1;67;23;41;0;11;0;329;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;5206;URKIZU PASEALEKUA;005;002;389;0;162;49;73;56;49;0;346;0;94;40;115;33;64;0;735;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;5302;BARRENA KALEA;005;003;535;2;302;96;86;24;25;0;499;4;251;102;95;18;29;0;1.034;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;5302;BARRENA KALEA;005;004;110;0;53;15;26;9;7;0;115;0;46;23;39;3;4;0;225;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;5401;APALATEGI KALEA;005;004;5;0;3;2;0;0;0;0;5;0;2;2;0;1;0;0;10;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;5402;AZITAIN BIDE;005;004;9;0;6;0;2;0;1;0;7;0;3;3;1;0;0;0;16;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;5403;IPARRAGIRRE KALEA;005;001;29;0;5;3;7;8;6;0;47;0;10;6;15;6;10;0;76;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;5403;IPARRAGIRRE KALEA;005;003;38;0;18;4;9;6;1;0;44;0;23;10;9;0;2;0;82;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;5404;MURRATEGI KALEA;005;004;30;0;16;9;4;1;0;0;26;0;14;7;5;0;0;0;56;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;5405;OTAOLA BALLE;003;001;30;0;15;3;6;5;1;0;35;1;14;7;12;0;1;0;65;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;5405;OTAOLA BALLE;003;002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;5501;AGINAGA AUZOA;002;001;25;0;12;4;3;1;5;0;29;0;13;5;7;0;4;0;54;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;5502;ARRATE AUZOA;005;004;41;0;23;3;9;2;4;0;49;0;32;7;8;1;1;0;90;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;5503;MALTZAGA AUZOA;005;004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;6001;URKI KURUTZEKUA;001;005;100;0;37;13;24;12;14;0;118;0;47;13;42;4;12;0;218;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;6002;BOLINGUA KALEA;004;001;9;0;7;1;0;0;1;0;10;0;4;1;4;0;1;0;19;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;7002;ARIKITZANEKO ZUBIA;004;004;7;0;2;2;1;2;0;0;9;0;4;0;3;0;2;0;16;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;7100;ALOJAMIENTOS ESPECIALES;003;004;1;0;1;0;0;0;0;0;3;0;1;1;1;0;0;0;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;7102;POLIGONO INDUSTRIAL DE AZITAIN;005;004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;7104;IFAR-ZEHARRA;004;002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;7105;SARATSUEGI(SAUTXI) KALEA;005;003;142;0;53;18;42;11;18;0;150;0;61;26;51;4;8;0;292;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;7106;POLIGONO INDUSTRIAL DE ERISONO;005;004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;7107;IÑAKI GOENAGA;005;004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
