Mun;N.Fijo ;D;Po;Par;Su;Nombre                   ;Tc;Cc;Superfic
030;0404220;D;04;104;C ;                         ;MM;01;00004309
030;0404220;D;04;104;D ;                         ;PD;01;00002157
030;0404220;D;04;104;E ;                         ;C ;01;00001126
030;0404220;D;04;104;F ;AGROPECUARIO 4282025     ;CR;01;00000089
030;0404221;L;04;105;A ;                         ;MF;02;00002403
030;0404221;L;04;105;B ;                         ;E ;01;00001770
030;0404221;L;04;105;C ;                         ;MM;02;00009728
030;0404221;L;04;105;D ;                         ;MF;02;00007319
030;0404221;L;04;105;E ;                         ;E ;01;00000798
030;0404222;T;04;106;A ;                         ;MM;01;00003101
030;0404222;T;04;106;B ;                         ;MF;01;00000561
030;0404222;T;04;106;C ;                         ;PD;01;00006069
030;0404223;E;04;107;A ;                         ;PD;01;00001263
030;0404223;E;04;107;B ;                         ;E ;01;00000956
030;0404223;E;04;107;C ;                         ;PD;01;00003666
030;0404223;E;04;107;D ;                         ;C ;01;00002847
030;0404223;E;04;107;E ;                         ;I ;01;00000724
030;0404334;V;06;290;A ;                         ;MM;04;00010965
030;0404335;G;06;301;A ;                         ;MM;04;00012230
030;0404336;X;06;302;A ;                         ;MM;04;00003482
030;0404337;W;06;347;A ;                         ;MM;03;00003714
030;0404339;P;06;391;A ;                         ;MF;01;00001611
030;0404339;P;06;391;B ;                         ;MM;01;00000948
030;0404525;V;06;517;A ;                         ;MM;01;00006626
030;0404540;G;07;263;A ;                         ;CR;01;00000015
030;0404540;G;07;263;B ;                         ;C ;01;00001174
030;0404726;W;02;129;A ;                         ;MF;01;00002235
030;0404773;D;02;103;A ;                         ;MM;01;00015359
030;0404837;Q;06;023;A ;                         ;MM;04;00005189
030;0404837;Q;06;023;B ;                         ;E ;04;00000406
030;0404837;Q;06;023;C ;                         ;E ;04;00000274
030;0404838;B;06;028;A ;                         ;MM;04;00003487
030;0404839;J;06;090;A ;                         ;E ;04;00003485
030;0404839;J;06;090;B ;                         ;MM;04;00007580
030;0404841;P;01;144;A ;                         ;C ;01;00003415
030;0404841;P;01;144;B ;                         ;I ;01;00000181
030;0404841;P;01;144;C ;                         ;MF;02;00001243
030;0404860;J;07;162;A ;                         ;MF;04;00004414
030;0404860;J;07;162;B ;                         ;MM;04;00007762
030;0404915;G;06;011;A ;                         ;MM;04;00001828
030;0404970;S;06;012;A ;                         ;E ;02;00000345
030;0404970;S;06;012;B ;                         ;CS;01;00000083
030;0405010;K;03;067;A ;                         ;MM;01;00013222
030;0405011;S;03;086;A ;                         ;MM;01;00003428
030;0405012;D;03;045;A ;                         ;MM;04;00009653
030;0405065;J;06;195;A ;                         ;MM;02;00018270
030;0405067;C;06;326;A ;                         ;MM;04;00001939
030;0405068;K;06;388;A ;                         ;MF;01;00000816
030;0405087;E;06;181;A ;                         ;E ;04;00002564
030;0405087;E;06;181;B ;                         ;MM;04;00005495
030;0405087;E;06;181;C ;                         ;E ;04;00001282
030;0405088;M;05;098;A ;                         ;MF;03;00028426
030;0405089;U;06;043;A ;                         ;E ;01;00017691
030;0405090;S;06;184;A ;                         ;MM;03;00006696
030;0405166;C;06;203;A ;                         ;MM;01;00011096
030;0405167;K;06;263;A ;                         ;MM;03;00001959
030;0405168;S;06;367;A ;                         ;MM;04;00003415
030;0405169;D;06;465;A ;                         ;MM;04;00003040
030;0405169;D;06;465;B ;                         ;MF;01;00000953
030;0405169;D;06;465;C ;                         ;PD;04;00010998
030;0405169;D;06;465;D ;                         ;MM;04;00001397
030;0405169;D;06;465;E ;                         ;F ;03;00001548
030;0405174;K;05;007;A ;                         ;MM;01;00010676
030;0405175;S;06;081;A ;                         ;MM;04;00008105
030;0405176;D;06;084;A ;                         ;E ;04;00000440
030;0405176;D;06;084;B ;                         ;MM;04;00018720
030;0405177;L;06;089;A ;                         ;MM;04;00007397
030;0405177;L;06;089;B ;                         ;E ;04;00002385
030;0405181;K;01;028;A ;                         ;MF;01;00000350
030;0405186;E;02;168;A ;                         ;I ;01;00000343
030;0405208;U;01;032;A ;                         ;MM;03;00000835
030;0405209;F;01;085;A ;                         ;MM;04;00005044
030;0405210;D;01;086;A ;                         ;E ;01;00002257
030;0405210;D;01;086;B ;                         ;MM;01;00038543
030;0405211;L;01;100;A ;                         ;MM;04;00005453
030;0405212;T;01;106;A ;                         ;MF;01;00014923
030;0405213;E;02;002;A ;                         ;MM;04;00005900
030;0405215;U;04;030;A ;                         ;E ;01;00004182
030;0405215;U;04;030;B ;                         ;MM;01;00021843
030;0405215;U;04;030;C ;                         ;E ;01;00008786
030;0405215;U;04;030;D ;                         ;MF;01;00001322
030;0405215;U;04;030;E ;                         ;MF;01;00001369
030;0405216;F;04;031;A ;                         ;MF;04;00002526
030;0405216;F;04;031;B ;                         ;C ;04;00002087
030;0405217;N;04;036;A ;                         ;MM;01;00016005
030;0405217;N;04;036;B ;                         ;MT;01;00026634
030;0405264;R;05;165;A ;                         ;MM;02;00003711
030;0405266;K;06;493;A ;                         ;MM;04;00001841
030;0405738;R;05;243;A ;                         ;C ;03;00000571
030;0405738;R;05;243;B ;                         ;MF;01;00002439
030;0405738;R;05;243;C ;                         ;E ;03;00013773
030;0405743;B;02;125;A ;                         ;MM;04;00004337
030;0406048;J;01;151;A ;                         ;MF;02;00000403
030;0406272;D;02;119;A ;                         ;CR;01;00000071
030;0406272;D;02;119;B ;                         ;C ;02;00002029
030;0406272;D;02;119;C ;                         ;CR;01;00000074
030;0406272;D;02;119;D ;                         ;E ;01;00001657
030;0406272;D;02;119;E ;                         ;MM;03;00028987
030;0406312;F;01;015;A ;                         ;MM;04;00003172
030;0406314;V;07;323;A ;                         ;PD;01;00004144
030;0406323;X;07;324;A ;                         ;CS;01;00000150
030;0406323;X;07;324;B ;                         ;C ;01;00000172
030;0406408;X;02;182;A ;                         ;CS;01;00000193
030;0406408;X;02;182;B ;                         ;C ;01;00000526
030;0406570;L;07;133;A ;                         ;MM;01;00007976
030;0406886;P;06;108;A ;                         ;C ;04;00004467
030;0406887;A;06;111;A ;                         ;PD;04;00002267
030;0406940;R;04;001;A ;                         ;C ;01;00000966
030;0406940;R;04;001;B ;                         ;F ;01;00000721
030;0406940;R;04;001;C ;                         ;PD;01;00004840
030;0406940;R;04;001;D ;                         ;MM;02;00001791
030;0406940;R;04;001;E ;                         ;MM;02;00037422
030;0406941;C;05;182;A ;                         ;PD;03;00002345
030;0406941;C;05;182;B ;                         ;PD;03;00002237
030;0406941;C;05;182;C ;                         ;MM;03;00020801
030;0406941;C;05;182;D ;                         ;E ;01;00000933
030;0407008;G;03;041;A ;                         ;MM;04;00007784
030;0407009;X;03;080;A ;                         ;MM;01;00045754
030;0407010;M;03;164;A ;                         ;MM;01;00019211
030;0407011;U;03;171;A ;                         ;MM;01;00015721
030;0407273;M;01;064;A ;                         ;C ;02;00003275
030;0407273;M;01;064;B ;                         ;MF;01;00007447
030;0407274;U;01;033;A ;                         ;MF;01;00005109
030;0407279;X;02;157;A ;                         ;MF;01;00001857
030;0407280;M;02;158;A ;                         ;PD;01;00003752
030;0407281;U;03;027;A ;                         ;MM;01;00033127
030;0407282;F;03;100;A ;                         ;MM;01;00015459
030;0407283;N;03;118;A ;                         ;MF;03;00030710
030;0407283;N;03;118;B ;                         ;MM;01;00006806
030;0407283;N;03;124;A ;                         ;MF;03;00011260
030;0407283;N;03;124;B ;                         ;MM;04;00011908
030;0407283;N;03;154;A ;                         ;MF;04;00005036
030;0407283;N;03;154;B ;                         ;MM;01;00001879
030;0407284;V;03;123;A ;                         ;PD;04;00001638
030;0407284;V;03;123;B ;                         ;MM;04;00000716
030;0407285;G;03;155;A ;                         ;E ;04;00001359
030;0407312;G;05;076;A ;                         ;E ;02;00020525
030;0407313;X;05;088;A ;                         ;MM;03;00002430
030;0407314;W;07;072;A ;                         ;MM;03;00001162
030;0407314;W;07;077;A ;                         ;MF;03;00001211
030;0407314;W;07;077;B ;                         ;MM;03;00000805
030;0407314;W;07;194;A ;                         ;MM;01;00000841
030;0407314;W;07;203;A ;                         ;MF;04;00002008
030;0407315;H;07;207;A ;                         ;MM;04;00011061
030;0407316;P;07;261;A ;                         ;MF;04;00003413
030;0407316;P;07;261;B ;                         ;MM;04;00008748
030;0407406;W;05;077;A ;                         ;MM;01;00006398
030;0407406;W;05;077;B ;                         ;MT;01;00023926
030;0407406;W;05;077;C ;                         ;MM;01;00006089
030;0407406;W;05;077;D ;                         ;MF;01;00009921
030;0407406;W;05;077;E ;                         ;E ;04;00007200
030;0407406;W;05;077;F ;                         ;MM;01;00001808
030;0407407;H;05;078;A ;                         ;MM;04;00000661
030;0407407;H;05;078;B ;                         ;E ;04;00000475
030;0407407;H;05;078;C ;                         ;MF;01;00001846
030;0407408;P;06;116;A ;                         ;MM;04;00001841
030;0407408;P;06;116;B ;                         ;MF;01;00001480
030;0407409;A;06;145;A ;                         ;MM;04;00000639
030;0407409;A;06;145;B ;                         ;E ;01;00008727
030;0407410;V;06;198;A ;                         ;MF;02;00004226
030;0407537;S;05;119;A ;                         ;MM;03;00001755
030;0407537;S;06;003;A ;                         ;MM;01;00011237
030;0407537;S;06;177;A ;                         ;MM;04;00006926
030;0407537;S;06;177;B ;                         ;E ;04;00002490
030;0407537;S;07;142;A ;                         ;C ;04;00045975
030;0407537;S;07;142;B ;                         ;CR;01;00000036
030;0407537;S;07;142;C ;CS ITURRAO 4382002       ;CS;02;00000429
030;0407537;S;07;147;A ;                         ;MF;01;00006270
030;0407537;S;07;147;B ;                         ;MM;01;00000999
030;0407537;S;07;152;A ;                         ;PD;04;00003464
030;0407538;D;06;029;A ;                         ;MM;04;00013753
030;0407542;C;02;080;A ;                         ;MM;04;00006317
030;0407542;C;02;088;A ;                         ;E ;01;00000350
030;0407542;C;02;088;B ;                         ;CS;01;00000276
030;0407542;C;02;088;C ;                         ;C ;02;00032624
030;0407542;C;02;088;D ;                         ;MM;03;00012211
030;0407543;K;02;064;A ;                         ;MM;03;00002244
030;0407543;K;02;076;A ;                         ;MM;02;00015495
030;0407544;S;03;005;A ;                         ;MM;01;00028661
030;0407545;D;03;047;A ;                         ;MM;03;00003685
030;0407546;L;03;065;A ;                         ;MM;04;00006340
030;0407553;L;02;160;A ;                         ;CR;01;00000030
030;0407553;L;02;160;B ;                         ;PD;01;00003451
030;0407553;L;03;069;A ;                         ;PD;01;00001108
030;0407928;L;02;042;A ;                         ;MF;01;00002821
030;0407928;L;02;042;B ;                         ;MM;01;00038607
030;0407929;T;02;149;A ;                         ;MM;04;00004934
030;0408338;L;02;070;A ;                         ;MM;04;00029957
030;0408338;L;02;165;A ;                         ;CR;01;00000048
030;0408338;L;02;165;B ;                         ;C ;01;00000901
030;0408338;L;02;165;C ;                         ;MB;01;00004205
030;0408338;L;03;051;A ;                         ;MM;01;00009492
030;0408338;L;03;070;A ;                         ;CS;01;00000106
030;0408338;L;03;070;B ;                         ;E ;01;00009437
030;0408338;L;03;070;C ;                         ;CS;02;00000726
030;0408338;L;03;070;D ;                         ;MM;01;00047809
030;0408338;L;03;070;E ;                         ;MF;01;00002936
030;0408338;L;03;183;A ;                         ;I ;01;00000321
030;0408338;L;03;183;B ;                         ;E ;01;00000168
030;0408338;L;03;183;C ;                         ;MF;04;00000478
030;0408338;L;03;183;D ;                         ;MM;04;00000257
030;0408338;L;07;231;A ;                         ;PD;01;00000550
030;0408339;T;03;050;A ;                         ;MM;01;00013036
030;0408340;R;03;058;A ;                         ;MM;04;00011583
030;0408341;C;03;076;A ;                         ;I ;01;00000725
030;0408411;H;01;054;A ;                         ;MF;01;00003532
030;0408699;D;03;011;A ;                         ;MM;04;00006084
030;0408700;W;03;105;A ;                         ;MM;04;00004271
030;0408701;H;03;106;A ;                         ;MM;04;00015693
030;0408702;P;03;158;A ;                         ;MM;01;00002495
030;0408703;A;05;167;A ;                         ;MM;04;00011354
030;0408704;Y;05;168;A ;                         ;MM;04;00001587
030;0408705;Q;06;155;A ;                         ;MM;04;00003609
030;0408977;J;07;177;A ;                         ;MM;01;00000385
030;0408977;J;07;177;B ;                         ;MT;01;00005618
030;0409055;M;03;079;A ;                         ;MM;04;00002294
030;0409055;M;03;089;A ;                         ;MF;04;00002160
030;0409055;M;06;146;A ;                         ;MM;04;00009614
030;0409055;M;06;230;A ;                         ;MM;04;00002187
030;0409055;M;06;244;A ;                         ;MM;04;00002728
030;0409055;M;06;296;A ;                         ;MM;04;00001974
030;0409055;M;07;104;A ;                         ;MM;01;00002472
030;0409055;M;07;104;B ;                         ;E ;01;00000749
030;0409055;M;07;105;A ;                         ;MM;01;00000214
030;0409055;M;07;105;B ;                         ;PD;01;00000529
030;0409055;M;07;110;A ;                         ;I ;01;00000812
030;0409055;M;07;110;B ;                         ;C ;04;00010127
030;0409055;M;07;110;C ;                         ;MF;01;00004279
030;0409055;M;07;110;D ;                         ;MB;01;00000576
030;0409055;M;07;112;A ;                         ;C ;02;00000685
030;0409055;M;07;115;A ;                         ;C ;01;00001062
030;0409055;M;07;118;A ;                         ;MF;01;00004355
030;0409066;V;07;103;B ;                         ;I ;01;00001168
030;0409066;V;07;103;C ;                         ;PD;04;00000344
030;0409139;E;06;496;A ;                         ;MF;01;00001578
030;0409342;L;04;110;A ;                         ;MB;01;00004389
030;0409343;T;04;111;A ;                         ;MB;01;00003913
030;0409344;E;04;112;A ;                         ;MB;01;00003285
030;0409345;M;04;113;A ;                         ;MB;01;00001477
030;0409346;U;04;114;A ;                         ;C ;02;00000875
030;0409346;U;04;114;B ;                         ;PD;02;00000166
030;0409348;N;04;118;A ;                         ;MF;02;00000114
030;0409349;V;04;117;A ;                         ;PD;01;00001339
030;0409349;V;04;121;A ;                         ;MF;02;00000264
030;0409350;T;04;120;A ;                         ;MF;02;00000222
030;0409352;M;04;116;A ;                         ;CG;01;00000075
030;0409352;M;04;116;B ;                         ;PD;01;00004808
030;0409352;M;04;116;C ;                         ;MF;02;00003095
030;0409352;M;04;116;D ;                         ;MB;01;00001933
030;0409353;U;04;123;A ;                         ;CS;01;00000157
030;0409354;F;04;115;A ;                         ;MF;02;00001995
030;0409354;F;04;115;B ;                         ;PD;02;00001196
030;0409418;S;02;184;A ;                         ;C ;01;00000874
030;0409419;D;02;188;A ;                         ;C ;01;00000415
030;0409421;J;02;186;A ;                         ;MF;02;00000890
030;0409433;D;07;327;A ;                         ;PD;02;00001427
030;0409434;L;07;328;A ;                         ;MF;01;00000394
030;0409444;M;07;330;A ;                         ;PD;01;00002406
030;0409447;N;04;109;A ;                         ;PD;01;00000387
030;0409454;N;06;221;A ;                         ;MM;03;00012132
030;0409454;N;06;269;A ;                         ;MM;02;00002416
030;0409454;N;06;315;A ;                         ;MM;02;00001409
030;0409454;N;06;333;A ;                         ;MM;02;00000427
030;0409454;N;06;333;B ;                         ;E ;01;00000640
030;0409454;N;06;333;C ;                         ;MM;02;00001403
030;0409454;N;06;343;A ;                         ;MM;02;00001016
030;0409454;N;06;355;A ;                         ;MM;02;00001522
030;0409454;N;06;467;A ;                         ;PD;01;00029159
030;0409454;N;06;467;B ;                         ;C ;01;00000361
030;0409454;N;06;467;C ;CS GAZTELU  4583014      ;CS;01;00000355
030;0409454;N;06;470;A ;                         ;PD;02;00004344
030;0409455;V;05;094;A ;                         ;MM;01;00003769
030;0409456;G;05;145;A ;                         ;MM;01;00005373
030;0409457;X;06;022;A ;                         ;MM;01;00003998
030;0409457;X;06;022;B ;                         ;E ;01;00000914
030;0409458;W;06;037;A ;                         ;E ;01;00000746
030;0409458;W;06;037;B ;                         ;MM;03;00010072
030;0409459;H;06;079;A ;                         ;MM;04;00004416
030;0409460;F;06;138;A ;                         ;MM;01;00005758
030;0409461;N;06;148;A ;                         ;E ;01;00000981
030;0409461;N;06;148;B ;                         ;MM;01;00002538
030;0409462;V;06;360;A ;                         ;MM;01;00005207
030;0409463;G;06;455;A ;                         ;MF;01;00002423
030;0409463;G;06;455;B ;                         ;PD;03;00009403
030;0409463;G;06;455;C ;                         ;CR;01;00000067
030;0409464;X;07;081;A ;                         ;MF;01;00008114
030;0409465;W;07;195;A ;                         ;MM;03;00000796
030;0409519;L;04;124;A ;                         ;C ;01;00001127
030;0409519;L;04;124;B ;                         ;CS;01;00000041
030;0409520;J;04;125;A ;                         ;C ;01;00000209
030;0409520;J;04;125;B ;                         ;MF;02;00000812
030;0409578;J;01;087;A ;                         ;MM;04;00001525
030;0409579;R;01;088;A ;                         ;MF;01;00010236
030;0409581;A;01;070;A ;                         ;MF;01;00002720
030;0409581;A;01;070;B ;                         ;I ;01;00000479
030;0409581;A;01;092;A ;                         ;MF;04;00006337
030;0409581;A;01;123;A ;                         ;CS;01;00000376
030;0409581;A;01;123;B ;                         ;E ;01;00009262
030;0409581;A;01;123;C ;                         ;MM;01;00000811
030;0409581;A;01;123;D ;                         ;MF;01;00002867
030;0409581;A;01;132;A ;                         ;C ;01;00001224
030;0409644;F;04;129;A ;                         ;MF;02;00000192
030;0409719;E;06;059;A ;                         ;MM;04;00007680
030;0409719;E;06;059;B ;                         ;E ;01;00000245
030;0409719;E;06;059;C ;                         ;E ;01;00000724
030;0409719;E;07;058;A ;                         ;CS;01;00000515
030;0409719;E;07;058;B ;                         ;C ;04;00007373
030;0409719;E;07;058;C ;                         ;MM;04;00049173
030;0409719;E;07;058;D ;                         ;E ;04;00001919
030;0409719;E;07;059;A ;                         ;MM;04;00004292
030;0409719;E;07;061;A ;                         ;MM;04;00004062
030;0409719;E;07;067;A ;                         ;MF;04;00002711
030;0409720;C;06;180;A ;                         ;MM;03;00000918
030;0409720;C;06;180;B ;                         ;E ;04;00003387
030;0409720;C;06;180;C ;                         ;MM;03;00002947
030;0409720;C;06;180;D ;                         ;E ;04;00003628
030;0409721;K;07;062;A ;                         ;MM;04;00003019
030;0409722;S;07;196;A ;                         ;MM;04;00004534
030;0409722;S;07;196;B ;                         ;MT;01;00001537
030;0409781;Q;05;200;A ;                         ;E ;04;00001291
030;0409782;B;05;285;A ;                         ;E ;03;00000226
030;0409804;R;04;044;A ;                         ;E ;01;00002625
030;0409804;R;04;133;A ;                         ;E ;01;00000281
030;0409804;R;04;134;A ;                         ;E ;01;00002140
030;0409807;S;04;108;A ;                         ;MM;01;00001642
030;0409817;T;07;269;A ;                         ;MM;02;00014276
030;0409817;T;07;269;B ;                         ;PD;02;00020538
030;0409817;T;07;269;C ;                         ;C ;01;00000745
030;0409817;T;07;269;D ;                         ;F ;02;00000960
030;0409817;T;07;269;E ;                         ;CS;01;00000225
030;0409817;T;07;325;A ;                         ;PD;02;00001553
030;0409818;E;06;153;A ;                         ;MM;01;00006064
030;0409819;M;06;197;A ;                         ;MM;01;00021081
030;0409820;K;06;285;A ;                         ;MM;01;00002015
030;0409821;S;06;292;A ;                         ;MM;01;00006297
030;0409822;D;07;098;A ;                         ;MM;04;00007474
030;0409824;T;04;079;B ;                         ;MF;01;00000174
030;0409891;C;02;030;A ;                         ;MM;01;00021021
030;0409891;C;02;059;A ;                         ;MM;04;00004548
030;0409891;C;02;082;A ;                         ;MM;01;00009171
030;0409891;C;02;094;A ;                         ;MF;01;00012341
030;0409891;C;03;001;A ;                         ;MM;01;00001138
030;0409891;C;03;001;B ;                         ;MT;01;00010012
030;0409891;C;03;018;A ;                         ;MM;04;00016490
030;0409891;C;03;048;A ;                         ;MM;04;00008101
030;0409891;C;03;169;A ;                         ;MM;04;00005371
030;0409892;K;07;229;A ;                         ;PD;02;00020782
030;0409928;N;03;066;A ;                         ;MF;04;00006683
030;0409929;V;03;095;A ;                         ;MM;01;00000344
030;0409931;E;03;187;A ;                         ;MF;01;00001862
030;0409932;M;03;188;A ;                         ;MM;01;00000530
030;0410092;X;01;098;A ;                         ;MM;01;00035928
030;0410093;W;01;107;A ;                         ;MM;01;00016880
030;0410094;H;05;117;A ;                         ;C ;04;00003713
030;0410094;H;05;117;C ;                         ;E ;01;00001781
030;0410094;H;05;117;D ;                         ;MM;04;00060571
030;0410094;H;05;117;E ;                         ;E ;01;00003358
030;0410094;H;05;117;F ;                         ;I ;01;00000214
030;0410094;H;05;117;G ;                         ;C ;04;00001975
030;0410094;H;05;117;H ;                         ;PD;04;00003932
030;0410094;H;06;091;A ;                         ;MM;02;00046533
030;0410094;H;07;141;A ;                         ;MM;02;00047452
030;0410094;H;07;141;B ;                         ;MF;03;00004036
030;0410094;H;07;141;C ;                         ;E ;04;00011060
030;0410094;H;07;141;D ;                         ;MF;03;00001677
030;0410094;H;07;141;E ;                         ;I ;01;00001836
030;0410094;H;07;141;F ;                         ;CR;01;00000089
030;0410094;H;07;141;G ;                         ;C ;04;00068815
030;0410094;H;07;141;H ;                         ;MF;03;00009049
030;0410094;H;07;141;I ;                         ;MM;02;00054161
030;0410095;P;05;082;A ;                         ;MM;04;00112946
030;0410095;P;05;082;B ;                         ;E ;04;00156281
030;0410095;P;05;082;C ;                         ;MF;04;00005800
030;0410096;A;05;153;A ;                         ;MF;04;00001756
030;0410096;A;05;153;B ;                         ;CS;01;00000580
030;0410096;A;05;153;C ;                         ;C ;04;00015620
030;0410096;A;05;153;D ;                         ;MF;04;00004051
030;0410096;A;05;153;E ;                         ;MM;02;00019568
030;0410097;Y;07;155;A ;                         ;MM;04;00001616
030;0410414;Y;07;217;A ;                         ;MM;02;00013935
030;0410414;Y;07;217;B ;                         ;PD;03;00006804
030;0410414;Y;07;217;C ;                         ;E ;03;00001647
030;0410414;Y;07;217;D ;                         ;I ;01;00000463
030;0410414;Y;07;217;E ;                         ;C ;03;00004434
030;0410414;Y;07;217;F ;                         ;PD;03;00001566
030;0410414;Y;07;217;G ;                         ;MM;02;00005629
030;0410414;Y;07;217;H ;                         ;MF;02;00004464
030;0410414;Y;07;329;A ;                         ;MM;01;00005044
030;0410415;Q;07;223;A ;                         ;E ;01;00001880
030;0410415;Q;07;223;B ;                         ;C ;02;00001140
030;0410415;Q;07;223;C ;                         ;C ;01;00000461
030;0410415;Q;07;223;D ;                         ;MM;01;00004869
030;0410415;Q;07;223;E ;                         ;MM;02;00006857
030;0410415;Q;07;223;F ;CS. GALARTZETA 4482098   ;CS;01;00000099
030;0410571;V;02;189;A ;                         ;C ;01;00000463
030;0410572;G;02;191;A ;                         ;PD;02;00001691
030;0410587;B;05;089;A ;                         ;MM;03;00002486
030;0410588;J;05;093;A ;                         ;MM;04;00008363
030;0410589;R;06;160;A ;                         ;MM;03;00001743
030;0410590;P;07;065;A ;                         ;MF;04;00003662
030;0410591;A;07;070;A ;                         ;MF;04;00003944
030;0410592;Y;07;270;A ;                         ;MT;01;00010339
030;0410593;Q;05;079;A ;                         ;MF;04;00009692
030;0410593;Q;05;079;B ;                         ;MT;01;00004254
030;0410593;Q;05;079;C ;                         ;MM;04;00008155
030;0410593;Q;07;197;A ;                         ;E ;01;00001326
030;0410593;Q;07;197;B ;                         ;MT;01;00016104
030;0410624;C;03;053;A ;                         ;MF;01;00001052
030;0410624;C;03;053;B ;                         ;MM;01;00006773
030;0410625;K;03;062;A ;                         ;MM;01;00003598
030;0410638;M;06;120;A ;                         ;MM;01;00002616
030;0410639;U;06;135;A ;                         ;MM;01;00006148
030;0410640;S;06;216;A ;                         ;MM;01;00007524
030;0410640;S;06;216;B ;                         ;MF;01;00002649
030;0410699;D;05;104;A ;                         ;MM;02;00002742
030;0410699;D;05;104;B ;                         ;MM;02;00000158
030;0410699;D;05;104;C ;                         ;MT;01;00000617
030;0410699;D;05;104;D ;                         ;I ;01;00001281
030;0410699;D;05;104;E ;                         ;PD;04;00045043
030;0410699;D;05;104;F ;                         ;CR;01;00000141
030;0410699;D;05;104;G ;                         ;MF;04;00004767
030;0410699;D;05;104;H ;                         ;MM;02;00001537
030;0410699;D;05;104;I ;                         ;MF;04;00003769
030;0410699;D;05;104;J ;                         ;MM;02;00095146
030;0410699;D;05;104;K ;                         ;MF;04;00005145
030;0410699;D;05;270;A ;                         ;MM;03;00007654
030;0410699;D;06;053;A ;                         ;MM;01;00005377
030;0410700;W;05;105;A ;                         ;MM;04;00005884
030;0410701;H;05;205;A ;                         ;MM;04;00001282
030;0410701;H;05;205;B ;                         ;PD;04;00007192
030;0410701;H;05;205;C ;                         ;MM;04;00001739
030;0410766;H;06;274;A ;                         ;MM;04;00011548
030;0410766;H;06;321;A ;                         ;MM;04;00001666
030;0410766;H;06;321;B ;                         ;MF;01;00000440
030;0410766;H;06;324;A ;                         ;MM;04;00008150
030;0410766;H;06;362;A ;                         ;MM;04;00003358
030;0410767;P;06;416;A ;                         ;PD;03;00000740
030;0410769;Y;06;229;A ;                         ;MM;04;00011252
030;0410771;X;06;253;A ;                         ;MM;01;00002564
030;0410772;W;06;262;A ;                         ;MM;03;00001467
030;0410867;A;03;101;A ;                         ;MM;01;00002106
030;0410868;Y;03;119;A ;                         ;MM;01;00002906
030;0410869;Q;03;153;A ;                         ;MM;01;00007501
030;0410916;S;02;091;A ;                         ;MM;04;00004500
030;0410917;D;06;294;A ;                         ;MM;03;00001341
030;0410918;L;07;029;A ;                         ;MM;01;00014361
030;0411025;J;03;125;A ;                         ;MM;01;00010414
030;0411026;R;03;126;A ;                         ;PD;01;00003304
030;0411026;R;03;126;B ;                         ;MM;01;00007868
030;0411027;C;03;136;A ;                         ;C ;01;00000905
030;0411028;K;03;149;A ;                         ;MM;03;00002278
030;0411029;S;03;181;B ;                         ;PD;01;00001365
030;0411029;S;03;181;C ;                         ;MM;01;00012588
030;0411127;K;06;304;B ;                         ;I ;01;00002104
030;0411127;K;06;529;A ;                         ;MF;01;00001277
030;0411128;S;06;307;A ;                         ;MF;04;00003803
030;0411128;S;06;307;B ;                         ;I ;01;00004812
030;0411330;R;02;190;A ;                         ;MM;02;00011969
030;0411330;R;02;190;B ;                         ;MB;01;00005166
030;0411619;T;02;183;A ;                         ;MF;02;00001688
030;0411619;T;02;185;A ;                         ;MF;02;00000276
030;0411619;T;02;187;A ;                         ;MF;02;00001036
030;0411721;K;02;065;A ;                         ;MM;01;00053855
030;0411722;S;02;147;A ;                         ;MM;01;00015140
030;0411864;A;02;026;A ;                         ;MM;01;00010635
030;0411864;A;02;027;A ;                         ;MM;02;00007695
030;0411864;A;02;145;A ;                         ;MM;01;00013144
030;0411865;Y;02;126;A ;                         ;MM;02;00007186
030;0411948;P;06;503;A ;                         ;MM;01;00007341
030;0411949;A;05;074;A ;                         ;MM;04;00011022
030;0411950;V;07;071;A ;                         ;MB;04;00007782
030;0411950;V;07;071;B ;                         ;MM;04;00005025
030;0411950;V;07;071;C ;                         ;MF;04;00001630
030;0411958;Q;07;069;A ;                         ;MF;04;00001198
030;0411958;Q;07;069;B ;                         ;MM;04;00004373
030;0411959;B;07;075;B ;                         ;I ;01;00001495
030;0411959;B;07;075;C ;                         ;MM;04;00003407
030;0411959;B;07;123;A ;                         ;CS;01;00000653
030;0411959;B;07;123;B ;                         ;C ;02;00040537
030;0411959;B;07;212;A ;                         ;MM;02;00010856
030;0411959;B;07;267;A ;                         ;PD;04;00003077
030;0411987;L;02;010;A ;                         ;MM;01;00021512
030;0411988;T;02;037;A ;                         ;MM;04;00026609
030;0411989;E;03;013;A ;                         ;MM;04;00008376
030;0412006;Q;06;255;A ;                         ;MF;04;00001472
030;0412006;Q;06;255;B ;                         ;MM;04;00022255
030;0412006;Q;06;316;A ;                         ;MM;04;00007576
030;0412006;Q;06;331;A ;                         ;MM;03;00015702
030;0412006;Q;06;359;A ;                         ;MM;03;00000782
030;0412006;Q;06;442;A ;                         ;C ;04;00001038
030;0412006;Q;06;442;B ;                         ;F ;04;00000802
030;0412006;Q;06;442;C ;                         ;PD;04;00010377
030;0412006;Q;06;446;A ;                         ;MF;03;00001085
030;0412006;Q;06;446;B ;                         ;PD;04;00002492
030;0412006;Q;06;446;C ;                         ;I ;01;00000828
