Mun;N.Fijo ;D;Po;Par;Su;Nombre                   ;Tc;Cc;Superfic
030;0331829;F;05;198;A ;                         ;CS;01;00000204
030;0331829;F;05;198;B ;                         ;E ;01;00003681
030;0331830;D;05;233;A ;                         ;PD;04;00000068
030;0331830;D;05;233;B ;                         ;CS;01;00000148
030;0331831;L;05;234;A ;                         ;PD;04;00000124
030;0331831;L;05;234;B ;                         ;CS;01;00000168
030;0331835;U;05;236;A ;                         ;E ;04;00000155
030;0331838;V;05;240;A ;                         ;C ;01;00001306
030;0331838;V;05;240;B ;4382015                  ;I ;01;00000029
030;0331897;T;01;134;A ;                         ;MF;01;00003032
030;0331901;Q;01;137;A ;                         ;I ;01;00008541
030;0331901;Q;01;137;B ;                         ;MF;01;00003533
030;0331974;B;06;246;A ;                         ;MM;04;00007846
030;0331975;J;02;093;A ;                         ;MM;02;00005968
030;0331976;R;06;226;A ;                         ;MM;04;00006138
030;0332181;H;01;138;A ;                         ;C ;01;00002591
030;0332181;H;01;138;B ;                         ;CS;01;00000368
030;0332182;P;01;139;A ;                         ;I ;01;00000357
030;0332239;F;01;097;A ;                         ;E ;01;00009282
030;0332239;F;01;097;B ;                         ;MF;02;00027037
030;0332239;F;01;097;C ;                         ;E ;01;00003257
030;0332241;L;01;093;A ;                         ;MM;03;00003436
030;0332242;T;03;072;A ;                         ;MF;04;00000467
030;0332242;T;03;072;B ;                         ;I ;01;00001155
030;0332244;M;06;245;A ;                         ;MM;01;00004238
030;0332246;F;05;183;A ;                         ;MM;03;00026903
030;0332253;F;05;100;A ;                         ;MM;01;00018783
030;0332268;A;07;129;A ;CS PAGEI 4283001         ;CS;01;00000356
030;0332268;A;07;129;B ;                         ;MM;02;00010087
030;0332268;A;07;129;G ;                         ;E ;01;00051909
030;0332268;A;07;129;H ;                         ;E ;02;00057692
030;0332268;A;07;129;I ;                         ;MF;03;00057505
030;0332268;A;07;129;J ;                         ;C ;01;00001311
030;0332667;B;01;039;A ;                         ;MM;01;00014392
030;0332669;R;06;251;A ;                         ;MM;03;00002094
030;0333010;Y;05;170;A ;                         ;MT;04;00002722
030;0333010;Y;05;170;B ;                         ;E ;04;00081726
030;0333147;G;05;232;A ;                         ;I ;01;00000242
030;0333147;G;05;232;B ;                         ;C ;01;00000182
030;0333148;X;04;003;A ;                         ;MM;03;00001367
030;0333148;X;04;003;B ;                         ;MF;03;00000991
030;0333148;X;05;196;A ;                         ;MM;04;00001032
030;0333148;X;05;196;B ;                         ;I ;01;00000227
030;0333255;W;05;241;A ;                         ;MM;04;00000917
030;0333255;W;05;241;B ;                         ;MF;01;00000709
030;0333255;W;05;241;C ;                         ;C ;04;00000760
030;0333255;W;05;241;D ;                         ;I ;01;00000192
030;0333255;W;05;241;E ;                         ;E ;04;00000403
030;0333258;A;02;130;A ;                         ;PD;02;00009598
030;0333259;Y;06;306;A ;                         ;MM;02;00000998
030;0333259;Y;06;306;B ;                         ;MF;01;00000585
030;0333259;Y;06;306;C ;                         ;C ;01;00006015
030;0333259;Y;06;306;D ;                         ;E ;02;00002711
030;0333259;Y;06;306;E ;                         ;I ;01;00003254
030;0333259;Y;06;306;F ;                         ;E ;02;00001414
030;0333261;X;02;008;A ;                         ;MM;01;00009529
030;0333305;C;01;099;A ;                         ;MF;01;00004773
030;0333305;C;01;099;B ;                         ;E ;01;00010132
030;0333357;A;03;008;A ;                         ;MM;01;00016039
030;0333357;A;03;008;B ;                         ;MT;01;00000553
030;0333543;G;02;178;A ;                         ;C ;01;00002720
030;0333543;G;02;178;B ;                         ;MF;01;00003527
030;0333543;G;02;178;C ;                         ;CS;01;00000224
030;0333544;X;02;090;A ;                         ;MF;01;00007194
030;0333634;V;04;026;A ;                         ;E ;01;00000773
030;0333634;V;04;026;B ;                         ;C ;02;00000437
030;0333634;V;04;026;C ;                         ;MF;04;00015401
030;0333634;V;04;026;D ;                         ;E ;01;00002050
030;0333634;V;04;026;E ;                         ;E ;01;00017499
030;0333634;V;04;026;F ;                         ;MF;02;00006330
030;0333634;V;04;026;G ;                         ;PD;02;00036425
030;0333634;V;04;026;H ;                         ;CS;02;00001081
030;0333634;V;04;026;I ;                         ;CS;01;00000177
030;0333634;V;04;026;J ;                         ;C ;02;00004426
030;0333634;V;04;026;K ;                         ;MF;04;00037722
030;0333634;V;04;026;L ;                         ;E ;01;00000872
030;0333634;V;04;026;M ;                         ;MM;04;00001291
030;0333634;V;04;028;A ;                         ;MB;01;00000664
030;0333634;V;05;187;A ;                         ;MB;01;00002603
030;0333634;V;05;187;B ;                         ;MM;02;00002384
030;0333634;V;05;187;C ;                         ;MB;01;00004889
030;0333634;V;05;187;D ;                         ;MM;02;00001404
030;0333634;V;05;187;E ;                         ;MF;02;00006080
030;0333634;V;05;187;F ;                         ;MB;01;00007853
030;0333634;V;05;187;G ;                         ;MF;02;00000670
030;0334251;X;05;017;A ;                         ;I ;01;00000065
030;0334251;X;05;017;B ;                         ;C ;04;00001420
030;0334251;X;05;017;C ;                         ;MM;03;00049226
030;0334251;X;05;046;A ;                         ;I ;01;00000658
030;0334251;X;05;046;B ;                         ;C ;04;00007378
030;0334251;X;05;047;A ;                         ;MM;02;00022193
030;0334251;X;05;047;B ;                         ;MF;02;00005017
030;0334251;X;05;047;C ;                         ;MM;02;00069515
030;0334251;X;05;062;A ;                         ;MM;01;00001689
030;0334251;X;05;062;B ;                         ;MF;04;00000991
030;0334251;X;05;067;A ;                         ;MM;01;00020649
030;0334251;X;05;275;A ;                         ;MM;01;00003717
030;0334251;X;05;276;A ;                         ;MM;01;00008397
030;0334420;T;05;072;A ;                         ;MM;01;00017675
030;0334420;T;06;142;A ;                         ;MM;01;00013294
030;0334420;T;06;208;A ;                         ;MM;04;00018830
030;0334420;T;07;042;A ;                         ;PD;04;00015246
030;0334420;T;07;042;B ;                         ;MM;03;00002777
030;0334420;T;07;042;C ;                         ;CS;02;00000615
030;0334420;T;07;042;D ;                         ;F ;04;00000416
030;0334420;T;07;042;E ;                         ;C ;04;00014428
030;0334420;T;07;042;F ;                         ;MM;03;00003541
030;0334420;T;07;042;G ;                         ;MM;03;00004800
030;0334420;T;07;201;A ;                         ;MM;03;00000389
030;0334527;X;07;099;B ;                         ;PD;02;00012466
030;0334527;X;07;099;C ;                         ;I ;01;00000822
030;0334527;X;07;106;A ;                         ;MM;01;00003940
030;0334527;X;07;106;D ;                         ;PD;02;00005147
030;0334535;W;06;044;A ;                         ;MM;04;00007710
030;0334535;W;07;149;A ;                         ;MM;03;00007046
030;0334535;W;07;150;A ;                         ;MM;01;00019169
030;0334535;W;07;156;A ;                         ;MM;04;00008901
030;0334535;W;07;156;B ;                         ;MF;04;00001180
030;0334535;W;07;156;C ;                         ;I ;01;00000142
030;0334535;W;07;156;D ;                         ;C ;04;00001520
030;0334535;W;07;156;E ;                         ;PD;04;00050160
030;0334535;W;07;156;F ;                         ;F ;03;00000674
030;0334535;W;07;156;G ;                         ;I ;01;00000449
030;0334535;W;07;156;H ;                         ;CS;02;00000592
030;0334535;W;07;156;I ;                         ;MF;04;00003377
030;0334535;W;07;156;J ;                         ;E ;04;00005244
030;0334535;W;07;156;K ;                         ;MM;04;00033062
030;0334535;W;07;156;L ;                         ;E ;04;00004325
030;0334535;W;07;156;M ;                         ;MM;04;00002199
030;0334535;W;07;159;A ;                         ;MM;04;00005966
030;0334665;K;05;171;A ;                         ;MM;01;00000921
030;0334665;K;05;171;B ;                         ;E ;01;00009021
030;0334665;K;05;171;C ;                         ;MM;01;00001699
030;0334665;K;05;171;D ;                         ;MM;01;00005476
030;0334665;K;07;126;A ;                         ;MM;04;00003817
030;0334665;K;07;126;B ;                         ;E ;04;00011832
030;0334665;K;07;126;C ;                         ;MM;04;00000317
030;0334665;K;07;126;D ;                         ;MF;02;00010497
030;0335249;J;02;011;A ;                         ;MM;01;00014014
030;0335251;P;03;036;A ;                         ;MM;02;00018429
030;0335432;X;05;180;A ;                         ;MM;04;00006427
030;0335442;P;03;120;A ;                         ;MM;02;00043778
030;0335442;P;03;120;B ;                         ;I ;01;00000914
030;0336116;V;01;078;A ;                         ;I ;01;00000456
030;0336116;V;01;078;B ;                         ;C ;02;00006479
030;0336116;V;01;078;C ;                         ;E ;02;00001459
030;0336244;Q;06;504;A ;                         ;MF;01;00000850
030;0336244;Q;06;504;B ;                         ;I ;01;00000090
030;0336244;Q;06;504;C ;                         ;C ;02;00007555
030;0336244;Q;06;504;D ;                         ;I ;01;00000482
030;0336244;Q;06;504;E ;                         ;MF;01;00002440
030;0336244;Q;06;504;F ;                         ;MM;01;00002262
030;0337212;V;05;085;A ;                         ;MF;01;00011466
030;0337212;V;05;116;A ;                         ;PD;04;00004219
030;0337212;V;05;116;B ;                         ;E ;04;00008101
030;0337212;V;05;116;C ;                         ;MF;03;00054700
030;0337212;V;05;116;D ;                         ;E ;04;00003902
030;0337212;V;05;116;E ;                         ;MM;03;00080768
030;0337212;V;05;283;A ;                         ;MF;01;00007337
030;0337212;V;05;283;B ;                         ;MM;01;00027286
030;0337212;V;05;283;C ;                         ;E ;02;00033154
030;0337212;V;05;283;D ;                         ;MM;01;00004695
030;0337313;X;02;121;A ;                         ;C ;01;00000386
030;0337313;X;02;121;B ;                         ;MM;01;00005843
030;0337464;M;03;042;A ;                         ;MM;04;00003253
030;0338729;E;07;111;A ;                         ;E ;01;00002834
030;0338729;E;07;111;B ;                         ;PD;01;00003556
030;0338729;E;07;111;C ;                         ;MF;01;00009368
030;0338729;E;07;111;D ;                         ;C ;01;00000741
030;0338735;T;01;048;A ;                         ;MM;01;00042539
030;0338748;V;07;132;A ;                         ;MM;01;00005854
030;0338787;R;02;154;A ;                         ;MF;04;00003858
030;0338794;R;01;065;A ;                         ;I ;01;00001031
030;0338794;R;01;065;B ;                         ;MF;01;00000363
030;0338794;R;01;066;A ;                         ;MF;01;00019795
030;0338794;R;01;066;B ;                         ;E ;04;00007168
030;0339246;M;05;154;A ;                         ;E ;01;00032250
030;0339246;M;05;154;B ;                         ;MF;04;00016787
030;0339246;M;05;154;C ;                         ;MF;04;00008876
030;0339246;M;05;155;A ;                         ;E ;04;00016231
030;0339246;M;05;160;A ;                         ;MM;02;00053680
030;0339246;M;05;162;A ;                         ;MM;02;00015546
030;0339246;M;05;163;A ;                         ;MM;02;00019496
030;0339246;M;05;163;B ;                         ;PD;04;00004379
030;0339246;M;05;163;C ;                         ;C ;01;00001627
030;0339246;M;05;163;D ;                         ;CS;01;00000221
030;0339246;M;05;163;E ;                         ;CS;01;00000035
030;0339672;P;03;114;A ;                         ;PD;04;00007519
030;0339672;P;03;114;B ;                         ;MM;04;00029403
030;0339672;P;03;114;C ;                         ;MF;04;00008636
030;0339765;A;01;017;A ;                         ;PD;04;00000288
030;0339765;A;01;017;B ;                         ;MT;01;00001572
030;0339832;E;02;035;A ;                         ;MM;01;00009261
030;0339832;E;02;036;A ;                         ;MM;01;00005563
030;0339978;S;01;131;A ;                         ;C ;01;00001008
030;0339978;S;01;131;B ;                         ;MT;01;00001069
030;0339980;B;05;231;A ;                         ;MM;01;00081686
030;0339980;B;05;231;B ;                         ;PD;04;00002954
030;0339982;R;05;191;A ;                         ;MF;04;00003456
030;0339982;R;05;191;B ;                         ;MM;04;00003588
030;0339982;R;05;191;C ;                         ;MM;04;00000637
030;0339983;C;05;189;A ;                         ;MF;04;00013376
030;0340067;F;05;075;A ;                         ;E ;02;00003004
030;0340067;F;05;075;B ;                         ;MM;01;00040046
030;0340067;F;05;075;C ;                         ;E ;01;00001780
030;0340216;Y;07;302;A ;                         ;MM;02;00019824
030;0340216;Y;07;302;B ;                         ;F ;02;00000314
030;0340216;Y;07;302;C ;                         ;CS;01;00000299
030;0340216;Y;07;302;D ;                         ;C ;02;00017484
030;0340216;Y;07;302;E ;                         ;MF;04;00006495
030;0340216;Y;07;302;F ;                         ;MM;02;00002095
030;0340269;X;05;244;A ;                         ;E ;03;00002951
030;0340269;X;05;244;B ;                         ;MM;03;00019187
030;0340269;X;05;244;C ;                         ;PD;03;00002032
030;0340269;X;05;244;D ;                         ;C ;01;00001912
030;0340269;X;05;244;E ;                         ;PD;03;00003383
030;0340269;X;05;244;F ;                         ;E ;03;00009372
030;0340269;X;05;244;G ;CS AGIÒA AGIRRE 4185004  ;CS;01;00000330
030;0340269;X;05;278;A ;                         ;MM;03;00006891
030;0340421;Y;02;067;A ;                         ;MM;01;00012371
030;0340436;D;04;090;A ;                         ;MF;04;00001572
030;0340436;D;04;090;B ;                         ;E ;04;00009132
030;0340438;T;06;166;A ;                         ;PD;04;00029072
030;0340438;T;07;002;A ;                         ;MF;01;00001949
030;0340438;T;07;002;B ;                         ;PD;04;00010157
030;0340462;U;02;013;A ;                         ;MM;01;00017220
030;0340498;C;01;079;A ;                         ;MM;04;00033553
030;0340498;C;01;079;B ;                         ;C ;04;00000652
030;0340498;C;01;079;C ;                         ;CR;01;00000091
030;0340505;A;05;115;A ;                         ;PD;04;00011509
030;0340505;A;05;115;B ;                         ;MM;04;00014201
030;0340641;D;07;282;A ;                         ;PD;04;00001155
030;0340652;M;05;245;A ;                         ;PD;04;00013567
030;0340652;M;05;245;B ;                         ;I ;01;00001665
030;0340652;M;05;245;C ;                         ;E ;04;00006742
030;0340652;M;05;245;D ;                         ;MM;04;00004444
030;0340674;H;05;109;A ;                         ;MM;02;00001343
030;0340674;H;05;109;B ;                         ;I ;01;00000751
030;0340674;H;05;109;C ;                         ;C ;04;00024254
030;0340674;H;05;109;D ;                         ;MM;02;00010614
030;0340674;H;05;147;A ;                         ;MM;01;00016291
030;0340674;H;05;147;B ;                         ;MF;01;00002042
030;0340674;H;06;103;A ;                         ;PD;04;00000614
030;0340675;P;06;094;A ;                         ;MM;04;00000992
030;0340675;P;06;094;B ;                         ;MF;04;00003028
030;0340675;P;06;094;C ;                         ;PD;04;00000439
030;0340675;P;06;094;D ;                         ;MM;04;00008458
030;0340706;B;03;165;A ;                         ;MF;01;00012966
030;0340706;B;03;165;B ;                         ;MM;01;00003534
030;0340706;B;03;165;C ;                         ;MM;01;00001450
030;0340706;B;03;170;A ;                         ;E ;04;00002577
030;0340706;B;03;170;B ;                         ;MM;04;00000354
030;0340706;B;03;170;C ;                         ;MM;04;00000212
030;0340722;R;07;024;A ;                         ;MM;04;00028162
030;0340798;D;05;065;A ;                         ;MM;01;00013905
030;0340800;H;05;042;A ;                         ;MM;01;00026244
030;0340895;K;02;055;A ;                         ;C ;01;00000438
030;0340895;K;02;055;B ;                         ;CS;02;00000637
030;0340895;K;02;055;C ;                         ;PD;04;00045139
030;0340895;K;02;055;D ;                         ;MM;02;00108890
030;0340895;K;02;058;A ;                         ;MM;04;00002124
030;0340895;K;02;058;B ;                         ;CS;01;00000269
030;0340895;K;02;058;C ;                         ;I ;01;00000557
030;0341222;B;05;213;A ;                         ;MM;01;00000611
030;0341222;B;05;213;B ;                         ;I ;01;00001950
030;0341477;Q;02;177;A ;                         ;CS;02;00000698
030;0341477;Q;02;177;B ;                         ;C ;01;00000867
030;0341477;Q;02;177;C ;                         ;C ;01;00000209
030;0341477;Q;02;177;D ;                         ;C ;01;00002395
030;0341591;B;02;179;A ;                         ;MM;01;00001965
030;0341592;J;05;092;A ;                         ;MM;04;00003830
030;0341592;J;05;102;A ;                         ;MM;03;00011309
030;0341592;J;05;102;B ;                         ;E ;04;00002327
030;0341592;J;06;019;A ;                         ;MF;03;00007844
030;0341592;J;06;019;B ;                         ;MM;03;00004907
030;0341592;J;06;019;C ;                         ;PD;04;00007233
030;0341592;J;06;035;A ;                         ;E ;02;00001085
030;0341592;J;06;035;B ;                         ;MM;01;00014829
030;0341592;J;06;173;A ;                         ;E ;04;00000426
030;0341592;J;06;173;B ;                         ;E ;04;00004174
030;0341592;J;06;173;C ;                         ;E ;04;00002321
030;0341592;J;06;173;D ;                         ;MM;04;00009978
030;0341592;J;06;179;A ;                         ;E ;04;00012124
030;0341592;J;06;191;A ;                         ;E ;01;00010313
030;0341592;J;07;048;A ;                         ;PD;04;00016427
030;0341592;J;07;048;B ;                         ;MF;01;00000708
030;0341592;J;07;048;C ;                         ;MF;01;00001470
030;0341592;J;07;048;D ;                         ;I ;01;00000614
030;0341592;J;07;048;E ;                         ;E ;04;00003726
030;0341592;J;07;048;F ;                         ;MF;01;00020242
030;0341592;J;07;048;G ;                         ;E ;04;00011602
030;0341592;J;07;048;H ;                         ;E ;04;00012001
030;0341592;J;07;048;I ;                         ;PD;04;00010147
030;0341592;J;07;053;A ;                         ;MF;04;00002352
030;0341592;J;07;053;B ;                         ;E ;01;00001599
030;0341627;E;03;182;A ;                         ;MM;01;00010183
030;0342022;J;06;507;A ;                         ;E ;04;00005030
030;0342022;J;07;303;A ;                         ;E ;01;00003356
030;0342022;J;07;303;B ;                         ;MF;01;00010111
030;0342141;L;02;041;A ;                         ;MM;01;00010444
030;0342141;L;02;045;A ;                         ;PD;04;00000911
030;0342141;L;02;045;B ;                         ;MM;04;00008461
030;0342141;L;02;045;C ;                         ;PD;04;00038897
030;0342141;L;02;045;D ;                         ;CS;01;00000750
030;0342141;L;02;045;E ;                         ;CS;01;00000251
030;0342141;L;02;045;F ;                         ;F ;04;00000805
030;0342141;L;02;045;G ;                         ;MM;04;00001545
030;0342141;L;02;045;H ;                         ;MM;04;00081510
030;0342141;L;02;056;A ;                         ;MM;03;00001296
030;0342141;L;02;071;A ;                         ;MM;03;00003618
030;0342141;L;03;004;A ;                         ;MM;01;00017152
030;0342326;T;02;104;A ;                         ;MM;01;00000503
030;0342326;T;02;104;B ;                         ;MM;01;00000828
030;0342326;T;02;104;C ;                         ;MT;04;00005977
030;0342326;T;02;105;A ;                         ;E ;02;00001482
030;0342326;T;02;105;B ;                         ;MM;01;00001822
030;0342326;T;02;105;C ;                         ;MF;03;00002584
030;0342326;T;02;105;D ;                         ;CS;01;00000081
030;0342326;T;02;105;E ;                         ;F ;01;00000984
030;0342409;D;03;028;A ;                         ;MM;02;00006974
030;0342409;D;03;040;A ;                         ;MM;02;00036759
030;0342409;D;03;115;A ;                         ;MM;01;00003985
030;0342409;D;03;115;B ;                         ;MF;04;00000845
030;0342409;D;03;122;A ;                         ;MF;04;00011008
030;0342409;D;03;122;B ;                         ;PD;03;00006011
030;0342409;D;03;122;C ;                         ;MM;04;00004198
030;0342409;D;03;122;D ;                         ;MF;04;00016988
030;0342409;D;03;122;E ;                         ;MM;04;00001381
030;0342409;D;03;122;F ;                         ;MM;04;00009578
030;0342409;D;03;122;G ;                         ;MM;04;00015116
030;0342409;D;03;122;H ;                         ;MF;04;00006751
030;0342494;S;02;084;A ;                         ;PD;04;00002756
030;0342531;T;05;159;A ;                         ;MM;01;00000935
030;0342531;T;05;159;B ;                         ;C ;01;00009611
030;0342531;T;05;159;C ;                         ;CS;01;00000130
030;0342954;Y;06;266;A ;                         ;MF;04;00003504
030;0342954;Y;06;266;B ;                         ;MM;04;00012509
030;0343018;L;02;066;A ;                         ;MM;03;00010700
030;0343100;A;07;307;A ;                         ;MF;01;00000852
030;0343100;A;07;307;B ;                         ;MM;01;00006071
030;0343100;A;07;307;C ;                         ;MF;01;00009789
030;0343100;A;07;307;D ;                         ;E ;01;00005070
030;0343100;A;07;307;E ;                         ;C ;01;00001028
030;0343100;A;07;307;F ;                         ;PD;01;00002279
030;0343100;A;07;307;G ;                         ;CS;01;00000101
030;0343102;Q;07;309;A ;                         ;MT;01;00001002
030;0343103;B;05;246;A ;                         ;I ;01;00000282
030;0343103;B;05;246;B ;                         ;C ;02;00015109
030;0343103;B;05;246;C ;                         ;MM;02;00001573
030;0343150;F;06;471;A ;                         ;C ;01;00014023
030;0343150;F;06;471;B ;                         ;CS;01;00000594
030;0343150;F;06;516;A ;                         ;MM;01;00001576
030;0343152;V;07;311;A ;                         ;MF;01;00004477
030;0343152;V;07;311;B ;                         ;CS;01;00000305
030;0343152;V;07;311;C ;                         ;C ;02;00005297
030;0343152;V;07;311;D ;                         ;MM;01;00002973
030;0343242;F;02;053;A ;                         ;MF;02;00003472
030;0343242;F;02;053;B ;                         ;CS;01;00000110
030;0343242;F;02;053;C ;                         ;PD;01;00032075
030;0343242;F;02;053;D ;                         ;CS;01;00000450
030;0343242;F;02;053;E ;                         ;MM;02;00131641
030;0343299;U;05;248;A ;                         ;MT;01;00007060
030;0343608;M;06;474;A ;                         ;E ;01;00000871
030;0343608;M;06;474;B ;                         ;MM;01;00005395
030;0343694;M;04;102;A ;                         ;MF;01;00000041
030;0343722;U;06;125;A ;                         ;MM;04;00013005
030;0343722;U;06;133;A ;                         ;MM;04;00008141
030;0343722;U;06;158;A ;                         ;MM;04;00004559
030;0343722;U;07;006;A ;                         ;MM;04;00005731
030;0343722;U;07;006;B ;                         ;C ;04;00010715
030;0343722;U;07;006;C ;                         ;MF;04;00001880
030;0343722;U;07;043;A ;                         ;MM;02;00004249
030;0343722;U;07;043;B ;                         ;CS;02;00000782
030;0343722;U;07;043;C ;                         ;C ;03;00013852
030;0343737;P;07;313;A ;                         ;I ;01;00000168
030;0343989;G;03;091;A ;                         ;MM;04;00006809
030;0343989;G;03;094;A ;                         ;MM;04;00006884
030;0343989;G;03;102;A ;                         ;MM;04;00021382
030;0343989;G;03;112;A ;                         ;MM;04;00010725
030;0344229;X;02;162;A ;                         ;MF;02;00002905
030;0344229;X;02;181;A ;                         ;PD;02;00005839
030;0344229;X;02;181;B ;                         ;C ;01;00000832
030;0344229;X;02;181;C ;                         ;C ;01;00004945
030;0344230;M;05;204;A ;                         ;MM;01;00010597
030;0344309;U;02;173;A ;                         ;C ;01;00001093
030;0344309;U;02;173;B ;                         ;CS;01;00000072
030;0344394;M;06;140;A ;                         ;MM;04;00004788
030;0344492;E;06;241;A ;                         ;MF;04;00002003
030;0344492;E;06;241;B ;                         ;MM;04;00001647
030;0344492;E;06;259;A ;                         ;MM;04;00007061
030;0344492;E;06;283;A ;                         ;MF;04;00001574
030;0344492;E;06;319;A ;                         ;MM;03;00001280
030;0344492;E;06;444;A ;                         ;MF;03;00000474
030;0344492;E;06;445;A ;                         ;MF;03;00000626
030;0344492;E;06;447;A ;                         ;MF;01;00012557
030;0344492;E;06;447;B ;                         ;E ;01;00001908
030;0344492;E;06;447;C ;                         ;C ;01;00008442
030;0344492;E;06;447;D ;                         ;CS;01;00000658
030;0344492;E;06;449;A ;                         ;PD;04;00000975
030;0344492;E;06;450;A ;                         ;PD;04;00000862
030;0344492;E;06;454;A ;                         ;PD;04;00003684
030;0344492;E;07;091;A ;                         ;PD;04;00004726
030;0344492;E;07;094;A ;                         ;PD;04;00002490
030;0344492;E;07;094;B ;                         ;MM;04;00003311
030;0344492;E;07;094;C ;                         ;E ;04;00001713
030;0344791;U;07;315;A ;                         ;CR;01;00000159
030;0344791;U;07;315;B ;                         ;F ;01;00001561
030;0344791;U;07;315;C ;                         ;PD;02;00009442
030;0345141;X;06;509;A ;                         ;CS;01;00000327
030;0345141;X;06;509;B ;                         ;MT;02;00001120
030;0345194;U;02;077;A ;                         ;MM;01;00012959
030;0345285;M;07;175;A ;                         ;MT;01;00002160
030;0345285;M;07;175;B ;                         ;MF;01;00006165
030;0345413;F;05;006;A ;                         ;PD;04;00004419
030;0345413;F;06;060;A ;                         ;MM;03;00018858
030;0345413;F;06;060;B ;                         ;MF;04;00004481
030;0345413;F;06;066;A ;                         ;MM;03;00004235
030;0345413;F;06;077;A ;                         ;MM;04;00009817
030;0345413;F;06;078;A ;                         ;MM;01;00000850
030;0345413;F;06;078;B ;                         ;E ;01;00002213
030;0345413;F;06;078;C ;                         ;MM;01;00000178
030;0345413;F;06;104;A ;                         ;MM;03;00001039
030;0345413;F;06;104;B ;                         ;PD;04;00020124
030;0345413;F;06;104;C ;                         ;CS;01;00000283
030;0345413;F;06;104;D ;                         ;MM;03;00005690
030;0345419;H;06;124;A ;                         ;MM;04;00005711
030;0345730;H;04;027;A ;                         ;PD;02;00007630
030;0345730;H;04;027;B ;                         ;MF;01;00009760
030;0345758;E;04;006;A ;                         ;MF;03;00003400
030;0400267;N;06;308;A ;                         ;MM;04;00002626
030;0400268;V;06;309;A ;                         ;MM;01;00001591
030;0400270;E;01;038;A ;                         ;MM;01;00017378
030;0400271;M;01;016;A ;                         ;MM;01;00003314
030;0400271;M;01;146;A ;                         ;MM;01;00006243
030;0400307;P;05;152;A ;                         ;MM;04;00002983
030;0400310;G;07;036;A ;                         ;MM;01;00032995
030;0400310;G;07;036;B ;                         ;MF;01;00003227
030;0400312;W;06;476;A ;                         ;MM;01;00009554
030;0400312;W;06;476;B ;                         ;MF;04;00001056
030;0400312;W;06;476;C ;                         ;MM;01;00001296
030;0400312;W;06;476;D ;                         ;MF;04;00002329
030;0400312;W;06;476;E ;                         ;E ;01;00006531
030;0400312;W;06;476;F ;                         ;CS;01;00000365
030;0400313;H;02;153;B ;                         ;C ;01;00001041
030;0400313;H;02;153;C ;                         ;PD;01;00005575
030;0400313;H;02;153;D ;                         ;CS;01;00000308
030;0400347;T;01;094;A ;                         ;MM;01;00003698
030;0400543;D;07;278;A ;                         ;C ;03;00000440
030;0400543;D;07;278;B ;                         ;PD;03;00000478
030;0400543;D;07;278;C ;                         ;F ;02;00001048
030;0400544;L;07;154;A ;                         ;E ;01;00002104
030;0400544;L;07;154;B ;                         ;MM;04;00000343
030;0400727;D;06;510;A ;                         ;C ;01;00000967
030;0400727;D;06;510;B ;                         ;C ;02;00001451
030;0400727;D;06;510;C ;                         ;CS;01;00000262
030;0401061;T;05;040;A ;                         ;MM;04;00010434
030;0401062;E;05;043;A ;                         ;MM;03;00007805
030;0401064;U;05;242;A ;                         ;MM;01;00004700
030;0401064;U;05;269;A ;                         ;MM;01;00001780
030;0401065;F;05;083;A ;                         ;MM;04;00009812
030;0401308;B;05;106;A ;                         ;PD;04;00006835
030;0401363;N;07;131;A ;                         ;MM;01;00000235
030;0401378;Y;05;112;A ;                         ;MM;01;00007031
030;0401379;Q;05;061;A ;                         ;MM;01;00005949
030;0401380;X;05;019;A ;                         ;MM;04;00016067
030;0401380;X;05;019;B ;                         ;MF;01;00001076
030;0401380;X;05;279;A ;                         ;MM;01;00019728
030;0401839;G;01;143;A ;                         ;I ;01;00000812
030;0401839;G;01;143;B ;                         ;MT;01;00001857
030;0401957;A;06;511;A ;                         ;MM;01;00008952
030;0401967;B;07;316;A ;                         ;C ;01;00000243
030;0401968;J;07;317;A ;                         ;MM;01;00000462
030;0402227;L;07;035;A ;                         ;MF;03;00007753
030;0402227;L;07;035;B ;                         ;PD;01;00000628
030;0402227;L;07;035;C ;                         ;MM;04;00000987
030;0402227;L;07;035;D ;                         ;PD;01;00001098
030;0402227;L;07;035;E ;                         ;I ;01;00003815
030;0402227;L;07;035;F ;                         ;E ;04;00012818
030;0402227;L;07;035;G ;                         ;I ;01;00002244
030;0402227;L;07;035;H ;                         ;E ;04;00002286
030;0402227;L;07;035;I ;                         ;MM;04;00001736
030;0402227;L;07;035;J ;                         ;PD;01;00001647
030;0402239;F;06;169;A ;                         ;MM;04;00004294
030;0402239;F;07;076;A ;                         ;MF;04;00002195
030;0402240;D;06;204;A ;                         ;MM;03;00014873
030;0402243;E;06;212;A ;                         ;MM;01;00018505
030;0402262;V;06;235;A ;                         ;MM;04;00003276
030;0402262;V;06;249;A ;                         ;MM;01;00018206
030;0402262;V;06;256;A ;                         ;MM;03;00001767
030;0402262;V;06;267;A ;                         ;MM;01;00026160
030;0402262;V;06;350;A ;                         ;MM;04;00003283
030;0402262;V;06;366;A ;                         ;MM;02;00006126
030;0402262;V;06;366;B ;                         ;E ;04;00004120
030;0402262;V;06;460;A ;                         ;MM;01;00003232
030;0402262;V;06;460;B ;                         ;MF;01;00001164
030;0402262;V;06;460;C ;                         ;MF;01;00003939
