URTEA;UDAL KODEA;UDALAREN IZENA;KALE KODEA;KALEAREN IZENA;KALIFIKAZIOA;ISUNEN KOPURUA;ORDAINDUTAKO ZENBATEKOA;EXEKUTIBOAN KOBRATZEKE ZENBATEKOA;.                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;LARRIA;15;1.400,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1305;MIGEL AGINAGA KALEA;ARINA;11;250,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;1306;TXALTXA-ZELAI KALEA;LARRIA;31;2.400,00;497,49;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1306;TXALTXA-ZELAI KALEA;ARINA;23;400,00;65,92;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1309;BARRIA PLAZA;LARRIA;22;1.400,00;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;1309;BARRIA PLAZA;ARINA;8;100,00;186,34;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1309;BARRIA PLAZA;OSO LARRIA;1;250,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;1401;ALDATZE KALEA;LARRIA;6;500,00;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;1401;ALDATZE KALEA;ARINA;10;237,45;66,13;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;1402;ARDANTZA KALEA;LARRIA;5;200,00;734,39;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;1402;ARDANTZA KALEA;ARINA;1;25,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1405;MEKOLA KALEA;LARRIA;1;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1407;SAN JUAN KALEA;LARRIA;60;4.634,95;2.153,81;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1407;SAN JUAN KALEA;ARINA;162;3.090,59;513,11;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;2101;ABONTZA-BIDE;ARINA;3;50,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;2102;ARRATE-BIDE;LARRIA;8;800,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;2103;LEGARRE KALEA;LARRIA;2;344,95;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2103;LEGARRE KALEA;ARINA;21;429,95;128,28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2104;LEGARRE-GAIN KALEA;LARRIA;7;300,00;967,92;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2104;LEGARRE-GAIN KALEA;ARINA;16;225,00;252,88;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2201;AMAÑA KALEA;LARRIA;4;200,00;484,33;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2201;AMAÑA KALEA;ARINA;33;425,00;729,86;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2202;KARLOS ELGEZUA KALEA;ARINA;13;362,45;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2204;WENZESLAO ORBEA;LARRIA;2;200,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2204;WENZESLAO ORBEA;ARINA;2;50,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2401;ARTEGIETA KALEA;LARRIA;1;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;2401;ARTEGIETA KALEA;ARINA;1;25,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2402;ASOLA-IGARTZA KALEA;ARINA;2;50,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2404;TIBURZIO ANITUA KALE;LARRIA;5;410,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2404;TIBURZIO ANITUA KALE;ARINA;25;450,00;132,08;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;2405;ZIRIAKO AGIRRE KALEA;LARRIA;7;434,95;468,13;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;2405;ZIRIAKO AGIRRE KALEA;ARINA;25;375,00;421,23;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;2501;EGIGUREN-TARREN KALEA;LARRIA;4;300,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;2501;EGIGUREN-TARREN KALEA;ARINA;7;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2502;INDALEZIO OJANGUREN;LARRIA;10;1.034,95;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;2502;INDALEZIO OJANGUREN;ARINA;1;25,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2504;MAKASKUA KALEA;LARRIA;1;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;2505;SOSTOA-TARREN KALEA;LARRIA;8;300,00;472,59;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;2505;SOSTOA-TARREN KALEA;ARINA;3;50,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;LARRIA;9;300,00;469,90;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;2601;JUAN GISASOLA KALEA;ARINA;9;225,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;2701;ARMAGIN KALEA;LARRIA;5;400,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;2701;ARMAGIN KALEA;ARINA;6;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;2703;POLONIA ETXEBERRIA;LARRIA;6;200,00;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;2703;POLONIA ETXEBERRIA;ARINA;3;50,00;62,45;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;2704;URKI KALEA;LARRIA;3;200,00;249,09;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;2704;URKI KALEA;ARINA;22;400,00;239,90;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;3101;FRAY MARTIN MALLEA;LARRIA;8;400,00;478,71;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;3101;FRAY MARTIN MALLEA;ARINA;72;1.290,82;187,18;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;3102;SAN KRISTOBAL KALEA;LARRIA;3;100,00;478,48;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;3102;SAN KRISTOBAL KALEA;ARINA;52;1.037,45;317,78;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;3103;UBITXA KALEA;LARRIA;10;900,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;3103;UBITXA KALEA;ARINA;9;125,00;186,20;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;3202;IPURUA KALEA;LARRIA;24;1.800,00;249,79;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;3202;IPURUA KALEA;ARINA;3;65,00;62,45;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;3203;JUAN ANTONIO MOGEL;LARRIA;5;300,00;250,35;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;3203;JUAN ANTONIO MOGEL;ARINA;9;125,00;125,58;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;3204;SANTAINES KALEA;LARRIA;5;500,00;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;3204;SANTAINES KALEA;ARINA;3;50,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;3302;JOSE ANTONIO GISASOLA;LARRIA;12;900,00;486,84;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;3302;JOSE ANTONIO GISASOLA;ARINA;15;350,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;3303;ROMUALDO GALDOS;LARRIA;12;1.234,95;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;3303;ROMUALDO GALDOS;ARINA;7;187,45;62,45;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;4103;ELGETA-KALE;LARRIA;2;200,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;4103;ELGETA-KALE;ARINA;3;50,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4104;ERREKATXU KALEA;LARRIA;10;800,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;4104;ERREKATXU KALEA;ARINA;5;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4105;EULOJIO GARATE KALEA;LARRIA;4;300,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4105;EULOJIO GARATE KALEA;ARINA;14;225,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4107;MUTIOLA KALEA;LARRIA;1;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4107;MUTIOLA KALEA;ARINA;6;125,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4108;SANSABURU KALEA;LARRIA;2;200,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;4108;SANSABURU KALEA;ARINA;13;225,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;4201;ARANE KALEA;LARRIA;9;700,00;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4201;ARANE KALEA;ARINA;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4202;ARRAGUETA KALEA;LARRIA;6;300,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;4202;ARRAGUETA KALEA;ARINA;6;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4205;URTZAILE KALEA;LARRIA;2;200,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4205;URTZAILE KALEA;ARINA;1;25,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4301;BIDEBARRIETA KALEA;LARRIA;71;5.434,95;970,57;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4301;BIDEBARRIETA KALEA;ARINA;305;5.767,40;125,56;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4301;BIDEBARRIETA KALEA;OSO LARRIA;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4302;ERREBAL KALEA;LARRIA;54;4.100,00;954,76;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;4302;ERREBAL KALEA;ARINA;103;2.062,45;126,46;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;4303;JARDIÑETA KALEA;LARRIA;19;1.200,00;699,90;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4303;JARDIÑETA KALEA;ARINA;12;175,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;4304;JULIAN ETXEBERRIA;LARRIA;96;6.073,25;3.335,49;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4304;JULIAN ETXEBERRIA;ARINA;95;1.782,45;194,97;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;4305;MUZATEGI KALEA;LARRIA;4;100,00;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;4305;MUZATEGI KALEA;ARINA;4;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4306;SAN AGUSTIN KALEA;LARRIA;3;200,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;4306;SAN AGUSTIN KALEA;ARINA;19;350,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;4307;ZULOAGA-TARREN KALEA;LARRIA;33;2.869,90;737,96;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4307;ZULOAGA-TARREN KALEA;ARINA;8;212,45;66,15;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4404;BLAS ETXEBARRIA;LARRIA;12;900,00;473,18;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;030;EIBAR;4404;BLAS ETXEBARRIA;ARINA;17;455,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;4406;ESTAZIÑO KALEA;LARRIA;6;400,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4406;ESTAZIÑO KALEA;ARINA;13;150,00;188,17;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;4407;IBARKURUTZE KALEA;LARRIA;4;300,00;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;4407;IBARKURUTZE KALEA;ARINA;7;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;4408;IBARGAIN KALEA;LARRIA;1;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4408;IBARGAIN KALEA;ARINA;4;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4409;PAGAEGI KALEA;LARRIA;4;300,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4409;PAGAEGI KALEA;ARINA;1;25,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;4503;MATXARIA KALEA;LARRIA;9;800,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;4503;MATXARIA KALEA;ARINA;15;275,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;5101;GISASTU BIDE;LARRIA;2;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;5102;TXONTA KALEA;LARRIA;6;400,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;5102;TXONTA KALEA;ARINA;10;225,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;5201;ASUA-ERREKA KALEA;LARRIA;3;300,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;5201;ASUA-ERREKA KALEA;ARINA;31;500,00;257,13;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;5201;ASUA-ERREKA KALEA;OSO LARRIA;1;500,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;5202;BARAKALDO KALEA;LARRIA;5;200,00;249,33;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;5202;BARAKALDO KALEA;ARINA;8;125,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;5203;BITTOR SARASKETA;LARRIA;12;1.000,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;5203;BITTOR SARASKETA;ARINA;13;250,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;5205;KARMEN KALEA;LARRIA;16;1.583,22;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;5205;KARMEN KALEA;ARINA;21;350,00;194,41;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;5206;URKIZU PASEALEKUA;LARRIA;40;3.034,95;723,80;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;5206;URKIZU PASEALEKUA;ARINA;149;2.962,25;621,94;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;5206;URKIZU PASEALEKUA;OSO LARRIA;3;250,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;5302;BARRENA KALEA;LARRIA;15;834,95;486,33;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;5302;BARRENA KALEA;ARINA;9;165,00;62,45;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;5402;AZITAIN BIDE;ARINA;1;0,00;62,45;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;5405;OTAOLA BALLE;LARRIA;1;100,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;6001;URKI KURUTZEKUA;LARRIA;2;234,95;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;6001;URKI KURUTZEKUA;ARINA;3;50,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;7001;MERKATU KALEA;LARRIA;3;200,00;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;030;EIBAR;7002;ARIKITZANEKO ZUBIA;ARINA;1;25,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;7102;POLIGONO INDUSTRIAL DE AZITAIN;LARRIA;2;100,00;234,95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;030;EIBAR;7105;SARATSUEGI(SAUTXI) KALEA;LARRIA;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;7105;SARATSUEGI(SAUTXI) KALEA;ARINA;1;25,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
