DATA OPERACIO,DESCRIPCIO OPERACIO,IMPORT,NOM PARTIDA,CODI ECONOMIC,ECONOMIC,CODI FUNCIONAL,FUNCIONAL,CODI ORGANIC,ORGANIC
01/01/2017 12:00:00 AM,Obertura pressupost 2017,14500,Manteniment programari eadmin,227.06.0017,Estudis i treballs tècnics,4914A,Administració electrònica,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,16940,Servei portal dades obertes,227.06.0017,Estudis i treballs tècnics,4914B,Govern obert i transparència,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,60000,Software Base,216.02.0017,Equipament per a processos d'informació,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,55500,Software Departamental,216.03.0017,Equipament per a processos d'informació,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,3500,Hardware Estacions Treball,216.04.0017,Equipament per a processos d'informació,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,25000,Hardware Servidors,216.05.0017,Equipament per a processos d'informació,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,71000,Telefonia fixa,222.00.0017,Serveis de Telecomunicacions,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,50000,Comunicacions Informàtiques. Connexions a Internet,222.03.0017,Informàtiques,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,103640,Manteniment de xarxa i telefonia IP,222.04.0017,Informàtiques,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,5500,Quotes Localret,467.00.0017,A Consorcis,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,140000,Licitacio centraleta,636.00.0017,Equips per processos d'informació,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,65000,Xarxa local,636.00.0117,Equips per processos d'informació,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,80000,Renovació maquinari,636.00.0217,Equips per processos d'informació,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,45500,Llicencies informàtiques,640.00.0017,Patents i marques,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,100000,Aplicaciones informàtiques,641.00.0017,Despeses en aplicacions informàtiques,9310A,Intervenció i Comptabilitat,2.1.0.16,Informàtica
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1297370,RB funcionaris seguretat i ordre públic,120.00.0017,Sous del Grup A1,1320A,Policia de Seguretat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1641020,RC funcionaris seguretat i ordre públic,121.00.0017,Complement destinació,1320A,Policia de Seguretat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,25040,RB laboral fixos seguretat i ordre públic,130.00.0017,Retribucions bàsiques,1320A,Policia de Seguretat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,H.extraord.laborals fixos seguretat i ordre públic,130.01.0017,Hores extraordinaries,1320A,Policia de Seguretat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,790,RC laborals fixos seguretat i ordre públic,130.02.0017,Altres remuneracions,1320A,Policia de Seguretat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,121800,Product.funcionaris seguretat i ordre públic,150.00.0017,Productivitat,1320A,Policia de Seguretat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1450,Product. laborals fixos seguretat i ordre públic,150.01.0017,Productivitat,1320A,Policia de Seguretat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,81000,Gratificac.funcionaris seguretat i ordre públic,151.00.0017,Gratificacions,1320A,Policia de Seguretat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,808090,Segur.Social funcionaris seguretat i ordre públic,160.00.0017,Seguretat Social,1320A,Policia de Seguretat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,8300,Seg.Soc.laborals temporals segur.i ordre públic,160.01.0017,Seguretat Social,1320A,Policia de Seguretat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,52050,RB funcionaris Mobilitat urbana,120.00.0017,Sous del Grup A1,1330A,Administració Gral de Mobilitat urbana,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,56830,RC funcionaris Mobilitat urbana,121.00.0017,Complement destinació,1330A,Administració Gral de Mobilitat urbana,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,4350,Productivitat funcionaris Mobilitat urbana,150.00.0017,Productivitat,1330A,Administració Gral de Mobilitat urbana,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,Gratificacions funcionaris Mobilitat urbana,151.00.0017,Gratificacions,1330A,Administració Gral de Mobilitat urbana,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,28250,Seguretat Social funcionaris Mobilitat urbana,160.00.0017,Seguretat Social,1330A,Administració Gral de Mobilitat urbana,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,222500,"RB funcionaris urbanisme, planif.i projectes",120.00.0017,Sous del Grup A1,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,242220,"RC funcionaris urbanisme, planif.i projectes",121.00.0017,Complement destinació,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,91390,"RB laborals fixos urbanisme, planif.i projectes",130.00.0017,Retribucions bàsiques,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,"H.extr.laborals fixos urbanisme, planif.i projec.",130.01.0017,Hores extraordinaries,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,5810,"RC laborals fixos urbanisme, planif.i projectes",130.02.0017,Altres remuneracions,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,147480,"RB laboral temporals urban., planif.i projectes",131.00.0017,Laboral temporal,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1190,"RC laboral temporals urban., planif.i projectes",131.02.0017,Laboral temporal,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,17400,"Product. funcionaris urban., planif.i projectes",150.00.0017,Productivitat,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,2900,"Product. laborals fixos urban., planif.i projectes",150.01.0017,Productivitat,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,5800,"Product.laborals temp.urban., planif.i projectes",150.02.0017,Productivitat,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,"Gratif.funcionaris urbanisme, planif.i projectes",151.00.0017,Gratificacions,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,113910,"Seg.S.funcionaris urbanisme, planif.i projectes",160.00.0017,Seguretat Social,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,81620,"Seg.S.laborals urbanisme, planif. i projectes",160.01.0017,Seguretat Social,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,109870,RB funcionaris activitats i disciplina urbanística,120.00.0017,Sous del Grup A1,1511A,Activitats i disciplina urbanística,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,120190,RC funcionaris activitats i disciplina urbanística,121.00.0017,Complement destinació,1511A,Activitats i disciplina urbanística,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,8700,Product.funcionaris activ.i disciplina urbanística,150.00.0017,Productivitat,1511A,Activitats i disciplina urbanística,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,Gratif.funcionaris activit.i disciplina urbanístic,151.00.0017,Gratificacions,1511A,Activitats i disciplina urbanística,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,56930,Seg.Soc.funcionaris activit.i discipl.urbanística,160.00.0017,Seguretat Social,1511A,Activitats i disciplina urbanística,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,73430,RB laborals fixos Oficina Local d'Habitatge,130.00.0017,Retribucions bàsiques,1521A,Polítiques Municipals d'Habitatge,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,H. extraord.laboral fix Oficina Local d'Habitatge,130.01.0017,Hores extraordinaries,1521A,Polítiques Municipals d'Habitatge,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,5150,RC laborals fixos Oficina Local d'Habitatge,130.02.0017,Altres remuneracions,1521A,Polítiques Municipals d'Habitatge,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,2900,Productivitat laboral fix Oficina Local d'Habitatg,150.01.0017,Productivitat,1521A,Polítiques Municipals d'Habitatge,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,22100,Seg.Soc.laboral temporal Ofic.Local d'Habitatge,160.01.0017,Seguretat Social,1521A,Polítiques Municipals d'Habitatge,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,99890,RB funcionaris Obres i Manteniment,120.00.0017,Sous del Grup A1,1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,121070,RC funcionaris Obres i Manteniment,121.00.0017,Complement destinació,1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,48730,RB laboral fix Obres i Manteniment,130.00.0017,Retribucions bàsiques,1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,H. extraordinàr.laboral fix Obres i Manteniment,130.01.0017,Hores extraordinaries,1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1960,RC laboral fix Obres i Manteniment,130.02.0017,Altres remuneracions,1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,7250,Productivitat funcionaris Obres i Manteniment,150.00.0017,Productivitat,1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1450,Productivitat laboral fix Obres i Manteniment,150.01.0017,Productivitat,1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,Gratificacions funcionaris Obres i Manteniment,151.00.0017,Gratificacions,1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,47310,Segur.Social funcionaris Obres i Manteniment,160.00.0017,Seguretat Social,1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,15840,Seguretat Social laboral Obres i Manteniment,160.01.0017,Seguretat Social,1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,26710,RB laboral fix Cementiris i serveis funeraris,130.00.0017,Retribucions bàsiques,1640A,Cementiri,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,H. extraordinàries laboral fix Cem.i serv.fun,130.01.0017,Hores extraordinaries,1640A,Cementiri,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,95360,RB laboral temporal Cementiris i serveis funer,131.00.0017,Laboral temporal,1640A,Cementiri,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,3000,H. extraordinàries laboral temporal Cem.i serveis,131.01.0017,Laboral temporal,1640A,Cementiri,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1450,Productivitat laboral fix Cementiris i serveis fun,150.01.0017,Productivitat,1640A,Cementiri,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,5800,Productivitat laboral temporal Cement.i serv fun,150.02.0017,Productivitat,1640A,Cementiri,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,10010,Segur.Social funcionaris Cementiri i serv. fun,160.00.0017,Seguretat Social,1640A,Cementiri,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,35810,Seguretat Social laboral Cementiri i serv. Funer,160.01.0017,Seguretat Social,1640A,Cementiri,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,48160,RB funcionaris protecció i millora medi ambient,120.00.0017,Sous del Grup A1,1720A,Adm.Gral de Medi Ambient,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,42860,RC funcionaris protecció i millora medi ambient,121.00.0017,Complement destinació,1720A,Adm.Gral de Medi Ambient,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,39460,RB laborals fixos protec.i millora medi ambient,130.00.0017,Retribucions bàsiques,1720A,Adm.Gral de Medi Ambient,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,H.extraord.labor.fixos protec.i mill.medi ambient,130.01.0017,Hores extraordinaries,1720A,Adm.Gral de Medi Ambient,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,2900,Product.funcion. protec.i millora medi ambient,150.00.0017,Productivitat,1720A,Adm.Gral de Medi Ambient,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1450,Product.labor.fix.protecc.i millora medi ambient,150.01.0017,Productivitat,1720A,Adm.Gral de Medi Ambient,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,Gratif.funcion.protec.i millora del medi ambient,151.00.0017,Gratificacions,1720A,Adm.Gral de Medi Ambient,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,24560,Seg.Soc.funcion.protec.i millora medi ambient,160.00.0017,Seguretat Social,1720A,Adm.Gral de Medi Ambient,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,12600,Seg.Soc.laborals protec.i millora medi ambient,160.01.0017,Seguretat Social,1720A,Adm.Gral de Medi Ambient,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,12000,Retribucions en espècie funcionaris,122.00.0017,Retribucions en espècie,2210A,Altres prestacions econòmiques a favor d'empleats,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,12000,Retribucions en espècie laborals,132.00.0017,Retribucions en espècie,2210A,Altres prestacions econòmiques a favor d'empleats,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,69000,Acció social (fons social),162.04.0017,Acció social,2210A,Altres prestacions econòmiques a favor d'empleats,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,60000,Assegurança de vida i accidents,162.05.0017,Assegurances,2210A,Altres prestacions econòmiques a favor d'empleats,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,22760,RB funcionaris Serveis Socials,120.00.0017,Sous del Grup A1,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,14180,RC funcionaris Serveis Socials,121.00.0017,Complement destinació,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,328050,RB laboral fix S. Socials,130.00.0017,Retribucions bàsiques,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,H. extraordinàries laboral fix Serveis Socials,130.01.0017,Hores extraordinaries,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,8880,RC laboral fix Serveis Socials,130.02.0017,Altres remuneracions,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,306890,RB laboral temporal Serveis Socials,131.00.0017,Laboral temporal,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,H. extraord. laboral temporal Serveis Social,131.01.0017,Laboral temporal,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,22480,RC laboral temporal Serveis Socials,131.02.0017,Laboral temporal,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1450,Productivitat funcionaris Serveis Socials,150.00.0017,Productivitat,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,14500,Productivitat laboral fix Serveis Socials,150.01.0017,Productivitat,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,15950,Productivitat laboral temporal Serveis Socials,150.02.0017,Productivitat,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,9230,Seguretat Social funcionaris Serveis Socials,160.00.0017,Seguretat Social,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,205670,Seguretat Social laboral Serveis Socials,160.01.0017,Seguretat Social,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,12590,RB funcionaris Ad. Gral. Igualtat i Ciutadania,120.00.0017,Sous del Grup A1,2310B,Administració General Igualtat i Ciutadania,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,12450,RC funcionaris Ad. Gral. Igualtat i Ciutadania,121.00.0017,Complement destinació,2310B,Administració General Igualtat i Ciutadania,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,31760,RB laboral fix Polítiques de gènere,130.00.0017,Retribucions bàsiques,2310B,Administració General Igualtat i Ciutadania,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,100,H. extraordin.laboral fix Polítiques de gèner,130.01.0017,Hores extraordinaries,2310B,Administració General Igualtat i Ciutadania,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,390,RC laboral fix Polítiques de gènere,130.02.0017,Altres remuneracions,2310B,Administració General Igualtat i Ciutadania,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,62260,RB laboral temporal Ad. Gral. Igualtat i Ciutad,131.00.0017,Laboral temporal,2310B,Administració General Igualtat i Ciutadania,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,H. extraordin.laboral temporal Ad. Gral. Igua,131.01.0017,Laboral temporal,2310B,Administració General Igualtat i Ciutadania,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,5580,RC laborals temporals Ad.Gral.igualtat i ciutad.,131.02.0017,Laboral temporal,2310B,Administració General Igualtat i Ciutadania,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1450,Productivitat funcionaris Ad. Gral. Igualtat i Ciu,150.00.0017,Productivitat,2310B,Administració General Igualtat i Ciutadania,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1450,Productivitat laboral fix Polítiques de gènere,150.01.0017,Productivitat,2310B,Administració General Igualtat i Ciutadania,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,2900,Productivitat laboral temporal Ad. Gral. Igualtat,150.02.0017,Productivitat,2310B,Administració General Igualtat i Ciutadania,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,6600,Seguretat Social funcionaris Ad. Gral. Igualtat i,160.00.0017,Seguretat Social,2310B,Administració General Igualtat i Ciutadania,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,32040,Seguretat Social laboral Ad. Gral. Igualtat i Ciut,160.01.0017,Seguretat Social,2310B,Administració General Igualtat i Ciutadania,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,177370,RB laborals fixos foment de l' ocupació,130.00.0017,Retribucions bàsiques,2410A,Servei Local d'Ocupació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,H. Extr.laborals fixos foment de l' ocupació,130.01.0017,Hores extraordinaries,2410A,Servei Local d'Ocupació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,14100,RC laborals fixos foment de l' ocupació,130.02.0017,Altres remuneracions,2410A,Servei Local d'Ocupació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,65830,RB laborals temporals foment de l' ocupació,131.00.0017,Laboral temporal,2410A,Servei Local d'Ocupació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,H. Extr.laborals temporals foment de l' ocupació,131.01.0017,Laboral temporal,2410A,Servei Local d'Ocupació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,790,RC laborals temporals foment de l'ocupació,131.02.0017,Laboral temporal,2410A,Servei Local d'Ocupació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,8700,Productivitat laborals fixos foment de l' ocupació,150.01.0017,Productivitat,2410A,Servei Local d'Ocupació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,2900,Product.laborals temporals foment de l' ocupació,150.02.0017,Productivitat,2410A,Servei Local d'Ocupació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,81890,Seguretat Social laboral foment de l' ocupació,160.01.0017,Seguretat Social,2410A,Servei Local d'Ocupació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,4950,RB laborals PO Treballs als Barris (AMP),141.02.0017,Altre personal,2419T,Foment de l'Ocupació -Pl Ocup-Treballs als barris,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,3600,Seguretat Social PO Treballs als barris (AMP),160.02.0017,Seguretat Social,2419T,Foment de l'Ocupació -Pl Ocup-Treballs als barris,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,79250,RB funcionaris salut pública,120.00.0017,Sous del Grup A1,3110A,Adm.Gral de Salut Pública,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,70680,RC funcionaris salut pública,121.00.0017,Complement destinació,3110A,Adm.Gral de Salut Pública,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,7250,Productivitat funcionaris salut pública,150.00.0017,Productivitat,3110A,Adm.Gral de Salut Pública,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,42470,Seguretat Social funcionaris salut pública,160.00.0017,Seguretat Social,3110A,Adm.Gral de Salut Pública,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,74500,RB laboral fix Educació,130.00.0017,Retribucions bàsiques,3200A,Administració general de educació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,H. extraordinàries laboral fix Educació,130.01.0017,Hores extraordinaries,3200A,Administració general de educació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1940,RC laboral fix Educació,130.02.0017,Altres remuneracions,3200A,Administració general de educació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,24940,RB laboral temporal Educació,131.00.0017,Laboral temporal,3200A,Administració general de educació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,H. extraordinàries laboral temporal Educació,131.01.0017,Laboral temporal,3200A,Administració general de educació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,6680,RC laboral temporal Educació,131.02.0017,Laboral temporal,3200A,Administració general de educació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,2900,Productivitat laboral fix Educació,150.01.0017,Productivitat,3200A,Administració general de educació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1450,Productivitat laboral temporal Educació,150.02.0017,Productivitat,3200A,Administració general de educació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,34570,Seguretat Social laboral Educació,160.01.0017,Seguretat Social,3200A,Administració general de educació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,10120,RB funcionaris educació preescolar i primària,120.00.0017,Sous del Grup A1,3230A,Funcionament centres docents d'Educació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,139130,RB laboral fix educació preescolar i primària,130.00.0017,Retribucions bàsiques,3230A,Funcionament centres docents d'Educació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,1000,H. extraordinàr.laboral fix educació preescolar,130.01.0017,Hores extraordinaries,3230A,Funcionament centres docents d'Educació,2.2.0.16,Recursos Humans
01/01/2017 12:00:00 AM,Obertura pressupost 2017,45200,RB laboral temporal educ. preescolar i primària,131.00.0017,Laboral temporal,3230A,Funcionament centres docents d'Educació,2.2.0.16,Recursos Humans
