DATA OPERACIO,DESCRIPCIO OPERACIO,IMPORT,NOM PARTIDA,CODI ECONOMIC,ECONOMIC,CODI FUNCIONAL,FUNCIONAL,CODI ORGANIC,ORGANIC
23/02/2017,EXP 4/17 TRA,9700,Electricitat - Edificis administratius,221.00.0017,Energia Elèctrica,9330A,Edificis administratius,3.6.0.16,Serveis Municipals
23/02/2017,EXP 4/17 TRA,49700,Campanya prevenció i vigilància de platges,227.06.0017,Estudis i treballs tècnics,1350A,Protecció civil ,3.3.0.16,Medi Ambient i Sostenibilitat
28/02/2017,EXP 5/17 TR,5900,Inv. nova vehicles - Policia,624.00.0017,Elements de Transport,1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
28/02/2017,EXP 5/17 TR,53952.75,Inversions rep. via pública Serv. Municipals - IFS,619.00.0016,Altres inversions de reposició en infraestructures,1533F,Vies públiques - Obra Civil i Instal·lacions,3.6.0.16,Serveis Municipals
28/02/2017,EXP 5/17 TR,8313.03,Altres inv.noves infraest. i béns dest. ús general,609.00.0015,Altres inv.noves infraest. i béns dest. ús general,1533A,Vies públiques - Obra Civil i Instal·lacions,3.6.0.16,Serveis Municipals
28/02/2017,EXP 5/17 TR,5900,"Manteniment, maquinària, instal. i utillatge",213.00.0017,"Maquinària,instal·lacions tècniques i utillatje",1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
28/02/2017,EXP 5/17 TR,53952.75,Campanya asfaltat,619.00.0017,Altres inversions de reposició en infraestructures,1532A,Pavimentació vies públiques,3.4.0.16,Obres i Manteniment
28/02/2017,EXP 5/17 TR,8313.03,AItres inv noves infraest i bens ús gral,609.00.0015,Altres inv.noves infraest. i béns dest. ús general,1533A,Vies públiques - Obra Civil i Instal·lacions,3.4.0.16,Obres i Manteniment
28/02/2017,EXP 5/17 GE,6650,Exposicions Patrimoni Cultural,226.09.0017,Activitats culturals i esportives,3360A,Patrimoni Històric i Cultural,1.3.5.16,Patrimoni Cultural i Natural
28/02/2017,EXP 5/17 GE,359.55,Programa suport a l'aprenentatge,227.99.0017,Altres treballs realitzats per altres emp.i profes,3272A,Projecte Educatiu de Ciutat,1.2.0.16,Educació
03/03/2017,EXP 2/17 AMP,4636.37,Reparació sinistres (AMP),212.00.0017,Edificis i altres construccions,9204C,AG - SSGG - Gestió assegurances,2.6.0.16,Serveis Generals
29/03/2017,EXP 3/17 AMP,1673.43,Reparació sinistres (AMP),212.00.0017,Edificis i altres construccions,9204C,AG - SSGG - Gestió assegurances,2.6.0.16,Serveis Generals
31/03/2017,EXP 6/17 TR,11858,Estudis i treb tèc de SS Grals i Gestió Interna,227.06.0017,Estudis i treballs tècnics,9220A,Coord. i organitz. institucional entitats locals,2.0.1.16,Coordinació i Gestió Interna
31/03/2017,EXP 6/17 TR,3322.08,Telefonia fixa,222.00.0017,Serveis de Telecomunicacions,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
31/03/2017,EXP 6/17 TR,3179.88,RB laboral temporal Escola EE,131.00.0017,Laboral temporal,3231A,Educació Especial,2.2.0.16,Recursos Humans
31/03/2017,EXP 6/17 TR,11858,Seguretat Social funcionaris Adm. General,160.00.0017,Seguretat Social,9200A,Administració General ,2.2.0.16,Recursos Humans
31/03/2017,EXP 6/17 TR,22990,Estudis processos participatius,227.06.0016,Estudis i treballs tècnics,9240A,Participació ciutadana,2.9.0.16,Participació Ciutadana
31/03/2017,EXP 6/17 GE,20000,Campanya asfaltat,619.00.0017,Altres inversions de reposició en infraestructures,1532A,Pavimentació vies públiques,3.4.0.16,Obres i Manteniment
31/03/2017,EXP 6/17 GE,80000,Adequació camins,619.00.0017,Altres inversions de reposició en infraestructures,1532A,Pavimentació vies públiques,3.5.3.16,Mobilitat
31/03/2017,EXP 6/17 GE,9439.02,Recerca arqueològica Mines,226.99.0315,Altres despeses diverses,3360A,Patrimoni Històric i Cultural,1.3.5.16,Patrimoni Cultural i Natural
31/03/2017,EXP 6/17 TR,3322.08,Telefonia fixa,222.00.0015,Serveis de Telecomunicacions,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
31/03/2017,EXP 6/17 GE,6400,Dinàmica Educativa,226.99.0017,Altres despeses diverses,3273A,Promoció Educativa,1.2.0.16,Educació
31/03/2017,EXP 6/17 TR,22990,Seg. Soc.laborals Ad.Gral. Serveis a la Persona,160.01.0017,Seguretat Social,9200B,Administració General - Benestar i Acció Social,2.2.0.16,Recursos Humans
21/04/2017,EXP 8/17 GEN,28235.5,Formacio P.O. DiBa 2017,227.06.0017,Estudis i treballs tècnics,2419B,Foment de l'Ocupació -Plans d'ocupació Diputació,2.7.0.16,Promoció Econòmica
21/04/2017,EXP 8/17 GEN,254119.56,R. B. personal laboral temporal P. O. DiBa 2017,141.00.0017,Altre personal,2419B,Foment de l'Ocupació -Plans d'ocupació Diputació,2.2.0.16,Recursos Humans
27/04/2017,EXP 7/17 TRA,28000,Subvenció Asociación Pro-ayudas Minorias Marginada,480.16.9917,A famílies i institucions sense ànim de lucre,2311A,Acció social,1.1.0.16,Serveis Socials
27/04/2017,EXP 7/17 TRA,28000,Convenis Entitats S.Socials,480.22.0317,A famílies i institucions sense ànim de lucre,2311A,Acció social,1.1.0.16,Serveis Socials
28/04/2017,EXP 9/17 TRA,20000,RB laborals fixos instal·lacions esportives,130.00.0017,Retribucions bàsiques,3420A,Instal·lacions esportives,2.2.0.16,Recursos Humans
28/04/2017,EXP 9/17 TRA,7000,RB laboral fix S. Socials,130.00.0017,Retribucions bàsiques,2310A,Administració General de Serveis Socials,2.2.0.16,Recursos Humans
28/04/2017,EXP 9/17 GEN,7470,Prevenció incendis i neteja zones forestals i mpal,210.00.0017,Infraestructura i béns naturals,1350A,Protecció civil ,3.3.0.16,Medi Ambient i Sostenibilitat
28/04/2017,EXP 9/17 TRA,20000,Acondicionament instal·lacions esportives,227.06.0117,Estudis i treballs tècnics,3420A,Instal·lacions esportives,1.5.0.16,Esports
28/04/2017,EXP 9/17 TRA,7000,Gent Gran - Projectes,226.06.0217,"Reunions, conferències i cursos",2312A,Gent Gran,1.1.0.16,Serveis Socials
28/04/2017,EXP 9/17 GEN,17374.68,Maquinària i instal tècniques Cultura i Patrimoni,213.00.0217,"Maquinària,instal·lacions tècniques i utillatje",9330B,Equipaments de serveis,1.7.0.16,Logística
08/05/2017,EXP 4/17 AMP,965.3,Reparació sinistres (AMP),212.00.0017,Edificis i altres construccions,9204C,AG - SSGG - Gestió assegurances,2.6.0.16,Serveis Generals
11/05/2017,EXP.5/17 AMP,1852.15,Tallers Patrimoni Històric i Cultural (AMP),226.06.0117,"Reunions, conferències i cursos",3360A,Patrimoni Històric i Cultural,1.3.5.16,Patrimoni Cultural i Natural
17/05/2017,EXP 11/17 GE,6740,Mediació social,226.99.0117,Altres despeses diverses,2311C,Mediació Social,1.1.0.16,Serveis Socials
17/05/2017,EXP 11/17 GE,28000,Gent Gran - Projectes,226.06.0217,"Reunions, conferències i cursos",2312A,Gent Gran,1.1.0.16,Serveis Socials
17/05/2017,EXP 11/17 GE,22428.76,Centre Obert les Farreres,226.06.0017,"Reunions, conferències i cursos",2316A,Infància,1.1.0.16,Serveis Socials
17/05/2017,EXP 11/17 TR,3000,Dinàmica Educativa,226.99.0017,Altres despeses diverses,3273A,Promoció Educativa,1.2.0.16,Educació
17/05/2017,EXP 11/17 TR,3000,Subvencions - Foment de l'educació i la formació,480.26.0017,A famílies i institucions sense ànim de lucre,3273A,Promoció Educativa,1.2.0.16,Educació
17/05/2017,EXP 11/17 GE,24015.42,Ajuts a famílies:Situacions d'emergència,480.05.0017,A famílies i institucions sense ànim de lucre,2311A,Acció social,1.1.0.16,Serveis Socials
17/05/2017,EXP 11/17 GE,10000,Treballs tècnics d'Acció Social,227.99.0017,Altres treballs realitzats per altres emp.i profes,2311A,Acció social,1.1.0.16,Serveis Socials
17/05/2017,EXP 11/17 GE,17000,Aportació Fundació Privada CAVIGA,480.00.9917,A famílies i institucions sense ànim de lucre,2311A,Acció social,1.1.0.16,Serveis Socials
25/05/2017,EXP 10/17 EX,500,Convenis promoció esportistes,480.07.0317,A famílies i institucions sense ànim de lucre,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
25/05/2017,EXP 10/17 EX,2500,Aportació a Club de Handbol Gavà,480.09.9917,A famílies i institucions sense ànim de lucre,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
25/05/2017,EXP 10/17 EX,35000,Inv. de rep en instal.lacions-IFS Equipament,633.00.0017,"Maquinària,instal·lacions i utillatge",9330F,Inversions financerament sostenibles,1.7.0.16,Logística
25/05/2017,EXP10/17 SUP,300000,Inversions rep. via pública Urbanisme - IFS,619.00.0016,Altres inversions de reposició en infraestructures,1533F,Vies públiques - Obra Civil i Instal·lacions,3.2.0.16,Urbanisme
25/05/2017,EXP 10/17 EX,90000,Inv. repos. en edificis administratius - IFS,632.00.0017,Edificis i altres construccions,9330F,Inversions financerament sostenibles,3.4.0.16,Obres i Manteniment
25/05/2017,EXP 10/17 EX,2000,Aportació Consell Esportiu Baix Llobregat,467.00.9917,A Consorcis,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
30/05/2017,EXP 6/17 AMP,2445.15,Reparació sinistres (AMP),212.00.0017,Edificis i altres construccions,9204C,AG - SSGG - Gestió assegurances,2.6.0.16,Serveis Generals
02/06/2017,EXP 12/17 TR,1055,Subvencions - Foment de l'educació i la formació,480.26.0016,A famílies i institucions sense ànim de lucre,3273A,Promoció Educativa,1.2.0.16,Educació
02/06/2017,EXP 12/17 TR,6682.05,Subvencions entitats promoció de les arts,480.08.0016,A famílies i institucions sense ànim de lucre,3330A,Arts escèniques i Música,1.3.0.16,Cultura
02/06/2017,EXP 12/17 TR,2110,Subvencions Entitats culturals,480.28.0016,A famílies i institucions sense ànim de lucre,3340A,Promoció cultural,1.3.0.16,Cultura
02/06/2017,EXP 12/17 TR,12891,Convenis foment de relacions ciutadanes,480.14.0316,A famílies i institucions sense ànim de lucre,3370A,Relacions ciutadanes,1.3.0.16,Cultura
02/06/2017,EXP 12/17 TR,20370,Subvencions AAVV,480.15.0016,A famílies i institucions sense ànim de lucre,3370A,Relacions ciutadanes,1.3.0.16,Cultura
02/06/2017,EXP 12/17 TR,12655,Subvencions activitats esportives,480.01.0016,A famílies i institucions sense ànim de lucre,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
02/06/2017,EXP 12/17 TR,7000,Convenis Entitats Esportives,480.02.0316,A famílies i institucions sense ànim de lucre,3410A,Promoció i foment de l'esport,1.5.0.16,Esports
02/06/2017,EXP 12/17 TR,15000,Gent Gran - Projectes,226.06.0217,"Reunions, conferències i cursos",2312A,Gent Gran,1.1.0.16,Serveis Socials
02/06/2017,EXP 12/17 TR,15000,Activitats als centres civics,226.09.0017,Activitats culturals i esportives,2318B,Formació d'Adults,1.2.0.16,Educació
02/06/2017,EXP 12/17 TR,12000,Prestació serveis tècnics educatius,226.99.0117,Altres despeses diverses,3231A,Educació Especial,1.2.1.16,EEE Maria Felip
02/06/2017,EXP 12/17 TR,62913.05,Festa Major d'estiu - Programació d'activitats,226.09.0117,Activitats culturals i esportives,3380A,Cicle Festiu,1.3.1.16,Cultura - Cicle Festiu
02/06/2017,EXP 12/17 TR,2400,Programes i Activitats de Drets Humans,226.06.0017,"Reunions, conferències i cursos",2317A,Drets civils i Nova ciutadania,1.4.0.16,Igualtat i Ciutadania
02/06/2017,EXP 12/17 TR,2400,Premis Festival GavàMon,480.00.0017,A famílies i institucions sense ànim de lucre,2317A,Drets civils i Nova ciutadania,1.4.0.16,Igualtat i Ciutadania
02/06/2017,EXP 12/17 TR,15000,Programes d'esport i salut,227.06.0217,Estudis i treballs tècnics,3121A,Programes esport i salut,1.5.0.16,Esports
02/06/2017,EXP 12/17 TR,34185,Acondicionament instal·lacions esportives,227.06.0117,Estudis i treballs tècnics,3420A,Instal·lacions esportives,1.5.0.16,Esports
02/06/2017,EXP 12/17 TR,3700,RB laboral fix educació preescolar i primària,130.00.0017,Retribucions bàsiques,3230A,Funcionament centres docents d'Educació,2.2.0.16,Recursos Humans
02/06/2017,EXP 12/17 TR,12000,RB laboral temporal Escola EE,131.00.0017,Laboral temporal,3231A,Educació Especial,2.2.0.16,Recursos Humans
02/06/2017,EXP 12/17 TR,19185,RB laborals fixos instal·lacions esportives,130.00.0017,Retribucions bàsiques,3420A,Instal·lacions esportives,2.2.0.16,Recursos Humans
02/06/2017,EXP 12/17 TR,3700,Consegeria escoles,227.06.0117,Estudis i treballs tècnics,3230A,Funcionament centres docents d'Educació,2.6.0.16,Serveis Generals
02/06/2017,EXP 12/17 GE,8000,Difusió i divulgació creació d'empresa,226.02.0117,Publicitat i propaganda,2412A,Foment de l'Ocupació - Creació d'empresa,2.7.0.16,Promoció Econòmica
02/06/2017,EXP 12/17 TR,2100,Despeses jurídiques,226.04.0017,"Jurídics, contenciosos",1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
02/06/2017,EXP 12/17 TR,2100,Aplicaciones informàtiques - Policia,641.00.0017,Despeses en aplicacions informàtiques,1320B,Policia de Trànsit,3.5.0.16,Seguretat Ciutadana
02/06/2017,EXP 12/17 TR,150,Subvencions suport Accions Educatives,480.25.0016,A famílies i institucions sense ànim de lucre,3273A,Promoció Educativa,1.2.0.16,Educació
21/06/2017,EXP 7/17 AMP,6974.63,Reparació sinistres (AMP),212.00.0017,Edificis i altres construccions,9204C,AG - SSGG - Gestió assegurances,2.6.0.16,Serveis Generals
22/06/2017,EXP 7/17 AMP,6974.63,Reparació sinistres (AMP),212.00.0017,Edificis i altres construccions,9204C,AG - SSGG - Gestió assegurances,2.6.0.16,Serveis Generals
22/06/2017,EXP 8/17 AMP,1119.03,Reparació sinistres (AMP),212.00.0017,Edificis i altres construccions,9204C,AG - SSGG - Gestió assegurances,2.6.0.16,Serveis Generals
28/06/2017,EXP 13/17 CE,1500,Aportació al Centre d'Estudis Comarcals Baix Ll.,480.00.0217,A famílies i institucions sense ànim de lucre,3360A,Patrimoni Històric i Cultural,1.3.5.16,Patrimoni Cultural i Natural
28/06/2017,EXP 13/17 CE,2000,Polítiques d'Igualtat,226.99.0117,Altres despeses diverses,2314A,Igualtat,1.4.0.16,Igualtat i Ciutadania
28/06/2017,EXP 13/17 CE,2000,Subvenció Associació IMPROREC,480.01.9917,A famílies i institucions sense ànim de lucre,2314A,Igualtat,1.4.0.16,Igualtat i Ciutadania
28/06/2017,EXP 13/17 SC,10000,Aportació a la Mancomunitat de Can Sellarés,463.00.0117,A Mancomunitats,3411A,Promoció i foment de l'esport - Espais Esportius,1.5.0.16,Esports
28/06/2017,EXP 13/17 CE,3800,Inversió nova en mobiliari,625.00.0017,Mobiliari,3330A,Arts escèniques i Música,1.7.0.16,Logística
28/06/2017,EXP 13/17 CE,110000,Inversió nova en mobiliari,625.00.0017,Mobiliari,3420A,Instal·lacions esportives,1.7.0.16,Logística
28/06/2017,EXP 13/17 CE,7000,Inv. de rep en edif.i altres construccions,632.00.0017,Edificis i altres construccions,9330A,Edificis administratius,1.7.0.16,Logística
28/06/2017,EXP 13/17 SC,98564.08,Edificis i altres constr Cultura i Patrimoni,212.01.0217,Edificis i altres construccions,9330B,Equipaments de serveis,1.7.0.16,Logística
28/06/2017,EXP 13/17 CE,17500,Estudis i treballs tècnics Patrimoni,227.06.0017,Estudis i treballs tècnics,9330B,Equipaments de serveis,1.7.0.16,Logística
28/06/2017,EXP 13/17 CE,10000,Instal·lacions noves en equipaments,623.00.0017,"Maquinària, instal·lacions tècniques i utillatge",9330B,Equipaments de serveis,1.7.0.16,Logística
28/06/2017,EXP 13/17 CE,15000,Invers noves en elements transport suport equipame,624.00.0017,Elements de Transport,9330B,Equipaments de serveis,1.7.0.16,Logística
28/06/2017,EXP 13/17 CE,56000,Instal·lacions noves en equipaments - mobiliari,625.00.0017,Mobiliari,9330B,Equipaments de serveis,1.7.0.16,Logística
28/06/2017,EXP 13/17 CE,56000,Instal·lacions noves en equipaments - IFS equip,623.00.0017,"Maquinària, instal·lacions tècniques i utillatge",9330F,Inversions financerament sostenibles,1.7.0.16,Logística
28/06/2017,EXP 13/17 CE,28500,Instal·lacions noves en equipaments - IFS equip,623.00.0017,"Maquinària, instal·lacions tècniques i utillatge",9330F,Inversions financerament sostenibles,1.7.0.16,Logística
28/06/2017,EXP 13/17 CE,56000,Instal·lacions noves en equipaments - IFS equip,623.00.0017,"Maquinària, instal·lacions tècniques i utillatge",9330F,Inversions financerament sostenibles,1.7.0.16,Logística
28/06/2017,EXP 13/17 CE,354962.57,Inv. de rep en edif.i altres construccions- IFS ed,632.00.0017,Edificis i altres construccions,9330F,Inversions financerament sostenibles,1.7.0.16,Logística
28/06/2017,EXP 13/17 CE,26000,Inv. de rep en instal.lacions-IFS Equipament,633.00.0017,"Maquinària,instal·lacions i utillatge",9330F,Inversions financerament sostenibles,1.7.0.16,Logística
28/06/2017,EXP 13/17 CE,40000,Transf. per ajuts al finanç d'inversions-Ascensors,780.00.0017,A famílies e institucions sense ànim de lucre,1521A,Polítiques Municipals d'Habitatge,1.8.0.16,Oficina Local d'Habitatge
28/06/2017,EXP 13/17 SC,15000,Projectes de Govern obert,227.06.0117,Estudis i treballs tècnics,4914B,Govern obert i transparència,2.0.0.16,Coordinació i Planificació Estratègica
28/06/2017,EXP 13/17 CE,21000,Inversió reposició servidors,639.00.0017,Altr.inv.repos.associad.funcion.oper.serveis,9203A,Administració General - Informàtica i NT,2.1.0.16,Informàtica
28/06/2017,EXP 13/17 SC,5900,Aplicaciones informàtiques,641.00.0017,Despeses en aplicacions informàtiques,9310A,Intervenció i Comptabilitat,2.1.0.16,Informàtica
28/06/2017,EXP 13/17 SC,30000,"RB laboral temporals urban., planif.i projectes",131.00.0017,Laboral temporal,1510A,Urbanisme Planificació i Projectes,2.2.0.16,Recursos Humans
28/06/2017,EXP 13/17 SC,200000,Amortització de préstecs a llarg termini,913.00.0017,Amortització préstecs ll/t ens fora sector públic,0110A,Deute Públic,2.5.9.16,Hisenda i Tresoreria
28/06/2017,EXP 13/17 SC,6000,Inversió nova en mobiliari,625.00.0017,Mobiliari,9200A,Administració General ,2.6.0.16,Serveis Generals
28/06/2017,EXP 13/17 CE,1200,Mobiliari urbà - cementiri,625.00.0017,Mobiliari,1640A,Cementiri,3.1.0.16,Salut Pública
28/06/2017,EXP 13/17 SC,70000,Treballs tècnics Urbanisme i Planejament,227.06.0017,Estudis i treballs tècnics,1510A,Urbanisme Planificació i Projectes,3.2.0.16,Urbanisme
28/06/2017,EXP 13/17 CE,25000,Mobiliari - Vía Pública,625.00.0017,Mobiliari,1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,3.2.0.16,Urbanisme
28/06/2017,EXP 13/17 CE,279458,Inversions rep. via pública Urbanisme - IFS,619.00.0017,Altres inversions de reposició en infraestructures,1533F,Vies públiques - Obra Civil i Instal·lacions,3.2.0.16,Urbanisme
28/06/2017,EXP 13/17 CE,13000,Inversió reposició cementiri,632.00.0017,Edificis i altres construccions,1640A,Cementiri,3.2.0.16,Urbanisme
28/06/2017,EXP 13/17 CE,16000,Inversió reposició Escola Maria Felip,632.00.0017,Edificis i altres construccions,3231A,Educació Especial,3.2.0.16,Urbanisme
28/06/2017,EXP 13/17 CE,125000,Inv.nova en edif i altres construccions,622.00.0017,Edificis i altres construccions,9330F,Inversions financerament sostenibles,3.2.0.16,Urbanisme
28/06/2017,EXP 13/17 CE,17500,Inv. repos. en edificis administratius - IFS,632.00.0017,Edificis i altres construccions,9330F,Inversions financerament sostenibles,3.2.0.16,Urbanisme
28/06/2017,EXP 13/17 CE,21300,Lloguer instal·lacions via pública,203.00.0017,"Arrendament maquinària, instal·lacions i utillatge",1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,3.4.0.16,Obres i Manteniment
28/06/2017,EXP 13/17 CE,9500,Altres inv repos via pública,619.00.0017,Altres inversions de reposició en infraestructures,1530A,Adm.Gral d'Obres i Manteniment de la Ciutat,3.4.0.16,Obres i Manteniment
28/06/2017,EXP 13/17 CE,20000,Aportació al Consorci del Parc Agrari B. Ll.,767.00.0017,A Consorcis,1532A,Pavimentació vies públiques,3.4.0.16,Obres i Manteniment
28/06/2017,EXP 13/17 CE,7500,AItres inv noves infraest i bens ús gral,609.00.0017,Altres inv.noves infraest. i béns dest. ús general,1533A,Vies públiques - Obra Civil i Instal·lacions,3.4.0.16,Obres i Manteniment
28/06/2017,EXP 13/17 CE,35000,Transf. de capital a PRESEC - RSU,740.00.0017,Aportacións empreses municipals,1621A,Recollida de residus,3.4.0.16,Obres i Manteniment
28/06/2017,EXP 13/17 CE,60000,Inv rep enllumenat públic - IFS,633.00.0017,"Maquinària,instal·lacions i utillatge",1650F,Enllumenat públic - IFS,3.4.0.16,Obres i Manteniment
28/06/2017,EXP 13/17 SC,9000,Instal·lacions edifici corporatiu,633.00.0017,"Maquinària,instal·lacions i utillatge",9330A,Edificis administratius,3.4.0.16,Obres i Manteniment
28/06/2017,EXP 13/17 CE,62500,Inversions reposició instal·lacions - IFS,633.00.0017,"Maquinària,instal·lacions i utillatge",9330F,Inversions financerament sostenibles,3.4.0.16,Obres i Manteniment
28/06/2017,EXP 13/17 SC,40000,Inv. nova vehicles - Policia,624.00.0017,Elements de Transport,1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
28/06/2017,EXP 13/17 CE,1500,Subvencions Entitats culturals,480.28.0017,A famílies i institucions sense ànim de lucre,3340A,Promoció cultural,1.3.0.16,Cultura
28/06/2017,EXP 13/17 CE,10000,Inversions reposició instal·lacions Seguretat,633.00.0017,"Maquinària,instal·lacions i utillatge",9330B,Equipaments de serveis,3.5.0.16,Seguretat Ciutadana
28/06/2017,EXP 13/17 SC,35000,Dinàmica Educativa,226.99.0017,Altres despeses diverses,3273A,Promoció Educativa,1.2.0.16,Educació
28/06/2017,EXP 13/17 SC,30000,Subvencions suport Accions Educatives,480.25.0017,A famílies i institucions sense ànim de lucre,3273A,Promoció Educativa,1.2.0.16,Educació
03/07/2017,EXP 14/17 GE,610.69,Treballs tècnics d'Acció Social,227.99.0017,Altres treballs realitzats per altres emp.i profes,2311A,Acció social,1.1.0.16,Serveis Socials
03/07/2017,exp 14/17 tra,3000,Manteniment aplicacions seguretat,227.06.0117,Estudis i treballs tècnics,1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
03/07/2017,EXP 14/17 TR,4800,Ajuts famílies - Arrenjament habitatges,780.00.0017,A famílies e institucions sense ànim de lucre,2311B,Assitència a persones dependents,1.1.0.16,Serveis Socials
03/07/2017,EXP 14/17 TR,4800,Programa Arranjament Habitatges,227.06.0217,Estudis i treballs tècnics,2311B,Assitència a persones dependents,1.1.0.16,Serveis Socials
03/07/2017,EXP 14/17 TR,7000,Manteniment Material de transport,214.00.0017,Elements de transport,1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
03/07/2017,EXP 14/17 TR,4000,Medi Ambient,226.99.0017,Altres despeses diverses,1721A,Protecció del Medi Ambient,3.3.0.16,Medi Ambient i Sostenibilitat
03/07/2017,EXP 14/17 TR,1859,Inversió nova en mobiliari - Platges,625.00.0017,Mobiliari,1350A,Protecció civil ,3.3.0.16,Medi Ambient i Sostenibilitat
03/07/2017,EXP 14/17 TR,14000,Despeses Diverses Protecció Civil,226.00.0017,Altres despeses diverses,1350A,Protecció civil ,3.3.0.16,Medi Ambient i Sostenibilitat
03/07/2017,EXP 14/17 TR,1859,"Manteniment, maquinària, instal. i utillatge (Prot",213.00.0017,"Maquinària,instal·lacions tècniques i utillatje",1350A,Protecció civil ,3.3.0.16,Medi Ambient i Sostenibilitat
03/07/2017,EXP 14/17 GE,18535,Estudis i treballs tècnics d'Ocupació,227.06.0317,Estudis i treballs tècnics,2412A,Foment de l'Ocupació - Creació d'empresa,2.7.0.16,Promoció Econòmica
03/07/2017,EXP 14/17 GE,7704,Estudis i treballs tècnics Creació d'empresa,227.06.0117,Estudis i treballs tècnics,2412A,Foment de l'Ocupació - Creació d'empresa,2.7.0.16,Promoció Econòmica
03/07/2017,EXP 14/17 GE,712.5,Est i Treballs tècnics taller recerca feina ,227.06.0317,Estudis i treballs tècnics,2411A,Foment de l'Ocupació - Formació,2.7.0.16,Promoció Econòmica
03/07/2017,EXP 14/17 GE,1750,Estudis i Treballs tècnics Ocupació i Creació Emp,227.06.0017,Estudis i treballs tècnics,2410A,Foment de l'Ocupació,2.7.0.16,Promoció Econòmica
03/07/2017,EXP 14/17 GE,1687.5,Estudis i Treballs tècnics Ocupació i Creació Emp,227.06.0017,Estudis i treballs tècnics,2410A,Foment de l'Ocupació,2.7.0.16,Promoció Econòmica
03/07/2017,EXP 14/17 GE,500,"Premsa, revistes, llibres i altres publicacions",220.01.0017,"Premsa, revistes, llibres i altres publicacions",2410A,Foment de l'Ocupació,2.7.0.16,Promoció Econòmica
03/07/2017,EXP 14/17 GE,14000,Fons Biblioteques,220.01.0017,"Premsa, revistes, llibres i altres publicacions",3321A,Biblioteques de Gavà,1.3.0.16,Cultura
03/07/2017,EXP 14/17 GE,10000,Fons Biblioteques,220.01.0017,"Premsa, revistes, llibres i altres publicacions",3321A,Biblioteques de Gavà,1.3.0.16,Cultura
03/07/2017,EXP 14/17 GE,2595.45,Aportació DIBA - Patrimoni històric,461.00.0017,A Diputacions,3360A,Patrimoni Històric i Cultural,1.3.0.16,Cultura
03/07/2017,EXP 14/17 GE,15853.56,R. B. personal laboral temporal promoció econ form,141.00.0017,Altre personal,2410A,Foment de l'Ocupació,2.2.0.16,Recursos Humans
20/07/2017,EXP 15/17 GE,43000,Transf. de capital a PRESEC - Manteniment Mob Urbà,740.00.0017,Aportacións empreses municipals,1550B,Mobiliari Urbà,3.4.0.16,Obres i Manteniment
20/07/2017,EXP 15/17 GE,199847,Transf. de capital a PRESEC - Vies Públiques,740.00.0017,Aportacións empreses municipals,1553A,Vies Públiques,3.4.0.16,Obres i Manteniment
20/07/2017,EXP 15/17 CE,1000000,Transf. de capital a PRESEC - RSU,740.00.0017,Aportacións empreses municipals,1621A,Recollida de residus,3.4.0.16,Obres i Manteniment
20/07/2017,EXP 15/17 GE,21500,Transf. de capital a PRESEC - Enllumenat Públic,740.00.0017,Aportacións empreses municipals,1650A,Enllumenat públic,3.4.0.16,Obres i Manteniment
20/07/2017,EXP 15/17 GE,389130.54,Transf. de capital a PRESEC - RSU,740.00.0017,Aportacións empreses municipals,1621A,Recollida de residus,3.4.0.16,Obres i Manteniment
20/07/2017,EXP 15/17 GE,246500,Transf. de capital a PRESEC - Neteja Viària,740.00.0017,Aportacións empreses municipals,1620A,Recollida de residus,3.4.0.16,Obres i Manteniment
24/07/2017,EXP 9/17 AMP,1779.2,Reparació sinistres (AMP),212.00.0017,Edificis i altres construccions,9204C,AG - SSGG - Gestió assegurances,2.6.0.16,Serveis Generals
31/07/2017,EXP 16/17 GE,19027.03,Medi Ambient,226.99.0017,Altres despeses diverses,1721A,Protecció del Medi Ambient,3.3.0.16,Medi Ambient i Sostenibilitat
31/07/2017,EXP 16/17 TR,19014.28,Difusió i divulgació activitats foment Patrimoni C,226.02.0117,Publicitat i propaganda,3360A,Patrimoni Històric i Cultural,1.3.5.16,Patrimoni Cultural i Natural
31/07/2017,EXP 16/17 TR,4131.72,Prestació serveis tècnics educatius,226.99.0117,Altres despeses diverses,3231A,Educació Especial,1.2.1.16,EEE Maria Felip
31/07/2017,EXP 16/17 TR,19014.28,RB laborals fixos Patrimoni Històric,130.00.0017,Retribucions bàsiques,3360A,Patrimoni Històric i Cultural,2.2.0.16,Recursos Humans
