CODI_DIVISIO_TERRITORIAL;CODI_PARTIT;DESCRIPCIO_PARTIT;NRE_VOTS
S-04014;NULS;NULS;0
S-04014;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;6
S-04014;PP      ;PARTIDO POPULAR                         ;75
S-04014;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;161
S-04014;RECORTES 0-EV;RECORTES CERO-ELS VERDS;7
S-04014;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;13
S-04015;BLANCS;BLANCS;3
S-04015;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;116
S-04015;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;128
S-04015;CUP    ;CANDIDATURA D UNITAT POPULAR            ;16
S-04015;JxSí;JUNTS PEL SÍ;76
S-04015;NULS;NULS;1
S-04015;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;5
S-04015;PP      ;PARTIDO POPULAR                         ;45
S-04015;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;156
S-04015;RECORTES 0-EV;RECORTES CERO-ELS VERDS;5
S-04015;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;11
S-04016;BLANCS;BLANCS;3
S-04016;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;133
S-04016;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;184
S-04016;CUP    ;CANDIDATURA D UNITAT POPULAR            ;47
S-04016;JxSí;JUNTS PEL SÍ;97
S-04016;NULS;NULS;2
S-04016;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;12
S-04016;PP      ;PARTIDO POPULAR                         ;79
S-04016;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;188
S-04016;RECORTES 0-EV;RECORTES CERO-ELS VERDS;3
S-04016;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;12
S-04017;BLANCS;BLANCS;2
S-04017;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;119
S-04017;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;199
S-04017;CUP    ;CANDIDATURA D UNITAT POPULAR            ;18
S-04017;JxSí;JUNTS PEL SÍ;44
S-04017;NULS;NULS;0
S-04017;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;6
S-04017;PP      ;PARTIDO POPULAR                         ;89
S-04017;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;211
S-04017;RECORTES 0-EV;RECORTES CERO-ELS VERDS;6
S-04017;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;4
S-04018;BLANCS;BLANCS;2
S-04018;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;106
S-04018;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;106
S-04018;CUP    ;CANDIDATURA D UNITAT POPULAR            ;33
S-04018;JxSí;JUNTS PEL SÍ;65
S-04018;NULS;NULS;1
S-04018;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;3
S-04018;PP      ;PARTIDO POPULAR                         ;44
S-04018;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;127
S-04018;RECORTES 0-EV;RECORTES CERO-ELS VERDS;0
S-04018;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;6
S-04019;BLANCS;BLANCS;1
S-04019;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;85
S-04019;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;115
S-04019;CUP    ;CANDIDATURA D UNITAT POPULAR            ;24
S-04019;JxSí;JUNTS PEL SÍ;76
S-04019;NULS;NULS;4
S-04019;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;3
S-04019;PP      ;PARTIDO POPULAR                         ;59
S-04019;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;117
S-04019;RECORTES 0-EV;RECORTES CERO-ELS VERDS;0
S-04019;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;9
S-05001;BLANCS;BLANCS;1
S-05001;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;51
S-05001;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;110
S-05001;CUP    ;CANDIDATURA D UNITAT POPULAR            ;5
S-05001;JxSí;JUNTS PEL SÍ;23
S-05001;NULS;NULS;1
S-05001;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;0
S-05001;PP      ;PARTIDO POPULAR                         ;71
S-05001;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;117
S-05001;RECORTES 0-EV;RECORTES CERO-ELS VERDS;3
S-05001;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;1
S-05002;BLANCS;BLANCS;0
S-05002;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;38
S-05002;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;83
S-05002;CUP    ;CANDIDATURA D UNITAT POPULAR            ;7
S-05002;JxSí;JUNTS PEL SÍ;36
S-05002;NULS;NULS;1
S-05002;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;6
S-05002;PP      ;PARTIDO POPULAR                         ;51
S-05002;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;97
S-05002;RECORTES 0-EV;RECORTES CERO-ELS VERDS;4
S-05002;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;8
S-05003;BLANCS;BLANCS;2
S-05003;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;48
S-05003;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;95
S-05003;CUP    ;CANDIDATURA D UNITAT POPULAR            ;13
S-05003;JxSí;JUNTS PEL SÍ;41
S-05003;NULS;NULS;5
S-05003;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;5
S-05003;PP      ;PARTIDO POPULAR                         ;74
S-05003;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;150
S-05003;RECORTES 0-EV;RECORTES CERO-ELS VERDS;3
S-05003;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;2
S-05004;BLANCS;BLANCS;5
S-05004;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;44
S-05004;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;83
S-05004;CUP    ;CANDIDATURA D UNITAT POPULAR            ;10
S-05004;JxSí;JUNTS PEL SÍ;37
S-05004;NULS;NULS;2
S-05004;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;5
S-05004;PP      ;PARTIDO POPULAR                         ;55
S-05004;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;79
S-05004;RECORTES 0-EV;RECORTES CERO-ELS VERDS;6
S-05004;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;6
S-05005;BLANCS;BLANCS;0
S-05005;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;52
S-05005;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;119
S-05005;CUP    ;CANDIDATURA D UNITAT POPULAR            ;15
S-05005;JxSí;JUNTS PEL SÍ;35
S-05005;NULS;NULS;1
S-05005;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;4
S-05005;PP      ;PARTIDO POPULAR                         ;48
S-05005;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;126
S-05005;RECORTES 0-EV;RECORTES CERO-ELS VERDS;5
S-05005;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;5
S-05006;BLANCS;BLANCS;0
S-05006;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;105
S-05006;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;124
S-05006;CUP    ;CANDIDATURA D UNITAT POPULAR            ;23
S-05006;JxSí;JUNTS PEL SÍ;38
S-05006;NULS;NULS;4
S-05006;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;5
S-05006;PP      ;PARTIDO POPULAR                         ;56
S-05006;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;167
S-05006;RECORTES 0-EV;RECORTES CERO-ELS VERDS;4
S-05006;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;6
S-05007;BLANCS;BLANCS;2
S-05007;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;91
S-05007;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;121
S-05007;CUP    ;CANDIDATURA D UNITAT POPULAR            ;14
S-05007;JxSí;JUNTS PEL SÍ;40
S-05007;NULS;NULS;5
S-05007;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;3
S-05007;PP      ;PARTIDO POPULAR                         ;62
S-05007;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;145
S-05007;RECORTES 0-EV;RECORTES CERO-ELS VERDS;4
S-05007;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;2
S-05008;BLANCS;BLANCS;2
S-05008;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;84
S-05008;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;100
S-05008;CUP    ;CANDIDATURA D UNITAT POPULAR            ;13
S-05008;JxSí;JUNTS PEL SÍ;19
S-05008;NULS;NULS;2
S-05008;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;4
S-05008;PP      ;PARTIDO POPULAR                         ;65
S-05008;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;130
S-05008;RECORTES 0-EV;RECORTES CERO-ELS VERDS;7
S-05008;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;3
S-05009;BLANCS;BLANCS;4
S-05009;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;99
S-05009;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;150
S-05009;CUP    ;CANDIDATURA D UNITAT POPULAR            ;30
S-05009;JxSí;JUNTS PEL SÍ;55
S-05009;NULS;NULS;3
S-05009;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;5
S-05009;PP      ;PARTIDO POPULAR                         ;109
S-05009;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;116
S-05009;RECORTES 0-EV;RECORTES CERO-ELS VERDS;6
S-05009;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;1
S-05010;BLANCS;BLANCS;3
S-05010;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;119
S-05010;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;149
S-05010;CUP    ;CANDIDATURA D UNITAT POPULAR            ;19
S-05010;JxSí;JUNTS PEL SÍ;39
S-05010;NULS;NULS;4
S-05010;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;4
S-05010;PP      ;PARTIDO POPULAR                         ;89
S-05010;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;159
S-05010;RECORTES 0-EV;RECORTES CERO-ELS VERDS;1
S-05010;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;3
S-06001;BLANCS;BLANCS;0
S-06001;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;44
S-06001;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;48
S-06001;CUP    ;CANDIDATURA D UNITAT POPULAR            ;10
S-06001;JxSí;JUNTS PEL SÍ;24
S-06001;NULS;NULS;4
S-06001;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;3
S-06001;PP      ;PARTIDO POPULAR                         ;39
S-06001;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;77
S-06001;RECORTES 0-EV;RECORTES CERO-ELS VERDS;1
S-06001;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;2
S-06002;BLANCS;BLANCS;2
S-06002;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;64
S-06002;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;121
S-06002;CUP    ;CANDIDATURA D UNITAT POPULAR            ;9
S-06002;JxSí;JUNTS PEL SÍ;34
S-06002;NULS;NULS;3
S-06002;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;2
S-06002;PP      ;PARTIDO POPULAR                         ;66
S-06002;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;194
S-06002;RECORTES 0-EV;RECORTES CERO-ELS VERDS;5
S-06002;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;2
S-06003;BLANCS;BLANCS;0
S-06003;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;28
S-06003;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;66
S-06003;CUP    ;CANDIDATURA D UNITAT POPULAR            ;5
S-06003;JxSí;JUNTS PEL SÍ;18
S-06003;NULS;NULS;1
S-06003;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1
S-06003;PP      ;PARTIDO POPULAR                         ;25
S-06003;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;107
S-06003;RECORTES 0-EV;RECORTES CERO-ELS VERDS;2
S-06003;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;3
S-06004;BLANCS;BLANCS;2
S-06004;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;45
S-06004;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;76
S-06004;CUP    ;CANDIDATURA D UNITAT POPULAR            ;10
S-06004;JxSí;JUNTS PEL SÍ;23
S-06004;NULS;NULS;0
S-06004;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;2
S-06004;PP      ;PARTIDO POPULAR                         ;43
S-06004;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;86
S-06004;RECORTES 0-EV;RECORTES CERO-ELS VERDS;1
S-06004;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;0
S-06005;BLANCS;BLANCS;3
S-06005;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;53
S-06005;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;66
S-06005;CUP    ;CANDIDATURA D UNITAT POPULAR            ;9
S-06005;JxSí;JUNTS PEL SÍ;25
S-06005;NULS;NULS;0
S-06005;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;3
S-06005;PP      ;PARTIDO POPULAR                         ;51
S-06005;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;133
S-06005;RECORTES 0-EV;RECORTES CERO-ELS VERDS;0
S-06005;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;3
S-06006;BLANCS;BLANCS;0
S-06006;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;35
S-06006;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;63
S-06006;CUP    ;CANDIDATURA D UNITAT POPULAR            ;11
S-06006;JxSí;JUNTS PEL SÍ;30
S-06006;NULS;NULS;0
S-06006;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;4
S-06006;PP      ;PARTIDO POPULAR                         ;41
S-06006;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;93
S-06006;RECORTES 0-EV;RECORTES CERO-ELS VERDS;3
S-06006;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;6
S-06007;BLANCS;BLANCS;3
S-06007;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;51
S-06007;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;117
S-06007;CUP    ;CANDIDATURA D UNITAT POPULAR            ;15
S-06007;JxSí;JUNTS PEL SÍ;40
S-06007;NULS;NULS;4
S-06007;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;6
S-06007;PP      ;PARTIDO POPULAR                         ;59
S-06007;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;168
S-06007;RECORTES 0-EV;RECORTES CERO-ELS VERDS;1
S-06007;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;9
S-06008;BLANCS;BLANCS;1
S-06008;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;38
S-06008;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;67
S-06008;CUP    ;CANDIDATURA D UNITAT POPULAR            ;6
S-06008;JxSí;JUNTS PEL SÍ;27
S-06008;NULS;NULS;2
S-06008;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;1
S-06008;PP      ;PARTIDO POPULAR                         ;38
S-06008;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;90
S-06008;RECORTES 0-EV;RECORTES CERO-ELS VERDS;5
S-06008;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;4
S-06009;BLANCS;BLANCS;2
S-06009;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;203
S-06009;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;320
S-06009;CUP    ;CANDIDATURA D UNITAT POPULAR            ;28
S-06009;JxSí;JUNTS PEL SÍ;51
S-06009;NULS;NULS;5
S-06009;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;10
S-06009;PP      ;PARTIDO POPULAR                         ;167
S-06009;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;405
S-06009;RECORTES 0-EV;RECORTES CERO-ELS VERDS;2
S-06009;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;11
S-06010;BLANCS;BLANCS;4
S-06010;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;73
S-06010;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;104
S-06010;CUP    ;CANDIDATURA D UNITAT POPULAR            ;9
S-06010;JxSí;JUNTS PEL SÍ;24
S-06010;NULS;NULS;2
S-06010;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;0
S-06010;PP      ;PARTIDO POPULAR                         ;55
S-06010;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;150
S-06010;RECORTES 0-EV;RECORTES CERO-ELS VERDS;3
S-06010;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;1
S-06011;BLANCS;BLANCS;0
S-06011;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;48
S-06011;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;50
S-06011;CUP    ;CANDIDATURA D UNITAT POPULAR            ;13
S-06011;JxSí;JUNTS PEL SÍ;12
S-06011;NULS;NULS;0
S-06011;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;2
S-06011;PP      ;PARTIDO POPULAR                         ;45
S-06011;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;70
S-06011;RECORTES 0-EV;RECORTES CERO-ELS VERDS;1
S-06011;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;2
S-06012;BLANCS;BLANCS;0
S-06012;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;58
S-06012;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;141
S-06012;CUP    ;CANDIDATURA D UNITAT POPULAR            ;9
S-06012;JxSí;JUNTS PEL SÍ;17
S-06012;NULS;NULS;0
S-06012;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;7
S-06012;PP      ;PARTIDO POPULAR                         ;54
S-06012;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;157
S-06012;RECORTES 0-EV;RECORTES CERO-ELS VERDS;2
S-06012;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;7
S-06013;BLANCS;BLANCS;0
S-06013;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;57
S-06013;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;74
S-06013;CUP    ;CANDIDATURA D UNITAT POPULAR            ;10
S-06013;JxSí;JUNTS PEL SÍ;27
S-06013;NULS;NULS;0
S-06013;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;8
S-06013;PP      ;PARTIDO POPULAR                         ;45
S-06013;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;105
S-06013;RECORTES 0-EV;RECORTES CERO-ELS VERDS;4
S-06013;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;4
S-06014;BLANCS;BLANCS;2
S-06014;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;72
S-06014;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;132
S-06014;CUP    ;CANDIDATURA D UNITAT POPULAR            ;10
S-06014;JxSí;JUNTS PEL SÍ;25
S-06014;NULS;NULS;1
S-06014;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;4
S-06014;PP      ;PARTIDO POPULAR                         ;63
S-06014;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;139
S-06014;RECORTES 0-EV;RECORTES CERO-ELS VERDS;4
S-06014;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;3
S-06015;BLANCS;BLANCS;4
S-06015;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;136
S-06015;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;200
S-06015;CUP    ;CANDIDATURA D UNITAT POPULAR            ;21
S-06015;JxSí;JUNTS PEL SÍ;53
S-06015;NULS;NULS;0
S-06015;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;8
S-06015;PP      ;PARTIDO POPULAR                         ;71
S-06015;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;217
S-06015;RECORTES 0-EV;RECORTES CERO-ELS VERDS;6
S-06015;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;4
S-06016;BLANCS;BLANCS;3
S-06016;CatSiqueesPot;CATALUNYA SÍ QUE ES POT;42
S-06016;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;72
S-06016;CUP    ;CANDIDATURA D UNITAT POPULAR            ;5
S-06016;JxSí;JUNTS PEL SÍ;33
S-06016;NULS;NULS;1
S-06016;PACMA;PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL;2
S-06016;PP      ;PARTIDO POPULAR                         ;63
S-06016;PSC       ;PARTIT DELS SOCIALISTES DE CATALUNYA;107
S-06016;RECORTES 0-EV;RECORTES CERO-ELS VERDS;5
S-06016;unio.cat;UNIÓ DEMOCRÀTICA DE CATALUNYA;7
